"group","med","ci_lo","ci_hi","cv_max"
"CRE_T1",30.9454524250155,29.9130502431023,31.9184903896048,141.20663675195
"CRE_T2",31.1987202323886,30.4827746875614,32.1025609728848,169.558608164907
"PLA_T1",32.1807344688691,31.0629289373319,33.2192282827602,198.557745247954
"PLA_T2",27.0744653755765,26.1692418627474,27.9928878239097,191.875755970615
"CTL",23.3271353148653,22.8771800818076,23.9825879718993,126.901954628209
