contrast,database,pathway,pval,padj,ES,NES,size
Cancer_vs_Healthy,GO:BP,GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,6.614820307841608e-5,0.002254000019897028,0.6778033172159286,2.1081969406327494,21
Cancer_vs_Healthy,GO:BP,GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION,1.1471973967300494e-4,0.003474733448317905,0.495845895467223,1.9503135484191916,60
Cancer_vs_Healthy,GO:BP,GOBP_OXIDATIVE_PHOSPHORYLATION,1.2016208301806597e-4,0.0035604547642092152,-0.37454813552359695,-1.8088139644527488,98
Cancer_vs_Healthy,GO:BP,GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,1.2752270137267557e-4,0.003648397274272326,0.7048590016067159,2.0777604925372852,17
Cancer_vs_Healthy,GO:BP,GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,1.5818129846809228e-4,0.0042274727414119565,0.5662521287245346,1.9841593937623674,34
Cancer_vs_Healthy,GO:BP,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,1.6961641529900554e-4,0.0043620221519348025,0.6975504134574353,2.0562164735516633,17
Cancer_vs_Healthy,GO:BP,GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,1.776712358638533e-4,0.004484553601526519,0.6033143987467037,2.0186704987322606,28
Cancer_vs_Healthy,GO:BP,GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,2.264564188447232e-4,0.005415089454129083,0.6079305311660999,2.0003800111283323,26
Cancer_vs_Healthy,GO:BP,GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,2.502604571570162e-4,0.005685327470143309,0.5635958459620735,1.9595465616789738,33
Cancer_vs_Healthy,GO:BP,GOBP_TAXIS,2.5027120191386545e-4,0.005685327470143309,0.5301990328011524,1.955595496625235,43
Cancer_vs_Healthy,GO:BP,GOBP_CELL_CELL_JUNCTION_ORGANIZATION,2.6872393130550495e-4,0.005940052581671979,0.6041838885669059,1.9880517785753569,26
Cancer_vs_Healthy,GO:BP,GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,2.8947101616524267e-4,0.006262682460844854,0.49388217995654515,1.907476046045347,54
Cancer_vs_Healthy,GO:BP,GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,3.3017081670010475e-4,0.007031606611910044,-0.36739010023846935,-1.755019671370245,92
Cancer_vs_Healthy,GO:BP,GOBP_EPITHELIAL_CELL_DEVELOPMENT,4.206154022858902e-4,0.007962483240495394,0.5828503363653261,1.9648205901713696,29
Cancer_vs_Healthy,GO:BP,GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,4.0807019097251077e-4,0.007962483240495394,0.4639030696052078,1.8190058021752624,59
Cancer_vs_Healthy,GO:BP,GOBP_ATP_METABOLIC_PROCESS,5.376850770144021e-4,0.008829695903260604,-0.33167531890450025,-1.6610668959256396,119
Cancer_vs_Healthy,GO:BP,GOBP_LEUKOCYTE_CELL_CELL_ADHESION,5.162484532595791e-4,0.008829695903260604,0.5008642940997218,1.8900369009610474,48
Cancer_vs_Healthy,GO:BP,GOBP_MITOCHONDRION_ORGANIZATION,5.265383960845898e-4,0.008829695903260604,-0.3301237284607685,-1.679224868967114,133
Cancer_vs_Healthy,GO:BP,GOBP_RENAL_SYSTEM_DEVELOPMENT,5.333505739942944e-4,0.008829695903260604,0.6143884874739358,2.0019567017033673,25
Cancer_vs_Healthy,GO:BP,GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,5.183711806211554e-4,0.008829695903260604,0.619690297724775,1.9944890479963309,24
Cancer_vs_Healthy,GO:BP,GOBP_ENDOTHELIAL_CELL_DEVELOPMENT,9.597618920466429e-4,0.01421908107456059,0.6823641476005508,1.9478163555957368,15
Cancer_vs_Healthy,GO:BP,GOBP_REGULATION_OF_CELL_SHAPE,9.445923702686237e-4,0.01421908107456059,0.6144474079124655,1.936371418287272,22
Cancer_vs_Healthy,GO:BP,GOBP_ENDOTHELIUM_DEVELOPMENT,9.938251603368198e-4,0.014565416059560058,0.6344541656513545,1.8987641501858163,18
Cancer_vs_Healthy,GO:BP,GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS,0.001072152739640011,0.015222335251347238,-0.6706936898409944,-2.0411825369041416,15
Cancer_vs_Healthy,GO:BP,GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,0.00111845504627595,0.015555655388511428,0.5090318360459596,1.8130426545540705,37
Cancer_vs_Healthy,GO:BP,GOBP_LIPID_MODIFICATION,0.0011667590577923704,0.01590292595771001,-0.46245699892638364,-1.8674279022395504,42
Cancer_vs_Healthy,GO:BP,GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,0.0013449353571850337,0.01762641242156924,0.5599456844517543,1.8876077468690262,29
Cancer_vs_Healthy,GO:BP,GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,0.0013578732254824729,0.017626487679358194,-0.467178202929734,-1.8784111192924318,41
Cancer_vs_Healthy,GO:BP,GOBP_REGULATION_OF_BODY_FLUID_LEVELS,0.0014814120539823512,0.019048722920546646,0.4819917271574997,1.8115644243252382,47
Cancer_vs_Healthy,GO:BP,GOBP_TRICARBOXYLIC_ACID_CYCLE,0.0015145350035989796,0.019292628129957096,-0.5385996429809499,-1.9273140380279807,26
Cancer_vs_Healthy,GO:BP,GOBP_ACYL_COA_METABOLIC_PROCESS,0.0016807379255681866,0.020453980290619986,-0.45054237870250535,-1.8461723891879391,45
Cancer_vs_Healthy,GO:BP,GOBP_DETOXIFICATION,0.0016338400345163632,0.020453980290619986,0.44752679142818164,1.7220797021053569,53
Cancer_vs_Healthy,GO:BP,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.001667672682568228,0.020453980290619986,0.5216445337116369,1.8136875205465166,33
Cancer_vs_Healthy,GO:BP,GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.001658613176602484,0.020453980290619986,0.6413273668755188,1.8904840012533677,17
Cancer_vs_Healthy,GO:BP,GOBP_CILIUM_ORGANIZATION,0.0019336352532403364,0.022526024360398106,0.5113098744766766,1.791640576877884,34
Cancer_vs_Healthy,GO:BP,GOBP_LYMPHOCYTE_DIFFERENTIATION,0.0022081470614240106,0.025080870372674386,0.5178189826851758,1.8364551601558081,36
Cancer_vs_Healthy,GO:BP,GOBP_REGULATION_OF_ENDOCYTOSIS,0.002281242900764614,0.02569697581605098,0.4454295593672186,1.7313517398765084,56
Cancer_vs_Healthy,GO:BP,GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.00266649132012596,0.02930990055912648,0.5804910230033644,1.8683251812901647,24
Cancer_vs_Healthy,GO:BP,GOBP_PLATELET_AGGREGATION,0.002881844380403458,0.03050014250751992,0.6004496788868908,1.8199435098721584,19
Cancer_vs_Healthy,GO:BP,GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,0.0031308703819661866,0.03232860856530237,0.4860817813197898,1.7609750638218524,40
Cancer_vs_Healthy,GO:BP,GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.003220171061076946,0.03296847390478518,-0.2921641556886606,-1.506108466876084,145
Cancer_vs_Healthy,GO:BP,GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,0.0034300698461067042,0.03437636176649587,0.5316929397318682,1.8040021442795084,30
Cancer_vs_Healthy,GO:BP,GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,0.0036542739116619,0.03583291612658396,0.4978711961553617,1.754222391190526,35
Cancer_vs_Healthy,GO:BP,GOBP_TISSUE_HOMEOSTASIS,0.003633961017509085,0.03583291612658396,0.5656929468145678,1.8206971951843076,24
Cancer_vs_Healthy,GO:BP,GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,0.0038500167392032138,0.03728596023180215,0.5885271506064731,1.8087425083719948,20
Cancer_vs_Healthy,GO:BP,GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,0.004531477585369801,0.04091829207623557,0.5172049696724489,1.7548453338343102,30
Cancer_vs_Healthy,GO:BP,GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,0.004443684840198256,0.04091829207623557,0.632866337359206,1.83336767938932,16
Cancer_vs_Healthy,GO:BP,GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,0.004591513616212793,0.04091829207623557,0.483194457039553,1.713658602061084,36
Cancer_vs_Healthy,GO:BP,GOBP_PHAGOCYTOSIS,0.004531477585369801,0.04091829207623557,0.5150101522582637,1.747398450444268,30
Cancer_vs_Healthy,GO:BP,GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,0.004531477585369801,0.04091829207623557,0.5157145566145542,1.7497884520301996,30
Cancer_vs_Healthy,GO:BP,GOBP_LAMELLIPODIUM_ORGANIZATION,0.0047562425683709865,0.04155614500442086,0.6047464783607197,1.8098564013424028,18
Cancer_vs_Healthy,GO:BP,GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,0.0050856077301237495,0.0430405054022663,0.5902609347590817,1.7890617567441878,19
Cancer_vs_Healthy,GO:BP,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.00512732866176722,0.0430405054022663,0.623820456613464,1.807162421798821,16
Cancer_vs_Healthy,GO:BP,GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,0.005213505461767627,0.04332931673408095,-0.5294665588036158,-1.7894563725977235,21
Cancer_vs_Healthy,GO:BP,GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,0.005273005613199524,0.04355822212600576,0.6089202787683111,1.7949554385282782,17
Cancer_vs_Healthy,GO:BP,GOBP_ENDOTHELIAL_CELL_MIGRATION,0.005552030456852792,0.04558685248608648,0.4945965435816022,1.7330767131601141,34
Cancer_vs_Healthy,GO:BP,GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.005860415556739478,0.046986743551975935,-0.4563878082000186,-1.7415604024320503,33
Cancer_vs_Healthy,GO:BP,GOBP_SUPEROXIDE_METABOLIC_PROCESS,0.006152794394120663,0.04904244888413137,0.6112375716170411,1.7707107205404224,16
Cancer_vs_Healthy,GO:BP,GOBP_T_CELL_PROLIFERATION,0.006463684300051029,0.049774020909432504,0.6021995361691892,1.775144251580056,17
Cancer_vs_Healthy,Hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION,3.300268431341959e-13,2.249132935959545e-10,-0.48623103110065974,-2.512654675451224,148
Cancer_vs_Healthy,Hallmark,HALLMARK_HEME_METABOLISM,1.5899510306611997e-11,7.223677515970717e-9,0.6689571242994535,2.611898716620129,57
Cancer_vs_Healthy,Hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.3318138229705562e-6,1.3963555697760525e-4,0.6156270523913531,2.230291135232031,40
Cancer_vs_Healthy,Hallmark,HALLMARK_APICAL_JUNCTION,2.708866510097112e-5,0.0011938383788121253,0.5780216129316607,2.077978848353232,39
Cancer_vs_Healthy,Hallmark,HALLMARK_COMPLEMENT,1.4224272845273284e-4,0.0038775367776214976,0.5651675294670233,1.9913374033703009,35
Cancer_vs_Healthy,Hallmark,HALLMARK_XENOBIOTIC_METABOLISM,3.459533785040557e-4,0.007254376229246583,0.485795494676365,1.88338771984188,55
Cancer_vs_Healthy,Hallmark,HALLMARK_APOPTOSIS,4.164258790222164e-4,0.007962483240495394,0.5479907957044692,1.920171297971893,34
Cancer_vs_Healthy,Hallmark,HALLMARK_COAGULATION,0.0013337748316831833,0.01762641242156924,0.6115686206395348,1.902184693216132,21
Cancer_vs_Healthy,Hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0018261208812334517,0.021643502270619085,0.5942285618912247,1.8913913485162033,23
Cancer_vs_Healthy,Hallmark,HALLMARK_IL2_STAT5_SIGNALING,0.0032808398950131233,0.03312433168076213,0.5603112146468486,1.8257483889611443,25
Cancer_vs_Healthy,Hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.004593175853018373,0.04091829207623557,0.5417969410561922,1.7654204777980032,25
Cancer_vs_Healthy,KEGG,KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,1.918683293735959e-5,9.339876176293258e-4,-0.5151571742983236,-2.1375080677425085,47
Cancer_vs_Healthy,KEGG,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,4.048150200511207e-4,0.007962483240495394,-0.482113204570276,-1.9276629851855904,40
Cancer_vs_Healthy,Reactome,REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.794732690916851e-13,2.249132935959545e-10,-0.4814212233945237,-2.4961615086169706,153
Cancer_vs_Healthy,Reactome,REACTOME_NEUTROPHIL_DEGRANULATION,9.817615181140095e-9,2.67628189837879e-6,0.4568021059641656,2.1073429322709307,161
Cancer_vs_Healthy,Reactome,REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,3.8038564171902525e-8,8.64109382771719e-6,-0.5226610671233336,-2.4064579544938023,76
Cancer_vs_Healthy,Reactome,REACTOME_TRANSLATION,4.5844773328411265e-8,8.926632292374937e-6,-0.3718589663370797,-2.0013044021712547,195
Cancer_vs_Healthy,Reactome,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,1.8580347686938218e-6,1.688334259819786e-4,0.6908379316321491,2.2731847119364645,26
Cancer_vs_Healthy,Reactome,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,2.542246313666002e-6,2.1656760784542254e-4,-0.690337367296267,-2.400657812793611,23
Cancer_vs_Healthy,Reactome,REACTOME_TRNA_AMINOACYLATION,7.920783038792151e-6,5.14096537232081e-4,-0.6465237463321145,-2.313507460435502,26
Cancer_vs_Healthy,Reactome,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,1.0759728189680785e-5,5.866203809013964e-4,0.5464305162711378,2.110428687074913,54
Cancer_vs_Healthy,Reactome,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,4.157793337709635e-5,0.0016667859762641859,-0.32575367717837256,-1.7252099587621974,175
Cancer_vs_Healthy,Reactome,REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,8.333411622493812e-5,0.002704390486061682,-0.6777191105459728,-2.1851125091131376,18
Cancer_vs_Healthy,Reactome,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,1.129585597965888e-4,0.003474733448317905,0.4980976513245794,1.9447892383365895,57
Cancer_vs_Healthy,Reactome,REACTOME_EPH_EPHRIN_SIGNALING,1.6954651245137072e-4,0.0043620221519348025,0.6144133466437043,2.021711551217886,26
Cancer_vs_Healthy,Reactome,REACTOME_RECYCLING_PATHWAY_OF_L1,2.060571019568863e-4,0.005106469635767928,0.6603880367654323,2.001614729374959,19
Cancer_vs_Healthy,Reactome,REACTOME_CRISTAE_FORMATION,2.702004842726799e-4,0.005940052581671979,-0.5858042092830436,-2.072002629508725,25
Cancer_vs_Healthy,Reactome,REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,4.298240740694882e-4,0.008025345382968663,0.6424374151736003,1.9744269412136408,20
Cancer_vs_Healthy,Reactome,REACTOME_DEVELOPMENTAL_CELL_LINEAGES,4.611699861917607e-4,0.008358239650928976,0.6754783511919782,1.991153164635339,17
Cancer_vs_Healthy,Reactome,REACTOME_ECM_PROTEOGLYCANS,4.660500465668394e-4,0.008358239650928976,0.6748746435389337,1.9893735748057717,17
Cancer_vs_Healthy,Reactome,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,4.8445309070746436e-4,0.00857544886538018,0.6285309019898488,2.000573494002294,23
Cancer_vs_Healthy,Reactome,REACTOME_CARDIAC_CONDUCTION,5.755865901360269e-4,0.009339577647088149,-0.5608387693750398,-2.006894076840454,26
Cancer_vs_Healthy,Reactome,REACTOME_MITOCHONDRIAL_TRANSLATION,6.161120803138494e-4,0.009879538417267962,-0.6086713151075891,-2.0571474166335473,21
Cancer_vs_Healthy,Reactome,REACTOME_ION_HOMEOSTASIS,7.662444949983069e-4,0.012144084263752236,-0.566455264494522,-1.988842019751105,24
Cancer_vs_Healthy,Reactome,REACTOME_COMPLEX_I_BIOGENESIS,7.928402352395588e-4,0.012421163685419755,-0.44776834022934875,-1.8475031999860956,46
Cancer_vs_Healthy,Reactome,REACTOME_RAC1_GTPASE_CYCLE,9.076621104420429e-4,0.013900488275646118,0.6369030072502662,1.9060929264619144,18
Cancer_vs_Healthy,Reactome,REACTOME_MITOCHONDRIAL_BIOGENESIS,0.0011067090382811048,0.015550973393578823,-0.4715799712274819,-1.8961095702543704,41
Cancer_vs_Healthy,Reactome,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,0.001658613176602484,0.020453980290619986,0.6405332243123938,1.8881430535754034,17
Cancer_vs_Healthy,Reactome,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.001803894606995658,0.021567617099430544,-0.4452127738059384,-1.78012171511144,40
Cancer_vs_Healthy,Reactome,REACTOME_FATTY_ACID_METABOLISM,0.002435402158962515,0.027208632316933674,-0.4248263250015028,-1.829429814147103,55
Cancer_vs_Healthy,Reactome,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,0.002845664546367593,0.03050014250751992,0.5875540523196445,1.827491285590804,21
Cancer_vs_Healthy,Reactome,REACTOME_SIGNALING_BY_INTERLEUKINS,0.0029366522164732205,0.0307896690081,0.3696969044358902,1.6019923163656462,105
Cancer_vs_Healthy,Reactome,REACTOME_L1CAM_INTERACTIONS,0.004009264252928362,0.0381271318040577,0.5043591312141582,1.788719533391601,36
Cancer_vs_Healthy,Reactome,REACTOME_SENSORY_PROCESSING_OF_SOUND,0.004416510956344488,0.04091829207623557,0.6152475524235186,1.8412835146759854,18
Cancer_vs_Healthy,Reactome,REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,0.004729530002955957,0.04155614500442086,0.40331967651384354,1.6282746282589304,69
Cancer_vs_Healthy,Reactome,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,0.004983875696276752,0.04299381375965325,-0.38034894548695714,-1.6301172838353541,54
Cancer_vs_Healthy,Reactome,REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.004955401387512388,0.04299381375965325,0.5519577762606361,1.776490198007235,24
Cancer_vs_Healthy,Reactome,REACTOME_DRUG_ADME,0.005095974180397486,0.0430405054022663,0.6006825596510434,1.7976940993622736,18
Cancer_vs_Healthy,Reactome,REACTOME_MAP2K_AND_MAPK_ACTIVATION,0.00512732866176722,0.0430405054022663,0.623499477829328,1.8062325696422659,16
Cancer_vs_Healthy,Reactome,REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,0.005640061527943941,0.045890074545872246,0.6191973961353887,1.7937697523518528,16
Cancer_vs_Healthy,Reactome,REACTOME_PYRUVATE_METABOLISM,0.006271951831409934,0.049237350571571165,-0.5242282073004708,-1.7974771760222374,22
Cancer_vs_Healthy,Reactome,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0.0063217434703044416,0.049237350571571165,0.5549517094677795,1.766375649785366,23
Training_CR,GO Slim,GOSLIM_CILIUM_ORGANIZATION,4.659592695561265e-4,0.01844304327821786,0.556816520743227,1.9675857696698382,29
Training_CR,GO:BP,GOBP_ACTIN_FILAMENT_ORGANIZATION,2.9046097096673966e-9,3.958983034276662e-6,0.5262463590225208,2.4027968914414255,96
