contrast,database,pathway,pval,padj,ES,NES,size
Baseline_Supplement,GO:BP,GOBP_MITOCHONDRIAL_GENE_EXPRESSION,1.396893076681097e-6,4.7599131587908384e-4,0.6902471517772261,2.326941801609532,27
Baseline_Supplement,GO:BP,GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,7.059602458089634e-7,4.7599131587908384e-4,-0.5669474760488612,-2.223915988138799,56
Baseline_Supplement,GO:BP,GOBP_REGULATION_OF_MRNA_PROCESSING,3.5623220950124544e-5,0.004414040923183614,-0.6305655382696577,-2.123145485260394,28
Baseline_Supplement,GO:BP,GOBP_ACYL_COA_METABOLIC_PROCESS,1.7615994054684392e-4,0.01568601851925376,0.5125345229006139,1.9464389143011958,45
Baseline_Supplement,GO:BP,GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,1.7409734858945985e-4,0.01568601851925376,-0.6887486041011532,-2.0571394925766224,18
Baseline_Supplement,GO:BP,GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,3.027418252342577e-4,0.02343214692643587,0.39740890008778934,1.7423644876040651,92
Baseline_Supplement,GO:BP,GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,3.5019066385831853e-4,0.02386549374194441,0.42509551751486424,1.8094433762782323,79
Baseline_Supplement,GO:BP,GOBP_FATTY_ACID_METABOLIC_PROCESS,5.687196054243904e-4,0.03427376011253483,0.37171304046655995,1.684187293620795,114
Baseline_Supplement,GO:BP,GOBP_MITOCHONDRION_ORGANIZATION,5.368959959209962e-4,0.03427376011253483,0.3564631026756533,1.656862261558975,133
Baseline_Supplement,GO:BP,GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,5.783539857581079e-4,0.03427376011253483,0.37593759751867306,1.6679834919277838,99
Baseline_Supplement,GO:BP,GOBP_REGULATION_OF_PROTEOLYSIS,6.304346138997622e-4,0.03580343244772399,-0.3922070773077715,-1.73149071173611,104
Baseline_Supplement,Reactome,REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS,1.8023293010420115e-7,2.4565748373202615e-4,-0.6043695140015379,-2.323876094048895,51
Baseline_Supplement,Reactome,REACTOME_MRNA_SPLICING,1.1503753423739934e-6,4.7599131587908384e-4,-0.6260546344459349,-2.282863393529967,39
Baseline_Supplement,Reactome,REACTOME_MRNA_3_END_PROCESSING,2.5437952537989017e-6,4.953132758468434e-4,-0.6391256007723721,-2.2527829508579846,34
Baseline_Supplement,Reactome,REACTOME_NEUTROPHIL_DEGRANULATION,1.942335129549938e-6,4.953132758468434e-4,-0.40458521914226764,-1.902159708523769,161
Baseline_Supplement,Reactome,REACTOME_MITOCHONDRIAL_TRANSLATION,1.841352137256494e-4,0.01568601851925376,0.6318934187109455,1.9992202897776745,21
Baseline_Supplement,Reactome,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,3.2664034600314123e-4,0.02343214692643587,0.623836366334189,2.0203757840082064,23
Cancer_vs_Healthy,GO Slim,GOSLIM_AMINO_ACID_METABOLIC_PROCESS,4.579490098929371e-6,3.467691669355963e-4,-0.41727027439844816,-2.0104092596615906,97
Cancer_vs_Healthy,GO Slim,GOSLIM_TRNA_METABOLIC_PROCESS,5.990312598395719e-5,0.002148630545161412,-0.5365532992775729,-2.1217478479379523,38
Cancer_vs_Healthy,GO Slim,GOSLIM_MITOCHONDRION_ORGANIZATION,6.30876956137497e-5,0.0022048340800395086,-0.37198900042848315,-1.8509617530050546,116
Cancer_vs_Healthy,GO Slim,GOSLIM_WOUND_HEALING,7.559901028410276e-5,0.0025132061223715136,0.5117807576364162,1.9892539382161563,56
Cancer_vs_Healthy,GO Slim,GOSLIM_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,4.6267040486853636e-4,0.008358239650928976,0.5345664311220647,1.8835160786455853,35
Cancer_vs_Healthy,GO Slim,GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.0012488814183425558,0.01685371656634558,-0.2812638562097405,-1.5267785339725182,209
Cancer_vs_Healthy,GO Slim,GOSLIM_CILIUM_ORGANIZATION,0.00402810490079553,0.0381271318040577,0.5272085671895913,1.78878693813798,30
Cancer_vs_Healthy,GO Slim,GOSLIM_EXTRACELLULAR_MATRIX_ORGANIZATION,0.005656296789219764,0.045890074545872246,0.5577514911537972,1.775287175077611,23
Cancer_vs_Healthy,GO:BP,GOBP_ACTIN_FILAMENT_ORGANIZATION,1.6921156208808332e-10,5.765883978151439e-8,0.5568120575698063,2.385178599014186,96
Cancer_vs_Healthy,GO:BP,GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,2.238373781158566e-7,3.813629329648907e-5,-0.47531215194963455,-2.229405994189496,83
Cancer_vs_Healthy,GO:BP,GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,6.522592384843935e-7,8.890293420542284e-5,-0.5278574231152303,-2.308334981747074,59
Cancer_vs_Healthy,GO:BP,GOBP_CELL_SUBSTRATE_ADHESION,9.167431240863902e-7,1.1359280710270453e-4,0.5605938670256269,2.204987122038322,60
Cancer_vs_Healthy,GO:BP,GOBP_AMINO_ACID_ACTIVATION,1.4816564643371238e-6,1.4424984006367855e-4,-0.6697955554618179,-2.3967828302031937,26
Cancer_vs_Healthy,GO:BP,GOBP_MITOCHONDRIAL_GENE_EXPRESSION,6.6863740046833804e-6,4.796593562307078e-4,-0.6330846188477683,-2.2888646593645903,27
Cancer_vs_Healthy,GO:BP,GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,7.687693415830109e-6,5.14096537232081e-4,0.5964180955929578,2.172379344904905,41
Cancer_vs_Healthy,GO:BP,GOBP_AMINO_ACID_METABOLIC_PROCESS,9.238757787545657e-6,5.495269899108957e-4,-0.4104760238526312,-1.9854531891704672,99
Cancer_vs_Healthy,GO:BP,GOBP_WOUND_HEALING,1.0418903980795045e-5,5.866203809013964e-4,0.5204625673789549,2.072079208471941,64
Cancer_vs_Healthy,GO:BP,GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,1.4184736180822286e-5,7.436075159407991e-4,0.5693612316784731,2.1107310902460785,44
Cancer_vs_Healthy,GO:BP,GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,2.667351959479738e-5,0.0011938383788121253,-0.6719860418692873,-2.2711343803031983,21
Cancer_vs_Healthy,GO:BP,GOBP_CELLULAR_RESPIRATION,2.7152597023606666e-5,0.0011938383788121253,-0.32797539011564375,-1.738744546029238,176
Cancer_vs_Healthy,GO:BP,GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,3.080139448634959e-5,0.001311946896402953,0.5660649491907306,2.0507377530627,40
Cancer_vs_Healthy,GO:BP,GOBP_RECEPTOR_INTERNALIZATION,3.2276789366601246e-5,0.0013331292092932576,0.6693166884788426,2.180937724877158,25
Cancer_vs_Healthy,GO:BP,GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,4.796684435700225e-5,0.001867965967388402,0.6923081598928874,2.0983635877103053,19
Cancer_vs_Healthy,GO:BP,GOBP_FATTY_ACID_CATABOLIC_PROCESS,4.9767653321826725e-5,0.0018842586521569398,-0.5263205716380399,-2.093498804669195,39
Cancer_vs_Healthy,GO:BP,GOBP_TRNA_METABOLIC_PROCESS,5.990312598395719e-5,0.002148630545161412,-0.5365532992775729,-2.1217478479379523,38
