pathway,contrast,NES,padj,size,database
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,Training_CRE,1.4575660556317942,0.35669337797813677,18,Reactome
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS,Training_CRE,1.4575660556317942,0.35669337797813677,18,Reactome
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,Training_CRE,-0.4637177165249191,1,40,Reactome
REACTOME_DNA_DAMAGE_BYPASS,Training_CRE,-1.0225822432202274,0.7746710956503544,12,Reactome
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,Training_CRE,-0.9380350369114906,0.8324010540970564,16,Reactome
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,Training_CRE,-1.4229140793591195,0.3749810022520967,18,Reactome
REACTOME_DNA_REPAIR,Training_CRE,-1.3235380398738832,0.41336799549260134,39,Reactome
REACTOME_DNA_REPLICATION,Training_CRE,-1.1432615708723248,0.6113476402106904,44,Reactome
REACTOME_DNA_REPLICATION_PRE_INITIATION,Training_CRE,-1.0701981091309183,0.7044704151683556,40,Reactome
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,Training_CRE,-1.0050996662001643,0.7794828732374655,42,Reactome
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,Training_CRE,-1.0538998209153616,0.7489346268927373,11,Reactome
REACTOME_DOWNSTREAM_TCR_SIGNALING,Training_CRE,-1.0683467911667495,0.7088850266463587,41,Reactome
REACTOME_DRUG_ADME,Training_CRE,1.1564778881619489,0.630776285620701,21,Reactome
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,Training_CRE,-1.4072264944413184,0.41103366796903845,13,Reactome
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,Training_CRE,-1.5967971523330016,0.21090098072164004,18,Reactome
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,Training_CRE,-0.5976811167049486,1,12,Reactome
REACTOME_ENOS_ACTIVATION,Training_CRE,1.163226769703692,0.6440899649607806,10,Reactome
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,Training_CRE,1.3823076231713483,0.43736100815418827,15,Reactome
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,Training_CRE,1.6751873848882979,0.17404863247503058,11,Reactome
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,Training_CRE,1.09548938125946,0.716522937538239,12,Reactome
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,Training_CRE,0.7674598130432952,0.9689523972899022,22,Reactome
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES,Training_CRE,1.09548938125946,0.716522937538239,12,Reactome
REACTOME_ESR_MEDIATED_SIGNALING,Training_CRE,1.1010524975409337,0.6893759882836493,33,Reactome
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,Training_CRE,-0.7438968350394248,0.9699022180270178,12,Reactome
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,Training_CRE,1.4824958238853334,0.1525267511914396,98,Reactome
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,Training_CRE,1.154471409247212,0.6319834970969841,21,Reactome
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,Training_CRE,1.0499535026697426,0.7414464971652419,28,Reactome
REACTOME_FATTY_ACID_METABOLISM,Training_CRE,-0.865268960722307,0.9474868496967552,65,Reactome
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Training_CRE,-1.1171251546013918,0.6949452622300233,11,Reactome
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS,Training_CRE,-0.752007932046504,0.9853426323570637,33,Reactome
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,Training_CRE,-1.168511159536815,0.636276638816298,10,Reactome
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,Training_CRE,-1.0485286370866562,0.7342073778601849,38,Reactome
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,Training_CRE,1.797858676843963,0.08336939562840011,26,Reactome
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,Training_CRE,-1.2018423005687016,0.5203973700763606,53,Reactome
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,Training_CRE,-0.6357250683916924,1,15,Reactome
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,Training_CRE,-1.3674313876646358,0.4573433707491668,13,Reactome
REACTOME_FORMATION_OF_PARAXIAL_MESODERM,Training_CRE,-0.7833708428495308,0.971889897946236,30,Reactome
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,Training_CRE,-1.2647654752730728,0.5505498965176748,12,Reactome
REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC,Training_CRE,-1.4750519562107407,0.30577254838854717,22,Reactome
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,Training_CRE,1.226071896405822,0.5795316723312013,17,Reactome
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,Training_CRE,1.34708993901805,0.47655409158958417,11,Reactome
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,Training_CRE,-0.682559002406595,1,31,Reactome
REACTOME_G2_M_CHECKPOINTS,Training_CRE,-0.8163923411138695,0.9651439476333125,44,Reactome
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,Training_CRE,-0.8718651384584831,0.8847112197869628,13,Reactome
REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION,Training_CRE,-1.0842494171125547,0.7203489948928697,16,Reactome
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,Training_CRE,1.5842669688691318,0.24418045684438264,16,Reactome
REACTOME_GASTRULATION,Training_CRE,-0.7467195305723797,0.9860397735913409,31,Reactome
REACTOME_GENE_SILENCING_BY_RNA,Training_CRE,-1.0186859772434254,0.7752228531272874,11,Reactome
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,Training_CRE,-1.2905767724343606,0.483633791403122,24,Reactome
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,Training_CRE,-0.8548572756591157,0.8949824970828472,11,Reactome
REACTOME_GLUCONEOGENESIS,Training_CRE,0.673735520561449,0.992848640143704,15,Reactome
REACTOME_GLUCOSE_METABOLISM,Training_CRE,-0.6670183238561153,1,33,Reactome
REACTOME_GLUTATHIONE_CONJUGATION,Training_CRE,-0.8018754368842352,0.9585523725780251,20,Reactome
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,Training_CRE,-0.9604322303705154,0.819851847537345,24,Reactome
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,Training_CRE,1.167000165659657,0.636276638816298,12,Reactome
REACTOME_GLYCOGEN_METABOLISM,Training_CRE,1.1036155557742628,0.7012921693789061,17,Reactome
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Training_CRE,1.3137184927048369,0.503942502412298,15,Reactome
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,Training_CRE,1.8871981628872427,0.06042131498632572,24,Reactome
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,Training_CRE,1.7228858515393186,0.08398576512455516,50,Reactome
REACTOME_GPCR_LIGAND_BINDING,Training_CRE,0.9044900795786477,0.8621846938509534,10,Reactome
REACTOME_GPER1_SIGNALING,Training_CRE,0.7460184894041572,0.966445850325527,14,Reactome
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,Training_CRE,0.7671078976895683,0.9724249215121766,35,Reactome
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,Training_CRE,-0.8850217107179729,0.8805102321756151,16,Reactome
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,Training_CRE,0.7782182809511691,0.9593811280749418,15,Reactome
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,Training_CRE,1.007001996002681,0.7794828732374655,10,Reactome
REACTOME_G_PROTEIN_MEDIATED_EVENTS,Training_CRE,0.9967884417642756,0.7863774243956246,17,Reactome
REACTOME_HCMV_EARLY_EVENTS,Training_CRE,0.9424828274338145,0.8299468717279247,22,Reactome
REACTOME_HCMV_LATE_EVENTS,Training_CRE,-1.680091499431098,0.15755127926965637,16,Reactome
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,Training_CRE,-0.5294387988930789,1,33,Reactome
REACTOME_HEDGEHOG_OFF_STATE,Training_CRE,-0.6214187434543748,1,47,Reactome
REACTOME_HEDGEHOG_ON_STATE,Training_CRE,-0.5514064317668017,1,33,Reactome
REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION,Training_CRE,-0.6407511447545119,1,32,Reactome
REACTOME_HIGH_LAMINAR_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_PECAM1_CDH5_KDR_IN_ENDOTHELIAL_CELLS,Training_CRE,1.2744077276593462,0.5209439886479896,18,Reactome
REACTOME_HOMOLOGY_DIRECTED_REPAIR,Training_CRE,-1.4089815156350047,0.41877284019298466,12,Reactome
REACTOME_HSF1_ACTIVATION,Training_CRE,1.0428454131911296,0.751511986768661,18,Reactome
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,Training_CRE,0.949852516749881,0.8245233896027548,20,Reactome
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,Training_CRE,1.3676616210205519,0.38951215886534746,36,Reactome
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,Training_CRE,-0.8647659569613254,0.8864019174949751,10,Reactome
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,Training_CRE,-0.8377956679827006,0.9104332126735499,10,Reactome
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,Training_CRE,-0.7620821465249759,0.9853426323570637,37,Reactome
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,Training_CRE,0.6451133618119398,0.9983513919482392,13,Reactome
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,Training_CRE,1.9013211564964292,0.05470888675570712,12,Reactome
REACTOME_INTERFERON_GAMMA_SIGNALING,Training_CRE,1.2186544570323994,0.5667791327775479,21,Reactome
REACTOME_INTERFERON_SIGNALING,Training_CRE,1.0121250041453356,0.7746710956503544,77,Reactome
REACTOME_INTERLEUKIN_17_SIGNALING,Training_CRE,-1.4021604262214504,0.3803195107542933,21,Reactome
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,Training_CRE,-0.7194091014434751,1,49,Reactome
REACTOME_INTERLEUKIN_1_SIGNALING,Training_CRE,-0.9516779271590604,0.8361313922444946,45,Reactome
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,Training_CRE,1.7205834784601017,0.13576371197054618,17,Reactome
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,Training_CRE,-1.2165555904735503,0.4797906882185517,72,Reactome
REACTOME_INTRAFLAGELLAR_TRANSPORT,Training_CRE,1.1417763092588689,0.6642275334459504,12,Reactome
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,Training_CRE,1.4926538779977108,0.19977095055519595,57,Reactome
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,Training_CRE,0.9860646566622113,0.7968088389141021,23,Reactome
REACTOME_ION_CHANNEL_TRANSPORT,Training_CRE,-1.4202643860184412,0.33915657583760056,32,Reactome
REACTOME_ION_HOMEOSTASIS,Training_CRE,-1.4371579683398217,0.34051570793365477,25,Reactome
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,Training_CRE,-1.3270682344844018,0.4635501431056737,18,Reactome
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,Training_CRE,1.1025951800441816,0.7012921693789061,17,Reactome
REACTOME_IRON_UPTAKE_AND_TRANSPORT,Training_CRE,1.1361540875735199,0.6553966208293812,20,Reactome
REACTOME_KEAP1_NFE2L2_PATHWAY,Training_CRE,-1.0280437144496244,0.7535459713242909,63,Reactome
REACTOME_KINESINS,Training_CRE,0.9960472404410127,0.7911097221248155,11,Reactome
REACTOME_L1CAM_INTERACTIONS,Training_CRE,1.2347903534059548,0.5096489827081816,46,Reactome
REACTOME_LAMININ_INTERACTIONS,Training_CRE,1.400079514718118,0.4209563121276373,16,Reactome
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,Training_CRE,-0.7312451279356896,0.9724249215121766,14,Reactome
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,Training_CRE,1.6628773374580144,0.17404863247503058,16,Reactome
REACTOME_MAP2K_AND_MAPK_ACTIVATION,Training_CRE,0.8979094741156872,0.8680204596319386,20,Reactome
REACTOME_MAPK1_MAPK3_SIGNALING,Training_CRE,-0.6136761525481168,1,79,Reactome
REACTOME_MAPK6_MAPK4_SIGNALING,Training_CRE,-0.5582841196972184,1,41,Reactome
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,Training_CRE,-0.6225557958391946,1,89,Reactome
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,Training_CRE,-1.1142945878011994,0.6975925362165089,11,Reactome
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,Training_CRE,-0.8511050260207558,0.9104332126735499,15,Reactome
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,Training_CRE,1.7030653377323788,0.15755127926965637,12,Reactome
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE,Training_CRE,-1.4581635451453434,0.3643431760055801,12,Reactome
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,Training_CRE,1.2011784121201334,0.4323387040145332,187,Reactome
REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,Training_CRE,-0.7965719246965383,0.992848640143704,87,Reactome
REACTOME_METABOLISM_OF_COFACTORS,Training_CRE,-0.7688400449718771,0.9594645623000304,12,Reactome
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Training_CRE,0.8300896155760852,0.91924201316592,13,Reactome
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,Training_CRE,1.3316927006202994,0.4853289665526159,11,Reactome
REACTOME_METABOLISM_OF_NUCLEOTIDES,Training_CRE,-0.9804695722352561,0.8107303421335956,41,Reactome
REACTOME_METABOLISM_OF_POLYAMINES,Training_CRE,-0.5209870195054979,1,33,Reactome
REACTOME_METABOLISM_OF_STEROIDS,Training_CRE,0.6942500225737815,1,32,Reactome
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,Training_CRE,0.9879565265576957,0.7957886228467113,67,Reactome
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,Training_CRE,1.0293389961389292,0.7608798534253707,42,Reactome
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,Training_CRE,1.6100920065658197,0.23109853096864427,11,Reactome
REACTOME_MET_PROMOTES_CELL_MOTILITY,Training_CRE,1.1923258428920969,0.6107278002414362,17,Reactome
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,Training_CRE,-1.02807782548637,0.7710205902976988,17,Reactome
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,Training_CRE,0.48253575996882986,1,37,Reactome
REACTOME_MITOCHONDRIAL_BIOGENESIS,Training_CRE,-0.921333117811017,0.8659338656878632,41,Reactome
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,Training_CRE,-1.060273697505975,0.7414464971652419,14,Reactome
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,Training_CRE,-1.008032808914691,0.7786949623455064,24,Reactome
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,Training_CRE,-1.04515171536568,0.7309171936194779,78,Reactome
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,Training_CRE,-1.0977406859215095,0.6642275334459504,47,Reactome
REACTOME_MITOCHONDRIAL_TRANSLATION,Training_CRE,-1.291917706425263,0.4486005655596299,36,Reactome
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,Training_CRE,0.961359823085537,0.8178319753418922,11,Reactome
REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,Training_CRE,0.7486858543627758,0.9598683656627401,10,Reactome
REACTOME_MITOPHAGY,Training_CRE,-1.0647036091990467,0.7342073778601849,19,Reactome
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,Training_CRE,-1.15717433730009,0.5948033173552462,44,Reactome
REACTOME_MITOTIC_G2_G2_M_PHASES,Training_CRE,0.6150028193325388,1,71,Reactome
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,Training_CRE,-0.8031994550639399,0.9886612016670907,83,Reactome
REACTOME_MITOTIC_PROMETAPHASE,Training_CRE,0.7422041427318843,0.992848640143704,47,Reactome
REACTOME_MITOTIC_PROPHASE,Training_CRE,-0.746931496009286,0.9843019850788954,25,Reactome
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,Training_CRE,0.6765327279932806,0.9984596322383659,24,Reactome
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,Training_CRE,0.7287324465421184,0.9713872835695196,11,Reactome
REACTOME_MTORC1_MEDIATED_SIGNALLING,Training_CRE,-0.8022538547890797,0.9457482474221228,13,Reactome
REACTOME_MTOR_SIGNALLING,Training_CRE,-0.6641842447242466,1,22,Reactome
REACTOME_MUSCLE_CONTRACTION,Training_CRE,1.0038852899192279,0.7794828732374655,81,Reactome
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,Training_CRE,-1.3677853156264768,0.3932347596604266,31,Reactome
REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS,Training_CRE,-0.9590033286064271,0.8178319753418922,11,Reactome
REACTOME_M_PHASE,Training_CRE,-0.87802639591478,0.9537632945881303,111,Reactome
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,Training_CRE,0.923972318564077,0.8430251900787097,17,Reactome
REACTOME_NEDDYLATION,Training_CRE,-1.4032430501297468,0.24664021813297804,72,Reactome
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,Training_CRE,1.692885550959644,0.1674890165596485,12,Reactome
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,Training_CRE,-1.1690392254076656,0.6213368461813527,17,Reactome
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,Training_CRE,-0.5192686342438481,1,35,Reactome
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,Training_CRE,-0.6230957402810658,1,15,Reactome
REACTOME_NEURONAL_SYSTEM,Training_CRE,0.7477976446079548,0.9977330892696734,65,Reactome
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,Training_CRE,0.8053999812055126,0.966445850325527,45,Reactome
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,Training_CRE,-1.0227309528371467,0.770068556238492,33,Reactome
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,Training_CRE,0.9113727744238533,0.8572555368744421,10,Reactome
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,Training_CRE,-0.7795601887932956,0.9724249215121766,32,Reactome
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,Training_CRE,-0.7801498959061487,0.9543127779617882,12,Reactome
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,Training_CRE,-0.8040065145454542,0.9724249215121766,52,Reactome
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,Training_CRE,-1.2630165729578464,0.551751301197162,13,Reactome
REACTOME_NUCLEOTIDE_CATABOLISM,Training_CRE,0.9074802416390881,0.8572555368744421,11,Reactome
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,Training_CRE,-1.3850171771846784,0.3774005230992359,25,Reactome
REACTOME_NUCLEOTIDE_SALVAGE,Training_CRE,-0.5511546127266009,1,10,Reactome
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,Training_CRE,1.328267217342587,0.4930432673468489,14,Reactome
REACTOME_ONCOGENIC_MAPK_SIGNALING,Training_CRE,1.2251110663467162,0.5401278743555429,34,Reactome
REACTOME_OPIOID_SIGNALLING,Training_CRE,0.6509379399130476,1,30,Reactome
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,Training_CRE,-0.752007932046504,0.9853426323570637,33,Reactome
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,Training_CRE,0.9450418668257928,0.8481619114624961,80,Reactome
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,Training_CRE,-1.1441295996076672,0.6512571043535537,15,Reactome
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,Training_CRE,1.804951024073326,0.08677600484131665,11,Reactome
REACTOME_PCP_CE_PATHWAY,Training_CRE,0.85040401277943245,0.93316621300866,42,Reactome
REACTOME_PENTOSE_PHOSPHATE_PATHWAY,Training_CRE,-1.0636585055099792,0.7421160656192486,10,Reactome
REACTOME_PEPTIDE_HORMONE_METABOLISM,Training_CRE,1.134319364967843,0.67744096084712,13,Reactome
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,Training_CRE,-1.1848772934345564,0.5955556338048833,21,Reactome
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,Training_CRE,1.2250766930851391,0.5441681924681661,33,Reactome
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,Training_CRE,0.896375010977493,0.8719504043293459,26,Reactome
REACTOME_PHOSPHOLIPID_METABOLISM,Training_CRE,-0.9005899437228096,0.8837589089689929,30,Reactome
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,Training_CRE,-1.0123167973443903,0.7794828732374655,16,Reactome
REACTOME_PKR_MEDIATED_SIGNALING,Training_CRE,0.9095203384867457,0.8679600803640292,35,Reactome
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,Training_CRE,1.3840739075407995,0.4365124726921709,15,Reactome
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,Training_CRE,1.5539952277390505,0.28828116867528747,11,Reactome
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,Training_CRE,1.0712346718663865,0.7383610035458014,11,Reactome
REACTOME_PLATELET_HOMEOSTASIS,Training_CRE,-0.9222478448498359,0.8585424428815195,23,Reactome
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,Training_CRE,1.1062612794465427,0.7103191392722507,13,Reactome
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,Training_CRE,-0.918168766423204,0.8621846938509534,24,Reactome
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,Training_CRE,-1.2341065591052378,0.5869777464771776,10,Reactome
REACTOME_PROGRAMMED_CELL_DEATH,Training_CRE,0.7535391993833429,1,91,Reactome
REACTOME_PROTEASOME_ASSEMBLY,Training_CRE,-0.7242552075906394,0.9984596322383659,37,Reactome
REACTOME_PROTEIN_FOLDING,Training_CRE,0.7755780978658336,0.9724249215121766,38,Reactome
REACTOME_PROTEIN_HYDROXYLATION,Training_CRE,-1.1576892484807035,0.6482908558857925,10,Reactome
REACTOME_PROTEIN_LOCALIZATION,Training_CRE,-1.2578548685057134,0.41460746551870625,80,Reactome
REACTOME_PROTEIN_UBIQUITINATION,Training_CRE,-1.5428732959767746,0.2479282366680436,23,Reactome
REACTOME_PTEN_REGULATION,Training_CRE,-1.3084666084825505,0.3994842034801852,48,Reactome
REACTOME_PYROPTOSIS,Training_CRE,-0.9685341997473507,0.8095584588338788,10,Reactome
REACTOME_PYRUVATE_METABOLISM,Training_CRE,-1.2052586649486594,0.5667791327775479,23,Reactome
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,Training_CRE,0.7282342187135474,0.9774953702179063,20,Reactome
REACTOME_RAB_GERANYLGERANYLATION,Training_CRE,-0.993619546227115,0.7913319143212487,20,Reactome
REACTOME_RAB_REGULATION_OF_TRAFFICKING,Training_CRE,0.876703576077685,0.8889208565837871,26,Reactome
REACTOME_RAC1_GTPASE_CYCLE,Training_CRE,1.2445108331332384,0.5410384977789743,23,Reactome
REACTOME_RAC2_GTPASE_CYCLE,Training_CRE,0.851996837158542,0.9113438435295712,23,Reactome
REACTOME_RAC3_GTPASE_CYCLE,Training_CRE,-0.7388006869573972,0.9810422527162832,21,Reactome
REACTOME_RAF_ACTIVATION,Training_CRE,-0.7669530637432325,0.9699022180270178,19,Reactome
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,Training_CRE,1.1065384653979362,0.6942319258385664,20,Reactome
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,Training_CRE,1.2748198149689438,0.5033236483618163,26,Reactome
REACTOME_RECYCLING_PATHWAY_OF_L1,Training_CRE,1.7140960701000192,0.1332772782320054,24,Reactome
REACTOME_REGULATED_NECROSIS,Training_CRE,-0.7510887955124581,0.9724249215121766,19,Reactome
REACTOME_REGULATION_OF_APOPTOSIS,Training_CRE,-0.6694580965362646,1,33,Reactome
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,Training_CRE,-0.8249552017785667,0.93316621300866,15,Reactome
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,Training_CRE,1.5720106825193427,0.08677600484131665,109,Reactome
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,Training_CRE,0.6527283128815224,1,29,Reactome
REACTOME_REGULATION_OF_INSULIN_SECRETION,Training_CRE,-0.9077444449534198,0.8680735978838118,23,Reactome
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,Training_CRE,-1.4972534217192983,0.3285282884598056,11,Reactome
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,Training_CRE,1.1322561014801116,0.6214853201428465,49,Reactome
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC,Training_CRE,-0.7833708428495308,0.971889897946236,30,Reactome
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,Training_CRE,1.1542206492699632,0.6274499997793622,27,Reactome
