"test","group","statistic","p_value","df","mean_diff","ci_lo","ci_hi","shapiro_p"
"paired_t_CRE","CRE",4.12880927322514,0.00330386816236877,8,1.85555555555556,0.819198944955867,2.89191216615524,0.819855990933607
"paired_t_PLA","PLA",2.043382825531,0.0870357656934212,6,0.628571428571428,-0.124130834873929,1.38127369201679,0.0197994194296243
"unpaired_t_delta","CRE vs PLA",2.25295502744849,0.0416851548304285,13.3461243195725,-1.22698412698413,0.0535178288153603,2.40045042515289,NA
