"test","group","statistic","p_value","df","mean_diff","ci_lo","ci_hi","shapiro_p"
"paired_t_CRE","CRE",0.028446199032018,0.978003102740332,8,7.11111111111111,-569.35436357889,583.576585801112,0.0111196534856013
"paired_t_PLA","PLA",1.60281442609774,0.160096025347374,6,152,-80.0484488522777,384.048448852278,0.059860334327262
"unpaired_t_delta","CRE vs PLA",-0.541908205834519,0.599533872511284,10.1869592369876,144.888888888889,-739.143136390281,449.365358612503,NA
