gene,log2_fold_change,neg_log10_pvalue,pi_score,adjusted_pvalue,direction
NDUFA3,-2.0094,1.4123000000000001,0.001453,0.476377,Down
PIP4K2B,-1.2752,2.2205,0.001474,0.377052,Down
CES1,2.4999,1.1294,0.001502,0.479802,Up
DRG1,-1.7115,1.6313,0.001615,0.476377,Down
LSM8,1.1621,2.3937,0.001653,0.328906,Up
MYH2,-2.0971,1.3175,0.001726,0.479802,Down
S100A9,2.0032,1.3707,0.001796,0.479802,Up
GNAQ,1.7462,1.5705,0.00181,0.476377,Up
FABP4,2.4454,1.1135,0.001892,0.484824,Up
DHRS7C,-1.4245,1.8955,0.001995,0.476377,Down
CD276,1.7847,1.4781,0.002302,0.476377,Up
HNRNPDL,0.9626,2.726,0.002377,0.26731,Up
GPNMB,2.0314,1.2791,0.002521,0.479802,Up
MARCHF5,-1.8835,1.3739,0.002584,0.479802,Down
UGDH,1.6251,1.5808,0.002698,0.476377,Up
G6PD,1.4322,1.7786,0.002836,0.476377,Up
RHOC,1.3696,1.851,0.002917,0.476377,Up
GNG2,1.8904,1.3332,0.003017,0.479802,Up
IL18,-1.568,1.6013,0.003085,0.476377,Down
TYMP,1.5985,1.5546,0.003272,0.476377,Up
TFRC,-1.3907,1.7814,0.003331,0.476377,Down
COL6A1,1.9759,1.2502,0.003387,0.479802,Up
NRDC,-1.5748,1.5599,0.003495,0.476377,Down
ADIRF,2.1345,1.147,0.003563,0.479802,Up
HBB,2.3544,1.0386,0.003587,0.490903,Up
RPL23A,0.9992,2.4257,0.00377,0.316105,Up
ARPC1B,1.4349,1.6698,0.004018,0.476377,Up
CD163,1.5345,1.5594,0.004048,0.476377,Up
CSTA,1.6735,1.4288,0.004064,0.476377,Up
NNMT,1.5697,1.5214,0.004091,0.476377,Up
EMC2,1.6308,1.4598,0.004162,0.476377,Up
AHNAK,1.709,1.3803,0.004377,0.479802,Up
SLC25A4,-1.6292,1.4453,0.00442,0.476377,Down
HNRNPA3,1.5083,1.5597,0.004442,0.476377,Up
MYL1,-1.6693,1.4003,0.004596,0.476377,Down
B2M,1.5452,1.5034,0.004754,0.476377,Up
ACTN3,2.1845,1.0613,0.004805,0.488762,Up
MRPS27,-1.4975,1.5341,0.005044,0.476377,Down
SERPINH1,1.604,1.4197,0.005284,0.476377,Up
CARS2,-1.4839,1.5286,0.005391,0.476377,Down
DHRS11,-1.3919,1.6163,0.005628,0.476377,Down
RPL36,1.3641,1.647,0.005667,0.476377,Up
SSPN,-1.4938,1.4902,0.005942,0.476377,Down
LANCL2,-1.2817,1.7297,0.006067,0.476377,Down
SEC23IP,1.3831,1.5957,0.006208,0.476377,Up
S100A13,1.2849,1.6973,0.006595,0.476377,Up
MCEE,-1.326,1.6367,0.006757,0.476377,Down
TIPRL,-1.0124,2.1421,0.006782,0.400313,Down
CALM1,1.3568,1.5719,0.007366,0.476377,Up
FAHD1,-1.1647,1.8283,0.007424,0.476377,Down
NDRG1,1.3204,1.6102,0.007481,0.476377,Up
RHOG,1.5572,1.3652,0.007484,0.479802,Up
NT5E,1.4756,1.4405,0.007488,0.476377,Up
MICU2,-1.662,1.2681,0.007804,0.479802,Down
CNBP,-1.3963,1.4968,0.008129,0.476377,Down
MUSTN1,-1.4497,1.4339,0.008342,0.476377,Down
ADSS2,-1.3591,1.5211,0.008564,0.476377,Down
YWHAE,0.9133,2.2565,0.008693,0.356122,Up
ACACA,-1.5763,1.3005,0.008912,0.479802,Down
SIRT3,-1.3703,1.4915,0.009043,0.476377,Down
FIS1,-0.9862,2.0681,0.009128,0.444372,Down
FDXR,-1.3339,1.5254,0.009231,0.476377,Down
UQCRQ,-1.4026,1.4494,0.009269,0.476377,Down
LIMCH1,1.4175,1.4214,0.009662,0.476377,Up
BDH1,-1.5188,1.3258,0.009692,0.479802,Down
TMOD3,1.3669,1.4719,0.009731,0.476377,Up
TSFM,-1.3803,1.4572,0.00974,0.476377,Down
RAB9A,-1.1351,1.7695,0.009804,0.476377,Down
PLIN4,1.6167,1.2419,0.009822,0.479802,Up
MRPL13,-1.4927,1.3443,0.009848,0.479802,Down
CTSZ,1.2053,1.6535,0.010164,0.476377,Up
GLUL,1.2082,1.6457,0.010272,0.476377,Up
PTGIS,1.5678,1.2674,0.010304,0.479802,Up
STAT1,1.3913,1.4282,0.010304,0.476377,Up
SLC25A6,-1.4484,1.3715,0.010316,0.479802,Down
PPP1R2,-1.1752,1.6898,0.010331,0.476377,Down
EPS15,1.1556,1.7161,0.010397,0.476377,Up
STMN1,1.3723,1.4392,0.010589,0.476377,Up
SNU13,-1.3713,1.4382,0.010662,0.476377,Down
SYNPO,-1.293,1.5188,0.010871,0.476377,Down
LHPP,-1.3171,1.4902,0.010897,0.476377,Down
ALDH5A1,-1.2169,1.6101,0.010981,0.476377,Down
ATP5F1E,-1.3723,1.4269,0.01101,0.476377,Down
TIMM44,-1.2186,1.599,0.011259,0.476377,Down
MSRB2,-1.3822,1.4086,0.011302,0.476377,Down
RPL14,1.3119,1.477,0.011546,0.476377,Up
FABP5,1.2104,1.5973,0.011656,0.476377,Up
PFKM,-1.3782,1.4014,0.011711,0.476377,Down
CTTN,1.0075,1.9127,0.011827,0.476377,Up
C12orf57,-1.2689,1.5161,0.011916,0.476377,Down
PVALB,1.7753,1.0775,0.012221,0.487909,Up
DYNC1LI2,1.3221,1.4404,0.012465,0.476377,Up
TIGAR,-1.2669,1.4879,0.013029,0.476377,Down
IRGQ,-1.3229,1.4172,0.013342,0.476377,Down
PDP1,-1.1251,1.6633,0.013447,0.476377,Down
FITM2,-1.0665,1.7488,0.013644,0.476377,Down
ALB,1.95,0.9482,0.014156,0.514523,Up
AGFG1,1.5939,1.1573,0.014303,0.479802,Up
OXSM,-1.2147,1.5181,0.014321,0.476377,Down
HBG2,2.141,0.8606,0.014368,0.529646,Up
HSP90B1,1.151,1.5993,0.014428,0.476377,Up
GARNL3,1.5541,1.1721,0.015081,0.479802,Up
GPD1,1.0352,1.7584,0.015124,0.476377,Up
TNPO1,1.2077,1.5021,0.015339,0.476377,Up
CTBP1,-1.139,1.5886,0.015505,0.476377,Down
SPRYD4,-1.1229,1.6063,0.015716,0.476377,Down
TUBB2B,1.8433,0.9783,0.01573,0.509585,Up
TXN,0.9783,1.841,0.015807,0.476377,Up
CNN1,-1.459,1.2342,0.015824,0.479802,Down
CKMT2,-1.3516,1.3264,0.016116,0.479802,Down
MRPS17,-1.4278,1.254,0.016201,0.479802,Down
PTBP1,1.4244,1.2527,0.016431,0.479802,Up
LCP1,1.5427,1.1459,0.017074,0.479802,Up
KTN1,1.0753,1.6379,0.017329,0.476377,Up
ISOC2,-1.0362,1.6979,0.017399,0.476377,Down
MYH10,1.1444,1.5334,0.017585,0.476377,Up
ASAH1,1.203,1.4518,0.017928,0.476377,Up
CRIP1,1.4869,1.1722,0.018071,0.479802,Up
VAPB,-0.9817,1.7726,0.018193,0.476377,Down
CAVIN3,1.5853,1.0954,0.018338,0.487909,Up
RNF181,-1.5468,1.1214,0.018428,0.483584,Down
PSMD7,-0.9475,1.824,0.018697,0.476377,Down
FECH,-1.1272,1.5318,0.018766,0.476377,Down
RBMX,1.1878,1.4422,0.019366,0.476377,Up
RRAS2,-1.3331,1.2824,0.01952,0.479802,Down
CMBL,-1.219,1.4023,0.019527,0.476377,Down
COPE,1.0032,1.6884,0.020239,0.476377,Up
S100A4,1.4629,1.1508,0.020729,0.479802,Up
PALLD,-1.4088,1.1925,0.020898,0.479802,Down
RHOA,0.8823,1.8804,0.021922,0.476377,Up
MXRA7,1.2976,1.2762,0.02208,0.479802,Up
TXN2,-0.876,1.8888,0.022154,0.476377,Down
MCTS1,-0.9808,1.6817,0.022416,0.476377,Down
RETSAT,1.7715,0.9264,0.022854,0.516868,Up
PRKCSH,1.0177,1.6071,0.023146,0.476377,Up
LAMB1,1.5296,1.0671,0.023322,0.487909,Up
UBE2K,-0.7773,2.0915,0.023672,0.430174,Down
PGM5,-1.0563,1.535,0.023907,0.476377,Down
HNRNPD,0.7387,2.1932,0.02398,0.381849,Up
CYB5R1,-0.9486,1.6972,0.024545,0.476377,Down
HSPA1L,-0.9994,1.6055,0.024859,0.476377,Down
TUBA8,-1.3386,1.1971,0.024973,0.479802,Down
MYH7,-1.645,0.9701,0.02536,0.512184,Down
PPIA,1.2365,1.2792,0.026195,0.479802,Up
SPARC,1.216,1.2921,0.026843,0.479802,Up
PEBP4,1.2603,1.2449,0.026978,0.479802,Up
SNX9,1.422,1.1024,0.027059,0.487909,Up
DMAC2L,-1.0043,1.5438,0.028153,0.476377,Down
MRPS21,-1.4946,1.0311,0.028768,0.494984,Down
NLN,-1.0077,1.5281,0.028851,0.476377,Down
PTMS,0.9966,1.5326,0.029688,0.476377,Up
SLC35A4,-1.094,1.3954,0.029751,0.477191,Down
GOT2,-1.2944,1.1758,0.030064,0.479802,Down
RRBP1,1.5878,0.9557,0.030375,0.514523,Up
COL1A2,1.8849,0.8022,0.030754,0.538011,Up
MAPT,-0.9769,1.5441,0.031011,0.476377,Down
GPX4,0.8224,1.8282,0.031364,0.476377,Up
SQOR,0.8651,1.7222,0.03237,0.476377,Up
TNS1,1.0439,1.4259,0.032465,0.476377,Up
PRKAA1,-1.2123,1.2267,0.032575,0.479802,Down
PDIA3,1.0894,1.3612,0.032896,0.479802,Up
APOC1,1.597,0.9223,0.033653,0.517635,Up
NPLOC4,-0.8422,1.74,0.034242,0.476377,Down
FAH,1.0686,1.368,0.03453,0.479802,Up
MTARC2,0.9182,1.5841,0.035106,0.476377,Up
SEPTIN10,1.2579,1.1558,0.035174,0.479802,Up
MACROD1,-1.0603,1.3668,0.035546,0.479802,Down
ENDOD1,-0.9494,1.5136,0.03655,0.476377,Down
TXLNB,-1.2971,1.1035,0.037039,0.487909,Down
SUMO2,0.9663,1.4807,0.037085,0.476377,Up
RAB2B,-1.1736,1.2172,0.037288,0.479802,Down
ACOT1,-1.2503,1.1389,0.037666,0.479802,Down
PGAM1,0.8257,1.7191,0.038069,0.476377,Up
PSMF1,1.0621,1.3364,0.038069,0.479802,Up
CYFIP1,1.0433,1.3598,0.038137,0.479802,Up
SEPTIN11,0.9674,1.4662,0.038155,0.476377,Up
ACTR2,0.742,1.9116,0.038166,0.476377,Up
LGALS1,0.9363,1.5102,0.038549,0.476377,Up
CNP,1.0334,1.3666,0.038707,0.479802,Up
FABP3,-1.2474,1.1321,0.038711,0.479802,Down
MRPL1,1.1449,1.2287,0.039198,0.479802,Up
TRIM28,1.1483,1.2235,0.039355,0.479802,Up
RCN3,1.755,0.7965,0.040012,0.538011,Up
GSN,1.2188,1.1407,0.040717,0.479802,Up
PYGM,-1.1898,1.1651,0.041096,0.479802,Down
SLC16A3,1.522,0.9107,0.041108,0.521851,Up
FBLN5,1.2441,1.1137,0.041152,0.484824,Up
HDGFL3,1.718,0.8047,0.041458,0.537879,Up
ARFIP1,1.2034,1.1486,0.041485,0.479802,Up
RPS27A,0.9697,1.4213,0.041858,0.476377,Up
MYO6,-1.1454,1.2024,0.041952,0.479802,Down
MSN,1.0629,1.2943,0.042097999999999997,0.479802,Up
COL1A1,1.6602,0.8276,0.042277,0.534875,Up
PHGDH,1.5044,0.9119,0.042476,0.521851,Up
DDRGK1,0.887,1.5442,0.042692,0.476377,Up
ATP2A2,-1.0794,1.2597,0.043673,0.479802,Down
PDLIM3,-1.1045,1.2268,0.044161,0.479802,Down
ENO1,0.999,1.3525,0.04454,0.479802,Up
CAVIN1,1.3468,0.9998,0.045021,0.500804,Up
ARHGDIB,1.1822,1.1381,0.045144,0.479802,Up
COQ9,-1.0806,1.2405,0.045651,0.479802,Down
SLC25A20,-0.9732,1.3749,0.045915,0.479802,Down
COL3A1,1.506,0.8861,0.046288,0.526251,Up
CORO1C,1.2688,1.0488,0.046689,0.490903,Up
FLNC,-1.0753,1.2369,0.046762,0.479802,Down
LMCD1,-1.1282,1.1776,0.046929,0.479802,Down
PRDX2,1.4002,0.9448,0.047544,0.514523,Up
KPNA3,-1.0688,1.2338,0.048005,0.479802,Down
AP3B1,1.4144,0.9318,0.048091,0.514744,Up
AKR1C2,1.2838,1.0257,0.048222,0.495183,Up
CA14,-0.9873,1.3303,0.048594,0.479802,Down
RPS10,0.8935,1.4678,0.048806,0.476377,Up
ANXA5,1.322,0.9919,0.048822,0.505569,Up
MTIF2,-1.4273,0.9186,0.048853,0.517942,Down
ACTB,1.4653,0.8945,0.048898,0.526251,Up
IGBP1,-1.0791,1.2088,0.049601,0.479802,Down
LUM,1.3989,0.9312,0.049814,0.514744,Up
BZW2,-1.2391,1.0471,0.050414,0.490903,NS
USP7,-0.8005,1.6157,0.050887,0.476377,NS
FKBP9,1.6159,0.7934,0.052238,0.538011,NS
VIM,1.7365,0.7366,0.052591,0.544446,NS
CTSH,1.2414,1.0294,0.052739,0.495099,NS
CHMP3,-1.0224,1.2494,0.052799,0.479802,NS
TPP2,-0.7916,1.6097,0.053185,0.476377,NS
CD34,0.9981,1.2757,0.053302,0.479802,NS
FAM162A,-1.0366,1.2233,0.053943,0.479802,NS
MCCC1,-0.8721,1.4504,0.054325,0.476377,NS
ARRB1,1.209,1.0445,0.054603,0.490903,NS
ARF4,0.8725,1.4445,0.054908,0.476377,NS
HNRNPK,0.7595,1.6595,0.054914,0.476377,NS
NRP1,1.0689,1.1781,0.055039,0.479802,NS
S100A8,1.4446,0.8655,0.056191,0.527704,NS
LIPE,1.3575,0.9162,0.057053,0.518907,NS
S100A11,1.3137,0.9448,0.057383,0.514523,NS
APOD,1.2779,0.9705,0.057505,0.512184,NS
BPHL,-1.315,0.9403,0.058007,0.514744,NS
CTSC,1.5552,0.7944,0.058153,0.538011,NS
UBE2D3,-0.9454,1.305,0.058379,0.479802,NS
XIRP1,-1.0948,1.1264,0.058463,0.481615,NS
SSR4,0.9274,1.3212,0.059527,0.479802,NS
ANXA2,1.3924,0.8757,0.060348,0.526251,NS
VAMP5,-1.0705,1.138,0.060508,0.479802,NS
KHDRBS1,0.933,1.2972,0.061623,0.479802,NS
MAP1S,-0.8249,1.4669,0.061645,0.476377,NS
STBD1,-1.0161,1.1898,0.061795,0.479802,NS
THY1,1.2486,0.9667,0.062086,0.512184,NS
NCLN,-1.2141,0.9937,0.062165,0.504798,NS
MFGE8,1.61,0.7489,0.062277,0.539239,NS
PGAM2,-1.016,1.1849,0.062548,0.479802,NS
FAHD2A,-0.9026,1.3254,0.063622,0.479802,NS
ADHFE1,-1.1143,1.0696,0.064304,0.487909,NS
RAB7A,0.6658,1.7868,0.064623,0.476377,NS
DCLK1,1.353,0.8776,0.064959,0.526251,NS
CSTB,0.8843,1.3421,0.065042,0.479802,NS
ARHGDIA,0.8704,1.3635,0.06505,0.479802,NS
SYPL1,-0.7316,1.6179,0.065515,0.476377,NS
PDAP1,-0.8128,1.4526,0.065962,0.476377,NS
MECR,-0.9547,1.2317,0.066684,0.479802,NS
ALDH2,1.0092,1.165,0.066728,0.479802,NS
IDH2,-0.8326,1.4112,0.066836,0.476377,NS
HSPB7,-0.8691,1.3509,0.066992,0.479802,NS
AAMDC,-1.0987,1.0655,0.067496,0.487909,NS
ISCA2,-1.3979,0.8368,0.067647,0.533284,NS
TUBA1B,0.9537,1.2234,0.068119,0.479802,NS
ABCF1,-0.949,1.2276,0.068395,0.479802,NS
MYL6B,-1.4352,0.8117,0.0684,0.534875,NS
RPL37A,0.9666,1.1996,0.06926,0.479802,NS
MAP2K4,-0.8171,1.4145,0.06987,0.476377,NS
LRRC59,1.0573,1.093,0.069874,0.487909,NS
CSE1L,-0.7465,1.5439,0.070377,0.476377,NS
NDUFA2,-0.9272,1.242,0.070525,0.479802,NS
HLA-B,0.7955,1.4399,0.071559,0.476377,NS
SDCBP,0.8161,1.4024,0.071692,0.476377,NS
C11orf54,-0.9432,1.2117,0.071958,0.479802,NS
CRADD,-1.2125,0.936,0.073308,0.514744,NS
HDHD5,-1.0011,1.1312,0.073719,0.479802,NS
MINDY3,-1.0564,1.0647,0.075039,0.487909,NS
LGALS3,1.1569,0.9685,0.075774,0.512184,NS
TUBB,0.9832,1.1368,0.076271,0.479802,NS
PTGR2,-0.9493,1.1745,0.076748,0.479802,NS
RAB23,1.5581,0.7147,0.076992,0.547278,NS
IGHG1,1.4679,0.7577,0.077232,0.538011,NS
APOBEC2,-1.1753,0.9392,0.078726,0.514744,NS
CD36,1.2651,0.872,0.07887,0.526251,NS
PCYT1A,-0.8557,1.2871,0.079178,0.479802,NS
PDIA4,0.9179,1.1874,0.081288,0.479802,NS
HNRNPA2B1,0.8285,1.3151,0.081359,0.479802,NS
RPA2,-0.7759,1.3979,0.082305,0.476715,NS
GOT1,-0.9709,1.1105,0.083542,0.486989,NS
C6orf136,-1.3716,0.7805,0.08501,0.538011,NS
ENO3,-0.9595,1.1144,0.085264,0.484824,NS
MAPKAPK3,-1.3027,0.8171,0.086221,0.534875,NS
NT5C,-0.8709,1.2216,0.086322,0.479802,NS
PALMD,0.9296,1.1435,0.086504,0.479802,NS
CLIC6,-1.2643,0.839,0.086955,0.533284,NS
HNRNPA0,1.0195,1.0396,0.087125,0.490903,NS
SGCD,-0.7955,1.3313,0.087288,0.479802,NS
PGD,0.9544,1.0989,0.089373,0.487909,NS
CD74,1.3802,0.7599,0.089377,0.538011,NS
YWHAZ,1.0207,1.0266,0.089552,0.495183,NS
CYBRD1,1.2291,0.8519,0.089721,0.531856,NS
SAMM50,-0.9638,1.0854,0.089916,0.487909,NS
CALR,0.7215,1.4439,0.090829,0.476377,NS
IPO7,-0.7095,1.4675,0.090959,0.476377,NS
SCP2,0.715,1.4548,0.091161,0.476377,NS
SBDS,-0.8254,1.259,0.091357,0.479802,NS
SPTAN1,1.0855,0.957,0.091433,0.514523,NS
PLN,-1.0089,1.0236,0.09275,0.496558,NS
HSP90AA1,0.6326,1.6304,0.093022,0.476377,NS
PDXK,0.7933,1.2992,0.093171,0.479802,NS
GRPEL1,-1.2311,0.8355,0.093636,0.533284,NS
RNF7,-1.0637,0.9636,0.094412,0.514523,NS
VWF,0.9367,1.0935,0.094559,0.487909,NS
UBE3A,0.7179,1.4258,0.094697,0.476377,NS
ANK3,-0.9141,1.1174,0.095188,0.484824,NS
TLN1,0.9074,1.1243,0.095457,0.481646,NS
ARIH2,-0.8951,1.1378,0.09583,0.479802,NS
PARP1,-0.7027,1.4478,0.096081,0.476377,NS
PHYKPL,0.6946,1.4635,0.09626,0.476377,NS
COQ3,-1.1017,0.9185,0.097288,0.517942,NS
SPR,-0.8903,1.1357,0.097478,0.479802,NS
HK2,-1.1502,0.8784,0.097661,0.526251,NS
ABLIM2,-1.2903,0.7821,0.097917,0.538011,NS
PPP5C,-0.7451,1.3482,0.098956,0.479802,NS
CNN2,1.1039,0.9098,0.098992,0.521979,NS
P4HB,0.6946,1.444,0.099319,0.476377,NS
ERO1A,-0.9587,1.0442,0.09975,0.490903,NS
CYC1,-0.8589,1.1644,0.099964,0.479802,NS
PFN1,0.8016,1.2442,0.100618,0.479802,NS
NIPSNAP2,-0.8221,1.2126,0.10073,0.479802,NS
NDUFA9,-0.9081,1.0975,0.100782,0.487909,NS
KRT1,1.4305,0.6953,0.101256,0.552943,NS
AGL,-1.0093,0.9849,0.101397,0.505892,NS
CPT1B,-0.8646,1.1493,0.101451,0.479802,NS
EPB41L3,0.9284,1.0675,0.10208,0.487909,NS
TPD52L2,0.8415,1.1774,0.10215,0.479802,NS
CNIH4,-0.7331,1.3469,0.102932,0.479802,NS
RAB8A,1.0675,0.9219,0.103707,0.517635,NS
DDX19A,-0.8811,1.1154,0.104052,0.484824,NS
SUCLA2,-0.8136,1.2037,0.104872,0.479802,NS
CAVIN4,-0.8649,1.1303,0.105307,0.479802,NS
ITGA6,1.0351,0.9425,0.105776,0.514523,NS
PPP1CB,-0.7262,1.3379,0.106768,0.479802,NS
BZW1,-0.9137,1.0631,0.106815,0.487909,NS
CA2,1.1393,0.8525,0.106857,0.531856,NS
PUDP,-1.011,0.9597,0.107096,0.514523,NS
DMD,-0.8576,1.1312,0.107119,0.479802,NS
LAMC1,1.2358,0.7847,0.107228,0.538011,NS
GALM,-0.797,1.2167,0.107243,0.479802,NS
SIRT5,-1.0085,0.9579,0.108135,0.514523,NS
VCL,0.7547,1.2778,0.10856,0.479802,NS
LYPLA2,-0.7663,1.2559,0.109033,0.479802,NS
ATP5PF,-0.7707,1.2474,0.109308,0.479802,NS
SNX1,0.9876,0.973,0.10942,0.512184,NS
ZYX,0.7089,1.3511,0.110198,0.479802,NS
HSD17B8,-0.9031,1.0603,0.110251,0.488762,NS
COA6,-0.9167,1.0446,0.110255,0.490903,NS
EPB41L2,0.9002,1.0637,0.110256,0.487909,NS
PPP2R2A,-0.7259,1.3085,0.112251,0.479802,NS
AKR1B1,-0.96,0.9879,0.11261,0.505892,NS
FAM98B,-0.8778,1.0787,0.113015,0.487909,NS
AFG3L2,-0.9299,1.0173,0.113231,0.499481,NS
DCPS,-0.8069,1.1717,0.113398,0.479802,NS
NIF3L1,-0.6579,1.4332,0.114039,0.476377,NS
HARS2,1.3188,0.7139,0.114426,0.547278,NS
POFUT1,-1.1526,0.816,0.114663,0.534875,NS
RPL29,1.4111,0.6665,0.114674,0.561327,NS
MPO,1.3331,0.7029,0.115585,0.551839,NS
MPC1,1.5049,0.621,0.116266,0.582277,NS
ANXA1,1.3484,0.6915,0.116844,0.554076,NS
LAP3,0.7065,1.3188,0.117034,0.479802,NS
SNX17,-1.6434,0.5649,0.117907,0.605075,NS
PRXL2A,1.0873,0.8538,0.117933,0.531856,NS
PDHX,-0.9315,0.994,0.118591,0.504798,NS
LPCAT3,-1.1293,0.8199,0.118603,0.534875,NS
MIF,0.783,1.1793,0.119303,0.479802,NS
CUL5,-0.8,1.1511,0.119985,0.479802,NS
SRI,0.91,1.0117,0.120033,0.500461,NS
TUBB6,1.0584,0.8696,0.120137,0.526251,NS
RPL21,0.8509,1.081,0.120259,0.487909,NS
AKT2,-0.653,1.4075,0.120476,0.476377,NS
KRT10,1.3511,0.6793,0.120823,0.558691,NS
CKM,-0.8846,1.037,0.120976,0.490903,NS
MYH9,0.8826,1.0375,0.121405,0.490903,NS
PHPT1,-0.7633,1.1994,0.121484,0.479802,NS
ADH1B,1.248,0.732,0.122017,0.547278,NS
ARPP19,-0.7603,1.1985,0.122683,0.479802,NS
SND1,0.7098,1.2825,0.12295,0.479802,NS
MRPS22,-0.9015,1.0083,0.123328,0.500461,NS
LAMB2,1.222,0.7415,0.124133,0.54359,NS
CSNK2B,-0.6982,1.2909,0.125511,0.479802,NS
SMTNL1,-0.9268,0.9714,0.125816,0.512184,NS
PFDN6,-0.651,1.3811,0.126156,0.479802,NS
FMOD,1.7348,0.5179,0.12635,0.634012,NS
NDUFS2,-0.823,1.0907,0.126592,0.487909,NS
PITPNA,0.8377,1.0711,0.126677,0.487909,NS
PDHB,-0.7878,1.1371,0.127126,0.479802,NS
TOMM5,-0.8593,1.039,0.127984,0.490903,NS
CAT,1.1557,0.7677,0.129648,0.538011,NS
PTCD3,-1.2305,0.7199,0.130063,0.547278,NS
NNT,-0.7527,1.1753,0.130442,0.479802,NS
TUBB2A,0.9551,0.9246,0.130884,0.517635,NS
RPL35,0.8419,1.048,0.131099,0.490903,NS
PCBD2,-0.7749,1.1372,0.131451,0.479802,NS
LAMA4,1.3869,0.6314,0.133159,0.578528,NS
C19orf12,-1.0427,0.8386,0.133529,0.533284,NS
FARSA,-0.6508,1.3391,0.13444,0.479802,NS
DBI,0.6638,1.3086,0.135302,0.479802,NS
PGRMC1,0.7794,1.1089,0.136672,0.487458,NS
UQCRB,-0.7484,1.1523,0.137272,0.479802,NS
ARF1,0.743,1.1579,0.137945,0.479802,NS
PEX19,1.1177,0.7695,0.137994,0.538011,NS
HMGCS2,1.0824,0.7938,0.138293,0.538011,NS
NDUFAB1,-0.7041,1.2172,0.138964,0.479802,NS
VASP,1.1121,0.7678,0.140009,0.538011,NS
MT-ND4,-1.2052,0.7058,0.141035,0.550599,NS
NPEPPS,-0.6493,1.3096,0.141155,0.479802,NS
