pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,arc_r1_var,clean_label
HALLMARK_COAGULATION,0.0042773577367123,1.904703771466974,53,LRP1;S100A13;ARF4;SPARC;GSN;VWF;CTSH;CTSB;APOC1;PECAM1;HMGCS2;LGMN;LAMP2;ANXA1;C1QA;SERPINA1;GNG12;GNB2;TF;CSRP1;CD9;CRIP2;CAPN2;COMP;RAC1;CLU,Hallmark,4.973671786874779e-4,0.4497741872315171,0.47727081536286214,Supplement_Interaction,11,120.66666666666669,129.33333333333337,125.00000000000003,2.1060306307398244,2.257292499246,2.1816615649929125,5.313007572295932,Coagulation
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,0.0049023476886548,2.0400375957737182,47,MAP1B;CTNNA1;ACTR2;RHOA;ARF4;RHOG;MSN;ACTR3;GSN;EZR;MYH9;CFL1;MAP4;CAP1;ACTB;ITGB1,GO:BP,9.062687812648976e-5,0.4941796568537983,0.5384340963099162,Supplement_Interaction,12,132.33333333333337,141.00000000000003,136.66666666666669,2.30965237680583,2.460914245312005,2.385283311058917,5.2893463280214466,"Establishment Or
Maintenance Of Cell
Polarity"
GOBP_REGULATION_OF_RNA_SPLICING,0.00507180635842117,2.0251607696650575,42,AHNAK2;HNRNPK;RBMX;AHNAK;RPS26;KHDRBS1;PTBP1;HNRNPL;NCL;RBM8A;HNRNPU;HNRNPA1;PRDX6,GO:BP,9.824469176608326e-5,0.5037253681634836,0.5384340963099162,Supplement_Interaction,13,144.00000000000003,152.66666666666669,148.33333333333337,2.513274122871835,2.66453599137801,2.5889050571249226,5.283249355393867,Reg. RNA Splicing
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,0.00514620532030522,2.0180523354630706,58,RHOA;CD276;LGALS1;B2M;NT5E;S100A9;GPNMB;MSN;HLA-A;EZR;AP3B1;THY1;LGALS3;PRDX2;HMGB1;ACTB;PECAM1;YWHAG;S100A8;ITGB1;CD74;ASS1;CD81;ANXA1;CTSG;CASP3;STAT5B;CAV1;HLA-DRA;FERMT3;HSPD1,GO:BP,1.0405383374389528e-4,0.4678256948306817,0.5384340963099162,Supplement_Interaction,14,155.66666666666669,164.33333333333334,160,2.71689586893784,2.868157737444015,2.792526803190927,5.280610213140356,"Leukocyte Cell Cell
Adhesion"
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,0.00540798642096547,1.89602464490182,78,ELAVL1;ADD3;MAP1B;CTTN;RHOA;HSP90AA1;TMOD3;CYFIP1;MSN;COL6A1;PFN1;NRP1;DSTN;GSN;SNX9;MTPN;EZR;CFL1;ESAM;SPTAN1;SPTBN1;LMOD3;VASP,GO:BP,1.1732598069938268e-4,0.41472664967105255,0.5384340963099162,Supplement_Interaction,15,167.33333333333334,176,171.66666666666669,2.920517615003845,3.07177948351002,2.9961485492569326,5.271494148448451,"Reg. Cellular
Component Size"
HALLMARK_OXIDATIVE_PHOSPHORYLATION,3.6406510418655557e-9,-2.306512965502582,156,PDP1;NDUFA3;UQCRQ;SLC25A4;ATP5F1E;IDH2;SLC25A20;SLC25A6;ATP5PF;NDUFA2;NDUFAB1;HADHB;SUCLA2;GOT2;NNT;HADHA;CYC1;UQCRB;PDHB;NDUFA9;NDUFS2;SLC25A5;ACADM;FH;MRPS22;AFG3L2;PDHX;VDAC1;CYCS;ATP5PD;NDUFV1;VDAC3;GRPEL1;UQCR11;HTRA2;TIMM13;MGST3;UQCRC1;ETFA;SUCLG1;ACO2;OPA1;ETFDH;ATP5MF;TIMM10;ATP5PB;ACAA1;NDUFS3;SLC25A11;ACAT1;NDUFA4;NDUFB3;DLST;ECI1;SDHD;SDHB;SUPV3L1;NDUFS8;NDUFA8;NDUFB1;COX6B1;NDUFA6;ATP1B1;IDH3A;UQCRC2;UQCRFS1;SDHA;NDUFB5;IMMT;ATP5F1C;OGDH;SLC25A12;PDHA1;NDUFS1;IDH3B;DLAT;IDH3G;NDUFS6;ATP5PO;SLC25A3;COX6C;NDUFA5;NDUFB4;COX5A;SURF1;PRDX3;LRPPRC;ATP5MG;NDUFS4;UQCRH,Hallmark,8.466630329919895e-11,-0.450659254917078,0.8390889356212738,Supplement_Interaction,16,184,192.66666666666666,188.33333333333331,3.211405823669566,3.3626676921757412,3.2870367579226536,6.3999999999999995,OXPHOS
GOBP_AEROBIC_RESPIRATION,2.1176757535118752e-8,-2.4430254534792084,128,SIRT3;NDUFA3;UQCRQ;ATP5F1E;IDH2;ATP5PF;NDUFA2;COQ9;NDUFAB1;NIPSNAP2;SUCLA2;NNT;IDE;CYC1;UQCRB;PDHB;NDUFA9;NDUFS2;BCL2L13;FH;COA6;CYCS;ATP5PD;NDUFV1;MT-ND5;ARL2;NDUFS5;UQCR11;NDUFA13;SUCLG2;UQCRC1;PPIF;SUCLG1;ACO2;NDUFA12;ADSL;NDUFB11;ATP5MF;ATP5PB;NDUFS3;NDUFA4;NDUFA10;NDUFB3;MT-ND4;DLST;SDHD;SDHB;NDUFS8;NDUFA8;NDUFB1;COX6B1;NDUFA6;MT-ATP8;COX7A1;IDH3A;UQCRC2;UQCRFS1;GHITM;SDHA;NDUFB5;ATP5F1C;OGDH;PDHA1;COX6A2;NDUFS1;IDH3B;DLAT;IDH3G;NDUFS6;ATP5PO;STOML2;COX6C;NDUFA5;NDUFB4;COX5A;SURF1;SHMT2;ATP5MG;NDUFS4;UQCRH,GO:BP,2.9680267430483984e-11,-0.4871947828672286,0.851339057116899,Supplement_Interaction,17,195.66666666666666,204.33333333333331,200,3.415027569735571,3.5662894382417463,3.490658503988659,6.308371193810034,Aerobic Respiration
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,1.0265422194112361e-7,-2.529495633828964,85,DMAC2L;NDUFA3;SLC25A4;ATP5F1E;ATP5PF;NDUFA2;NNT;CYC1;NDUFA9;NDUFS2;SLC25A5;ATP1A1;ATP1A2;ATP5PD;NDUFV1;MT-ND5;NDUFS5;UQCRC1;PPIF;NDUFA12;ATP5MF;ATP5PB;NDUFS3;NDUFA4;NDUFA10;NDUFB3;MT-ND4;NDUFS8;NDUFA8;NDUFB1;COX6B1;NDUFA6;ATP1B1;MT-ATP8;COX7A1;UQCRFS1;GHITM;NDUFB5;ATP5F1C;SLC25A13;SLC25A12;NDUFS1;ATP6V0D1;NDUFS6;ATP5PO;SLC25A3;NDUFA5;NDUFB4;COX5A;SURF1;SLC16A1;ATP5MG;NDUFS4;UQCRH,GO:BP,2.3721368443933815e-10,-0.5447650478965381,0.8140358378479079,Supplement_Interaction,18,207.33333333333331,215.99999999999997,211.66666666666663,3.6186493158015764,3.769911184307751,3.694280250054663,6.221032431870054,"Proton Transmembrane
Transport"
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,1.8171377115717673e-7,-2.1390183478856004,233,PPP1R2;TIGAR;FDXR;FECH;SIRT3;NDUFA3;UQCRQ;SLC25A4;ATP5F1E;AKT2;IDH2;PFKM;PPP1CB;PRKACA;PPP2CA;ATP5PF;NDUFA2;COQ9;PRKAA1;NDUFAB1;NIPSNAP2;SUCLA2;STBD1;PGAM2;NNT;IDE;PYGM;CYC1;UQCRB;PDHB;ENO3;NDUFA9;NDUFS2;ACADM;BCL2L13;ADHFE1;FH;COA6;AGL;CYCS;ATP5PD;NDUFV1;PGM1;MT-ND5;HK2;ARL2;NDUFS5;UQCR11;NDUFA13;SUCLG2;UQCRC1;PPIF;ETFA;SUCLG1;HK1;GYS1;HMGCL;ACO2;ETFDH;PPP1CA;TRAP1;NDUFA12;ADSL;GBE1;CISD1;NDUFB11;ATP5MF;ATP5PB;NDUFS3;PKM;ACAT1;NDUFA4;NDUFA10;NDUFB3;MT-ND4;DLST;PFKFB2;SDHD;SDHB;NDUFS8;NDUFA8;NDUFB1;COX6B1;NDUFA6;MT-ATP8;COX7A1;IDH3A;UQCRC2;UQCRFS1;PFKL;GHITM;SDHA;H6PD;NDUFB5;ATP5F1C;SLC25A13;OGDH;COQ10B;PDHA1;COX6A2;NDUFS1;IDH3B;DLAT;IDH3G;NDUFS6;ATP5PO;STOML2;COX6C;NDUFA5;NDUFB4;COX5A;PYGB;SURF1;SHMT2;GSK3B;EPM2A;ATP5MG;NDUFS4;UQCRH;PPP1R1A;GYG1,GO:BP,5.248809103326884e-10,-0.3920321777196959,0.8012155746177786,Supplement_Interaction,19,218.99999999999997,227.66666666666663,223.33333333333331,3.8222710618675815,3.9735329303737563,3.8979019961206687,6.188030806426683,"Generation Of
Precursor Metabolites
And Energy"
GOBP_PURINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,4.6088720452604025e-5,-2.1949765259837486,95,NADK2;DMAC2L;ADSS2;PARP1;NDUFA3;ATP5F1E;IDH2;ATP5PF;NDUFA2;NDUFAB1;NDUFA9;NDUFS2;ATP5PD;NDUFV1;MT-ND5;NDUFS5;NDUFA13;ADSS1;NDUFA12;ADSL;NDUFB11;ATP5MF;AK3;ATP5PB;NDUFS3;NDUFA10;NDUFB3;MT-ND4;SDHD;SDHB;NDUFS8;NDUFA8;NDUFB1;NDUFA6;MT-ATP8;NAMPT;SDHA;NDUFB5;ATP5F1C;SLC25A13;NDUFS1;NDUFS6;PAICS;ATP5PO;STOML2;PFAS;AMPD1;NDUFA5;NDUFB4;AK1;ATP5MG;NDUFS4;MAP2K1;PRPSAP1;ATP5ME;NUDT2;APRT;NDUFA7;NDUFB10,GO:BP,2.928803726046472e-7,-0.46363794703263855,0.674962860011025,Supplement_Interaction,20,230.66666666666663,239.3333333333333,234.99999999999994,4.0258928079335865,4.177154676439761,4.101523742186673,5.81106886169905,"Purine Nucleotide
Biosynthesis"
GOBP_MITOCHONDRION_ORGANIZATION,1.0797358254648436e-4,-2.0030567718703103,163,TIMM8A;FIS1;TMEM70;TFRC;MARCHF5;MAPT;PARP1;SLC25A4;SLC25A6;PRKACA;FAM162A;NIPSNAP2;NDUFS2;SAMM50;SLC25A5;TOMM5;BCL2L13;SLIRP;COA6;AFG3L2;PPP2CB;CHCHD3;NDUFAF3;SIRT5;MT-ND5;CLPP;HK2;NDUFS5;NOL3;NDUFA13;DNM1L;HTRA2;COX19;TIMM13;PPIF;TOMM7;HMGCL;TOMM40;OPA1;AGK;TIMM10;CAMK2A;APOOL;NDUFS3;NDUFB3;MT-ND4;MTM1;NUBPL;SUPV3L1;NDUFS8;NDUFA6;COX7A1;MYH14;UQCRFS1;GHITM;ATP2A1;LONP1;ATAD3A;IMMT;NDUFS1;SLC25A46;NDUFS6;APOO;STOML2;PSMD10;SSBP1;CHCHD7;SMIM20;SURF1;TACO1;PRDX3;GSK3B;COX20;EPM2A;NDUFAF4;NDUFS4,GO:BP,9.356462958967448e-7,-0.3856808616051784,0.6594443980379349,Supplement_Interaction,21,242.3333333333333,250.99999999999994,246.66666666666663,4.229514553999591,4.380776422505766,4.305145488252679,5.739030343184438,Mitochondrion Org.
GOBP_ELECTRON_TRANSPORT_CHAIN,1.4879410173985954e-4,-2.2194479231776305,79,NDUFA3;UQCRQ;NDUFA2;COQ9;NDUFAB1;CYC1;UQCRB;NDUFA9;NDUFS2;COA6;CYCS;NDUFV1;MT-ND5;NDUFS5;UQCR11;UQCRC1;ETFA;ETFDH;NDUFA12;NDUFS3;NDUFA4;NDUFA10;NDUFB3;MT-ND4;SDHD;SDHB;NDUFS8;NDUFA8;NDUFB1;COX6B1;NDUFA6;COX7A1;UQCRC2;UQCRFS1;GHITM;SDHA;NDUFB5;COX6A2;NDUFS1;NDUFS6;COX6C;NDUFA5;NDUFB4;COX5A;NDUFS4;UQCRH,GO:BP,1.461293893459048e-6,-0.4849193854141152,0.6435518361507222,Supplement_Interaction,22,253.99999999999994,262.66666666666663,258.33333333333326,4.433136300065596,4.584398168571772,4.508767234318683,5.710332076366663,ETC Chain
GOBP_ATP_METABOLIC_PROCESS,2.0305397383635424e-4,-2.0350516013798856,122,FIS1;DMAC2L;TIGAR;PARP1;NDUFA3;ATP5F1E;PFKM;PRKACA;PPP2CA;ATP5PF;NDUFA2;PRKAA1;NDUFAB1;PGAM2;ENO3;NDUFA9;NDUFS2;BCL2L13;MYH7;ATP1A2;ATP5PD;NDUFV1;PGM1;MT-ND5;HK2;ARL2;NDUFS5;NDUFA13;DNM1L;HK1;NDUFA12;NDUFB11;ATP5MF;ATP5PB;NDUFS3;PKM;NDUFA10;NDUFB3;MT-ND4;PFKFB2;SDHD;SDHB;OLA1;NDUFS8;NDUFA8;NDUFB1;NDUFA6;ATP1B1;MT-ATP8;PFKL;SDHA;NDUFB5;ATP5F1C;SLC25A13;OGDH;NDUFS1;NDUFS6;ATP5PO;STOML2,GO:BP,2.1114797972584496e-6,-0.4095097862995893,0.6272567397185284,Supplement_Interaction,23,265.66666666666663,274.3333333333333,270,4.636758046131601,4.788019914637777,4.71238898038469,5.68156294437388,ATP Metabolism
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,2.1289853873294895e-4,-2.2019476554663355,65,TIMM8A;FIS1;MARCHF5;HSPA1L;TIMM44;MAPT;NPEPPS;UBE2D3;LMAN1;PRKAA1;ARIH2;PMPCB;SAMM50;TOMM5;HK2;GRPEL1;NDUFA13;DNM1L;HTRA2;TIMM13;TOMM7;HK1;TOMM40;AGK;TIMM10;FBXO7;BAG3,GO:BP,2.336841268588117e-6,-0.49923173184755937,0.6272567397185284,Supplement_Interaction,24,277.3333333333333,286,281.66666666666663,4.840379792197607,4.991641660703783,4.916010726450694,5.677094307917308,"Protein Localization
To Mitochondrion"
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,0.00119904015917773,-1.7828479882116304,210,NUDT9;FIS1;NADK2;DMAC2L;TIGAR;ADSS2;PARP1;NDUFA3;ATP5F1E;IDH2;PFKM;PRKACA;PPP2CA;ATP5PF;NDUFA2;PRKAA1;NT5C;NDUFAB1;PGAM2;GOT2;NNT;ENO3;GOT1;NDUFA9;NDUFS2;ME2;BCL2L13;GARS1;MYH7;ATP1A2;PUDP;ATP5PD;NDUFV1;PGM1;MT-ND5;HK2;NAXD;ARL2;NDUFS5;NDUFA13;DNM1L;DCXR;NUDT4;HK1;OPA1;ADSS1;NDUFA12;ADSL;BPNT1;NDUFB11;ATP5MF;GPD2;AK3;ATP5PB;NDUFS3;SLC25A11;PKM;GPD1L;NAXE;NDUFA10;NDUFB3;NT5C3A;MT-ND4;PFKFB2;SDHD;SDHB;OLA1;NDUFS8;NDUFA8;NDUFB1;NDUFA6;ATP1B1;MT-ATP8;NAMPT;PFKL;SDHA;H6PD;NDUFB5;ATP5F1C;SLC25A13;OGDH;SLC25A12,GO:BP,1.6624473610783186e-5,-0.3310552308068187,0.5756102610711286,Supplement_Interaction,25,289,297.6666666666667,293.33333333333337,5.044001538263612,5.195263406769788,5.119632472516701,5.49302819507169,Nucleotide Metabolism
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,0.00682549921733494,-2.153868936300349,19,HSPA1L;MAPT;NPEPPS;UBE2D3;LMAN1;PRKAA1;ARIH2;HTRA2;TOMM7;BAG3;SH3GLB1,GO:BP,1.5951654414501218e-4,-0.660335014341928,0.5188480777437918,Supplement_Interaction,26,300.6666666666667,309.33333333333337,305,5.2476232843296176,5.398885152835794,5.323254218582705,5.225783205430949,"Reg. Establishment Of
Protein Localization
To Mitochondrion"
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,0.00960227331834599,-1.9619223806855912,55,TIMM8A;SLC25A4;SLC25A6;SAMM50;SLC25A5;TOMM5;AFG3L2;CHCHD3;HK2;NOL3;NDUFA13;TIMM13;PPIF;TOMM7;TOMM40;OPA1;AGK;TIMM10;CAMK2A;APOOL,GO:BP,2.4407858232653004e-4,-0.4604623047804307,0.5188480777437918,Supplement_Interaction,27,312.33333333333337,321.00000000000006,316.66666666666674,5.451245030395623,5.602506898901799,5.526875964648712,5.146268977262258,Mito. Membrane Org.
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,0.01131883589905707,-1.956716426699503,49,TMEM70;NDUFS2;SAMM50;COA6;NDUFAF3;MT-ND5;NDUFS5;NDUFA13;COX19;NDUFS3;NDUFB3;MT-ND4;NUBPL;NDUFS8;NDUFA6;COX7A1;UQCRFS1;NDUFS1;NDUFS6;CHCHD7;SMIM20;SURF1;TACO1;COX20;NDUFAF4;NDUFS4;AIFM1;UQCC1;FXN;NDUFAF5;COX7A2;TFAM;ATPAF1,GO:BP,3.857950999678609e-4,-0.4713576874319435,0.49849310876659025,Supplement_Interaction,28,324.00000000000006,332.66666666666674,328.33333333333337,5.6548667764616285,5.806128644967804,5.730497710714716,5.099052027872904,"Mito. Resp. Chain
Complex Assembly"
GOBP_TRANSLATIONAL_INITIATION,0.01315605427604599,-1.8693179806236355,58,EIF2B3;MCTS1;AKT2;COPS5;ABCF1;EIF2S3;EIF4G1;RPS5;BZW1;BZW2;EIF5B;EIF4H;MTIF2;PPP1CA;CSDE1;ABCE1;METAP2;EIF2S1;EIF4A2;EIF3M;EIF3A;NCK1;DDX1;DDX3X;EIF5;EIF3E;EIF3K;DENR;EIF3G;EIF2A,GO:BP,4.940170583148408e-4,-0.43430386450017494,0.47727081536286214,Supplement_Interaction,29,335.66666666666674,344.3333333333334,340.0000000000001,5.858488522527634,6.009750391033809,5.9341194567807225,5.04616021603907,"Translational
Initiation"
GOBP_DEPHOSPHORYLATION,0.0168216426970236,-1.9505667250579055,29,PDP1;PPP5C;PPP1CB;PPP2R2A;PPP2CA;IGBP1;NT5C;DUSP3;PPP2CB;PPP1CA;CHP1;PPM1A;MTM1;PPM1B;PPP3CA;DUSP23;EPM2A;EPHX2;PDXP;PPP3CB,GO:BP,7.191227958288544e-4,-0.5345523750568208,0.47727081536286214,Supplement_Interaction,30,347.3333333333334,356.0000000000001,351.66666666666674,6.062110268593639,6.213372137099815,6.137741202846727,4.85,Dephosphorylation
