gene,logFC,P,pi,neglogP,sig,dir
RPS27A,0.177591018035411,0.5533524166462138,0.9002423301579332,0.25699818902677063,FALSE,NS
PDLIM3,-0.26428963026119767,0.3619650710844021,0.7644695224176914,0.4413333360060326,FALSE,NS
PEBP1,-0.00944496929256999,0.9554356573994612,0.9995695167772538,0.019798554634356622,FALSE,NS
TPM2,0.6587295096659886,0.22180695308035844,0.370829721714758,0.6540248439528564,FALSE,NS
PARK7,0.08620288252225272,0.5422689428592395,0.9486118461462572,0.265785268017234,FALSE,NS
GOT2,-0.04915276700246984,0.8814433529372571,0.9938163868305168,0.05480559294749717,FALSE,NS
MYL3,-0.555276870215577,0.3337378562551514,0.5436984339847097,0.4765945280463294,FALSE,NS
MT-CO2,-0.0128055002473193,0.9419625963195372,0.999234655855323,0.02596634193593174,FALSE,NS
PRDX1,0.14898157498442366,0.5026493405975585,0.9025972513676096,0.29873488283953475,FALSE,NS
ALDOC,-0.04771748700311207,0.8058656425435784,0.989753597006934,0.0937373596414338,FALSE,NS
CYCS,0.38345680027551055,0.10215442835216706,0.4169585993943781,0.9907428021375119,FALSE,NS
TPM1,0.739639877894458,0.17790835456825424,0.27887868035331087,0.7498036569880437,FALSE,NS
GPD1,0.4950863530116916,0.08908208989864064,0.30203380774819133,1.050209602809973,FALSE,NS
CS,0.01537796499708576,0.9290418926624192,0.9988687998168596,0.03196470221527599,FALSE,NS
DECR1,0.2087223050232936,0.3846126257858388,0.8191909693963794,0.414976463157556,FALSE,NS
HSPA8,0.33227385204893345,0.0701163473454091,0.41351943660884144,1.1541807162098976,FALSE,NS
HADHA,-0.25776787844798754,0.07555642673697661,0.5138713456676093,1.121728589197906,FALSE,NS
ACO2,-0.04855256547598508,0.7601656991571228,0.9867742112429232,0.11909173089559742,FALSE,NS
BLVRB,1.431339278176072,0.00108988854622263,5.747627540800603e-5,2.962617911449595,TRUE,Up
ACAT1,-0.21276644401170583,0.11572818362858124,0.6320206606794788,0.9365608631413297,FALSE,NS
CSRP3,-0.23160600080159455,0.32849992958974306,0.7727280365747898,0.48346471919031714,FALSE,NS
LDB3,-0.0468086522642217,0.8109799265244751,0.990240958284712,0.09098989536658035,FALSE,NS
AKR1A1,0.2894814910696173,0.17271090279927906,0.601475837135653,0.7626802456629639,FALSE,NS
GSTM2,0.04221255621584774,0.8541697799222454,0.9933683204784124,0.06845579774784633,FALSE,NS
MYBPC1,0.48742913818197664,0.162036407791239,0.4118529243671723,0.7903873933194503,FALSE,NS
TNNI2,1.0089981405853834,0.05600386811182772,0.05457004525912783,1.2517819758222528,FALSE,NS
ANXA6,0.4426349314984357,0.04439712450451036,0.2519254270965415,1.35264515718863,FALSE,NS
CFL2,-0.12585984347519563,0.4428697102290554,0.902568869018123,0.35372402197358804,FALSE,NS
VDAC1,-0.22544196491456425,0.2108514573511139,0.7040377688847727,0.676023392906838,FALSE,NS
TXN,0.6147926356274578,0.02270794221904028,0.0975866040631218,1.6438222195190173,FALSE,NS
FLNC,-0.0513611252896613,0.8481108048923371,0.9915742607154614,0.07154740386400711,FALSE,NS
CALM1,0.758999869218485,0.05112628603343209,0.10467938227630476,1.29135575457974,FALSE,NS
TNNT3,1.2585009737743853,0.01751589143386255,0.00615683860911702,1.756567755294284,TRUE,Up
LDHB,0.7357638349690276,0.03941643079033654,0.0926296752823074,1.40432270421286,FALSE,NS
BIN1,-0.2559973087766547,0.25593219332322664,0.7054749087125505,0.5918750814311181,FALSE,NS
ACADVL,-0.28638015894440194,0.07454068120118394,0.4754182295877588,1.1276066426988487,FALSE,NS
AKR1B1,0.16894702593979183,0.5400710041733688,0.9011526593993504,0.26754913889274284,FALSE,NS
PRDX3,-0.01971580190389055,0.8912477865164989,0.997732639058264,0.05000153574301102,FALSE,NS
HADHB,-0.28378494855077996,0.0662811296191357,0.4629437164863013,1.1786100985753207,FALSE,NS
CAT,2.6376139639089047,1.02570118791026e-5,6.934241306453475e-14,4.988979141507656,TRUE,Up
UQCRC2,0.08539034544621238,0.6267198476290334,0.9608863669885636,0.20292655138383703,FALSE,NS
SLC25A6,-0.4978483643162228,0.12345420348018084,0.35294553264422557,0.9084941182296753,FALSE,NS
SLC25A5,-0.02098491750362363,0.9087729931496726,0.9979945973845032,0.041544587773404855,FALSE,NS
H2BC4,0.3444929333283895,0.5309213788659739,0.8040348102876925,0.27496978636239716,FALSE,NS
TUBA4A,-0.2400957001863233,0.2502319567335746,0.7170421515621926,0.6016572280286737,FALSE,NS
DCN,2.318121838188425,6.080664019325836e-4,3.5059571031491543e-8,3.21604899240774,TRUE,Up
APOBEC2,-0.7924561184117724,0.0340516415103801,0.06867265191705639,1.4678619474305907,FALSE,NS
HSP90AA1,0.32737556020035363,0.10631123291134796,0.4800934772279388,0.9734208452257332,FALSE,NS
EEF1A2,-0.3673930637577616,0.02955758948844297,0.27424227515697325,1.5293309868724223,FALSE,NS
ATP5MF,-0.1558470001305654,0.34661091057377935,0.847785124128124,0.46015777074094605,FALSE,NS
TTN,1.2222687102609733,0.01396271371466892,0.00540324513285226,1.855030166471422,TRUE,Up
SRL,-0.20351626871832984,0.17952757142041215,0.7050234394063727,0.7458688440426651,FALSE,NS
HSPA1A,0.2128587206489616,0.1826362069316378,0.6963415786701832,0.7384131210412831,FALSE,NS
COX5B,0.17874712720366936,0.3588304367516848,0.8326025494764361,0.44511072629495535,FALSE,NS
TNNC1,0.00393216498707715,0.9929516589360908,0.9999721870122118,0.0030718942723340042,FALSE,NS
ECHS1,-0.04666532086181796,0.8141373529224596,0.9904502788979704,0.0893023192089445,FALSE,NS
NDUFA4,-0.8319542633857893,9.693810909197082e-5,4.5808600595052503e-4,4.013505456027869,TRUE,Down
ATP5MG,-0.12876523822481722,0.5656987300554956,0.9292692681163192,0.24741479621187934,FALSE,NS
PFN1,0.4364468802091857,0.12514097348265235,0.40370380280012863,0.9026004709303392,FALSE,NS
ATP5F1C,-0.14189439882213328,0.4282722350046456,0.8866314238552052,0.3682800801099251,FALSE,NS
ANKRD2,-0.08671854191190853,0.7364775764711718,0.9738235390261708,0.1328404715818202,FALSE,NS
UQCRC1,0.11636448230153996,0.46949909087318464,0.915777456388307,0.32836524435450826,FALSE,NS
HADH,0.1513173201650666,0.34506164182606247,0.8512865360463638,0.46210331561191126,FALSE,NS
PDLIM5,0.2997417263801623,0.36094727591510545,0.7367962913079483,0.442556231477742,FALSE,NS
YWHAG,0.11932395353391988,0.5420701613734107,0.9295365069198562,0.26594449810131027,FALSE,NS
PLIN1,3.4806410607148166,0.00140502772890297,1.1806330286766964e-10,2.8523151046623063,TRUE,Up
COX7A1,0.03562111556565206,0.8727790714733783,0.995164662300608,0.0590956763204941,FALSE,NS
DBI,0.3768021216970503,0.10482363675664454,0.42747129509832704,0.9795407769369541,FALSE,NS
SOD2,0.5156823374110235,0.0163705730206517,0.11995663868499884,1.7859361186728742,FALSE,NS
TPM3,0.3622465998461024,0.5135256286635428,0.7855107143129768,0.2894378770727265,FALSE,NS
TUBB4B,0.3022413030328366,0.1892738470818355,0.6046539910874068,0.7229093905407411,FALSE,NS
TRIM72,0.07052176581416525,0.5358050901532903,0.9569496402081712,0.2709931649066351,FALSE,NS
COX4I1,0.10081914756235832,0.5466328653033842,0.9409243507227024,0.2623042606952762,FALSE,NS
UGP2,0.1465944998822657,0.3567280522880266,0.8597557813890517,0.44766273738196505,FALSE,NS
ATP5PO,-0.05983751780266289,0.7086522335785687,0.9796034175162274,0.14956683969844686,FALSE,NS
LUM,2.2621968713411924,1.6308977827960935e-4,2.702487080630942e-9,3.7875732576959216,TRUE,Up
CASQ2,-0.6027970885573843,0.01096801653687631,0.06585593539100065,1.9598719034165093,FALSE,NS
QDPR,0.03842216847857216,0.7779963376396056,0.9904011162534018,0.10902244741475026,FALSE,NS
CMBL,-0.257664187182316,0.3438892484146395,0.7595417919334149,0.46358140204127796,FALSE,NS
MYOM2,-0.3462852888853636,0.32282649136145425,0.6760257611337075,0.4910308339870534,FALSE,NS
AHNAK,1.4948559103335484,0.00497552279308218,3.606664526068209e-4,2.3031612798987298,TRUE,Up
GLO1,-0.2513570800352394,0.07429112489533578,0.5202379200312899,1.129063065636519,FALSE,NS
VDAC3,-0.07852936826231094,0.6994806952650843,0.9723225016349286,0.1552242669556278,FALSE,NS
GSTP1,0.01785652237726509,0.9214084513956322,0.9985394781358898,0.035547808604226384,FALSE,NS
ECH1,-0.03893148697722282,0.8196477899514183,0.9922871818566188,0.08637272778778117,FALSE,NS
SLC25A3,-0.14314599906662906,0.3413804724165008,0.8574029705213575,0.466761324944514,FALSE,NS
ATP5PD,-0.27352680395329365,0.16120825375846395,0.6070146520955835,0.7926127263647329,FALSE,NS
ADSS1,-0.23930874139378844,0.234789214520959,0.7069647800944427,0.6293218570905916,FALSE,NS
CAVIN1,1.2625858742788694,0.01548914495021923,0.00518506515371778,1.8099725560078062,TRUE,Up
MT-ATP6,-0.5665981280151744,0.01928574569552943,0.10676236225166828,1.7147635642030432,FALSE,NS
TNNI1,-0.04428914458699218,0.9284100872257292,0.996715531008602,0.0322601495574891,FALSE,NS
HSPB7,-0.3062038805705942,0.11285032308443411,0.5127110560279186,0.9474971932225854,FALSE,NS
CSTB,0.32839917965339893,0.25601323207098897,0.6392545997599257,0.5917375875518032,FALSE,NS
RTN2,-0.4524864344991339,0.00745045224101983,0.10894103758748068,2.1278173648599776,FALSE,NS
ACTN2,0.8983438451740575,0.2888372242891229,0.3277035064461242,0.5393468372049367,FALSE,NS
NNT,-0.2674529109251136,0.1250122833679671,0.5734259828340318,0.9030473122972468,FALSE,NS
TNNT1,0.2808756621953865,0.5904676793933176,0.8624512612541164,0.22880386950735276,FALSE,NS
PRDX5,0.29654477183284556,0.11195174001659472,0.5223902586897302,0.9509691519846126,FALSE,NS
PADI2,-0.03513034050452646,0.8345224391186912,0.9936652241610524,0.07856198126824784,FALSE,NS
UQCR10,-0.22099262769748584,0.3250811914192441,0.7801063175942777,0.4880081572314527,FALSE,NS
ETFA,0.11595200936846872,0.4419991141424288,0.9096742444395588,0.35457860106593175,FALSE,NS
ACSL1,0.2314259580309237,0.37370823619861737,0.7962931201295301,0.42746733057906233,FALSE,NS
GLRX,-0.15971000399705382,0.5496441182127038,0.9088420840339508,0.2599184150909012,FALSE,NS
FH,-0.0363476730287271,0.777839234198258,0.9909097457110494,0.10911015482950824,FALSE,NS
HINT1,0.4612412247071003,0.00975681307330271,0.11819142050023554,2.0106920153965206,FALSE,NS
MYH3,0.8320556806591455,0.2270353604589561,0.29122854575142243,0.6439064967441666,FALSE,NS
NIPSNAP2,-0.2967977180160304,0.11248708925797844,0.5228407638860079,0.9488973209817851,FALSE,NS
FTH1,0.32049295903953023,0.27702342153310244,0.6627205840183104,0.5574835110345696,FALSE,NS
VDAC2,0.13083881725140323,0.3180966460762477,0.8608260870840686,0.49744090995034573,FALSE,NS
ACYP2,-0.3943873335588499,0.23075653174794575,0.5608361577516843,0.6368459970758658,FALSE,NS
COX6C,0.33693676806072226,0.11629320098328876,0.4843406209560851,0.9344456753124334,FALSE,NS
COX5A,0.1201688912736163,0.5134506915300889,0.9230196674191112,0.28950125688580786,FALSE,NS
UQCRFS1,0.1534944749771423,0.42661528250767966,0.8774303104385776,0.3699635910106549,FALSE,NS
HSP90AB1,0.2589149546859577,0.08269369533394233,0.5244660922034441,1.0825276003150923,FALSE,NS
PCMT1,0.14252051261144238,0.3317867876084455,0.8545010319714411,0.47914091241350815,FALSE,NS
PSAP,0.49752708462833795,0.15568697307989343,0.39639085756352377,0.8077477249797599,FALSE,NS
ECI1,-0.16786681793828606,0.4569092670715232,0.8767923237167828,0.3401700334583864,FALSE,NS
CYB5R1,-0.3660220463411452,0.04292275823047843,0.3158882889627223,1.3673123779039533,FALSE,NS
AAMDC,-0.5142831043540941,0.08299135602226339,0.2780205280759135,1.0809671392784659,FALSE,NS
ATP5ME,-0.19829485341434427,0.36639271955041663,0.81946970289347,0.43605316461798,FALSE,NS
UQCRB,-0.13465354926300677,0.47746916900584313,0.9052506590618036,0.3210546663062525,FALSE,NS
PHPT1,-0.00315117710966639,0.9858601850940696,0.9999551259301592,0.006184672429631984,FALSE,NS
VBP1,-0.2504108375420273,0.2285458551349675,0.6910030742489698,0.6410266505870101,FALSE,NS
ADH1B,1.1742484757419351,0.04753148130636964,0.027954219172925,1.3230186508186912,TRUE,Up
AGL,-0.12233769960639408,0.6669638868083088,0.951658393532681,0.17589768060289845,FALSE,NS
ESD,0.02997666411439681,0.8322626889130548,0.99451118882431,0.07973957474394532,FALSE,NS
LMCD1,-0.2183190076070982,0.43716165210968105,0.8347286711571336,0.3593579414332102,FALSE,NS
EIF5A,0.466061087117728,0.03114807266914516,0.19853948800382504,1.5065688207560382,FALSE,NS
ATP5F1D,-0.22819499869865645,0.3394383559771753,0.7814874133944673,0.46923908468172437,FALSE,NS
CD36,1.1410121077818154,0.033163045437062,0.02051392510460004,1.4793455940512052,TRUE,Up
PLIN4,0.9557031955144116,0.07198713089155293,0.08088627257029626,1.1427451352677016,FALSE,NS
TPT1,-0.02551744347258555,0.817525270866941,0.9948721050366404,0.08749881380108639,FALSE,NS
CYC1,0.17960288224151277,0.3829190027168843,0.8416369640204726,0.41689308084399496,FALSE,NS
KLHL41,0.00975168929961078,0.981013298110872,0.9998130847657588,0.008325105507892666,FALSE,NS
CISD1,-0.2647218698579845,0.1178876794771816,0.567802608910825,0.928531580949601,FALSE,NS
SDHA,-0.2719428383169209,0.07376685128692957,0.4921788802831142,1.1321387538589058,FALSE,NS
UQCRH,0.4183278125458134,0.06619487031496708,0.32115746684836016,1.1791756643400804,FALSE,NS
NPEPPS,-0.12563836253269933,0.3701735322843762,0.8826228295679446,0.431594636889915,FALSE,NS
MACROD1,-0.08818162838704247,0.6950455160787412,0.968430526748495,0.15798675406517676,FALSE,NS
NDRG2,0.1627872074146115,0.4395672767056219,0.8747603592951602,0.3569746458098517,FALSE,NS
EHD2,1.6290219345374766,0.00323522434419043,8.781721330325969e-5,2.49009559812798,TRUE,Up
ADIRF,2.7252235188837943,0.0421593756553662,1.788666005524655e-4,1.3751058292812073,TRUE,Up
FLNB,0.00628170336260858,0.975124509993072,0.999841775697602,0.01093992732655788,FALSE,NS
VCL,0.5200036004765245,0.05386467321369065,0.2189139954146842,1.2686959705889023,FALSE,NS
CAV1,1.7412353696378613,0.00519816327162159,1.0537973079406127e-4,2.284150083655571,TRUE,Up
NEB,0.8147495132234006,0.18062717685436705,0.2480072562499983,0.7432169059055073,FALSE,NS
PYGL,0.5898953643266882,0.00587292023004293,0.04829001915109365,2.2311458979970653,TRUE,Up
CRAT,-0.3774755334395312,0.04512813006547854,0.31051800788128087,1.3455526615844218,FALSE,NS
ST13,0.46022814016032854,0.01567421555983198,0.1476976972706956,1.8048141848871082,FALSE,NS
UBE2N,0.11680744864309568,0.4501449583892172,0.91098028262109,0.3466476095781227,FALSE,NS
RTN4,-0.18066508933990025,0.34857260918665467,0.8266246854167377,0.4577067427178768,FALSE,NS
DLST,-0.1795230458796926,0.3051030954301651,0.808064980224964,0.5155533861910235,FALSE,NS
SYPL2,-0.6857487631914605,2.583698650618607e-4,0.00346496850769197,3.587758141607846,TRUE,Down
GYG1,-0.402595643334438,0.06399184303163526,0.33063663529018733,1.1938753815180065,FALSE,NS
RNH1,0.3333233178978272,0.08469018338024573,0.4391589748691997,1.0721669267515244,FALSE,NS
ADH5,0.3168591069028466,0.21434818616588464,0.6138457046883442,0.6688801871777494,FALSE,NS
ACAA2,0.04088772463855328,0.800383898802594,0.9909371020374496,0.09670165658195332,FALSE,NS
YWHAZ,1.050387292461723,0.00999996301930077,0.00792909695080334,2.000001606054331,TRUE,Up
HSPA2,-0.7470891512771658,0.01101031495266759,0.03443894441019929,1.9582002577540218,TRUE,Down
HSPD1,0.21156824703873767,0.29443775331519856,0.7720685903004522,0.5310065047786485,FALSE,NS
ATP5PB,0.029142267161129,0.8742639608395669,0.9960917253144944,0.05835742385466111,FALSE,NS
KRT1,0.15320930946064237,0.819484069754982,0.9699595025065152,0.08645948441776649,FALSE,NS
ARL6IP5,0.14982077469447752,0.43882054579387886,0.8839081824141984,0.35771304673995,FALSE,NS
PDHB,-0.20405139853876977,0.31878907343303353,0.7919343485147075,0.4964965725615673,FALSE,NS
COX6B1,0.07107589233532252,0.7347394316002991,0.9783298583035512,0.13386665204770373,FALSE,NS
TUFM,-0.02195010956731202,0.8617183670448062,0.9967385658955144,0.06463465021190849,FALSE,NS
HAGH,-0.06023523251967155,0.7155919815204076,0.9800443753457708,0.14533453451180667,FALSE,NS
TAGLN,2.6428128512676565,6.076972529820298e-6,1.637803101976873e-14,5.216312726821093,TRUE,Up
NDUFS1,0.14528734251265796,0.3962735918983259,0.8741657383929068,0.40200486855648876,FALSE,NS
DLD,-0.2891787193729254,0.03783656352855676,0.3879379998129962,1.4220883148801218,FALSE,NS
OGDH,-0.19064379560585645,0.27540333463109445,0.7820483455121162,0.5600308055347383,FALSE,NS
COQ9,-0.22782577372960233,0.34936408131480745,0.7869497730781563,0.45672174757473294,FALSE,NS
DLAT,-0.28136368104949305,0.10760864655952072,0.5340684903706706,0.9681528308795143,FALSE,NS
COQ8A,-0.5168787756311115,0.00751289345493732,0.07980862743284516,2.1241927701194996,FALSE,NS
SLC25A12,-0.0308875014926766,0.8790786341041396,0.9960271031040188,0.05597227529017939,FALSE,NS
FKBP3,0.10075439496408832,0.4917175375162651,0.9309771069897744,0.30828430195853657,FALSE,NS
EEF2,0.10431530810802592,0.38663460844722786,0.9056265540816902,0.41269927398841816,FALSE,NS
PDHA1,-0.226618030369373,0.23095194412154468,0.7174019019084155,0.6364783775711245,FALSE,NS
GSTO1,0.4562912770286456,0.08255895033382017,0.32042687658387253,1.083235837363275,FALSE,NS
GPD1L,-0.46815186842627554,0.05190851619448083,0.2503436367840145,1.2847613852563717,FALSE,NS
SUCLA2,-0.17254815114424815,0.34400925044653463,0.8318327811394876,0.46342987904512617,FALSE,NS
UBA1,0.33793752745756755,0.06320474678131041,0.3933039583969401,1.1992503042569045,FALSE,NS
ACADM,-0.15460429428061315,0.42064791091307374,0.8746941493905602,0.37608126360365934,FALSE,NS
COMP,3.804708638196667,0.00584619565117047,3.1886270615731992e-9,2.2331266544589323,TRUE,Up
SDHB,-0.19776603829005343,0.19560102585458145,0.7241979237909653,0.7086288718295234,FALSE,NS
ALDH9A1,-0.06822725622837567,0.7000302227189517,0.9759616297517356,0.15488320959041904,FALSE,NS
FBP1,-0.2544507650584311,0.4310893088299247,0.807263576674484,0.36543274767207756,FALSE,NS
PRELP,2.917699137582204,1.7278781994119666e-4,1.0524350182993735e-11,3.762486874812933,TRUE,Up
GAMT,-0.24905526812451484,0.23590044945301783,0.6978704272957762,0.6272712316672677,FALSE,NS
SAR1A,-0.02712533245926351,0.9077500630571912,0.9973780854065945,0.04203371224664349,FALSE,NS
AOC3,2.647550377662496,5.034219359602012e-4,1.8543819000192255e-9,3.2980678645546178,TRUE,Up
GSTM3,-0.4231034131885938,0.22805049241327152,0.5350331990161423,0.6419689856807242,FALSE,NS
P4HB,0.367770530905732,0.11457888875272812,0.4507818290612272,0.9408953940858695,FALSE,NS
FTL,2.694947524265745,1.415647471326791e-5,8.552212805967858e-14,4.849044882464588,TRUE,Up
LRRC20,-0.27370487508129315,0.239781470293746,0.6764761839898945,0.6201843811208598,FALSE,NS
COX7C,-0.4772956616855879,0.1238934362966708,0.3690760700757639,0.9069517013369736,FALSE,NS
RAP1B,1.3632516510910886,9.927261415769442e-4,8.052352913098871e-5,3.003170541641053,TRUE,Up
H3-3A,-0.07488875025396702,0.90351082323641,0.9924300464856504,0.0440666406197119,FALSE,NS
PPP3CA,0.19090426723487752,0.191750036156918,0.7295770053391489,0.7172645454872032,FALSE,NS
NDUFB10,0.27439269680756695,0.1691136909350058,0.6140700141850124,0.7718212318059386,FALSE,NS
GPT,-0.3036231499996873,0.20334292864934375,0.6165415251786353,0.6917709258016489,FALSE,NS
REEP5,0.26354366107016425,0.2430376407026152,0.6888079576729937,0.6143264593914629,FALSE,NS
ACADS,-0.2254876241323416,0.3506045576396162,0.7895179211829512,0.4551824426493244,FALSE,NS
DDB1,-0.05307888517916126,0.6069636488650105,0.9738465205073285,0.21683731810113963,FALSE,NS
ALDH2,0.5235284430974421,0.1537633582400922,0.37522722493426,0.813147144443908,FALSE,NS
ALDH1A1,0.37513000907051186,0.2047762972963748,0.5516204298288607,0.6887203140493627,FALSE,NS
ACOT2,-0.19613726772497309,0.1841391321712422,0.7175757644191004,0.7348539079648578,FALSE,NS
GDI2,0.3076665953170945,0.1075100325635463,0.5035112858571484,0.9685510065978175,FALSE,NS
PSMC1,0.25499093562706676,0.24743454696979733,0.7003866889227984,0.606539663999956,FALSE,NS
GSTM1,0.5094468361477507,0.462974115543379,0.6754900004831891,0.33444328930801237,FALSE,NS
UQCRQ,-0.1476994315669522,0.6199610972438193,0.9318206821230974,0.20763556176371425,FALSE,NS
FKBP1A,0.3691297722930429,0.0501908353700769,0.33140708559118637,1.299375575913967,FALSE,NS
OLA1,0.20995618972418303,0.13782633550374113,0.6596255511546412,0.8606677906201768,FALSE,NS
PHB2,0.01938902610245385,0.8831226788039045,0.9975930170123316,0.053978962303734765,FALSE,NS
ANXA7,0.10192926029480986,0.4443553910461618,0.9206476007451044,0.3522695464794021,FALSE,NS
GRHPR,0.02656187640527108,0.8362086043570521,0.9952599563446664,0.07768536799158046,FALSE,NS
NDUFV2,0.00651531810995997,0.9710533870556008,0.9998086384609504,0.012756892577800223,FALSE,NS
PCBP1,-0.114355646108649,0.40519769549622664,0.9018504005164074,0.3923330332923059,FALSE,NS
CES1,0.8841277593632473,0.6404192414313226,0.6743568583404084,0.19353562815512532,FALSE,NS
WDR1,0.06116469627013288,0.6483806728625345,0.9738468028895948,0.18816993921872868,FALSE,NS
ETFB,-0.0958456885880068,0.6008191429809724,0.9523433278625272,0.2212562385229312,FALSE,NS
DUSP3,0.0717285307661264,0.6115942847078756,0.965346740962405,0.21353658168259135,FALSE,NS
AMPD1,-0.2736450383757063,0.4163264117169162,0.7867921030521391,0.3805660366292833,FALSE,NS
PFN2,-0.15668476075195414,0.4530950583529034,0.8833444947487129,0.34381067439501156,FALSE,NS
EIF4A1,0.22062195794816297,0.25471013794324693,0.7395384463437422,0.5939537689539824,FALSE,NS
HSPB2,-0.2288681396012784,0.15019020248830747,0.6479768576421143,0.8233583971856919,FALSE,NS
CRYM,-0.27957350066165,0.7066621487944218,0.9074937096109496,0.15078817033797412,FALSE,NS
MYO6,-0.7966413780603183,0.00769859344205936,0.02071227737333227,2.11358861458749,TRUE,Down
