gene,logFC,P,pi,neglogP,sig,dir
GPX4,-0.2559591950056621,0.2540620121974706,0.7041883780589168,0.5950602665763673,FALSE,NS
FHOD1,-0.4189929089754507,0.02988543572366577,0.22973564266496088,1.524540407857598,FALSE,NS
MICOS13,-0.3509835477261589,0.20159198662743705,0.570008797891045,0.6955267352853102,FALSE,NS
PCBD1,-0.03819170162072538,0.8089471532974468,0.9919352271627896,0.09207984894515538,FALSE,NS
FKBP2,0.32030827467510115,0.16184242287505674,0.5580405294314792,0.7909076285479839,FALSE,NS
PTGR2,0.00426417510844068,0.9851877694228734,0.9999363676238304,0.0064809883322514885,FALSE,NS
ISOC2,-0.03175500222982741,0.8738981382645399,0.995728844432077,0.05853918586413421,FALSE,NS
KPNB1,0.5625425932291002,0.00148546173539435,0.02564788849033813,2.8281385308822764,TRUE,Up
NDUFS2,0.10630474814893807,0.6157643161412433,0.9497597559727168,0.21058548229215934,FALSE,NS
TBCA,0.728752461171128,0.0022442212291244,0.01173768863416619,2.6489343337562388,TRUE,Up
NAP1L4,0.08601656323796192,0.4743336569074007,0.9378596553687276,0.32391605837455445,FALSE,NS
CPT2,-0.3774606567960834,0.07552671458806166,0.3771612905278395,1.1218994067010695,FALSE,NS
MYH4,0.25040425321159177,0.6675060399992391,0.9037386070204176,0.17554480018590055,FALSE,NS
CCT6A,0.3882703341203868,0.01636069824808776,0.20252201583708113,1.786198165284475,FALSE,NS
MAP2K3,-0.2610240303356406,0.23794779728959592,0.6874588978158702,0.6235183111610905,FALSE,NS
TOLLIP,-0.17107922544528795,0.2930610070548524,0.8106018562989733,0.5330419623444277,FALSE,NS
APOOL,-0.15419003536830012,0.4845962635363326,0.8943113457731783,0.3146199387990255,FALSE,NS
CACNB3,-0.6078430943553546,0.00331134153526721,0.03108504806153745,2.479996023345677,TRUE,Down
PSMB4,0.19072204434958273,0.23648365994637885,0.7595739691346203,0.6261988618618227,FALSE,NS
ITGB1,0.710945347312931,0.03011781159154054,0.0828946653124408,1.5211765878580086,FALSE,NS
KLHL40,-0.18293721716628575,0.5857358259665479,0.9067843404574604,0.23229821195676814,FALSE,NS
CAND2,-0.6919298863787695,0.00125369061148115,0.00982089787373335,2.901809626427688,TRUE,Down
PPP1CB,0.2197210193956085,0.17943341241105729,0.6855937915310816,0.7460966835069195,FALSE,NS
RIDA,-0.28851287979100526,0.09919758503721648,0.5134257454276986,1.0034989006056736,FALSE,NS
MTHFD1,0.01530355367369828,0.9189341079053228,0.9987070609938784,0.03671562854758769,FALSE,NS
NDUFB9,-0.07344102045397705,0.7842996991041875,0.982314724418108,0.10551795160653067,FALSE,NS
HSPA4,0.07411812566697762,0.5432609350784131,0.9557830512643618,0.26499152318246244,FALSE,NS
ADPRH,-1.5186240459996956,4.323662912576977e-5,2.3577602685888206e-7,4.364148172469496,TRUE,Down
RDX,0.0338673666448539,0.8034071107516849,0.9926140577198354,0.09506432875750567,FALSE,NS
IMPA1,-0.2309237260259902,0.25701890092470914,0.7307131678787144,0.5900349378925516,FALSE,NS
EIF3K,-0.5180158151499992,0.08646706300017913,0.28136615301129064,1.0631492923193693,FALSE,NS
PSMB5,-0.02800466052167927,0.8537691647395202,0.99558240582123,0.06865953449962989,FALSE,NS
STBD1,-0.4779994007061106,0.06320570141494554,0.2671543245413321,1.1992437447972095,FALSE,NS
COL6A2,2.006066068346998,8.671884154696165e-4,7.205320812059449e-7,3.0618865323868985,TRUE,Up
NOL3,-0.5050618222090222,0.01565584300993716,0.12251802915986536,1.8053235422465705,FALSE,NS
GSTK1,-0.06521898927333325,0.7512439343553925,0.9815186609633574,0.12421902152713012,FALSE,NS
RPS20,0.42867578998792233,0.08675561799066278,0.35065003636736153,1.061702392233411,FALSE,NS
LANCL1,0.29442256130455213,0.06186296526429222,0.4407272878768662,1.2085692668893362,FALSE,NS
MT-CO1,0.05827399754770113,0.821454794896765,0.9886041948632354,0.08541633103241031,FALSE,NS
MYH13,0.6475319484352191,0.22489255608367337,0.38052497079074543,0.6480249194211367,FALSE,NS
AKR1C2,1.450453257858454,0.01369551565811259,0.00198241261768416,1.8634216112189426,TRUE,Up
FARSB,-0.5443619773451172,2.2705549993260816e-4,0.01038524686767861,3.6438679737830406,TRUE,Down
PLEC,0.5794042843822744,0.03713499448939901,0.14836325516217125,1.4302166361949644,FALSE,NS
MTCH2,0.1086520723391633,0.479641706292562,0.9232747621177182,0.3190830607166092,FALSE,NS
SAR1B,-0.23282691605222008,0.3855527820518515,0.8009938419754757,0.4139161587680994,FALSE,NS
SAMM50,-0.23078234296306732,0.3735802653911603,0.7967347519487182,0.42761607371092736,FALSE,NS
GNPDA1,0.01138451219898506,0.9417809651455464,0.9993173610032008,0.026050091569866925,FALSE,NS
RPS9,-0.37276673240269,0.02341135051399069,0.2467041369943091,1.6305735327426554,FALSE,NS
TMEM11,-0.3003176852976601,0.09780071048859532,0.49748712933421846,1.0096579902005827,FALSE,NS
LYPLA1,0.22083825157422332,0.27358548197666455,0.751084176933804,0.5629069525100799,FALSE,NS
PDLIM7,0.5924056312061339,0.07502853602441147,0.21561443288229387,1.1247735275298778,FALSE,NS
C11orf54,-0.5936210448825143,0.01130499757833303,0.06988442311163065,1.9467295263497328,FALSE,NS
RPS15A,-0.13976967968541487,0.4931518135079328,0.9059161492172192,0.30701936547042985,FALSE,NS
CUTC,-0.21592784100467455,0.4386260765990051,0.8369860635041126,0.3579055528080374,FALSE,NS
MYOZ2,1.7580174711889427,0.02939688065990997,0.00202883550129337,1.5316987506783477,TRUE,Up
ATL3,2.6485510538020787,0.00124956632437458,2.0446492508654645e-8,2.9032406874803516,TRUE,Up
PPP1CA,0.35329880535781477,0.02939880981076907,0.28764890823172357,1.5316702513251992,FALSE,NS
XIRP1,-0.26540746399470727,0.3721811598338875,0.7692632933755188,0.42924561505069025,FALSE,NS
TMA7,1.3598099431335573,0.10958788616114816,0.04946062131708664,0.960237450086423,TRUE,Up
BGN,2.374770529301069,7.782137032188934e-5,1.747039393057713e-10,4.108901126166621,TRUE,Up
MPC2,-0.9061975874498672,3.503886971243094e-4,7.390598786618894e-4,3.455449911795381,TRUE,Down
CCT4,0.2874905944540451,0.0408949377995879,0.39890369045242713,1.388330448026154,FALSE,NS
PSMB6,-0.00711647559457873,0.9682402858024736,0.999770342172732,0.0140168515260213,FALSE,NS
CUL5,-0.3257061451807317,0.09799706834186626,0.46927984496636177,1.008786916368674,FALSE,NS
SBDS,-0.13932619222477882,0.4576318518903356,0.8968111950855716,0.3394837555900385,FALSE,NS
BAG3,-0.04203349319310234,0.8273502531031064,0.9920651601526862,0.08231059590403843,FALSE,NS
ATP1B1,-0.4851588927946775,0.03014775776594368,0.1828929849053299,1.52074498289662,FALSE,NS
CLIC5,-0.5332961722306049,0.01066331268303515,0.08877331328332877,1.9721078556783094,FALSE,NS
RPS3A,-0.06084636714995462,0.6351399295409533,0.9727591400795272,0.19713058347539122,FALSE,NS
EIF4G1,-0.2909153253584602,0.03122676347016568,0.3647831965847027,1.5054730263329725,FALSE,NS
VAPA,0.03420662283940068,0.8571125884299878,0.9947397019367198,0.06696212635888059,FALSE,NS
GCSH,-0.19087393277915332,0.40627314313620033,0.8420416527322325,0.39118188595136544,FALSE,NS
EPB41,2.1073201233666907,5.72301966451699e-5,1.1480433664745747e-9,4.2423747618364045,TRUE,Up
MAP2K6,-0.2110947153120808,0.2453267558296939,0.7433243790570458,0.6102550841803798,FALSE,NS
GDI1,0.07715128077107103,0.5296881209573482,0.9521553402548736,0.27597976665383533,FALSE,NS
NAXD,-0.3766969817202277,0.04778148122595337,0.3180395138866501,1.3207403912481976,FALSE,NS
SNTB2,0.27474430325255206,0.16033767865502324,0.6047669614212561,0.7949644083437938,FALSE,NS
COQ6,-0.6055069610272046,0.02654823713505844,0.11110731148042544,1.5759643117928623,FALSE,NS
RPS12,0.03748466594124977,0.7957761348152712,0.9914736586793929,0.09920908940859355,FALSE,NS
DHRS7C,-0.4327697170563578,0.08021845700144636,0.3355854328293844,1.0957256959096227,FALSE,NS
CMPK1,0.7122918040355,0.00435488276601395,0.02080953085100405,2.3610235317604586,TRUE,Up
RSU1,0.723709692536028,0.01520160478562616,0.04832988522795889,1.8181105625319776,TRUE,Up
RPL10A,0.3943897514571155,0.09260915781927924,0.3912541005083003,1.0333460652216615,FALSE,NS
CAPN2,0.38805362212154826,0.00864229468701329,0.15823459404202608,2.0633709290960947,FALSE,NS
PAFAH1B2,0.6624448418379902,0.0269797551669754,0.09133752072243902,1.568961995735798,FALSE,NS
YBX1,0.1387602877737244,0.3782969003630027,0.8738159252878731,0.42216721715493977,FALSE,NS
TSN,-0.03113951366048084,0.863900246888269,0.9954547135305264,0.06353640188112238,FALSE,NS
CAPZB,0.7869367098730393,0.00868042759028667,0.02386504899924714,2.0614588813294725,TRUE,Up
ATOX1,0.0905469320486958,0.8506581579722126,0.9854612170020298,0.07024492867233695,FALSE,NS
MYLK2,-1.0240369427854985,0.00285365747297955,0.00247877714309811,2.5445981568423526,TRUE,Down
NDUFB6,0.01582410175977777,0.9509293487587984,0.9992041191195646,0.021851748660913998,FALSE,NS
SEPTIN7,1.040198347537283,0.00108956698876055,8.282404572775844e-4,2.9627460633023563,TRUE,Up
NPM1,0.2316088561049607,0.2346759947862652,0.7148171575418484,0.6295313324936611,FALSE,NS
PHGDH,3.509468597194598,0.00217076384024571,4.49702687124402e-10,2.6633874213437823,TRUE,Up
BLMH,0.2895145659846552,0.06299311579414937,0.4491359930382468,1.2007069098476244,FALSE,NS
VAMP5,0.3139705965194306,0.5805968753261145,0.8430699249621862,0.23612530579727975,FALSE,NS
SYNPO2,0.884993358919747,0.01288433492146724,0.0212528621904029,1.8899379944504082,TRUE,Up
ACOT9,-0.20267103413480925,0.15160658889064998,0.6822684445491525,0.8192819236599758,FALSE,NS
UQCR11,0.38820801552118134,0.15066851938129325,0.47962493557815455,0.8219774795180694,FALSE,NS
TPD52L2,0.47679215414203746,0.11372148349449145,0.3546770760993338,0.9441574835817601,FALSE,NS
COL14A1,1.4978811454426797,0.22211215146287389,0.10501298331584435,0.6534276811232365,FALSE,NS
UCHL3,0.05839445254066611,0.7219338976573317,0.98115367557252,0.14150256586098375,FALSE,NS
ACADSB,-0.5992158619299168,0.01053137745674913,0.06531933458054585,1.9775148213367226,FALSE,NS
RPS5,0.11507844690644652,0.6203945964300306,0.946543453580037,0.20733199350001905,FALSE,NS
DYNC1H1,0.2570004261145158,0.08882523387314983,0.536751660174032,1.0514636403578044,FALSE,NS
HNRNPD,0.2863962090620191,0.1018146121927256,0.5198051491008345,0.9921898886076455,FALSE,NS
CHCHD2,0.3312616263228296,0.06328100731441054,0.40078168936307346,1.1987266163054469,FALSE,NS
HSPB3,-0.6757962784730367,0.00230243029075316,0.01649587840917472,2.6378135097954063,TRUE,Down
ALDH3A2,0.06078567628623688,0.7640331779458844,0.983772995714326,0.11688778188771266,FALSE,NS
CAND1,1.1462584114668903,9.87695290557308e-5,2.563320455125483e-5,4.005377016991596,TRUE,Up
NDUFS5,-0.05244656724108942,0.8526711873923445,0.9916758380987508,0.06921841201133759,FALSE,NS
MAPRE2,-0.09060829625889431,0.6951214343569947,0.9675855798231928,0.1579393196338755,FALSE,NS
NIPSNAP3A,0.37496407573356727,0.19349500255329513,0.5401654260478287,0.7133302471388918,FALSE,NS
CACNA1S,-0.6344990554832233,4.889419052082748e-4,0.0079311626949071,3.3107427395395903,TRUE,Down
HSD17B10,-0.02299204221053052,0.8795872047473403,0.9970544087539012,0.05572109689656136,FALSE,NS
NACA,-0.27785863927142707,0.0380323761982969,0.40316551044825233,1.4198465397588167,FALSE,NS
NDUFC2,-0.08808786632014964,0.6316186504231504,0.9603344352916054,0.19954505463544514,FALSE,NS
PPIF,-0.1715176397582141,0.5703428642314349,0.908182281040372,0.2438639877001261,FALSE,NS
PPP1R7,0.32016917524322075,0.0251336745097986,0.307476039623911,1.5997440134897871,FALSE,NS
PIN1,-0.32572220152047215,0.05027694844754484,0.3775782963006328,1.2986310896298807,FALSE,NS
CDH13,0.26544859421855627,0.10175439891211602,0.5452006818195736,0.9924468068500316,FALSE,NS
GOSR2,-0.0537937444769252,0.8587994727875816,0.991844959765306,0.06610823084677446,FALSE,NS
CAST,0.7990374105796203,9.62899982305921e-4,0.00388837834513731,3.0164188212747276,TRUE,Up
NARS1,0.04394455179641809,0.7341329223515574,0.986510085029144,0.1342252994607518,FALSE,NS
YWHAQ,0.8166309084388814,6.001315372033341e-4,0.0023389259454619,3.221753550248569,TRUE,Up
ERP44,0.4828091152342094,0.0233552847481629,0.1630202241222862,1.6316148334157183,FALSE,NS
NDUFB11,0.02766830508923057,0.9156512326521116,0.9975648460366872,0.038269915609088795,FALSE,NS
IQGAP1,1.4564503854918271,8.259993513373381e-5,1.1305337169005169e-6,4.083020293733765,TRUE,Up
KPNA4,-0.04649559237945766,0.7181438203896238,0.9847238692752768,0.14378857226632394,FALSE,NS
RPS6KA3,-0.19097653897364175,0.2780282688059992,0.7831303094041515,0.5559110445053167,FALSE,NS
TXN2,0.14750352012036316,0.396235299647244,0.8723618730905114,0.40204683682595516,FALSE,NS
ASAH1,0.33661450674798665,0.31787936907411973,0.6799144698705867,0.4977376576404852,FALSE,NS
EIF3J,-0.27519044472259147,0.03280456681054702,0.3904804561686747,1.484065692795607,FALSE,NS
MT-ND1,-0.5031104572994227,0.1818768288957561,0.42421522955690694,0.7402226265203745,FALSE,NS
ALDH1L1,-0.23212662613858903,0.32229659552255274,0.7688702533343236,0.49174428199488907,FALSE,NS
IDH3G,-0.1760425672671566,0.4470718483847227,0.8678637058108073,0.34962267630977,FALSE,NS
CALU,0.2577320021162386,0.14316428454882096,0.6059427363930738,0.8441653127403581,FALSE,NS
TMOD4,0.9675235586272296,0.03709952017307697,0.04128859641164251,1.4306317072995771,TRUE,Up
BZW2,-0.3898905600320166,0.2521949952636047,0.5844437179360861,0.5982635361252141,FALSE,NS
OXSR1,0.03783582309238298,0.7884797350168711,0.9910486744217576,0.10320946414033659,FALSE,NS
TPP1,0.6913453615982821,0.05807264344329501,0.139790447664697,1.236028404607164,FALSE,NS
JSRP1,-0.7458361329078897,0.0030166112347877,0.01318664924943272,2.5204806558394335,TRUE,Down
PHKG1,-0.21114516631388724,0.3874129289462196,0.818549512127456,0.41182588987321644,FALSE,NS
COX7A2,0.09816044883502784,0.637062267073381,0.9567057974767446,0.19581811723331033,FALSE,NS
MT-ND5,-0.45191154062532846,0.0784583492349117,0.3165735910780175,1.1053608336741187,FALSE,NS
MAPK1,0.31859463822866196,0.05352857069512976,0.3934904569745523,1.2714143528711066,FALSE,NS
SPR,0.6666738025740386,0.00862711621802474,0.04206256017815399,2.0641343514339088,TRUE,Up
TOMM70,0.20387546634891507,0.4097088801952838,0.833668201915717,0.38752462287132755,FALSE,NS
PUDP,0.4324096496296974,0.17261132920636713,0.4678443639604739,0.7629307031147897,FALSE,NS
FBLN1,2.325147248883219,3.479244654262733e-7,9.616156947705839e-16,6.458515031367253,TRUE,Up
PGRMC2,0.13199124218058778,0.46048367502361665,0.9027078704448362,0.33678576171649804,FALSE,NS
NDUFA12,-0.17094975880682206,0.602353944616201,0.9169923471852832,0.22014824126233187,FALSE,NS
SETD7,0.08766051946811437,0.6005774234411579,0.9562891839127649,0.2214309975769524,FALSE,NS
PGM5,-0.41958102220247184,0.08683658067177003,0.35867392052409924,1.0612972859156684,FALSE,NS
CAPZA2,0.6132933896830206,0.0126678083526819,0.06861188675819133,1.8972985155560707,FALSE,NS
COQ7,-0.4270516200661021,0.06764404849750319,0.3165538881801179,1.1697704077639879,FALSE,NS
EIF5,0.06278662205936136,0.7078105033364153,0.9785359724079626,0.1500829970712056,FALSE,NS
SNCG,2.1717941308875,0.00641908339112497,1.7309430049297412e-5,2.192526982304479,TRUE,Up
HNRNPL,0.6610362733775208,0.00698685141621317,0.03758303784554747,2.1557184924412143,TRUE,Up
TPPP3,0.15233889941949386,0.6469964898402405,0.9358214755205762,0.18909807550927402,FALSE,NS
PSMD8,0.00893849200310725,0.9645688546114066,0.9996776042814612,0.015666765313553883,FALSE,NS
GSTZ1,-0.071646458316637407,0.773731752659383,0.9817884037002176,0.1114095800562006,FALSE,NS
MYH14,-0.7724846364063698,7.199298889495628e-4,0.00373512350024486,3.1427097956866783,TRUE,Down
SPTBN1,1.824599317153764,5.830493108735195e-5,1.8797874980423018e-8,4.234294713620667,TRUE,Up
MAOA,0.256867654359171,0.4262476087806276,0.8032895832322788,0.37033804435438167,FALSE,NS
UGDH,1.6851678911054844,0.1098092163448212,0.02417215089385367,0.959361207793723,TRUE,Up
DARS1,-0.28638907298078564,0.03771247744418266,0.3911297739110622,1.4235149365682296,FALSE,NS
RAB2A,-0.09847518823354127,0.5109077912030098,0.9360067384715492,0.29165747439608,FALSE,NS
PPP2R2A,0.1860288616192438,0.26984274555440335,0.7837366926837062,0.5688892530037752,FALSE,NS
DIABLO,-0.6734029626868612,1.6079770958553794e-4,0.00278803111967672,3.7937201416662147,TRUE,Down
COQ3,-0.8053313333067145,0.022442215097927,0.0469960717525231,1.6489342794422144,TRUE,Down
SCRN2,0.08647552166063299,0.6870802367508575,0.9680663733638212,0.1629925433721873,FALSE,NS
UNC45B,-0.11701959535701434,0.5636949679576069,0.9351198761375188,0.24895584206112892,FALSE,NS
ACTR1A,0.34269983947439897,0.03408458574296005,0.31412888228318747,1.4674419799591976,FALSE,NS
PKIA,0.05681667115893774,0.7006393859946725,0.9799897075688084,0.15450545274575314,FALSE,NS
PTGR1,0.19267508395655497,0.3628484808152067,0.8225646411907653,0.4402746908956646,FALSE,NS
STRAP,-0.01875919783015156,0.8887891684006466,0.9977908239334596,0.05120124674551184,FALSE,NS
ALDH1B1,0.02260077825939888,0.930686243364698,0.9983778338751808,0.031196705422003247,FALSE,NS
PABPC1,0.1950274448457172,0.08014938058553328,0.6112662968575571,1.0960998296332847,FALSE,NS
GCLC,1.1839377046978132,0.00114078895909685,3.2803063789368193e-4,2.9427946907061973,TRUE,Up
EPDR1,-0.3398712092045031,0.12748546338351066,0.49656011752807894,0.8945393331299873,FALSE,NS
RPS2,-0.0536943943691881,0.6331522183173375,0.9757579522842212,0.19849186718951406,FALSE,NS
OBSCN,0.05983889680526033,0.845234202588925,0.9899890430957274,0.07302293744189914,FALSE,NS
COPS8,-0.07251103615435994,0.645571576525372,0.9687659626583092,0.19005559915019007,FALSE,NS
RPS6,0.1861936791691825,0.29132713881651373,0.7948242652510427,0.5356190564321955,FALSE,NS
RPS18,0.13634309800250044,0.27693044882079354,0.8394041170987666,0.557629290452183,FALSE,NS
SNX3,0.4736754866448347,0.01789100058331916,0.14870167412508536,1.7473653701278438,FALSE,NS
LRRC47,-0.49740138035379466,0.0036830712233168,0.06157856341113339,2.433789882667111,FALSE,NS
SGCD,-0.2617572101782688,0.16306681105289508,0.6220581881954317,0.7876344218126028,FALSE,NS
PSMD10,0.22032193458550076,0.2721803127145815,0.7507347807638511,0.5651432912878446,FALSE,NS
PSMC3,0.02219158163373968,0.8670851279813473,0.9968400814283414,0.06193826261876102,FALSE,NS
NDUFB8,0.14072033875392975,0.6394433812885836,0.9390147306075078,0.19419790354266606,FALSE,NS
AGMAT,-0.17367246649380874,0.6526279931210368,0.9285654803958158,0.1853343019896645,FALSE,NS
PSMC2,0.1637768775700792,0.2333312997635551,0.7879317328670208,0.6320269997281848,FALSE,NS
CDC37,0.04142495719488792,0.7801405150871924,0.98976767091148,0.10782716726989601,FALSE,NS
PDCD5,0.13936896715575742,0.3602441889632587,0.8673679681299324,0.44340301598668774,FALSE,NS
PSMB7,0.1917114667291244,0.45064928243684066,0.8582956399519529,0.3461613161185695,FALSE,NS
TYMP,1.5416132195282604,8.492567542278434e-4,1.8440213307647027e-5,3.0709609904547346,TRUE,Up
OTUB1,0.18522649030635385,0.21577431149305917,0.7527297990352726,0.6660002604913129,FALSE,NS
GRB2,-0.19217085074312124,0.21279968685915088,0.7427721512545067,0.6720290154533188,FALSE,NS
TST,-0.4387153193666098,0.05284665825125024,0.2752759232144568,1.2769824700202712,FALSE,NS
AFG3L2,-0.4893339450205048,0.04861033462965202,0.22770456123003024,1.3132713892667223,FALSE,NS
ECPAS,-0.4827093616498743,0.00283698279248596,0.05894813703077333,2.5471432983779434,FALSE,NS
DMD,-0.15586100699185224,0.5016203300340213,0.8980492737255188,0.2996248704176283,FALSE,NS
MT-ND2,-0.11214759486620628,0.6036845468629682,0.9449707705295096,0.21918994108877846,FALSE,NS
MCTS1,0.00749959983397019,0.968622286882058,0.9997609372882948,0.01384554255920519,FALSE,NS
DCUN1D2,-0.1010788671774101,0.7477093484062933,0.9710398555203568,0.1262671894537787,FALSE,NS
DNPH1,0.07273446261197059,0.7162948666810618,0.9760232940074326,0.14490816119664424,FALSE,NS
MYOZ3,2.5998359665359043,0.02497152132375698,6.817417267496546e-5,1.6025549986023302,TRUE,Up
ASS1,-0.08655397980536783,0.7940922792543071,0.9802422881461949,0.1001290264869242,FALSE,NS
AOX1,0.9345165621958548,0.16962874594205912,0.19052609931167164,0.7705005486232736,FALSE,NS
GBE1,0.1675634029861044,0.4103158615964197,0.8613363720782299,0.3868816941696922,FALSE,NS
L2HGDH,-0.1927002509875404,0.4539552531427542,0.8588282625863795,0.3429869539070683,FALSE,NS
EIF1,-0.05565042182135471,0.7633265858781273,0.9850829077417228,0.11728961132586324,FALSE,NS
ELOB,-0.2405113825717642,0.11873856890358724,0.5990027232768909,0.925408189711969,FALSE,NS
PPP3CB,-0.40018158676635984,0.07852832022778805,0.3612516791922503,1.104973692291786,FALSE,NS
KPNA3,-0.24138413534271663,0.32234583337999545,0.7608810111487805,0.4916779390771072,FALSE,NS
YBX3,-0.29511708263120084,0.25552309180827776,0.6685324859036417,0.5925698462464873,FALSE,NS
RETSAT,1.8481557805298896,0.08291192021792448,0.01003311311153259,1.0813830265943538,TRUE,Up
TIMM13,-0.34826661380007806,0.15653111452410665,0.5242112115798593,0.8053993225071471,FALSE,NS
NIT2,-0.04379355437907861,0.7654192336146065,0.9883608649707232,0.11610062893182109,FALSE,NS
DHRS7B,-0.6620620497194523,0.00253936358001416,0.01913228487643788,2.5952751134274155,TRUE,Down
PSMD14,0.0328411944144058,0.8256184803054127,0.9937266483650312,0.08322059453852108,FALSE,NS
COQ10A,0.1041386746470696,0.7362098245198052,0.9686117293312488,0.13299839130898072,FALSE,NS
TRIP10,-0.212924374473495,0.1358348565992135,0.6537278064640015,0.866988771393923,FALSE,NS
NT5C1A,-0.4401264764660606,0.07274184465720901,0.3155303498298017,1.1382156898871778,FALSE,NS
PCBP2,0.1761821215573658,0.369597569862783,0.8391538607279116,0.4322708929677676,FALSE,NS
CIRBP,-0.19608886537215753,0.24779695063379617,0.7606571708924097,0.605904042314532,FALSE,NS
COX6A2,0.5267180057929242,0.3292365963901509,0.5570097925518823,0.4824918966464691,FALSE,NS
NDUFS8,-0.2326803786637388,0.4489003529574397,0.8299694710509066,0.34785005312494965,FALSE,NS
PNPO,-0.6258189504279077,0.0027081434386852,0.02473530529139734,2.5673283366709017,TRUE,Down
BCL2L13,-0.4174327125530812,0.02517390754814538,0.2150326886782197,1.5990493670943695,FALSE,NS
PABPC4,-0.3558838273589,0.02306554183342978,0.26145999117396357,1.6370363389094,FALSE,NS
PHKA2,-0.1434901119784282,0.6728047237376469,0.944721453815591,0.17211096803358025,FALSE,NS
ANXA3,0.05667852872700862,0.787423732593499,0.9865457965569502,0.10379149991018712,FALSE,NS
DNAJA4,0.00744723272163483,0.9690100910945838,0.9997655867072304,0.013671700262057463,FALSE,NS
PCCA,-0.09786333462223062,0.6594269767030496,0.9600703360729916,0.18083329014156493,FALSE,NS
SET,0.5674522500244894,0.00965933051890695,0.07187099484694073,2.015052973172511,FALSE,NS
PHKB,-0.05385089229963036,0.8296274375993682,0.989992222897306,0.08111689331024495,FALSE,NS
COPS4,0.058076528925044,0.7231823786215739,0.981353787239654,0.14075216461323764,FALSE,NS
GALM,-3.881833603305296e-4,0.9985410308011412,0.9999994332390504,6.34084940087463e-4,FALSE,NS
RPS7,0.4567446781497857,0.06799124799253678,0.2929065793996525,1.1675469871933264,FALSE,NS
RPS4X,-9.867900391054008e-4,0.9941555120946024,0.999994215814918,0.0025456751983451553,FALSE,NS
SNTA1,-0.29267176267689976,0.1436017844600335,0.5666625136225047,0.8428401633226142,FALSE,NS
AKAP12,1.9096519645084733,2.228678828910608e-5,1.307343601918828e-9,4.651952512444708,TRUE,Up
LAMB1,1.1007080172884844,0.09633772595279144,0.07611259689413293,1.0162036094001436,FALSE,NS
COPS6,-0.07596428005298428,0.6574253622676121,0.9686409763911388,0.18215354564471023,FALSE,NS
COL4A2,1.0537701229373386,0.08949817389295388,0.07860552875493534,1.048185825871845,FALSE,NS
VAPB,0.17109234160306208,0.42086961111062926,0.8623717622722643,0.3758524313520592,FALSE,NS
FXN,-0.3797109202175939,0.04959595937047786,0.31962939474654084,1.3045537044490463,FALSE,NS
RPS24,0.19204594566173583,0.22654804430911327,0.75190184998015,0.6448396825442808,FALSE,NS
RAB21,-0.36543089620353975,0.10643762264400218,0.4410324191380902,0.9729048342721123,FALSE,NS
KARS1,-0.26427476282350604,0.07704673577400561,0.5079222545529103,1.1132457562365026,FALSE,NS
ADHFE1,0.6914174204023578,0.03789249645016977,0.10403678745100613,1.421446781401766,FALSE,NS
NDUFB7,-0.18341829067224147,0.4440880050074242,0.8616668288105134,0.35253095713354976,FALSE,NS
MAP1LC3B2,0.1592073679483459,0.50345294260031,0.8964986879861229,0.29804111641938735,FALSE,NS
LAMP2,0.28797662730802287,0.16486542730925743,0.5950474801779541,0.7828704074423037,FALSE,NS
CAMK2B,-0.629997481342425,0.00235954288224966,0.02212524955793204,2.627172125396613,TRUE,Down
PRMT1,-0.519494624505489,0.00643305153124132,0.07269163346633038,2.191582969718221,FALSE,NS
TXNRD1,-0.151393847383666,0.30951581228163044,0.8373220262456139,0.5093171592085065,FALSE,NS
HSPG2,0.4153795420607764,0.28029524229379366,0.5895910377553183,0.5523842738525857,FALSE,NS
HDHD5,0.05769667862378469,0.8210480792079863,0.9886882026051284,0.08563141057441293,FALSE,NS
PPA2,0.0814884077926088,0.6701016323896227,0.9679044364945032,0.1738593241071505,FALSE,NS
GPNMB,2.6247097005907136,0.00196069158750219,7.822766843274237e-8,2.707590714532,TRUE,Up
ARL8B,0.13390600058223967,0.4225812300716453,0.8910603753576933,0.3740897970549911,FALSE,NS
PTGES2,-0.1903566102526444,0.4325249104829457,0.8525351845241825,0.36398887508068506,FALSE,NS
ACSL3,-0.3973917750559295,0.06066561189634049,0.32836086607738635,1.2170574175848274,FALSE,NS
GNG12,1.164114759297016,4.8698651157252513e-4,1.392802607264942e-4,3.312483067595935,TRUE,Up
DNAJA2,0.02732479388620845,0.8677267341964305,0.9961307060564092,0.06161702196143651,FALSE,NS
TXNL1,0.2151264136211335,0.10855822706076436,0.6202197393653235,0.964337258052946,FALSE,NS
MAP3K20,-0.4731337241384352,0.05720558135892088,0.25828679565657764,1.2425615964669676,FALSE,NS
CSE1L,-0.5479334214580636,5.756572555835097e-4,0.01677975309674703,3.239836017120171,TRUE,Down
TFG,0.4908529969734942,0.07952597561840272,0.28861011662049446,1.0994909942974336,FALSE,NS
SNX2,0.964384836754448,0.00322558677544723,0.00395676298863659,2.4913912701267837,TRUE,Up
PDCD6IP,0.27934253678782106,0.02282658991317885,0.3478906485578923,1.6415589633457877,FALSE,NS
RPS19,0.2520072339120798,0.1452336006367055,0.6149429810042679,0.8379328954613974,FALSE,NS
CTBP1,0.3316863282682565,0.1109909039361584,0.4823195651535328,0.9547126115935394,FALSE,NS
