gene,logFC_Training_CRE,logFC_Training_PLA,pi_score_CRE,pi_score_PLA,pi_score_Interaction,significance,quadrant,imputed
SMYD5,-0.524,-0.6639,0.248336,0.24273,0.96554,NS,Concordant Down,TRUE
HK2,-0.2134,0.9728,0.893706,0.122184,0.074157,NS,Discordant (CRE Down / PLA Up),TRUE
POFUT1,-0.3101,0.8718,0.759037,0.253985,0.097202,NS,Discordant (CRE Down / PLA Up),TRUE
DCLK1,0.4735,-0.7078,0.732475,0.297583,0.14641,NS,Discordant (CRE Up / PLA Down),TRUE
PFDN1,-0.3258,-0.8551,0.645706,0.058798,0.508443,NS,Concordant Down,TRUE
MRPL48,0.1165,1.0633,0.980262,0.215096,0.393157,NS,Concordant Up,TRUE
C1QA,0.2924,-0.8856,0.854476,0.237492,0.132926,NS,Discordant (CRE Up / PLA Down),TRUE
VIM,0.7875,-0.387,0.439802,0.856524,0.287575,NS,Discordant (CRE Up / PLA Down),FALSE
PAIP1,-0.5715,-0.6019,0.381216,0.491465,0.99895,NS,Concordant Down,TRUE
TNNC2,0.2205,0.9507,0.928048,0.178115,0.529435,NS,Concordant Up,TRUE
ATE1,0.3033,0.8677,0.787324,0.303423,0.680445,NS,Concordant Up,TRUE
EIF4G2,-0.5154,-0.6548,0.221094,0.148845,0.958219,NS,Concordant Down,TRUE
RNF181,-0.7141,-0.4537,0.164962,0.766956,0.931801,NS,Concordant Down,TRUE
ANXA2,0.6269,-0.5387,0.494537,0.636561,0.167906,NS,Discordant (CRE Up / PLA Down),FALSE
PRG4,0.3163,0.8491,0.889459,0.513403,0.826565,NS,Concordant Up,TRUE
NEB,0.4889,0.6752,0.738916,0.587871,0.975737,NS,Concordant Up,TRUE
CAVIN3,-0.0234,-1.1403,0.999215,0.05549,0.160423,NS,Concordant Down,TRUE
RHOG,0.5551,-0.6079,0.423237,0.454626,0.074076,NS,Discordant (CRE Up / PLA Down),TRUE
MFGE8,0.726,-0.4362,0.442289,0.816556,0.268336,NS,Discordant (CRE Up / PLA Down),TRUE
TTN,0.488,0.673,0.663651,0.477733,0.968612,NS,Concordant Up,TRUE
SLC25A6,-0.2266,0.9324,0.893375,0.070352,0.05527,NS,Discordant (CRE Down / PLA Up),FALSE
CA2,0.1757,-0.9805,0.951141,0.115103,0.124198,NS,Discordant (CRE Up / PLA Down),FALSE
HHATL,-0.2989,-0.856,0.78536,0.072114,0.539383,NS,Concordant Down,TRUE
S100A4,0.4753,-0.6793,0.619166,0.371523,0.102889,NS,Discordant (CRE Up / PLA Down),FALSE
PLIN4,0.0973,-1.0568,0.983998,0.051463,0.093301,NS,Discordant (CRE Up / PLA Down),FALSE
DMTN,0.1968,-0.9557,0.941714,0.107226,0.123711,NS,Discordant (CRE Up / PLA Down),TRUE
PTBP1,0.8115,-0.3363,0.140283,0.805027,0.079783,NS,Discordant (CRE Up / PLA Down),TRUE
MYH13,-0.3534,0.7932,0.8255,0.365721,0.19734,NS,Discordant (CRE Down / PLA Up),TRUE
STMN1,0.3029,-0.8435,0.797936,0.120428,0.054929,NS,Discordant (CRE Up / PLA Down),TRUE
CTPS1,0.2982,0.8477,0.774028,0.109175,0.559873,NS,Concordant Up,TRUE
SEPTIN10,0.1472,-0.996,0.938206,0.128158,0.088818,NS,Discordant (CRE Up / PLA Down),TRUE
DERA,-0.3257,-0.8145,0.7464,0.078193,0.61988,NS,Concordant Down,TRUE
HSPH1,0.5353,0.6038,0.489362,0.419562,0.994159,NS,Concordant Up,TRUE
SNU13,-0.3395,0.795,0.707869,0.212693,0.064318,NS,Discordant (CRE Down / PLA Up),TRUE
HEXB,0.7101,0.4239,0.593039,0.851536,0.952,NS,Concordant Up,TRUE
MYL4,0.7283,0.4028,0.403949,0.829625,0.914837,NS,Concordant Up,TRUE
ACTA1,0.5003,0.6265,0.601384,0.462031,0.983271,NS,Concordant Up,FALSE
RPL36AL,-0.7643,-0.3621,0.393706,0.807781,0.851402,NS,Concordant Down,TRUE
CCDC22,-0.0203,1.1043,0.999276,0.066275,0.125283,NS,Discordant (CRE Down / PLA Up),TRUE
CSTA,0.1335,-0.9899,0.964705,0.055547,0.076108,NS,Discordant (CRE Up / PLA Down),TRUE
TIMM10,-0.781,-0.3371,0.152618,0.819393,0.758996,NS,Concordant Down,TRUE
MYOZ2,0.536,-0.5794,0.78707,0.811431,0.518204,NS,Discordant (CRE Up / PLA Down),TRUE
PLIN1,-0.2001,-0.9144,0.96679,0.42364,0.717275,NS,Concordant Down,TRUE
TRA2B,0.7366,0.3678,0.262231,0.863576,0.882678,NS,Concordant Up,TRUE
COL15A1,1.0321,-0.0672,0.075776,0.993399,0.15464,NS,Discordant (CRE Up / PLA Down),TRUE
TRMT10C,-0.5581,-0.5389,0.309779,0.662585,0.999633,NS,Concordant Down,TRUE
MAPK12,-0.5137,-0.5806,0.324749,0.282904,0.992127,NS,Concordant Down,TRUE
ARL1,-0.3336,-0.7585,0.83851,0.38715,0.83193,NS,Concordant Down,TRUE
MRPS36,-0.5233,-0.5645,0.317844,0.29954,0.997032,NS,Concordant Down,TRUE
NDUFB5,0.1849,0.9017,0.927646,0.092985,0.394756,NS,Concordant Up,TRUE
ANXA5,0.4618,-0.624,0.652856,0.462974,0.155776,NS,Discordant (CRE Up / PLA Down),FALSE
CRADD,0.0503,1.0348,0.995854,0.082413,0.218372,NS,Concordant Up,TRUE
AKR1C2,0.1435,-0.9337,0.965105,0.114687,0.139727,NS,Discordant (CRE Up / PLA Down),TRUE
NRP1,0.1678,-0.9042,0.929064,0.08557,0.069936,NS,Discordant (CRE Up / PLA Down),TRUE
CPA3,-0.3148,-0.7556,0.708175,0.07217,0.627454,NS,Concordant Down,TRUE
DYNLT1,0.5674,0.5014,0.230303,0.536321,0.99345,NS,Concordant Up,TRUE
RNF7,-0.5178,0.5508,0.497985,0.450609,0.091817,NS,Discordant (CRE Down / PLA Up),TRUE
CRYL1,-0.6226,-0.4455,0.221974,0.549859,0.947094,NS,Concordant Down,TRUE
KRT10,0.4234,-0.6439,0.781816,0.565048,0.296295,NS,Discordant (CRE Up / PLA Down),FALSE
ADH1B,-0.0208,-1.0457,0.999453,0.127063,0.274106,NS,Concordant Down,FALSE
CNBP,-0.5386,0.525,0.395173,0.421095,0.054956,NS,Discordant (CRE Down / PLA Up),TRUE
TCAP,0.4361,0.6273,0.657918,0.513712,0.961927,NS,Concordant Up,TRUE
TSTD1,0.8345,0.2273,0.07875,0.824883,0.403549,NS,Concordant Up,TRUE
XIRP1,-0.6611,0.4004,0.214294,0.664734,0.065812,NS,Discordant (CRE Down / PLA Up),TRUE
HSDL1,-0.1778,-0.8825,0.910155,0.091929,0.342424,NS,Concordant Down,TRUE
MINDY3,-0.7733,0.2831,0.118132,0.826613,0.072599,NS,Discordant (CRE Down / PLA Up),TRUE
OGN,0.8099,0.2439,0.196521,0.907039,0.652219,NS,Concordant Up,TRUE
BDH1,-0.8342,0.2167,0.113997,0.912735,0.10964,NS,Discordant (CRE Down / PLA Up),TRUE
TPM3,0.4812,0.5671,0.704977,0.631758,0.993966,NS,Concordant Up,FALSE
PALLD,-0.7195,0.3253,0.243255,0.747269,0.090735,NS,Discordant (CRE Down / PLA Up),TRUE
KPNA3,-0.2069,0.8355,0.887562,0.072496,0.05219,NS,Discordant (CRE Down / PLA Up),TRUE
PITPNB,-0.414,-0.6278,0.634277,0.298099,0.932171,NS,Concordant Down,TRUE
CAT,0.2207,-0.8159,0.926367,0.273913,0.223841,NS,Discordant (CRE Up / PLA Down),FALSE
ANP32E,0.2398,0.7956,0.902246,0.225548,0.654728,NS,Concordant Up,TRUE
COX6A2,-0.3889,0.6461,0.815196,0.516466,0.296223,NS,Discordant (CRE Down / PLA Up),TRUE
LAMB2,0.6872,-0.3463,0.38047,0.849937,0.254207,NS,Discordant (CRE Up / PLA Down),TRUE
ADSS2,-0.483,0.548,0.461278,0.390994,0.062699,NS,Discordant (CRE Down / PLA Up),FALSE
STBD1,-0.1662,0.8639,0.930736,0.055635,0.05807,NS,Discordant (CRE Down / PLA Up),FALSE
NDUFB1,0.2961,0.7326,0.73475,0.111092,0.644572,NS,Concordant Up,TRUE
LAMC1,0.4957,-0.5181,0.637899,0.656105,0.258238,NS,Discordant (CRE Up / PLA Down),TRUE
CD34,0.5543,-0.4547,0.210739,0.589319,0.067065,NS,Discordant (CRE Up / PLA Down),TRUE
ARHGDIB,0.4586,-0.5421,0.574306,0.471612,0.125409,NS,Discordant (CRE Up / PLA Down),TRUE
GSTM4,0.0719,-0.92490000000000006,0.992775,0.272265,0.318152,NS,Discordant (CRE Up / PLA Down),TRUE
RPL27,0.3922,0.6031,0.467037,0.149019,0.893288,NS,Concordant Up,TRUE
MGST1,-0.5173,-0.4769,0.718135,0.761979,0.998862,NS,Concordant Down,TRUE
DYNC1LI2,0.2433,-0.747,0.838438,0.185234,0.092359,NS,Discordant (CRE Up / PLA Down),TRUE
MRPL45,0.0487,-0.9416,0.994345,0.091296,0.12795,NS,Discordant (CRE Up / PLA Down),TRUE
PLN,-0.6152,0.3706,0.274165,0.700562,0.098316,NS,Discordant (CRE Down / PLA Up),TRUE
CCDC43,-0.4993,0.4861,0.603243,0.691043,0.272663,NS,Discordant (CRE Down / PLA Up),TRUE
PDLIM2,-0.5886,0.3965,0.3576,0.739146,0.172216,NS,Discordant (CRE Down / PLA Up),TRUE
PNPO,-0.6285,-0.3566,0.071683,0.562435,0.81003,NS,Concordant Down,TRUE
DEFA3,0.206,-0.778,0.932703,0.271293,0.233892,NS,Discordant (CRE Up / PLA Down),TRUE
STX4,-0.2367,-0.745,0.787929,0.232445,0.597321,NS,Concordant Down,TRUE
NT5E,0.5378,-0.4436,0.409961,0.657054,0.146897,NS,Discordant (CRE Up / PLA Down),TRUE
BAX,0.2383,0.7426,0.881967,0.163521,0.635706,NS,Concordant Up,TRUE
LUM,0.814,-0.1667,0.21809,0.960086,0.247143,NS,Discordant (CRE Up / PLA Down),FALSE
AKT1,0.4116,0.5678,0.520613,0.306168,0.95447,NS,Concordant Up,TRUE
ADPRH,-0.6248,0.3537,0.350983,0.772,0.166437,NS,Discordant (CRE Down / PLA Up),TRUE
GSTM1,0.2258,-0.7482,0.933315,0.395514,0.328933,NS,Discordant (CRE Up / PLA Down),TRUE
NID1,0.489,-0.4847,0.594393,0.649478,0.227148,NS,Discordant (CRE Up / PLA Down),TRUE
RCN2,0.3717,0.6017,0.441792,0.084854,0.847361,NS,Concordant Up,TRUE
AGMAT,-0.0622,-0.9108,0.991864,0.126187,0.272426,NS,Concordant Down,TRUE
OXSM,-0.378,0.5939,0.539298,0.370247,0.081343,NS,Discordant (CRE Down / PLA Up),TRUE
H1-0,-0.4006,0.5709,0.552215,0.315333,0.062721,NS,Discordant (CRE Down / PLA Up),TRUE
HDHD5,-0.4465,0.5245,0.513984,0.413367,0.082874,NS,Discordant (CRE Down / PLA Up),TRUE
LAMA4,0.0909,-0.878,0.991929,0.252113,0.390308,NS,Discordant (CRE Up / PLA Down),TRUE
RPS15,-0.448,0.5184,0.822638,0.76008,0.493872,NS,Discordant (CRE Down / PLA Up),TRUE
GMPR2,-0.3326,-0.6337,0.782146,0.2818,0.86971,NS,Concordant Down,TRUE
JCHAIN,0.3772,-0.5888,0.840794,0.667972,0.427332,NS,Discordant (CRE Up / PLA Down),TRUE
NT5C2,0.3585,0.6069,0.596835,0.279245,0.883986,NS,Concordant Up,TRUE
RPL36,0.5535,-0.4102,0.300042,0.603551,0.078502,NS,Discordant (CRE Up / PLA Down),TRUE
MYL9,0.4067,0.5567,0.5753,0.352177,0.962272,NS,Concordant Up,TRUE
SESN1,-0.4217,-0.5415,0.37689,0.218016,0.965531,NS,Concordant Down,TRUE
SYNPO2,-0.0185,0.9411,0.999374,0.068361,0.161913,NS,Discordant (CRE Down / PLA Up),FALSE
VAMP5,-0.2065,0.7524,0.86629,0.231595,0.124688,NS,Discordant (CRE Down / PLA Up),TRUE
CTSZ,0.5697,-0.3884,0.230139,0.620032,0.061017,NS,Discordant (CRE Up / PLA Down),TRUE
PDCL3,0.2198,0.7382,0.766827,0.185072,0.523375,NS,Concordant Up,TRUE
PRKAA1,-0.3512,0.6054,0.71567,0.385114,0.143479,NS,Discordant (CRE Down / PLA Up),TRUE
RPL32,0.6215,0.332,0.481021,0.853906,0.917704,NS,Concordant Up,TRUE
UQCRQ,-0.1366,0.8123,0.953468,0.08012,0.09364,NS,Discordant (CRE Down / PLA Up),FALSE
S100A11,0.6187,-0.3296,0.420615,0.834415,0.255162,NS,Discordant (CRE Up / PLA Down),TRUE
CRIP1,0.368,-0.58,0.739538,0.499159,0.219193,NS,Discordant (CRE Up / PLA Down),TRUE
GMFB,0.1991,0.7467,0.913232,0.158442,0.570749,NS,Concordant Up,TRUE
FXYD1,-0.4396,-0.506,0.504904,0.438406,0.992829,NS,Concordant Down,TRUE
PPIA,0.4169,-0.5286,0.600948,0.449635,0.125281,NS,Discordant (CRE Up / PLA Down),FALSE
CARHSP1,-0.2656,-0.6759,0.886171,0.397973,0.818138,NS,Concordant Down,TRUE
EPB41L3,0.1235,-0.8177,0.958658,0.105942,0.105296,NS,Discordant (CRE Up / PLA Down),TRUE
MARS1,-0.457,-0.4832,0.642596,0.707929,0.99935,NS,Concordant Down,TRUE
CAVIN1,0.2027,-0.7355,0.927104,0.288309,0.234501,NS,Discordant (CRE Up / PLA Down),FALSE
FBP1,0.311,0.6271,0.787396,0.301506,0.85022,NS,Concordant Up,TRUE
LTF,0.1379,-0.7987,0.959951,0.164736,0.169887,NS,Discordant (CRE Up / PLA Down),TRUE
RAB5B,-0.4813,-0.4551,0.226242,0.322091,0.998368,NS,Concordant Down,TRUE
ANXA1,0.5887,-0.3473,0.582382,0.85804,0.387194,NS,Discordant (CRE Up / PLA Down),FALSE
NDUFS5,0.0823,0.8511,0.985122,0.08027,0.27737,NS,Concordant Up,FALSE
RPS23,-0.8309,0.1025,0.146857,0.979603,0.188715,NS,Discordant (CRE Down / PLA Up),TRUE
MYH11,0.0054,0.9278,0.999948,0.078771,0.196732,NS,Concordant Up,TRUE
ITGA1,0.1655,-0.7669,0.904411,0.075638,0.053368,NS,Discordant (CRE Up / PLA Down),TRUE
SSR4,0.7317,-0.1991,0.069495,0.878948,0.054096,NS,Discordant (CRE Up / PLA Down),TRUE
LMCD1,-0.3259,0.604,0.746079,0.330082,0.132597,NS,Discordant (CRE Down / PLA Up),FALSE
GET4,0.2219,0.7072,0.847175,0.171253,0.58812,NS,Concordant Up,TRUE
TSNAX,-0.4231,-0.5057,0.262431,0.135711,0.978869,NS,Concordant Down,TRUE
LGALS3,0.5075,-0.4212,0.533536,0.689885,0.21464,NS,Discordant (CRE Up / PLA Down),FALSE
BPGM,0.3069,-0.6216,0.817909,0.402498,0.214663,NS,Discordant (CRE Up / PLA Down),FALSE
CD36,0.2027,-0.7248,0.93329,0.340576,0.281672,NS,Discordant (CRE Up / PLA Down),FALSE
NDUFA13,0.1432,0.7842,0.950068,0.106596,0.405855,NS,Concordant Up,FALSE
DHX15,0.0022,0.9245,0.999992,0.107105,0.242691,NS,Concordant Up,TRUE
AGFG1,0.5965,-0.3301,0.365076,0.814006,0.214269,NS,Discordant (CRE Up / PLA Down),TRUE
MCAM,-0.3695,-0.5569,0.805302,0.688886,0.971799,NS,Concordant Down,TRUE
PDP1,-0.1644,0.7619,0.912393,0.094131,0.069376,NS,Discordant (CRE Down / PLA Up),TRUE
SPARC,0.6118,-0.313,0.29159,0.753349,0.118938,NS,Discordant (CRE Up / PLA Down),TRUE
CALD1,0.7408,0.1836,0.120154,0.9246,0.529647,NS,Concordant Up,TRUE
SPR,-0.141,0.7809,0.945298,0.07482,0.082622,NS,Discordant (CRE Down / PLA Up),FALSE
NUDT19,0.5958,0.3242,0.345691,0.841955,0.910918,NS,Concordant Up,TRUE
ALDH5A1,-0.2395,0.6794,0.825881,0.137251,0.07017,NS,Discordant (CRE Down / PLA Up),FALSE
PFKM,-0.1863,0.7312,0.912786,0.14797,0.118409,NS,Discordant (CRE Down / PLA Up),FALSE
MYH10,0.4915,-0.4256,0.384364,0.566526,0.093976,NS,Discordant (CRE Up / PLA Down),TRUE
GSN,0.7057,-0.2113,0.205153,0.912063,0.177113,NS,Discordant (CRE Up / PLA Down),FALSE
CHMP3,-0.7313,0.1842,0.093003,0.92059,0.108441,NS,Discordant (CRE Down / PLA Up),TRUE
PHKA2,0.5011,0.4125,0.512139,0.708197,0.990418,NS,Concordant Up,TRUE
TUBB6,0.4606,-0.4514,0.609962,0.652047,0.234604,NS,Discordant (CRE Up / PLA Down),FALSE
CKMT2,-0.1542,0.7566,0.943671,0.140413,0.137413,NS,Discordant (CRE Down / PLA Up),FALSE
ADHFE1,-0.1467,0.7638,0.955173,0.165849,0.175737,NS,Discordant (CRE Down / PLA Up),TRUE
CYBRD1,0.4922,-0.4177,0.620261,0.706606,0.276432,NS,Discordant (CRE Up / PLA Down),TRUE
ANK3,-0.336,0.5733,0.614951,0.354364,0.094705,NS,Discordant (CRE Down / PLA Up),TRUE
RAB8A,0.4696,-0.4355,0.572044,0.661168,0.219739,NS,Discordant (CRE Up / PLA Down),TRUE
YWHAZ,0.5111,-0.3931,0.469891,0.688985,0.179641,NS,Discordant (CRE Up / PLA Down),FALSE
FCN3,-0.8641,-0.0363,0.164545,0.997793,0.333746,NS,Concordant Down,TRUE
LXN,0.2142,-0.6857,0.902095,0.267537,0.1935,NS,Discordant (CRE Up / PLA Down),TRUE
MRPL40,0.323,0.5765,0.719805,0.467948,0.907985,NS,Concordant Up,TRUE
TMA7,-0.2443,0.6542,0.921719,0.635871,0.486611,NS,Discordant (CRE Down / PLA Up),TRUE
CTSH,0.8945,0.003,0.075765,0.99999,0.346803,NS,Concordant Up,TRUE
MSN,0.4775,-0.4173,0.4535,0.594326,0.126243,NS,Discordant (CRE Up / PLA Down),FALSE
FAHD2A,-0.1842,0.71,0.892629,0.109439,0.076479,NS,Discordant (CRE Down / PLA Up),TRUE
PTGDS,0.387,-0.5051,0.728707,0.583721,0.268363,NS,Discordant (CRE Up / PLA Down),TRUE
PPP1R2,-0.6663,0.2244,0.110676,0.844873,0.068291,NS,Discordant (CRE Down / PLA Up),TRUE
EMD,-0.654,-0.2363,0.152431,0.83922,0.662873,NS,Concordant Down,TRUE
NUDCD3,0.5932,-0.2964,0.208461,0.845102,0.190769,NS,Discordant (CRE Up / PLA Down),TRUE
MRPS22,-0.5219,0.366,0.313089,0.693788,0.124678,NS,Discordant (CRE Down / PLA Up),TRUE
IQGAP1,0.7041,0.1838,0.129001,0.918982,0.554922,NS,Concordant Up,FALSE
TPM4,0.7832,-0.1035,0.14315,0.980624,0.216914,NS,Discordant (CRE Up / PLA Down),FALSE
KRT2,0.5767,-0.3091,0.573086,0.868378,0.384242,NS,Discordant (CRE Up / PLA Down),TRUE
STEAP4,0.0846,0.8006,0.9802,0.341703,0.478833,NS,Concordant Up,TRUE
GAA,0.3857,0.4981,0.339667,0.18724,0.962179,NS,Concordant Up,TRUE
GGPS1,-0.5932,0.2884,0.591178,0.895319,0.43806,NS,Discordant (CRE Down / PLA Up),TRUE
STOM,0.2539,-0.627,0.892177,0.45637,0.317466,NS,Discordant (CRE Up / PLA Down),FALSE
RPS13,0.3374,0.5431,0.610641,0.272914,0.907408,NS,Concordant Up,TRUE
RAB2B,-0.7274,0.1524,0.078076,0.937025,0.095428,NS,Discordant (CRE Down / PLA Up),TRUE
COX20,-0.6316,0.2467,0.255406,0.944316,0.439516,NS,Discordant (CRE Down / PLA Up),TRUE
SELENBP1,-0.0605,-0.816,0.991822,0.091726,0.275814,NS,Concordant Down,FALSE
PPP1R3A,0.1772,-0.6991,0.919498,0.194701,0.152804,NS,Discordant (CRE Up / PLA Down),TRUE
FABP5,0.4335,-0.4423,0.443533,0.464225,0.077074,NS,Discordant (CRE Up / PLA Down),FALSE
RPL31,0.1824,0.6933,0.894422,0.104616,0.492815,NS,Concordant Up,FALSE
ATP5F1D,0.6285,0.2471,0.155792,0.828068,0.711483,NS,Concordant Up,FALSE
TMLHE,-0.6639,-0.2097,0.100753,0.854966,0.559058,NS,Concordant Down,TRUE
MYOT,-0.182,0.6911,0.937541,0.328701,0.273478,NS,Discordant (CRE Down / PLA Up),TRUE
UQCR11,0.0699,0.8028,0.987392,0.05642,0.233029,NS,Concordant Up,TRUE
PPIF,-0.2154,0.6568,0.901708,0.307642,0.220762,NS,Discordant (CRE Down / PLA Up),FALSE
L3HYPDH,-0.3846,-0.4872,0.420628,0.398452,0.977113,NS,Concordant Down,TRUE
PDZK1IP1,-0.1318,0.7394,0.970313,0.369143,0.346225,NS,Discordant (CRE Down / PLA Up),TRUE
DAG1,-0.6528,-0.2183,0.057297,0.825636,0.535573,NS,Concordant Down,FALSE
SRI,0.2091,-0.6605,0.893172,0.239572,0.16652,NS,Discordant (CRE Up / PLA Down),FALSE
ADH1C,-0.2442,-0.6248,0.849341,0.461188,0.814052,NS,Concordant Down,TRUE
CAB39L,0.272,-0.5969,0.832884,0.311727,0.179263,NS,Discordant (CRE Up / PLA Down),TRUE
EIF2B3,-0.3566,0.5123,0.407595,0.436399,0.085062,NS,Discordant (CRE Down / PLA Up),TRUE
PELO,-0.1765,-0.6908,0.88795,0.117778,0.470574,NS,Concordant Down,TRUE
CMBL,-0.5668,0.3003,0.280028,0.770283,0.127995,NS,Discordant (CRE Down / PLA Up),FALSE
CDNF,-0.1769,0.6891,0.912898,0.483217,0.338518,NS,Discordant (CRE Down / PLA Up),TRUE
TUBA1B,0.4779,-0.3877,0.43788,0.633204,0.136077,NS,Discordant (CRE Up / PLA Down),FALSE
PTPA,-0.3355,-0.5289,0.559962,0.211813,0.903713,NS,Concordant Down,FALSE
ATG7,0.6297,0.2344,0.079037,0.896921,0.740658,NS,Concordant Up,TRUE
TOMM5,-0.6016,0.2624,0.21426,0.815015,0.118348,NS,Discordant (CRE Down / PLA Up),TRUE
C12orf57,-0.526,0.338,0.21977,0.764229,0.14563,NS,Discordant (CRE Down / PLA Up),TRUE
LIMS3,-0.2438,0.6198,0.785608,0.466537,0.23836,NS,Discordant (CRE Down / PLA Up),TRUE
HSPA1L,-0.4681,0.3932,0.357033,0.54215,0.074349,NS,Discordant (CRE Down / PLA Up),FALSE
SNX17,-0.7331,0.1271,0.529549,0.983715,0.538824,NS,Discordant (CRE Down / PLA Up),TRUE
ENO1,0.1593,-0.7002,0.930611,0.142793,0.127415,NS,Discordant (CRE Up / PLA Down),FALSE
S100B,-0.048,-0.8111,0.998053,0.573725,0.696277,NS,Concordant Down,TRUE
CHDH,-0.5147,-0.3421,0.212306,0.620606,0.929013,NS,Concordant Down,TRUE
TNNC1,-0.1905,0.666,0.941753,0.433313,0.361489,NS,Discordant (CRE Down / PLA Up),TRUE
MTIF2,-0.317,0.5389,0.642748,0.575908,0.243147,NS,Discordant (CRE Down / PLA Up),TRUE
VKORC1L1,-0.1509,-0.704,0.918929,0.097917,0.400112,NS,Concordant Down,TRUE
ETFRF1,-0.4756,-0.3792,0.530246,0.660555,0.986148,NS,Concordant Down,TRUE
MLIP,0.7124,-0.1402,0.332776,0.971694,0.363492,NS,Discordant (CRE Up / PLA Down),TRUE
CPT1B,-0.3653,0.4868,0.581992,0.408214,0.101028,NS,Discordant (CRE Down / PLA Up),TRUE
RPL30,0.2164,0.6337,0.811032,0.089736,0.562849,NS,Concordant Up,FALSE
RPS27A,0.2938,-0.5562,0.734896,0.288649,0.107395,NS,Discordant (CRE Up / PLA Down),FALSE
TIMM13,-0.4727,0.3743,0.463217,0.653092,0.15519,NS,Discordant (CRE Down / PLA Up),TRUE
MAPT,-0.1981,0.6488,0.86756,0.127777,0.080079,NS,Discordant (CRE Down / PLA Up),FALSE
JPT1,-0.5264,-0.3203,0.66846,0.821035,0.958816,NS,Concordant Down,TRUE
UBE2D1,-0.8122,-0.0338,0.096064,0.997859,0.286784,NS,Concordant Down,TRUE
CASP3,0.6086,-0.2372,0.274551,0.931841,0.369647,NS,Discordant (CRE Up / PLA Down),TRUE
COQ6,-0.681,0.1644,0.194095,0.942049,0.199205,NS,Discordant (CRE Down / PLA Up),TRUE
PFKFB1,-0.3085,-0.5364,0.588868,0.286099,0.873534,NS,Concordant Down,TRUE
PDXK,0.2979,-0.5465,0.684245,0.236866,0.069851,NS,Discordant (CRE Up / PLA Down),FALSE
ALDH2,0.1639,-0.6796,0.933142,0.201331,0.174564,NS,Discordant (CRE Up / PLA Down),FALSE
CLEC3B,0.5573,0.2853,0.411319,0.839563,0.896374,NS,Concordant Up,FALSE
SEPTIN11,0.634,-0.2085,0.134596,0.868646,0.094611,NS,Discordant (CRE Up / PLA Down),TRUE
CCDC93,0.4896,0.3525,0.591556,0.750805,0.976537,NS,Concordant Up,TRUE
OBSCN,0.685,0.1561,0.226364,0.956405,0.630694,NS,Concordant Up,TRUE
SSPN,-0.7071,0.1335,0.060157,0.946578,0.084065,NS,Discordant (CRE Down / PLA Up),TRUE
RNF126,-0.5081,-0.3307,0.119467,0.55719,0.903065,NS,Concordant Down,TRUE
RPL4,0.3757,0.4612,0.279623,0.152519,0.973759,NS,Concordant Up,FALSE
EHD2,0.1814,-0.6553,0.949305,0.446396,0.388513,NS,Discordant (CRE Up / PLA Down),FALSE
SPTAN1,0.4929,-0.3412,0.524845,0.776811,0.268426,NS,Discordant (CRE Up / PLA Down),FALSE
ARF4,0.4169,-0.4171,0.458315,0.494977,0.090569,NS,Discordant (CRE Up / PLA Down),FALSE
CAVIN4,-0.2507,0.5833,0.800937,0.253086,0.116547,NS,Discordant (CRE Down / PLA Up),TRUE
SLC16A1,0.205,0.6258,0.905701,0.322418,0.738439,NS,Concordant Up,FALSE
PGM5,-0.4376,0.393,0.431829,0.55624,0.102558,NS,Discordant (CRE Down / PLA Up),FALSE
CD99,-0.3082,0.5219,0.833965,0.290103,0.239805,NS,Discordant (CRE Down / PLA Up),TRUE
PROS1,-0.2806,-0.5492,0.855114,0.507842,0.911056,NS,Concordant Down,TRUE
FBXO7,-0.1119,0.7165,0.973733,0.209164,0.241072,NS,Discordant (CRE Down / PLA Up),TRUE
SNX1,0.4126,-0.4156,0.607657,0.661684,0.240694,NS,Discordant (CRE Up / PLA Down),TRUE
PRPSAP2,-0.5331,-0.2943,0.250502,0.738593,0.87753,NS,Concordant Down,TRUE
MAOA,-0.1537,-0.6727,0.935585,0.170702,0.534708,NS,Concordant Down,FALSE
MOGS,0.4576,0.3677,0.319901,0.566343,0.982006,NS,Concordant Up,TRUE
DCPS,-0.2136,0.6107,0.841247,0.174862,0.096149,NS,Discordant (CRE Down / PLA Up),TRUE
FDXR,-0.2831,0.5402,0.773178,0.473618,0.22034,NS,Discordant (CRE Down / PLA Up),TRUE
TNXB,0.4773,0.3459,0.566925,0.768726,0.977719,NS,Concordant Up,TRUE
TNNI2,0.316,0.5066,0.857248,0.69829,0.968036,NS,Concordant Up,TRUE
CSRP3,0.1077,0.7147,0.961838,0.075778,0.316716,NS,Concordant Up,TRUE
ENDOD1,-0.2296,0.5927,0.819795,0.190303,0.094339,NS,Discordant (CRE Down / PLA Up),FALSE
PRKCD,-0.3666,-0.455,0.69961,0.528794,0.988108,NS,Concordant Down,TRUE
DENR,-0.3279,-0.493,0.626355,0.39205,0.943313,NS,Concordant Down,TRUE
UBE2B,0.026,-0.7938,0.998025,0.201484,0.236434,NS,Discordant (CRE Up / PLA Down),TRUE
GOT2,-0.103,0.7159,0.976329,0.190351,0.2259,NS,Discordant (CRE Down / PLA Up),FALSE
ISOC2,-0.2531,0.5654,0.765172,0.199746,0.078746,NS,Discordant (CRE Down / PLA Up),FALSE
PDIA3,0.5562,-0.2621,0.270924,0.814935,0.146591,NS,Discordant (CRE Up / PLA Down),FALSE
