pathway,NES_CvH,padj_CvH,NES_TCR,padj_TCR,sig_CvH,sig_TCR,sig_class,direction
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-2.512654675451224,2.249132935959545e-10,1.6690734410289139,0.01844304327821786,TRUE,TRUE,Sig Both,Reversed
HALLMARK_HEME_METABOLISM,2.611898716620129,7.223677515970717e-9,-1.0023380058068163,0.7984729181579576,TRUE,FALSE,Sig Cancer only,NS
GOBP_ACTIN_FILAMENT_ORGANIZATION,2.385178599014186,5.765883978151439e-8,2.4027968914414255,3.958983034276662e-6,TRUE,TRUE,Sig Both,Exacerbated
REACTOME_NEUTROPHIL_DEGRANULATION,2.1073429322709307,2.67628189837879e-6,1.1169802451405482,0.5441390107954001,TRUE,FALSE,Sig Cancer only,NS
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,-2.4064579544938023,8.64109382771719e-6,1.57871165077157,0.092708666123896,TRUE,FALSE,Sig Cancer only,NS
REACTOME_TRANSLATION,-2.0013044021712547,8.926632292374937e-6,1.0122781381398964,0.7777056840673374,TRUE,FALSE,Sig Cancer only,NS
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,-2.229405994189496,3.813629329648907e-5,1.8057786944988545,0.01711023921465463,TRUE,TRUE,Sig Both,Reversed
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,-2.308334981747074,8.890293420542284e-5,1.882027586727803,0.01711023921465463,TRUE,TRUE,Sig Both,Reversed
GOBP_CELL_SUBSTRATE_ADHESION,2.204987122038322,1.1359280710270453e-4,1.2737821809801282,0.3775321708446696,TRUE,FALSE,Sig Cancer only,NS
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2.230291135232031,1.3963555697760525e-4,2.2185724355219416,0.004008370508698696,TRUE,TRUE,Sig Both,Exacerbated
GOBP_AMINO_ACID_ACTIVATION,-2.3967828302031937,1.4424984006367855e-4,1.1226502133604848,0.6487266941812396,TRUE,FALSE,Sig Cancer only,NS
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,2.2731847119364645,1.688334259819786e-4,1.1179738254023561,0.6552423878791426,TRUE,FALSE,Sig Cancer only,NS
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,-2.400657812793611,2.1656760784542254e-4,1.450642099586057,0.24918288233505625,TRUE,FALSE,Sig Cancer only,NS
GOSLIM_AMINO_ACID_METABOLIC_PROCESS,-2.0104092596615906,3.467691669355963e-4,-1.0574413597754275,0.7033381717721849,TRUE,FALSE,Sig Cancer only,NS
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,-2.2888646593645903,4.796593562307078e-4,1.3420724027386615,0.36502099947288774,TRUE,FALSE,Sig Cancer only,NS
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,2.172379344904905,5.14096537232081e-4,1.0912875976606493,0.6741165955976501,TRUE,FALSE,Sig Cancer only,NS
REACTOME_TRNA_AMINOACYLATION,-2.313507460435502,5.14096537232081e-4,1.2387234614686444,0.48694978092349167,TRUE,FALSE,Sig Cancer only,NS
GOBP_AMINO_ACID_METABOLIC_PROCESS,-1.9854531891704672,5.495269899108957e-4,-1.0798349879776103,0.6607470332854656,TRUE,FALSE,Sig Cancer only,NS
GOBP_WOUND_HEALING,2.072079208471941,5.866203809013964e-4,1.648148796237251,0.08194651531912847,TRUE,FALSE,Sig Cancer only,NS
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,2.110428687074913,5.866203809013964e-4,1.560032928088979,0.12186639617446747,TRUE,FALSE,Sig Cancer only,NS
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,2.1107310902460785,7.436075159407991e-4,1.6033226547308466,0.11206097309249172,TRUE,FALSE,Sig Cancer only,NS
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,-2.1375080677425085,9.339876176293258e-4,1.990588886504415,0.015896983948062094,TRUE,TRUE,Sig Both,Reversed
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,-2.2711343803031983,0.0011938383788121253,-0.8209701194396153,0.9619695826828284,TRUE,FALSE,Sig Cancer only,NS
GOBP_CELLULAR_RESPIRATION,-1.738744546029238,0.0011938383788121253,1.1954640759064037,0.38404110122836077,TRUE,FALSE,Sig Cancer only,NS
HALLMARK_APICAL_JUNCTION,2.077978848353232,0.0011938383788121253,1.9285187219993205,0.01844304327821786,TRUE,TRUE,Sig Both,Exacerbated
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,2.0507377530627,0.001311946896402953,1.9946734647095021,0.018285686931217248,TRUE,TRUE,Sig Both,Exacerbated
GOBP_RECEPTOR_INTERNALIZATION,2.180937724877158,0.0013331292092932576,0.6640623585565946,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-1.7252099587621974,0.0016667859762641859,-0.936189266684216,0.9251398773306401,TRUE,FALSE,Sig Cancer only,NS
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,2.0983635877103053,0.001867965967388402,1.344579019674738,0.3956007504846016,TRUE,FALSE,Sig Cancer only,NS
GOBP_FATTY_ACID_CATABOLIC_PROCESS,-2.093498804669195,0.0018842586521569398,1.185989584660818,0.543487633361331,TRUE,FALSE,Sig Cancer only,NS
GOBP_TRNA_METABOLIC_PROCESS,-2.1217478479379523,0.002148630545161412,0.9769407609597616,0.8354840672294471,TRUE,FALSE,Sig Cancer only,NS
GOSLIM_TRNA_METABOLIC_PROCESS,-2.1217478479379523,0.002148630545161412,0.9769407609597616,0.8354840672294471,TRUE,FALSE,Sig Cancer only,NS
GOSLIM_MITOCHONDRION_ORGANIZATION,-1.8509617530050546,0.0022048340800395086,1.010090951462077,0.7761905901989219,TRUE,FALSE,Sig Cancer only,NS
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,2.1081969406327494,0.002254000019897028,1.7269853055698416,0.09757619145019432,TRUE,FALSE,Sig Cancer only,NS
GOSLIM_WOUND_HEALING,1.9892539382161563,0.0025132061223715136,1.5389605459157238,0.13024154454264086,TRUE,FALSE,Sig Cancer only,NS
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,-2.1851125091131376,0.002704390486061682,-0.9473696900440232,0.8580144138843948,TRUE,FALSE,Sig Cancer only,NS
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION,1.9503135484191916,0.003474733448317905,1.3931816754858068,0.2310617068681585,TRUE,FALSE,Sig Cancer only,NS
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,1.9447892383365895,0.003474733448317905,1.3444363266751913,0.2850086633368742,TRUE,FALSE,Sig Cancer only,NS
GOBP_OXIDATIVE_PHOSPHORYLATION,-1.8088139644527488,0.0035604547642092152,1.6341945201858377,0.0588213606552451,TRUE,FALSE,Sig Cancer only,NS
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,2.0777604925372852,0.003648397274272326,0.6448800367803922,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
HALLMARK_COMPLEMENT,1.9913374033703009,0.0038775367776214976,0.9259841733793028,0.900273774856362,TRUE,FALSE,Sig Cancer only,NS
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,1.9841593937623674,0.0042274727414119565,0.911619627894922,0.9172594950834784,TRUE,FALSE,Sig Cancer only,NS
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,2.0562164735516633,0.0043620221519348025,1.5867528406682518,0.17107077291971076,TRUE,FALSE,Sig Cancer only,NS
REACTOME_EPH_EPHRIN_SIGNALING,2.021711551217886,0.0043620221519348025,2.078365184912375,0.015896983948062094,TRUE,TRUE,Sig Both,Exacerbated
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,2.0186704987322606,0.004484553601526519,1.2077878563691329,0.5226724364751919,TRUE,FALSE,Sig Cancer only,NS
REACTOME_RECYCLING_PATHWAY_OF_L1,2.001614729374959,0.005106469635767928,1.1138778915519882,0.6752999191258355,TRUE,FALSE,Sig Cancer only,NS
GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,2.0003800111283323,0.005415089454129083,1.6947974565430195,0.12048148918469216,TRUE,FALSE,Sig Cancer only,NS
