pathway,NES_CvH,padj_CvH,NES_TCR,padj_TCR,sig_CvH,sig_TCR,sig_class,direction
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,1.9595465616789738,0.005685327470143309,0.743982142794421,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOBP_TAXIS,1.955595496625235,0.005685327470143309,1.0635194501713296,0.7202302007716959,TRUE,FALSE,Sig Cancer only,NS
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,1.9880517785753569,0.005940052581671979,1.3482216573211652,0.36502099947288774,TRUE,FALSE,Sig Cancer only,NS
REACTOME_CRISTAE_FORMATION,-2.072002629508725,0.005940052581671979,1.302457454892429,0.42146848076430943,TRUE,FALSE,Sig Cancer only,NS
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,1.907476046045347,0.006262682460844854,1.1300652342716178,0.5924483882341555,TRUE,FALSE,Sig Cancer only,NS
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,-1.755019671370245,0.007031606611910044,-1.1326382814084155,0.5709281395173373,TRUE,FALSE,Sig Cancer only,NS
HALLMARK_XENOBIOTIC_METABOLISM,1.88338771984188,0.007254376229246583,-1.3188937991684855,0.34064452520435184,TRUE,FALSE,Sig Cancer only,NS
GOBP_EPITHELIAL_CELL_DEVELOPMENT,1.9648205901713696,0.007962483240495394,1.0305791854953186,0.7657303370786517,TRUE,FALSE,Sig Cancer only,NS
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,1.8190058021752624,0.007962483240495394,-0.6498519780085166,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
HALLMARK_APOPTOSIS,1.920171297971893,0.007962483240495394,1.4233423170566524,0.2484222996833208,TRUE,FALSE,Sig Cancer only,NS
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,-1.9276629851855904,0.007962483240495394,2.0344453838731353,0.015896983948062094,TRUE,TRUE,Sig Both,Reversed
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,1.9744269412136408,0.008025345382968663,-0.5620486339184151,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOSLIM_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,1.8835160786455853,0.008358239650928976,1.3028794043673704,0.3956007504846016,TRUE,FALSE,Sig Cancer only,NS
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,1.991153164635339,0.008358239650928976,1.023412305064562,0.7803726568883861,TRUE,FALSE,Sig Cancer only,NS
REACTOME_ECM_PROTEOGLYCANS,1.9893735748057717,0.008358239650928976,1.5371103363181446,0.19913304018751224,TRUE,FALSE,Sig Cancer only,NS
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,2.000573494002294,0.00857544886538018,1.6085623218505285,0.14224142429270634,TRUE,FALSE,Sig Cancer only,NS
GOBP_ATP_METABOLIC_PROCESS,-1.6610668959256396,0.008829695903260604,1.240178337098035,0.357489689921143,TRUE,FALSE,Sig Cancer only,NS
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,1.8900369009610474,0.008829695903260604,0.854934942063633,0.9619695826828284,TRUE,FALSE,Sig Cancer only,NS
GOBP_MITOCHONDRION_ORGANIZATION,-1.679224868967114,0.008829695903260604,0.9569316294229798,0.8797122527631277,TRUE,FALSE,Sig Cancer only,NS
GOBP_RENAL_SYSTEM_DEVELOPMENT,2.0019567017033673,0.008829695903260604,0.8552291672229155,0.9489079804286593,TRUE,FALSE,Sig Cancer only,NS
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,1.9944890479963309,0.008829695903260604,1.5103537558182145,0.20265183824162342,TRUE,FALSE,Sig Cancer only,NS
REACTOME_CARDIAC_CONDUCTION,-2.006894076840454,0.009339577647088149,-1.114208157779283,0.6684327641641096,TRUE,FALSE,Sig Cancer only,NS
REACTOME_MITOCHONDRIAL_TRANSLATION,-2.0571474166335473,0.009879538417267962,0.88547325488205,0.9251508953538248,TRUE,FALSE,Sig Cancer only,NS
REACTOME_ION_HOMEOSTASIS,-1.988842019751105,0.012144084263752236,-1.070674457503668,0.7202302007716959,TRUE,FALSE,Sig Cancer only,NS
REACTOME_COMPLEX_I_BIOGENESIS,-1.8475031999860956,0.012421163685419755,2.002390102754285,0.014711379096149639,TRUE,TRUE,Sig Both,Reversed
REACTOME_RAC1_GTPASE_CYCLE,1.9060929264619144,0.013900488275646118,0.6675191277228643,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOBP_ENDOTHELIAL_CELL_DEVELOPMENT,1.9478163555957368,0.01421908107456059,0.7122319877408405,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOBP_REGULATION_OF_CELL_SHAPE,1.936371418287272,0.01421908107456059,1.3795981238135693,0.3425029040134651,TRUE,FALSE,Sig Cancer only,NS
GOBP_ENDOTHELIUM_DEVELOPMENT,1.8987641501858163,0.014565416059560058,-0.4914761283444681,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS,-2.0411825369041416,0.015222335251347238,-0.36498362013295127,1,TRUE,FALSE,Sig Cancer only,NS
REACTOME_MITOCHONDRIAL_BIOGENESIS,-1.8961095702543704,0.015550973393578823,-0.5727706125761145,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,1.8130426545540705,0.015555655388511428,-1.258411776042053,0.4450325224261103,TRUE,FALSE,Sig Cancer only,NS
GOBP_LIPID_MODIFICATION,-1.8674279022395504,0.01590292595771001,1.3334110222216757,0.34119297396982795,TRUE,FALSE,Sig Cancer only,NS
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,-1.5267785339725182,0.01685371656634558,1.1500790682044215,0.4550028701605144,TRUE,FALSE,Sig Cancer only,NS
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,1.8876077468690262,0.01762641242156924,-0.8981792473525926,0.9224499360987095,TRUE,FALSE,Sig Cancer only,NS
HALLMARK_COAGULATION,1.902184693216132,0.01762641242156924,1.0515248999199531,0.7422563393204854,TRUE,FALSE,Sig Cancer only,NS
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,-1.8784111192924318,0.017626487679358194,0.9065565451337024,0.9251398773306401,TRUE,FALSE,Sig Cancer only,NS
GOBP_REGULATION_OF_BODY_FLUID_LEVELS,1.8115644243252382,0.019048722920546646,1.2029692386692403,0.49865408866039385,TRUE,FALSE,Sig Cancer only,NS
GOBP_TRICARBOXYLIC_ACID_CYCLE,-1.9273140380279807,0.019292628129957096,1.036466953728602,0.7495001581895033,TRUE,FALSE,Sig Cancer only,NS
GOBP_ACYL_COA_METABOLIC_PROCESS,-1.8461723891879391,0.020453980290619986,-0.5323784551224048,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOBP_DETOXIFICATION,1.7220797021053569,0.020453980290619986,-1.4446728618705516,0.19828811804596067,TRUE,FALSE,Sig Cancer only,NS
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,1.8136875205465166,0.020453980290619986,1.6815316032841243,0.09115187074223348,TRUE,FALSE,Sig Cancer only,NS
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,1.8904840012533677,0.020453980290619986,-0.6616614130404558,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,1.8881430535754034,0.020453980290619986,1.5684865021004806,0.1930832717418083,TRUE,FALSE,Sig Cancer only,NS
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,-1.78012171511144,0.021567617099430544,1.1737980484325212,0.5564870383210199,TRUE,FALSE,Sig Cancer only,NS
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1.8913913485162033,0.021643502270619085,-1.2612528229396702,0.4761761040248855,TRUE,FALSE,Sig Cancer only,NS
GOBP_CILIUM_ORGANIZATION,1.791640576877884,0.022526024360398106,1.7266292846256406,0.07826907301066448,TRUE,FALSE,Sig Cancer only,NS
GOBP_LYMPHOCYTE_DIFFERENTIATION,1.8364551601558081,0.025080870372674386,-1.4786570588950287,0.19663544381740838,TRUE,FALSE,Sig Cancer only,NS
GOBP_REGULATION_OF_ENDOCYTOSIS,1.7313517398765084,0.02569697581605098,1.0379484578330254,0.7422563393204854,TRUE,FALSE,Sig Cancer only,NS
REACTOME_FATTY_ACID_METABOLISM,-1.829429814147103,0.027208632316933674,-1.2601669120908279,0.41743464097780997,TRUE,FALSE,Sig Cancer only,NS
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,1.8683251812901647,0.02930990055912648,0.6495004602826528,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOBP_PLATELET_AGGREGATION,1.8199435098721584,0.03050014250751992,1.8658343483332596,0.05425832423398781,TRUE,FALSE,Sig Cancer only,NS
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,1.827491285590804,0.03050014250751992,-1.3614317964199831,0.3775321708446696,TRUE,FALSE,Sig Cancer only,NS
REACTOME_SIGNALING_BY_INTERLEUKINS,1.6019923163656462,0.0307896690081,-0.7602682923400447,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,1.7609750638218524,0.03232860856530237,1.0598218383111133,0.7212651272674122,TRUE,FALSE,Sig Cancer only,NS
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,-1.506108466876084,0.03296847390478518,0.6953120767465596,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
HALLMARK_IL2_STAT5_SIGNALING,1.8257483889611443,0.03312433168076213,0.7320363683939135,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,1.8040021442795084,0.03437636176649587,1.687595725633186,0.10865340085182627,TRUE,FALSE,Sig Cancer only,NS
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,1.754222391190526,0.03583291612658396,-0.9947954713426028,0.8182121975806451,TRUE,FALSE,Sig Cancer only,NS
GOBP_TISSUE_HOMEOSTASIS,1.8206971951843076,0.03583291612658396,0.5478183391544744,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,1.8087425083719948,0.03728596023180215,-0.6702262922131607,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOSLIM_CILIUM_ORGANIZATION,1.78878693813798,0.0381271318040577,1.9675857696698382,0.01844304327821786,TRUE,TRUE,Sig Both,Exacerbated
REACTOME_L1CAM_INTERACTIONS,1.788719533391601,0.0381271318040577,0.8628695879245789,0.954334373294618,TRUE,FALSE,Sig Cancer only,NS
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,1.7548453338343102,0.04091829207623557,1.392894419033471,0.30345664031161856,TRUE,FALSE,Sig Cancer only,NS
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,1.83336767938932,0.04091829207623557,1.4977679767502625,0.2469962892387925,TRUE,FALSE,Sig Cancer only,NS
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,1.713658602061084,0.04091829207623557,-0.7660818730425664,0.9954418063237114,TRUE,FALSE,Sig Cancer only,NS
GOBP_PHAGOCYTOSIS,1.747398450444268,0.04091829207623557,1.0158502999326566,0.7811380914940564,TRUE,FALSE,Sig Cancer only,NS
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,1.7497884520301996,0.04091829207623557,1.334222593473337,0.3725398170148727,TRUE,FALSE,Sig Cancer only,NS
HALLMARK_INTERFERON_GAMMA_RESPONSE,1.7654204777980032,0.04091829207623557,-0.6288044017390366,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
REACTOME_SENSORY_PROCESSING_OF_SOUND,1.8412835146759854,0.04091829207623557,1.7221753924883643,0.11206097309249172,TRUE,FALSE,Sig Cancer only,NS
GOBP_LAMELLIPODIUM_ORGANIZATION,1.8098564013424028,0.04155614500442086,1.795106574333583,0.07986640103129028,TRUE,FALSE,Sig Cancer only,NS
REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,1.6282746282589304,0.04155614500442086,0.9815673261029928,0.8286059547186602,TRUE,FALSE,Sig Cancer only,NS
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,-1.6301172838353541,0.04299381375965325,-1.3294502659937038,0.3235387446068472,TRUE,FALSE,Sig Cancer only,NS
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,1.776490198007235,0.04299381375965325,0.7976302674961717,0.9767745045410225,TRUE,FALSE,Sig Cancer only,NS
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,1.7890617567441878,0.0430405054022663,1.2649970589300115,0.48694978092349167,TRUE,FALSE,Sig Cancer only,NS
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,1.807162421798821,0.0430405054022663,1.7951293730578426,0.09461355456597327,TRUE,FALSE,Sig Cancer only,NS
REACTOME_DRUG_ADME,1.7976940993622736,0.0430405054022663,-0.7540477648937569,0.9923127196857303,TRUE,FALSE,Sig Cancer only,NS
REACTOME_MAP2K_AND_MAPK_ACTIVATION,1.8062325696422659,0.0430405054022663,1.0661626609856996,0.7265935178668933,TRUE,FALSE,Sig Cancer only,NS
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,-1.7894563725977235,0.04332931673408095,0.6699200641096548,0.9997067020099607,TRUE,FALSE,Sig Cancer only,NS
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,1.7949554385282782,0.04355822212600576,-1.4445730151851155,0.3038374546008134,TRUE,FALSE,Sig Cancer only,NS
GOBP_ENDOTHELIAL_CELL_MIGRATION,1.7330767131601141,0.04558685248608648,0.9866144772818219,0.8289217005333729,TRUE,FALSE,Sig Cancer only,NS
GOSLIM_EXTRACELLULAR_MATRIX_ORGANIZATION,1.775287175077611,0.045890074545872246,1.7018508615160584,0.1212425157047507,TRUE,FALSE,Sig Cancer only,NS
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,1.7937697523518528,0.045890074545872246,1.2542261745778627,0.5056481979558903,TRUE,FALSE,Sig Cancer only,NS
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,-1.7415604024320503,0.046986743551975935,-0.8209550618251444,0.9710647493497327,TRUE,FALSE,Sig Cancer only,NS
GOBP_SUPEROXIDE_METABOLIC_PROCESS,1.7707107205404224,0.04904244888413137,-0.7455771099530668,0.9923127196857303,TRUE,FALSE,Sig Cancer only,NS
REACTOME_PYRUVATE_METABOLISM,-1.7974771760222374,0.049237350571571165,-0.8872126631301234,0.9251398773306401,TRUE,FALSE,Sig Cancer only,NS
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,1.766375649785366,0.049237350571571165,2.092549644108424,0.015896983948062094,TRUE,TRUE,Sig Both,Exacerbated
GOBP_T_CELL_PROLIFERATION,1.775144251580056,0.049774020909432504,0.7439202803566931,0.9923127196857303,TRUE,FALSE,Sig Cancer only,NS
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,-1.516867622305073,0.19970045745356277,-0.5971338481754171,0.9997067020099607,FALSE,FALSE,NS,NS
GOBP_ACETYL_COA_METABOLIC_PROCESS,-1.4804230257773883,0.19970045745356277,-0.5908622190032248,0.9997067020099607,FALSE,FALSE,NS,NS
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,-1.1121990695805672,0.5420483990375716,1.5741009893728046,0.13024154454264086,FALSE,FALSE,NS,NS
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,-1.0668054792384436,0.6074397637658742,1.4407597701961927,0.2286111655356263,FALSE,FALSE,NS,NS
GOBP_ACTION_POTENTIAL,-1.4996198375228065,0.170755577005577,-1.0293184997395832,0.7694422735537169,FALSE,FALSE,NS,NS
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,-0.8476476792881241,0.8889780211229248,-0.8602164083649979,0.9579721403842871,FALSE,FALSE,NS,NS
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,1.135116945325427,0.5136279950757099,2.209496068456749,4.06403409581364e-4,FALSE,TRUE,Sig Training only,NS
GOBP_ACYL_COA_BIOSYNTHETIC_PROCESS,-1.5940278024872634,0.0984411481939294,0.5740706100281797,0.9997067020099607,FALSE,FALSE,NS,NS
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,1.4380857855066767,0.19867060042498638,-0.8495255767727613,0.9619695826828284,FALSE,FALSE,NS,NS
GOBP_ADAPTIVE_THERMOGENESIS,0.7357722654589051,0.9465339018325257,1.3424772383285082,0.37480659103187464,FALSE,FALSE,NS,NS
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,1.7114864766709088,0.06835561810931269,0.5747384698466493,0.9997067020099607,FALSE,FALSE,NS,NS
GOBP_ADULT_BEHAVIOR,1.0674482396423064,0.6257166768937495,0.9734097212146989,0.8342740791160272,FALSE,FALSE,NS,NS
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,0.7471723774850568,0.9363264040334787,-1.668476034490624,0.12186639617446747,FALSE,FALSE,NS,NS
GOBP_ALCOHOL_METABOLIC_PROCESS,1.3283276295163646,0.2508821333264309,-1.351752572349849,0.25933592473030403,FALSE,FALSE,NS,NS
GOBP_ALDEHYDE_METABOLIC_PROCESS,1.674514057048183,0.069041241198888,-1.7331785939572217,0.092708666123896,FALSE,FALSE,NS,NS
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,-0.47144098107047,0.9994556362544145,-1.5329966075533523,0.22250681684518184,FALSE,FALSE,NS,NS
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,-1.2837875267892727,0.2722185768445611,-1.4254087799326571,0.19651831453540752,FALSE,FALSE,NS,NS
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,1.4525419886882098,0.20795402532675583,-0.9353101453969276,0.8807791557589462,FALSE,FALSE,NS,NS
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION,1.5395051152332635,0.15633140484680777,-1.195423969859188,0.5569483455628861,FALSE,FALSE,NS,NS
