pathway,NES_CRE,padj_CRE,NES_PLA,padj_PLA,sig_CRE,sig_PLA,sig_class,concordant
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS,1.842874669519882,0.025801665522381886,-0.9429490026555898,0.8980027110861442,TRUE,FALSE,Sig CRE only,NS
GOBP_CILIUM_ORGANIZATION,1.8734076090492562,0.026816049167469727,1.1739677072422077,0.618287122396062,TRUE,FALSE,Sig CRE only,NS
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION,2.000629388788337,0.02959810117454802,1.310971212038405,0.559219244381381,TRUE,FALSE,Sig CRE only,NS
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.8960342395949499,0.029841421611697786,1.7823218398860052,0.29210481197851185,TRUE,FALSE,Sig CRE only,NS
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,1.7650965756787562,0.03125744150751164,1.8523952362242366,0.08361960828939774,TRUE,FALSE,Sig CRE only,NS
GOBP_PLATELET_AGGREGATION,1.9476054175645081,0.03125744150751164,1.5404694920100699,0.3813434842552424,TRUE,FALSE,Sig CRE only,NS
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,1.8717230013912838,0.03125744150751164,1.0990244113605223,0.7165334587172097,TRUE,FALSE,Sig CRE only,NS
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,-1.6490081430863002,0.03752074587531687,-1.1224877318624282,0.6435108176183237,TRUE,FALSE,Sig CRE only,NS
GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,1.8621638841550168,0.0377294441001736,0.8408061295994803,0.9555064316232875,TRUE,FALSE,Sig CRE only,NS
HALLMARK_MYC_TARGETS_V1,1.6267185369067014,0.03787843307376808,-1.2477343241753986,0.48685716215496555,TRUE,FALSE,Sig CRE only,NS
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,1.9048316179300766,0.03820307288829831,0.4722558011749669,0.9997322623828648,TRUE,FALSE,Sig CRE only,NS
GOSLIM_CILIUM_ORGANIZATION,1.8920241231299202,0.03875040769067695,1.4419832772025656,0.4347392987249545,TRUE,FALSE,Sig CRE only,NS
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,1.8327526506297527,0.04415697675982689,1.6669031666478742,0.32883394942588895,TRUE,FALSE,Sig CRE only,NS
GOBP_CILIUM_MOVEMENT,-1.8444700068161952,0.045884021514093085,-1.6955983056540023,0.32883394942588895,TRUE,FALSE,Sig CRE only,NS
REACTOME_REGULATION_OF_TP53_ACTIVITY,-1.8786357659925097,0.045884021514093085,1.2450187769692644,0.5873640854430237,TRUE,FALSE,Sig CRE only,NS
REACTOME_RHO_GTPASE_EFFECTORS,1.7399527644019137,0.045884021514093085,1.3209600137847455,0.4477277633851468,TRUE,FALSE,Sig CRE only,NS
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,1.7664574450041903,0.047679840380120395,1.207366140888982,0.5873640854430237,TRUE,FALSE,Sig CRE only,NS
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,-0.9026779137097259,0.8732450405944612,0.699395223990226,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_ACETYL_COA_METABOLIC_PROCESS,-0.4813055779939301,1,0.7569662047401117,0.9982820957958255,FALSE,FALSE,NS,NS
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,0.6758285339255632,1,1.469763738044793,0.3813434842552424,FALSE,FALSE,NS,NS
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,1.4479223393511975,0.3148059621324023,1.056301558833442,0.7818716860133956,FALSE,FALSE,NS,NS
GOBP_ACTIN_FILAMENT_POLYMERIZATION,1.6036997520050464,0.16305051509635773,1.2107233865853826,0.6006128329498203,FALSE,FALSE,NS,NS
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,-0.7960496927054899,0.9767343377793432,1.4013671927968283,0.4347392987249545,FALSE,FALSE,NS,NS
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,1.4803948639513225,0.24826286507786224,1.0196439626515403,0.8138170054398609,FALSE,FALSE,NS,NS
GOBP_ACTION_POTENTIAL,-0.970232821093792,0.802694067888998,-0.9632459289144648,0.8743652578496142,FALSE,FALSE,NS,NS
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,0.974933037446885,0.802694067888998,-1.2599871493614,0.5484634942243398,FALSE,FALSE,NS,NS
GOBP_ACYL_COA_BIOSYNTHETIC_PROCESS,-0.6468777031996502,1,0.8517006092693856,0.9555064316232875,FALSE,FALSE,NS,NS
GOBP_ACYL_COA_METABOLIC_PROCESS,-1.2805630222339524,0.41321243523316065,0.9112837430154971,0.9337268969710667,FALSE,FALSE,NS,NS
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,-0.9418011945376251,0.8413425427950572,-0.8612575062312801,0.9555064316232875,FALSE,FALSE,NS,NS
GOBP_ADAPTIVE_THERMOGENESIS,1.3088658078091746,0.4329944454278838,0.9675900992889194,0.8713491518820767,FALSE,FALSE,NS,NS
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,-0.8063863815465244,0.9491303631780948,0.8781947858561822,0.9364167472358206,FALSE,FALSE,NS,NS
GOBP_ADULT_BEHAVIOR,1.0389161317145756,0.7467060828926766,-0.891042812615491,0.9307287274053475,FALSE,FALSE,NS,NS
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,-1.861031342244815,0.061191590003230406,-1.3105941647145647,0.5422323684798657,FALSE,FALSE,NS,NS
GOBP_ALCOHOL_METABOLIC_PROCESS,-1.5510831478525484,0.11142903858731196,-0.9834678027074825,0.8634975224562753,FALSE,FALSE,NS,NS
GOBP_ALDEHYDE_METABOLIC_PROCESS,-1.7043648125229727,0.11437122398746924,-1.3937618857362062,0.46233330970727315,FALSE,FALSE,NS,NS
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,-1.2365061866895972,0.5147173574686311,-1.6684259186910906,0.35496024167505813,FALSE,FALSE,NS,NS
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,-1.214764143974823,0.4605390474417595,-1.2920426011707407,0.48685716215496555,FALSE,FALSE,NS,NS
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,-0.7809749922634228,0.9788369602231113,-1.201820591598446,0.618287122396062,FALSE,FALSE,NS,NS
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION,-1.093302625802133,0.6679286074611449,-1.343795988618257,0.5156857896953567,FALSE,FALSE,NS,NS
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,1.6562150682135357,0.1267194001874414,1.3068203827052487,0.5221395278905427,FALSE,FALSE,NS,NS
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,-0.7399598666106321,1,-0.7923624124529581,0.9984836243488326,FALSE,FALSE,NS,NS
GOBP_AMIDE_TRANSPORT,-1.1717497081011916,0.5305545583789898,-1.0230647620357431,0.8133511897346456,FALSE,FALSE,NS,NS
GOBP_AMINE_METABOLIC_PROCESS,-0.5345943621050219,1,-1.0535161519892742,0.7929068614556565,FALSE,FALSE,NS,NS
GOBP_AMINO_ACID_ACTIVATION,1.3411514721975768,0.38684957426679284,-0.6272340752948594,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,-1.441852345012806,0.3170188038672306,-1.60579728447305,0.35496024167505813,FALSE,FALSE,NS,NS
GOBP_AMINO_ACID_CATABOLIC_PROCESS,-0.855328808367214,0.9408832045406609,-1.3047813332284066,0.5218342809047531,FALSE,FALSE,NS,NS
GOBP_AMINO_ACID_METABOLIC_PROCESS,-0.7984742553240287,1,-1.1386141515576544,0.6191264300616732,FALSE,FALSE,NS,NS
GOBP_AMP_METABOLIC_PROCESS,-1.405950098298738,0.36368844192509175,-1.0828425512667548,0.752107939632546,FALSE,FALSE,NS,NS
GOBP_AMYLOID_FIBRIL_FORMATION,-1.1157697966764406,0.6499845336907769,-1.065173703262799,0.7821545879649855,FALSE,FALSE,NS,NS
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,1.0386006495775715,0.7383812522593578,-0.9352444691145306,0.8881188922818244,FALSE,FALSE,NS,NS
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,1.1819137242495348,0.5711794944485046,0.6098320470596208,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.7888656450641062,0.952795644229849,0.6875013402179878,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES,-0.6057236563460195,1,-0.6013980399820514,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_ATP_BIOSYNTHETIC_PROCESS,1.3899368016703069,0.260561357860446,1.230490706051926,0.5422323684798657,FALSE,FALSE,NS,NS
GOBP_ATP_METABOLIC_PROCESS,1.0690261414587923,0.6582068166575209,0.8994046164404501,0.9555064316232875,FALSE,FALSE,NS,NS
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,1.55861762400962,0.12151431209602956,1.1116128870723623,0.6643938246767762,FALSE,FALSE,NS,NS
GOBP_AUTOPHAGOSOME_MATURATION,-0.760278456345884,0.9767343377793432,-1.2323167046895906,0.6154718544526775,FALSE,FALSE,NS,NS
GOBP_AUTOPHAGOSOME_ORGANIZATION,0.7081596067925019,1,0.5848030456186231,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_AUTOPHAGY_OF_MITOCHONDRION,-0.6873417752327915,1,1.1059487379179889,0.6976059354443934,FALSE,FALSE,NS,NS
GOBP_AXON_EXTENSION,1.003918362249423,0.768521867625844,-1.000098695921761,0.8495244548628916,FALSE,FALSE,NS,NS
GOBP_AXO_DENDRITIC_TRANSPORT,0.9198012914394129,0.8587401894788236,0.6461030265340351,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,1.2037009451016414,0.5147173574686311,-0.9855131606897266,0.8596659632987634,FALSE,FALSE,NS,NS
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,1.3568522842012365,0.34295831696779266,-0.9601470093433901,0.8743652578496142,FALSE,FALSE,NS,NS
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,0.8067534052383416,0.952795644229849,1.08846609202211,0.7444059755771766,FALSE,FALSE,NS,NS
GOBP_BONE_DEVELOPMENT,1.2200101464962791,0.527289418551493,1.3132500047902465,0.5422323684798657,FALSE,FALSE,NS,NS
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,-0.9114211188746274,0.8732450405944612,-0.811253417751524,0.9619673818930959,FALSE,FALSE,NS,NS
GOBP_CALCIUM_ION_HOMEOSTASIS,-1.1482289614421017,0.5545605761868949,0.9104082514782287,0.9363564903911311,FALSE,FALSE,NS,NS
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,-1.2769475541780189,0.4386049274607967,0.7747868916751162,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,-1.5357740609317345,0.14649613069647463,-0.8294511966618529,0.9830245150861201,FALSE,FALSE,NS,NS
GOBP_CALCIUM_ION_TRANSPORT,-1.455460905039545,0.17834905697043818,-0.8636843191479859,0.9619673818930959,FALSE,FALSE,NS,NS
GOBP_CALCIUM_MEDIATED_SIGNALING,-1.0830243763978171,0.6659115949310844,0.8805379800499196,0.9505778588807785,FALSE,FALSE,NS,NS
GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,1.3785059952352305,0.3121600988803257,0.9146052826737223,0.9337268969710667,FALSE,FALSE,NS,NS
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY,-0.9784465538809869,0.7956831614145052,-1.1249800564155088,0.6976059354443934,FALSE,FALSE,NS,NS
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,-1.2073306126285424,0.4802065557412162,-1.0355892324180147,0.7929068614556565,FALSE,FALSE,NS,NS
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,-0.8951262819400919,0.9192448319733787,-1.1826027465131068,0.6006128329498203,FALSE,FALSE,NS,NS
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,-0.8935598201187943,0.9192448319733787,-1.0012293550698106,0.8508851916717053,FALSE,FALSE,NS,NS
GOBP_CARBOHYDRATE_HOMEOSTASIS,0.8615375749829921,0.9370160287768136,0.6984306986635794,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CARBOHYDRATE_TRANSPORT,-1.363603338221996,0.3880529423770956,1.4852300696114848,0.4322853669229837,FALSE,FALSE,NS,NS
GOBP_CARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORT,1.301379689685931,0.44783877892973084,0.6129024521747737,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CARDIAC_CELL_DEVELOPMENT,0.8742195244650448,0.9073854848536923,1.2596703667933884,0.5930324246730221,FALSE,FALSE,NS,NS
GOBP_CARDIAC_CONDUCTION,-1.1370244526925972,0.6068336307203934,-0.6814114420737858,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,-0.9038799725647307,0.8732450405944612,-0.9036702359544325,0.9185929547146277,FALSE,FALSE,NS,NS
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,-1.0669502170101284,0.7135260603502849,0.6535772429471498,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,1.1859688822149277,0.561259169549253,1.1272159041200505,0.6976059354443934,FALSE,FALSE,NS,NS
GOBP_CARDIAC_MUSCLE_CONTRACTION,-0.9210128607868497,0.879830607135558,1.0930014645667223,0.7076623292548715,FALSE,FALSE,NS,NS
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,-0.8659552025975799,0.9326541724894127,1.5864064456830094,0.35496024167505813,FALSE,FALSE,NS,NS
GOBP_CARDIOCYTE_DIFFERENTIATION,1.1386275672922697,0.6068336307203934,1.3610588835482085,0.48685716215496555,FALSE,FALSE,NS,NS
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,-1.1769546872435908,0.561259169549253,-1.2408052038780268,0.6006128329498203,FALSE,FALSE,NS,NS
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,1.2683003113775098,0.4420590561367261,1.950308588842616,0.08361960828939774,FALSE,FALSE,NS,NS
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,1.3942310538103462,0.22710451401084364,-0.6671804921556436,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,-0.8285078344903153,0.952795644229849,-1.3905048013496104,0.4613590245950391,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPIRATION,1.1669385311359208,0.4542563407332091,0.8620495367208304,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,-0.9575531065473002,0.828362902443361,0.8695420543268937,0.9555064316232875,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,1.3997819316216684,0.36940212560870267,-1.245303049913441,0.6089068825910932,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,-1.1182180903952548,0.6560141782780025,-0.7456934161597987,0.9982820957958255,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,1.2076774004324586,0.5199914106858481,0.9045585067899401,0.9337268969710667,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION,1.0606666001972143,0.7177959322854921,1.1324888447232215,0.6976059354443934,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,-1.4133803122572224,0.32672711571675306,-0.5679297648926258,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,0.6598745429760058,1,-0.734669547551966,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_HEAT,1.0589643583473005,0.7192347910054749,-0.9658578200715707,0.8724009708953073,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.9320547922981005,0.8680357338847631,0.7729856546008748,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_KETONE,-0.7271118682025264,0.9893484261505288,-0.9241109831596549,0.8999551783948083,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_METAL_ION,-0.8120793070791721,0.9625641789577732,0.9940090549055836,0.8508851916717053,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,1.2585857244927785,0.4730963118954881,0.8899248015528904,0.9363564903911311,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS,1.2453180652860232,0.46893383742911154,-1.2936735538436357,0.5422323684798657,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS,-0.866115391477643,0.9073854848536923,-0.8069634196827534,0.9619673818930959,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS,-0.6336944650991583,1,-0.6690427124357298,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,-0.6132999125984702,1,-0.8065748461357165,0.9828176428714891,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,0.8156547996795305,0.9798484050928187,-0.8614090794188775,0.9619673818930959,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_RADIATION,-1.1757336647024195,0.5679528772836553,0.9448677612351377,0.8852274814258285,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0.6746483258034996,1,0.8603815858541237,0.9555064316232875,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_STARVATION,1.286279395555306,0.4420590561367261,-1.237935848383909,0.5931146423465876,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,-0.5566118902183745,1,-1.4940392215330864,0.3763897942923366,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,-0.7334326899236718,0.9973117303864395,0.9963350661646831,0.8495244548628916,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,-1.1371374571259623,0.5679528772836553,-1.4734361728422893,0.3655534806102988,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,0.6690791515784906,1,1.2648180313464108,0.5817583061302145,FALSE,FALSE,NS,NS
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,-1.1116715687817038,0.6276975177192786,-0.8734130012630238,0.9505778588807785,FALSE,FALSE,NS,NS
GOBP_CELLULAR_SENESCENCE,0.7911568052261887,0.952795644229849,1.1221822939456905,0.710068944113148,FALSE,FALSE,NS,NS
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,-0.8201940617406404,0.952795644229849,-0.880550767551322,0.9447324485654998,FALSE,FALSE,NS,NS
GOBP_CELL_CELL_JUNCTION_ASSEMBLY,1.6569919079470696,0.1344607287359388,0.8949456871608298,0.9340963142005688,FALSE,FALSE,NS,NS
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,1.5625467447007446,0.20203445282624505,0.9379927375663899,0.8983605212576687,FALSE,FALSE,NS,NS
GOBP_CELL_CHEMOTAXIS,1.2108612815655277,0.5147173574686311,0.9281061229692626,0.9065347086958322,FALSE,FALSE,NS,NS
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,-0.9775662709519235,0.7999651980027193,1.570264745437437,0.36007396970764355,FALSE,FALSE,NS,NS
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION,-0.7681396203015638,0.9946381332060927,-1.331653411788882,0.48685716215496555,FALSE,FALSE,NS,NS
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,-1.0292185844255544,0.7540838251371959,-0.9863564967843905,0.8536881744437002,FALSE,FALSE,NS,NS
GOBP_CELL_KILLING,1.1702534352925678,0.5679770383756777,0.7842030372498298,0.9981122637017456,FALSE,FALSE,NS,NS
GOBP_CELL_MATRIX_ADHESION,1.1711554364198018,0.554917629916525,-0.7335125170963402,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CELL_RECOGNITION,0.8557970917013249,0.9192448319733787,0.6202459502277701,0.9997322623828648,FALSE,FALSE,NS,NS
GOBP_CELL_REDOX_HOMEOSTASIS,-0.9026175033439561,0.8732450405944612,0.8022775543573518,0.9757852278566329,FALSE,FALSE,NS,NS
GOBP_CELL_SUBSTRATE_ADHESION,1.3313148394117953,0.3376936586589726,0.9784965000095444,0.8643803179055634,FALSE,FALSE,NS,NS
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,1.4149039958101144,0.3353058757484549,0.7732692688817149,0.9981122637017456,FALSE,FALSE,NS,NS
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,1.0366892031682293,0.7374930352149754,0.8192848769982608,0.9900722311793391,FALSE,FALSE,NS,NS
GOBP_CEREBRAL_CORTEX_DEVELOPMENT,0.7831285908278504,0.952795644229849,-1.491893153469036,0.43081533133748234,FALSE,FALSE,NS,NS
GOBP_CHROMOSOME_LOCALIZATION,1.1489056498393706,0.5891165630322105,-1.3097012274913715,0.5422323684798657,FALSE,FALSE,NS,NS
GOBP_CHROMOSOME_SEGREGATION,1.1422568418784935,0.5701727713315887,-1.072406354711974,0.7401546035133931,FALSE,FALSE,NS,NS
