pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,quadrant,pathway_label,ID,p.adjust,GeneRatio,geneID
GOBP_CELL_SUBSTRATE_ADHESION,1.1103588272927544e-8,1.2924576749687661e-5,2.209859791949344,42,77,,GO:BP,3.8609625668449197,Discordant (CRE Up / PLA Down),Cell Substrate Adhesion,GOBP_CELL_SUBSTRATE_ADHESION,1.2924576749687661e-5,42/603,ACTN3/ANXA2/APOD/CALR/CD34/CD36/CD63/CDC42/CFL1/COL3A1/CORO1C/CTTN/DMTN/EPDR1/FBLN2/FBLN5/FERMT3/FLNA/ILK/ITGA1/ITGB1/LAMB1/LAMC1/LIMCH1/LIMS1/LYVE1/MYOC/NID1/NID2/NRP1/P4HB/PECAM1/RAB1A/RAC1/RHOA/RSU1/S100A10/TLN1/VAMP3/VCL/VWF/ZYX
GOBP_WOUND_HEALING,2.887610981946059e-8,1.6805895914926064e-5,2.025704809286899,49,98,,GO:BP,3.232851985559567,Discordant (CRE Up / PLA Down),Wound Healing,GOBP_WOUND_HEALING,1.6805895914926064e-5,49/603,ACTB/AHNAK/ANXA1/ANXA2/ANXA5/AP3B1/AQP1/CAV1/CD151/CD34/CD36/CD9/CHMP5/CLIC1/CNN2/COL3A1/COMP/CORO1B/CSRP1/DMTN/F13A1/FERMT3/FLNA/GNAQ/GPX1/HBB/HMGB1/HSPB1/ILK/ITGB1/KRT1/LCP1/LRG1/MYH10/MYH9/PDIA3/PECAM1/PPIA/PRDX2/RAP2B/RHOA/RHOC/S100A10/SERPINA1/TLN1/TMX1/VCL/VWF/YAP1
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,4.746969720694452e-8,1.8418242516294473e-5,2.3347106276526968,34,59,,GO:BP,4.338137082601055,Discordant (CRE Up / PLA Down),Receptor Mediated Endocytosis,GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,1.8418242516294473e-5,34/603,ADIPOQ/ANXA2/APOC1/ARF1/ARRB1/B2M/CANX/CAP1/CAV1/CAV2/CD14/CD36/CD63/CD9/CLTB/CLTC/CLU/CTTN/EPS15/EZR/HGS/ITGB1/LRP1/LYVE1/MRC1/PPT1/RAC1/RALA/SCARB2/SDCBP/SNCA/SNX1/SNX9/TF
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,6.189110779894145e-8,1.9724885045097576e-5,2.875193922858824,22,31,,Reactome,7.703576209600306,Discordant (CRE Up / PLA Down),Interleukin 12 Family Signaling,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,1.9724885045097576e-5,22/603,ANXA2/ARF1/CANX/CAPZA1/CDC42/CFL1/CNN2/GSTO1/HNRNPA2B1/HNRNPDL/LCP1/MIF/MSN/MTAP/P4HB/PITPNA/PPIA/PSME2/RALA/RAP1B/SOD2/STAT1
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,1.101948885200982e-7,1.9724885045097576e-5,2.0257048092868986,45,90,,Reactome,3.216845878136201,Discordant (CRE Up / PLA Down),Platelet Activation Signaling And Aggregation,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,1.9724885045097576e-5,45/603,ALB/ANXA5/ARRB1/CALM1/CAP1/CD36/CD63/CD9/CDC42/CFD/CFL1/CLU/COL1A2/F13A1/FERMT3/FLNA/GNA11/GNAI2/GNAI3/GNAQ/GNB1/GNB2/GNG12/GNG2/HSPA5/LAMP2/MAPK3/MGLL/ORM1/PECAM1/PFN1/PPIA/PSAP/RAC1/RAP1B/RHOA/RHOG/SERPINA1/SPARC/TAGLN2/TF/TLN1/VCL/VWF/YWHAZ
REACTOME_NEUTROPHIL_DEGRANULATION,5.363314381799311e-7,4.5838386607702256e-5,1.6125013407258897,80,201,,Reactome,2.1730954600761656,Discordant (CRE Up / PLA Down),Neutrophil Degranulation,REACTOME_NEUTROPHIL_DEGRANULATION,4.5838386607702256e-5,80/603,ACTR2/ALAD/ANXA2/ARPC5/B2M/CAND1/CAP1/CAT/CD14/CD36/CD58/CD63/CFD/CKAP4/CNN2/CST3/CSTB/CTSB/CTSC/CTSD/CTSH/CTSZ/CYB5R3/CYFIP1/EEF1A1/FABP5/GDI2/GSN/HBB/HLA-B/HMGB1/HP/HSP90AA1/HSPA8/KRT1/LAMP2/LAMTOR1/LGALS3/LRG1/LTF/LYZ/MIF/MPO/MVP/NME2/NPC2/ORM1/OSTF1/PDXK/PECAM1/PGAM1/PGRMC1/PPIA/PRDX4/PRDX6/PSAP/PSMA5/PSMD14/RAB14/RAB5C/RAB7A/RAC1/RAP1B/RAP2B/RHOA/RHOG/S100A11/S100A8/S100A9/SDCBP/SERPINA1/SPTAN1/STOM/TTR/TUBB/TXNDC5/VAPA/VAT1/VCL/VCP
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,7.715649826663646e-7,4.6036710632426416e-5,2.6215003414301044,22,34,,Reactome,5.768215720022949,Discordant (CRE Up / PLA Down),Binding And Uptake Of Ligands By Scavenger Receptors,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,4.6036710632426416e-5,22/603,ALB/CALR/CD163/CD36/COL1A2/COL3A1/COL4A1/COL4A2/HBA1/HBB/HP/HSP90AA1/HSP90B1/HYOU1/IGHA1/IGKV3-11/IGKV3-20/IGLC2/IGLV1-51/JCHAIN/LRP1/SPARC
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,9.015973403970426e-7,2.0989186084443155e-4,2.2507831214298877,30,54,,GO:BP,3.961605584642234,Discordant (CRE Up / PLA Down),Response To Molecule Of Bacterial Origin,GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,2.0989186084443155e-4,30/603,ADH5/AKAP12/ALAD/B2M/CASP3/CD14/CD36/CHMP5/COL6A1/DEFA3/GPX1/GPX4/HMGB1/HNRNPA0/LTF/MAPK3/MGST2/MIF/MPO/MRC1/MTDH/PRDX2/RAC1/RELA/RHOA/RPL13A/S100A8/SNCA/SOD2/VIM
REACTOME_RHO_GTPASE_EFFECTORS,4.392563567727533e-6,2.2464825103520815e-4,1.887588572290065,41,88,,Reactome,2.7831074430226397,Discordant (CRE Up / PLA Down),Rho Gtpase Effectors,REACTOME_RHO_GTPASE_EFFECTORS,2.2464825103520815e-4,41/603,ACTB/ACTR2/ACTR3/ARPC1B/ARPC5/BUB3/CALM1/CDC42/CFL1/CTNNA1/CTTN/CYFIP1/DYNC1I2/DYNC1LI2/FLNA/H2BC4/ITGB1/KIF5B/KTN1/MAPK3/MYH10/MYH9/MYL6/PFN1/RAC1/RANGAP1/RHOA/RHOC/RHOG/S100A8/S100A9/TUBA1B/TUBA1C/TUBB2A/TUBB4A/TUBB6/YWHAB/YWHAE/YWHAG/YWHAQ/YWHAZ
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,1.5374530943217734e-6,2.9826590029842406e-4,2.7491708126036487,19,28,,GO:BP,6.618911719939117,Discordant (CRE Up / PLA Down),Integrin Mediated Signaling Pathway,GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,2.9826590029842406e-4,19/603,CD63/CDC42/COL3A1/CTNNA1/FERMT3/FLNA/ILK/ITGA1/ITGB1/LAMB1/LAMB2/LAMC1/LIMS1/MYH9/NID1/NME2/NRP1/TLN1/ZYX
