config,set,n,direction,PValue,PValue.Mixed,expected,consistent,cor_within
Imp_Pi,tcre_up,51,Down,0.8775197564273173,0.5325753262478727,Up,FALSE,0.23077098731380413
Imp_Pi,tcre_down,18,Up,0.38649032888701873,0.8190955145860992,Down,FALSE,0.23077098731380413
Imp_P,tcre_up,58,Down,0.8622238553403222,0.39913865624030204,Up,FALSE,0.23077098731380413
Imp_P,tcre_down,35,Up,0.8913732212260943,0.46086317517571507,Down,FALSE,0.23077098731380413
