gene,pathway_label,pathway_padj,pathway_db,primary_contrast,display_logFC
CD81,Positive Regulation Of Inf..,0.0453528611477161,GO:BP,Cancer_vs_Healthy,1.7801865335292
DDT,Positive Regulation Of Inf..,0.0453528611477161,GO:BP,Cancer_vs_Healthy,0.983857785405295
FABP4,Positive Regulation Of Inf..,0.0453528611477161,GO:BP,Cancer_vs_Healthy,2.4376162108068
IL18,Positive Regulation Of Inf..,0.0453528611477161,GO:BP,Training_CR,0.894026216462475
LGALS1,Positive Regulation Of Inf..,0.0453528611477161,GO:BP,Cancer_vs_Healthy,1.18288364491768
S100A8,Positive Regulation Of Inf..,0.0453528611477161,GO:BP,Cancer_vs_Healthy,2.31044262426685
S100A9,Positive Regulation Of Inf..,0.0453528611477161,GO:BP,Cancer_vs_Healthy,2.67094942867346
SNCA,Positive Regulation Of Inf..,0.0453528611477161,GO:BP,Cancer_vs_Healthy,3.69965895111177
ANXA1,G Alpha Q Signalling Events,0.04550918401285335,Reactome,Cancer_vs_Healthy,2.43402555578179
GNAQ,G Alpha Q Signalling Events,0.04550918401285335,Reactome,Cancer_vs_Healthy,0.939392868202848
GNB1,G Alpha Q Signalling Events,0.04550918401285335,Reactome,Cancer_vs_Healthy,1.08426086186027
GNB2,G Alpha Q Signalling Events,0.04550918401285335,Reactome,Cancer_vs_Healthy,0.640536835590961
GNG12,G Alpha Q Signalling Events,0.04550918401285335,Reactome,Cancer_vs_Healthy,0.957827973571813
GNG2,G Alpha Q Signalling Events,0.04550918401285335,Reactome,Cancer_vs_Healthy,2.18674069509387
MGLL,G Alpha Q Signalling Events,0.04550918401285335,Reactome,Cancer_vs_Healthy,1.40721256292138
ACTB,Rho Gtpases Activate Wasps..,0.04550918401285335,Reactome,Cancer_vs_Healthy,1.45934123081213
ACTR2,Rho Gtpases Activate Wasps..,0.04550918401285335,Reactome,Cancer_vs_Healthy,0.596223791403077
ACTR3,Rho Gtpases Activate Wasps..,0.04550918401285335,Reactome,Cancer_vs_Healthy,0.603600831903403
ARPC1B,Rho Gtpases Activate Wasps..,0.04550918401285335,Reactome,Cancer_vs_Healthy,1.51562829959613
ARPC3,Rho Gtpases Activate Wasps..,0.04550918401285335,Reactome,Cancer_vs_Healthy,0.792512818254224
ARPC5,Rho Gtpases Activate Wasps..,0.04550918401285335,Reactome,Cancer_vs_Healthy,2.18344505849887
CYFIP1,Rho Gtpases Activate Wasps..,0.04550918401285335,Reactome,Cancer_vs_Healthy,0.913791169133944
AKR1C2,Cellular Response To Ketone,0.046203903900403125,GO:BP,Cancer_vs_Healthy,1.68626198051991
AKR1C3,Cellular Response To Ketone,0.046203903900403125,GO:BP,Cancer_vs_Healthy,1.55939031121029
AQP1,Cellular Response To Ketone,0.046203903900403125,GO:BP,Cancer_vs_Healthy,1.03758262322209
GNAI1,Cellular Response To Ketone,0.046203903900403125,GO:BP,Cancer_vs_Healthy,1.30883966364327
GNAS,Cellular Response To Ketone,0.046203903900403125,GO:BP,Cancer_vs_Healthy,0.64074935765256
GNB1,Cellular Response To Ketone,0.046203903900403125,GO:BP,Cancer_vs_Healthy,1.08426086186027
GNG2,Cellular Response To Ketone,0.046203903900403125,GO:BP,Cancer_vs_Healthy,2.18674069509387
MSN,Cellular Response To Ketone,0.046203903900403125,GO:BP,Cancer_vs_Healthy,1.11842400376132
SERPINF1,Cellular Response To Ketone,0.046203903900403125,GO:BP,Cancer_vs_Healthy,2.01234926760307
ACTR2,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,0.596223791403077
ACTR3,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,0.603600831903403
ATG3,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,0.868979068900403
CAV1,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,1.87414064595121
CFL1,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,0.645837953271297
CORO1C,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,1.72858312031951
CTTN,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,1.11011956106942
CYFIP1,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,0.913791169133944
DMTN,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,1.86527639842077
FSCN1,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,1.4834552381662
RHOG,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,0.978352842149466
SEPTIN7,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,0.74385582215946
YAP1,Regulation Of Cell Project..,0.04678364857536108,GO:BP,Cancer_vs_Healthy,1.70733189053975
DARS1,Amino Acid Activation,0.047447285387176096,GO:BP,Cancer_vs_Healthy,-0.50049210392131
EPRS1,Amino Acid Activation,0.047447285387176096,GO:BP,Cancer_vs_Healthy,-0.600021554243604
FARSB,Amino Acid Activation,0.047447285387176096,GO:BP,Cancer_vs_Healthy,-0.792992612892839
GARS1,Amino Acid Activation,0.047447285387176096,GO:BP,Cancer_vs_Healthy,-0.587734543263661
KARS1,Amino Acid Activation,0.047447285387176096,GO:BP,Cancer_vs_Healthy,-0.514302809872333
LARS1,Amino Acid Activation,0.047447285387176096,GO:BP,Cancer_vs_Healthy,-0.521645586917341
LRRC47,Amino Acid Activation,0.047447285387176096,GO:BP,Cancer_vs_Healthy,-0.707767551171802
RARS1,Amino Acid Activation,0.047447285387176096,GO:BP,Cancer_vs_Healthy,-0.658764486517363
VARS1,Amino Acid Activation,0.047447285387176096,GO:BP,Cancer_vs_Healthy,-0.536460989710442
