gene,pathway_label,pathway_padj,pathway_db,primary_contrast,display_logFC
ADD1,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.73709048461522
ALAD,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,2.01060606967645
ANK1,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,2.62566958554534
BLVRA,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,0.766650809014266
BLVRB,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.68150470230198
BPGM,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,2.10454421345483
CA2,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.86177563255215
CAST,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,0.615960884821536
CAT,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,2.79859057459828
CLIC2,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,0.962629384721106
DCUN1D1,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,0.698203334286706
DMTN,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.86527639842077
EPB41,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,2.18741458869188
FBXO7,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.72141265502231
GAPVD1,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,0.767462793001533
GCLC,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.22103538649375
GCLM,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,0.933646088582929
GYPC,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,0.990109812152333
HEBP1,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.4583621403395
HMBS,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.1228856118181
MPP1,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.29641153889937
PGLS,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,0.743026489769989
PICALM,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.00894840975391
PRDX2,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.99706666866736
PSMD9,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,0.562961833031903
SDCBP,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,0.735971860588512
SELENBP1,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.1024312291512
SLC2A1,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,2.84936394137929
SNCA,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,3.69965895111177
SPTB,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,2.12699336971905
TNS1,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,0.88725883744937994
UROD,Heme Metabolism,6.693518612321511e-9,Hallmark,Cancer_vs_Healthy,1.48996644881451
ACTN4,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.55458726926722
ANXA5,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.37495599677111
ARRB1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.6447420272077
CALM1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,0.771012708629357
CAP1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.29130580377629
CD36,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.26444135011575
CD9,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.88304433783598
CFL1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,0.645837953271297
CLEC3B,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.66773486980836
CLU,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,3.03340421072831
COL1A2,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,2.77812073856066
F13A1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.52721688387596
FLNA,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.26299775496226
FN1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,2.5661810586055
GNAI1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.30883966364327
GNAI2,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.20518431523039
GNAI3,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.71270874909773
GNAQ,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,0.939392868202848
GNB1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.08426086186027
GNB2,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,0.640536835590961
GNG12,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,0.957827973571813
GNG2,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,2.18674069509387
LGALS3BP,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.67441959234462
MGLL,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.40721256292138
PPBP,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,2.81638722626497
PPIA,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.11062725085068
PROS1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,2.07300332257681
RAP1B,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.28137525972958
RHOG,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,0.978352842149466
SERPINF2,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,2.18487070711746
SERPING1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,3.05703430161384
SOD1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.0552290078898
SPARC,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,2.29538766331821
TAGLN2,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.3220536456676
THBS1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,2.63732015348373
TLN1,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,1.12972715784282
YWHAZ,Platelet Activation Signal..,9.705152897699151e-8,Reactome,Cancer_vs_Healthy,0.857888231163315
BGN,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.48441807120801
CALD1,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.3595903050749
CAPG,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.48027448958949
CD44,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.77118565395032
COL12A1,EMT,1.5326576096223792e-7,Hallmark,Training_CR,1.06187659332068
COL1A2,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,2.77812073856066
COL6A2,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,2.13673113336764
COL6A3,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.21226793623315
COMP,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,3.6044224856376
DCN,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.86292667444177
FBLN1,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.9353613362502
FBLN2,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.03338091711082
FBN1,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.98934251200624
FLNA,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.26299775496226
FN1,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,2.5661810586055
ITGB1,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,0.684037906369099
LAMC1,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.12997708058068
LGALS1,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.18288364491768
LUM,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.8170560975672
MYL9,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,0.809224526439793
PPIB,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.05601920311384
SPARC,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,2.29538766331821
TAGLN,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,2.37282900081741
TGFBI,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.19410532132821
THBS1,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,2.63732015348373
THY1,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,2.40084527437348
TPM4,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,1.47328185509118
VIM,EMT,1.5326576096223792e-7,Hallmark,Cancer_vs_Healthy,2.73008494764978
ACTB,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.45934123081213
ACTN4,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.55458726926722
CAP1,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.29130580377629
CD34,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.69355730728778
CNN2,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.3494218072472
CTNNA1,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,0.686887586314258
EPB41L2,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.18665144669352
FBN1,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.98934251200624
FSCN1,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.4834552381662
GNAI1,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.30883966364327
GNAI2,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.20518431523039
ITGB1,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,0.684037906369099
MSN,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.11842400376132
MYH10,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.65460910848538
MYH9,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,0.861656391892517
MYL12B,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,0.744627290914682
MYL9,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,0.809224526439793
PARVA,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,0.862980325103052
RRAS,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,0.852486550764688
RSU1,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,0.667510311626884
TGFBI,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,1.19410532132821
THY1,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,2.40084527437348
ZYX,Apical Junction,5.4666693331755325e-6,Hallmark,Cancer_vs_Healthy,0.530571967860105
ACTB,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.45934123081213
ASPN,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.44829207417414
BGN,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.48441807120801
CAST,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,0.615960884821536
CD44,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.77118565395032
COL12A1,ECM Organization,1.4691962165413383e-5,Reactome,Training_CR,1.06187659332068
COL1A2,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,2.77812073856066
COL6A1,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.89166370022154
COL6A2,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,2.13673113336764
COL6A3,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.21226793623315
COMP,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,3.6044224856376
CTSD,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,0.788008737874737
CTSG,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,0.998721111466935
DCN,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.86292667444177
EFEMP1,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.65146379411572
FBLN1,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.9353613362502
FBLN2,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.03338091711082
FBN1,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.98934251200624
FN1,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,2.5661810586055
ITGA1,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.16193987091138
ITGB1,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,0.684037906369099
KLKB1,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.85160646469582
LAMB2,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.22924299104842
LAMC1,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.12997708058068
LUM,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.8170560975672
MFAP4,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.98838502510846
NID1,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.20124083424983
PPIB,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,1.05601920311384
SPARC,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,2.29538766331821
THBS1,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,2.63732015348373
TNXB,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,0.990714943785164
TTR,ECM Organization,1.4691962165413383e-5,Reactome,Cancer_vs_Healthy,2.35076553386145
ASPN,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.44829207417414
BGN,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.48441807120801
COL1A2,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,2.77812073856066
COL6A1,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.89166370022154
COL6A2,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,2.13673113336764
COL6A3,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.21226793623315
COMP,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,3.6044224856376
DCN,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.86292667444177
FN1,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,2.5661810586055
ITGB1,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.684037906369099
LAMB2,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.22924299104842
LAMC1,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.12997708058068
LUM,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.8170560975672
SPARC,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,2.29538766331821
TNXB,Ecm Proteoglycans,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.990714943785164
ANXA2,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.89882617030562
ARF1,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.872726312387147
BOLA2,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.724394944818656
CFL1,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.645837953271297
CNN2,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.3494218072472
HNRNPA2B1,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.914426393317143
HNRNPF,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.838129521939024
LCP1,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.77580671429317
MSN,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.11842400376132
PITPNA,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.914230936432869
PPIA,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.11062725085068
PSME2,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.701983309680472
RAP1B,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.28137525972958
SOD1,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.0552290078898
TALDO1,Gene And Protein Expressio..,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.772865710377186
ARRB1,G Alpha S Signalling Events,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.6447420272077
FN1,G Alpha S Signalling Events,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,2.5661810586055
GNAI1,G Alpha S Signalling Events,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.30883966364327
GNAI2,G Alpha S Signalling Events,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.20518431523039
GNAI3,G Alpha S Signalling Events,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.71270874909773
GNAS,G Alpha S Signalling Events,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.64074935765256
GNB1,G Alpha S Signalling Events,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,1.08426086186027
GNB2,G Alpha S Signalling Events,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.640536835590961
GNG12,G Alpha S Signalling Events,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.957827973571813
GNG2,G Alpha S Signalling Events,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,2.18674069509387
ITGB1,G Alpha S Signalling Events,7.688133594010123e-5,Reactome,Cancer_vs_Healthy,0.684037906369099
ACTB,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,1.45934123081213
CD9,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,1.88304433783598
CLIC1,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,1.56940601387666
COMP,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,3.6044224856376
CSRP1,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,1.70543948776047
CTSG,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,0.998721111466935
FLNA,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,1.26299775496226
GNAS,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,0.64074935765256
ILK,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,0.774927528549881
MYH9,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,0.861656391892517
MYL9,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,0.809224526439793
PDIA3,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,0.916287139713937
PPIA,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,1.11062725085068
TLN1,Platelet Aggregation,1.583693111609482e-4,GO:BP,Cancer_vs_Healthy,1.12972715784282
ANXA2,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,1.89882617030562
AP2A1,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,0.632159077404328
AP2A2,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,1.13628136273223
AP2B1,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,0.495521028489943
ARF1,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,0.872726312387147
ARRB1,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,1.6447420272077
CAV1,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,1.87414064595121
CD36,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,1.26444135011575
CD81,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,1.7801865335292
CD9,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,1.88304433783598
CLTC,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,0.68253784752125
EPS15,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,1.17439417528768
ITGB1,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,0.684037906369099
PICALM,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,1.00894840975391
SDCBP,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,0.735971860588512
SNCA,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,3.69965895111177
SNX1,Receptor Internalization,1.914443564154257e-4,GO:BP,Cancer_vs_Healthy,0.842020486961758
ACLY,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.92598248791126
ACTR2,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.596223791403077
ALAD,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,2.01060606967645
ANXA2,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.89882617030562
AP2A2,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.13628136273223
ARPC5,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,2.18344505849887
B2M,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.50523332697839
CAND1,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.04724875201848
CAP1,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.29130580377629
CAT,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,2.79859057459828
CD36,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.26444135011575
CD44,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.77118565395032
CD58,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.3528431612485
CNN2,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.3494218072472
CST3,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.08589928581121
CTSD,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.788008737874737
CTSG,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.998721111466935
CTSZ,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.765378275879172
CYFIP1,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.913791169133944
DBNL,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.929981279429857
ENPP4,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Training_CR,0.901435426537261
FTL,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Training_CR,1.88281235051924
GSN,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.40701361783093
HLA-B,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.752315263454106
IDH1,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.676777561095186
IQGAP1,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.83567835897345
LAMP1,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.97420346908353
LGALS3,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.21998048955439
LRG1,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.86080223546785
LTF,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.70665183730155
LYZ,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.19074708018535
MGST1,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,3.17852453030096
NME2,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.811773468301464
NPC2,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.865131521934067
PAFAH1B2,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.947710257019015
PDXK,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.83896759481339
PGAM1,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,0.603431921403082
PGM2,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.38293732759783
PNP,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,2.78846760724161
PPBP,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,2.81638722626497
PPIA,Neutrophil Degranulation,2.0155954800183036e-4,Reactome,Cancer_vs_Healthy,1.11062725085068
