quadrant,gene
Exacerbated_Up,CFH
Exacerbated_Up,SERPINA3
Exacerbated_Up,PNP
Exacerbated_Up,SERPING1
Exacerbated_Up,ITIH4
Exacerbated_Up,CP
Exacerbated_Up,IGHV3-7
Exacerbated_Up,APOC2
Exacerbated_Up,FBLN1
Exacerbated_Up,C3
Exacerbated_Up,AGT
Exacerbated_Up,A2M
Exacerbated_Up,APOE
Exacerbated_Up,CFB
Reversed_CancerUp,SNCA
Reversed_CancerUp,IGKV3-11
Reversed_CancerUp,IGKV3-15
Reversed_CancerUp,CLU
Reversed_CancerUp,CAT
Reversed_CancerUp,IGKC
Reversed_CancerUp,GNAI3
Reversed_CancerUp,LXN
Reversed_CancerUp,RBP4
Reversed_CancerUp,IGHG2
Reversed_CancerUp,CSRP1
Reversed_CancerUp,TAGLN
Reversed_CancerUp,ATL3
Reversed_CancerUp,S100A9
Reversed_CancerUp,IGHG1
Reversed_CancerUp,S100A4
Reversed_CancerUp,BPGM
Reversed_CancerUp,STOM
Reversed_CancerUp,UROD
Reversed_CancerUp,RAB1A
Reversed_CancerUp,ANK1
Reversed_CancerUp,CRIP2
Reversed_CancerUp,ORM1
Reversed_CancerUp,HBA1
Reversed_CancerUp,SOD1
Reversed_CancerUp,TKT
Reversed_CancerUp,AZGP1
Reversed_CancerUp,ANP32A
Reversed_CancerUp,DEFA3
Reversed_CancerUp,GPX3
Reversed_CancerUp,HPRT1
Reversed_CancerUp,EPB41
Reversed_CancerUp,SOD3
Reversed_CancerUp,CTTN
Reversed_CancerUp,HBB
Reversed_CancerUp,IGHA2
Reversed_CancerUp,SRI
Reversed_CancerUp,SPTBN1
Reversed_CancerUp,FAH
Reversed_CancerUp,ALB
Reversed_CancerUp,AOC3
Reversed_CancerUp,CAND1
Reversed_CancerUp,SERPINA1
Reversed_CancerUp,NME1
Reversed_CancerUp,SPTB
Reversed_CancerUp,YAP1
Reversed_CancerUp,DDX19B
Reversed_CancerUp,DDAH2
Reversed_CancerUp,ANXA1
Reversed_CancerUp,PEA15
Reversed_CancerUp,ALAD
Reversed_CancerUp,TMEM256
Reversed_CancerUp,TLN1
Reversed_CancerUp,S100A8
Reversed_CancerUp,HNRNPH1
Reversed_CancerUp,HNRNPA2B1
Reversed_CancerUp,LGALS1
Reversed_CancerUp,TUBB6
Reversed_CancerUp,S100A6
Reversed_CancerUp,CA2
Reversed_CancerUp,C4A
Reversed_CancerUp,EPB41L2
Reversed_CancerUp,SPTAN1
Reversed_CancerUp,AKR1C1
Reversed_CancerUp,PLIN1
Reversed_CancerUp,S100A11
Reversed_CancerUp,ACAT2
Reversed_CancerUp,NUTF2
Reversed_CancerUp,CAVIN2
Reversed_CancerUp,ATP6V1H
Reversed_CancerUp,FBLN2
Reversed_CancerUp,VIM
Reversed_CancerUp,FLOT2
Reversed_CancerUp,PGD
Reversed_CancerUp,CD81
Reversed_CancerUp,B2M
Reversed_CancerUp,ABHD14B
Reversed_CancerUp,APMAP
Reversed_CancerUp,PRDX2
Reversed_CancerUp,PTMS
Reversed_CancerUp,LASP1
Reversed_CancerUp,PAFAH1B2
Reversed_CancerUp,BLVRB
Reversed_CancerUp,HLA-B
Reversed_CancerUp,HEBP1
Reversed_CancerUp,MSN
Reversed_CancerUp,FBN1
Reversed_CancerUp,TYMP
Reversed_CancerUp,PYGL
Reversed_CancerUp,GCLC
Reversed_CancerUp,EHD2
Reversed_CancerUp,HDLBP
Reversed_CancerUp,ANXA2
Reversed_CancerUp,HBG2
Reversed_CancerUp,GNG12
Reversed_CancerUp,CD9
Reversed_CancerUp,EHD1
Reversed_CancerUp,ATG3
Reversed_CancerUp,TUBB4A
Reversed_CancerUp,COL6A2
Reversed_CancerUp,HSPA12A
Reversed_CancerUp,SUMO2
Reversed_CancerUp,ILK
Reversed_CancerUp,CCS
Reversed_CancerUp,GNB1
Reversed_CancerUp,RAP1B
Reversed_CancerUp,HNRNPA1
Reversed_CancerUp,SELENBP1
Reversed_CancerUp,DYNC1LI2
Reversed_CancerUp,DSTN
Reversed_CancerUp,CAV1
Reversed_CancerUp,PITHD1
Reversed_CancerUp,NPC2
Reversed_CancerUp,MYO1C
Reversed_CancerUp,TNS1
Reversed_CancerUp,MGLL
Reversed_CancerUp,GUK1
Reversed_CancerUp,PITPNA
Reversed_CancerUp,PHGDH
Reversed_CancerUp,FABP4
Reversed_CancerUp,STAM
Reversed_CancerUp,ATP2B4
Reversed_CancerUp,RANBP1
Reversed_CancerUp,GGT5
Reversed_CancerUp,CAVIN1
Reversed_CancerUp,PPIA
Reversed_CancerUp,PDXK
Reversed_CancerUp,NDRG1
Reversed_CancerUp,MCAM
Reversed_CancerUp,PACSIN2
Reversed_CancerUp,CAV2
Reversed_CancerUp,PSMD5
Reversed_CancerUp,AHNAK
Reversed_CancerUp,CAST
Reversed_CancerUp,AKR1C2
Reversed_CancerUp,PARVA
Reversed_CancerUp,ACADL
Reversed_CancerUp,TALDO1
Reversed_CancerUp,ADH1C
Reversed_CancerUp,SORD
Reversed_CancerUp,ARFIP1
Reversed_CancerUp,JCHAIN
Reversed_CancerUp,SNCG
Reversed_CancerUp,CTSD
Reversed_CancerUp,DDT
Reversed_CancerUp,TNKS1BP1
Reversed_CancerUp,LGALS3
Reversed_CancerUp,RETSAT
Reversed_CancerUp,ZYX
Reversed_CancerUp,ANXA5
Reversed_CancerUp,GPD1
Reversed_CancerUp,ARRB1
Reversed_CancerUp,CYFIP1
Reversed_CancerUp,MTPN
Reversed_CancerUp,EIF4B
Reversed_CancerUp,GNAS
Reversed_CancerUp,CMPK1
Reversed_CancerUp,TXN
Reversed_CancerUp,IFITM1
Reversed_CancerUp,PGAM1
Reversed_CancerUp,CTNNA1
Reversed_CancerUp,PLIN4
Reversed_CancerUp,TBCA
Reversed_CancerUp,LYZ
Reversed_CancerUp,PSME2
Reversed_CancerUp,ELAVL1
Reversed_CancerUp,ALDH16A1
Reversed_CancerUp,RAB8A
Reversed_CancerUp,DCUN1D1
Reversed_CancerUp,HNRNPK
Reversed_CancerUp,ADH1B
Reversed_CancerUp,ARHGDIA
Reversed_CancerUp,PSMD9
Reversed_CancerUp,CYBRD1
Reversed_CancerUp,CTSZ
Reversed_CancerUp,IDH1
Reversed_CancerUp,EIPR1
Reversed_CancerUp,RHOA
Reversed_CancerUp,GCLM
Reversed_CancerUp,RRAS
Reversed_CancerUp,TUBB2B
Reversed_CancerUp,CD36
Reversed_CancerUp,SEPTIN10
Reversed_CancerUp,SDCBP
Reversed_CancerUp,ITGA1
Reversed_CancerUp,ACO1
Reversed_CancerUp,COMP
Reversed_CancerUp,UFM1
Reversed_CancerUp,RHOG
Reversed_CancerUp,ESYT1
Reversed_CancerUp,GNB2
Reversed_CancerUp,ADIRF
Reversed_CancerUp,ITGB1
Reversed_CancerUp,CFL1
Reversed_CancerUp,SORBS1
Reversed_CancerUp,EEF1A1
Reversed_CancerUp,PTPN11
Reversed_CancerUp,MPST
Reversed_CancerUp,HLA-DRA
Reversed_CancerUp,RSU1
Reversed_CancerUp,CD58
Reversed_CancerUp,HSP90B1
Reversed_CancerUp,DBI
Reversed_CancerUp,HNRNPF
Reversed_CancerUp,ADK
Reversed_CancerUp,LHPP
Reversed_CancerUp,HMGB1
Reversed_CancerUp,GPX1
Reversed_CancerUp,PTPA
Reversed_CancerUp,FAM114A2
Reversed_CancerUp,TUBB
Reversed_CancerUp,CALM1
Reversed_CancerUp,HNRNPA3
Reversed_CancerUp,GNG2
Reversed_CancerUp,YWHAZ
Reversed_CancerUp,RPL23
Reversed_CancerUp,LAMC1
Reversed_CancerUp,APOC1
Reversed_CancerUp,PSMF1
Reversed_CancerUp,GLOD4
Reversed_CancerUp,CSPG4
Reversed_CancerUp,HINT1
Reversed_CancerUp,PA2G4
Reversed_CancerUp,RCN1
Reversed_CancerUp,YWHAB
Reversed_CancerUp,FUS
Reversed_CancerUp,ARHGDIB
Reversed_CancerUp,RAN
Reversed_CancerUp,CYB5A
Reversed_CancerUp,CNP
Reversed_CancerUp,FABP5
Reversed_CancerUp,RPS14
Reversed_CancerUp,KDSR
Reversed_CancerUp,EIF5A
Reversed_CancerUp,TUBB4B
Reversed_CancerUp,MGST1
Reversed_CancerUp,RPLP1
Reversed_CancerUp,SNX1
Reversed_CancerUp,ST13
Reversed_CancerUp,CRIP1
Reversed_CancerUp,MFAP4
Reversed_CancerUp,LIMS1
Reversed_CancerUp,ASAH1
Reversed_CancerUp,LDHB
Reversed_CancerUp,G6PD
Reversed_CancerUp,MYH10
Reversed_CancerUp,FKBP1A
Reversed_CancerUp,ANXA6
Reversed_CancerUp,PSAP
Reversed_CancerUp,AP3B1
Reversed_CancerUp,CYGB
Reversed_CancerUp,VCP
Reversed_CancerUp,VPS29
Reversed_CancerUp,RAB7A
Reversed_CancerUp,CARS1
Reversed_CancerUp,FLOT1
Reversed_CancerUp,RAB1B
Reversed_CancerUp,ALYREF
Reversed_CancerUp,TPP1
Reversed_CancerUp,USP5
Reversed_CancerUp,GNAQ
Reversed_CancerUp,RPL37A
Reversed_CancerUp,PPME1
Reversed_CancerUp,CALR
Reversed_CancerUp,PGK1
Reversed_CancerUp,RPIA
Reversed_CancerUp,GSS
Reversed_CancerUp,RPL24
Reversed_CancerUp,PPA1
Reversed_CancerUp,GMPR2
Reversed_CancerUp,SAA4
Reversed_CancerUp,RAB14
Reversed_CancerUp,GNAI1
Reversed_CancerUp,CAVIN3
Reversed_CancerUp,VWF
Reversed_CancerUp,VCL
Reversed_CancerUp,CTSB
Reversed_CancerUp,AOX1
Reversed_CancerUp,CD163
Reversed_CancerUp,AGFG1
Reversed_CancerUp,ATIC
Reversed_CancerUp,STX7
Reversed_CancerUp,MAPRE1
Reversed_CancerUp,ALDH2
Reversed_CancerUp,DDI2
Reversed_CancerUp,EPS15
Reversed_CancerUp,CDC42
Reversed_CancerUp,VAMP2
Reversed_CancerUp,BCAP31
Reversed_CancerUp,PAFAH1B3
Reversed_CancerUp,TUBA1B
Reversed_CancerUp,PRXL2A
Reversed_CancerUp,TUBB2A
Reversed_CancerUp,MXRA7
Reversed_CancerUp,NAPA
Reversed_CancerUp,FERMT2
Reversed_CancerUp,DCTN3
Reversed_CancerUp,TUBA1C
Reversed_CancerUp,DMTN
Reversed_CancerUp,ALDH1A1
Reversed_CancerUp,PPP1R12B
Reversed_CancerUp,ESAM
Reversed_CancerUp,TMEM43
Reversed_CancerUp,PTGDS
Reversed_CancerUp,MAP1B
Reversed_CancerUp,MYL6
Reversed_CancerUp,HNRNPL
Reversed_CancerUp,STMN1
Reversed_CancerUp,TXNDC5
Reversed_CancerUp,APEH
Reversed_CancerUp,NRP1
Reversed_CancerUp,ABCA8
Reversed_CancerUp,GLRX3
Reversed_CancerUp,PROS1
Reversed_CancerUp,RPS7
Reversed_CancerUp,IGLV1-51
Reversed_CancerUp,ENO1
Reversed_CancerUp,UBA5
Reversed_CancerUp,TNPO1
Reversed_CancerUp,COL18A1
Reversed_CancerUp,RPL8
Reversed_CancerUp,RNH1
Reversed_CancerUp,FASN
Reversed_CancerUp,NIBAN1
Reversed_CancerUp,NUCB1
Reversed_CancerUp,PFN1
Reversed_CancerUp,SPCS1
Reversed_CancerUp,RPRD1B
Reversed_CancerUp,MAOA
Reversed_CancerUp,SNX9
Reversed_CancerUp,CSTA
Reversed_CancerUp,SOD2
Reversed_CancerUp,TLN2
Reversed_CancerUp,HNRNPH3
Reversed_CancerUp,RDH11
Reversed_CancerUp,P4HB
Reversed_CancerUp,GNA13
Reversed_CancerUp,SFPQ
Reversed_CancerUp,YWHAE
Reversed_CancerUp,UBA1
Reversed_CancerUp,CLINT1
Reversed_CancerUp,CD63
Reversed_CancerUp,EZR
Reversed_CancerUp,PRDX6
Reversed_CancerUp,RPS28
Reversed_CancerUp,CSTB
Reversed_CancerUp,USP14
Reversed_CancerUp,TKFC
Reversed_CancerUp,MYOZ2
Reversed_CancerUp,EMD
Reversed_CancerUp,GDI2
Reversed_CancerUp,FAM114A1
Reversed_CancerUp,PPP1R1A
Reversed_CancerUp,DYNLRB1
Reversed_CancerUp,DEK
Reversed_CancerUp,GSTO1
Reversed_CancerUp,NAPRT
Reversed_CancerUp,TPD52L2
Reversed_CancerUp,ITGA7
Reversed_CancerUp,MYBPC2
Reversed_CancerUp,VASP
Reversed_CancerUp,RPS10
Reversed_CancerUp,SURF4
Reversed_CancerUp,WBP2
Reversed_CancerUp,HADH
Reversed_CancerUp,RPL21
Reversed_CancerUp,SF3B2
Reversed_CancerUp,LMOD3
Reversed_CancerUp,LTF
Reversed_CancerUp,POLDIP2
Reversed_CancerUp,G3BP1
Reversed_CancerUp,RAP2B
Reversed_CancerUp,COL4A1
Reversed_CancerUp,LMNA
Reversed_CancerUp,RAD23A
Reversed_CancerUp,ADH5
Reversed_CancerUp,LAMB1
Reversed_CancerUp,HSP90AA1
Reversed_CancerUp,MME
Reversed_CancerUp,ITGA6
Reversed_CancerUp,COL4A2
Reversed_CancerUp,MTARC2
Reversed_CancerUp,UBE2L3
Reversed_CancerUp,EPHX1
Reversed_CancerUp,HSPA8
Reversed_CancerUp,EPM2A
Reversed_CancerUp,PITPNB
Reversed_CancerUp,DNAJB2
Reversed_CancerUp,AGO2
Reversed_CancerUp,RPSA
Reversed_CancerUp,PRDX1
Reversed_CancerUp,CYB5R3
Reversed_CancerUp,CARHSP1
Reversed_CancerUp,RRAGC
Reversed_CancerUp,DAZAP1
Reversed_CancerUp,NONO
Reversed_CancerUp,DERA
Reversed_CancerUp,MIF
Reversed_CancerUp,PEX19
Reversed_CancerUp,RAB10
Reversed_CancerUp,RTN3
Reversed_CancerUp,RPS25
Reversed_CancerUp,PVALB
Reversed_CancerUp,LRRC40
Reversed_CancerUp,AKR1A1
