power,r2,mean_k,slope,selected
1,0.09273309749319095,971.3716136580031,-34.452300013262004,FALSE
2,0.07034316652622305,538.1785483071029,-3.2753052184698714,FALSE
3,0.5038452518762687,322.6005838555753,-3.330643165332813,FALSE
4,0.7428716343240841,205.77166519186662,-2.5376112424503927,FALSE
5,0.8352390745581584,138.01025414060635,-2.0636939794303832,FALSE
6,0.8899814900688429,96.46900787768861,-1.846126414467931,TRUE
7,0.9195920701328009,69.7993824978569,-1.7146578251194753,FALSE
8,0.9361755692911526,51.995722580482415,-1.641036521633128,FALSE
9,0.9467918833908008,39.706535457621094,-1.5838488700312008,FALSE
10,0.953153170507243,30.974937890250157,-1.5472657814237978,FALSE
11,0.9603853397879616,24.61276861947887,-1.526600526317755,FALSE
12,0.9635076870486181,19.873510582314424,-1.505462305091388,FALSE
13,0.9685993482116061,16.273748844719414,-1.4870449165762027,FALSE
14,0.9726666062515579,13.491916059060445,-1.4772106318044522,FALSE
15,0.9721922279371346,11.308895423068435,-1.4718705956078817,FALSE
16,0.9619060615618312,9.572110452646111,-1.4703369304423233,FALSE
17,0.9628532800318983,8.173217120890985,-1.4618969073202341,FALSE
18,0.9649955855468406,7.033901287165381,-1.4574455687325647,FALSE
19,0.966840814607614,6.09663202783321,-1.4509110453495777,FALSE
20,0.9706365183345167,5.3185172442115025,-1.4410328215884862,FALSE
