gene,logFC_CRE,logFC_PLA,t_CRE,t_PLA,pi_CRE,pi_PLA,sig_class,is_sig,quadrant
S100A11,0.411510909336556,0.488964768605236,0.941300160838184,0.904834139136369,0.6537059644346658,0.6186722746408668,NS,FALSE,Concordant Up
NDUFB3,0.186852896239934,0.151363720695166,0.734695584869817,0.511926252182434,0.8682010626187248,0.928646132582268,NS,FALSE,Concordant Up
HMGB1,0.0292333502428477,-0.278453058319545,0.169269178723465,-1.38684939022179,0.9958348470477134,0.6181518486245862,NS,FALSE,Discordant (CRE up / PLA down)
PPP2R1A,0.0531771829685503,0.10684311236005,0.36328938626127,0.627844253828439,0.982642345022425,0.9355044207743513,NS,FALSE,Concordant Up
EPHX1,-0.12784020784559,0.0573976290432014,-0.613966369107922,0.237109567433837,0.9252924396708636,0.9882924858379484,NS,FALSE,Discordant (CRE down / PLA up)
SLC2A1,0.00316851416010522,-0.024530167230683,0.00617311192022147,-0.0411080634344258,0.9999845113999932,0.999190776027428,NS,FALSE,Discordant (CRE up / PLA down)
PRKAR2A,-0.118009629363293,-0.0992008308642269,-0.838592848054742,-0.606355090534033,0.9000372868182922,0.9423753616306224,NS,FALSE,Concordant Down
UBE2L3,-0.197379826708211,0.212837547300531,-0.802881201975463,0.744688731971691,0.8464020147650092,0.8489923902127144,NS,FALSE,Discordant (CRE down / PLA up)
PCYOX1,-0.27999221795212,-0.296800046050262,-1.6803582087468,-1.53213800530699,0.532523689110781,0.5555987782022281,NS,FALSE,Concordant Down
FHL3,-0.288555407173661,-0.0961514913403398,-0.827647975350927,-0.237219548663656,0.7762427721095742,0.9804556261486752,NS,FALSE,Concordant Down
LMNA,-0.00916908528003546,0.196566164877364,-0.0216636111327308,0.399476847746838,0.999841756005669,0.9304338757983902,NS,FALSE,Discordant (CRE down / PLA up)
NDUFAB1,-0.0154888138410492,0.208722358233409,-0.0802283134860377,0.929943335147588,0.9989875752567642,0.8085668770983767,NS,FALSE,Discordant (CRE down / PLA up)
UBE2D1,-0.794301724924175,0.0158326425497677,-2.13380915649568,0.0384039499688667,0.08488386063399696,0.9995134354822026,NS,FALSE,Discordant (CRE down / PLA up)
CST3,0.332158576534045,0.34040396792048,0.94793675386339,0.802759319418972,0.7073437688845517,0.7502897744139384,NS,FALSE,Concordant Up
ADSL,-0.222664753904731,-0.180722630380604,-1.67963149801889,-1.17260862104171,0.6060398872328235,0.7795102474266787,NS,FALSE,Concordant Down
HIST2H2BE,0.998656090602513,0.897219725444831,1.99014981886835,1.83204526817144,0.06221901064377158,0.10782997853661928,NS,FALSE,Concordant Up
CBR1,0.273130356405485,0.0240243278243355,1.35795003084721,0.102740830915786,0.6322249268722054,0.997972442889782,NS,FALSE,Concordant Up
PGD,0.081937325842194,-0.154232014355284,0.266790811583495,-0.431958101224492,0.9810557254245178,0.9399888181897136,NS,FALSE,Discordant (CRE up / PLA down)
USP14,-0.106376333381334,-0.158898531138668,-0.736532165516328,-0.94633432776712,0.922460960271036,0.847518862677362,NS,FALSE,Concordant Down
DPYSL2,0.352125359335346,0.17322417884105001,1.16965941809326,0.494935540244394,0.6164911352526401,0.9218020488824172,NS,FALSE,Concordant Up
RACK1,0.00843250195929812,0.0125854017737979,0.057438003409551,0.0737374269993828,0.9996087464190117,0.999245717884214,NS,FALSE,Concordant Up
AMPD3,0.100122270209777,-0.12490436935181,0.31209683997343,-0.334899365260303,0.972583068821144,0.9631695868930172,NS,FALSE,Discordant (CRE up / PLA down)
ABHD14B,-0.0279001904753073,-0.0677796875260732,-0.145602852022825,-0.30425679523349,0.9966099525225944,0.9818721450346218,NS,FALSE,Concordant Down
NAXE,-0.129418820956143,-0.107998320204178,-0.960940540681589,-0.689753778298247,0.8715916184032373,0.927211918180078,NS,FALSE,Concordant Down
BCAT2,-0.211667708441862,-0.479213774504881,-0.940862767856636,-1.82498207738955,0.8038953785532553,0.29990824580720676,NS,FALSE,Concordant Down
TAGLN2,0.322891017119343,0.441466621466724,1.15187437149827,1.35464355762093,0.6475099048499774,0.4777576699273505,NS,FALSE,Concordant Up
RPLP2,0.231040455486269,0.29788424015242,1.07083206286832,1.18756905322032,0.7539267634703695,0.6586528797115877,NS,FALSE,Concordant Up
TWF2,-0.0552256427889013,0.179226105674619,-0.279196773667542,0.779379349829567,0.986539007123185,0.864249656560832,NS,FALSE,Discordant (CRE down / PLA up)
PSMA7,-0.0644879466294057,-0.265346806151001,-0.41058245991906,-1.45316094984024,0.9758857985558398,0.6135034583540031,NS,FALSE,Concordant Down
HK1,0.174417621050129,0.170276820505432,1.36450342191549,1.14582373239482,0.7447405784117056,0.7964401454461892,NS,FALSE,Concordant Up
PSMA4,0.0865337550145036,-0.290725350506989,0.563957792837991,-1.62975366252585,0.9536439538898328,0.5341696650090566,NS,FALSE,Discordant (CRE up / PLA down)
MYBPC2,-0.0760474399865458,0.0535764685292719,-0.133880594642245,0.0811306822671488,0.9915631100837397,0.996461830483356,NS,FALSE,Discordant (CRE down / PLA up)
NDUFA6,0.0598595510266406,0.039086654871209,0.242512782631625,0.1362095926888,0.9874919440874116,0.995575343015052,NS,FALSE,Concordant Up
ANXA11,0.0389432072738565,-0.138705712830802,0.275269271697735,-0.843331605633816,0.9906355339209456,0.8827843512376263,NS,FALSE,Discordant (CRE up / PLA down)
STAC3,0.0884145605354227,-0.47635553339963,0.371128788204767,-1.61249152576722,0.9706658549221442,0.3658231087874329,NS,FALSE,Discordant (CRE up / PLA down)
NIPSNAP3B,-0.211013520553788,0.0313722246829968,-0.696548039452252,0.0850499453572104,0.8612820209099074,0.9978242602801386,NS,FALSE,Discordant (CRE down / PLA up)
AHCY,-0.102404068800261,-0.146011408744972,-0.720537102322549,-0.883698133242537,0.9271732206045048,0.8699988340841047,NS,FALSE,Concordant Down
NDUFB4,0.457374485037775,-0.155161125172871,1.59052762645342,-0.464119925840453,0.385310747828194,0.9345785359812996,NS,FALSE,Discordant (CRE up / PLA down)
NDUFS3,0.263506040302182,0.123784031444909,1.32289588316054,0.534536940223816,0.6524958902780027,0.9382781083643956,NS,FALSE,Concordant Up
ALDH4A1,0.010661213721523,0.0988957544548619,0.064482120067447607,0.514503480225624,0.9994431932949924,0.9525107082329498,NS,FALSE,Concordant Up
PSMA2,-0.264258924837275,-0.0481407246560117,-1.27224696412623,-0.199357414868197,0.6661741252587209,0.9918455807482016,NS,FALSE,Concordant Down
MYL6B,-0.336553144211354,1.0397114774389,-0.543792799226591,1.44500932226706,0.8379660068717353,0.14961671377592975,NS,FALSE,Discordant (CRE down / PLA up)
UBE2V2,-0.360951624691186,-0.326803558252301,-2.77830788818657,-2.1636955804409,0.19118790279474784,0.3499606860576291,NS,FALSE,Concordant Down
DDAH1,0.184125819330703,-0.123049456904418,0.782372576478203,-0.44973494960155,0.8601901636772741,0.9495840630549168,NS,FALSE,Discordant (CRE up / PLA down)
SDHC,0.131887533578816,0.274986479057191,0.309718972534462,0.556940549234652,0.964400482438042,0.8621864459588995,NS,FALSE,Concordant Up
SRI,-0.0267485649165948,-0.297657610574838,-0.0883963115973757,-0.846113567518258,0.9980683591092604,0.7644004341107948,NS,FALSE,Concordant Down
HRC,-0.0241462835940283,0.0855175984970273,-0.138117082638409,0.42075627965681,0.9972240141774608,0.9672557999598954,NS,FALSE,Discordant (CRE down / PLA up)
CD59,-0.0560193935487945,-0.15712627769695,-0.344589456087082,-0.831362468036244,0.9827717903570712,0.8704852541510526,NS,FALSE,Concordant Down
PDLIM1,-0.0645427211163465,0.0206858569887629,-0.406934807096022,0.112183528525944,0.9761081402660106,0.9980866832082482,NS,FALSE,Discordant (CRE down / PLA up)
STIP1,-0.112729874327265,-0.143200036286697,-0.907328976411026,-0.991395392884876,0.8947574904203155,0.8535679293069665,NS,FALSE,Concordant Down
CAPZA1,0.440935285296803,0.540416635745196,1.44088484363707,1.51901177019262,0.4482084680335345,0.3473251988798549,NS,FALSE,Concordant Up
OGN,0.653735603416408,0.853413134911747,1.37766544809086,1.54695956387196,0.32655779747816194,0.18041792504549295,NS,FALSE,Concordant Up
EIF4A2,-0.115690505068898,-0.13078081350281,-0.827562785279006,-0.804683841476905,0.9034465305455412,0.8951136071215062,NS,FALSE,Concordant Down
CAPNS1,-0.0315033413630275,0.126595148265661,-0.208049954891999,0.719127801738037,0.9944056072479543,0.9109640780744428,NS,FALSE,Discordant (CRE down / PLA up)
HNRNPA2B1,0.132851546511262,-0.0344556381071719,0.674802051491737,-0.15053867448194,0.9134724697811392,0.995665394096481,NS,FALSE,Discordant (CRE up / PLA down)
CACYBP,0.382517651955194,-0.275243112615772,1.72280617118487,-1.0243732964542,0.4109305361172477,0.7281909180651654,NS,FALSE,Discordant (CRE up / PLA down)
PSMA6,-0.0673722725021548,-0.0327792202622241,-0.484413992040514,-0.2027272417217,0.9695901497788972,0.9943394986138004,NS,FALSE,Concordant Down
AZGP1,0.120533943000048,0.216807466309426,0.328642167850619,0.508470975443273,0.9651659488660564,0.9001514189854161,NS,FALSE,Concordant Up
ALDH5A1,-0.0249983866210925,0.182780249439062,-0.14533128153818,0.914017264124759,0.996967975428218,0.8335962517085094,NS,FALSE,Discordant (CRE down / PLA up)
PSMF1,0.261226211153819,-0.709637319294213,0.732611183639642,-1.71187184733601,0.8212787646907668,0.19418027662330936,NS,FALSE,Discordant (CRE up / PLA down)
FIS1,-0.161115077710782,0.402749699959159,-0.820120246565133,1.76341521858721,0.8695270536056177,0.3792488613723215,NS,FALSE,Discordant (CRE down / PLA up)
PDIA3,0.421819076754481,0.189775396758826,1.64216189296258,0.635488464655981,0.39874908109870505,0.8867718625310547,NS,FALSE,Concordant Up
GPX3,-0.252078315775993,-0.00615228189129269,-0.70834364562891206,-0.0148704034128694,0.8333871412551932,0.9999273078775928,NS,FALSE,Concordant Down
COL6A3,0.897310024192382,1.24558543493351,1.4531031703228,1.73502390391843,0.19165073498439653,0.05332939096612296,NS,FALSE,Concordant Up
MAOB,-0.0664573999606404,-0.488412385923674,-0.388194757286506,-2.45397988757222,0.9766823625758128,0.15309582255009413,NS,FALSE,Concordant Down
TKT,-0.0464332831028038,0.251938334177026,-0.0930532639619581,0.434284653932815,0.9964666491425208,0.9032811766114616,NS,FALSE,Discordant (CRE down / PLA up)
NDUFA2,0.0494226331890459,0.226466725209235,0.216506882001056,0.85335204920151,0.9908540167158828,0.8133259250642038,NS,FALSE,Concordant Up
APEH,-0.192427287175256,-0.125836154203576,-0.970085904126132,-0.54566611329533,0.8131340307128063,0.935787346983908,NS,FALSE,Concordant Down
RHOA,0.124751379877811,-0.277848209821578,0.680896470056412,-1.30443168104142,0.9176637591121272,0.6429309414778807,NS,FALSE,Discordant (CRE up / PLA down)
TCAP,0.466259140336987,0.735322341681915,1.02504775491836,1.1858873924963,0.5863281758035456,0.3611278410156248,NS,FALSE,Concordant Up
TPSB2,0.639520106033309,0.677258929031513,1.48431716010553,1.29892505983506,0.2981718048741556,0.3433660777016961,NS,FALSE,Concordant Up
HSPA5,0.249100085288067,0.143570760189689,1.53691677318349,0.761939492800415,0.6093402393549296,0.8925999730138439,NS,FALSE,Concordant Up
RYR1,-0.0995043713308803,-0.190059815349375,-0.531241315093306,-0.87280654932224,0.9504315235462794,0.8365757605114872,NS,FALSE,Concordant Down
CAVIN2,-0.17665536573627,1.6063249067954e-4,-0.50879035708466,3.9794535728215e-4,0.9178013279573134,0.9999999494963668,NS,FALSE,Discordant (CRE down / PLA up)
TMEM109,0.0774856656616656,-0.274499369875056,0.450719300050529,-1.37342247247502,0.9678691405828556,0.6262810366023558,NS,FALSE,Discordant (CRE up / PLA down)
PDHX,0.0196928785656247,0.00706526159962095,0.0933164604292987,0.0287975347915962,0.9984955459669744,0.99983745639097,NS,FALSE,Concordant Up
IDH1,-0.141980567942859,-0.154927208684935,-0.700646605236227,-0.657621221976119,0.9036769695630202,0.9027860962640832,NS,FALSE,Concordant Down
ANP32A,0.0163419790578168,-0.266718543755932,0.0864279773803983,-1.16562743834905,0.9988470759429968,0.6947262415692699,NS,FALSE,Discordant (CRE up / PLA down)
PRXL2A,-0.251373974091386,-0.118169230193509,-0.711055326426725,-0.287518305132696,0.8330968847115788,0.9704892236498336,NS,FALSE,Concordant Down
CANX,0.213130240103805,0.0193197863972436,1.16511558660087,0.0908456776715449,0.7473177598053979,0.998564451240833,NS,FALSE,Concordant Up
EEF1G,0.10681704256077,0.0378958016721747,0.791269933983088,0.241464463246337,0.9151990980303129,0.9921003919119687,NS,FALSE,Concordant Up
HEBP2,-0.325780862503517,-0.0704169951610858,-2.43334660600184,-0.45241178022076,0.29029939789331477,0.9706315447389682,NS,FALSE,Concordant Down
CCT2,-0.0291914654966483,0.0168727364999945,-0.182434992974444,0.0907017738494647,0.9954956453220112,0.9987482187846524,NS,FALSE,Discordant (CRE down / PLA up)
MYLK,-0.210422192008185,-0.620012968817189,-0.802210492712337,-2.03317884348712,0.8372826081446871,0.1614096461726925,NS,FALSE,Concordant Down
RAB7A,0.0689891519989914,-0.229212813611976,0.507260177030541,-1.44966236719282,0.9671719900605968,0.6566219730430553,NS,FALSE,Discordant (CRE up / PLA down)
PLIN3,0.217840419578398,0.0276008210313599,1.51561596835852,0.165177435473231,0.6537952717620475,0.9961678319431436,NS,FALSE,Concordant Up
LAP3,0.0620222335985403,-0.174084345730545,0.342127037291321,-0.825995581713581,0.9810950119424052,0.8586238549805073,NS,FALSE,Discordant (CRE up / PLA down)
WARS1,-0.0139205339749502,0.0174639282405344,-0.107131320000398,0.115606036029975,0.9987723899223012,0.998333012572124,NS,FALSE,Discordant (CRE down / PLA up)
MAP4,0.122864437890389,-0.0216980831755293,0.775442504118163,-0.117793895472654,0.9053953894466192,0.9978883460179592,NS,FALSE,Discordant (CRE up / PLA down)
ACP1,-0.113281192513295,-0.329090586762231,-0.752329091805629,-1.87993794637736,0.9155390278405277,0.420342448845922,NS,FALSE,Concordant Down
COL6A1,0.949565510222214,0.0179101446964047,1.44439743368401,0.0208244142016744,0.17832695356642994,0.9997033994609608,NS,FALSE,Concordant Up
ACTN3,1.48588429098843,-0.764771963075987,2.06654500188769,-0.852024741697895,0.01260583305203435,0.5007726152493104,Sig CRE only,TRUE,Discordant (CRE up / PLA down)
CAMK2D,0.261351688320261,0.376266769594483,1.91511387480744,2.37160942744006,0.4933691716620859,0.252276750808993,NS,FALSE,Concordant Up
SPTB,-0.236044801797227,-0.0406814026280493,-0.472494160025476,-0.0700448053913152,0.9002385862775909,0.9976890588618827,NS,FALSE,Concordant Down
MPI,-0.135177371341467,-0.0244261180734782,-1.0082187359499999,-0.156705135559485,0.858335701457607,0.9967919196933892,NS,FALSE,Concordant Down
ANK2,-0.0892796235258722,0.119857847810575,-0.551674813008769,0.660504950838257,0.9534458224950328,0.9235920481257786,NS,FALSE,Discordant (CRE down / PLA up)
RAB10,-0.12851621241418,-0.0855287318163285,-0.815796576764668,-0.466996906751851,0.8951364753994612,0.9631319813357414,NS,FALSE,Concordant Down
HP1BP3,-0.24979793146386,0.045878746319552,-0.856372917634897,0.137606077631935,0.7963789515238573,0.9947665948938248,NS,FALSE,Discordant (CRE down / PLA up)
MYL12B,0.296409940863047,0.440804403610031,1.30039915215974,1.66344270915429,0.6254638148220387,0.3760013745162395,NS,FALSE,Concordant Up
PTGES3,0.011311492782589,-0.100679421902505,0.0867641331857018,-0.664261425674677,0.9991982793600328,0.9349342605569672,NS,FALSE,Discordant (CRE up / PLA down)
CRKL,-0.0525959575650425,-0.179335944655417,-0.428220615880782,-1.25591590588555,0.97932239828415,0.7626778248246132,NS,FALSE,Concordant Down
PSMA3,0.0225377964519424,-0.536935290044653,0.150779955627001,-3.08981244627244,0.9971577563397588,0.05727440028610273,NS,FALSE,Discordant (CRE up / PLA down)
DYSF,0.0989489510109145,0.170425555206144,0.596535286167617,0.883766777569214,0.9436034389995402,0.8499605682428732,NS,FALSE,Concordant Up
DDT,-0.359711244571258,-0.237580651120311,-1.43763542634125,-0.816740009470716,0.5206635809212034,0.8145747761793352,NS,FALSE,Concordant Down
GNAI2,0.245297170102834,0.188295221255341,0.732324456119222,0.483535437675629,0.831273010689397,0.9174777056985568,NS,FALSE,Concordant Up
MUSTN1,-0.0603664460868529,1.11678965122204,-0.157696913587963,2.50944092391332,0.9920374320011072,0.01191665051427867,Sig PLA only,TRUE,Discordant (CRE down / PLA up)
NDUFA8,0.079464054642937,0.419165207853773,0.265098285230212,1.20281666181307,0.9817491358029876,0.5501063232460891,NS,FALSE,Concordant Up
TCP1,0.0319250260385111,-0.0590624815743901,0.212344902120263,-0.3379094051435,0.9942049220405677,0.9822360624593716,NS,FALSE,Discordant (CRE up / PLA down)
PSMB1,0.00163859854075099,-0.0246047088035724,0.0126172161924743,-0.162962328274481,0.9999835868714156,0.996631686561686,NS,FALSE,Discordant (CRE up / PLA down)
NEDD8,0.324966012804399,-0.391354647368654,1.6726478148789,-1.73266687090006,0.48351497882663114,0.39882326998773426,NS,FALSE,Discordant (CRE up / PLA down)
RPS16,0.131419668050587,0.0607731541818239,0.763972293400517,0.303883437410827,0.9009130908687456,0.9837527385898476,NS,FALSE,Concordant Up
SPTAN1,0.352014331303739,0.300721732086252,0.978154861871884,0.718770257087936,0.6821611154011524,0.8014120659580879,NS,FALSE,Concordant Up
TUBA8,-0.178905232128855,-0.175609738261407,-0.802685085241624,-0.677717589798141,0.8597567132795053,0.8866874700046158,NS,FALSE,Concordant Down
TLN1,0.205839626027281,0.076603696618438,0.765297987000045,0.244979263650529,0.8489212058191375,0.9838453084566026,NS,FALSE,Concordant Up
DCXR,-0.16626596056043,-0.0375227221556997,-0.659759597030139,-0.128072155412776,0.8956642926079276,0.9960176938028624,NS,FALSE,Concordant Down
CAV2,1.29838446357781,-0.757152128444606,2.28123773303284,-0.939047648364319,0.01320760354016844,0.4622099065253405,Sig CRE only,TRUE,Discordant (CRE up / PLA down)
TMEM43,-0.144581497098475,0.185307166999088,-0.529897019388112,0.584183096348706,0.9289976544607342,0.89940997685374,NS,FALSE,Discordant (CRE down / PLA up)
ACOT13,0.148429194417883,0.0234167951604505,0.641981055441759,0.0871180908466295,0.9092336915451406,0.9983340176895756,NS,FALSE,Concordant Up
MTPN,0.118473304034069,-0.182957737462509,0.71332376709577,-0.947534399070496,0.917226339838552,0.8262952108095095,NS,FALSE,Discordant (CRE up / PLA down)
AK2,0.0629193367259511,-0.0438631479031351,0.433658772515428,-0.260040987814893,0.9749571413368469,0.9900947306314216,NS,FALSE,Discordant (CRE up / PLA down)
CPT1B,-0.346663377419663,0.473426631185504,-1.31749497482154,1.54764624455454,0.5720157763654303,0.38652011320472773,NS,FALSE,Discordant (CRE down / PLA up)
IDH3B,0.167877868443412,0.11843790709365,1.00086583423238,0.607366945681177,0.8286820503498221,0.9314585560691004,NS,FALSE,Concordant Up
RPS25,-0.0784258488762823,-0.259221500692203,-0.390174200939172,-1.10929831284134,0.9723837910782516,0.7175100031840417,NS,FALSE,Concordant Down
GPX1,0.013151044989371,-0.0719714031686571,0.0705239576163655,-0.331981889651291,0.9992471063514908,0.9788159268087472,NS,FALSE,Discordant (CRE up / PLA down)
ACACA,-0.104639456817601,0.374816356111658,-0.255367936331568,0.786805586842178,0.9769883915931968,0.7343664951000114,NS,FALSE,Discordant (CRE down / PLA up)
PSMC6,-0.0166288749876671,-0.20275027897301,-0.10534856147786,-1.10485481395731,0.9985590971605744,0.7723795990360837,NS,FALSE,Concordant Down
ASPN,0.930995218495706,1.3128375299883,1.5930571411542,2.08462154426976,0.14407357524106365,0.01876773253451578,Sig PLA only,TRUE,Concordant Up
CAPN1,-0.110363904299561,-0.0325419956914637,-0.899876009585183,-0.228232670355763,0.8978725409745829,0.9936149109701128,NS,FALSE,Concordant Down
SDHD,-0.335114029891386,0.0528508536600292,-0.973414020856348,0.132048965760434,0.696389937865211,0.994213162445486,NS,FALSE,Discordant (CRE down / PLA up)
PRKCSH,0.334992833490023,-0.13075810630291,1.53146687827596,-0.514184197278702,0.5153361906357082,0.9377402580192188,NS,FALSE,Discordant (CRE up / PLA down)
NDUFB1,0.315781423169792,0.709908195999709,1.09850790891993,2.12420687961615,0.6708391692487458,0.10840095579233802,NS,FALSE,Concordant Up
RPLP1,0.145482063049851,0.0616460688741576,0.710226890672244,0.258863642659994,0.8998468694106435,0.9861754276590952,NS,FALSE,Concordant Up
GLUD1,0.378676269459898,0.24380602503344,1.7691394942656,0.979752616915871,0.4002145691964464,0.7668430653378074,NS,FALSE,Concordant Up
VAT1,0.444652145652981,0.413490685875544,1.13383888106006,0.906931935709019,0.5564740334527729,0.6652048060597007,NS,FALSE,Concordant Up
EIF4H,-0.103967355812909,0.205315447839229,-0.790704027474225,1.34312548398375,0.917436090379617,0.7120741039564265,NS,FALSE,Discordant (CRE down / PLA up)
SMYD1,-0.136640711929626,0.135943143721775,-0.582095092080821,0.498137389841304,0.925113305268674,0.9376431845323968,NS,FALSE,Discordant (CRE down / PLA up)
ECI2,0.0840908916594785,0.06364628635475,0.334688248708548,0.217892652319609,0.975069945313172,0.988156409349336,NS,FALSE,Concordant Up
UBE2V1,-0.156414938446936,0.0490690235305387,-0.662453571995095,0.178756829894656,0.9010654384341594,0.9926022067281356,NS,FALSE,Discordant (CRE down / PLA up)
CAP1,0.303363657918322,0.178592651060928,0.998938403503803,0.505844173267569,0.7126748891574413,0.9174798082319208,NS,FALSE,Concordant Up
RBP4,-0.27534397064537,0.0994866416575313,-0.619313981676863,0.192476669406226,0.8445139464558257,0.98383756867866,NS,FALSE,Discordant (CRE down / PLA up)
DGLUCY,-0.298494896405209,-0.175990330425158,-0.907883708703559,-0.496723211725113,0.7452140476246727,0.920378936167856,NS,FALSE,Concordant Down
DSTN,0.186844449468705,-0.0778593373520273,0.837304392541474,-0.300117888508788,0.8466838116644438,0.9795153328874316,NS,FALSE,Discordant (CRE up / PLA down)
ETFDH,0.0259564440746587,0.0209922316006725,0.128484497050808,0.0893803709599849,0.9972342360233498,0.9984662855922116,NS,FALSE,Concordant Up
UCHL1,0.176162582494584,0.00595062668517699,0.559094335900453,0.0162447166367572,0.9087955997965216,0.9999231511717068,NS,FALSE,Concordant Up
CRYZ,0.12936587122924,-0.0497990010673135,0.81253827010835,-0.269043651831765,0.8949820442753783,0.9883363996150714,NS,FALSE,Discordant (CRE up / PLA down)
DHRS7,0.214307925431584,0.41948447848555,1.38328594442958,2.32899007787158,0.6914823062844934,0.22395355328501684,NS,FALSE,Concordant Up
IPO5,-0.128177161954707,-0.0622709656864053,-0.901036302318984,-0.376526241066057,0.8822137432465746,0.9788731151756166,NS,FALSE,Concordant Down
BANF1,-0.00596424912703242,-0.00712504671031766,-0.0300734504145934,-0.0309024711380641,0.9998566337321192,0.9998239552729832,NS,FALSE,Concordant Down
PPP2CA,-0.093822187324669,0.118535335198018,-0.704086298565438,0.765149294337745,0.9348833986318736,0.9100123875322672,NS,FALSE,Discordant (CRE down / PLA up)
GPD2,-0.128966917692214,-0.253214339505799,-0.823269521468234,-1.39036883264553,0.8936410301291938,0.6447233054857214,NS,FALSE,Concordant Down
DPYSL3,0.341994366622895,0.191453275678747,1.47526834474884,0.710383528803514,0.5257825148826386,0.8703017409985762,NS,FALSE,Concordant Up
AKR7A2,0.211498895072332,-0.0565923135124073,1.40041800739751,-0.32231835847334,0.6905702024901762,0.983843196720163,NS,FALSE,Discordant (CRE up / PLA down)
IARS2,0.0295168560024663,0.146485770903329,0.168339313227583,0.718602801340676,0.9958190660814646,0.8978014808737917,NS,FALSE,Concordant Up
NSFL1C,-0.168163264899675,-0.159832068896979,-1.35486859748541,-1.10766383919665,0.7547035280025598,0.8152266078760093,NS,FALSE,Concordant Down
RPL22,0.0444149942600305,0.18975906620863,0.264053856549462,0.970383603169668,0.9898016642172176,0.8154037675601336,NS,FALSE,Concordant Up
METTL7A,-0.0487715435705027,-0.338340310809809,-0.252916730428006,-1.50918615520234,0.9893205356527224,0.5188296449014549,NS,FALSE,Concordant Down
GNB1,-0.0256569918665335,-0.205037404388918,-0.0892192143632865,-0.613287007172062,0.998129285585746,0.8830566352597957,NS,FALSE,Concordant Down
PGP,-0.0927162459875142,-0.0876092681882525,-0.579281629211591,-0.470827672244131,0.948843478039614,0.9618984036501272,NS,FALSE,Concordant Down
CLTC,0.385010424155105,0.172242754991697,1.56370192436243,0.601728326178222,0.456510683976027,0.9029333941272262,NS,FALSE,Concordant Up
ATP1A2,-0.181068497986832,0.189150551090204,-0.795945319633135,0.71519744736344,0.8595689952134714,0.8707573162448453,NS,FALSE,Discordant (CRE down / PLA up)
RAD23A,-0.151741923555264,-0.267480186090932,-0.961531996880992,-1.4579001575334,0.8510640155030849,0.6097542573851616,NS,FALSE,Concordant Down
CUTA,-0.104039097262451,0.152613234762452,-0.586847476204377,0.737527977805134,0.9419872536003736,0.8906602835771855,NS,FALSE,Discordant (CRE down / PLA up)
ATIC,-0.132405541743008,-0.0584091351012859,-0.92229893120388,-0.349964771115111,0.8751350529777618,0.9817306744228684,NS,FALSE,Concordant Down
LRPPRC,0.166352804099617,0.0161119094820563,0.95970930390296,0.0799529703607914,0.8383129158958145,0.9989505926041884,NS,FALSE,Concordant Up
NQO2,0.075036203559744,-0.157707416220713,0.25919536942173,-0.505522904273372,0.9831915137927822,0.9269101986399352,NS,FALSE,Discordant (CRE up / PLA down)
PPP1R1A,-0.320575871531393,-0.0557383325125507,-1.49880721962089,-0.215340524991139,0.5407907967634177,0.9897558175777776,NS,FALSE,Concordant Down
ADSS2,-0.199102098433382,-0.0235858907111677,-1.18016474011497,-0.120253324067737,0.7582239137732781,0.9976547576590006,NS,FALSE,Concordant Down
SOD3,-0.258801215207743,-0.118256926171735,-0.680527435146377,-0.26747544811849,0.836829774728227,0.972697939364925,NS,FALSE,Concordant Down
FAM162A,0.207094621519364,0.422853610018173,0.804327325110031,1.41264181110167,0.8391512929958523,0.4728157194026513,NS,FALSE,Concordant Up
PSMA1,0.0532363427786748,-0.194975276357759,0.343539204120667,-1.08224514820433,0.983676329202353,0.785284848057894,NS,FALSE,Discordant (CRE up / PLA down)
NDUFS6,0.100374545789887,-0.0817281181191376,0.367962155179406,-0.257708694112894,0.967023233420529,0.9818018615595202,NS,FALSE,Discordant (CRE up / PLA down)
ANXA4,0.350433038449214,0.281004243090337,1.27176210926811,0.877186068233573,0.5836871663290163,0.7668177524044605,NS,FALSE,Concordant Up
PPIB,0.393213244581361,0.404876660378758,1.18119804057637,1.04615330801877,0.5785373987073865,0.6187200438439991,NS,FALSE,Concordant Up
RPL5,0.315281809273792,0.00304580993435977,1.79781876736261,0.0149392159428646,0.4584880704445145,0.9999638441417156,NS,FALSE,Concordant Up
ATP5IF1,-0.480814255252486,-1.17000535269244,-0.420461318149216,-1.03209255829504,0.8298170341700617,0.2576531867242824,NS,FALSE,Concordant Down
SH3BGR,-0.18754294706784,-0.355015155822059,-0.689986752523349,-1.12347890034101,0.8769635606285493,0.6298133251590828,NS,FALSE,Concordant Down
IMPA2,-0.16206286600228,-0.381216467432374,-0.458124024853401,-0.926934860861181,0.9327582108774516,0.6794369843590947,NS,FALSE,Concordant Down
DYNLL2,-0.00613593447145888,0.172614786601919,-0.0274340998397458,0.663843959826818,0.9998655900394804,0.8911331276880453,NS,FALSE,Discordant (CRE down / PLA up)
RAB6A,0.210944749953732,0.0342063538843043,0.938178042129978,0.13085831929506,0.8047689480704652,0.9962862199834072,NS,FALSE,Concordant Up
RPS3,0.233506090551248,0.0840252021982906,1.52180386642763,0.471029434704405,0.6324938436865206,0.96341033991924,NS,FALSE,Concordant Up
GFM1,-0.271206730699863,-0.183915146116181,-1.49882458234433,-0.894918233804982,0.5957676669854409,0.8371918710544282,NS,FALSE,Concordant Down
