replicate,null_frac
1,0.6062717770034843
2,0.6445993031358885
3,0.6655052264808362
4,0.6341463414634146
5,0.6480836236933798
6,0.5609756097560976
7,0.5958188153310104
8,0.5993031358885017
9,0.627177700348432
10,0.627177700348432
11,0.6550522648083623
12,0.6515679442508711
13,0.6132404181184669
14,0.662020905923345
15,0.6759581881533101
16,0.5958188153310104
17,0.662020905923345
18,0.6306620209059234
19,0.6027874564459931
20,0.6097560975609756
21,0.6898954703832753
22,0.6445993031358885
23,0.6097560975609756
24,0.6724738675958188
25,0.6515679442508711
26,0.662020905923345
27,0.627177700348432
28,0.5888501742160279
29,0.6376306620209059
30,0.6759581881533101
31,0.627177700348432
32,0.6202090592334495
33,0.6550522648083623
34,0.6097560975609756
35,0.6445993031358885
36,0.6411149825783972
37,0.6202090592334495
38,0.6480836236933798
39,0.6062717770034843
40,0.627177700348432
41,0.5958188153310104
42,0.6445993031358885
43,0.6236933797909407
44,0.6341463414634146
45,0.6202090592334495
46,0.6898954703832753
47,0.6655052264808362
48,0.6202090592334495
49,0.6306620209059234
50,0.6167247386759582
51,0.6167247386759582
52,0.6445993031358885
53,0.6480836236933798
54,0.6515679442508711
55,0.6411149825783972
56,0.6236933797909407
57,0.5888501742160279
58,0.6655052264808362
59,0.5749128919860628
60,0.6585365853658537
61,0.6132404181184669
62,0.7003484320557491
63,0.6027874564459931
64,0.6062717770034843
65,0.6236933797909407
66,0.6062717770034843
67,0.627177700348432
68,0.6132404181184669
69,0.6132404181184669
70,0.6759581881533101
71,0.627177700348432
72,0.6376306620209059
73,0.6167247386759582
74,0.6341463414634146
75,0.6027874564459931
76,0.6829268292682927
77,0.6376306620209059
78,0.662020905923345
79,0.6550522648083623
80,0.6689895470383276
81,0.6655052264808362
82,0.6167247386759582
83,0.6097560975609756
84,0.6515679442508711
85,0.6445993031358885
86,0.6480836236933798
87,0.6411149825783972
88,0.5923344947735192
89,0.6585365853658537
90,0.6376306620209059
91,0.6585365853658537
92,0.5644599303135889
93,0.6794425087108014
94,0.6341463414634146
95,0.6306620209059234
96,0.6445993031358885
97,0.6411149825783972
98,0.6724738675958188
99,0.6167247386759582
100,0.6376306620209059
101,0.6132404181184669
102,0.6445993031358885
103,0.662020905923345
104,0.5993031358885017
105,0.6411149825783972
106,0.5679442508710801
107,0.6236933797909407
108,0.6097560975609756
109,0.627177700348432
110,0.627177700348432
111,0.7038327526132404
112,0.6411149825783972
113,0.6376306620209059
114,0.6306620209059234
115,0.5923344947735192
116,0.6062717770034843
117,0.6341463414634146
118,0.6341463414634146
119,0.6550522648083623
120,0.6515679442508711
121,0.6167247386759582
122,0.6411149825783972
123,0.6655052264808362
124,0.6585365853658537
125,0.6585365853658537
126,0.6132404181184669
127,0.6376306620209059
128,0.6376306620209059
129,0.6933797909407665
130,0.6480836236933798
131,0.6097560975609756
132,0.6236933797909407
133,0.5958188153310104
134,0.6202090592334495
135,0.5749128919860628
136,0.6829268292682927
137,0.662020905923345
138,0.6829268292682927
139,0.6062717770034843
140,0.627177700348432
141,0.6655052264808362
142,0.6062717770034843
143,0.6097560975609756
144,0.6132404181184669
145,0.6306620209059234
146,0.6341463414634146
147,0.5818815331010453
148,0.6968641114982579
149,0.6376306620209059
150,0.6097560975609756
151,0.6202090592334495
152,0.6411149825783972
153,0.6236933797909407
154,0.662020905923345
155,0.6132404181184669
156,0.5993031358885017
157,0.6550522648083623
158,0.6341463414634146
159,0.6167247386759582
160,0.6515679442508711
161,0.6097560975609756
162,0.6655052264808362
163,0.5958188153310104
164,0.6341463414634146
165,0.6376306620209059
166,0.6550522648083623
167,0.6794425087108014
168,0.6724738675958188
169,0.6445993031358885
170,0.6097560975609756
171,0.6376306620209059
172,0.6027874564459931
173,0.6341463414634146
174,0.6027874564459931
175,0.6585365853658537
176,0.6794425087108014
177,0.6236933797909407
178,0.5993031358885017
179,0.5993031358885017
180,0.6480836236933798
181,0.5644599303135889
182,0.6341463414634146
183,0.6411149825783972
184,0.5923344947735192
185,0.6306620209059234
186,0.5714285714285714
187,0.686411149825784
188,0.6515679442508711
189,0.6097560975609756
190,0.6480836236933798
191,0.662020905923345
192,0.5993031358885017
193,0.6515679442508711
194,0.5958188153310104
195,0.6236933797909407
196,0.6167247386759582
197,0.662020905923345
198,0.6655052264808362
199,0.5888501742160279
200,0.662020905923345
201,0.6411149825783972
202,0.627177700348432
203,0.6202090592334495
204,0.6655052264808362
205,0.5993031358885017
206,0.6550522648083623
207,0.6306620209059234
208,0.6236933797909407
209,0.5993031358885017
210,0.6341463414634146
211,0.6550522648083623
212,0.6411149825783972
213,0.627177700348432
214,0.6376306620209059
215,0.662020905923345
216,0.6306620209059234
217,0.5958188153310104
218,0.6411149825783972
219,0.6550522648083623
220,0.6236933797909407
221,0.6376306620209059
222,0.6759581881533101
223,0.6376306620209059
224,0.6132404181184669
225,0.6445993031358885
226,0.6306620209059234
227,0.6236933797909407
228,0.6097560975609756
229,0.6167247386759582
230,0.6097560975609756
231,0.6655052264808362
232,0.5888501742160279
233,0.6515679442508711
234,0.6202090592334495
