threshold,n_total,pct_up,pct_down,delta,p_value
Pi < 0.01,183,72.8476821192053,81.25,8.402317880794698,0.22197688520688624
Pi < 0.05,287,71.29186602870813,78.2051282051282,6.913262176420076,0.1523942911180277
FDR < 0.05,221,73.64864864864865,75.34246575342466,1.6938171047760164,0.4572967743577113
FDR < 0.10,361,73.45971563981043,74.66666666666667,1.2069510268562453,0.4459745564488117
p < 0.05,547,74.40273037542661,74.40944881889764,0.0067184434710299,0.4999999999999994
