replicate,r_boot
909,-0.3283663193180249
910,-0.33858361713888774
911,-0.33930834846576713
912,-0.3007366762714348
913,-0.32844065599353717
914,-0.33445311546298273
915,-0.31842413357786803
916,-0.3791396444237179
917,-0.3200308618473413
918,-0.3389334618242013
919,-0.3112345338516589
920,-0.3173672672126539
921,-0.2752500118547977
922,-0.2811200840738382
923,-0.3240477388819373
924,-0.37170534669449
925,-0.3209051030105204
926,-0.32343510413529986
927,-0.34198255069462646
928,-0.3379466840478677
929,-0.30824145231475675
930,-0.3278731548302223
931,-0.29695012550673927
932,-0.30362807307472645
933,-0.3023128226944795
934,-0.29839921124665986
935,-0.3385634570017257
936,-0.36816279428611215
937,-0.31173768754523495
938,-0.32126965470290975
939,-0.29358767835666627
940,-0.23519221783614672
941,-0.3170717586683496
942,-0.3546603082015878
943,-0.30572787290266856
944,-0.3222178058781426
945,-0.40687255306712833
946,-0.35199327000459235
947,-0.2743835781272645
948,-0.35795893492740344
949,-0.3485822592129508
950,-0.33749646665975086
951,-0.3841930496684179
952,-0.31718090891079487
953,-0.28165310918389025
954,-0.32243685286150936
955,-0.30211663164758834
956,-0.34545097656196844
957,-0.4108211314483753
958,-0.3250422284526426
959,-0.3856453877212572
