replicate,null_connectivity
1,0.07866486032014014
2,0.08762736794210688
3,0
4,0.06628235294269635
5,-0.0872577705245334
6,0.08719827960414889
7,-0.07589462670102953
8,0
9,0.08171008181116557
10,-0.07206803910339385
11,-0.09855659932370231
12,0.0886310025095206
13,-0.08248251319573008
14,0
15,0
16,0
17,-0.06548673106572378
18,0.06227728744563444
19,0.0952659541133346
20,0
21,-0.05380552816709441
22,-0.07223774009914766
23,0
24,-0.08849870667035636
25,0.07709926315291502
26,0.08946801757667412
27,0.061626825440347616
28,0
29,0
30,0
31,0
32,0
33,0
34,-0.08404609322393264
35,0
36,0.075108138470657
37,-0.07462029031510428
38,0
39,-0.08219802906197599
40,-0.05552300386447431
41,0
42,0.1263701570958441
43,0
44,0
45,-0.07559279942910799
46,0
47,-0.061743964843363225
48,0
49,-0.08942128572124186
50,-0.060482673797579045
51,0
52,0
53,0
54,0
55,0.08212333546098927
56,0
57,0
58,-0.08727303192825125
59,0.08367965290786411
60,0.08153762670128792
61,0
62,0
63,-0.1024615235576117
64,0
65,0
66,0.0787074404512961
67,-0.06876706743313957
68,0
69,-0.09061627396522648
70,0
71,-0.1115653549637346
72,0.08995564919073792
73,-0.09971309456538002
74,0
75,0
76,0
77,-0.05931329690644513
78,0
79,0.07145243293743854
80,0.07403905478873736
81,0
82,-0.09644480964937296
83,-0.07215360308712584
84,0
85,0
86,-0.10227187138331673
87,-0.0665164328241734
88,0
89,-0.0750437008618181
90,0
91,-0.07067006706978439
92,0.06260261497439917
93,0
94,0.07097995188721179
95,-0.07279855686416492
96,0
97,0
98,0.08484929919129108
99,0
100,0
101,-0.08700163424081916
102,0.06592469540261191
103,0.06945153746277569
104,0.09152184313162579
105,-0.058504471870958155
106,0
107,0.09524630682691693
108,0.06729044312650978
109,0.06977121068954256
110,-0.06816608552509723
111,0
112,0
113,0
114,-0.10093257108262854
115,0.06028585887125293
116,0.06695209374685024
117,0
118,0
119,0
120,-0.06878218863541874
121,0
122,0
123,0
124,-0.07527801490171879
125,-0.0966547690110978
126,-0.06064570898566787
127,-0.08286261838080969
128,-0.1005825387391109
129,0
130,0
131,0
132,0
133,0
134,-0.08533779623727172
135,0
136,-0.08818471123483362
137,0
138,0
139,0
140,-0.07220050450555457
141,0
142,0
143,0.08610863108712952
144,0
145,0
146,0
147,0
148,-0.0597425665520227
149,0
150,0
151,0
152,0
153,0
154,0.0983999319234665
155,-0.05605494647352774
156,0.06733388868958262
157,-0.07363971778328318
158,-0.09076003622675989
159,-0.07748108158489368
160,-0.08145222053592924
161,0
162,0
163,0
164,0
165,0
166,0
167,-0.08450587393232273
168,-0.06753036448991587
169,0
170,-0.06610472285825227
171,0.11240613565067906
172,-0.09460345827357372
173,0
174,0
175,-0.051556940058708534
176,0
177,-0.056986764138582516
178,0
179,-0.056527147120877336
180,0.05759274558588323
181,0.06485081697829964
182,0
183,-0.07677475407757461
184,0
185,0
186,0
187,-0.06778047798408146
188,-0.08629772172163111
189,0.10107194232318928
190,0
191,0
192,0.09556926047373157
193,0
194,0
195,0
196,0.07212561198001358
197,-0.07414880315360983
198,0
199,0.07498100586143608
200,0
201,0
202,0.07147667016938308
203,0
204,-0.05933202591014197
205,-0.07031125782259434
206,0.0703576035735412
207,-0.0868021995294963
208,0
209,0
210,0
211,0
212,0
213,0
214,-0.062383439753712466
215,0
216,-0.10532566498114881
217,0
218,0.07485407804908091
219,0
220,-0.11327300114559403
221,0.10093105088797219
222,-0.075580292139514
223,0
224,-0.08703855419766571
225,0
226,0.06264282122360512
227,-0.05636068543899041
228,0.05889370483032624
229,0.07506293855450419
230,0
231,0
232,0
233,-0.07032017492770534
234,0
235,0.07328450459288752
236,0
237,-0.07147534302696948
238,0.08118599195075207
239,0.09061916240847737
240,-0.07867484178172227
241,0.1299627404180142
242,0
243,-0.052092835467484055
244,0.06532988823017997
245,0
246,0
247,-0.10130036790266847
248,0
249,-0.06785485594832158
250,0
251,-0.09144710255214654
252,0
253,0
254,0
255,-0.055480207191829355
256,0.08844098771998654
257,0.06423594778744572
258,0.06989368288549788
259,0
260,0
261,0
262,0
263,-0.08659899332607095
264,-0.07242859095904078
265,0.09786160978193685
266,0
267,0.11074450196608515
268,-0.06005931022935773
269,-0.09961602305309791
270,-0.07417681774996843
271,0
272,0
273,0
274,0
275,-0.08361550818056457
276,-0.0893539537968405
277,-0.11263184234990367
278,0
279,0.06734143754609917
280,0
281,0
282,0
283,-0.06352427574256378
284,0
285,0.09562630117211575
286,0
287,-0.06525173290152583
288,0.0810975630130154
289,0
290,-0.09282208889021368
291,0.08011211352643982
292,0
293,-0.09774296780119957
294,-0.05516176201221848
295,-0.08361854856987716
296,0
297,0
298,0
299,0
300,0.08724345015874382
301,-0.06073414379571607
302,0
303,0.0865527877765627
304,-0.09498234715612058
305,-0.09053797843513378
306,0.06829922917924368
307,0.12318661110379422
308,0
309,0
310,0
311,0
312,-0.051228700597446636
313,0
314,0
315,-0.05588284810657766
316,-0.08274633853739935
317,0
318,0.07769026359937511
319,0
320,0
321,0
322,0.07808257805423682
323,0
324,0.053914054357122446
325,0
326,0
327,-0.08799632821387557
328,-0.12710015442300274
329,0
330,0
331,0.04982245447684247
332,0
333,0
334,-0.11119761686681032
335,-0.06351416582416611
336,0.08325935321820173
337,-0.0780738128951875
338,0
339,-0.07145656704478012
340,0
341,0.05745998803622221
342,0
343,-0.10213876296303971
344,-0.08691692394438094
345,0.06741702594056048
346,0.06498807712285297
347,0
348,0
349,0
350,0
351,0.0836113388393536
352,0
353,-0.08570478561447153
354,0
355,-0.06389737012167403
356,0
357,-0.06464509669148562
358,0.056775155391346935
359,0
360,-0.06467445604719253
361,0
362,0
363,-0.06777121588066601
364,0
365,-0.07740615382548333
366,0.08215357786554772
367,0
368,0
369,0
370,0
371,-0.09035140188402074
372,-0.05515403772039401
373,0
374,0
375,0
376,-0.09511667187893036
377,-0.07765934881514247
378,0.08690734620421887
379,0
380,0.062026536805664056
381,-0.08220716270857599
382,0.09133268202938538
383,-0.07903843402668184
384,0
385,0
386,0
387,-0.0555191912661909
388,0.07223298646293597
389,0
390,-0.08714243759136289
391,-0.06628838160455652
392,0.10818292992784362
393,0.07983748239745245
394,0.08213832233414142
395,0
396,0.06162922281154393
397,-0.08882852504939023
398,-0.1094346138719079
399,0.07619451243994002
400,-0.07255038490301044
401,0
402,-0.058162485328323216
403,-0.1209471390250737
404,-0.09694918175562994
405,0.08493445358129151
406,-0.0625323828621238
407,0
408,0
409,0.08362457723173737
410,-0.09653631421029163
411,0.07546898834611583
412,0.07233325618290398
413,-0.06090437696970538
414,0
415,0.07088989118089911
416,0.09654186354472036
417,-0.1201139600454498
418,0
419,0
420,-0.06196452592957927
421,0
422,0
423,0.07941186753178499
424,0
425,0
426,0
427,0
428,0
429,0
430,-0.07525016399604506
431,0
432,-0.0920561713672524
433,-0.09877539431221527
434,0
435,-0.05864789500649867
436,0
437,0.08049041811398591
438,0
439,-0.05703278838047118
440,0
441,0.11114761633595333
442,0.12068913167608714
443,0
444,0.09086531723060948
445,0.07410432259562377
446,0
447,-0.08933506697477045
448,0
449,0.0608116384893192
450,-0.11494469263182036
451,-0.10775146770793557
452,-0.08352202685276539
453,0
454,0
455,-0.08029903507585723
456,0
457,0.08993023089012991
