replicate,null_connectivity
458,0.06798037440590116
459,0.07255172379004715
460,0
461,0
462,0
463,0.067955160902159
464,0
465,0
466,0.06486818947802502
467,0
468,0
469,0
470,0
471,0.096870020793620365
472,0
473,0
474,0
475,0
476,-0.09618213014249777
477,0
478,0.07710987588799038
479,-0.06817978562797782
480,-0.10245461184690002
481,0
482,0
483,0.08851681027287153
484,0.0706253934595556
485,-0.05654789913590813
486,0.08797876853421918
487,0.08349607637392183
488,-0.07819714465074813
489,-0.10481393046426754
490,0.1352895465361078
491,0.059996106539986306
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0.061571006916807905
500,-0.08283655118977383
501,0
502,0.07468799659936787
503,0.07306703674678824
504,0.08244383301349195
505,-0.0824579250931695
506,0
507,0
508,-0.10432290171796352
509,-0.05778270165230173
510,0.05847545164124414
511,-0.0731907546068343
512,0
513,0.0862237181172533
514,-0.07596692880313152
515,-0.07304113324643721
516,0
517,-0.10266246671896782
518,0.06680053085344212
519,0
520,-0.08508281753297475
521,0
522,-0.05391182654892257
523,0
524,0
525,0.09168611737745475
526,0
527,-0.07509095902317434
528,0
529,0
530,0
531,0
532,0
533,0
534,-0.07685240658955098
535,0
536,-0.08558900858773894
537,0
538,0.059864687877362086
539,0.07376818340722935
540,-0.07654818194643312
541,0
542,-0.08346324941823596
543,-0.06746286300251805
544,-0.0792467858431158
545,0
546,0
547,0
548,0
549,0.06266169630105209
550,0
551,0
552,0
553,-0.06540167577098105
554,0
555,0
556,0
557,0
558,0
559,-0.05881056757934841
560,0.07299682225144756
561,0.09416489129071126
562,0
563,-0.09834513665021694
564,0
565,0.08016159362368436
566,0.07244368867207379
567,0.05479729846303044
568,0
569,0
570,0
571,0
572,-0.05690139320709321
573,0
574,0
575,-0.10033088743335421
576,0.06646371928537351
577,0
578,-0.07678298705838837
579,-0.07905439717163168
580,0
581,0
582,-0.09895229916618109
583,-0.0719560629303215
584,0.08429288519186948
585,0
586,0.07934144823957844
587,-0.07065217413644659
588,0
589,0
590,0.06705665539253315
591,0
592,-0.07799840580834566
593,0
594,0
595,0
596,0
597,-0.07653155229412073
598,-0.06520879602744226
599,0
600,0
601,0
602,-0.06534654137173862
603,0
604,0
605,0
606,0.09093332740699653
607,0
608,0.06392329123895979
609,-0.06876504442180553
610,0
611,0
612,0.10566523066334124
613,0
614,-0.08377467791956589
615,-0.08238730687640872
616,0.12127760629453549
617,-0.09486024344771593
618,-0.07151688816321211
619,0
620,0.08050187279173188
621,0
622,0
623,0
624,0.061169775356835154
625,-0.08190483261997666
626,0.08893053150550354
627,0
628,0
629,0
630,0
631,0
632,-0.07079270295642465
633,-0.08392328777429592
634,-0.09963980444685727
635,-0.08482915496050716
636,0
637,0
638,0
639,0
640,-0.0905008360644867
641,-0.08195912507654851
642,0
643,0
644,0.07570896843263754
645,-0.0632797057105153
646,0
647,0.06959621213471842
648,0.09741455290462966
649,0
650,0
651,-0.07265929719752387
652,0.08848830460445836
653,0
654,0
655,0.0885286040766104
656,0
657,0
658,0.04887103063155089
659,-0.04790006520144979
660,0.07282191691956952
661,-0.07868546626142084
662,0
663,0
664,0
665,0
666,0.06828462253826534
667,0
668,0.06853243188418073
669,0
670,0.07648243481211525
671,-0.0586482517494262
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0.05373045433393389
680,-0.08217966854582989
681,0.06061013378816965
682,0.06085608381343588
683,0
684,0
685,0
686,0.08751692958062555
687,0.051333472912306916
688,0
689,0.08470547233433057
690,0.05712794184898845
691,-0.0960225390651416
692,0
693,-0.08835017902798825
694,0
695,0
696,-0.07947473209516354
697,0
698,0
699,0
700,0
701,0
702,-0.053119835962613826
703,0
704,0
705,0
706,0
707,0
708,0.05995074880546025
709,0
710,0.08095292944725364
711,0
712,0.0727170102755822
713,-0.10513386133870428
714,0
715,0
716,0
717,0.08476355389993953
718,0
719,-0.1048514002162843
720,-0.1053084620444199
721,0.07404850994439557
722,-0.07085849119692343
723,0.08969319209766322
724,-0.04730094848636826
725,0
726,0.06705904101910631
727,0
728,0.07944882272250092
729,-0.07439254885992241
730,-0.054727177190635884
731,0
732,0.08782986065967718
733,-0.07563698783959373
734,0
735,0
736,0
737,0
738,0
739,-0.06064502486137058
740,-0.08068378892957934
741,0.0722767711520017
742,0.058436637129879065
743,0.06842284720999313
744,0.05616281790081633
745,-0.09945145005341802
746,0
747,0
748,0
749,0.08190659871767977
750,-0.06814770151970492
751,0
752,0
753,0
754,-0.055408068780412295
755,0.08704498070863437
756,0
757,-0.09198759965107194
758,-0.08665995746261931
759,0
760,0
761,0.07778934050605654
762,0
763,-0.0850121002209563
764,0
765,-0.06631529073826302
766,0.08939118351812214
767,0
768,-0.09012188845882427
769,0.06891497554663764
770,0.07799100889789093
771,-0.044593579430636174
772,0
773,-0.10906652490436762
774,0.06152806417041279
775,0
776,0.06619800526149719
777,0
778,0
779,0
780,0
781,0.0716518500318268
782,0
783,0
784,0
785,0
786,-0.04987226195545672
787,0.10156029916773135
788,0
789,0
790,0.08144266041270182
791,0.07368316921866752
792,0.09689633388770305
793,0.11699467622693081
794,0
795,-0.07554113262984452
796,0
797,0
798,0.1555414395462084
799,0.05785606811087479
800,0
801,0
802,0
803,-0.07853191559054795
804,0
805,0
806,0
807,0
808,0
809,-0.051276443958545886
810,0.08921604476185932
811,0
812,-0.05041058409698634
813,0.10967679827738323
814,-0.07105894328622497
815,-0.07526494020001986
816,0
817,-0.09125984187673625
818,0.08954304443134214
819,-0.097352986122107
820,0
821,0.12013232056159594
822,-0.07778816530970464
823,0.09089896263971967
824,0.05006375583346623
825,0
826,0
827,0.05950809469374879
828,0
829,0
830,-0.08763403374977183
831,-0.09791641092749803
832,0.06832924917000158
833,0
834,-0.11255145334073807
835,-0.06304095954346117
836,0
837,0.0818830279930978
838,-0.08968955493468778
839,-0.06585324698780363
840,0.0674757563965974
841,-0.12145834136371939
842,0
843,0
844,0.07641628982868892
845,0
846,0
847,-0.09032628160322467
848,0
849,0.07403753459408108
850,0.08652770272963597
851,0.06020923548187823
852,0
853,-0.0885580045384982
854,0
855,0.060168199034624864
856,0
857,-0.08542617232420431
858,0.07064839089972105
859,-0.08891798898204019
860,-0.10573518824505096
861,0.08822014623089322
862,0.06738369029588534
863,0.0633039311978367
864,0.06698264004353213
865,0.09341137021746321
866,0
867,0.08616737328778956
868,0
869,-0.07315341918394459
870,-0.08855696367127336
871,0.06864688176849976
872,0
873,0
874,0
875,0.08837780164754984
876,0.10129471360067055
877,0
878,-0.06352153924537463
879,0
880,0.08663884870466082
881,0
882,0
883,0
884,-0.06959052259885115
885,0.06754754980971012
886,0
887,0
888,0
889,0
890,-0.10039292767099682
891,-0.07672219835714805
892,0.07758377216530427
893,0.07807712267679312
894,0
895,0.07192032404213844
896,0
897,0.09716035228161501
898,0
899,0
900,0.07387058184013956
901,0
902,0
903,0
904,0
905,-0.08737590381628141
906,0
907,-0.10773915934289585
908,0.10762610119641769
909,0
910,-0.056171898696612266
911,0
912,-0.09638910196571401
913,0
914,0
915,0
916,0
917,0
918,0.08242975267843765
919,-0.07445161256964064
920,0.11001070965757781
921,0
922,0
923,-0.06907109902401473
924,0
925,-0.10218775786054124
926,-0.06591441004890625
927,-0.04935301381592838
928,0.05310693082391138
929,0
930,0.07494926087915602
931,-0.08845751240472965
932,0
933,0.0820587459060886
934,0
935,0
936,0
937,-0.07411361993290863
938,0
939,-0.06754015289925536
940,0.07889020440412559
941,0.06971830409850002
942,-0.05835607268540553
943,0.08595439041964781
944,0
945,0.0814962158941723
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,-0.08723027048947574
956,0.07187139374006424
957,0.09994185927085197
958,-0.07760747721901326
959,0.07259142722257539
960,-0.08253025655682927
961,-0.0774487280843277
962,0
963,0
964,0.07403713087266098
965,-0.11239565724473066
966,-0.0697456345705613
967,-0.06903796817620547
968,-0.10039773415801262
969,0
970,0.07807070791044764
971,0
972,-0.077862391327883
973,0
974,0.09285399756317864
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,-0.052795882554755286
984,0
985,0
986,0.07910390075812244
987,-0.11799607711383307
988,0.08757549047366606
989,0
990,0.06664510911729687
991,-0.052555066397874495
992,0.05723495958898328
993,-0.1380925190262307
994,0
995,0
996,-0.07548686953483048
997,0
998,0
999,0.07409006682526136
1000,0
1001,-0.08219224043085102
1002,0
1003,0.06468577639581147
1004,0.09938156881175869
1005,0
1006,0
1007,-0.08927514370544692
1008,0
1009,0
1010,0.06408700467903436
1011,0
1012,-0.05423526539548035
1013,-0.10978774532785385
1014,-0.06513148851377029
1015,0
1016,0.10456903892316084
1017,0
1018,-0.0851216790228323
1019,0
1020,0.08515242424406846
1021,0.07553753657305007
1022,0.07986481286951372
1023,0
1024,0.09087800582782293
1025,0.12195028252043277
1026,-0.08925777707803312
1027,-0.07302838592610805
1028,0.06217647380280773
1029,0
1030,0
1031,0
1032,-0.07870643481794065
1033,0
1034,0.07667837843421293
1035,0
1036,0.06280752268010045
1037,0
1038,0.06359368352910327
1039,0.07345919338327664
1040,0
1041,0
1042,0
1043,0.09896129261134251
1044,0
1045,-0.06785003184437113
1046,-0.10135004692446722
1047,-0.09519137135222872
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0.07886238286000974
1054,0
1055,-0.08706434098582444
1056,0
1057,-0.05490462596746043
1058,-0.061431372890304536
1059,0.09602971943410743
1060,-0.08892056178854449
1061,-0.07278052372938859
1062,-0.08461013168588213
1063,0
1064,0.08367215690215177
1065,-0.06953746406174682
1066,0
1067,0
1068,-0.09624289535449185
1069,0.06130783046556648
1070,0.08166010476955485
1071,0
1072,0.07352994592916448
1073,-0.062356507130759666
1074,-0.09606737049374377
1075,0
1076,0
1077,-0.08782663896274495
1078,-0.09718761815824906
1079,-0.1069761831139896
1080,-0.08123067730560399
1081,-0.06799277085561437
1082,-0.11530180037673467
1083,0.08336774507910272
1084,-0.09451768362066436
1085,0
1086,-0.07610071547539426
1087,0
1088,0
1089,0.06807073313202583
1090,0
1091,0.08872303924867486
1092,0.09199103788949312
1093,0
1094,-0.07329067345618634
1095,0
1096,0
1097,0
1098,0.09184933974547474
1099,0
1100,0
1101,-0.06869493489403403
1102,0
1103,0
1104,0.06307186845538212
1105,0
1106,0
1107,0
1108,0
1109,-0.073915746522423
1110,0
1111,0
1112,0
1113,0.05279346169431271
1114,0.06718872294558531
1115,-0.0809965445733229
1116,0
1117,0
1118,-0.050343924552259126
1119,0
1120,0.09665066426531405
1121,0
1122,0
1123,-0.07803995681689987
1124,-0.06899190870044736
1125,0
1126,0
1127,0.11305349854353755
1128,0
1129,-0.08264258360051766
1130,-0.09407991820833049
1131,0
1132,-0.07646796250026394
1133,0
1134,0.08201114861873952
1135,0
1136,0.08586300257092147
1137,-0.10936127090258106
1138,0
1139,0
1140,-0.05953489885988598
1141,0.09959610710842609
1142,0.11138328687982552
1143,0
1144,0
1145,-0.10424438964638184
1146,0.08240298961848136
1147,0
1148,0.06784334254746
1149,0
1150,0
1151,0.06947698512494155
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,-0.08786317868741762
1159,0
1160,0
1161,-0.06865803255412223
1162,0.056278752745922256
1163,0.08364659840010516
1164,0
1165,-0.08897555011403674
1166,0
1167,0
1168,0
1169,0.0745295983352983
1170,0.07423404562828367
1171,0
1172,-0.07696917750501595
1173,0
1174,0.08506823438124264
1175,0
1176,0
1177,0
1178,-0.09307561126124261
1179,-0.06442090431460579
1180,0
1181,0
1182,0
1183,0.09923727437198973
1184,-0.08503162418883115
1185,0.08057885879634574
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0.12287329979256882
1192,0
1193,0
1194,0
1195,0.07128412955183719
1196,0
1197,-0.07800632902472437
1198,0
1199,0
1200,0
1201,0.09557098546525378
1202,-0.06559730375633213
1203,-0.06853312775310111
1204,0.10143155240686906
1205,0
1206,0
1207,0.04739800825402718
1208,0.10441823062178882
1209,-0.06513630674540921
1210,-0.06556879808791896
1211,-0.060069583838440216
1212,0
1213,0
1214,0.06761691649006862
1215,-0.1188008619989635
1216,0.08089866635223963
1217,0.0679226848170891
1218,0
1219,-0.09559020554100514
1220,0
1221,0
1222,0.07700510357313012
1223,-0.10249153180374648
1224,0.0831649191078512
1225,0.06861386176057117
1226,0
1227,-0.08941374860934855
1228,0.07208558116611569
1229,-0.06544089400376624
1230,0
1231,-0.063673733412276
1232,-0.06846012978207873
1233,0
1234,0
1235,0.05921333107860059
1236,-0.11329023931619234
1237,0.06949830455207734
1238,0.056880448139819656
1239,0
1240,0
1241,-0.054064722457055986
1242,-0.08730033891106628
1243,0
1244,0.0804336813077253
1245,0
1246,-0.06909188040060346
1247,0
1248,0
1249,0.11495440470110954
1250,0
1251,-0.0714524622989964
1252,-0.06379296042205289
1253,-0.09921549910666871
1254,0
1255,0
1256,0
1257,-0.08608631189894983
1258,0
1259,-0.07051546965937516
1260,-0.09502823706888218
1261,0
1262,0
1263,0
1264,0.05796307997855807
1265,0
1266,0.07706449466421808
1267,0
1268,0
1269,0
1270,0.09786129414519026
1271,0.06330598357072859
1272,0
1273,0.07282313322210236
1274,0
1275,-0.07302565530123042
1276,0
1277,0.06634912332730436
1278,-0.07249555439589145
1279,0
1280,0.04296217053366604
1281,0
1282,0
1283,0.06163471929516852
1284,0.06715678491106256
1285,0
1286,0
1287,0
1288,0.09263621995264426
1289,0
1290,0.07174101594466481
1291,0.07721392884468403
1292,0.09430917985816864
1293,0
1294,-0.09474854767752079
1295,0.11358050620875978
1296,0
1297,-0.08794308249684016
1298,0
1299,0
1300,0
1301,0
1302,0
1303,-0.06336079058860133
1304,0.0628590610225484
1305,0
1306,-0.07857312747310932
1307,-0.06675264729090422
1308,0
1309,0
1310,0.07641764633266035
1311,-0.08864628153017307
1312,0.08147679102155508
1313,-0.09328682215936968
1314,0
1315,-0.10250957668314606
1316,0
1317,-0.0881236362584045
1318,0.07653102011588514
1319,0
1320,0.0777539759777357
1321,0
1322,0
1323,-0.06430275927823464
1324,0.05428887372775493
1325,0
1326,0
1327,-0.07322042959928779
1328,0.08363555258205187
1329,0
1330,0
1331,-0.07678282924001507
1332,0
1333,0
1334,0.057426997389851464
1335,0
1336,-0.08323345559016224
1337,0
1338,0.0523977090010298
1339,0.09912082496558297
1340,-0.08338188413727277
1341,0
1342,0
1343,0
1344,-0.07597928414666377
1345,0.0629006413926605
1346,-0.08996407522379438
1347,0
1348,-0.07768563254766739
1349,0
1350,0
1351,-0.10652266449184436
1352,0.08710245375595746
1353,0
1354,0
1355,0.07417854274149056
1356,0.06950412841707171
1357,-0.06318574505528465
1358,0.07926173161008705
1359,0
1360,0
1361,0
1362,0.08700027186453618
1363,0.08018683648898439
1364,-0.09885995266259183
1365,0
1366,-0.09068044218177235
1367,0
1368,0.11687135034368173
1369,0
1370,0
1371,0
1372,0.07418436660648486
1373,0.10757508328758217
1374,0
1375,-0.0663237402605657
1376,0
1377,0
1378,0.10344023089647197
1379,-0.07575035575050693
1380,-0.06817380981692173
1381,0
1382,-0.10488614521573494
1383,0
1384,-0.06803569598507474
1385,0
1386,0
1387,0
1388,-0.08542773949735313
1389,0.09082992334073076
1390,0
1391,0.07965937885788849
1392,0
1393,-0.10107740357294451
1394,0
1395,-0.07818475407334653
1396,-0.07669230095089402
1397,0
1398,0
1399,0.0879519878573281
1400,-0.11287917236838757
1401,-0.08937320323414974
1402,-0.10300269890852287
1403,-0.07716106335982237
1404,0
1405,0
1406,0
1407,-0.08561566080781445
1408,0
1409,-0.10540414769117268
1410,0.10464894273258343
1411,0
1412,0
1413,0
1414,-0.10303518673821582
1415,0
1416,0
1417,0.06360157151161262
1418,0
1419,0
1420,0
1421,0
1422,-0.08123719116720717
1423,0
1424,0
1425,0.048951940074328903
1426,0
1427,-0.07474087970116416
1428,0.1000871534716648
1429,0
1430,0
1431,0
1432,0
1433,0.07481593004507844
1434,0
1435,-0.08896265671995734
1436,0
1437,0
1438,0.07398102020162085
1439,0
1440,0
1441,0
1442,0.05852148175544439
1443,0.0720625719813271
1444,0
1445,0
1446,-0.05045815202277765
1447,0
1448,-0.12189289682374421
1449,0
1450,-0.05867678090708561
1451,0
1452,0.05114229467104402
1453,-0.06452774074698106
1454,0
1455,0
1456,0
1457,-0.11925371337970722
1458,0
1459,0.08140623152790993
1460,0
1461,0
1462,0.09477931051569163
1463,0
1464,0
1465,0.07153973365731581
1466,-0.06283724465104648
1467,-0.060204434867174084
1468,0.07914598394491229
1469,-0.06994433817909435
1470,0
1471,0
1472,0
1473,0.10667143216494765
1474,-0.08399526836733981
1475,0.07811400739977026
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0.07750648814087854
1483,0
1484,0
1485,0.08432539063849709
1486,-0.0992740599997092
1487,0
1488,0.08376081412600045
1489,-0.07454195955114207
1490,0.0907876412293867
1491,0
1492,-0.08520242477492548
1493,0
1494,0
1495,-0.07136878699747135
1496,0.19082312790178804
1497,-0.054469889199816046
1498,0
1499,0
1500,-0.09813919394960233
1501,0
1502,-0.10047861423923274
1503,-0.07201841293239915
1504,0
1505,0.12256653757681596
1506,-0.06757743547134096
1507,0
1508,-0.11325329587009952
1509,0.05672755810399782
1510,0
1511,0.06978479995254236
1512,0
1513,0
1514,-0.07394974280214914
1515,0
1516,0.10154806053639148
1517,0
1518,0
1519,0
1520,0
1521,0
1522,-0.06247910778353054
1523,0
1524,0
1525,0.05855979345013168
1526,-0.082234294256083
1527,0.09651947976111341
1528,-0.07543122644659875
1529,0
1530,-0.11904330331806981
1531,0.061909397402648364
1532,0
1533,0
1534,-0.10240068787787882
1535,0.05973140402177707
1536,0.05401934710559517
1537,0
1538,0.066533787706964
1539,0
1540,-0.07277865266411625
1541,0
1542,0.12971318846364194
1543,0.05875595361371838
1544,0.10896215043861585
1545,0
1546,0
1547,0
1548,-0.08060835835349117
1549,0.09280281009134664
1550,-0.07086021031613404
1551,-0.07616891870402405
1552,0.11882377722676707
1553,0
1554,0
1555,-0.0740153614796515
1556,-0.09617558104702513
1557,0
1558,-0.09282012974026793
1559,0
1560,0
1561,0.06670901454790024
1562,-0.08219274911984037
1563,0.1040558311901158
1564,0
1565,0
1566,0.08871086521276217
1567,0.07460987063227154
1568,-0.10112323476259055
1569,0
1570,0
1571,0
1572,0.11456659284114015
1573,0
1574,0.06131763061952911
1575,0
1576,0
1577,0
1578,-0.07332500886190536
1579,0
1580,0
1581,0
1582,-0.0758396677370951
1583,0
1584,0
1585,0
1586,-0.09972974770693865
1587,0
1588,0.09669343744871273
1589,-0.0540642020234435
1590,0.051913340190079205
1591,0
1592,0
1593,0
1594,-0.0514988643654111
1595,0
1596,-0.08693961162011132
1597,-0.11815104301179302
1598,0.08855269523480469
1599,0.06428814676494474
1600,0.04924119546122929
1601,0.07604421282755727
1602,0.09463308628753475
1603,0
1604,0
1605,0
1606,-0.06349890442044831
1607,0
1608,-0.0931267869884515
1609,0.10172170258724417
1610,0
1611,0.08627027453737757
1612,0
1613,-0.10084359234972162
1614,0.10474221339120524
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,-0.09743887748720871
1626,0.0896708552925488
1627,0
1628,-0.06792353850438283
1629,-0.08349027012586219
1630,0.11241576036933365
1631,0
1632,0
1633,0
1634,-0.07825435491212873
1635,0.07711894493916321
1636,0.05988890749237191
1637,0
1638,0
1639,-0.06335598410158556
1640,-0.11847680876180827
1641,-0.06293274899017967
1642,0.0900519661109839
1643,-0.07996833952028337
1644,0.08251562642660468
1645,0.06960870767968927
1646,0
1647,0
1648,-0.04740967947326208
1649,0.05759635925961237
1650,0.10430952899645272
1651,0
1652,0
1653,-0.08669722829008178
1654,0.09148965919405624
1655,-0.06189427620036919
1656,-0.04969860815998095
1657,0.08040656737715295
1658,0
1659,0
1660,0
1661,-0.0846824866387882
1662,0
1663,0
1664,0.09538808718329715
1665,0
1666,0.049768021818832
1667,0
1668,0
1669,0
1670,0
1671,0.07569330330749964
1672,-0.0773230459360632
1673,0.11402637614509192
1674,0
1675,-0.06092583659827977
1676,0.08537706071451044
1677,-0.0757221892080866
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0.09648886886900429
1686,0.11163148820253782
1687,0
1688,0.06203321435795209
1689,0
1690,-0.06410005589148698
1691,0.07578694832598368
1692,-0.0576667961687536
1693,0
1694,0
1695,-0.0801525245725116
1696,0
1697,0
