replicate,perm_r
1,-0.008727892663917332
2,0.019037490740715295
3,-0.010164779407986978
4,0.04560011661597074
5,-0.0018011856765306497
6,-0.02167414407440225
7,0.024392927212312034
8,0.015029974654333533
9,-0.025346172758904915
10,0.037266312775802155
11,0.021445394125795852
12,0.027299408213745897
13,0.037765006946829945
14,0.00780769821470198
15,-0.019612808058965148
16,-0.013308376590827063
17,0.05554548524408691
18,-0.006121205955066042
19,-0.0021305285001087682
20,-0.00781372257733246
21,-0.035500582532399134
22,0.012618119738482045
23,0.011771344364663589
24,-0.02037359550321732
25,0.03295623357512663
26,0.0036698546114208646
27,0.002793542613418276
28,-0.0036265723715077653
29,0.01387883717103552
30,-0.0027225608523239607
31,8.15284019440913e-4
32,-0.006889401741133306
33,-0.010737962416558432
34,-0.025087586167256388
35,-0.010585963231452193
36,0.006563099863212881
37,0.010347062635983497
38,0.019512788348321396
39,0.0021397854007075643
40,-0.016161884844914407
41,0.007028569652112772
42,-0.009934946973145994
43,0.018426435333087087
44,-9.547583861502653e-5
45,-0.018547746470615384
46,-0.009203433523435
47,0.01849948786313238
48,-0.030654975981760684
49,-0.011406138758579256
50,-0.04018701526230112
51,-0.008371125307561815
52,0.0034160289356138015
53,-0.03876068836327709
54,0.029039312406341132
55,0.0051316785048160715
56,0.010623827017970001
57,0.002891074963142316
58,-0.01383230745155017
59,0.008802966267678994
60,-0.002979683981363677
61,-0.025964908653021816
62,-0.020626983569905673
63,-0.018120284664669115
64,-0.03195607417739513
65,0.019266447150831027
66,-0.022102685606903448
67,0.03839448740616498
68,0.007933209856943412
69,0.00784578023308231
70,-0.005956766526137549
71,0.014291089531501919
72,-0.007517647609278295
73,-0.008402595520947824
74,-0.020619895449458935
75,-0.018202858320270163
76,0.023778954611149834
77,0.004807338830408101
78,-0.03196351123736821
79,-0.01857792444262404
80,0.03686950415496142
81,0.02398428645254705
82,-0.02016422910612871
83,-0.008402580077569777
84,0.006113476992738405
85,0.038901516554548314
86,-0.011650181083903874
87,-0.00474225773509293
88,0.007504612563440202
89,0.033430019253280964
90,0.036154953929696844
91,9.548284185648627e-4
92,-0.012290273924141552
93,5.56963457175872e-4
94,-0.02538799725690302
95,0.012010983363293726
96,0.0014698265336906223
97,0.0028879010839132882
98,-0.003417224276465782
99,-0.028841126628077335
100,-0.004470344562533388
101,-0.03869291112565011
102,-0.0351341522511092
103,0.0037639752661803986
104,-0.005842420119428097
105,0.00524436855414323
106,0.03770970229111811
107,0.011994407838216247
108,-0.020604470715867115
109,0.0415453456533453
110,-0.00849307268162954
111,0.01670781069745991
112,-0.026152646463685134
113,0.0031654791040696658
114,-0.004702370011493939
115,0.02656241794300164
116,-0.012318594937057628
117,-0.011077967363742985
118,-0.00730723869585113
119,0.014329679100838733
120,0.015868333662103065
121,0.028998522366206182
122,-0.010717669270681211
123,-0.013569064690881101
124,0.006977671161732607
125,-0.01591425441999931
126,0.013223527313294584
127,-0.02902540323356653
128,0.009058058036153041
129,0.03516573129171026
130,-0.0052299393665484195
131,0.027659863843455063
132,0.0013078147897756535
133,-0.020028747326825948
134,0.02103814272557413
135,-0.031683946960706755
136,0.011726132428527231
137,-0.008214670361769413
138,0.0218385970589634
139,-0.028210139645396808
140,0.035647937762927046
141,-0.025166440095446423
142,-0.016222510190142286
143,-0.047708043954860946
144,-0.02087200879014912
145,-0.0014750254634383509
146,-0.018498596068268376
147,-0.05572941376277414
148,0.018625204125395936
149,0.031528888546159206
150,0.02215125393970977
151,-0.01161581482450819
152,0.005637416810083642
153,-0.017294420591101263
154,0.030686917238036352
155,0.021764616788615247
156,0.008805355262931322
157,-0.03327452176177268
158,-0.04969684654337659
159,0.02119125930143639
160,-0.031001984421923288
161,-0.006261705847176184
162,-0.0017256443141621146
163,0.014979073328610462
164,0.017683792043559955
165,-0.01916542166527611
166,0.019659794746076084
167,0.029503823903749504
168,-0.014554505657272992
169,0.016282288968951703
170,-0.016012669200978828
171,0.04155943632181452
172,0.027546909156020632
173,0.036785659347380276
174,0.014559865045068938
175,-0.016003763047389832
176,-0.032526841554899634
177,0.01668964841807937
178,-0.004844970236298134
179,0.011034598116550694
180,0.008493199610256462
181,-0.004638382764553165
182,-0.005209175791903093
183,0.017162693648609426
184,0.0052113510057978825
185,-0.017134303184784993
186,0.0031548279798377754
187,-0.019063975322351663
188,-0.025870118859814783
189,0.05443407536404639
190,-0.01471418169344628
191,0.004211175797146457
192,-0.002496715619003616
193,-0.020401472590177626
194,0.052587127238766414
195,-0.016285850651265088
196,0.006438038063639873
197,0.008697331398297764
198,-0.03635534335624174
199,0.04255735027001784
200,0.006892086732773973
201,-0.01587384458809914
202,-0.015460505836326275
203,-0.01839580451941259
204,-0.04386190991345589
205,0.012106895720438172
206,-0.0122332787166955
207,0.004384822601101236
208,0.007661821743328533
209,0.014304415960117877
210,-0.03790856341835003
211,0.025419899058937365
212,-0.035244334798488326
213,-0.03737055654906664
214,0.010102411369217006
215,-0.018378483169719337
216,0.05372651816286009
217,0.014411066005379803
218,-0.006914472852765145
219,0.003688237895379546
220,-0.01663469197480005
221,0.03813119375638255
222,1.8066510196323423e-4
223,0.008294374256041301
224,-0.002649008942292618
225,-0.019332024100755244
226,-0.002333307812437104
227,-7.268225400783303e-4
228,0.010289472100942623
229,-0.015562158670131675
230,-0.008130043761066276
231,-0.0011131345754082065
232,-0.04707201919939461
233,0.01772488778253132
234,0.029142345387706586
235,-0.013647802192126867
236,0.013672873181337817
237,-0.024491661763010895
238,-0.012789790488143953
239,0.0011815224008615156
240,0.0496690671368925
241,-0.03182836574025231
242,0.022305117195524457
243,0.0238900507670116
244,-0.01960567288768152
245,0.0019574082009380725
246,0.06292033073610646
247,0.0050133191929094606
248,0.012621774806521349
249,-0.005514045139933738
