pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,Glucagon Like Peptide 1 Glp1 Regulates Insulin Secretion,Reactome,-0.745,-1.223,0.9753,0.4734,NS,11
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,Negative Regulation Of Endothelial Cell Migration,GO:BP,1.173,-0.793,0.6307,0.9154,NS,12
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Apoptotic Signaling Pathway,GO:BP,0.981,-0.985,0.7785,0.7764,NS,34
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,Myeloid Leukocyte Differentiation,GO:BP,-1.029,-0.935,0.7492,0.8137,NS,28
REACTOME_M_PHASE,M Phase,Reactome,-0.844,-1.119,0.9753,0.4734,NS,111
GOBP_CELLULAR_RESPONSE_TO_CAMP,Cellular Response To Camp,GO:BP,0.995,-0.967,0.7697,0.7821,NS,13
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,Sars Cov 1 Modulates Host Translation Machinery,Reactome,1.136,-0.826,0.6301,0.8439,NS,32
GOBP_LUNG_MORPHOGENESIS,Lung Morphogenesis,GO:BP,1.096,-0.865,0.6862,0.8676,NS,15
GOBP_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS,Glucose 6 Phosphate Metabolic Process,GO:BP,-0.907,-1.054,0.8477,0.7024,NS,14
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,Class I Mhc Mediated Antigen Processing Presentation,Reactome,-1.11,0.851,0.6029,0.8518,NS,109
GOBP_MICROTUBULE_BASED_MOVEMENT,Microtubule Based Movement,GO:BP,1.152,-0.808,0.5785,0.9385,NS,56
REACTOME_RHOBTB1_GTPASE_CYCLE,Rhobtb1 Gtpase Cycle,Reactome,1.195,0.765,0.6029,0.864,NS,14
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,Signaling By Moderate Kinase Activity Braf Mutants,Reactome,0.972,-0.988,0.8351,0.6648,NS,23
GOBP_HEART_GROWTH,Heart Growth,GO:BP,1.393,-0.566,0.4424,0.9956,NS,17
GOBP_CHROMOSOME_SEGREGATION,Chromosome Segregation,GO:BP,0.824,1.135,0.9377,0.5627,NS,59
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,Cellular Response To Unfolded Protein,GO:BP,0.753,1.206,0.9478,0.5161,NS,23
GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,Regulation Of Amyloid Precursor Protein Catabolic Process,GO:BP,0.586,-1.373,0.9987,0.377,NS,14
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Positive Regulation Of Monoatomic Ion Transport,GO:BP,-1.2,-0.758,0.54,0.9627,NS,40
GOBP_NUCLEAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,Nuclear Receptor Mediated Signaling Pathway,GO:BP,0.794,-1.164,0.94,0.5466,NS,31
HALLMARK_ADIPOGENESIS,Adipogenesis,Hallmark,-0.796,-1.162,0.9735,0.3137,NS,117
REACTOME_ION_CHANNEL_TRANSPORT,Ion Channel Transport,Reactome,-1.412,0.546,0.3052,0.9924,NS,32
GOBP_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS,Deoxyribonucleotide Catabolic Process,GO:BP,1.007,-0.951,0.7576,0.79,NS,11
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,Variant Mutation Caused Aberrant Snca To 26s Proteasome Mediated Protein Degradation,KEGG,-0.869,1.086,0.9058,0.4985,NS,33
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Regulation Of Microtubule Polymerization Or Depolymerization,GO:BP,-1.032,0.922,0.7446,0.8301,NS,28
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,Striated Muscle Cell Proliferation,GO:BP,1.144,-0.81,0.6541,0.8946,NS,10
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,Activation Of Innate Immune Response,GO:BP,1.075,-0.879,0.6791,0.8894,NS,67
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH,Regulation Of Multicellular Organism Growth,GO:BP,-0.839,-1.115,0.8918,0.6377,NS,14
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,Tcf Dependent Signaling In Response To Wnt,Reactome,-0.683,1.271,1,0.35,NS,49
REACTOME_CO_STIMULATION_BY_CD28,Co Stimulation By Cd28,Reactome,0.494,1.459,1,0.2531,NS,12
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY,Response To Muscle Activity,GO:BP,-1.246,0.707,0.5489,0.9546,NS,12
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,Transforming Growth Factor Beta Receptor Signaling Pathway,GO:BP,1.162,-0.791,0.5915,0.9355,NS,35
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,Amino Sugar Metabolic Process,GO:BP,1.047,-0.906,0.743,0.8276,NS,10
GOBP_INTERLEUKIN_2_PRODUCTION,Interleukin 2 Production,GO:BP,0.964,-0.989,0.7912,0.7622,NS,11
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Positive Regulation Of Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway,GO:BP,-1.215,-0.737,0.5741,0.9418,NS,14
GOBP_B_CELL_MEDIATED_IMMUNITY,B Cell Mediated Immunity,GO:BP,1.144,-0.808,0.6307,0.9218,NS,28
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE,Establishment Of Protein Localization To Vacuole,GO:BP,0.775,-1.177,0.9371,0.5544,NS,18
REACTOME_NUCLEOTIDE_CATABOLISM,Nucleotide Catabolism,Reactome,0.927,-1.025,0.8594,0.6473,NS,11
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,Regulation Of Steroid Biosynthetic Process,GO:BP,-0.933,1.018,0.8187,0.7433,NS,16
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway,GO:BP,0.899,-1.052,0.8478,0.7102,NS,12
GOBP_FATTY_ACID_METABOLIC_PROCESS,Fatty Acid Metabolic Process,GO:BP,-0.791,-1.16,0.9922,0.448,NS,128
GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,Insulin Secretion Involved In Cellular Response To Glucose Stimulus,GO:BP,-1.128,-0.823,0.6536,0.8988,NS,14
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,Protein Transmembrane Transport,GO:BP,1.031,0.919,0.7492,0.8322,NS,22
GOBP_CHROMOSOME_LOCALIZATION,Chromosome Localization,GO:BP,0.973,0.977,0.7889,0.7812,NS,29
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS,Secondary Alcohol Metabolic Process,GO:BP,-0.642,-1.307,1,0.3669,NS,42
GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,Positive Regulation Of Small Gtpase Mediated Signal Transduction,GO:BP,1.241,0.707,0.5563,0.9587,NS,16
GOBP_RESPONSE_TO_PROSTAGLANDIN,Response To Prostaglandin,GO:BP,0.495,-1.453,1,0.3174,NS,12
GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH,Regulation Of Extent Of Cell Growth,GO:BP,0.766,-1.181,0.94,0.5523,NS,17
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION,Reference Beta Oxidation,KEGG,-1.198,0.749,0.4798,0.8718,NS,11
GOBP_DEFENSE_RESPONSE_TO_VIRUS,Defense Response To Virus,GO:BP,-1.324,0.622,0.4318,0.9956,NS,42
GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION,Regulation Of Stem Cell Differentiation,GO:BP,-1.393,0.551,0.4454,0.9966,NS,12
GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION,Negative Regulation Of Lipid Localization,GO:BP,0.938,1.006,0.8201,0.7478,NS,14
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,Positive Regulation Of Muscle Cell Differentiation,GO:BP,0.765,-1.179,0.9395,0.5623,NS,15
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA,Binding Of Sperm To Zona Pellucida,GO:BP,0.674,1.269,0.9757,0.48,NS,11
REACTOME_FORMATION_OF_PARAXIAL_MESODERM,Formation Of Paraxial Mesoderm,Reactome,-0.834,1.109,0.9607,0.5392,NS,30
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC,Regulation Of Ornithine Decarboxylase Odc,Reactome,-0.834,1.109,0.9607,0.5392,NS,30
REACTOME_SOMITOGENESIS,Somitogenesis,Reactome,-0.834,1.109,0.9607,0.5392,NS,30
HALLMARK_KRAS_SIGNALING_DN,KRAS Signaling Dn,Hallmark,-1.188,0.754,0.5278,0.8778,NS,13
REACTOME_METABOLISM_OF_STEROIDS,Metabolism Of Steroids,Reactome,0.734,-1.208,0.9926,0.4241,NS,33
GOBP_RNA_MODIFICATION,RNA Modification,GO:BP,1.037,0.904,0.7401,0.8391,NS,19
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,Cardiac Ventricle Development,GO:BP,0.479,1.461,1,0.3172,NS,13
REACTOME_TP53_REGULATES_METABOLIC_GENES,Tp53 Regulates Metabolic Genes,Reactome,1.04,0.9,0.7536,0.7502,NS,43
GOBP_REGULATED_EXOCYTOSIS,Regulated Exocytosis,GO:BP,0.962,-0.977,0.7992,0.7765,NS,26
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,Negative Regulation Of Release Of Cytochrome C From Mitochondria,GO:BP,-0.886,1.053,0.8548,0.7113,NS,10
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Apoptotic Signaling Pathway,GO:BP,0.773,-1.166,0.9877,0.4641,NS,92
GOBP_NUCLEOSOME_ORGANIZATION,Nucleosome Organization,GO:BP,-0.652,1.287,0.9895,0.4553,NS,13
REACTOME_HSF1_ACTIVATION,Hsf1 Activation,Reactome,1.016,-0.923,0.7987,0.7187,NS,18
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Monoatomic Ion Transmembrane Transport,GO:BP,-1.076,-0.861,0.6862,0.8822,NS,30
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH,Positive Regulation Of Cell Growth,GO:BP,-0.809,-1.128,0.9395,0.588,NS,34
GOBP_GLIAL_CELL_DIFFERENTIATION,Glial Cell Differentiation,GO:BP,0.849,-1.087,0.9158,0.6284,NS,47
GOBP_NEGATIVE_REGULATION_OF_BINDING,Negative Regulation Of Binding,GO:BP,-1.271,0.663,0.5267,0.9671,NS,12
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,Sensory Perception Of Mechanical Stimulus,GO:BP,0.774,-1.16,0.9412,0.5659,NS,22
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,Positive Regulation Of Protein Ubiquitination,GO:BP,-1.388,-0.545,0.4133,0.9991,NS,26
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,Organelle Biogenesis And Maintenance,Reactome,0.871,1.061,0.9595,0.5669,NS,80
GOSLIM_CHROMOSOME_SEGREGATION,Chromosome Segregation,GO Slim,0.78,1.151,0.9188,0.4457,NS,57
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS,L Amino Acid Catabolic Process,GO:BP,-0.895,-1.036,0.861,0.7113,NS,27
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS,Regulation Of Protein Export From Nucleus,GO:BP,-0.751,-1.18,0.944,0.5662,NS,12
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,Apc C Cdh1 Mediated Degradation Of Cdc20 And Other Apc C Cdh1 Targeted Proteins In Late Mitosis Early G1,Reactome,-0.928,1.003,0.8781,0.6546,NS,32
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,Cdk Mediated Phosphorylation And Removal Of Cdc6,Reactome,-0.928,1.003,0.8781,0.6546,NS,32
GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY,Negative Regulation Of Erbb Signaling Pathway,GO:BP,1.061,-0.868,0.7242,0.8554,NS,11
GOBP_AMIDE_METABOLIC_PROCESS,Amide Metabolic Process,GO:BP,-0.94,-0.989,0.8548,0.7633,NS,136
GOBP_METHYLATION,Methylation,GO:BP,1.149,0.779,0.6065,0.9418,NS,39
GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS,Positive Regulation Of Phagocytosis,GO:BP,-1.127,-0.8,0.6536,0.9154,NS,13
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS,Muscle Cell Cellular Homeostasis,GO:BP,-0.806,1.12,0.9221,0.6389,NS,14
GOBP_MACROAUTOPHAGY,Macroautophagy,GO:BP,-0.861,1.063,0.9414,0.6562,NS,117
REACTOME_INTERLEUKIN_1_SIGNALING,Interleukin 1 Signaling,Reactome,-0.989,0.934,0.8256,0.7187,NS,45
GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS,Positive Regulation Of Gliogenesis,GO:BP,-1.144,0.777,0.6486,0.921,NS,10
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,Regulation Of Muscle System Process,GO:BP,-1.083,0.837,0.6503,0.9242,NS,76
GOBP_NEGATIVE_REGULATION_OF_SECRETION,Negative Regulation Of Secretion,GO:BP,-1.2,0.719,0.5731,0.9628,NS,24
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Negative Regulation Of Reactive Oxygen Species Metabolic Process,GO:BP,-0.984,0.935,0.7715,0.8137,NS,16
GOBP_COGNITION,Cognition,GO:BP,-0.867,-1.052,0.8984,0.6951,NS,42
GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,Negative Regulation Of Lipid Metabolic Process,GO:BP,1.353,0.565,0.4614,0.9955,NS,17
GOBP_VACUOLAR_TRANSPORT,Vacuolar Transport,GO:BP,-0.944,-0.971,0.8187,0.7841,NS,41
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,Toll Like Receptor Cascades,Reactome,-0.801,1.114,0.9753,0.527,NS,41
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Cellular Response To Insulin Stimulus,GO:BP,-0.834,1.08,0.94,0.6557,NS,60
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,Negative Regulation Of Response To Biotic Stimulus,GO:BP,1.023,-0.891,0.7574,0.8554,NS,25
GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE,Receptor Localization To Synapse,GO:BP,-0.962,-0.952,0.7894,0.7905,NS,15
GOBP_VESICLE_TARGETING,Vesicle Targeting,GO:BP,0.943,-0.971,0.8187,0.7765,NS,13
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,Positive Regulation Of Mitotic Cell Cycle,GO:BP,-0.877,1.037,0.8682,0.7255,NS,19
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,Glutamine Family Amino Acid Catabolic Process,GO:BP,1.039,0.872,0.7495,0.8574,NS,10
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,Response To Topologically Incorrect Protein,GO:BP,0.88,1.031,0.8912,0.7183,NS,53
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,Central Nervous System Neuron Differentiation,GO:BP,-1.082,-0.828,0.6937,0.8942,NS,15
REACTOME_ADIPOGENESIS,Adipogenesis,Reactome,-0.925,-0.982,0.8594,0.6682,NS,11
GOBP_CELL_CELL_RECOGNITION,Cell Cell Recognition,GO:BP,1.244,0.662,0.5489,0.9693,NS,17
GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Myeloid Cell Activation Involved In Immune Response,GO:BP,0.898,-1.008,0.8496,0.7433,NS,12
GOBP_RESPONSE_TO_VIRUS,Response To Virus,GO:BP,-1.006,-0.899,0.7575,0.8683,NS,63
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,Resolution Of Sister Chromatid Cohesion,Reactome,0.943,-0.962,0.8591,0.7009,NS,32
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,Endoplasmic Reticulum Organization,GO:BP,0.82,-1.084,0.9297,0.6522,NS,31
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS,Fbxl7 Down Regulates Aurka During Mitotic Entry And In Early Mitosis,Reactome,-0.785,1.119,0.9753,0.526,NS,33
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,Orc1 Removal From Chromatin,Reactome,-0.785,1.119,0.9753,0.526,NS,33
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1,Scf Beta Trcp Mediated Degradation Of Emi1,Reactome,-0.785,1.119,0.9753,0.526,NS,33
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,Scf Skp2 Mediated Degradation Of P27 P21,Reactome,-0.785,1.119,0.9753,0.526,NS,33
GOBP_CELL_REDOX_HOMEOSTASIS,Cell Redox Homeostasis,GO:BP,-0.991,-0.912,0.7715,0.8321,NS,20
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION,Positive Regulation Of Protein Secretion,GO:BP,-0.977,0.926,0.7882,0.8321,NS,35
GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Cell Surface Pattern Recognition Receptor Signaling Pathway,GO:BP,0.747,-1.156,0.94,0.596,NS,10
REACTOME_DAG_AND_IP3_SIGNALING,Dag And Ip3 Signaling,Reactome,-1.002,-0.901,0.8185,0.7236,NS,11
GOBP_RESPONSE_TO_ACTIVITY,Response To Activity,GO:BP,-1.116,-0.786,0.6536,0.9321,NS,27
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Positive Regulation Of Pattern Recognition Receptor Signaling Pathway,GO:BP,1.1,-0.8,0.6796,0.921,NS,19
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,Carbohydrate Derivative Catabolic Process,GO:BP,0.786,1.114,0.9668,0.5898,NS,79
GOBP_POSITIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,Positive Regulation Of Protein Import Into Nucleus,GO:BP,1.135,-0.765,0.6536,0.9242,NS,12
GOBP_IMPORT_INTO_THE_MITOCHONDRION,Import Into The Mitochondrion,GO:BP,0.939,0.961,0.8249,0.7916,NS,24
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Positive Regulation Of Nervous System Development,GO:BP,-0.905,-0.993,0.8583,0.7633,NS,36
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS,Positive Regulation Of Neurogenesis,GO:BP,-0.905,-0.993,0.8583,0.7633,NS,36
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,Intracellular Iron Ion Homeostasis,GO:BP,1.113,0.783,0.6591,0.9242,NS,22
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,Signaling By Tgfb Family Members,Reactome,0.771,1.123,0.9753,0.5271,NS,27
GOBP_MUSCLE_ADAPTATION,Muscle Adaptation,GO:BP,1.086,0.806,0.6818,0.9242,NS,37
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Regulation Of Protein Localization To Nucleus,GO:BP,0.888,-1.004,0.8751,0.746,NS,44
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,The Role Of Gtse1 In G2 M Progression After G2 Checkpoint,Reactome,0.67,-1.222,1,0.3922,NS,43
REACTOME_SIGNALING_BY_NTRKS,Signaling By Ntrks,Reactome,-0.892,0.999,0.9328,0.6546,NS,37
GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY,Regulation Of Inclusion Body Assembly,GO:BP,-0.919,0.97,0.8368,0.7792,NS,11
GOBP_SKELETAL_MUSCLE_CONTRACTION,Skeletal Muscle Contraction,GO:BP,0.627,1.262,0.9987,0.4411,NS,28
GOBP_SEQUESTERING_OF_CALCIUM_ION,Sequestering Of Calcium Ion,GO:BP,-1.12,-0.768,0.6323,0.9527,NS,37
REACTOME_CHROMOSOME_MAINTENANCE,Chromosome Maintenance,Reactome,-1.046,0.842,0.7609,0.7762,NS,11
GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY,T Cell Receptor Signaling Pathway,GO:BP,-1.193,0.694,0.5738,0.9671,NS,23
GOBP_RESPONSE_TO_BMP,Response To Bmp,GO:BP,-1.095,0.792,0.6862,0.921,NS,15
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,Rab Gefs Exchange Gtp For Gdp On Rabs,Reactome,-0.787,-1.099,0.9753,0.547,NS,20
REACTOME_PKR_MEDIATED_SIGNALING,Pkr Mediated Signaling,Reactome,0.945,0.941,0.8591,0.7174,NS,35
GOBP_REGULATION_OF_NUCLEAR_DIVISION,Regulation Of Nuclear Division,GO:BP,-1.052,-0.833,0.7256,0.8894,NS,14
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,Regulation Of Endoplasmic Reticulum Unfolded Protein Response,GO:BP,0.967,0.918,0.7912,0.8286,NS,10
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,Establishment Of Protein Localization To Endoplasmic Reticulum,GO:BP,1.281,0.603,0.5275,0.9818,NS,11
GOBP_MRNA_TRANSPORT,Mrna Transport,GO:BP,0.925,-0.959,0.8384,0.79,NS,27
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,Negative Regulation Of Neuron Apoptotic Process,GO:BP,-0.994,-0.888,0.7715,0.8574,NS,29
GOBP_CELLULAR_RESPONSE_TO_HEAT,Cellular Response To Heat,GO:BP,0.902,-0.98,0.8548,0.7703,NS,21
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage,GO:BP,-0.723,-1.159,0.9583,0.5921,NS,12
GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT,Cell Surface Receptor Signaling Pathway Via Jak Stat,GO:BP,-0.65,-1.232,0.9893,0.5146,NS,11
GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,Cell Surface Receptor Signaling Pathway Via Stat,GO:BP,-0.65,-1.232,0.9893,0.5146,NS,11
REACTOME_IRON_UPTAKE_AND_TRANSPORT,Iron Uptake And Transport,Reactome,1.1,-0.782,0.6903,0.8652,NS,21
GOBP_CARBOHYDRATE_HOMEOSTASIS,Carbohydrate Homeostasis,GO:BP,-0.847,1.035,0.9271,0.7163,NS,52
GOBP_LIPID_OXIDATION,Lipid Oxidation,GO:BP,0.555,1.326,1,0.3498,NS,44
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteasomal Ubiquitin Dependent Protein Catabolic Process,GO:BP,-0.88,1.001,0.8842,0.7549,NS,40
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,Intrinsic Pathway For Apoptosis,Reactome,0.951,0.929,0.851,0.7187,NS,23
GOBP_SPHINGOLIPID_METABOLIC_PROCESS,Sphingolipid Metabolic Process,GO:BP,-0.937,-0.942,0.8187,0.8003,NS,18
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE,Purine Containing Compound Salvage,GO:BP,-1.157,-0.721,0.6388,0.9485,NS,11
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY,Hormone Mediated Signaling Pathway,GO:BP,-0.992,-0.886,0.7715,0.8676,NS,34
GOBP_MUSCLE_TISSUE_DEVELOPMENT,Muscle Tissue Development,GO:BP,-0.828,1.05,0.9638,0.6799,NS,103
GOBP_CIRCADIAN_RHYTHM,Circadian Rhythm,GO:BP,1.006,0.87,0.7575,0.88,NS,38
GOBP_RESPONSE_TO_LIGHT_STIMULUS,Response To Light Stimulus,GO:BP,-0.905,0.971,0.873,0.7872,NS,53
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,Cardiac Muscle Tissue Development,GO:BP,-0.803,1.072,0.945,0.67,NS,48
GOBP_HYPEROSMOTIC_RESPONSE,Hyperosmotic Response,GO:BP,-0.607,1.267,0.9965,0.4802,NS,11
GOBP_REGULATION_OF_JNK_CASCADE,Regulation Of Jnk Cascade,GO:BP,-0.872,-1.001,0.873,0.7498,NS,14
GOBP_CELLULAR_RESPONSE_TO_STARVATION,Cellular Response To Starvation,GO:BP,0.829,-1.042,0.9271,0.7052,NS,40
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,Monocarboxylic Acid Catabolic Process,GO:BP,0.68,1.191,0.9987,0.48,NS,53
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,Activation Of Apc C And Apc C Cdc20 Mediated Degradation Of Mitotic Proteins,Reactome,-0.872,0.999,0.9494,0.6546,NS,33
GOBP_FERTILIZATION,Fertilization,GO:BP,0.997,0.873,0.7676,0.8708,NS,31
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,Signaling By TGF Beta Receptor Complex,Reactome,0.697,1.173,0.9956,0.4981,NS,25
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Extrinsic Apoptotic Signaling Pathway,GO:BP,-0.595,-1.275,1,0.4024,NS,41
GOBP_POSITIVE_REGULATION_OF_GROWTH,Positive Regulation Of Growth,GO:BP,0.93,-0.939,0.8384,0.823,NS,46
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,Fatty Acyl Coa Biosynthesis,Reactome,-1.18,0.689,0.6169,0.9056,NS,11
GOBP_REGULATION_OF_MUSCLE_ADAPTATION,Regulation Of Muscle Adaptation,GO:BP,1.008,0.86,0.7575,0.8803,NS,30
REACTOME_HEDGEHOG_OFF_STATE,Hedgehog Off State,Reactome,-0.644,-1.224,1,0.3922,NS,47
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,Positive Regulation Of Nucleocytoplasmic Transport,GO:BP,1.009,-0.858,0.7575,0.8741,NS,20
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,Platelet Aggregation Plug Formation,Reactome,1.198,-0.669,0.6052,0.9268,NS,11
