gene,logFC_Training_CRE,logFC_Training_PLA,pi_score_CRE,pi_score_PLA,pi_score_Interaction,significance,quadrant,imputed
DUSP28,0.0405,0.4221,0.996863,0.656306,0.795834,NS,Concordant Up,TRUE
AKR1C3,0.2938,-0.1669,0.841199,0.952133,0.740133,NS,Discordant (CRE Up / PLA Down),FALSE
DNAJB1,0.0187,0.442,0.999037,0.516716,0.654736,NS,Concordant Up,TRUE
CACNA2D1,-0.2951,0.1651,0.605619,0.881676,0.417473,NS,Discordant (CRE Down / PLA Up),FALSE
RBP4,-0.1167,-0.3428,0.975249,0.782627,0.934802,NS,Concordant Down,TRUE
EPN1,0.3299,-0.1292,0.740696,0.957475,0.647951,NS,Discordant (CRE Up / PLA Down),TRUE
HNRNPU,0.3031,-0.1559,0.581684,0.8939,0.414622,NS,Discordant (CRE Up / PLA Down),FALSE
ARL1,-0.3395,0.1187,0.862956,0.98381,0.827405,NS,Discordant (CRE Down / PLA Up),TRUE
CFL2,-0.1501,0.3073,0.916078,0.653199,0.499348,NS,Discordant (CRE Down / PLA Up),FALSE
TOMM70,0.1474,0.3098,0.939182,0.718928,0.949171,NS,Concordant Up,TRUE
CACNB3,-0.4231,-0.0335,0.450687,0.997229,0.687526,NS,Concordant Down,TRUE
THBS1,0.3701,-0.086,0.804857,0.988898,0.785431,NS,Discordant (CRE Up / PLA Down),TRUE
RAB1A,0.1936,-0.2621,0.867995,0.777885,0.546942,NS,Discordant (CRE Up / PLA Down),TRUE
ARPC3,0.3548,0.1008,0.671943,0.975978,0.88678,NS,Concordant Up,FALSE
MYH4,0.1353,0.3199,0.97842,0.884148,0.97287,NS,Concordant Up,TRUE
RPL18A,0.2881,-0.1668,0.694115,0.914776,0.54759,NS,Discordant (CRE Up / PLA Down),TRUE
MSRA,0.3144,-0.1401,0.664081,0.965976,0.684926,NS,Discordant (CRE Up / PLA Down),TRUE
MLYCD,-0.1411,0.3134,0.945101,0.745662,0.628204,NS,Discordant (CRE Down / PLA Up),TRUE
IMMT,-0.0717,0.3828,0.984137,0.537847,0.551263,NS,Discordant (CRE Down / PLA Up),FALSE
CACNB1,-0.2931,0.1608,0.733253,0.931268,0.606155,NS,Discordant (CRE Down / PLA Up),TRUE
EPRS1,0.0611,0.3926,0.983793,0.354158,0.643487,NS,Concordant Up,FALSE
LZIC,0.0891,0.3644,0.957454,0.402521,0.725118,NS,Concordant Up,TRUE
GPX3,-0.0289,-0.4245,0.998346,0.621994,0.765665,NS,Concordant Down,FALSE
SNTB2,-0.0031,0.4503,0.999959,0.209,0.369508,NS,Discordant (CRE Down / PLA Up),FALSE
ERAP1,-0.4124,-0.0409,0.346138,0.99425,0.616741,NS,Concordant Down,TRUE
PACSIN3,-0.2032,0.25,0.824619,0.760615,0.480578,NS,Discordant (CRE Down / PLA Up),TRUE
SMPX,0.1058,-0.3468,0.975853,0.751335,0.699806,NS,Discordant (CRE Up / PLA Down),TRUE
RPS25,-0.0493,-0.4032,0.991382,0.41874,0.663779,NS,Concordant Down,FALSE
GLO1,-0.3165,-0.1359,0.508348,0.912299,0.891053,NS,Concordant Down,FALSE
RPLP0,0.2037,0.2486,0.735174,0.624637,0.992678,NS,Concordant Up,FALSE
PCYOX1,-0.2292,-0.2229,0.733498,0.757537,0.99989,NS,Concordant Down,FALSE
VPS35,0.2095,0.2424,0.846438,0.80095,0.997766,NS,Concordant Up,FALSE
RPS7,-0.4133,-0.0382,0.486133,0.996066,0.700641,NS,Concordant Down,FALSE
FLNB,-0.13,0.3201,0.939211,0.632582,0.520169,NS,Discordant (CRE Down / PLA Up),FALSE
SFPQ,0.2098,-0.2401,0.808545,0.767686,0.470922,NS,Discordant (CRE Up / PLA Down),TRUE
ACSS2,-0.0904,-0.3595,0.962222,0.422833,0.756625,NS,Concordant Down,FALSE
EIF5B,-0.4349,0.0148,0.184386,0.999136,0.371231,NS,Discordant (CRE Down / PLA Up),TRUE
RIC8A,-0.1012,0.3484,0.963277,0.566663,0.5136,NS,Discordant (CRE Down / PLA Up),TRUE
TGM2,0.0148,0.4347,0.999452,0.512798,0.665972,NS,Concordant Up,FALSE
ANKRD2,-0.3623,0.0871,0.616787,0.981284,0.623447,NS,Discordant (CRE Down / PLA Up),TRUE
PMM2,0.024,0.4252,0.997606,0.273799,0.492238,NS,Concordant Up,FALSE
ITGA7,-0.0642,-0.3846,0.981938,0.371401,0.664856,NS,Concordant Down,FALSE
PPM1A,-0.1803,0.268,0.857707,0.694507,0.457089,NS,Discordant (CRE Down / PLA Up),FALSE
PDXP,-0.4378,0.0103,0.565466,0.999793,0.687625,NS,Discordant (CRE Down / PLA Up),TRUE
PRDX6,0.0272,-0.4199,0.997106,0.318407,0.432715,NS,Discordant (CRE Up / PLA Down),FALSE
UROD,-0.2193,-0.2275,0.825652,0.824818,0.999863,NS,Concordant Down,TRUE
DEK,-0.0884,-0.3579,0.961708,0.515081,0.776564,NS,Concordant Down,TRUE
GLRX,-0.1861,0.2601,0.89879,0.808671,0.619206,NS,Discordant (CRE Down / PLA Up),TRUE
KLKB1,-0.1215,0.3245,0.976342,0.820817,0.770243,NS,Discordant (CRE Down / PLA Up),TRUE
MRPS18B,0.1493,-0.2963,0.954609,0.858834,0.75534,NS,Discordant (CRE Up / PLA Down),TRUE
MYLK3,-0.148,-0.2975,0.949259,0.823324,0.967879,NS,Concordant Down,TRUE
EEF2K,-0.1973,0.2478,0.906251,0.903554,0.747424,NS,Discordant (CRE Down / PLA Up),TRUE
NCL,0.1285,-0.3163,0.920223,0.530906,0.404936,NS,Discordant (CRE Up / PLA Down),FALSE
OPLAH,-0.1961,0.2486,0.841869,0.770293,0.508466,NS,Discordant (CRE Down / PLA Up),TRUE
NEK7,-0.3984,0.0461,0.510727,0.994322,0.592575,NS,Discordant (CRE Down / PLA Up),TRUE
BPNT1,-0.1592,0.2842,0.883804,0.638767,0.44129,NS,Discordant (CRE Down / PLA Up),FALSE
APOC2,0.1576,0.2855,0.959046,0.866169,0.981955,NS,Concordant Up,TRUE
GSK3B,-0.1152,0.3273,0.964549,0.731855,0.652945,NS,Discordant (CRE Down / PLA Up),TRUE
ANXA6,0.1061,-0.3359,0.948503,0.494537,0.42402,NS,Discordant (CRE Up / PLA Down),FALSE
TMEM11,0.0854,0.3564,0.974884,0.5729,0.819349,NS,Concordant Up,TRUE
NDUFB8,0.0809,0.3605,0.986668,0.722927,0.883788,NS,Concordant Up,TRUE
IPO5,-0.1771,0.2642,0.836924,0.650183,0.396175,NS,Discordant (CRE Down / PLA Up),FALSE
MYBPC1,0.0644,0.3768,0.990739,0.688933,0.844411,NS,Concordant Up,TRUE
DCTPP1,-0.1423,-0.2989,0.956191,0.808661,0.964386,NS,Concordant Down,TRUE
PEX11B,-0.2864,0.154,0.893893,0.965051,0.81467,NS,Discordant (CRE Down / PLA Up),TRUE
SCRN2,-0.2344,-0.2057,0.70363,0.780602,0.997495,NS,Concordant Down,FALSE
PTER,-0.2505,0.1894,0.749394,0.908361,0.606662,NS,Discordant (CRE Down / PLA Up),TRUE
BCKDHB,-0.3657,-0.0735,0.69235,0.990482,0.877839,NS,Concordant Down,TRUE
SNF8,-0.1759,0.2633,0.885622,0.820743,0.616089,NS,Discordant (CRE Down / PLA Up),TRUE
PBXIP1,-0.1041,0.3349,0.952898,0.530945,0.458816,NS,Discordant (CRE Down / PLA Up),TRUE
NDUFC2,-0.2058,-0.2331,0.849441,0.824565,0.998492,NS,Concordant Down,TRUE
PGP,-0.1987,0.2401,0.834502,0.773023,0.502936,NS,Discordant (CRE Down / PLA Up),FALSE
SARS1,0.1093,0.3287,0.96084,0.634625,0.887449,NS,Concordant Up,TRUE
TIMM50,0.0492,0.3885,0.994608,0.62986,0.803293,NS,Concordant Up,TRUE
ATP5ME,0.0297,0.4079,0.997789,0.554951,0.72438,NS,Concordant Up,FALSE
DAD1,0.2847,0.1523,0.65774,0.924204,0.957463,NS,Concordant Up,TRUE
CACYBP,0.3684,-0.068,0.477008,0.985001,0.529737,NS,Discordant (CRE Up / PLA Down),TRUE
SRP9,0.2062,-0.2298,0.820274,0.800767,0.51792,NS,Discordant (CRE Up / PLA Down),TRUE
EML2,-0.2086,0.2274,0.86147,0.854111,0.623074,NS,Discordant (CRE Down / PLA Up),TRUE
HGS,0.1343,-0.3016,0.914781,0.650567,0.483907,NS,Discordant (CRE Up / PLA Down),TRUE
TBCA,0.152,-0.2834,0.906276,0.677965,0.505319,NS,Discordant (CRE Up / PLA Down),FALSE
TAGLN,0.1857,-0.2495,0.945719,0.903984,0.794876,NS,Discordant (CRE Up / PLA Down),FALSE
HLA-DRB5,0.4114,0.0237,0.715628,0.99924,0.835754,NS,Concordant Up,TRUE
ADSL,-0.1993,0.2355,0.809311,0.742709,0.447064,NS,Discordant (CRE Down / PLA Up),FALSE
AHCYL1,0.1594,0.2754,0.888833,0.67414,0.962316,NS,Concordant Up,FALSE
LAMTOR5,0.359,-0.0753,0.630653,0.990544,0.722439,NS,Discordant (CRE Up / PLA Down),TRUE
C9orf64,-0.2076,-0.2262,0.776228,0.780235,0.999065,NS,Concordant Down,TRUE
NONO,0.1539,-0.2799,0.917767,0.745008,0.581078,NS,Discordant (CRE Up / PLA Down),TRUE
NAE1,-0.2367,0.197,0.76687,0.850793,0.518267,NS,Discordant (CRE Down / PLA Up),TRUE
ADPRHL1,-0.246,0.1873,0.842298,0.919467,0.688816,NS,Discordant (CRE Down / PLA Up),TRUE
VPS4A,-0.2651,0.1681,0.729566,0.91628,0.585735,NS,Discordant (CRE Down / PLA Up),TRUE
SLC2A1,0.2101,-0.2228,0.927637,0.921323,0.79041,NS,Discordant (CRE Up / PLA Down),TRUE
PHYHD1,-0.2933,-0.1392,0.827968,0.969713,0.971733,NS,Concordant Down,TRUE
RPRD1B,-0.3828,0.0488,0.614714,0.994871,0.682285,NS,Discordant (CRE Down / PLA Up),TRUE
GBE1,-0.0113,0.4199,0.999504,0.309749,0.4554,NS,Discordant (CRE Down / PLA Up),FALSE
COPG1,0.3088,-0.1216,0.691092,0.95626,0.610218,NS,Discordant (CRE Up / PLA Down),FALSE
TST,-0.201,-0.2293,0.873991,0.841016,0.998515,NS,Concordant Down,FALSE
EPHX1,-0.0449,-0.385,0.994067,0.539666,0.740358,NS,Concordant Down,FALSE
TMX1,0.2151,-0.2145,0.716381,0.744799,0.365288,NS,Discordant (CRE Up / PLA Down),TRUE
THOP1,-0.3574,-0.0711,0.438248,0.981049,0.752431,NS,Concordant Down,TRUE
PSMD3,-0.0295,0.3987,0.995607,0.243003,0.349886,NS,Discordant (CRE Down / PLA Up),FALSE
GSPT1,-0.0304,0.3968,0.995258,0.26761,0.359965,NS,Discordant (CRE Down / PLA Up),TRUE
RYR1,-0.3044,0.1224,0.72161,0.961713,0.654504,NS,Discordant (CRE Down / PLA Up),TRUE
LDHB,-0.0874,-0.339,0.980797,0.69931,0.884745,NS,Concordant Down,FALSE
RNF114,-0.3178,-0.1083,0.604937,0.97204,0.91003,NS,Concordant Down,TRUE
SIRT2,-0.3362,0.0899,0.674596,0.981966,0.68005,NS,Discordant (CRE Down / PLA Up),TRUE
GUK1,-0.0673,-0.3587,0.989302,0.697935,0.856307,NS,Concordant Down,TRUE
NFIC,-0.126,-0.2999,0.924306,0.586637,0.903032,NS,Concordant Down,TRUE
EIF4H,-0.1594,0.2662,0.859637,0.621102,0.396973,NS,Discordant (CRE Down / PLA Up),FALSE
PSMB5,-0.2825,0.143,0.582247,0.901416,0.427051,NS,Discordant (CRE Down / PLA Up),FALSE
YWHAQ,0.3132,-0.1123,0.564544,0.948031,0.487694,NS,Discordant (CRE Up / PLA Down),FALSE
SNTA1,-0.2719,0.1535,0.74265,0.92625,0.601233,NS,Discordant (CRE Down / PLA Up),TRUE
GCDH,-0.0971,0.3281,0.978343,0.772372,0.722057,NS,Discordant (CRE Down / PLA Up),TRUE
SURF1,-0.1896,0.2353,0.889158,0.858269,0.661288,NS,Discordant (CRE Down / PLA Up),TRUE
ROMO1,-0.04,-0.3848,0.997097,0.732729,0.844005,NS,Concordant Down,TRUE
PRDX4,0.3202,-0.1037,0.493401,0.950069,0.435027,NS,Discordant (CRE Up / PLA Down),FALSE
UCHL3,-0.0534,0.3704,0.989241,0.465693,0.512435,NS,Discordant (CRE Down / PLA Up),FALSE
SOD2,0.1887,-0.2345,0.858487,0.787138,0.544326,NS,Discordant (CRE Up / PLA Down),FALSE
CPNE1,0.0599,0.3626,0.985035,0.470536,0.72068,NS,Concordant Up,TRUE
MPP1,-0.087,0.335,0.983879,0.782877,0.746252,NS,Discordant (CRE Down / PLA Up),TRUE
GANAB,0.2657,-0.1562,0.735602,0.914864,0.574038,NS,Discordant (CRE Up / PLA Down),FALSE
MRPL46,-0.1401,0.2813,0.952696,0.819109,0.713153,NS,Discordant (CRE Down / PLA Up),TRUE
DNAJB2,-0.288,0.1329,0.643393,0.950795,0.599542,NS,Discordant (CRE Down / PLA Up),TRUE
SERPINF1,0.3752,0.0454,0.728644,0.996527,0.858025,NS,Concordant Up,FALSE
TWF2,-0.0625,0.3577,0.98401400000000006,0.464834,0.490344,NS,Discordant (CRE Down / PLA Up),FALSE
CAP2,-0.1047,0.3151,0.966795,0.690435,0.627133,NS,Discordant (CRE Down / PLA Up),FALSE
PIN1,-0.2698,-0.1498,0.633776,0.892974,0.954218,NS,Concordant Down,TRUE
RPS28,0.1641,-0.2548,0.893996,0.755512,0.557367,NS,Discordant (CRE Up / PLA Down),TRUE
ATP5PO,0.0418,0.3769,0.993603,0.45705,0.68344,NS,Concordant Up,FALSE
LAMP1,0.1949,0.2237,0.924669,0.901856,0.998966,NS,Concordant Up,TRUE
SMYD2,-0.008,-0.4102,0.999852,0.734295,0.784295,NS,Concordant Down,TRUE
MDH2,0.0775,0.3403,0.97684,0.541156,0.803529,NS,Concordant Up,FALSE
DRG2,0.0237,0.3933,0.998349,0.758743,0.809527,NS,Concordant Up,TRUE
TRIP10,-0.0505,0.3662,0.990576,0.462883,0.523652,NS,Discordant (CRE Down / PLA Up),TRUE
HLA-C,0.3975,0.019,0.551388,0.999211,0.735324,NS,Concordant Up,TRUE
STAT5B,-0.0981,-0.3181,0.934143,0.360615,0.764492,NS,Concordant Down,FALSE
EIF5,0.0803,0.3359,0.974115,0.53548,0.806713,NS,Concordant Up,FALSE
GAPVD1,-0.1309,0.2851,0.963258,0.822432,0.739728,NS,Discordant (CRE Down / PLA Up),TRUE
LRPPRC,0.0662,0.3498,0.983082,0.512622,0.76762300000000006,NS,Concordant Up,FALSE
PLEKHF1,-0.2789,-0.1369,0.698514,0.941457,0.953482,NS,Concordant Down,TRUE
SEC24B,-0.2966,0.1189,0.85309,0.986468,0.855525,NS,Discordant (CRE Down / PLA Up),TRUE
PCYT2,-0.1843,0.2309,0.831259,0.773693,0.499608,NS,Discordant (CRE Down / PLA Up),TRUE
RWDD1,-0.4014,0.0137,0.515389,0.999535,0.650065,NS,Discordant (CRE Down / PLA Up),TRUE
PRKAR1A,-0.1394,0.2756,0.907571,0.652934,0.482887,NS,Discordant (CRE Down / PLA Up),FALSE
STOML2,0.0302,0.3842,0.996883,0.484496,0.674421,NS,Concordant Up,TRUE
CMPK1,-0.1584,-0.2559,0.907127,0.759693,0.977654,NS,Concordant Down,FALSE
NME1,0.0639,-0.3501,0.984217,0.509152,0.527627,NS,Discordant (CRE Up / PLA Down),FALSE
MAP2K6,-0.035,0.379,0.99641,0.5615,0.627253,NS,Discordant (CRE Down / PLA Up),TRUE
BAX,0.2321,0.1813,0.9161,0.938502,0.997162,NS,Concordant Up,TRUE
LANCL1,-0.1383,0.2745,0.912347,0.656695,0.494997,NS,Discordant (CRE Down / PLA Up),FALSE
DYNC1LI1,-0.0492,0.3635,0.987566,0.372472,0.413411,NS,Discordant (CRE Down / PLA Up),TRUE
PLCL1,-0.1319,-0.2804,0.94635,0.87041,0.96946,NS,Concordant Down,TRUE
ETF1,0.1158,0.2959,0.937863,0.615998,0.899594,NS,Concordant Up,TRUE
BCAT2,-0.3106,-0.101,0.671542,0.969998,0.90282,NS,Concordant Down,TRUE
ALDH16A1,0.1999,-0.2111,0.864349,0.862564,0.634833,NS,Discordant (CRE Up / PLA Down),TRUE
PPA2,-0.0953,0.3154,0.963223,0.587811,0.531182,NS,Discordant (CRE Down / PLA Up),FALSE
UCHL5,0.0661,0.3445,0.9849,0.696787,0.839385,NS,Concordant Up,TRUE
RMDN1,-0.1244,0.2856,0.948891,0.741952,0.630489,NS,Discordant (CRE Down / PLA Up),TRUE
OPTN,-0.025,0.3848,0.998141,0.56139,0.635555,NS,Discordant (CRE Down / PLA Up),TRUE
CARM1,-0.15,0.2598,0.888603,0.741253,0.532196,NS,Discordant (CRE Down / PLA Up),TRUE
NIT1,0.0343,0.3753,0.996814,0.58929,0.758093,NS,Concordant Up,FALSE
CNPY2,0.3533,0.056,0.595969,0.992403,0.820777,NS,Concordant Up,TRUE
PA2G4,-0.1614,-0.2477,0.854563,0.666237,0.974497,NS,Concordant Down,FALSE
YWHAG,0.1264,-0.2826,0.915849,0.584541,0.439914,NS,Discordant (CRE Up / PLA Down),FALSE
GMFG,-0.3153,-0.0919,0.852073,0.987222,0.94757,NS,Concordant Down,TRUE
PRMT5,-0.3038,0.1032,0.564476,0.955244,0.505983,NS,Discordant (CRE Down / PLA Up),FALSE
PIN4,-0.3873,-0.0195,0.44726,0.998814,0.652092,NS,Concordant Down,TRUE
GNB2,0.1228,-0.2838,0.944364,0.698318,0.585593,NS,Discordant (CRE Up / PLA Down),FALSE
HP1BP3,-0.2224,-0.1841,0.858511,0.907883,0.997463,NS,Concordant Down,TRUE
CARS1,-0.1343,-0.2722,0.931142,0.731676,0.953243,NS,Concordant Down,TRUE
U2AF2,-0.0184,0.388,0.999183,0.72591,0.755442,NS,Discordant (CRE Down / PLA Up),TRUE
DDAH1,-0.0791,0.327,0.985692,0.750966,0.730673,NS,Discordant (CRE Down / PLA Up),TRUE
ENOPH1,-0.3781,0.0274,0.358114,0.997136,0.497547,NS,Discordant (CRE Down / PLA Up),TRUE
PSMB3,-0.3285,0.0766,0.620561,0.981737,0.619144,NS,Discordant (CRE Down / PLA Up),FALSE
SSB,0.2904,-0.1145,0.557727,0.945863,0.497936,NS,Discordant (CRE Up / PLA Down),TRUE
DHTKD1,-0.3842,-0.0205,0.501695,0.999188,0.760821,NS,Concordant Down,TRUE
DPP7,0.2298,0.1749,0.847098,0.930977,0.99519,NS,Concordant Up,TRUE
ESD,-0.279,-0.1255,0.45315,0.891056,0.887034,NS,Concordant Down,FALSE
RAP2B,0.1155,-0.2886,0.963364,0.784706,0.698928,NS,Discordant (CRE Up / PLA Down),TRUE
RPL6,0.2208,0.1832,0.786834,0.860629,0.996415,NS,Concordant Up,FALSE
SSBP1,-0.2131,0.1905,0.853812,0.888583,0.654684,NS,Discordant (CRE Down / PLA Up),FALSE
PNPT1,-0.072,-0.3315,0.987898,0.770549,0.894845,NS,Concordant Down,TRUE
TOM1L2,-0.1556,0.2465,0.930872,0.852537,0.710083,NS,Discordant (CRE Down / PLA Up),TRUE
CRK,0.3417,-0.0597,0.677791,0.991252,0.700415,NS,Discordant (CRE Up / PLA Down),TRUE
LCMT1,-0.3116,0.0895,0.650371,0.978247,0.651778,NS,Discordant (CRE Down / PLA Up),TRUE
SNX5,0.3177,-0.0824,0.600508,0.978393,0.605327,NS,Discordant (CRE Up / PLA Down),TRUE
CCAR2,0.2481,-0.1519,0.851276,0.952192,0.752646,NS,Discordant (CRE Up / PLA Down),TRUE
DNAJA4,0.009,0.3906,0.99977,0.549359,0.682306,NS,Concordant Up,TRUE
WBP2,-0.21,-0.1895,0.891676,0.911794,0.999357,NS,Concordant Down,TRUE
GCLC,-0.0968,-0.3023,0.977288,0.770055,0.927438,NS,Concordant Down,FALSE
DENR,-0.3341,0.0644,0.706715,0.991034,0.730521,NS,Discordant (CRE Down / PLA Up),TRUE
ILF2,0.3865,0.0113,0.504273,0.999696,0.705334,NS,Concordant Up,TRUE
PRPSAP1,-0.2837,0.1139,0.755132,0.969515,0.708838,NS,Discordant (CRE Down / PLA Up),TRUE
COQ10A,-0.0733,0.3242,0.989092,0.794082,0.776184,NS,Discordant (CRE Down / PLA Up),TRUE
GLIPR2,0.2182,-0.1793,0.922853,0.950929,0.826,NS,Discordant (CRE Up / PLA Down),TRUE
ADD1,0.2318,-0.1656,0.876733,0.940846,0.756518,NS,Discordant (CRE Up / PLA Down),TRUE
NPEPL1,-0.2518,0.1451,0.8152,0.951852,0.721752,NS,Discordant (CRE Down / PLA Up),TRUE
TRIM25,0.245,-0.1519,0.769029,0.910781,0.594918,NS,Discordant (CRE Up / PLA Down),TRUE
MPST,-0.2515,-0.1453,0.650776,0.890635,0.961446,NS,Concordant Down,FALSE
CBX3,-0.3149,-0.0815,0.721838,0.986783,0.910573,NS,Concordant Down,TRUE
CLCC1,-0.186,-0.2104,0.813539,0.829787,0.998458,NS,Concordant Down,TRUE
HEBP2,-0.3285,-0.0677,0.372516,0.97485,0.708809,NS,Concordant Down,FALSE
SRP54,0.2882,-0.1077,0.735447,0.968184,0.679416,NS,Discordant (CRE Up / PLA Down),TRUE
HPRT1,0.0299,-0.3653,0.998046,0.683346,0.740932,NS,Discordant (CRE Up / PLA Down),TRUE
SLC44A2,-0.0737,0.321,0.98114,0.63717,0.617786,NS,Discordant (CRE Down / PLA Up),TRUE
SDHB,-0.1014,0.2926,0.956058,0.624483,0.54512,NS,Discordant (CRE Down / PLA Up),FALSE
OGDH,-0.0549,0.3389,0.989574,0.576855,0.604985,NS,Discordant (CRE Down / PLA Up),FALSE
UBE2V1,-0.1193,0.2739,0.950111,0.73143,0.626206,NS,Discordant (CRE Down / PLA Up),FALSE
SETD3,-0.2324,0.1604,0.904102,0.957152,0.814943,NS,Discordant (CRE Down / PLA Up),TRUE
DDT,-0.201,-0.1915,0.874546,0.890857,0.999836,NS,Concordant Down,FALSE
ANXA7,-0.155,-0.2373,0.796639,0.550094,0.965821,NS,Concordant Down,FALSE
SEC31A,0.0811,0.3111,0.979007,0.689091,0.879792,NS,Concordant Up,TRUE
SNX2,0.3655,-0.0265,0.606786,0.998242,0.693995,NS,Discordant (CRE Up / PLA Down),FALSE
NDUFS7,0.0617,0.3303,0.992127,0.769145,0.891969,NS,Concordant Up,TRUE
SH3GLB1,-0.13,0.2616,0.923391,0.687867,0.538789,NS,Discordant (CRE Down / PLA Up),FALSE
ACOT2,-0.1978,-0.1924,0.776568,0.79698,0.999912,NS,Concordant Down,FALSE
ANK2,-0.202,0.1882,0.822645,0.845525,0.565448,NS,Discordant (CRE Down / PLA Up),TRUE
MRPL55,0.2552,0.135,0.855313,0.965953,0.980387,NS,Concordant Up,TRUE
EIF1AX,-0.297,-0.0927,0.591285,0.965284,0.87241,NS,Concordant Down,TRUE
PPP1CC,0.1361,0.2534,0.920097,0.792041,0.967176,NS,Concordant Up,TRUE
QARS1,-0.0917,0.2976,0.971437,0.681275,0.631872,NS,Discordant (CRE Down / PLA Up),TRUE
ST13,0.1114,-0.2764,0.93084,0.574206,0.454677,NS,Discordant (CRE Up / PLA Down),FALSE
UBE2O,0.1823,0.2044,0.907321,0.896774,0.999212,NS,Concordant Up,TRUE
SPPL2A,-0.1301,-0.2564,0.950232,0.799441,0.968293,NS,Concordant Down,TRUE
LAMP2,0.1246,-0.2607,0.92592,0.672902,0.529513,NS,Discordant (CRE Up / PLA Down),FALSE
PPP1R1A,-0.3333,-0.0519,0.544762,0.990599,0.778473,NS,Concordant Down,TRUE
RPS15A,0.227,0.1582,0.774532,0.897594,0.987601,NS,Concordant Up,FALSE
PLIN5,0.116,0.2692,0.971317,0.827684,0.964116,NS,Concordant Up,TRUE
ACLY,0.0882,0.2967,0.985204,0.839951,0.943643,NS,Concordant Up,TRUE
SLC37A4,0.1931,-0.1914,0.862766,0.900143,0.687449,NS,Discordant (CRE Up / PLA Down),TRUE
C7,-0.016,-0.3679,0.999627,0.791652,0.865024,NS,Concordant Down,TRUE
MECP2,0.0984,-0.2853,0.976975,0.853859,0.790489,NS,Discordant (CRE Up / PLA Down),TRUE
GYG1,-0.1174,0.2661,0.960906,0.800467,0.711036,NS,Discordant (CRE Down / PLA Up),TRUE
SHOC2,0.2172,-0.1659,0.836651,0.932523,0.713379,NS,Discordant (CRE Up / PLA Down),TRUE
PSMC1,0.104,-0.2784,0.954212,0.661856,0.572709,NS,Discordant (CRE Up / PLA Down),FALSE
ARMT1,-0.3443,-0.0374,0.593623,0.996163,0.787063,NS,Concordant Down,TRUE
ATP6V1G1,0.1501,-0.2309,0.89259,0.783681,0.580158,NS,Discordant (CRE Up / PLA Down),TRUE
UBE2B,0.0269,-0.354,0.998102,0.777743,0.78417,NS,Discordant (CRE Up / PLA Down),TRUE
PLIN3,0.1863,0.194,0.81825,0.810243,0.999832,NS,Concordant Up,FALSE
GPX1,0.0794,-0.3006,0.972013,0.581264,0.54762,NS,Discordant (CRE Up / PLA Down),FALSE
GSK3A,-0.0492,-0.3303,0.992412,0.742821,0.849192,NS,Concordant Down,TRUE
SDHA,-0.1398,0.2396,0.91856,0.760246,0.597361,NS,Discordant (CRE Down / PLA Up),FALSE
RTCB,0.0487,0.3299,0.985894,0.351116,0.638145,NS,Concordant Up,FALSE
COX7C,-0.0861,0.2924,0.98549,0.825794,0.796776,NS,Discordant (CRE Down / PLA Up),FALSE
SH3BGR,-0.3669,0.0106,0.660003,0.99977799999999994,0.764882,NS,Discordant (CRE Down / PLA Up),TRUE
RAB5C,0.2063,-0.1711,0.832891,0.891252,0.633994,NS,Discordant (CRE Up / PLA Down),FALSE
TPPP3,0.1735,0.203,0.906875,0.875765,0.998372,NS,Concordant Up,FALSE
PRKAB2,0.092,-0.2842,0.977148,0.78361,0.732138,NS,Discordant (CRE Up / PLA Down),TRUE
NDUFA5,-0.1169,0.259,0.956124,0.779329,0.682288,NS,Discordant (CRE Down / PLA Up),FALSE
ILVBL,-0.0734,-0.3017,0.987923,0.884396,0.943153,NS,Concordant Down,TRUE
RPS3,0.1744,0.2002,0.828562,0.781049,0.997894,NS,Concordant Up,FALSE
CPPED1,-0.3418,0.0328,0.586565,0.996514,0.652325,NS,Discordant (CRE Down / PLA Up),TRUE
SMIM20,-0.1545,0.2197,0.920733,0.840243,0.682641,NS,Discordant (CRE Down / PLA Up),TRUE
PAFAH1B1,-0.1863,0.1877,0.8268,0.83104,0.552822,NS,Discordant (CRE Down / PLA Up),FALSE
MYL12B,0.3526,-0.0212,0.559902,0.998667,0.664034,NS,Discordant (CRE Up / PLA Down),FALSE
DLAT,-0.0079,0.3655,0.999797,0.512603,0.637142,NS,Discordant (CRE Down / PLA Up),FALSE
LAMTOR3,-0.1445,0.2287,0.942909,0.840258,0.722359,NS,Discordant (CRE Down / PLA Up),TRUE
PSMD1,-0.0916,0.281,0.960965,0.619134,0.551038,NS,Discordant (CRE Down / PLA Up),FALSE
UBL5,0.2185,0.154,0.84656,0.933236,0.992095,NS,Concordant Up,TRUE
GSTP1,-0.0926,-0.2797,0.952598,0.558183,0.862182,NS,Concordant Down,FALSE
PRKAA2,-0.1851,-0.1871,0.849293,0.874561,0.999991,NS,Concordant Down,TRUE
ATP6V1H,-0.2188,-0.1529,0.844354,0.929951,0.991453,NS,Concordant Down,TRUE
SRL,-0.1065,0.2648,0.953882,0.725898,0.623703,NS,Discordant (CRE Down / PLA Up),TRUE
HSPA8,0.1685,-0.2026,0.830696,0.761931,0.484896,NS,Discordant (CRE Up / PLA Down),FALSE
ARIH1,-0.3368,0.0342,0.636598,0.99727,0.727953,NS,Discordant (CRE Down / PLA Up),TRUE
TUFM,-0.0849,0.2857,0.965449,0.592478,0.539455,NS,Discordant (CRE Down / PLA Up),FALSE
