pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,arc_r1_var,clean_label
HALLMARK_OXIDATIVE_PHOSPHORYLATION,7.654708538314867e-13,3.214977586092244e-11,0.9214260034948982,0.5107610927873001,2.456089935276531,156,SLC25A20;UQCR11;PDP1;SLC25A4;UQCRQ;NDUFA9;NDUFB1;ATP5PD;CYC1;SLC25A6;NDUFS2;IDH2;FH;PDHB;NDUFA3;ATP5PF;NDUFAB1;COX5A;NDUFA2;NNT;UQCRB;NDUFB5;BAX;COX5B;HADHB;NDUFA8;NDUFS3;SUCLA2;GOT2;SLC25A3;NDUFV1;ATP5PB;ATP5F1E;NDUFB3;IDH3B;IDH3A;HADHA;ETFA;GRPEL1;ACO2;NDUFA6;UQCRC1;UQCRC2;PDHX;SUCLG1;NDUFS1;DLST;ATP5ME;ATP5PO;IMMT;NDUFA4;COX4I1;SLC25A5;DLAT;NDUFS4;IDH3G;COX6C;HSPA9;ETFDH;SLC25A12;NDUFB4;MDH2;UQCRFS1;VDAC3;LRPPRC;ATP1B1;SLC25A11;ACADM;PDHA1;NDUFS6;SDHB;ECI1;VDAC2;ATP5F1C;UQCRH;TIMM13;ECH1;ATP6V1E1;AIFM1;ACAT1;OGDH;PRDX3;COX6B1;OPA1;NDUFV2;TOMM70;COX7A2;MRPS22,Hallmark,Training_PLA,1,-11.217391304347771,-6.608695652173858,-8.913043478260814,-0.1957804117454499,-0.11534349839266778,-0.15556195506905884,6.3999999999999995,OXPHOS
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,3.400129937747582e-13,5.834622973174851e-10,0.932595211336209,0.4855396645793973,2.383080621311353,181,UQCR11;STOML2;GAA;STBD1;UQCRQ;NDUFA9;NDUFB1;ATP5PD;CYC1;NDUFS5;NDUFA13;NDUFS2;PPP1CB;IDH2;FH;PDHB;NDUFA3;ATP5PF;NDUFAB1;COX5A;NDUFA2;NNT;GYS1;UQCRB;NDUFB5;PFKM;AKT2;COX5B;CISD1;ADHFE1;NDUFA8;NDUFS3;SUCLA2;TIGAR;PYGM;NDUFV1;PPP1CC;AKT1;ATP5PB;ATP5F1E;NDUFB3;NDUFB11;IDH3B;IDH3A;ETFA;ACO2;NDUFA6;UQCRC1;UQCRC2;SUCLG1;SIRT3;NDUFA12;PPIF;NDUFS1;DLST;MT-ND5;ATP5ME;ATP5PO;COX7A1;NDUFA4;SUCLG2;COX4I1;COQ9;DLAT;NDUFS4;NDUFA10;SLC25A13;PPP1CA;COA6;IDH3G;COX6C;AGL;ETFDH;MT-ND4;NDUFB4;MDH2;UQCRFS1;ACADM;PDHA1;NDUFS6;SDHB;BCL2L13;GBE1;ATP5F1C;TRAP1;COQ10B;ARL2;UQCRH;OGDH;COX6B1;NDUFV2;COX6A2;COX7A2;PLEC;IDE;SDHD;IGF2;MT-ND3;MT-ATP8;CS;ETFB;NDUFB6;PHKA2;ATP5MF;ATP5F1D;PPP1R2;NDUFS7;NDUFB10;NDUFB9;PHKB;PHKA1,GO:BP,Training_PLA,2,-3.608695652173858,1.000000000000055,-1.304347826086902,-0.06298362083283789,0.017453292519944257,-0.022765164156446825,6.289861559381976,"Energy Derivation By
Oxidation Of Organic
Compounds"
GOBP_CELLULAR_RESPIRATION,5.416264309011676e-12,4.647154777132018e-9,0.8870749883998732,0.514865881117254,2.4372260113638267,142,UQCR11;STOML2;UQCRQ;NDUFA9;NDUFB1;ATP5PD;CYC1;NDUFS5;NDUFA13;NDUFS2;IDH2;FH;PDHB;NDUFA3;ATP5PF;NDUFAB1;COX5A;NDUFA2;NNT;UQCRB;NDUFB5;COX5B;CISD1;NDUFA8;NDUFS3;SUCLA2;NDUFV1;ATP5PB;ATP5F1E;NDUFB3;NDUFB11;IDH3B;IDH3A;ETFA;ACO2;NDUFA6;UQCRC1;UQCRC2;SUCLG1;SIRT3;NDUFA12;PPIF;NDUFS1;DLST;MT-ND5;ATP5ME;ATP5PO;COX7A1;NDUFA4;SUCLG2;COX4I1;COQ9;DLAT;NDUFS4;NDUFA10;SLC25A13;COA6;IDH3G;COX6C;ETFDH;MT-ND4;NDUFB4;MDH2;UQCRFS1;PDHA1;NDUFS6;SDHB;BCL2L13;ATP5F1C;TRAP1;COQ10B;ARL2;UQCRH;OGDH;COX6B1;NDUFV2;COX6A2;COX7A2;PLEC;IDE;SDHD;MT-ND3;MT-ATP8;CS;ETFB;NDUFB6,GO:BP,Training_PLA,3,4.000000000000055,8.608695652173967,6.30434782608701,0.06981317007977414,0.15025008343255625,0.11003162675616518,6.205530544133701,Cellular Respiration
GOBP_AEROBIC_RESPIRATION,1.0974886655906522e-11,6.277635167178531e-9,0.8753251320246591,0.5224090599197035,2.437197554813341,129,UQCR11;STOML2;UQCRQ;NDUFA9;NDUFB1;ATP5PD;CYC1;NDUFS5;NDUFA13;NDUFS2;IDH2;FH;PDHB;NDUFA3;ATP5PF;NDUFAB1;COX5A;NDUFA2;NNT;UQCRB;NDUFB5;COX5B;NDUFA8;NDUFS3;SUCLA2;NDUFV1;ATP5PB;ATP5F1E;NDUFB3;NDUFB11;IDH3B;IDH3A;ACO2;NDUFA6;UQCRC1;UQCRC2;SUCLG1;SIRT3;NDUFA12;PPIF;NDUFS1;DLST;MT-ND5;ATP5ME;ATP5PO;COX7A1;NDUFA4;SUCLG2;COX4I1;COQ9;DLAT;NDUFS4;NDUFA10;COA6;IDH3G;COX6C;MT-ND4;NDUFB4;MDH2;UQCRFS1;PDHA1;NDUFS6;SDHB;BCL2L13;ATP5F1C;ARL2;UQCRH;OGDH;COX6B1;NDUFV2;COX6A2;COX7A2;IDE;SDHD;MT-ND3;MT-ATP8;CS;NDUFB6,GO:BP,Training_PLA,4,11.608695652173967,16.21739130434788,13.913043478260924,0.20260996099238615,0.2830468743451683,0.24282841766877725,6.192868964644124,Aerobic Respiration
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,6.779798429997875e-10,1.8305455760994266e-8,0.8012155746177786,0.4075279409289805,2.061807648403902,235,UQCR11;STOML2;GAA;STBD1;SLC25A4;UQCRQ;NDUFA9;NDUFB1;ATP5PD;CYC1;NDUFS5;NDUFA13;NDUFS2;PPP1CB;IDH2;FH;PDHB;PKM;NDUFA3;ATP5PF;NDUFAB1;COX5A;NDUFA2;HK1;NNT;GYS1;UQCRB;NDUFB5;PFKM;AKT2;COX5B;CISD1;ADHFE1;NDUFA8;NDUFS3;SUCLA2;HK2;TIGAR;PYGM;NDUFV1;PPP1CC;AKT1;ATP5PB;ATP5F1E;NDUFB3;NDUFB11;IDH3B;IDH3A;FBP1;ETFA;ACO2;NDUFA6;UQCRC1;UQCRC2;SUCLG1;SIRT3;NDUFA12;SLC35A4;PPIF;NDUFS1;DLST;MT-ND5;ATP5ME;ATP5PO;COX7A1;NDUFA4;FECH;SUCLG2;COX4I1;ENO3;PRKAA1;COQ9;DLAT;NDUFS4;NDUFA10;SLC25A13;PPP2CA;PPP1CA;COA6;IDH3G;COX6C;AGL;ETFDH;MT-ND4;FDXR;NDUFB4;MDH2;UQCRFS1;PRKAG1;ACADM;PDHA1;NDUFS6;SDHB;BCL2L13;GBE1;ATP5F1C;TRAP1;COQ10B;ARL2;UQCRH;ACAT1;OGDH;COX6B1;NDUFV2;COX6A2;COX7A2;PLEC,GO Slim,Training_PLA,5,19.21739130434788,23.82608695652179,21.521739130434838,0.3354067519049982,0.41584366525778027,0.37562520858138926,6.146809182376515,"Generation Of
Precursor Metabolites
And Energy"
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,7.847781272091249e-11,3.3666981657271465e-8,0.8390889356212738,0.5754630894668074,2.505233561197098,85,SLC25A4;NDUFA9;NDUFB1;ATP5PD;CYC1;NDUFS5;NDUFS2;NDUFA3;ATP5PF;COX5A;NDUFA2;NNT;NDUFB5;COX5B;NDUFA8;NDUFS3;SLC25A3;NDUFV1;ATP5PB;ATP5F1E;NDUFB3;NDUFA6;UQCRC1;ATP1A1;NDUFA12;SLC16A1;DMAC2L;PPIF;NDUFS1;MT-ND5;ATP5ME;ATP5PO;COX7A1;NDUFA4;COX4I1;SLC25A5;NDUFS4;NDUFA10;SLC25A13;ATP1A2;MT-ND4;SLC25A12;NDUFB4;UQCRFS1;ATP1B1;NDUFS6;ATP5F1C;UQCRH;ATP6V1E1;COX6B1;NDUFV2;MT-ND3;MT-ATP8;NDUFB6;ATP5MF;ATP5F1D;NDUFS7;NDUFB10;NDUFB9,GO:BP,Training_PLA,6,26.82608695652179,31.434782608695706,29.130434782608745,0.4682035428176101,0.5486404561703924,0.5084219994940011,6.1198390218066585,"Proton Transmembrane
Transport"
GOBP_OXIDATIVE_PHOSPHORYLATION,1.9313925181660134e-10,6.628539122345759e-8,0.826657301178302,0.5341503923687534,2.4063219507004,102,UQCR11;STOML2;UQCRQ;NDUFA9;NDUFB1;ATP5PD;CYC1;NDUFS5;NDUFA13;NDUFS2;NDUFA3;ATP5PF;NDUFAB1;COX5A;NDUFA2;UQCRB;NDUFB5;COX5B;NDUFA8;NDUFS3;NDUFV1;ATP5PB;ATP5F1E;NDUFB3;NDUFB11;NDUFA6;UQCRC1;UQCRC2;SIRT3;NDUFA12;PPIF;NDUFS1;MT-ND5;ATP5ME;ATP5PO;COX7A1;NDUFA4;COX4I1;COQ9;NDUFS4;NDUFA10;COA6;COX6C;MT-ND4;NDUFB4;UQCRFS1;NDUFS6;SDHB;BCL2L13;ATP5F1C;UQCRH;COX6B1;NDUFV2;COX6A2;COX7A2;SDHD;MT-ND3;MT-ATP8;NDUFB6;ATP5MF;ATP5F1D;NDUFS7;NDUFB10;NDUFB9,GO:BP,Training_PLA,7,34.434782608695706,39.04347826086962,36.739130434782666,0.6010003337302222,0.6814372470830043,0.6412187904066133,6.08916414396314,OXPHOS
GOSLIM_MITOCHONDRION_ORGANIZATION,1.3876209217679508e-8,1.8732882443867338e-7,0.7477396631498854,0.4251288400693652,2.0784935063932606,181,TMEM70;MARCHF5;CLPP;TIMM8A;FIS1;FAM162A;STOML2;MAPT;SLC25A4;NDUFA9;NDUFB1;NDUFS5;NDUFA13;SLC25A6;NDUFS2;NDUFA3;NDUFAB1;NDUFA2;CHCHD3;NDUFAF3;NDUFB5;BAX;NDUFA8;NDUFS3;NDUFAF5;HK2;AKT1;SAMM50;NDUFB3;NDUFB11;MTM1;TFRC;NDUFA6;LONP1;NDUFA12;PPIF;NDUFS1;MT-ND5;SLIRP;COX7A1;IMMT;PARP1;TMEM11;AGK;SLC25A5;SSBP1;NDUFS4;NDUFA10;HSPA9;MT-ND4;DNM1L;CAMK2A;NDUFB4;UQCRFS1;NDUFAF4;BCL2L13;SLC25A46;VDAC2;SCO1;FUNDC1;TIMM13;MYH14;PPP2CB;AIFM1;PRDX3;OPA1;TOMM70;NOL3;COX7A2;PLEC;APOOL;SIRT5;APOO,GO Slim,Training_PLA,8,42.04347826086962,46.652173913043534,44.34782608695657,0.7337971246428343,0.8142340379956163,0.7740155813192253,6.040588844034741,Mitochondrion Org.
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,2.8867001782254366e-9,8.255962509724749e-7,0.7749390301364363,0.5741139855272919,2.4210498787621386,72,UQCR11;UQCRQ;NDUFA9;NDUFB1;CYC1;NDUFS5;NDUFS2;NDUFA3;NDUFAB1;COX5A;NDUFA2;UQCRB;NDUFB5;COX5B;NDUFA8;NDUFS3;NDUFV1;NDUFB3;NDUFA6;UQCRC1;UQCRC2;NDUFA12;NDUFS1;MT-ND5;COX7A1;NDUFA4;COX4I1;COQ9;NDUFS4;NDUFA10;COA6;COX6C;MT-ND4;NDUFB4;UQCRFS1;NDUFS6;SDHB;UQCRH;COX6B1;NDUFV2;COX6A2;COX7A2;SDHD;MT-ND3;NDUFB6;NDUFS7;NDUFB10;NDUFB9,GO:BP,Training_PLA,9,49.652173913043534,54.26086956521745,51.956521739130494,0.8665939155554463,0.9470308289082284,0.9068123722318374,5.967584505601726,ATP Synth.-Coupled ETC
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,5.280238818181127e-9,1.2944128302855448e-6,0.7614608014455848,0.4030614098786802,2.044483787257057,234,UQCR11;STOML2;GAA;STBD1;SLC25A4;UQCRQ;NDUFA9;NDUFB1;ATP5PD;CYC1;NDUFS5;NDUFA13;NDUFS2;PPP1CB;IDH2;FH;PDHB;PKM;NDUFA3;ATP5PF;NDUFAB1;COX5A;NDUFA2;HK1;NNT;GYS1;UQCRB;NDUFB5;PFKM;AKT2;COX5B;CISD1;ADHFE1;NDUFA8;NDUFS3;SUCLA2;HK2;TIGAR;PYGM;NDUFV1;PPP1CC;AKT1;ATP5PB;ATP5F1E;NDUFB3;NDUFB11;IDH3B;IDH3A;FBP1;ETFA;ACO2;NDUFA6;UQCRC1;UQCRC2;SUCLG1;SIRT3;NDUFA12;PPIF;NDUFS1;DLST;MT-ND5;ATP5ME;ATP5PO;COX7A1;NDUFA4;FECH;SUCLG2;COX4I1;ENO3;PRKAA1;COQ9;DLAT;NDUFS4;NDUFA10;SLC25A13;PPP2CA;PPP1CA;COA6;IDH3G;COX6C;AGL;ETFDH;MT-ND4;FDXR;NDUFB4;MDH2;UQCRFS1;PRKAG1;ACADM;PDHA1;NDUFS6;SDHB;BCL2L13;GBE1;ATP5F1C;TRAP1;COQ10B;ARL2;UQCRH;ACAT1;OGDH;COX6B1;NDUFV2;COX6A2;COX7A2;PLEC,GO:BP,Training_PLA,10,57.26086956521745,61.869565217391354,59.5652173913044,0.9993907064680583,1.0798276198208403,1.0396091631444493,5.944488581102921,"Generation Of
Precursor Metabolites
And Energy"
