module,cancer_num,supp_num,timepoint_num,B_M_ratio,age,delta_BMI,delta_LBM_kg,delta_ALM_kg,delta_sts_max_pwr,delta_grip_lbs,delta_chest_press_lbs,delta_leg_ext_lbs
MEbrown,-0.6271342009500375,0.08277383545122546,-0.3945963919437796,-0.8717825317037102,0.21786564579696147,-0.06669815847956263,0.06648289241965402,0.13993706955945748,-0.023327366127955513,-0.06093036016405956,0.06941526358969523,0.031447631009056586
MEblue,-0.37482206679274055,0.13966862351193757,-0.16727227020461763,-0.671536574525114,0.22908730543341363,0.13376607417994474,0.37932382318186286,0.4708849914958629,0.00827244783416284,0.18972255280070552,0.06500978162896474,0.3146389146459432
MEgreen,-0.05162090271756858,-0.22155966997055007,0.0935294117384508,-0.31087384302043236,0.192364732646084,0.038069318765285645,0.3306111514949346,0.3044923059299123,-0.006782795480812326,0.14527292310542078,0.183166597795305,0.4585490899316009
MEblack,0.3500548632449204,-0.2155818772421879,0.30569511542311356,0.40382446091648944,0.07213494267443102,-0.2525132155944704,-0.32138748539767376,-0.3013909859218632,-0.1718053780511102,-0.36483114779986203,-0.002583466756391433,-0.2322675855640027
MEred,-0.029193507045441,-0.15288914307428303,0.15153109616985508,-0.22071902680982153,0.25830546117911635,-0.32193352879718984,-0.24974312480693292,-0.15547696845650172,-0.24123042019505989,-0.37161446913148116,-0.03554045078571,-0.12894396593954538
MEturquoise,0.5595457732903119,-0.027061122105667183,0.365303895421745,0.8244996653408155,-0.34381876139942374,-0.10091930389804137,-0.3141909901145228,-0.3090230817698068,-0.06912925441800316,-0.11473802047834752,-0.07030395973129823,-0.1982497065299206
MEyellow,0.5928606271335621,-0.09867793429359152,0.19067336482550404,0.8224915770763909,-0.12222632567143778,0.0057965954993219205,-0.08021676774619786,-0.22840283818418455,0.03986510002052299,-0.124975679646923,0.09558916666169688,0.155788100593324
MEgrey,0.1839740031884045,-0.4952969136530952,0.1354006386972481,0.014676155315095432,0.18957321217921969,0.13589861171043313,0.0841950063512722,-0.17080834271352624,0.3114135041516844,0.2488376053811546,-0.1248920329494114,0.07594289192674242
