module,cancer_num,supp_num,timepoint_num,B_M_ratio,age,delta_BMI,delta_LBM_kg,delta_ALM_kg,delta_sts_max_pwr,delta_grip_lbs,delta_chest_press_lbs,delta_leg_ext_lbs
MEbrown,0.0010640564976277802,0.8826672091406982,0.1657128694086662,8.928128944947842e-10,0.5891474673005798,0.8826672091406982,0.8826672091406982,0.7955356663965255,0.9619727145066317,0.8826672091406982,0.8826672091406982,0.9576865753653917
MEblue,0.21215129803252714,0.7955356663965255,0.6879944261754244,2.409621800452419e-4,0.556745696359598,0.7982062832411042,0.338841089853561,0.1657128694086662,0.9883568911368565,0.7274015766285216,0.8826672091406982,0.5103103907069556
MEgreen,0.8826672091406982,0.6329076880989511,0.8372621922723513,0.338841089853561,0.6294695460848971,0.9466733847612513,0.4581331389332133,0.4581331389332133,0.9883568911368565,0.7955356663965255,0.7322047677173014,0.2506618706850004
MEblack,0.2512491573127644,0.641468866382399,0.338841089853561,0.1657128694086662,0.8826672091406982,0.5976520101272398,0.4581331389332133,0.4581331389332133,0.7504374260604009,0.338841089853561,0.9902213792346817,0.6490185758373815
MEred,0.9466733847612513,0.7955356663965255,0.7322047677173014,0.5891474673005798,0.4581331389332133,0.4581331389332133,0.5976520101272398,0.7955356663965255,0.6198944323064777,0.338841089853561,0.9466733847612513,0.8372621922723513
MEturquoise,0.006509118118283283,0.9576865753653917,0.22845952879619152,4.3326276977433844e-8,0.25886632882596955,0.8761657238329895,0.4581331389332133,0.4581331389332133,0.8826672091406982,0.8372621922723513,0.8826672091406982,0.7322047677173014
MEyellow,0.002796935704207379,0.8761657238329895,0.6294695460848971,4.3326276977433844e-8,0.7955356663965255,0.9883568911368565,0.8826672091406982,0.6294695460848971,0.9466733847612513,0.815201388468515,0.87813575617841,0.7955356663965255
MEgrey,0.6329076880989511,0.14183690863420406,0.7787128963793142,0.9738925592334459,0.6294695460848971,0.7982062832411042,0.8826672091406982,0.7504374260604009,0.4581331389332133,0.5976520101272398,0.815201388468515,0.8826672091406982
