replicate,null_frac
1,0.5658153241650294
2,0.5677799607072691
3,0.5697445972495089
4,0.5579567779960707
5,0.5992141453831041
6,0.587426326129666
7,0.550098231827112
8,0.5776031434184676
9,0.5618860510805501
10,0.5579567779960707
11,0.5579567779960707
12,0.5736738703339882
13,0.593320235756385
14,0.5540275049115914
15,0.5540275049115914
16,0.5481335952848723
17,0.5756385068762279
18,0.5893909626719057
19,0.5677799607072691
20,0.5638506876227898
21,0.5363457760314342
22,0.5795677799607073
23,0.5658153241650294
24,0.5756385068762279
25,0.5618860510805501
26,0.5599214145383105
27,0.5834970530451866
28,0.5599214145383105
29,0.5992141453831041
30,0.5402750491159135
31,0.5736738703339882
32,0.5854616895874263
33,0.555992141453831
34,0.5461689587426326
35,0.5893909626719057
36,0.5717092337917485
37,0.5834970530451866
38,0.5736738703339882
39,0.6011787819253438
40,0.5992141453831041
41,0.5540275049115914
42,0.5795677799607073
43,0.5599214145383105
44,0.5697445972495089
45,0.555992141453831
46,0.5834970530451866
47,0.5442043222003929
48,0.587426326129666
49,0.5697445972495089
50,0.5442043222003929
51,0.5854616895874263
52,0.6090373280943026
53,0.581532416502947
54,0.5834970530451866
55,0.5717092337917485
56,0.5579567779960707
57,0.5893909626719057
58,0.6011787819253438
59,0.5854616895874263
60,0.581532416502947
61,0.5717092337917485
62,0.5442043222003929
63,0.5579567779960707
64,0.5952848722986247
65,0.5717092337917485
66,0.5795677799607073
67,0.5913555992141454
68,0.587426326129666
69,0.593320235756385
70,0.5756385068762279
71,0.581532416502947
72,0.5736738703339882
73,0.5756385068762279
74,0.6031434184675835
75,0.5992141453831041
76,0.5422396856581533
77,0.550098231827112
78,0.5913555992141454
79,0.5520628683693517
80,0.5599214145383105
81,0.587426326129666
82,0.5540275049115914
83,0.5893909626719057
84,0.5658153241650294
85,0.5461689587426326
86,0.5795677799607073
87,0.5834970530451866
88,0.6051080550098232
89,0.5599214145383105
90,0.5697445972495089
91,0.5834970530451866
92,0.518664047151277
93,0.5834970530451866
94,0.5658153241650294
95,0.550098231827112
96,0.5638506876227898
97,0.5618860510805501
98,0.5834970530451866
99,0.5442043222003929
100,0.5854616895874263
101,0.5638506876227898
102,0.5717092337917485
103,0.5795677799607073
104,0.5795677799607073
105,0.593320235756385
106,0.5893909626719057
107,0.5658153241650294
108,0.5363457760314342
109,0.550098231827112
110,0.5579567779960707
111,0.6129666011787819
112,0.5776031434184676
113,0.5756385068762279
114,0.5756385068762279
115,0.5638506876227898
116,0.5461689587426326
117,0.5540275049115914
118,0.5324165029469549
119,0.593320235756385
120,0.587426326129666
121,0.593320235756385
122,0.5520628683693517
123,0.587426326129666
124,0.6070726915520629
125,0.6031434184675835
126,0.5834970530451866
127,0.5422396856581533
128,0.5736738703339882
129,0.550098231827112
130,0.581532416502947
131,0.587426326129666
132,0.5854616895874263
133,0.5579567779960707
134,0.587426326129666
135,0.5893909626719057
136,0.5913555992141454
137,0.5756385068762279
138,0.5736738703339882
139,0.581532416502947
140,0.5795677799607073
141,0.5520628683693517
142,0.5697445972495089
143,0.581532416502947
144,0.5776031434184676
145,0.5638506876227898
146,0.5540275049115914
147,0.5540275049115914
148,0.593320235756385
149,0.6129666011787819
150,0.5579567779960707
151,0.5776031434184676
152,0.5893909626719057
153,0.5638506876227898
154,0.5520628683693517
155,0.5540275049115914
156,0.5225933202357563
157,0.550098231827112
158,0.5442043222003929
159,0.5795677799607073
160,0.5618860510805501
161,0.5756385068762279
162,0.6011787819253438
163,0.581532416502947
164,0.550098231827112
165,0.5697445972495089
166,0.5599214145383105
167,0.5913555992141454
168,0.5717092337917485
169,0.5677799607072691
170,0.5776031434184676
171,0.5677799607072691
172,0.5638506876227898
173,0.5756385068762279
174,0.5599214145383105
175,0.5717092337917485
176,0.5442043222003929
177,0.5461689587426326
178,0.5736738703339882
179,0.5481335952848723
180,0.5952848722986247
181,0.5736738703339882
