pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast
GOSLIM_WOUND_HEALING,1.425279779722552e-12,3.848255405250891e-11,0.9101197347744591,0.5991548784498697,2.5205863076844177,95,SERPING1;FBLN1;APOE;SERPINF2;CLIC1;CSRP1;FN1;LRG1;HBB;SERPINA1;YAP1;ANXA1;TLN1;FLNA;PRDX2;ANXA2;CD9;F13A1;ILK;CAV1;S100A10;PPIA;PDIA3;MCAM;AHNAK;ANXA5;MYH9;CD34;GNAS;RHOA;CD36;COMP;ACTB;ITGB1;CNN2;GPX1;MYL9;CORO1B;AP3B1;AQP1;GNAQ;CRK;VWF;VCL;THBS1;RHOC;CD44;FERMT2;DMTN;CTSG;PROS1;KLKB1,GO Slim,Cancer_vs_Healthy
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,1.0882094447591933e-10,1.469082750424911e-9,0.8390889356212738,-0.3648697321076046,-2.1586922836823392,234,NDUFA4;SDHC;MFN2;CISD1;STBD1;NNT;BCL2L13;PFKL;ATP5F1D;DLAT;TRAP1;ACADVL;SDHD;DLD;HK1;GAA;MT-ND4;PDHB;ETFDH;SLC35A4;ATP5PD;MT-ND5;DLST;PDHA1;NDUFB5;FH;H6PD;SDHA;FBP1;SUCLA2;ATP5F1C;GYG1;SDHB;FDXR;UQCRQ;PPP2CA;OGDH;NDUFS5;ACAT1;PFKM;SUCLG1;NIPSNAP2;NDUFB4;IDH2;MT-ATP8;MT-ATP6;ATP5MF;IDH3A;FECH;MT-ND3;ATP5PO;SLC25A13;ATP5MG;ATP5ME;NDUFS6;PFKFB2;NDUFA2;MT-CO2;GYS1;UQCRB;NDUFA12;PRKAG1;PHKA2;ENO3;PNPT1;COX7C;NDUFB9;AGL;PKM;NDUFA8;NDUFB3;IDH3G;MDH2;NDUFS4;ACO2;IDH3B;NDUFV2;PYGM;PRKAA1;COX7A1;COQ9;NDUFS3;NDUFB11;NDUFS8;STAT3;ACADM;COA6;PPIF;FXN;PHKB;SHMT2;NDUFB1;PHKG1;COX5A;UQCRC2;SLC25A4;COX4I1;PHKA1;OXCT1;NDUFA10;ALDH1L1;NDUFB7;NDUFA13;CYC1;NDUFV1;NDUFA9;NDUFA6;ATP5PF;SURF1;ETFB;PPP1R2;ARL2;ATP5PB;GALK1;NDUFS1;UQCR10;CS;PPP1CB;IDE;STOML2;NDUFS2;PRKAA2;COX5B;ATP5F1A;PGM1;UQCRC1;NDUFA11;PYGB;NDUFA3;NDUFA7;NDUFA5;GBE1;COX7A2;HCCS,GO Slim,Cancer_vs_Healthy
GOSLIM_RENAL_SYSTEM_PROCESS,2.875283008530111e-8,2.5877547076771e-7,0.7337619883564803,0.7644761683139849,2.4189146534976103,23,IGKV3-20;AGT;SERPINF2;IGHA1;HBB;IGHA2;GSN;GNAI2;AKR1C3;MCAM;JCHAIN;CD34;GNAS;RHOA,GO Slim,Cancer_vs_Healthy
GOSLIM_AMINO_ACID_METABOLIC_PROCESS,8.879118006023279e-6,4.794723723252571e-5,0.5933254763964051,-0.3555691570315382,-1.8969491631524535,115,FARSB;EPRS1;RARS1;DARS1;KARS1;LRRC47;DBT;GARS1;LARS1;ACAD8;HARS1;VARS1;ALDH5A1;DLD;NARS1;MMUT;DLST;FH;ALDH4A1;GLS;ACADSB;MCCC2;IARS2;BCAT2;MCCC1;IARS1;ACAT1;FARSA;HSD17B10;AUH;ACY1;GCDH;QARS1;IVD;RIDA;SMS;GOT2;ADI1;SARS2;PCCB;GCSH;SHMT2;GOT1;AARSD1;BCKDK;ASPA;GPT;ETFB;PCCA;ENOPH1;NIT2,GO Slim,Cancer_vs_Healthy
GOSLIM_MITOCHONDRION_ORGANIZATION,7.94053215740169e-6,4.794723723252571e-5,0.5933254763964051,-0.3206698931158354,-1.83826803243436,182,MYH14;MFN2;MARCHF5;SLC25A46;FAM162A;MAPT;FIS1;CLPP;MTM1;BCL2L13;TMEM11;NOL3;ATP5F1D;AIFM1;SLC25A6;MTX1;TIMM50;MT-ND4;LONP1;COA3;MT-ND5;NDUFB5;SUPV3L1;OPA1;NDUFAF3;ENDOG;SAMM50;APOO;PRDX3;MCU;NDUFS5;CLUH;AFG3L2;NIPSNAP2;NDUFB4;DNM1L;TFAM;HSD17B10;NDUFA2;NDUFA12;PNPT1;SMIM20;NDUFB9;NDUFA8;NDUFB3;MICOS13;NDUFS4;SIRT5;COX7A1;CHCHD7;TIMM8A;NDUFS3;NDUFB11;NDUFS8;APOOL;IMMT;PPIF;FXN;NDUFB1;CHCHD3;MICU1;SLC25A4;VDAC2;HSPA9;NDUFA10;NDUFB7;NDUFA13;TIMM13;SLC25A5;NDUFA9;NDUFA6;GGCT;SURF1;NDUFS1;ROMO1;PHB2;STOML2;LETM1;PARP1;NDUFS2;ATP2A1;NDUFA11;NDUFAF4;SLIRP;ATPAF2;ATAD3A;NDUFA3;NDUFA5;CCAR2;SQSTM1;COX7A2;TACO1;SCO1;TOMM22,GO Slim,Cancer_vs_Healthy
GOSLIM_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,1.195930614495892e-5,5.381687765231514e-5,0.5933254763964051,0.5693959237128668,2.1072095754454496,46,ANK1;FSCN1;CAP1;FLOT2;GSN;MSN;ACTR2;ILK;RAP1B;PARVA;ACTR3;MYH9;CTNNA1;CLIC4;RHOA;RHOG;ACTB;ITGB1;CORO7;AQP1;CRK;MAPRE1;CDC42;MAP1B,GO Slim,Cancer_vs_Healthy
GOSLIM_EXTRACELLULAR_MATRIX_ORGANIZATION,1.663257387498858e-5,6.415421351781309e-5,0.5756102610711286,0.5811832299196109,2.1209927231437686,43,FBLN1;AGT;SERPINF2;FSCN1;LUM;LCP1;ANXA2;CAV1;CAV2;COL6A1;CST3;COMP;ITGB1;TGFBI;NID1;LAMC1;LAMB2;MFAP4;FLOT1;TNXB;AEBP1;CTSG;COL18A1;ADAM10;COL4A1;LAMB1;COL4A2;COL1A2;DNAJB6,GO Slim,Cancer_vs_Healthy
GOSLIM_DETOXIFICATION,2.0413675395394945e-5,6.889615445945795e-5,0.5756102610711286,0.528496598948835,2.0382522258584235,56,CAT;CP;APOE;S100A9;HBA1;HP;SOD1;GPX3;SOD3;HBB;ALB;PRDX2;HBG2;APOM;CCS;TXN;CD36;GPX1;MGST1;CYGB;CLIC2;PRXL2A;ALDH1A1;SOD2;RDH11;PRDX6;TXNDC17;GSTO1;ADH5;MTARC2;PRDX1,GO Slim,Cancer_vs_Healthy
GOSLIM_TRNA_METABOLIC_PROCESS,5.163083040321975e-5,1.5489249120965925e-4,0.557332238758646,-0.4753524048134914,-2.0855727713120222,46,FARSB;EPRS1;RARS1;DARS1;KARS1;LRRC47;GARS1;LARS1;HARS1;VARS1;NARS1;IARS2;IARS1;FARSA;HSD17B10;FAM98B;QARS1;SARS2;TPRKB,GO Slim,Cancer_vs_Healthy
GOSLIM_CILIUM_ORGANIZATION,0.0037889419028908225,0.010230143137805221,0.27986565266193214,0.502805075344638,1.7581934730013988,35,YAP1;FLNA;GSN;EHD2;ACTR2;EHD1;ATG3;PARVA;ACTR3;EHD4;RAB8A;SEPTIN7;SEPTIN2;MAPRE1;RAB23;GDI2;SEPTIN9,GO Slim,Cancer_vs_Healthy
GOSLIM_DIGESTION,0.008726819386005922,0.021420374856559992,0.19311396334681513,0.6234780040273061,1.7729431130117608,15,SERPINA3;RBP4;EPB41;AKR1C1;TYMP;AKR1C2;CD36;ACO1;AQP1;EZR;COPA,GO Slim,Cancer_vs_Healthy
GOSLIM_CYTOKINESIS,0.014754098360655738,0.03319672131147541,0.13839546889485557,0.43406473004298984,1.5897280759812187,44,SPTBN1;ACTR2;ACTR3;MYH9;ARF1;SEPTIN7;RHOA;SEPTIN10;IQGAP1;SEPTIN11;CFL1;CALM1;SEPTIN2;MYH10;CDC42;RHOC;DCTN3;STMN1;SNX9;SEPTIN9;POLDIP2,GO Slim,Cancer_vs_Healthy
GOSLIM_CYTOPLASMIC_TRANSLATION,0.02647783251231527,0.05499242137173172,0.22082346409111278,-0.25185932339803085,-1.3449038552083332,116,RPS2;RPS9;EIF3B;EIF3C;EIF3J;RPS3;RPL30;EIF4G1;EIF3A;RPS15A;YBX3;EIF2B3;RWDD1;CSDE1;RPS4X;RPS8;EIF3D;EIF3L;ETF1;RPL4;EIF3E;RPL32;RPL27;EIF2S2;PKM;EIF3K;MCTS1;DENR;RPS11;RPS12,GO Slim,Cancer_vs_Healthy
