"gene","uniprot_id","logFC_CvH","pval_CvH","cancer_dir","logFC_Training_CRE","logFC_Training_PLA","P.Value_Training_CRE","P.Value_Training_PLA","logFC_Supplement_Interaction","P.Value_Supplement_Interaction","delta_from_identity"
"FH","P07954",-0.459018812989175,0.0125218698441751,"Cancer Down",-0.0149367056347742,0.551104432085481,0.946503682350294,0.022321628278583,-0.566041137720255,0.0851154916325755,-0.566041137720255
"LYZ","P61626",1.19532798973583,0.00230148871395973,"Cancer Up",0.139963376769407,-0.424057172966315,0.705802584915078,0.273446438932142,0.564020549735723,0.294474286272344,0.564020549735722
"EIF4G1","Q04637",-0.514893036123883,0.00302356765344703,"Cancer Down",-0.242547885322981,0.319251945969082,0.242360788201885,0.139799057752011,-0.561799831292063,0.064582874480949,-0.561799831292063
"ELOC","Q15369",-0.518375949529609,0.0241504417726234,"Cancer Down",-0.100911774736524,0.45884766923762,0.720235664890834,0.122822933288143,-0.559759443974144,0.173849986782552,-0.559759443974144
"NLRX1","Q86UT6",-0.82562656411536,0.00410727821938861,"Cancer Down",-0.157657528558115,0.399407860611309,0.632363149105459,0.350972909564294,-0.557065389169423,0.305301543601698,-0.557065389169424
"PPP2CA","P67775",-0.356444504521324,0.0212290845806467,"Cancer Down",-0.171304175061994,0.381002874521059,0.372535809079053,0.0612672844668863,-0.552307049583053,0.0516557836205319,-0.552307049583053
"DNM1L","O00429",-0.478371667386551,0.0270731659260664,"Cancer Down",-0.145189976711823,0.407046795974189,0.560994703567278,0.121860928199986,-0.552236772686012,0.130864748394676,-0.552236772686012
"NDUFA4","O00483",-1.16940895946322,1.08148728481707e-05,"Cancer Down",-0.0896361925395688,0.462366869689209,0.754772433865403,0.126783831588219,-0.552003062228778,0.187600269598442,-0.552003062228778
"STX7","O15400",0.633560524358053,0.0216844965993463,"Cancer Up",0.243457391680543,-0.30850568593323,0.473171605033459,0.380756105192017,0.551963077613774,0.261513860530886,0.551963077613773
"HNRNPA1","P09651",0.807509647005539,0.00042730830360626,"Cancer Up",0.118250088063185,-0.431336074604964,0.652364883915851,0.119382501017516,0.549586162668149,0.152251530197088,0.549586162668149
"HINT3","Q9NQE9",-0.991585798878056,0.00035550044913285,"Cancer Down",-0.0322013019355119,0.514147323865863,0.922030719986637,0.15168183736258,-0.546348625801375,0.262278191254757,-0.546348625801375
"NDUFS6","O75380",-0.646447964560341,0.0347969864811593,"Cancer Down",-0.0942904475081434,0.451699564184107,0.800990247542811,0.248457694986467,-0.54599001169225,0.314440249523721,-0.54599001169225
"CSRP1","P21291",1.81071525160567,1.8946006893792e-06,"Cancer Up",0.0715750921109652,-0.47387954111457,0.85583125930889,0.25036552373833,0.545454633225535,0.339668745111384,0.545454633225535
"A2M","P01023",3.1785606684349,5.43276398708175e-07,"Cancer Up",0.48526915726324,-0.058541293289867,0.460161992726759,0.931058367426225,0.543810450553107,0.564444625828383,0.543810450553107
"HADHA","P40939",-0.578040574432212,0.00122748753106788,"Cancer Down",-0.0865213476326048,0.454712688503211,0.666369216904872,0.0349430296601855,-0.541234036135815,0.0682662664841934,-0.541234036135816
"FSCN1","Q16658",1.50644015185889,1.12986628813314e-05,"Cancer Up",0.840430399738615,0.299832431088564,0.027411066680121,0.429844236305518,0.540597968650051,0.307813908145103,0.540597968650051
"PPP1R12B","O60237",1.00890965457033,0.0406768288939106,"Cancer Up",-0.283724937812504,0.25584355552024,0.606865784171176,0.615527920192629,-0.539568493332744,0.473746808086932,-0.539568493332744
"SLC25A13","Q9UJS0",-0.591823202438626,0.0335852746318663,"Cancer Down",-0.087282833352841,0.45193216095338,0.789222464097057,0.21523351649777,-0.539214994306221,0.272097894983797,-0.539214994306221
"CORO1B","Q9BR76",1.31146061403918,0.0133062407151269,"Cancer Up",0.295065680093625,-0.241019341083366,0.511061000958102,0.639979630988123,0.536085021176991,0.434360190868207,0.536085021176991
"RABGGTA","Q92696",-0.400675143118349,0.011237714807001,"Cancer Down",-0.139846301353369,0.396221616820334,0.483276902547445,0.0917206981036379,-0.536067918173703,0.0858043039362407,-0.536067918173703
"CLTC","Q00610",0.622491692387559,0.00630801866107553,"Cancer Up",0.475639301582731,-0.05647114037561,0.0967462702492861,0.84526943299346,0.532110441958341,0.192476599481446,0.532110441958341
"GNG12","Q9UBI6",1.04250267285016,0.00025034757457437,"Cancer Up",0.206375415651493,-0.324484912107305,0.523691597202347,0.334795732565343,0.530860327758798,0.257970418528721,0.530860327758798
"PFKFB2","O60825",-0.473157114476507,0.0362037999283733,"Cancer Down",-0.373319859560393,0.156716023985727,0.171945727862724,0.610941719376912,-0.53003588354612,0.201407447857884,-0.53003588354612
"RPS6KA3","P51812",-0.435216896053873,0.0481598189489408,"Cancer Down",-0.21274912944456,0.31637651561179,0.438064290218661,0.280642855123592,-0.52912564505635,0.190880127546995,-0.52912564505635
"APOO","Q9BUR5",-0.737220452354901,0.016868620880995,"Cancer Down",-0.0437529032382358,0.483310524464724,0.903767837312885,0.215453385683049,-0.527063427702959,0.3226261880368,-0.52706342770296
"ECI2","O75521",-0.919154129438446,0.00190601651355665,"Cancer Down",-0.124955347147637,0.401783722145542,0.717526280967506,0.278558315843199,-0.526739069293178,0.300281934765986,-0.526739069293179
"MT-ND3","P03897",-1.0523041841252,0.0305701146508023,"Cancer Down",0.0194820801249769,0.544956430607346,0.973569921942358,0.403291995921447,-0.525474350482369,0.549429229804306,-0.525474350482369
"COPS5","Q92905",-0.407557720048583,0.00549023920002783,"Cancer Down",-0.127333821794878,0.39778645799964,0.479592679924542,0.0389522687821601,-0.525120279794518,0.0492023966245168,-0.525120279794518
"HSPB2","Q16082",-0.560750915154454,0.0029624113076159,"Cancer Down",-0.0935412124598187,0.430491800282095,0.662311197586474,0.0760192543365523,-0.524033012741913,0.107887701697639,-0.524033012741914
"PFKL","P17858",-0.78823834518251,0.00336185279013432,"Cancer Down",-0.207380571637671,0.316121336895044,0.512479531531389,0.336689739584005,-0.523501908532715,0.254170815915099,-0.523501908532715
"CPT2","P23786",-0.793324923113257,0.00305804433081215,"Cancer Down",-0.0220065448238103,0.501433109328328,0.943523189897576,0.12640096243769,-0.523439654152138,0.247105611249673,-0.523439654152138
"PMPCB","O75439",-0.463689828935861,0.00518466136982564,"Cancer Down",-0.0233010127441595,0.499614648036717,0.904008851431528,0.0191207928668625,-0.522915660780876,0.0700664285630041,-0.522915660780876
"LRG1","P02750",1.91731209116508,2.25886619266934e-05,"Cancer Up",0.366920004012343,-0.155769044473846,0.469523496108847,0.765809931350387,0.522689048486189,0.473964330542176,0.522689048486189
"MYH14","Q7Z406",-1.00743133795255,0.00012321958672683,"Cancer Down",-0.199253851477927,0.320710547075112,0.496590893557187,0.333039392905108,-0.519964398553039,0.242722614676574,-0.519964398553039
"CISD1","Q9NZ45",-0.782493198272554,0.00048766574083993,"Cancer Down",0.101413827093772,0.618163971763384,0.685621171481572,0.0263344823171543,-0.516750144669611,0.1643681807089,-0.516750144669612
"BLVRB","P30043",1.53275341801226,0.00013730159982113,"Cancer Up",0.00907159975844252,-0.506728806241682,0.984201949218759,0.289851290816042,0.515800406000125,0.436419303764931,0.515800406000125
"ACY1","Q03154",-0.530806928615633,0.0401172183370698,"Cancer Down",0.0447677253898284,0.556214442464611,0.877386529067636,0.0717222684355562,-0.511446717074783,0.226441545634154,-0.511446717074783
"APMAP","Q9HDC9",1.42992557054924,0.00012894135821744,"Cancer Up",0.118480581002505,-0.392436394928712,0.777284106999376,0.368309261736987,0.510916975931217,0.399248681765395,0.510916975931217
"PRKAR2A","P13861",-0.621627786402001,0.00096239298392841,"Cancer Down",-0.20459957878953,0.306278363394451,0.340653007172939,0.171644019492245,-0.510877942183981,0.103460028314171,-0.510877942183981
"IARS2","Q9NSE4",-0.442132999903521,0.0179206776579426,"Cancer Down",-0.0303133105753624,0.477630253405927,0.893726304376887,0.0492395739807311,-0.507943563981289,0.127382567146132,-0.507943563981289
"GLS","O94925",-0.692176866498951,0.017014810732799,"Cancer Down",0.153848171604178,-0.353556153179976,0.639853745522513,0.41040130917812,0.507404324784154,0.350338246940085,0.507404324784154
"IDH3G","P51553",-0.568460715377267,0.0469786833210295,"Cancer Down",-0.0546962991749957,0.452442627303601,0.869503208356906,0.223635811173891,-0.507138926478596,0.310450354438796,-0.507138926478597
"SLC16A1","P53985",-0.841187003109678,0.0119800832565364,"Cancer Down",0.197187491931267,0.703888158345961,0.629373521899881,0.103179260434497,-0.506700666414694,0.390894227626482,-0.506700666414694
"HEBP1","Q9NRV9",1.48933432229033,0.00014857277549778,"Cancer Up",0.0305839945185227,-0.476079273910173,0.942982533791134,0.28674089558361,0.506663268428696,0.413019645987673,0.506663268428696
"STRAP","Q9Y3F4",-0.321781637566069,0.0496898390597247,"Cancer Down",-0.138575453620746,0.367391481209804,0.494714010054575,0.086887788682546,-0.50596693483055,0.0898346914456932,-0.50596693483055
"STX4","Q12846",-0.763726392416693,0.00306394281544489,"Cancer Down",-0.237419359820294,-0.742915926399764,0.380294257652572,0.1493039936259,0.50549656657947,0.37618188051877,0.50549656657947
"PPBP","P02775",2.76282692577983,0.00559669851583204,"Cancer Up",0.00363273546872378,0.509117080629679,0.995144425525211,0.392088871693481,-0.505484345160955,0.548618206156924,-0.505484345160955
"TTLL12","Q14166",0.77478238450677,0.00732923591657328,"Cancer Up",-0.204989958583743,0.298266897044456,0.46317710530031,0.53187578067504,-0.5032568556282,0.366132338202117,-0.503256855628199
"METAP2","P50579",-0.486499280441294,0.0199306670505993,"Cancer Down",-0.176648804864769,0.32487026461903,0.494021879416429,0.240771249510456,-0.501519069483798,0.188499663392905,-0.501519069483799
"PPA1","Q15181",0.395729188485145,0.0180758724911777,"Cancer Up",0.125018111504442,-0.375679984743044,0.534391353588855,0.0781067547831246,0.500698096247486,0.0906361664451456,0.500698096247486
"VAMP2","P63027",0.500704349920397,0.025281307942998,"Cancer Up",-0.0642888991064581,-0.559102095603116,0.814022656231941,0.0687898972049685,0.494813196496658,0.22715207943063,0.494813196496658
"MANF","P55145",0.877159987462848,0.0264487322813893,"Cancer Up",0.554412118442713,0.060099338095112,0.225383943373916,0.908834132587371,0.494312780347601,0.476611076683139,0.494312780347601
"AIMP2","Q13155",-0.640505620511352,0.00319861913863548,"Cancer Down",-0.0298530727899724,0.464195435563258,0.908364391570463,0.100495282809126,-0.494048508353231,0.198553652166257,-0.49404850835323
"CRIP2","P52943",1.71023586531766,6.10900530994029e-06,"Cancer Up",0.236546561275361,-0.257093590425985,0.520744000041123,0.500132090685748,0.493640151701346,0.353569479370801,0.493640151701346
"C3","P01024",3.19193426418398,4.67430559037507e-07,"Cancer Up",0.387553248473317,-0.105774200347291,0.563796007021593,0.878667762853462,0.493327448820608,0.609408629478829,0.493327448820608
"RSU1","Q15404",0.688713493875248,0.00519077706049727,"Cancer Up",0.0880641910509787,-0.403771542547627,0.752977995239012,0.169791645744104,0.491835733598606,0.227412900073904,0.491835733598606
"ARPC5","O15511",2.27300554019482,2.09111284945263e-05,"Cancer Up",0.279994509706594,-0.20882999348699,0.507891002350863,0.658066441486676,0.488824503193584,0.441655408138597,0.488824503193584
"SEPTIN2","Q15019",0.488799419617806,0.0113661297748552,"Cancer Up",0.349867948171902,-0.138775298826424,0.140735050294321,0.566081653458213,0.488643246998326,0.152364723041275,0.488643246998326
"IAH1","Q2TAA2",-0.539226964902987,0.039855826818357,"Cancer Down",-0.165774064749886,0.322201012952839,0.587545654608061,0.311387950026948,-0.487975077702725,0.271041310600992,-0.487975077702725
"EHBP1L1","Q8N3D4",-0.795557483271281,0.00024834435986103,"Cancer Down",-0.105219779384321,0.381480593776846,0.67110400946218,0.189817181563884,-0.486700373161167,0.205213424096601,-0.486700373161167
"ATP5MF","P56134",-0.447117410621019,0.0289613251317585,"Cancer Down",-0.0999793592724494,0.383189977568151,0.674740180044313,0.127170031780423,-0.4831693368406,0.165159436004258,-0.4831693368406
"SEC22B","O75396",0.459128152661545,0.00534921778955533,"Cancer Up",0.269625251464419,-0.213308114734538,0.18048261854058,0.302764912519171,0.482933366198957,0.0982801947401899,0.482933366198957
"AIMP1","Q12904",-0.50899843867467,0.00981529338820267,"Cancer Down",-0.0611884413265322,0.421081524790782,0.798534362570659,0.107751541312238,-0.482269966117315,0.175865813471684,-0.482269966117314
"CLIP1","P30622",-0.578830186012251,0.00616368702991853,"Cancer Down",-0.387277892669736,0.0942004257868518,0.139591369113828,0.723658556606936,-0.481478318456588,0.199708973611358,-0.481478318456588
"NEK9","Q8TD19",-0.632453771779678,0.00095634556232981,"Cancer Down",-0.0568948699282519,-0.53777050808262,0.791486017359224,0.095336542114849,0.480875638154368,0.212453585227155,0.480875638154368
"PANK4","Q9NVE7",-0.570979979761681,0.0168686473400851,"Cancer Down",-0.197304163547621,0.283557524580221,0.501637595485897,0.365451836543274,-0.480861688127842,0.265358558721921,-0.480861688127842
"PSPC1","Q8WXF1",-0.636346256887306,0.0360462587684493,"Cancer Down",-0.140724174960429,0.339400197232861,0.757211805676927,0.374602541891295,-0.48012437219329,0.421882675609632,-0.48012437219329
"JAGN1","Q8N5M9",-0.431894211254054,0.0324384211074803,"Cancer Down",-0.31738469111907,0.15916457681179,0.220886958544163,0.608597837210393,-0.47654926793086,0.242473537335281,-0.47654926793086
"STXBP3","O00186",-0.44553384909544,0.0337357628164488,"Cancer Down",-0.0894608098205829,0.386815125530148,0.720454592938922,0.193600329026753,-0.476275935350731,0.222331350228688,-0.476275935350731
"HSPA2","P54652",-0.843142647357062,0.0099249785329704,"Cancer Down",-0.294067579027327,0.182159917025803,0.452429763245934,0.660561028215005,-0.476227496053131,0.405073983151313,-0.47622749605313
"DLST","P36957",-0.568471388540836,0.0110173653586807,"Cancer Down",-0.00127934599464652,0.471264625332761,0.995914548026196,0.0761955270869675,-0.472543971327408,0.195259177644126,-0.472543971327407
"PSMD11","O00231",-0.338816089889335,0.0306157818875286,"Cancer Down",-0.157117529291302,0.315268968746302,0.428347874275528,0.13012225691745,-0.472386498037604,0.103994398386935,-0.472386498037604
"NDUFS4","O43181",-0.634945973788927,0.0496377869488836,"Cancer Down",0.146651304968309,0.618871323020883,0.701537727484555,0.135597713906199,-0.472220018052575,0.400285062113114,-0.472220018052574
"ALDH4A1","P30038",-0.488562517780547,0.0153438000560664,"Cancer Down",-0.135259633930321,0.335520832928442,0.570393768907448,0.179321908070913,-0.470780466858763,0.175571345512405,-0.470780466858763
"EHD4","Q9H223",0.907768426869509,0.00226874260372,"Cancer Up",0.387678516408481,-0.0825007026732543,0.244461512276402,0.808711315649542,0.470179219081736,0.324983472394372,0.470179219081735
"COPS7A","Q9UBW8",-0.528394373579712,0.00138299489216076,"Cancer Down",-0.150291063663595,0.318887035122835,0.432472840476819,0.123235971238282,-0.469178098786429,0.0995596370846958,-0.46917809878643
"AP1B1","Q10567",0.868692280103325,0.0129302010195941,"Cancer Up",0.442392979900418,0.908892693989984,0.189705372493319,0.0183849465152536,-0.466499714089565,0.348807312599105,-0.466499714089566
"IGKV3-15","P01624",3.46440782560551,8.83050417798589e-08,"Cancer Up",0.0380892911237396,-0.428222554546508,0.951236574973451,0.508032594730721,0.466311845670248,0.603713306968718,0.466311845670248
"FHOD1","Q9Y613",-0.70716148096357,0.00364484448648656,"Cancer Down",-0.0963964634433303,0.369362413178195,0.744584777378813,0.246976679949918,-0.465758876621525,0.286184256381274,-0.465758876621525
"CHP1","Q99653",-0.440923487881843,0.0193104054228308,"Cancer Down",-0.174242996113012,0.290516057293443,0.438831087838215,0.251613237750213,-0.464759053406455,0.173737488735064,-0.464759053406455
"MTPN","P58546",0.543039180313897,0.00153017912920501,"Cancer Up",0.142847017176493,-0.321700032268478,0.440088299811532,0.0990984243498392,0.46454704944497,0.0873607736820206,0.464547049444971
"HMGB1","P09429",0.480710280981132,0.0061636689460863,"Cancer Up",0.0919949454309013,-0.372032706041676,0.656636333877082,0.0896905081100277,0.464027651472577,0.126178712284902,0.464027651472577
"AKR1C3","P42330",1.58151669205492,0.00054852153037471,"Cancer Up",0.293821598607948,-0.166941390955607,0.555133989232213,0.745411793263842,0.460762989563555,0.520428836467883,0.460762989563555
"CACNA2D1","P54289",-0.424464899124413,0.0179258411352522,"Cancer Down",-0.295138511241252,0.165144999502665,0.18282636010213,0.466478435178256,-0.460283510743917,0.149894648274858,-0.460283510743917
"THBS1","P07996",2.71182927338693,0.0246658667611207,"Cancer Up",0.370055328892146,-0.0859811021747525,0.556190533296858,0.878233307926187,0.456036431066899,0.588833676853734,0.456036431066899
"RAB1A","P62820",1.13434606692361,6.02470183872473e-06,"Cancer Up",0.193631836388828,-0.262134535707332,0.481366889279907,0.383584668587796,0.455766372096161,0.266081325163204,0.45576637209616
"CACNB1","Q02641",-0.683728019413618,0.0072493480656437,"Cancer Down",-0.293057967355214,0.160817063044643,0.346901728541212,0.642242921864381,-0.453875030399857,0.331877670514705,-0.453875030399857
"SCCPDH","Q8NBX0",-0.648071083475784,0.00295295296419916,"Cancer Down",0.108229048995309,0.558773221065202,0.663918394514536,0.0366511599998209,-0.450544172069893,0.214163076357855,-0.450544172069893
"ARPC2","O15144",0.490430631474279,0.0328832192643107,"Cancer Up",0.648304315715251,0.199055449692676,0.0295351132373425,0.524137150183215,0.449248866022575,0.292239088609019,0.449248866022575
"TPP1","O14773",0.782684694590987,0.0155908864902619,"Cancer Up",-0.0604302630674027,-0.509159006449412,0.863251668541439,0.190350652611895,0.448728743382009,0.390608305033796,0.448728743382009
"KLKB1","P03952",1.71470348812735,0.0477168049574115,"Cancer Up",-0.121478508214128,0.324454996355112,0.821118664409085,0.544124910004598,-0.44593350456924,0.556883606643078,-0.44593350456924
"OPLAH","O14841",-0.613382513139264,0.00352851565735754,"Cancer Down",-0.196141065074393,0.248626141309437,0.415785142788671,0.350041088467368,-0.44476720638383,0.218559046394529,-0.44476720638383
"ATP5F1C","P36542",-0.560687302593013,0.0157597385692191,"Cancer Down",0.0463664597372144,0.490017816058437,0.867073443073062,0.0951832925758163,-0.443651356321222,0.27068472392968,-0.443651356321223
"ANXA6","P08133",0.41657017020454,0.0132960526273013,"Cancer Up",0.106090380267904,-0.335899682101672,0.607530027437495,0.122915060990354,0.441990062369577,0.143536689386982,0.441990062369576
"PTER","Q96BW5",-0.691703067075444,0.00198061846456317,"Cancer Down",-0.250534813324304,0.189350508600224,0.316162646418125,0.601942087377243,-0.439885321924528,0.321047289016205,-0.439885321924528
"PBXIP1","Q96AQ6",-0.549884231435819,0.00324888121589686,"Cancer Down",-0.104131043626946,0.334853001384953,0.629185131888136,0.15097022588435,-0.4389840450119,0.16951841645816,-0.438984045011899
"TBCA","O75347",0.614813717334673,0.00203358888637078,"Cancer Up",0.151961704023559,-0.283386702601803,0.523295948150604,0.25373140843808,0.435348406625362,0.208490421990261,0.435348406625362
"TAGLN","Q01995",2.51590588350053,2.17345451516625e-06,"Cancer Up",0.185676874915348,-0.249481251560244,0.740394354126176,0.667234923946181,0.435158126475592,0.59004726718911,0.435158126475592
"DHRS7","Q9Y394",-0.3964605370494,0.0131579954621414,"Cancer Down",0.166938501292204,0.601488339285439,0.35134954291558,0.00256882982850913,-0.434549837993234,0.097268675953923,-0.434549837993235
"LDB3","O75112",-0.440938760641544,0.0454845590814654,"Cancer Down",0.0352319430540362,0.468833104045352,0.893190296869067,0.113125354464959,-0.433601160991316,0.272048572393476,-0.433601160991316
"ADPRHL1","Q8NDY3",-1.04251612140574,0.00125357401490105,"Cancer Down",-0.246046216156234,0.187291944635003,0.497820774542387,0.638718663861876,-0.433338160791237,0.42305492411834,-0.433338160791237
"VPS4A","Q9UN37",-0.552611460911688,0.00801294919731022,"Cancer Down",-0.265079537900451,0.16807806796621,0.304381729964729,0.594405291697371,-0.433157605866661,0.290876705395406,-0.433157605866661
"SLC2A1","P11166",2.74842633405304,1.98843224190461e-06,"Cancer Up",0.210108931002257,-0.222844138736104,0.699418208474493,0.692309080708007,0.43295306973836,0.580854700799545,0.432953069738361
"PDHA1","P08559",-0.617716804075506,0.0113637688339121,"Cancer Down",0.0205892667993197,0.452539730504135,0.941277875447202,0.125298433729991,-0.431950463704815,0.287573741566526,-0.431950463704815
"COQ7","Q99807",-0.840032770342525,0.0025661090807255,"Cancer Down",0.0313092101935624,0.460657368229363,0.927103961542542,0.197501099664301,-0.4293481580358,0.385108414933939,-0.429348158035801
"PSMD3","O43242",-0.349793401961538,0.0124423610447134,"Cancer Down",-0.02950266680757,0.398656789179267,0.861382531262652,0.0287642116155131,-0.428159455986837,0.0860605423044939,-0.428159455986837
"SORD","Q00796",0.778534278516588,0.00130835816867605,"Cancer Up",-0.736596181346245,-0.309004526973194,0.0113900903169072,0.295580947679986,-0.427591654373051,0.290439916243582,-0.427591654373051
"GSPT1","P15170",-0.389059431449006,0.00462801442965853,"Cancer Down",-0.0304052294336401,0.396817921681727,0.855274369349336,0.0360808786947751,-0.427223151115367,0.0914827235954682,-0.427223151115367
"RYR1","P21817",-0.713115375242719,0.00828276499554051,"Cancer Down",-0.304350682991796,0.122403226237356,0.342316148608371,0.726920466259497,-0.426753909229152,0.370366887841653,-0.426753909229152
"YWHAQ","P27348",0.525813210543852,0.00355475109343694,"Cancer Up",0.313152468200464,-0.112342632620486,0.161097662647579,0.621855930612398,0.42549510082095,0.184961934113968,0.42549510082095
"DNAJB1","P25685",0.724827433194665,0.00998158955010856,"Cancer Up",0.018724188936396,0.442025848185768,0.949870982019731,0.224536688694887,-0.423301659249372,0.367686771114665,-0.423301659249372
"LONP1","P36776",-0.558365171879657,0.00871748266589546,"Cancer Down",0.14395253812279,0.567173270817698,0.581032396496119,0.0421759067322769,-0.423220732694908,0.263459421886777,-0.423220732694908
"IDH3A","P50213",-0.451608682252175,0.029040577251871,"Cancer Down",0.0706047902291651,0.493114759708671,0.773400847598826,0.059426202857886,-0.422509969479506,0.236547098178078,-0.422509969479506
"MPP1","Q00013",1.17172596909192,0.00094291252153616,"Cancer Up",-0.0869812993653589,0.334983076539913,0.829572611453063,0.481561294412198,-0.421964375905272,0.499753330149189,-0.421964375905272
"GANAB","Q14697",0.454263741112598,0.0319049195799426,"Cancer Up",0.265686711385047,-0.156181678052363,0.31482280806933,0.565684457829802,0.42186838943741,0.268281581981631,0.42186838943741
"MRPL46","Q9H2W6",-0.794322460786503,0.01435977865255,"Cancer Down",-0.140113619626696,0.281279428397541,0.70761104823383,0.491941755814973,-0.421393048024237,0.448322166637276,-0.421393048024237
"TGM2","P21980",0.567680693607347,0.0472558134621307,"Cancer Up",0.0148156765582144,0.434689037919831,0.963663947552751,0.215145630704029,-0.419873361361617,0.379778376187184,-0.419873361361617
"CP","P00450",2.70868879834811,3.64421483940026e-07,"Cancer Up",0.512541898984015,0.092896023661531,0.350560283651061,0.869160701737455,0.419645875322484,0.593425275361373,0.419645875322484
"HK1","P19367",-0.443494355294252,0.00634055415422135,"Cancer Down",0.0979139651434053,0.516492938687513,0.618425718687173,0.0156677049782507,-0.418578973544108,0.145486968442256,-0.418578973544108
"HLA-DRA","P01903",0.635434938741817,0.00548151053980923,"Cancer Up",-0.191493903923728,-0.60937510289433,0.469789876344968,0.0528890244239864,0.417881198970601,0.303202272451646,0.417881198970602
"TRIP10","Q15642",-0.560296360395498,0.0029102471064488,"Cancer Down",-0.0504590553921815,0.366155685858381,0.828906813721771,0.122004136526305,-0.416614741250562,0.211650105271445,-0.416614741250562
"GAPVD1","Q14C86",0.651193407165973,0.0295388970970484,"Cancer Up",-0.130869771903226,0.285082342994308,0.751235482269532,0.503721690322743,-0.415952114897534,0.484432596037856,-0.415952114897534
"PCYT2","Q99447",-0.396948107841986,0.0256557424058735,"Cancer Down",-0.184308625826393,0.230903745129261,0.36687284543952,0.329163982236068,-0.415212370955654,0.188008505711914,-0.415212370955654
"RWDD1","Q9H446",-0.647928373441163,0.015349945789984,"Cancer Down",-0.401425146658617,0.0136662357950321,0.191819385848332,0.966510831189312,-0.41509138245365,0.354317142183921,-0.415091382453649
"PRKAR1A","P10644",-0.477593976611889,0.00514676373926157,"Cancer Down",-0.139372788155605,0.2755704136916,0.498645507838158,0.212907683225252,-0.414943201847205,0.17301230518162,-0.414943201847205
"NME1","P15531",0.842473218020878,3.42681117342501e-05,"Cancer Up",0.063888872131713,-0.35009308242854,0.779573019450506,0.145426400874032,0.413981954560253,0.213433327638194,0.413981954560253
"MAP2K6","P52564",-0.548859991692375,0.0174448993020652,"Cancer Down",-0.0349580473360724,0.378950250620733,0.90223525501472,0.218055035915292,-0.413908297956805,0.324057983056296,-0.413908297956805
"ATP5F1D","P30049",-0.78255848773124,0.00371433669286691,"Cancer Down",0.606449008068306,0.19353334243127,0.0697940258612738,0.566013476597848,0.412915665637037,0.380399029895693,0.412915665637036
"DYNC1LI1","Q9Y6G9",-0.557532702842202,0.00096889187499667,"Cancer Down",-0.0491725808376735,0.363454461239744,0.775336851988602,0.0660567058713285,-0.412627042077418,0.117571525739894,-0.412627042077418
"RPL24","P83731",0.624876643039016,0.0193010506872744,"Cancer Up",-0.312822199351235,-0.724685229663873,0.302974590464782,0.0540272761568562,0.411863030312638,0.383292285431584,0.411863030312638
"ATP5MG","O75964",-0.595867620778836,0.0333789331124948,"Cancer Down",0.111158135983455,0.522864665835868,0.740500696621314,0.139299544988091,-0.411706529852413,0.396482259902799,-0.411706529852413
"ALDH16A1","Q8IZ83",0.792957379985872,0.00227972621762144,"Cancer Up",0.199870441809068,-0.211080196361259,0.482213900966472,0.496373040432074,0.410950638170327,0.33097543865072,0.410950638170327
"OPTN","Q96CV9",-0.636639584706518,0.00877819805230822,"Cancer Down",-0.0250332635338957,0.384813280729482,0.9283818880128,0.223060953694829,-0.409846544263377,0.330906625042004,-0.409846544263378
"FBP1","P09467",-0.904192674629225,0.0147916035010662,"Cancer Down",0.312011782671085,0.719681989571715,0.474291251897621,0.0936439440099812,-0.40767020690063,0.500490473874664,-0.40767020690063
"RPS2","P15880",-0.577696741146237,6.48761976730954e-05,"Cancer Down",0.129966670557071,0.537498919979825,0.40080605494611,0.00193105207562548,-0.407532249422754,0.073297486767383,-0.407532249422754
"PRMT5","O14744",-0.409575891337987,0.0156555909728103,"Cancer Down",-0.303786860123843,0.103240772151921,0.152219460211834,0.641780549819708,-0.407027632275764,0.187546784670084,-0.407027632275764
"GNB2","P62879",0.615599907405183,0.0042480132284075,"Cancer Up",0.12280048882652,-0.283817691722497,0.627414960880499,0.282187764884223,0.406618180549017,0.268191979748861,0.406618180549017
"MYLK2","Q9H1R3",-0.815559538291701,0.0277772920708474,"Cancer Down",-0.580464168496661,-0.17898295516359,0.199287720281398,0.706137955046249,-0.401481213333071,0.538398423631437,-0.401481213333071
"CRK","P46108",0.652126147680372,0.0194953470267902,"Cancer Up",0.341666885240906,-0.0597400095810716,0.320365427346473,0.863219865882386,0.401406894821978,0.411854878762158,0.401406894821978
"PMM2","O15305",0.54013383410177,0.00609926912921613,"Cancer Up",0.0239597224900514,0.425170689054941,0.904799735975311,0.0475160254962887,-0.401210966564889,0.170906951960138,-0.40121096656489
"ADH1C","P00326",1.26699052086217,0.00170738914299926,"Cancer Up",-0.233484868416001,-0.631319800405457,0.53946975596743,0.288151955622869,0.397834931989456,0.569921888342305,0.397834931989456
"GLIPR2","Q9H4G4",1.8976989330168,0.0009616191315574,"Cancer Up",0.218219473445046,-0.179274493062998,0.692179410441251,0.755281682588072,0.397493966508044,0.618217461694406,0.397493966508044
"ADD1","P35611",1.78629325086717,6.36709628237393e-06,"Cancer Up",0.231750588878896,-0.16562668071802,0.566856810469625,0.692011335848467,0.397377269596916,0.495505313402025,0.397377269596916
