"pathway","database","size","NES_Training_CRE","NES_Training_PLA","padj_Training_CRE","padj_Training_PLA","sig_cat"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION","GO:BP",35,-0.977664776609819,0.928753093217596,0.784372241234379,0.815445269036852,"NS"
"GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME","GO:BP",10,0.97505320993102,-1.06101197281925,0.784372241234379,0.696478521507598,"NS"
"GOBP_REGULATION_OF_AXONOGENESIS","GO:BP",17,0.973121433283819,-0.843853609482991,0.785775414760154,0.883965535632702,"NS"
"GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION","GO:BP",20,0.97597704684184,-1.80196916685231,0.787144679579771,0.0890368484611117,"NS"
"GOBP_HIPPOCAMPUS_DEVELOPMENT","GO:BP",12,0.977323127919147,-0.788646341099042,0.7894557722533,0.914353114558127,"NS"
"GOBP_GLYCOLYTIC_PROCESS_THROUGH_GLUCOSE_6_PHOSPHATE","GO:BP",15,-0.967917080021366,1.37729647577109,0.790770387332281,0.35275996479316,"NS"
"GOBP_MUSCLE_ORGAN_MORPHOGENESIS","GO:BP",14,-0.965943326329754,1.11707161860908,0.790770387332281,0.632420601540889,"NS"
"GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION","GO:BP",10,0.965605477901916,-0.691225033777172,0.790770387332281,0.959647917291813,"NS"
"GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS","GO:BP",19,0.968472157295686,0.706104271012833,0.790770387332281,0.963096943761801,"NS"
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE","GO:BP",10,0.96681835445805,0.92493485032914,0.790770387332281,0.813785803898445,"NS"
"GOBP_RESPONSE_TO_TUMOR_CELL","GO:BP",11,0.969697508126322,-1.31230783052755,0.790770387332281,0.429521273193806,"NS"
"GOBP_WNT_SIGNALING_PATHWAY","GO:BP",51,-0.983592414951715,-0.761794442612992,0.790770387332281,0.9664316690507,"NS"
"GOBP_ENDOCRINE_PROCESS","GO:BP",12,0.970130692900693,-1.4345574458516,0.792473111845349,0.332367577528453,"NS"
"GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT","GO:BP",56,0.967350260862621,-1.10342641753857,0.797443052635017,0.608359829756194,"NS"
"GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS","GO:BP",10,-0.956214978483162,-1.17573071503227,0.8008171991952,0.574442633987374,"NS"
"GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM","GO:BP",10,0.95266249568281,0.907216385204354,0.802177232291992,0.822796291743581,"NS"
"GOBP_EXTRACELLULAR_VESICLE_BIOGENESIS","GO:BP",14,-0.951372576844482,-1.09106361164367,0.804709384116565,0.657493029232218,"NS"
"GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY","GO:BP",10,-0.94883163595258,1.28171759731698,0.811710728433988,0.457620872067065,"NS"
"GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS","GO:BP",27,-0.953795668890586,1.36989958792533,0.813115922523557,0.340725392540775,"NS"
"GOBP_REGULATION_OF_CIRCADIAN_RHYTHM","GO:BP",25,0.948498650004405,0.884919321205614,0.814857273873667,0.856087103503132,"NS"
"GOBP_VESICLE_LOCALIZATION","GO:BP",44,0.956012905375564,-1.07879863239695,0.814857273873667,0.637653282038952,"NS"
"GOBP_VESICLE_TARGETING","GO:BP",13,0.947703746228194,-0.972855316153666,0.815354298856951,0.770216049382716,"NS"
"GOBP_REGULATION_OF_AEROBIC_RESPIRATION","GO:BP",12,-0.944437727840767,0.857079367016104,0.816386908952247,0.869873573851372,"NS"
"GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","GO:BP",10,0.944480077134373,-0.720677283575116,0.816386908952247,0.946914134393162,"NS"
"GOBP_REGULATION_OF_PLATELET_ACTIVATION","GO:BP",10,0.944231112938229,-1.23820889285953,0.816386908952247,0.506821341258808,"NS"
"GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS","GO:BP",24,-0.945301350253528,1.4420801548149,0.819316957675905,0.287415301186041,"NS"
"GOBP_DNA_TEMPLATED_DNA_REPLICATION","GO:BP",10,-0.937131766116171,0.696715581511918,0.820766310554653,0.957966902466267,"NS"
"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","GO:BP",23,-0.93948994632739,-1.35543134996943,0.820766310554653,0.34786545215101,"NS"
"GOBP_MONOCARBOXYLIC_ACID_TRANSPORT","GO:BP",32,0.946319968203188,1.31212877714475,0.820766310554653,0.383524475027115,"NS"
"GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION","GO:BP",14,0.940345823488375,1.00389415903182,0.820766310554653,0.746077184054283,"NS"
"GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY","GO:BP",37,0.94692747525059,-0.684258123250046,0.820766310554653,0.984800452645213,"NS"
"GOBP_VASOCONSTRICTION","GO:BP",13,-0.938223811971,-1.39491279249593,0.820766310554653,0.359017500005007,"NS"
"GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GO:BP",55,0.945833405360746,-1.61509688899933,0.821821246949233,0.107263317050477,"NS"
"GOBP_IMPORT_INTO_THE_MITOCHONDRION","GO:BP",24,0.935833541728125,0.96127830648524,0.823271333807698,0.781940064868224,"NS"
"GOBP_NUTRIENT_STORAGE","GO:BP",17,0.931944547354524,-1.48691460704534,0.823902291075894,0.285653111717313,"NS"
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE","GO:BP",41,0.939917537197436,0.559511102251077,0.824211502782931,0.999461400359066,"NS"
"GOBP_NUCLEAR_MIGRATION","GO:BP",11,0.931190905022876,-0.760447042032369,0.825277664991035,0.921976654432035,"NS"
"GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY","GO:BP",16,0.929270608092515,-0.879884101318407,0.825277664991035,0.852680714251226,"NS"
"GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION","GO:BP",10,0.928952675176248,-1.18012538921496,0.825277664991035,0.571030976341126,"NS"
"GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES","GO:BP",40,-0.943850875868405,1.52177705294699,0.82779586034448,0.20339624625414,"NS"
"GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS","GO:BP",16,-0.931662271295493,1.02103680866022,0.82779586034448,0.728646189421832,"NS"
"GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY","GO:BP",11,-0.92708201790795,0.976400437646313,0.828095652864706,0.773928989050707,"NS"
"GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS","GO:BP",10,0.925346343146315,0.731294713206136,0.82838206476648,0.939996147799966,"NS"
"GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY","GO:BP",23,0.926220213200931,-0.860704082513698,0.82924041563447,0.877905208888695,"NS"
"GOBP_RESPONSE_TO_ZINC_ION","GO:BP",11,-0.924803059978633,-0.92070616766916,0.82924041563447,0.815373557214138,"NS"
"GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS","GO:BP",42,-0.940223185150439,1.35594217639896,0.832590970936359,0.320134484215992,"NS"
"GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GO:BP",13,-0.922837184864703,-0.945094617128977,0.834261080317949,0.789842581759255,"NS"
"GOBP_DE_NOVO_PROTEIN_FOLDING","GO:BP",18,0.916663609138144,-0.667553111166107,0.839878162319973,0.97596712418865,"NS"
"GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT","GO:BP",14,0.916664730996095,-0.680394810146767,0.839878162319973,0.9664316690507,"NS"
"GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION","GO:BP",10,0.910389800331916,0.919114052742664,0.839915635962757,0.815445269036852,"NS"
"GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS","GO:BP",13,0.91334143887354,0.85621592188549,0.839915635962757,0.871131571934513,"NS"
"GOBP_RESPONSE_TO_HEAT","GO:BP",36,0.930590642491879,-0.9271819385202,0.839915635962757,0.821588712850246,"NS"
"GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS","GO:BP",22,0.916040969162995,-0.840406145389775,0.842649780837941,0.889306346842143,"NS"
"GOBP_PROTEIN_LIPID_COMPLEX_ORGANIZATION","GO:BP",13,0.910203702943782,1.09745347403231,0.842649780837941,0.656097809431128,"NS"
"GOBP_RESPONSE_TO_RETINOIC_ACID","GO:BP",14,-0.90920242919507,1.26959838354787,0.842649780837941,0.457309325316887,"NS"
"GOBP_MACROMOLECULE_DEACYLATION","GO:BP",15,-0.907588915480381,1.65389920365632,0.846303642595402,0.169398907103825,"NS"
"GOBP_PROSTANOID_METABOLIC_PROCESS","GO:BP",20,0.910248630228914,-1.23639170521322,0.846303642595402,0.467549005487634,"NS"
"GOBP_RESPONSE_TO_ANGIOTENSIN","GO:BP",14,0.904891273545807,-0.856520807249755,0.846303642595402,0.869002070828996,"NS"
"GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS","GO:BP",54,-0.933589020305704,1.29534349873628,0.847287450114356,0.362594783465994,"NS"
"GOBP_REGULATION_OF_MYELINATION","GO:BP",10,-0.899597935187636,-0.762690994444381,0.848198729261905,0.920535762112209,"NS"
"GOBP_AMYLOID_FIBRIL_FORMATION","GO:BP",20,-0.908527455863889,-1.23608234186527,0.850162553564225,0.467549005487634,"NS"
"GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY","GO:BP",12,0.903875545472012,-1.05195631089796,0.850162553564225,0.701210870793647,"NS"
"GOBP_LACTATE_METABOLIC_PROCESS","GO:BP",10,0.899069841387359,0.568887712717844,0.850162553564225,0.99203743537492,"NS"
"GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE","GO:BP",25,0.905863708913886,-1.41786762545353,0.850162553564225,0.298700358995133,"NS"
"GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING","GO:BP",12,0.901449291116356,0.800752202735666,0.850414233987524,0.911833098921706,"NS"
"GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY","GO:BP",11,0.893707483045137,0.484180504720613,0.8518028850972,0.999461400359066,"NS"
"GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS","GO:BP",22,-0.904137717998824,1.31960380845528,0.852635544380541,0.385682633445821,"NS"
"GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND","GO:BP",33,0.910466476979411,-1.39772268105283,0.853863774329566,0.301824212271973,"NS"
"GOBP_MUSCLE_SYSTEM_PROCESS","GO:BP",154,-0.948209656281414,1.10487212139474,0.853904317716062,0.563713156819111,"NS"
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME","GO:BP",13,-0.895076271842761,1.37135298723044,0.853904317716062,0.375693576254758,"NS"
"GOBP_BODY_FLUID_SECRETION","GO:BP",11,0.886962689672446,-1.15627468465852,0.8559655806563,0.59661434126288,"NS"
"GOBP_SKELETAL_MUSCLE_ADAPTATION","GO:BP",14,0.892079292169564,1.13788169394321,0.8559655806563,0.60796211438707,"NS"
"GOBP_CELLULAR_RESPONSE_TO_HEAT","GO:BP",21,0.898856806827902,-0.988328816423457,0.856136375513569,0.759650273051382,"NS"
"GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA","GO:BP",10,-0.888492043363366,1.06107609502253,0.856146170848949,0.700439988106395,"NS"
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY","GO:BP",21,0.895938705455104,-1.41949556951858,0.858283789481558,0.317564343206185,"NS"
"GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION","GO:BP",11,-0.886148380251075,0.623181732261371,0.85846920852271,0.980992804810697,"NS"
"GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT","GO:BP",45,0.905068761882934,1.42970333745653,0.858491820740782,0.266366898922064,"NS"
"GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT","GO:BP",12,0.883223528186681,-0.793334271494029,0.858491820740782,0.91224950636575,"NS"
"GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT","GO:BP",36,-0.906767884284542,-0.996838922277387,0.858491820740782,0.746525788754424,"NS"
"GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS","GO:BP",36,-0.906767884284542,-0.996838922277387,0.858491820740782,0.746525788754424,"NS"
"GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS","GO:BP",18,0.887146434608379,-0.527610525665623,0.863612628337053,0.999195369204614,"NS"
"GOBP_AXON_EXTENSION","GO:BP",22,0.883975136494747,-1.4778621144592,0.867360991770254,0.266484403011832,"NS"
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS","GO:BP",12,0.874801869565158,1.61781222197666,0.867360991770254,0.190295944824377,"NS"
"GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING","GO:BP",12,0.873838111688252,1.16427544152563,0.867360991770254,0.582698628316291,"NS"
"GOBP_REGULATION_OF_CELLULAR_RESPIRATION","GO:BP",15,-0.876886599934794,1.19835451691529,0.867360991770254,0.539794730143256,"NS"
"GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT","GO:BP",59,0.905471134125461,-1.4043931268403,0.867360991770254,0.241952235222011,"NS"
"GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS","GO:BP",11,-0.873551150277851,1.55998291074192,0.867360991770254,0.238386902427589,"NS"
"GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM","GO:BP",40,-0.9051687221753,-1.6261847530878,0.867360991770254,0.131672372258146,"NS"
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE","GO:BP",19,-0.877099506707682,1.03834556398129,0.874165728346573,0.708929738452102,"NS"
"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS","GO:BP",22,0.875803330116607,-0.85331256638027,0.874199630011293,0.88140693018544,"NS"
"GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING","GO:BP",46,0.888668908175453,0.58821226582794,0.876050305122551,0.999458508471783,"NS"
"GOBP_PEPTIDYL_SERINE_MODIFICATION","GO:BP",10,-0.860363875240547,0.506839134230132,0.877286099264505,0.999195369204614,"NS"
"GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION","GO:BP",18,0.871422279866749,-0.972554847657532,0.877286099264505,0.773730091105722,"NS"
"GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS","GO:BP",43,-0.89365153452695,1.30839030245807,0.87924888500412,0.374790091801035,"NS"
"GOBP_POSITIVE_REGULATION_OF_EXOSOMAL_SECRETION","GO:BP",10,-0.852575810032264,-1.30188025366277,0.88279302939156,0.436101768244177,"NS"
"GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION","GO:BP",21,0.866710172492727,0.921448737146762,0.883721076967288,0.82056462056462,"NS"
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","GO:BP",16,-0.861419787862472,-1.5854730861226,0.883721076967288,0.216758817653597,"NS"
"GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING","GO:BP",11,-0.852908652515086,0.895246168507533,0.883721076967288,0.840265746575864,"NS"
"GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT","GO:BP",20,0.865523167922378,1.18108547449086,0.883721076967288,0.549290927624873,"NS"
"GOBP_PROGRAMMED_NECROTIC_CELL_DEATH","GO:BP",11,-0.85130056705903,0.837684751026026,0.883721076967288,0.87988862361658,"NS"
"GOBP_VIRAL_TRANSLATION","GO:BP",12,0.853270450731922,0.891197792979076,0.883721076967288,0.841126714297446,"NS"
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GO:BP",38,0.876494626411749,-1.47920323154189,0.883911305979253,0.228901849359454,"NS"
"GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GO:BP",14,-0.849835516648131,-1.51056345595022,0.884158253524232,0.27233353982868,"NS"
"GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY","GO:BP",15,-0.849520121694641,1.43642481022118,0.884158253524232,0.30407488369486,"NS"
"GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA","GO:BP",13,-0.848474957973638,1.17351526902406,0.884158253524232,0.573989134529413,"NS"
"GOBP_VASCULAR_TRANSPORT","GO:BP",12,-0.845869405889805,-1.01887680212532,0.884158253524232,0.732224564037606,"NS"
"GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION","GO:BP",14,0.844746187897417,-0.717638559668945,0.892350774965844,0.952782723753206,"NS"
"GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS","GO:BP",10,-0.838290609287754,0.708002299077621,0.892350774965844,0.952782723753206,"NS"
"GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN","GO:BP",53,0.874722149561642,1.03281374758228,0.892350774965844,0.705326410361123,"NS"
"GOBP_AXO_DENDRITIC_TRANSPORT","GO:BP",19,0.847324456590571,0.712605399049583,0.895097716887517,0.959647917291813,"NS"
"GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","GO:BP",14,-0.837226385381816,0.927996402713925,0.895097716887517,0.815445269036852,"NS"
"GOBP_INORGANIC_ANION_TRANSPORT","GO:BP",14,-0.836200994098613,0.39185341350336,0.895097716887517,0.999461400359066,"NS"
"GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS","GO:BP",14,0.839970091579139,0.86649565710197,0.895097716887517,0.86433843110401,"NS"
"GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY","GO:BP",15,-0.840688401248268,0.902903746772178,0.895097716887517,0.83552351998954,"NS"
"GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION","GO:BP",19,0.848255114860923,-0.981187211508817,0.895097716887517,0.76907532398143,"NS"
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY","GO:BP",10,0.83521188596897,0.943361573055569,0.895097716887517,0.792069521685866,"NS"
"GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS","GO:BP",15,0.837002885742674,1.16495379480634,0.896329872981855,0.580237043804883,"NS"
"GOBP_GLUTAMATE_METABOLIC_PROCESS","GO:BP",11,0.82830786820011,1.33199813531185,0.896329872981855,0.406675017044283,"NS"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY","GO:BP",10,-0.828173571715237,-0.60895752262512,0.896329872981855,0.983772331416788,"NS"
"GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","GO:BP",66,-0.889924974717652,0.578026891721745,0.896329872981855,0.999461400359066,"NS"
"GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS","GO:BP",23,-0.851101329241704,-1.40561708106771,0.896329872981855,0.306586002028692,"NS"
"GOBP_STEM_CELL_PROLIFERATION","GO:BP",11,0.82838023157937,0.67174958233326,0.896329872981855,0.966897029710858,"NS"
"GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION","GO:BP",50,-0.876029603311164,-0.725885962114908,0.901310325720614,0.977904115357447,"NS"
"GOBP_HETEROCHROMATIN_FORMATION","GO:BP",12,-0.823959194991119,-1.44248123294071,0.903659756572,0.328737899437248,"NS"
"GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION","GO:BP",59,0.864654498453997,0.811103332543601,0.9110029622271,0.93568120528079,"NS"
"GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY","GO:BP",10,0.814063522233742,0.796081799103987,0.91161008828905,0.911833098921706,"NS"
"GOBP_ISOPRENOID_METABOLIC_PROCESS","GO:BP",28,-0.84251305666789,-1.3802756854925,0.91161008828905,0.320134484215992,"NS"
"GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY","GO:BP",11,-0.816322563731035,-0.68743522732459,0.913006619340806,0.959647917291813,"NS"
"GOBP_RESPONSE_TO_ALKALOID","GO:BP",18,-0.829142128521214,1.20847254965209,0.913006619340806,0.519665481530444,"NS"
"GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS","GO:BP",49,-0.866062217350514,1.3772372991469,0.913364441713393,0.292880967955853,"NS"
"GOBP_TRICARBOXYLIC_ACID_CYCLE","GO:BP",25,-0.838687839055879,1.75835164994803,0.913364441713393,0.0983056675272813,"NS"
"GOBP_MITOCHONDRIAL_FUSION","GO:BP",11,-0.810976444207536,1.30368344989995,0.914991525361937,0.433101905972046,"NS"
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS","GO:BP",18,0.820715266373551,1.56465936893909,0.914991525361937,0.220581933422139,"NS"
"GOBP_PROTEIN_DEACYLATION","GO:BP",14,-0.812907066239677,1.62606798105073,0.914991525361937,0.174798856306935,"NS"
"GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS","GO:BP",15,-0.815220433114209,1.21275474076986,0.915302991695225,0.51748684937973,"NS"
"GOBP_CELLULAR_RESPONSE_TO_METAL_ION","GO:BP",40,0.842820735945827,0.984255131210436,0.916208570743312,0.765437212316367,"NS"
"GOBP_IMMUNOGLOBULIN_PRODUCTION","GO:BP",11,0.803454694511687,-0.654637077627699,0.916208570743312,0.97038954828869,"NS"
"GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS","GO:BP",62,-0.867333406899153,1.48176954149004,0.916208570743312,0.197144541778976,"NS"
"GOBP_POSTSYNAPSE_ASSEMBLY","GO:BP",11,0.79963249824572,-1.327996026007,0.917417425757114,0.41313815484748,"NS"
"GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS","GO:BP",14,-0.80254099680058,1.11705691746902,0.918070498011275,0.632420601540889,"NS"
"GOBP_REGULATION_OF_PHAGOCYTOSIS","GO:BP",22,-0.819216152174023,0.732909257442024,0.918070498011275,0.952782723753206,"NS"
"GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS","GO:BP",10,-0.794254612062547,-0.76314497681049,0.922049451331407,0.920535762112209,"NS"
"GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION","GO:BP",30,0.822401317058306,1.36716754270951,0.922049451331407,0.340725392540775,"NS"
"GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION","GO:BP",11,-0.79572334904111,0.624442799835186,0.922049451331407,0.980992804810697,"NS"
"GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN","GO:BP",28,-0.824312160844148,1.16678260006908,0.924814454669168,0.549290927624873,"NS"
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","GO:BP",54,-0.850216251266541,-1.41082721701168,0.924814454669168,0.261920483261672,"NS"
"GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION","GO:BP",10,-0.790450681037688,1.04562355660592,0.924814454669168,0.708929738452102,"NS"
"GOBP_REGULATION_OF_TUBE_SIZE","GO:BP",26,-0.819968601471142,-1.74386578038252,0.924814454669168,0.102141116984601,"NS"
"GOBP_TUBE_CLOSURE","GO:BP",11,-0.790519441148809,-1.50762373800974,0.924814454669168,0.287415301186041,"NS"
"GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GO:BP",12,0.792898026962108,-1.49576416216147,0.924814454669168,0.289019963702359,"NS"
"GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN","GO:BP",10,0.776970114776159,-1.60955600577048,0.930403695992365,0.221547507986317,"NS"
"GOBP_DE_NOVO_POST_TRANSLATIONAL_PROTEIN_FOLDING","GO:BP",16,0.792138175134028,0.496512829816201,0.930952416924964,0.999458508471783,"NS"
"GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY","GO:BP",30,0.814222608543722,-0.855777123969691,0.930952416924964,0.888888888888889,"NS"
"GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GO:BP",17,0.789347930704496,-0.927043455484106,0.931258520878876,0.81391022714231,"NS"
"GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION","GO:BP",14,-0.784513469195952,1.55386165498617,0.933583974050009,0.230412926391382,"NS"
"GOBP_ENERGY_HOMEOSTASIS","GO:BP",10,0.770016225431043,0.938999285863929,0.933619281993535,0.797918427957545,"NS"
"GOBP_ORGANELLE_FUSION","GO:BP",43,-0.834857450965946,-0.927572051813743,0.933619281993535,0.828192348082319,"NS"
"GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY","GO:BP",25,0.801712199446205,-1.4548904899631,0.933619281993535,0.27679183863658,"NS"
"GOBP_TERPENOID_METABOLIC_PROCESS","GO:BP",25,-0.80794024200696,-1.368876357818,0.933619281993535,0.337236906510034,"NS"
"GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL","GO:BP",10,0.76511924944956,1.50652002196036,0.933910525050824,0.285368153544955,"NS"
"GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS","GO:BP",13,-0.782041176189568,-0.961810691206231,0.933910525050824,0.779874213836478,"NS"
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY","GO:BP",14,-0.779675303327065,1.48309770289092,0.933910525050824,0.285653111717313,"NS"
"GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR","GO:BP",13,0.775843053485536,1.23167504701673,0.934334030937858,0.510816133191378,"NS"
"GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT","GO:BP",24,0.796486876537894,-1.68140077139457,0.934882394729026,0.131672372258146,"NS"
"GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE","GO:BP",19,0.785871866274547,-1.04342723630623,0.935225067750626,0.701210870793647,"NS"
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","GO:BP",18,0.783440604317364,0.965747026623546,0.936050439296698,0.781662492384756,"NS"
"GOBP_PROTEIN_AUTOPHOSPHORYLATION","GO:BP",16,-0.784109891352621,0.947853718940297,0.936050439296698,0.792069521685866,"NS"
"GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GO:BP",12,0.770413625845181,0.879816326564428,0.938294876296256,0.852214033126461,"NS"
"GOBP_NUCLEAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY","GO:BP",31,0.794661831076666,-1.16747401868294,0.940539190116334,0.52613721575195,"NS"
