"pathway","database","size","NES_Cancer_vs_Healthy","NES_Training_CR","padj_Cancer_vs_Healthy","padj_Training_CR","sig_cat"
"GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL","GO:BP",10,-0.876357765298985,1.34970255866222,0.795414224912367,0.814455906564271,"NS"
"GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER","GO:BP",13,-0.884101926315872,1.16343756083266,0.795414224912367,0.957265676855895,"NS"
"GOBP_FATTY_ACID_TRANSMEMBRANE_TRANSPORT","GO:BP",11,-0.876347329039624,1.03415145892952,0.796078464550342,1,"NS"
"GOBP_POLYOL_BIOSYNTHETIC_PROCESS","GO:BP",14,0.876957884433563,-1.20136287036135,0.803835091083413,0.91096863908053,"NS"
"GOBP_GRANULOCYTE_ACTIVATION","GO:BP",10,0.873953637271874,-0.9816613094497,0.804534876667568,1,"NS"
"GOBP_KETONE_METABOLIC_PROCESS","GO:BP",61,0.900069519192427,-1.25019948339086,0.804534876667568,0.806557973058528,"NS"
"GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT","GO:BP",10,0.869939881750087,-0.897281566623176,0.806882869890178,1,"NS"
"GOBP_BASE_EXCISION_REPAIR","GO:BP",10,-0.859353390675512,1.24047300644794,0.806882869890178,0.909554618244209,"NS"
"GOBP_HIPPOCAMPUS_DEVELOPMENT","GO:BP",12,0.870499413410616,-0.646017571796622,0.806882869890178,1,"NS"
"GOBP_LONG_TERM_SYNAPTIC_POTENTIATION","GO:BP",18,0.880301664403685,0.817102891778789,0.806882869890178,1,"NS"
"GOBP_L_AMINO_ACID_TRANSPORT","GO:BP",10,0.869939881750087,-0.897281566623176,0.806882869890178,1,"NS"
"GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS","GO:BP",17,0.872118149955752,1.14419347809297,0.806882869890178,0.958492539659312,"NS"
"GOBP_INTERFERON_BETA_PRODUCTION","GO:BP",12,-0.861455449141898,0.558607349019211,0.807490718497488,1,"NS"
"GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION","GO:BP",59,0.893507336160118,0.761173976718625,0.807490718497488,1,"NS"
"GOBP_AMIDE_METABOLIC_PROCESS","GO:BP",132,-0.935328388019992,-1.17309854039224,0.809351401675804,0.817497743603378,"NS"
"GOBP_PROTEIN_N_LINKED_GLYCOSYLATION","GO:BP",13,0.86675950132275,1.30748887815462,0.809351401675804,0.835960239085239,"NS"
"GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM","GO:BP",13,0.864192814969803,-1.66064529753908,0.81061340931137,0.347708368698014,"NS"
"GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY","GO:BP",21,0.859695296219451,-0.876272091916558,0.815296140291118,1,"NS"
"GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE","GO:BP",23,0.860625308138434,-1.18035184359614,0.816184471401859,0.909554618244209,"NS"
"GOBP_JNK_CASCADE","GO:BP",18,0.858379127369625,-0.980592935837569,0.816184471401859,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GO:BP",21,-0.866682350170233,1.08722732268013,0.816184471401859,0.992138612915579,"NS"
"GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS","GO:BP",16,0.854689762407865,0.727825661609972,0.819036605611818,1,"NS"
"GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS","GO:BP",23,0.853971970218588,-1.36708868431361,0.820817859186588,0.731457508887249,"NS"
"GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS","GO:BP",17,0.85216392051182,-0.7343147448189,0.820817859186588,1,"NS"
"GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS","GO:BP",10,0.846387929815491,0.78663192602544,0.822240016144345,1,"NS"
"GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING","GO:BP",11,-0.843994493532721,0.82202101158679,0.822240016144345,1,"NS"
"GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY","GO:BP",15,0.843846823111495,-1.43187240403079,0.824582956161904,0.706298029842819,"NS"
"GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT","GO:BP",11,0.839816856641306,0.68892904391118,0.824773282807099,1,"NS"
"GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS","GO:BP",15,-0.845042863432903,0.886501822653373,0.824773282807099,1,"NS"
"GOBP_ER_NUCLEUS_SIGNALING_PATHWAY","GO:BP",14,-0.842022835854528,1.00651707724329,0.825016343429941,1,"NS"
"GOBP_TIGHT_JUNCTION_ORGANIZATION","GO:BP",11,0.838141602067885,0.844793434902951,0.825442857187308,1,"NS"
"GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING","GO:BP",14,-0.836632311917773,1.4757565448934,0.8275006746686,0.674068688043821,"NS"
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT","GO:BP",11,-0.831990977286507,-0.86974613959386,0.8275006746686,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS","GO:BP",11,-0.830913166983663,0.637504011465689,0.8275006746686,1,"NS"
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE","GO:BP",10,-0.822400480946692,1.13987299432801,0.8275006746686,0.970802371629438,"NS"
"GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT","GO:BP",11,-0.83039010410823,0.58053184993794,0.8275006746686,1,"NS"
"GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION","GO:BP",18,0.844057034132531,-0.759310921769185,0.8275006746686,1,"NS"
"GOBP_REGULATION_OF_EXOSOMAL_SECRETION","GO:BP",12,0.833758819535792,-1.62109304388094,0.827538526596919,0.455118189354166,"NS"
"GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_OUTER_MEMBRANE","GO:BP",10,-0.820502428592856,0.901030914899597,0.828175318741357,1,"NS"
"GOBP_DOUBLE_STRAND_BREAK_REPAIR","GO:BP",33,0.851860505070284,0.789265089438377,0.83019480695221,1,"NS"
"GOBP_LIMBIC_SYSTEM_DEVELOPMENT","GO:BP",15,0.829789557587637,-0.867813518413025,0.83019480695221,1,"NS"
"GOBP_TEMPERATURE_HOMEOSTASIS","GO:BP",32,0.851721944733284,-0.877327724452018,0.83049057405103,1,"NS"
"GOBP_GLUTAMATE_METABOLIC_PROCESS","GO:BP",11,-0.824397644222096,1.14660411673686,0.831613449137788,0.969695959124359,"NS"
"GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA","GO:BP",13,-0.828607409226474,0.897671689600169,0.832557194862822,1,"NS"
"GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION","GO:BP",21,0.832429525227121,1.08827976234422,0.834095010577155,0.992138612915579,"NS"
"GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS","GO:BP",13,-0.825576217079093,-1.45186661814599,0.834095010577155,0.706952267276848,"NS"
"GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR","GO:BP",22,-0.849469965974933,0.97121822025616,0.834095010577155,1,"NS"
"GOBP_EXECUTION_PHASE_OF_APOPTOSIS","GO:BP",13,0.824962914502381,0.819876497730226,0.83807877326099,1,"NS"
"GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY","GO:BP",10,0.818534596450883,-0.615866111919221,0.841762693989955,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","GO:BP",26,0.833638750540045,0.607247675013398,0.842508818196383,1,"NS"
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE","GO:BP",17,0.817723238847553,-0.711679863275055,0.844162188568637,1,"NS"
"GOBP_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY","GO:BP",23,0.823264832503397,-1.2722726588426,0.844162188568637,0.828122854967739,"NS"
"GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT","GO:BP",50,0.841974854415035,1.13272407966234,0.847063389925849,0.947962447637628,"NS"
"GOBP_NUCLEAR_MIGRATION","GO:BP",11,-0.805470489001399,0.791873019130962,0.847063389925849,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION","GO:BP",15,-0.816831156469213,0.690825426301781,0.847063389925849,1,"NS"
"GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS","GO:BP",82,0.859600839832819,-1.0390107983492,0.847063389925849,1,"NS"
"GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION","GO:BP",16,-0.814644169461551,1.60291762559305,0.853878693503986,0.431440270607086,"NS"
"GOBP_SYNAPSE_ASSEMBLY","GO:BP",23,0.813229185568696,-0.816425348070366,0.853951740190509,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS","GO:BP",29,0.824997799777728,-0.67744119282124,0.856742316332333,1,"NS"
"GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA","GO:BP",11,0.794672262463041,1.36190056831745,0.860714388344493,0.813100817501639,"NS"
"GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS","GO:BP",10,-0.7818599821657,-0.700009404540635,0.862969076411269,1,"NS"
"GOBP_REGULATION_OF_MYELINATION","GO:BP",10,0.788370918156184,-0.772301724785515,0.863311595912823,1,"NS"
"GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS","GO:BP",16,0.793310273761229,0.973816059684787,0.867100819965226,1,"NS"
"GOBP_ADAPTIVE_THERMOGENESIS","GO:BP",32,0.809377543189912,-0.821713845117267,0.870344038917955,1,"NS"
"GOBP_PROTEIN_MONOUBIQUITINATION","GO:BP",12,-0.781489631076874,-0.915794284172264,0.870344038917955,1,"NS"
"GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING","GO:BP",12,0.783431249851245,0.69317544372741,0.871835437878686,1,"NS"
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","GO:BP",18,-0.799436839922195,-0.994980953929963,0.871835437878686,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS","GO:BP",10,0.776563175944584,-1.55891731466706,0.872767375071798,0.596195694716243,"NS"
"GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","GO:BP",12,-0.777698123406286,0.808893342414505,0.87365992895689,1,"NS"
"GOBP_RECOMBINATIONAL_REPAIR","GO:BP",20,0.784759168092672,0.792378347609908,0.877065759512835,1,"NS"
"GOBP_REGULATION_OF_VIRAL_PROCESS","GO:BP",29,0.798770409833151,-0.916355987320839,0.877065759512835,1,"NS"
"GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS","GO:BP",10,0.772416789198039,-0.980484884392438,0.877065759512835,1,"NS"
"GOBP_MEIOTIC_CELL_CYCLE","GO:BP",16,0.77803378289858,1.41495951648884,0.877269455839231,0.730563007855475,"NS"
"GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS","GO:BP",14,0.774311422737958,0.71570043261099,0.877269455839231,1,"NS"
"GOBP_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY","GO:BP",14,0.768937077028333,-0.814224159364772,0.8836694506137,1,"NS"
"GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION","GO:BP",19,0.773984049530283,-0.761318027496615,0.8836694506137,1,"NS"
"GOBP_VACUOLAR_TRANSPORT","GO:BP",38,0.798753129060806,-0.963222794153899,0.8836694506137,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS","GO:BP",15,0.763578895428378,-0.941017687555414,0.884011116807241,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION","GO:BP",11,-0.764215741248695,0.942237011337127,0.884011116807241,1,"NS"
"GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GO:BP",39,0.795959057206823,0.967919869109669,0.884011116807241,1,"NS"
"GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS","GO:BP",12,0.767909936276865,0.860376769509047,0.884011116807241,1,"NS"
"GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT","GO:BP",22,-0.796093625142125,0.952323308127499,0.88421052631579,1,"NS"
"GOBP_ANIMAL_ORGAN_REGENERATION","GO:BP",12,-0.764396589953346,-1.10130391208516,0.884774976061283,0.987684035646262,"NS"
"GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS","GO:BP",20,-0.78433878656103,0.984636963158626,0.88663287342499,1,"NS"
"GOBP_TUBE_CLOSURE","GO:BP",11,0.762458964531201,-1.64597392049158,0.887367339952071,0.459989643095624,"NS"
"GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION","GO:BP",10,0.757949552652825,0.697661786916709,0.887534979278099,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","GO:BP",18,0.762219029993548,1.03367302511782,0.887534979278099,1,"NS"
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION","GO:BP",15,0.754165184788103,-0.896793424720058,0.891750016201853,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA","GO:BP",10,0.753125533513437,0.502184529178856,0.893432267705468,1,"NS"
"GOBP_DICARBOXYLIC_ACID_TRANSPORT","GO:BP",12,0.748989596946442,-0.835865146058933,0.9002566219813,1,"NS"
"GOBP_REGULATION_OF_DNA_RECOMBINATION","GO:BP",16,-0.759030603123357,0.545577144767059,0.902523249452954,1,"NS"
"GOBP_PROTEIN_TETRAMERIZATION","GO:BP",29,0.767796759687108,-0.990415077352349,0.906296037612947,1,"NS"
"GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION","GO:BP",12,0.744603473961219,0.504128031143702,0.906544140267788,1,"NS"
"GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","GO:BP",41,0.772009046689926,0.667414749215746,0.912937841668354,1,"NS"
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION","GO:BP",12,0.736845358509374,0.711806432927475,0.91335453351953,1,"NS"
"GOBP_RESPONSE_TO_HEAT","GO:BP",36,-0.799298374935062,0.791025076274071,0.914012520863718,1,"NS"
"GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS","GO:BP",37,-0.797227636345286,-1.212834010538,0.920618335973965,0.859866392600205,"NS"
"GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS","GO:BP",14,0.72523134127546,1.05694107502199,0.922876904066107,1,"NS"
"GOBP_VESICLE_COATING","GO:BP",10,-0.7144005199118,0.662772162150571,0.922876904066107,1,"NS"
"GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI","GO:BP",10,-0.7144005199118,0.662772162150571,0.922876904066107,1,"NS"
"GOBP_PROTEIN_REFOLDING","GO:BP",18,0.725174410344617,-0.456741335611443,0.924793477991535,1,"NS"
"GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS","GO:BP",15,-0.729430499592062,-0.874406653350054,0.928297304755772,1,"NS"
"GOBP_SPHINGOLIPID_METABOLIC_PROCESS","GO:BP",17,0.719069207439213,-1.09439396728204,0.930336128109374,0.987684035646262,"NS"
"GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE","GO:BP",11,0.711684747900663,-1.09648343892807,0.932593060507383,0.99108773732984,"NS"
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE","GO:BP",138,-0.861794227697511,0.982783775841048,0.933317307692308,1,"NS"
"GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS","GO:BP",67,0.773320436429898,0.892622432036899,0.933317307692308,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING","GO:BP",10,0.70727013502552,-1.2289402038965,0.933317307692308,0.909554618244209,"NS"
"GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS","GO:BP",14,0.711472996065191,-0.589551515443089,0.933317307692308,1,"NS"
"GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES","GO:BP",12,0.71129388207668,0.571762013758308,0.933482074629178,1,"NS"
"GOBP_REGULATION_OF_CYTOKINESIS","GO:BP",13,0.713005477522688,-1.12766375398947,0.933482074629178,0.970802371629438,"NS"
"GOBP_MUSCLE_HYPERTROPHY","GO:BP",28,0.730828471283718,1.49337716887976,0.933710856105999,0.559551481359682,"NS"
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY","GO:BP",14,-0.716030391586429,0.856358269079532,0.933710856105999,1,"NS"
"GOBP_PROGRAMMED_NECROTIC_CELL_DEATH","GO:BP",11,0.705048692456713,-0.970717899855573,0.933710856105999,1,"NS"
"GOBP_NEUROMUSCULAR_PROCESS","GO:BP",41,-0.78707061352593,1.27565513399363,0.93505478157949,0.814455906564271,"NS"
"GOBP_REGULATION_OF_CELLULAR_RESPIRATION","GO:BP",15,0.70368017722868,-0.769145278912052,0.93505478157949,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY","GO:BP",15,-0.713748630333322,0.808719907407541,0.935517484454046,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","GO:BP",13,0.704522774971031,-0.887453159490147,0.935517484454046,1,"NS"
"GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE","GO:BP",15,-0.712246575999818,-0.991302755162298,0.935517484454046,1,"NS"
"GOBP_IMMUNOGLOBULIN_PRODUCTION","GO:BP",11,0.697522654195924,0.593581692541737,0.93581815919058,1,"NS"
"GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE","GO:BP",13,0.699613137700324,1.00510943748659,0.937583704500862,1,"NS"
"GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS","GO:BP",49,-0.784733436609515,-0.818206584088165,0.939240502725302,1,"NS"
"GOBP_AXO_DENDRITIC_TRANSPORT","GO:BP",19,0.697897271627746,0.750293246701896,0.939592639247627,1,"NS"
"GOBP_MUSCLE_ADAPTATION","GO:BP",36,0.732334781577821,0.908221773044629,0.941610356623299,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE","GO:BP",40,0.735170462546509,0.732418236767497,0.941610356623299,1,"NS"
"GOBP_DNA_RECOMBINATION","GO:BP",34,-0.757601020247656,0.854275586257114,0.944528856880584,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS","GO:BP",76,-0.805758598651968,0.528703721783324,0.944528856880584,1,"NS"
"GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE","GO:BP",10,0.679122535645118,0.767967698882585,0.94517310281062,1,"NS"
"GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT","GO:BP",11,0.680045859649442,-1.16795496704078,0.945651944489224,0.947962447637628,"NS"
"GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT","GO:BP",11,0.680045859649442,-1.16795496704078,0.945651944489224,0.947962447637628,"NS"
"GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS","GO:BP",11,-0.675648554844858,0.820104761149747,0.949966776626846,1,"NS"
"GOBP_PROTEIN_HOMOTETRAMERIZATION","GO:BP",20,0.686926499954647,-1.24945289669927,0.949966776626846,0.849703134642804,"NS"
"GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS","GO:BP",37,0.713533769140976,-1.19878623862249,0.951110153163549,0.875632064372523,"NS"
"GOBP_CELLULAR_RESPONSE_TO_HEAT","GO:BP",21,-0.710671138259767,-0.788205807709865,0.951110153163549,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY","GO:BP",15,-0.682711348828271,0.803596653416673,0.951110153163549,1,"NS"
"GOBP_REGULATION_OF_DNA_REPLICATION","GO:BP",10,0.665311142496149,1.14523991515419,0.951110153163549,0.970802371629438,"NS"
"GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING","GO:BP",13,0.670712061621622,-1.13170918941907,0.951615073234291,0.970802371629438,"NS"
"GOBP_HYPEROSMOTIC_RESPONSE","GO:BP",11,0.666426036974054,0.685308146216272,0.951689878427669,1,"NS"
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY","GO:BP",10,0.656692079983281,0.774645600407621,0.956674173861887,1,"NS"
"GOBP_ERYTHROCYTE_HOMEOSTASIS","GO:BP",35,0.695877280719707,-0.576522680623443,0.959120112645936,1,"NS"
"GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS","GO:BP",11,-0.654899330483583,1.07930410646659,0.959395721417916,1,"NS"
"GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS","GO:BP",19,-0.681121573132088,-0.944232123558775,0.961744993910416,1,"NS"
"GOBP_POLYOL_METABOLIC_PROCESS","GO:BP",23,0.660057476833694,-1.40003259876438,0.961831029278146,0.709940316834075,"NS"
"GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","GO:BP",24,-0.695220678011201,0.855980956263393,0.961831029278146,1,"NS"
"GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION","GO:BP",36,0.688683007231976,1.15215440849962,0.962745016783391,0.936670619222011,"NS"
"GOBP_PROTEIN_SUMOYLATION","GO:BP",10,0.634758786300247,0.555173608181658,0.963980340140511,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS","GO:BP",10,0.631442029769629,-0.774674304316594,0.964493929444973,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS","GO:BP",47,0.687573562378788,0.92487583763793,0.965116195383851,1,"NS"
"GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION","GO:BP",11,-0.627702725204359,1.00418394776258,0.967546615337144,1,"NS"
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","GO:BP",82,0.714361994483357,-1.49525539952986,0.96841845977377,0.280659240497454,"NS"
"GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS","GO:BP",25,0.636923712554464,1.00923903757513,0.968764569768531,1,"NS"
"GOBP_RESPONSE_TO_VIRUS","GO:BP",60,0.694441023723925,0.95809733345285,0.968764569768531,1,"NS"
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM","GO:BP",11,-0.621548543832536,0.76603720992873,0.96991310336146,1,"NS"
"GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE","GO:BP",24,-0.670152012133277,-1.03973910929312,0.96991310336146,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC","GO:BP",14,0.613823905606089,-1.42139929427579,0.972351628613386,0.709940316834075,"NS"
"GOBP_T_CELL_HOMEOSTASIS","GO:BP",10,0.604746206619644,-0.612302353107481,0.974684611435295,1,"NS"
"GOBP_RESPONSE_TO_CALCIUM_ION","GO:BP",39,0.664361660052472,0.819098257575819,0.976237776862385,1,"NS"
"GOBP_STEROL_BIOSYNTHETIC_PROCESS","GO:BP",22,-0.652885093572251,-0.916063024452289,0.976332628352296,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","GO:BP",29,0.632888397697021,0.917431134284698,0.977330840195096,1,"NS"
"GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS","GO:BP",43,0.649547355742658,0.863787811014917,0.982750842891539,1,"NS"
"GOBP_COPII_COATED_VESICLE_BUDDING","GO:BP",18,0.587136768084319,1.02141535686874,0.986436119343244,1,"NS"
"GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS","GO:BP",67,0.662279423246023,0.975453432867828,0.986807696485116,1,"NS"
"GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","GO:BP",11,-0.575811952871274,0.517639928007742,0.986807696485116,1,"NS"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS","GO:BP",29,0.60477478561514,0.790163117550806,0.98872343814561,1,"NS"
"GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS","GO:BP",20,-0.607337267934739,-0.805971369237614,0.98872343814561,1,"NS"
"GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY","GO:BP",10,0.562627689464048,0.711748928141056,0.98872343814561,1,"NS"
"GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY","GO:BP",11,0.561102277741156,-1.41130804018826,0.989200347649709,0.783901339624231,"NS"
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE","GO:BP",22,-0.600101346445026,1.02907894000512,0.989783541122185,1,"NS"
"GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE","GO:BP",63,0.615715008594157,0.59618095906417,0.992299806400733,1,"NS"
"GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS","GO:BP",20,0.511351027169967,1.02762102914075,0.992299806400733,1,"NS"
"GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION","GO:BP",31,0.531971876680319,-1.04027883111478,0.992299806400733,1,"NS"
"GOBP_GLYCOSYLATION","GO:BP",17,0.513939991383508,1.33691369685728,0.992299806400733,0.813100817501639,"NS"
"GOBP_LACTATE_METABOLIC_PROCESS","GO:BP",10,-0.534964924379972,-0.724568890325213,0.992299806400733,1,"NS"
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY","GO:BP",12,-0.507091138897662,1.01878299621722,0.992299806400733,1,"NS"
"GOBP_NUCLEOTIDE_EXCISION_REPAIR","GO:BP",10,0.506175757964403,-0.874263047917856,0.992299806400733,1,"NS"
"GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS","GO:BP",13,0.532436620511566,0.980575732052116,0.992299806400733,1,"NS"
"GOBP_PEPTIDYL_LYSINE_MODIFICATION","GO:BP",19,0.548506618322919,0.692618254382109,0.992299806400733,1,"NS"
"GOBP_PROTEIN_INSERTION_INTO_MEMBRANE","GO:BP",10,0.475532000192027,1.26268172369859,0.992299806400733,0.891235315756527,"NS"
