contrast,method_a,method_b,spearman_rho
Training_CR,vsn_mix_bpca_MinProb,vsn_mix_bpca_MinDet,0.9274565907767179
Training_CR,rlr_mix_bpca_MinProb,vsn_mix_bpca_MinDet,0.9163942487102555
Training_CR,cycloess_mix_bpca_MinProb,rlr_mix_bpca_MinDet,0.9207563205334974
Training_CR,vsn_mix_bpca_MinProb,rlr_mix_bpca_MinDet,0.9133144931182798
Training_CR,rlr_mix_bpca_MinProb,rlr_mix_bpca_MinDet,0.9269154708413806
Training_CR,vsn_mix_bpca_MinProb,cycloess_mix_bpca_MinProb,0.8807954818630064
Training_CR,rlr_mix_bpca_MinProb,cycloess_mix_bpca_MinProb,0.8814815033461548
Training_CR,rlr_mix_bpca_MinProb,vsn_mix_bpca_MinProb,0.8911433814946638
Cancer_vs_Healthy,vsn_none,cycloess_none,0.9940031517425226
Cancer_vs_Healthy,rlr_none,cycloess_none,0.9952173408482115
Cancer_vs_Healthy,cycloess_bpca,cycloess_none,0.9965008946490378
Cancer_vs_Healthy,vsn_bpca,cycloess_none,0.9920763618467465
Cancer_vs_Healthy,rlr_bpca,cycloess_none,0.9931731524758464
Cancer_vs_Healthy,cycloess_mix_bpca_MinDet,cycloess_none,0.9883161057832098
Cancer_vs_Healthy,vsn_mix_bpca_MinDet,cycloess_none,0.9857650767794237
Cancer_vs_Healthy,rlr_mix_bpca_MinDet,cycloess_none,0.9834941091787006
Cancer_vs_Healthy,cycloess_mix_bpca_MinProb,cycloess_none,0.9601875833802688
Cancer_vs_Healthy,vsn_mix_bpca_MinProb,cycloess_none,0.9590101624465972
Cancer_vs_Healthy,rlr_mix_bpca_MinProb,cycloess_none,0.9551769113531281
Cancer_vs_Healthy,rlr_none,vsn_none,0.9985384107367066
Cancer_vs_Healthy,cycloess_bpca,vsn_none,0.989593809076908
Cancer_vs_Healthy,vsn_bpca,vsn_none,0.9963275937236827
Cancer_vs_Healthy,rlr_bpca,vsn_none,0.9953629739545741
Cancer_vs_Healthy,cycloess_mix_bpca_MinDet,vsn_none,0.9795480254754186
Cancer_vs_Healthy,vsn_mix_bpca_MinDet,vsn_none,0.9888345454421716
Cancer_vs_Healthy,rlr_mix_bpca_MinDet,vsn_none,0.98394253103529306
Cancer_vs_Healthy,cycloess_mix_bpca_MinProb,vsn_none,0.9527834341723711
Cancer_vs_Healthy,vsn_mix_bpca_MinProb,vsn_none,0.9642947570610749
Cancer_vs_Healthy,rlr_mix_bpca_MinProb,vsn_none,0.9576661638656246
Cancer_vs_Healthy,cycloess_bpca,rlr_none,0.9907350325719093
Cancer_vs_Healthy,vsn_bpca,rlr_none,0.9951968532862073
Cancer_vs_Healthy,rlr_bpca,rlr_none,0.9967192638959793
Cancer_vs_Healthy,cycloess_mix_bpca_MinDet,rlr_none,0.9818083570385437
Cancer_vs_Healthy,vsn_mix_bpca_MinDet,rlr_none,0.9885679953175548
Cancer_vs_Healthy,rlr_mix_bpca_MinDet,rlr_none,0.9866346390463633
Cancer_vs_Healthy,cycloess_mix_bpca_MinProb,rlr_none,0.9552648454755155
Cancer_vs_Healthy,vsn_mix_bpca_MinProb,rlr_none,0.9643746813037741
Cancer_vs_Healthy,rlr_mix_bpca_MinProb,rlr_none,0.9599284292537676
Cancer_vs_Healthy,vsn_bpca,cycloess_bpca,0.9945198301693691
Cancer_vs_Healthy,rlr_bpca,cycloess_bpca,0.9952207024872386
Cancer_vs_Healthy,cycloess_mix_bpca_MinDet,cycloess_bpca,0.9908582384074008
Cancer_vs_Healthy,vsn_mix_bpca_MinDet,cycloess_bpca,0.9873330636830744
Cancer_vs_Healthy,rlr_mix_bpca_MinDet,cycloess_bpca,0.9845416068826757
Cancer_vs_Healthy,cycloess_mix_bpca_MinProb,cycloess_bpca,0.9569345778562955
Cancer_vs_Healthy,vsn_mix_bpca_MinProb,cycloess_bpca,0.9541021851575481
Cancer_vs_Healthy,rlr_mix_bpca_MinProb,cycloess_bpca,0.9495931014460091
Cancer_vs_Healthy,rlr_bpca,vsn_bpca,0.9985504942011435
Cancer_vs_Healthy,cycloess_mix_bpca_MinDet,vsn_bpca,0.9843265267072907
Cancer_vs_Healthy,vsn_mix_bpca_MinDet,vsn_bpca,0.9921038570728367
Cancer_vs_Healthy,rlr_mix_bpca_MinDet,vsn_bpca,0.9869086283173216
Cancer_vs_Healthy,cycloess_mix_bpca_MinProb,vsn_bpca,0.9511477575092477
Cancer_vs_Healthy,vsn_mix_bpca_MinProb,vsn_bpca,0.9603733855233352
Cancer_vs_Healthy,rlr_mix_bpca_MinProb,vsn_bpca,0.9534396147349858
Cancer_vs_Healthy,cycloess_mix_bpca_MinDet,rlr_bpca,0.9853562316520753
Cancer_vs_Healthy,vsn_mix_bpca_MinDet,rlr_bpca,0.9910958478403717
Cancer_vs_Healthy,rlr_mix_bpca_MinDet,rlr_bpca,0.9887104138811139
Cancer_vs_Healthy,cycloess_mix_bpca_MinProb,rlr_bpca,0.9531335074939546
Cancer_vs_Healthy,vsn_mix_bpca_MinProb,rlr_bpca,0.9605271089219881
Cancer_vs_Healthy,rlr_mix_bpca_MinProb,rlr_bpca,0.9551284892376463
Cancer_vs_Healthy,vsn_mix_bpca_MinDet,cycloess_mix_bpca_MinDet,0.9938628670548453
Cancer_vs_Healthy,rlr_mix_bpca_MinDet,cycloess_mix_bpca_MinDet,0.9945280165645256
Cancer_vs_Healthy,cycloess_mix_bpca_MinProb,cycloess_mix_bpca_MinDet,0.9649448929495469
Cancer_vs_Healthy,vsn_mix_bpca_MinProb,cycloess_mix_bpca_MinDet,0.9552662732895247
Cancer_vs_Healthy,rlr_mix_bpca_MinProb,cycloess_mix_bpca_MinDet,0.9558942211836491
Cancer_vs_Healthy,rlr_mix_bpca_MinDet,vsn_mix_bpca_MinDet,0.9977097510263052
Cancer_vs_Healthy,cycloess_mix_bpca_MinProb,vsn_mix_bpca_MinDet,0.9591457714356514
Cancer_vs_Healthy,vsn_mix_bpca_MinProb,vsn_mix_bpca_MinDet,0.9628060942475316
Cancer_vs_Healthy,rlr_mix_bpca_MinProb,vsn_mix_bpca_MinDet,0.960265946441716
Cancer_vs_Healthy,cycloess_mix_bpca_MinProb,rlr_mix_bpca_MinDet,0.962774239089378
Cancer_vs_Healthy,vsn_mix_bpca_MinProb,rlr_mix_bpca_MinDet,0.9627759885537959
Cancer_vs_Healthy,rlr_mix_bpca_MinProb,rlr_mix_bpca_MinDet,0.9637792534427333
Cancer_vs_Healthy,vsn_mix_bpca_MinProb,cycloess_mix_bpca_MinProb,0.9560026271777768
Cancer_vs_Healthy,rlr_mix_bpca_MinProb,cycloess_mix_bpca_MinProb,0.9601626476284669
Cancer_vs_Healthy,rlr_mix_bpca_MinProb,vsn_mix_bpca_MinProb,0.9620672985619699
Supplement_Interaction,vsn_none,cycloess_none,0.9646662985861525
Supplement_Interaction,rlr_none,cycloess_none,0.995665001727008
Supplement_Interaction,cycloess_bpca,cycloess_none,0.969292745471187
Supplement_Interaction,vsn_bpca,cycloess_none,0.936124223976712
Supplement_Interaction,rlr_bpca,cycloess_none,0.9693796969908017
Supplement_Interaction,cycloess_mix_bpca_MinDet,cycloess_none,0.9135028096261261
Supplement_Interaction,vsn_mix_bpca_MinDet,cycloess_none,0.8806451338323611
Supplement_Interaction,rlr_mix_bpca_MinDet,cycloess_none,0.9015512493147034
Supplement_Interaction,cycloess_mix_bpca_MinProb,cycloess_none,0.8113613023923163
Supplement_Interaction,vsn_mix_bpca_MinProb,cycloess_none,0.7868670608858532
Supplement_Interaction,rlr_mix_bpca_MinProb,cycloess_none,0.8257293418112799
Supplement_Interaction,rlr_none,vsn_none,0.969758263831512
Supplement_Interaction,cycloess_bpca,vsn_none,0.9330144411423197
Supplement_Interaction,vsn_bpca,vsn_none,0.9764042849875184
Supplement_Interaction,rlr_bpca,vsn_none,0.9452098497278711
Supplement_Interaction,cycloess_mix_bpca_MinDet,vsn_none,0.8883497162896302
Supplement_Interaction,vsn_mix_bpca_MinDet,vsn_none,0.9285290614968713
Supplement_Interaction,rlr_mix_bpca_MinDet,vsn_none,0.8891502296279921
Supplement_Interaction,cycloess_mix_bpca_MinProb,vsn_none,0.785108980551977
Supplement_Interaction,vsn_mix_bpca_MinProb,vsn_none,0.830083242929629
Supplement_Interaction,rlr_mix_bpca_MinProb,vsn_none,0.8107000715260292
Supplement_Interaction,cycloess_bpca,rlr_none,0.9636810853457585
Supplement_Interaction,vsn_bpca,rlr_none,0.9419059096849195
Supplement_Interaction,rlr_bpca,rlr_none,0.9716464086074593
Supplement_Interaction,cycloess_mix_bpca_MinDet,rlr_none,0.906508250833109
Supplement_Interaction,vsn_mix_bpca_MinDet,rlr_none,0.8860640331827115
Supplement_Interaction,rlr_mix_bpca_MinDet,rlr_none,0.9025198230302989
Supplement_Interaction,cycloess_mix_bpca_MinProb,rlr_none,0.8052839748490563
Supplement_Interaction,vsn_mix_bpca_MinProb,rlr_none,0.7939078765379427
Supplement_Interaction,rlr_mix_bpca_MinProb,rlr_none,0.8273986172131258
Supplement_Interaction,vsn_bpca,cycloess_bpca,0.9544827564294635
Supplement_Interaction,rlr_bpca,cycloess_bpca,0.9951615129281991
Supplement_Interaction,cycloess_mix_bpca_MinDet,cycloess_bpca,0.9438727823209484
Supplement_Interaction,vsn_mix_bpca_MinDet,cycloess_bpca,0.9018897844085184
Supplement_Interaction,rlr_mix_bpca_MinDet,cycloess_bpca,0.9285736041946197
Supplement_Interaction,cycloess_mix_bpca_MinProb,cycloess_bpca,0.8339604659874994
Supplement_Interaction,vsn_mix_bpca_MinProb,cycloess_bpca,0.8151635612921428
Supplement_Interaction,rlr_mix_bpca_MinProb,cycloess_bpca,0.8480883031573931
Supplement_Interaction,rlr_bpca,vsn_bpca,0.9651726606645264
Supplement_Interaction,cycloess_mix_bpca_MinDet,vsn_bpca,0.9129445284647179
Supplement_Interaction,vsn_mix_bpca_MinDet,vsn_bpca,0.95478787322259
Supplement_Interaction,rlr_mix_bpca_MinDet,vsn_bpca,0.9134901044349847
Supplement_Interaction,cycloess_mix_bpca_MinProb,vsn_bpca,0.80123920330881
Supplement_Interaction,vsn_mix_bpca_MinProb,vsn_bpca,0.859554394938023
Supplement_Interaction,rlr_mix_bpca_MinProb,vsn_bpca,0.8301565498035551
Supplement_Interaction,cycloess_mix_bpca_MinDet,rlr_bpca,0.938600994884327
Supplement_Interaction,vsn_mix_bpca_MinDet,rlr_bpca,0.9123000724517547
Supplement_Interaction,rlr_mix_bpca_MinDet,rlr_bpca,0.9326179226784976
Supplement_Interaction,cycloess_mix_bpca_MinProb,rlr_bpca,0.8295115171733961
Supplement_Interaction,vsn_mix_bpca_MinProb,rlr_bpca,0.8261257112175955
Supplement_Interaction,rlr_mix_bpca_MinProb,rlr_bpca,0.8527340392605314
Supplement_Interaction,vsn_mix_bpca_MinDet,cycloess_mix_bpca_MinDet,0.9575974032456451
Supplement_Interaction,rlr_mix_bpca_MinDet,cycloess_mix_bpca_MinDet,0.992926591747357
Supplement_Interaction,cycloess_mix_bpca_MinProb,cycloess_mix_bpca_MinDet,0.8653059416106837
Supplement_Interaction,vsn_mix_bpca_MinProb,cycloess_mix_bpca_MinDet,0.8394908230882939
Supplement_Interaction,rlr_mix_bpca_MinProb,cycloess_mix_bpca_MinDet,0.8875308649554096
Supplement_Interaction,rlr_mix_bpca_MinDet,vsn_mix_bpca_MinDet,0.9654588687284473
Supplement_Interaction,cycloess_mix_bpca_MinProb,vsn_mix_bpca_MinDet,0.8239001649693953
Supplement_Interaction,vsn_mix_bpca_MinProb,vsn_mix_bpca_MinDet,0.8783578640475119
Supplement_Interaction,rlr_mix_bpca_MinProb,vsn_mix_bpca_MinDet,0.8618648686618028
Supplement_Interaction,cycloess_mix_bpca_MinProb,rlr_mix_bpca_MinDet,0.8615022333227353
Supplement_Interaction,vsn_mix_bpca_MinProb,rlr_mix_bpca_MinDet,0.8504461222522992
Supplement_Interaction,rlr_mix_bpca_MinProb,rlr_mix_bpca_MinDet,0.8937134878979919
Supplement_Interaction,vsn_mix_bpca_MinProb,cycloess_mix_bpca_MinProb,0.7700463390368294
Supplement_Interaction,rlr_mix_bpca_MinProb,cycloess_mix_bpca_MinProb,0.8142946639001334
Supplement_Interaction,rlr_mix_bpca_MinProb,vsn_mix_bpca_MinProb,0.8229178308924155
