contrast,method_a,method_b,spearman_rho
Training_CR,vsn_none,cycloess_none,0.9861794664537553
Training_CR,rlr_none,cycloess_none,0.996920085544103
Training_CR,cycloess_bpca,cycloess_none,0.9821232625950213
Training_CR,vsn_bpca,cycloess_none,0.9652809548655247
Training_CR,rlr_bpca,cycloess_none,0.9781637284130654
Training_CR,cycloess_mix_bpca_MinDet,cycloess_none,0.961036279557589
Training_CR,vsn_mix_bpca_MinDet,cycloess_none,0.9497270629573604
Training_CR,rlr_mix_bpca_MinDet,cycloess_none,0.9514672524678973
Training_CR,cycloess_mix_bpca_MinProb,cycloess_none,0.896329688373905
Training_CR,vsn_mix_bpca_MinProb,cycloess_none,0.8963694376960513
Training_CR,rlr_mix_bpca_MinProb,cycloess_none,0.8986854147798717
Training_CR,rlr_none,vsn_none,0.9891015603908548
Training_CR,cycloess_bpca,vsn_none,0.9750628164615895
Training_CR,vsn_bpca,vsn_none,0.9826486687311263
Training_CR,rlr_bpca,vsn_none,0.9766978615915934
Training_CR,cycloess_mix_bpca_MinDet,vsn_none,0.9494027059782045
Training_CR,vsn_mix_bpca_MinDet,vsn_none,0.9636245748992692
Training_CR,rlr_mix_bpca_MinDet,vsn_none,0.9454899013245194
Training_CR,cycloess_mix_bpca_MinProb,vsn_none,0.8887246312214325
Training_CR,vsn_mix_bpca_MinProb,vsn_none,0.9157738184137918
Training_CR,rlr_mix_bpca_MinProb,vsn_none,0.8950040885885635
Training_CR,cycloess_bpca,rlr_none,0.9820867317382443
Training_CR,vsn_bpca,rlr_none,0.9710505218062013
Training_CR,rlr_bpca,rlr_none,0.9838578565652174
Training_CR,cycloess_mix_bpca_MinDet,rlr_none,0.9615861095506384
Training_CR,vsn_mix_bpca_MinDet,rlr_none,0.9558751751646346
Training_CR,rlr_mix_bpca_MinDet,rlr_none,0.9580025199740492
Training_CR,cycloess_mix_bpca_MinProb,rlr_none,0.898126519736891
Training_CR,vsn_mix_bpca_MinProb,rlr_none,0.9044271158119753
Training_CR,rlr_mix_bpca_MinProb,rlr_none,0.9050417250205559
Training_CR,vsn_bpca,cycloess_bpca,0.9880757721281803
Training_CR,rlr_bpca,cycloess_bpca,0.9966567715364023
Training_CR,cycloess_mix_bpca_MinDet,cycloess_bpca,0.9720927730782063
Training_CR,vsn_mix_bpca_MinDet,cycloess_bpca,0.96643385191682
Training_CR,rlr_mix_bpca_MinDet,cycloess_bpca,0.9640968439956099
Training_CR,cycloess_mix_bpca_MinProb,cycloess_bpca,0.9021377180350936
Training_CR,vsn_mix_bpca_MinProb,cycloess_bpca,0.9088939809460967
Training_CR,rlr_mix_bpca_MinProb,cycloess_bpca,0.9030512051956427
Training_CR,rlr_bpca,vsn_bpca,0.9904402478175188
Training_CR,cycloess_mix_bpca_MinDet,vsn_bpca,0.9573662797754875
Training_CR,vsn_mix_bpca_MinDet,vsn_bpca,0.9754984193726277
Training_CR,rlr_mix_bpca_MinDet,vsn_bpca,0.9550983031313082
Training_CR,cycloess_mix_bpca_MinProb,vsn_bpca,0.8899124430323296
Training_CR,vsn_mix_bpca_MinProb,vsn_bpca,0.9221438890158603
Training_CR,rlr_mix_bpca_MinProb,vsn_bpca,0.8957959997397772
Training_CR,cycloess_mix_bpca_MinDet,rlr_bpca,0.9709206103442027
Training_CR,vsn_mix_bpca_MinDet,rlr_bpca,0.9705176765237549
Training_CR,rlr_mix_bpca_MinDet,rlr_bpca,0.9690630341247746
Training_CR,cycloess_mix_bpca_MinProb,rlr_bpca,0.9033449328185071
Training_CR,vsn_mix_bpca_MinProb,rlr_bpca,0.9155163176488424
Training_CR,rlr_mix_bpca_MinProb,rlr_bpca,0.9077854736124773
Training_CR,vsn_mix_bpca_MinDet,cycloess_mix_bpca_MinDet,0.9868922712172722
Training_CR,rlr_mix_bpca_MinDet,cycloess_mix_bpca_MinDet,0.9959129294697342
Training_CR,cycloess_mix_bpca_MinProb,cycloess_mix_bpca_MinDet,0.9208276935824057
Training_CR,vsn_mix_bpca_MinProb,cycloess_mix_bpca_MinDet,0.9100488961575781
Training_CR,rlr_mix_bpca_MinProb,cycloess_mix_bpca_MinDet,0.9224213262222968
Training_CR,rlr_mix_bpca_MinDet,vsn_mix_bpca_MinDet,0.9878125993328541
Training_CR,cycloess_mix_bpca_MinProb,vsn_mix_bpca_MinDet,0.9100488765447483
