k,concordance,method,contrast
94,0.776595744680851,cycloess_none,Training_CR
95,0.7789473684210526,cycloess_none,Training_CR
96,0.78125,cycloess_none,Training_CR
97,0.7835051546391752,cycloess_none,Training_CR
98,0.7857142857142857,cycloess_none,Training_CR
99,0.7777777777777778,cycloess_none,Training_CR
100,0.78,cycloess_none,Training_CR
101,0.7722772277227723,cycloess_none,Training_CR
102,0.7745098039215687,cycloess_none,Training_CR
103,0.7669902912621359,cycloess_none,Training_CR
104,0.7692307692307693,cycloess_none,Training_CR
105,0.7714285714285715,cycloess_none,Training_CR
106,0.7735849056603774,cycloess_none,Training_CR
107,0.7757009345794392,cycloess_none,Training_CR
108,0.7777777777777778,cycloess_none,Training_CR
109,0.7706422018348624,cycloess_none,Training_CR
110,0.7727272727272727,cycloess_none,Training_CR
111,0.7747747747747747,cycloess_none,Training_CR
112,0.7678571428571429,cycloess_none,Training_CR
113,0.7610619469026548,cycloess_none,Training_CR
114,0.7543859649122807,cycloess_none,Training_CR
115,0.7565217391304347,cycloess_none,Training_CR
116,0.7672413793103449,cycloess_none,Training_CR
117,0.7777777777777778,cycloess_none,Training_CR
118,0.7711864406779662,cycloess_none,Training_CR
119,0.7647058823529411,cycloess_none,Training_CR
120,0.7666666666666667,cycloess_none,Training_CR
121,0.768595041322314,cycloess_none,Training_CR
122,0.7704918032786885,cycloess_none,Training_CR
123,0.7723577235772358,cycloess_none,Training_CR
124,0.7741935483870968,cycloess_none,Training_CR
125,0.784,cycloess_none,Training_CR
126,0.7777777777777778,cycloess_none,Training_CR
127,0.7716535433070866,cycloess_none,Training_CR
128,0.765625,cycloess_none,Training_CR
129,0.7751937984496124,cycloess_none,Training_CR
130,0.7692307692307693,cycloess_none,Training_CR
131,0.7786259541984732,cycloess_none,Training_CR
132,0.7803030303030303,cycloess_none,Training_CR
133,0.7894736842105263,cycloess_none,Training_CR
134,0.7910447761194029,cycloess_none,Training_CR
135,0.8,cycloess_none,Training_CR
136,0.8014705882352942,cycloess_none,Training_CR
137,0.8029197080291971,cycloess_none,Training_CR
138,0.7971014492753623,cycloess_none,Training_CR
139,0.7913669064748201,cycloess_none,Training_CR
140,0.8,cycloess_none,Training_CR
141,0.8014184397163121,cycloess_none,Training_CR
142,0.8098591549295775,cycloess_none,Training_CR
143,0.8041958041958042,cycloess_none,Training_CR
144,0.8055555555555556,cycloess_none,Training_CR
145,0.8068965517241379,cycloess_none,Training_CR
146,0.8082191780821918,cycloess_none,Training_CR
147,0.8027210884353742,cycloess_none,Training_CR
148,0.7972972972972973,cycloess_none,Training_CR
149,0.7986577181208053,cycloess_none,Training_CR
150,0.7933333333333333,cycloess_none,Training_CR
151,0.7947019867549668,cycloess_none,Training_CR
152,0.7960526315789473,cycloess_none,Training_CR
153,0.803921568627451,cycloess_none,Training_CR
154,0.8116883116883117,cycloess_none,Training_CR
155,0.8064516129032258,cycloess_none,Training_CR
156,0.8141025641025641,cycloess_none,Training_CR
157,0.8152866242038217,cycloess_none,Training_CR
158,0.810126582278481,cycloess_none,Training_CR
159,0.8176100628930818,cycloess_none,Training_CR
160,0.81875,cycloess_none,Training_CR
161,0.8198757763975155,cycloess_none,Training_CR
162,0.8148148148148148,cycloess_none,Training_CR
163,0.8220858895705522,cycloess_none,Training_CR
164,0.823170731707317,cycloess_none,Training_CR
165,0.8303030303030303,cycloess_none,Training_CR
166,0.8313253012048193,cycloess_none,Training_CR
167,0.8323353293413174,cycloess_none,Training_CR
168,0.8273809523809523,cycloess_none,Training_CR
169,0.8284023668639053,cycloess_none,Training_CR
170,0.8294117647058824,cycloess_none,Training_CR
171,0.8304093567251462,cycloess_none,Training_CR
172,0.8313953488372093,cycloess_none,Training_CR
173,0.8323699421965318,cycloess_none,Training_CR
174,0.8333333333333334,cycloess_none,Training_CR
175,0.84,cycloess_none,Training_CR
176,0.8409090909090909,cycloess_none,Training_CR
177,0.8361581920903954,cycloess_none,Training_CR
178,0.8370786516853933,cycloess_none,Training_CR
179,0.8379888268156425,cycloess_none,Training_CR
180,0.8388888888888889,cycloess_none,Training_CR
181,0.8397790055248618,cycloess_none,Training_CR
182,0.8406593406593407,cycloess_none,Training_CR
183,0.8360655737704918,cycloess_none,Training_CR
184,0.8369565217391305,cycloess_none,Training_CR
185,0.8324324324324325,cycloess_none,Training_CR
186,0.8333333333333334,cycloess_none,Training_CR
187,0.8342245989304813,cycloess_none,Training_CR
188,0.8297872340425532,cycloess_none,Training_CR
189,0.8306878306878307,cycloess_none,Training_CR
190,0.8263157894736842,cycloess_none,Training_CR
191,0.8219895287958116,cycloess_none,Training_CR
192,0.8177083333333334,cycloess_none,Training_CR
193,0.8186528497409327,cycloess_none,Training_CR
194,0.8144329896907216,cycloess_none,Training_CR
195,0.8102564102564103,cycloess_none,Training_CR
196,0.8112244897959183,cycloess_none,Training_CR
197,0.817258883248731,cycloess_none,Training_CR
198,0.8181818181818182,cycloess_none,Training_CR
199,0.8140703517587939,cycloess_none,Training_CR
200,0.81,cycloess_none,Training_CR
201,0.8109452736318408,cycloess_none,Training_CR
202,0.8168316831683168,cycloess_none,Training_CR
203,0.8177339901477833,cycloess_none,Training_CR
204,0.8137254901960784,cycloess_none,Training_CR
205,0.8146341463414634,cycloess_none,Training_CR
206,0.8106796116504854,cycloess_none,Training_CR
207,0.8115942028985508,cycloess_none,Training_CR
208,0.8173076923076923,cycloess_none,Training_CR
209,0.8181818181818182,cycloess_none,Training_CR
210,0.8238095238095238,cycloess_none,Training_CR
211,0.8199052132701422,cycloess_none,Training_CR
212,0.8207547169811321,cycloess_none,Training_CR
213,0.8262910798122066,cycloess_none,Training_CR
214,0.8317757009345794,cycloess_none,Training_CR
215,0.827906976744186,cycloess_none,Training_CR
216,0.8240740740740741,cycloess_none,Training_CR
217,0.8294930875576036,cycloess_none,Training_CR
218,0.8256880733944955,cycloess_none,Training_CR
219,0.8264840182648402,cycloess_none,Training_CR
220,0.8318181818181818,cycloess_none,Training_CR
221,0.832579185520362,cycloess_none,Training_CR
222,0.8333333333333334,cycloess_none,Training_CR
223,0.8340807174887892,cycloess_none,Training_CR
224,0.8303571428571429,cycloess_none,Training_CR
225,0.8355555555555556,cycloess_none,Training_CR
226,0.831858407079646,cycloess_none,Training_CR
227,0.8370044052863436,cycloess_none,Training_CR
228,0.8377192982456141,cycloess_none,Training_CR
229,0.834061135371179,cycloess_none,Training_CR
230,0.8347826086956521,cycloess_none,Training_CR
231,0.8398268398268398,cycloess_none,Training_CR
232,0.8405172413793104,cycloess_none,Training_CR
233,0.8369098712446352,cycloess_none,Training_CR
234,0.8418803418803419,cycloess_none,Training_CR
235,0.8468085106382979,cycloess_none,Training_CR
236,0.8432203389830508,cycloess_none,Training_CR
237,0.8481012658227848,cycloess_none,Training_CR
238,0.8445378151260504,cycloess_none,Training_CR
239,0.8410041841004184,cycloess_none,Training_CR
240,0.8458333333333333,cycloess_none,Training_CR
241,0.8423236514522822,cycloess_none,Training_CR
242,0.8388429752066116,cycloess_none,Training_CR
243,0.8395061728395061,cycloess_none,Training_CR
244,0.8360655737704918,cycloess_none,Training_CR
245,0.8367346938775511,cycloess_none,Training_CR
246,0.8373983739837398,cycloess_none,Training_CR
247,0.8421052631578947,cycloess_none,Training_CR
248,0.8387096774193549,cycloess_none,Training_CR
249,0.8393574297188755,cycloess_none,Training_CR
250,0.84,cycloess_none,Training_CR
251,0.8406374501992032,cycloess_none,Training_CR
252,0.8452380952380952,cycloess_none,Training_CR
253,0.849802371541502,cycloess_none,Training_CR
254,0.8503937007874016,cycloess_none,Training_CR
255,0.8509803921568627,cycloess_none,Training_CR
256,0.8515625,cycloess_none,Training_CR
257,0.8560311284046692,cycloess_none,Training_CR
258,0.8565891472868217,cycloess_none,Training_CR
259,0.8571428571428571,cycloess_none,Training_CR
260,0.8615384615384616,cycloess_none,Training_CR
261,0.8620689655172413,cycloess_none,Training_CR
262,0.8625954198473282,cycloess_none,Training_CR
263,0.8669201520912547,cycloess_none,Training_CR
264,0.8712121212121212,cycloess_none,Training_CR
265,0.8679245283018868,cycloess_none,Training_CR
266,0.868421052631579,cycloess_none,Training_CR
267,0.8651685393258427,cycloess_none,Training_CR
268,0.8619402985074627,cycloess_none,Training_CR
269,0.8587360594795539,cycloess_none,Training_CR
270,0.8592592592592593,cycloess_none,Training_CR
271,0.8597785977859779,cycloess_none,Training_CR
272,0.8566176470588235,cycloess_none,Training_CR
273,0.8608058608058609,cycloess_none,Training_CR
274,0.8613138686131386,cycloess_none,Training_CR
275,0.8618181818181818,cycloess_none,Training_CR
276,0.8586956521739131,cycloess_none,Training_CR
277,0.8628158844765343,cycloess_none,Training_CR
278,0.8633093525179856,cycloess_none,Training_CR
279,0.8637992831541219,cycloess_none,Training_CR
280,0.8642857142857143,cycloess_none,Training_CR
281,0.8647686832740213,cycloess_none,Training_CR
282,0.8652482269503546,cycloess_none,Training_CR
283,0.8692579505300353,cycloess_none,Training_CR
284,0.8732394366197183,cycloess_none,Training_CR
285,0.8701754385964913,cycloess_none,Training_CR
286,0.8706293706293706,cycloess_none,Training_CR
287,0.8745644599303136,cycloess_none,Training_CR
288,0.8784722222222222,cycloess_none,Training_CR
289,0.8788927335640139,cycloess_none,Training_CR
290,0.8827586206896552,cycloess_none,Training_CR
291,0.8831615120274914,cycloess_none,Training_CR
292,0.8835616438356164,cycloess_none,Training_CR
293,0.8805460750853242,cycloess_none,Training_CR
294,0.8809523809523809,cycloess_none,Training_CR
295,0.8779661016949153,cycloess_none,Training_CR
296,0.875,cycloess_none,Training_CR
297,0.8754208754208754,cycloess_none,Training_CR
298,0.8791946308724832,cycloess_none,Training_CR
299,0.8795986622073578,cycloess_none,Training_CR
300,0.88,cycloess_none,Training_CR
1,1,vsn_none,Training_CR
2,0.5,vsn_none,Training_CR
3,0.3333333333333333,vsn_none,Training_CR
4,0.25,vsn_none,Training_CR
5,0.4,vsn_none,Training_CR
6,0.3333333333333333,vsn_none,Training_CR
7,0.42857142857142855,vsn_none,Training_CR
8,0.5,vsn_none,Training_CR
9,0.5555555555555556,vsn_none,Training_CR
10,0.6,vsn_none,Training_CR
11,0.6363636363636364,vsn_none,Training_CR
12,0.6666666666666666,vsn_none,Training_CR
13,0.6923076923076923,vsn_none,Training_CR
14,0.6428571428571429,vsn_none,Training_CR
15,0.6,vsn_none,Training_CR
16,0.625,vsn_none,Training_CR
17,0.6470588235294118,vsn_none,Training_CR
18,0.6666666666666666,vsn_none,Training_CR
19,0.631578947368421,vsn_none,Training_CR
20,0.7,vsn_none,Training_CR
21,0.7619047619047619,vsn_none,Training_CR
22,0.7727272727272727,vsn_none,Training_CR
23,0.782608695652174,vsn_none,Training_CR
24,0.7916666666666666,vsn_none,Training_CR
25,0.8,vsn_none,Training_CR
26,0.8076923076923077,vsn_none,Training_CR
27,0.7777777777777778,vsn_none,Training_CR
28,0.7857142857142857,vsn_none,Training_CR
29,0.7931034482758621,vsn_none,Training_CR
30,0.8,vsn_none,Training_CR
31,0.7741935483870968,vsn_none,Training_CR
32,0.75,vsn_none,Training_CR
33,0.7272727272727273,vsn_none,Training_CR
34,0.7058823529411765,vsn_none,Training_CR
35,0.7142857142857143,vsn_none,Training_CR
36,0.6944444444444444,vsn_none,Training_CR
37,0.6756756756756757,vsn_none,Training_CR
38,0.6842105263157895,vsn_none,Training_CR
39,0.6666666666666666,vsn_none,Training_CR
40,0.65,vsn_none,Training_CR
41,0.6585365853658537,vsn_none,Training_CR
42,0.6428571428571429,vsn_none,Training_CR
43,0.6511627906976745,vsn_none,Training_CR
44,0.6590909090909091,vsn_none,Training_CR
45,0.6888888888888889,vsn_none,Training_CR
46,0.6956521739130435,vsn_none,Training_CR
47,0.7021276595744681,vsn_none,Training_CR
48,0.7083333333333334,vsn_none,Training_CR
49,0.6938775510204082,vsn_none,Training_CR
50,0.7,vsn_none,Training_CR
51,0.7058823529411765,vsn_none,Training_CR
52,0.7115384615384616,vsn_none,Training_CR
53,0.7358490566037735,vsn_none,Training_CR
54,0.7222222222222222,vsn_none,Training_CR
55,0.7272727272727273,vsn_none,Training_CR
56,0.7142857142857143,vsn_none,Training_CR
57,0.7192982456140351,vsn_none,Training_CR
58,0.7413793103448276,vsn_none,Training_CR
59,0.7457627118644068,vsn_none,Training_CR
60,0.7666666666666667,vsn_none,Training_CR
61,0.7704918032786885,vsn_none,Training_CR
62,0.7741935483870968,vsn_none,Training_CR
63,0.7777777777777778,vsn_none,Training_CR
64,0.78125,vsn_none,Training_CR
65,0.7692307692307693,vsn_none,Training_CR
66,0.7727272727272727,vsn_none,Training_CR
67,0.7910447761194029,vsn_none,Training_CR
68,0.7794117647058824,vsn_none,Training_CR
69,0.7681159420289855,vsn_none,Training_CR
70,0.7857142857142857,vsn_none,Training_CR
71,0.7887323943661971,vsn_none,Training_CR
72,0.7916666666666666,vsn_none,Training_CR
73,0.7808219178082192,vsn_none,Training_CR
74,0.7837837837837838,vsn_none,Training_CR
75,0.7733333333333333,vsn_none,Training_CR
76,0.7894736842105263,vsn_none,Training_CR
77,0.7922077922077922,vsn_none,Training_CR
78,0.782051282051282,vsn_none,Training_CR
79,0.7721518987341772,vsn_none,Training_CR
80,0.7625,vsn_none,Training_CR
81,0.7530864197530864,vsn_none,Training_CR
82,0.7560975609756098,vsn_none,Training_CR
83,0.7590361445783133,vsn_none,Training_CR
84,0.7619047619047619,vsn_none,Training_CR
85,0.7647058823529411,vsn_none,Training_CR
86,0.7674418604651163,vsn_none,Training_CR
87,0.7701149425287356,vsn_none,Training_CR
88,0.7727272727272727,vsn_none,Training_CR
89,0.7865168539325843,vsn_none,Training_CR
90,0.7888888888888889,vsn_none,Training_CR
91,0.7802197802197802,vsn_none,Training_CR
92,0.782608695652174,vsn_none,Training_CR
93,0.7741935483870968,vsn_none,Training_CR
94,0.7659574468085106,vsn_none,Training_CR
95,0.7578947368421053,vsn_none,Training_CR
96,0.75,vsn_none,Training_CR
97,0.7422680412371134,vsn_none,Training_CR
98,0.7448979591836735,vsn_none,Training_CR
99,0.7373737373737373,vsn_none,Training_CR
100,0.74,vsn_none,Training_CR
101,0.7425742574257426,vsn_none,Training_CR
102,0.7549019607843137,vsn_none,Training_CR
103,0.7475728155339806,vsn_none,Training_CR
104,0.75,vsn_none,Training_CR
105,0.7523809523809524,vsn_none,Training_CR
106,0.7547169811320755,vsn_none,Training_CR
107,0.7476635514018691,vsn_none,Training_CR
108,0.7407407407407407,vsn_none,Training_CR
109,0.7522935779816514,vsn_none,Training_CR
110,0.7636363636363637,vsn_none,Training_CR
111,0.7567567567567568,vsn_none,Training_CR
112,0.75,vsn_none,Training_CR
113,0.7522123893805309,vsn_none,Training_CR
114,0.7456140350877193,vsn_none,Training_CR
115,0.7391304347826086,vsn_none,Training_CR
116,0.75,vsn_none,Training_CR
117,0.7521367521367521,vsn_none,Training_CR
118,0.7542372881355932,vsn_none,Training_CR
119,0.7478991596638656,vsn_none,Training_CR
120,0.75,vsn_none,Training_CR
121,0.743801652892562,vsn_none,Training_CR
122,0.7459016393442623,vsn_none,Training_CR
123,0.7560975609756098,vsn_none,Training_CR
124,0.7580645161290323,vsn_none,Training_CR
125,0.76,vsn_none,Training_CR
126,0.753968253968254,vsn_none,Training_CR
127,0.7559055118110236,vsn_none,Training_CR
128,0.7578125,vsn_none,Training_CR
129,0.751937984496124,vsn_none,Training_CR
130,0.7538461538461538,vsn_none,Training_CR
131,0.7633587786259542,vsn_none,Training_CR
132,0.7651515151515151,vsn_none,Training_CR
133,0.7669172932330827,vsn_none,Training_CR
134,0.7686567164179104,vsn_none,Training_CR
135,0.7777777777777778,vsn_none,Training_CR
136,0.7720588235294118,vsn_none,Training_CR
137,0.7737226277372263,vsn_none,Training_CR
138,0.7753623188405797,vsn_none,Training_CR
139,0.7769784172661871,vsn_none,Training_CR
140,0.7785714285714286,vsn_none,Training_CR
141,0.7801418439716312,vsn_none,Training_CR
142,0.7887323943661971,vsn_none,Training_CR
143,0.7832167832167832,vsn_none,Training_CR
144,0.7777777777777778,vsn_none,Training_CR
145,0.7724137931034483,vsn_none,Training_CR
146,0.7671232876712328,vsn_none,Training_CR
147,0.7687074829931972,vsn_none,Training_CR
148,0.7702702702702703,vsn_none,Training_CR
149,0.7718120805369127,vsn_none,Training_CR
150,0.7666666666666667,vsn_none,Training_CR
151,0.7615894039735099,vsn_none,Training_CR
152,0.756578947368421,vsn_none,Training_CR
153,0.7581699346405228,vsn_none,Training_CR
154,0.7662337662337663,vsn_none,Training_CR
155,0.7741935483870968,vsn_none,Training_CR
156,0.782051282051282,vsn_none,Training_CR
157,0.7898089171974523,vsn_none,Training_CR
158,0.7911392405063291,vsn_none,Training_CR
159,0.7987421383647799,vsn_none,Training_CR
160,0.80625,vsn_none,Training_CR
161,0.8012422360248447,vsn_none,Training_CR
162,0.7962962962962963,vsn_none,Training_CR
163,0.7975460122699386,vsn_none,Training_CR
164,0.7926829268292683,vsn_none,Training_CR
165,0.793939393939394,vsn_none,Training_CR
166,0.7891566265060241,vsn_none,Training_CR
167,0.7904191616766467,vsn_none,Training_CR
168,0.7916666666666666,vsn_none,Training_CR
169,0.7928994082840237,vsn_none,Training_CR
170,0.788235294117647,vsn_none,Training_CR
171,0.7894736842105263,vsn_none,Training_CR
172,0.7906976744186046,vsn_none,Training_CR
173,0.7861271676300579,vsn_none,Training_CR
174,0.7931034482758621,vsn_none,Training_CR
175,0.7942857142857143,vsn_none,Training_CR
176,0.8011363636363636,vsn_none,Training_CR
177,0.7966101694915254,vsn_none,Training_CR
178,0.8033707865168539,vsn_none,Training_CR
179,0.7988826815642458,vsn_none,Training_CR
180,0.8055555555555556,vsn_none,Training_CR
181,0.8121546961325967,vsn_none,Training_CR
182,0.8076923076923077,vsn_none,Training_CR
183,0.8142076502732241,vsn_none,Training_CR
184,0.8152173913043478,vsn_none,Training_CR
185,0.8108108108108109,vsn_none,Training_CR
186,0.8118279569892473,vsn_none,Training_CR
187,0.8128342245989305,vsn_none,Training_CR
188,0.8085106382978723,vsn_none,Training_CR
189,0.8148148148148148,vsn_none,Training_CR
190,0.8157894736842105,vsn_none,Training_CR
191,0.8115183246073299,vsn_none,Training_CR
192,0.8125,vsn_none,Training_CR
193,0.8082901554404145,vsn_none,Training_CR
194,0.8092783505154639,vsn_none,Training_CR
195,0.8102564102564103,vsn_none,Training_CR
196,0.8112244897959183,vsn_none,Training_CR
197,0.817258883248731,vsn_none,Training_CR
198,0.8131313131313131,vsn_none,Training_CR
199,0.8140703517587939,vsn_none,Training_CR
200,0.815,vsn_none,Training_CR
201,0.8208955223880597,vsn_none,Training_CR
202,0.8267326732673267,vsn_none,Training_CR
203,0.8226600985221675,vsn_none,Training_CR
204,0.8284313725490197,vsn_none,Training_CR
205,0.8292682926829268,vsn_none,Training_CR
206,0.8252427184466019,vsn_none,Training_CR
207,0.8260869565217391,vsn_none,Training_CR
208,0.8269230769230769,vsn_none,Training_CR
209,0.8277511961722488,vsn_none,Training_CR
210,0.8285714285714286,vsn_none,Training_CR
211,0.8246445497630331,vsn_none,Training_CR
212,0.8254716981132075,vsn_none,Training_CR
213,0.8309859154929577,vsn_none,Training_CR
214,0.8317757009345794,vsn_none,Training_CR
215,0.827906976744186,vsn_none,Training_CR
216,0.8287037037037037,vsn_none,Training_CR
217,0.8294930875576036,vsn_none,Training_CR
218,0.8302752293577982,vsn_none,Training_CR
219,0.8310502283105022,vsn_none,Training_CR
220,0.8363636363636363,vsn_none,Training_CR
221,0.832579185520362,vsn_none,Training_CR
222,0.8333333333333334,vsn_none,Training_CR
223,0.8385650224215246,vsn_none,Training_CR
224,0.8348214285714286,vsn_none,Training_CR
225,0.8355555555555556,vsn_none,Training_CR
226,0.831858407079646,vsn_none,Training_CR
227,0.8370044052863436,vsn_none,Training_CR
228,0.8377192982456141,vsn_none,Training_CR
229,0.8384279475982532,vsn_none,Training_CR
230,0.8434782608695652,vsn_none,Training_CR
231,0.8441558441558441,vsn_none,Training_CR
232,0.8405172413793104,vsn_none,Training_CR
233,0.8369098712446352,vsn_none,Training_CR
234,0.8376068376068376,vsn_none,Training_CR
235,0.8340425531914893,vsn_none,Training_CR
236,0.8347457627118644,vsn_none,Training_CR
237,0.8396624472573839,vsn_none,Training_CR
238,0.8361344537815126,vsn_none,Training_CR
239,0.8368200836820083,vsn_none,Training_CR
240,0.8375,vsn_none,Training_CR
241,0.8381742738589212,vsn_none,Training_CR
242,0.8388429752066116,vsn_none,Training_CR
243,0.8353909465020576,vsn_none,Training_CR
244,0.8360655737704918,vsn_none,Training_CR
245,0.8367346938775511,vsn_none,Training_CR
246,0.8373983739837398,vsn_none,Training_CR
247,0.8421052631578947,vsn_none,Training_CR
248,0.8387096774193549,vsn_none,Training_CR
249,0.8433734939759037,vsn_none,Training_CR
250,0.844,vsn_none,Training_CR
251,0.848605577689243,vsn_none,Training_CR
252,0.8492063492063492,vsn_none,Training_CR
253,0.849802371541502,vsn_none,Training_CR
254,0.8464566929133859,vsn_none,Training_CR
255,0.8470588235294118,vsn_none,Training_CR
256,0.84375,vsn_none,Training_CR
257,0.8482490272373541,vsn_none,Training_CR
258,0.8527131782945736,vsn_none,Training_CR
259,0.8532818532818532,vsn_none,Training_CR
260,0.8538461538461538,vsn_none,Training_CR
261,0.8505747126436781,vsn_none,Training_CR
262,0.8549618320610687,vsn_none,Training_CR
263,0.8555133079847909,vsn_none,Training_CR
264,0.8560606060606061,vsn_none,Training_CR
265,0.8566037735849057,vsn_none,Training_CR
266,0.8609022556390977,vsn_none,Training_CR
267,0.8614232209737828,vsn_none,Training_CR
268,0.8582089552238806,vsn_none,Training_CR
269,0.8550185873605948,vsn_none,Training_CR
270,0.8518518518518519,vsn_none,Training_CR
271,0.8523985239852399,vsn_none,Training_CR
272,0.8529411764705882,vsn_none,Training_CR
273,0.8571428571428571,vsn_none,Training_CR
274,0.8613138686131386,vsn_none,Training_CR
275,0.8581818181818182,vsn_none,Training_CR
276,0.855072463768116,vsn_none,Training_CR
277,0.8592057761732852,vsn_none,Training_CR
278,0.8561151079136691,vsn_none,Training_CR
279,0.8602150537634409,vsn_none,Training_CR
280,0.8642857142857143,vsn_none,Training_CR
281,0.8647686832740213,vsn_none,Training_CR
282,0.8617021276595744,vsn_none,Training_CR
283,0.8586572438162544,vsn_none,Training_CR
284,0.8626760563380281,vsn_none,Training_CR
285,0.8631578947368421,vsn_none,Training_CR
286,0.8636363636363636,vsn_none,Training_CR
287,0.8641114982578397,vsn_none,Training_CR
288,0.8645833333333334,vsn_none,Training_CR
289,0.8615916955017301,vsn_none,Training_CR
290,0.8655172413793103,vsn_none,Training_CR
291,0.8694158075601375,vsn_none,Training_CR
292,0.8698630136986302,vsn_none,Training_CR
293,0.8737201365187713,vsn_none,Training_CR
294,0.8707482993197279,vsn_none,Training_CR
295,0.8711864406779661,vsn_none,Training_CR
296,0.8716216216216216,vsn_none,Training_CR
297,0.8720538720538721,vsn_none,Training_CR
298,0.8758389261744967,vsn_none,Training_CR
299,0.8762541806020067,vsn_none,Training_CR
300,0.8766666666666667,vsn_none,Training_CR
1,1,rlr_none,Training_CR
2,0.5,rlr_none,Training_CR
3,0.3333333333333333,rlr_none,Training_CR
4,0.5,rlr_none,Training_CR
5,0.4,rlr_none,Training_CR
6,0.5,rlr_none,Training_CR
7,0.5714285714285714,rlr_none,Training_CR
8,0.5,rlr_none,Training_CR
9,0.5555555555555556,rlr_none,Training_CR
10,0.6,rlr_none,Training_CR
