"group","n","med_icc","ci_lo","ci_hi","pct_high","pct_low"
"CRE",1662,0.401972628647471,0.38358865019754,0.4376916099618,16.4861612515042,49.7593261131167
"PLA",1424,0.0691910379911669,0.0459699498721168,0.101017869343903,5.75842696629214,76.8258426966292
