unmerged_color,merged_color
1,turquoise
0,grey
0,grey
2,blue
0,grey
0,grey
0,grey
0,grey
2,blue
0,grey
2,blue
0,grey
0,grey
3,brown
3,brown
1,turquoise
2,blue
1,turquoise
0,grey
1,turquoise
1,turquoise
0,grey
2,blue
3,brown
2,blue
0,grey
4,turquoise
3,brown
0,grey
1,turquoise
0,grey
2,blue
3,brown
0,grey
2,blue
0,grey
2,blue
0,grey
0,grey
1,turquoise
0,grey
0,grey
1,turquoise
0,grey
0,grey
0,grey
0,grey
2,blue
2,blue
0,grey
1,turquoise
2,blue
2,blue
0,grey
3,brown
3,brown
3,brown
0,grey
0,grey
1,turquoise
1,turquoise
3,brown
0,grey
0,grey
0,grey
2,blue
0,grey
0,grey
2,blue
0,grey
0,grey
0,grey
0,grey
0,grey
0,grey
0,grey
2,blue
3,brown
3,brown
1,turquoise
0,grey
3,brown
1,turquoise
0,grey
0,grey
0,grey
0,grey
0,grey
2,blue
0,grey
3,brown
0,grey
3,brown
1,turquoise
1,turquoise
3,brown
0,grey
1,turquoise
0,grey
0,grey
0,grey
0,grey
0,grey
