pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,arc_r1_var,clean_label
HALLMARK_HEME_METABOLISM,1.766036889175435e-11,5.820353004753899e-9,0.8634153916066928,0.6409401483916292,2.6180167453938643,63,SNCA;CAT;SLC2A1;UROD;BPGM;ADD1;ANK1;EPB41;SPTB;ALAD;FBXO7;CA2;BLVRB;HEBP1;GCLC;PRDX2;PGLS;SELENBP1;CAST;MPP1;TNS1;BLVRA;PICALM;PSMD9;DCUN1D1;GCLM;GYPC;HMBS;SDCBP,Hallmark,Cancer_vs_Healthy,1,-39.75,-25.25,-32.5,-0.693768377667746,-0.4406956361285682,-0.5672320068981571,6.059978272827841,Heme Metabolism
HALLMARK_APICAL_JUNCTION,1.201001944173354e-6,7.696420792244244e-5,0.6435518361507222,0.584075864045878,2.2701777864010495,48,FSCN1;THY1;CAP1;EPB41L2;MSN;GNAI2;ACTN4;PARVA;MYL12B;MYH9;ZYX;RRAS;RSU1;ITGB1;ACTB;CNN2;CTNNA1;MYL9;YWHAH;VCL;HADH;GNAI1;CD34;MYH10;ARPC2;PFN1;PECAM1;ACTN1,Hallmark,Cancer_vs_Healthy,2,-22.25,-7.75,-15,-0.38833575856873837,-0.13526301702956053,-0.2617993877991494,5.614763012954768,Apical Junction
GOSLIM_WOUND_HEALING,1.523444593493869e-6,8.786466692975891e-5,0.6435518361507222,0.5041325442530016,2.123593623475368,78,FBLN1;CSRP1;CLIC1;TLN1;FLNA;YAP1;PRDX2;CD9;ILK;CAV1;S100A10;MCAM;GNAS;AHNAK;MYH9;ANXA5;GNAQ;CD36;ITGB1;HMGB1;RHOA;ACTB;MYL9;CORO1B;THBS1;CRK;VCL;CD34;FERMT2;CTSG;DMTN;PROCR,GO Slim,Cancer_vs_Healthy,3,-4.75,9.75,2.5,-0.08290313946973064,0.17016960206944712,0.04363323129985824,5.606697326329908,Wound Healing
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,5.642272779153619e-6,2.8297224568494346e-4,0.610526878385931,0.5728661166352832,2.1793028165010884,45,FBLN1;TAGLN;THY1;FBLN2;FLNA;TPM4;VIM;LUM;CALD1;DCN;BGN;COL6A2;COMP;ITGB1;CAPG;MYL9;LAMC1;THBS1;COL6A3;FERMT2;TGM2;COPA;ITGAV;COL4A1;COL1A2;COL4A2;ECM1,Hallmark,Cancer_vs_Healthy,4,12.75,27.25,20,0.222529479629277,0.47560222116845474,0.3490658503988659,5.531349206574601,EMT
HALLMARK_IL2_STAT5_SIGNALING,5.5823900478390344e-5,0.00153316355242436,0.557332238758646,0.5569300339184683,2.043472228731281,39,PNP;FAH;CA2;CD81;MYO1C;GLIPR2;ANXA4;AHNAK;NDRG1;CYFIP1;CTSZ;COL6A1;CAPG;RNH1;TGM2;SNX9;GSTO1;ITGAV;NRP1;ENPP1;ITGA6;ECM1,Hallmark,Cancer_vs_Healthy,5,30.25,44.75,37.5,0.5279620987282847,0.7810348402674625,0.6544984694978736,5.404697480574223,IL2 Stat5 Signaling
HALLMARK_COMPLEMENT,7.5954968931795e-5,0.00194697903695167,0.5384340963099162,0.5255583025608196,1.9849080919965576,43,CSRP1;GNAI3;CA2;GNAI2;EHD1;ANXA5;GNB2;CD36;C1S;RHOG;CALM1;GNG2;C1R;S100A13;PFN1;USP14;USP15;LTA4H;LGMN;CTSL;CTSH;GMFB;HSPA5;COL4A2;HSPA1A,Hallmark,Cancer_vs_Healthy,6,47.75,62.25,55,0.8333947178272924,1.08646745936647,0.9599310885968813,5.3843706198893475,Complement
HALLMARK_COAGULATION,2.0223459095740896e-4,0.00412880709149329,0.5188480777437918,0.5921576691579334,2.0319894179798355,28,A2M;CSRP1;CRIP2;GNG12;CD9;GNB2;C1S;COMP;RGN;THBS1;C1R;S100A13;PECAM1;LTA4H;LGMN;CTSH;PEF1;RAC1;LAMP2;ARF4,Hallmark,Cancer_vs_Healthy,7,65.25,79.75,72.5,1.1388273369263,1.3919000784654778,1.2653637076958888,5.314660258409024,Coagulation
GOSLIM_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,3.142940330502747e-4,0.00545170176125551,0.49849310876659025,0.52276355848473,1.9181095450001775,39,ANK1;FSCN1;CAP1;FLOT2;MSN;RAP1B;PARVA;CLIC4;RRAS;ITGB1;CFL1;RHOA;RHOG;ACTB;AQP1;MAPRE1;CDC42,GO Slim,Cancer_vs_Healthy,8,82.75,97.25,90,1.4442599560253078,1.6973326975644856,1.5707963267948966,5.286072497050399,"Establishment Or
Maintenance Of Cell
Polarity"
HALLMARK_XENOBIOTIC_METABOLISM,4.242602778689833e-4,0.00675012731754306,0.49849310876659025,0.4644986850591057,1.89438405877891,62,FBLN1;CAT;HPRT1;DDAH2;FAH;CA2;BLVRB;GCLC;PGD;AKR1C3;AKR1C2;DDT;ADH1C;RETSAT;IDH1;CD36;CYB5A;CBR1;GSS;POR;ALDH2;MAOA;CNDP2;GSTO1;ADH5;AOX1;TKFC;EPHX1,Hallmark,Cancer_vs_Healthy,9,100.25,114.75,107.5,1.7496925751243153,2.002765316663493,1.876228945893904,5.262755316301502,Xenobiotic Metabolism
GOSLIM_EXTRACELLULAR_MATRIX_ORGANIZATION,7.501076232063326e-4,0.01066482617806249,0.47727081536286214,0.5501803063240502,1.9201692273612356,30,FBLN1;FSCN1;LUM;ITGB1;TNXB;NID1;MFAP4;FLOT1;LAMC1;AEBP1;LAMB2;CTSG;TGM2;LAMB1;COL18A1;COL4A1;ADAM10;COL1A2;COL4A2;COL15A1;MYH11;NID2;FBLN5,GO Slim,Cancer_vs_Healthy,10,117.75,132.25,125,2.055125194223323,2.3081979357625007,2.1816615649929116,5.20775924217638,ECM Org.
