module_color,pathway,database,pval,padj,overlap,size,odds_ratio
turquoise,GOBP_HUMORAL_IMMUNE_RESPONSE,GO:BP,0.04459416912192631,0.1906919266812605,7,12,3.1536842105263156
turquoise,GOBP_LUNG_MORPHOGENESIS,GO:BP,0.04459416912192631,0.1906919266812605,7,12,3.1536842105263156
turquoise,GOBP_MITOCHONDRIAL_DEPOLARIZATION,GO:BP,0.04459416912192631,0.1906919266812605,7,12,3.1536842105263156
turquoise,GOBP_NEURAL_TUBE_DEVELOPMENT,GO:BP,0.04459416912192631,0.1906919266812605,7,12,3.1536842105263156
turquoise,GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,GO:BP,0.04459416912192631,0.1906919266812605,7,12,3.1536842105263156
turquoise,GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR,GO:BP,0.04459416912192631,0.1906919266812605,7,12,3.1536842105263156
turquoise,GOBP_SPINDLE_LOCALIZATION,GO:BP,0.04459416912192631,0.1906919266812605,7,12,3.1536842105263156
turquoise,GOBP_SPROUTING_ANGIOGENESIS,GO:BP,0.04459416912192631,0.1906919266812605,7,12,3.1536842105263156
turquoise,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,Reactome,0.10541074163953264,0.19396820528669861,31,82,1.3768927227677343
turquoise,REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,Reactome,0.10607636226616331,0.19396820528669861,7,14,2.249624060150376
turquoise,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,Reactome,0.10607636226616331,0.19396820528669861,7,14,2.249624060150376
turquoise,GOBP_STEROID_METABOLIC_PROCESS,GO:BP,0.046113272600658825,0.19548306626965167,24,57,1.6498316498316499
turquoise,GOBP_LOCOMOTORY_BEHAVIOR,GO:BP,0.04667514817747128,0.19616897991160073,11,22,2.2571860816944023
turquoise,GOBP_REGULATION_OF_CELL_SIZE,GO:BP,0.04667514817747128,0.19616897991160073,11,22,2.2571860816944023
turquoise,HALLMARK_PEROXISOME,Hallmark,0.093672383753613,0.19720501842865895,16,38,1.6419068736141906
turquoise,GOBP_ENDOTHELIUM_DEVELOPMENT,GO:BP,0.04755081931781795,0.19871379322872215,9,17,2.536764705882353
turquoise,GOBP_RNA_EXPORT_FROM_NUCLEUS,GO:BP,0.04755081931781795,0.19871379322872215,9,17,2.536764705882353
turquoise,REACTOME_CIRCADIAN_CLOCK,Reactome,0.1112824582134996,0.20184024809574017,15,36,1.6112198303979126
turquoise,GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,GO:BP,0.04893714207597086,0.20392786400496637,17,38,1.8316248636859325
turquoise,GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,GO:BP,0.04932731600568369,0.20497311255469125,41,106,1.43747409484335
turquoise,GOBP_RESPONSE_TO_STEROID_HORMONE,GO:BP,0.04953915055546243,0.20527349427347955,21,49,1.6993087557603688
turquoise,GOBP_LIPID_LOCALIZATION,GO:BP,0.0498879562861304,0.20613815645196015,26,63,1.5946782696008701
turquoise,GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,GO:BP,0.05361651002273702,0.21069423942029994,12,25,2.0839160839160837
turquoise,GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,GO:BP,0.05361651002273702,0.21069423942029994,12,25,2.0839160839160837
turquoise,GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,GOBP_ENDOTHELIAL_CELL_DEVELOPMENT,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,GOBP_GLIAL_CELL_MIGRATION,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,GOBP_ODONTOGENESIS,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,GOBP_REGULATION_OF_OSSIFICATION,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,GOBP_T_CELL_MEDIATED_IMMUNITY,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,GOBP_VASCULOGENESIS,GO:BP,0.05385522367235403,0.21069423942029994,6,10,3.376126126126126
turquoise,KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE,KEGG,0.10607636226616331,0.21215272453232661,7,14,2.249624060150376
turquoise,HALLMARK_HYPOXIA,Hallmark,0.1063810008863843,0.2127620017727686,20,50,1.5061349693251533
turquoise,REACTOME_REGULATION_OF_INSULIN_SECRETION,Reactome,0.11986144428541237,0.21565432546130417,8,17,2
turquoise,REACTOME_RHOA_GTPASE_CYCLE,Reactome,0.11986144428541237,0.21565432546130417,8,17,2
turquoise,GOBP_RESPONSE_TO_ALCOHOL,GO:BP,0.05573577560681286,0.2163253981995296,19,44,1.7201837672281777
turquoise,GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,GO:BP,0.05597904487279896,0.2166978289681244,30,75,1.514018691588785
turquoise,GOBP_MEMBRANE_DOCKING,GO:BP,0.05698715340623007,0.2189210112185966,10,20,2.2552870090634443
turquoise,GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,GO:BP,0.058190425143760216,0.2189210112185966,8,15,2.5748709122203097
turquoise,GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION,GO:BP,0.058190425143760216,0.2189210112185966,8,15,2.5748709122203097
turquoise,GOBP_CEREBRAL_CORTEX_DEVELOPMENT,GO:BP,0.058190425143760216,0.2189210112185966,8,15,2.5748709122203097
turquoise,GOBP_ENDOTHELIAL_CELL_PROLIFERATION,GO:BP,0.058190425143760216,0.2189210112185966,8,15,2.5748709122203097
turquoise,GOBP_NUTRIENT_STORAGE,GO:BP,0.058190425143760216,0.2189210112185966,8,15,2.5748709122203097
turquoise,GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE,GO:BP,0.058190425143760216,0.2189210112185966,8,15,2.5748709122203097
turquoise,GOBP_STEROL_TRANSPORT,GO:BP,0.058190425143760216,0.2189210112185966,8,15,2.5748709122203097
turquoise,GOBP_TRANSITION_METAL_ION_TRANSPORT,GO:BP,0.058190425143760216,0.2189210112185966,8,15,2.5748709122203097
turquoise,GOBP_RNA_LOCALIZATION,GO:BP,0.058679272912268446,0.22019696544374204,16,36,1.8085365853658537
turquoise,GOBP_GLYCOPROTEIN_METABOLIC_PROCESS,GO:BP,0.05984154962248877,0.22229020074414388,13,28,1.9569044006069802
turquoise,GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,GO:BP,0.05984154962248877,0.22229020074414388,13,28,1.9569044006069802
turquoise,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,GO:BP,0.05984154962248877,0.22229020074414388,13,28,1.9569044006069802
turquoise,GOBP_GLAND_DEVELOPMENT,GO:BP,0.06146094545652203,0.2277306064648461,21,50,1.639599555061179
turquoise,REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,Reactome,0.1319460047727273,0.2327236619613458,6,12,2.2477477477477477
turquoise,REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,Reactome,0.1319460047727273,0.2327236619613458,6,12,2.2477477477477477
turquoise,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,Reactome,0.1319460047727273,0.2327236619613458,6,12,2.2477477477477477
turquoise,REACTOME_RHOQ_GTPASE_CYCLE,Reactome,0.1319460047727273,0.2327236619613458,6,12,2.2477477477477477
turquoise,REACTOME_TRIGLYCERIDE_CATABOLISM,Reactome,0.1319460047727273,0.2327236619613458,6,12,2.2477477477477477
turquoise,GOBP_EPITHELIAL_CELL_DEVELOPMENT,GO:BP,0.06527524615976406,0.23757641452733533,11,23,2.067700453857791
turquoise,GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,GO:BP,0.06527524615976406,0.23757641452733533,11,23,2.067700453857791
turquoise,HALLMARK_E2F_TARGETS,Hallmark,0.12741211481060583,0.24268974249639202,13,31,1.627465857359636
turquoise,GOBP_REGULATION_OF_PROTEIN_TRANSPORT,GO:BP,0.06852650470125206,0.24828199117128516,32,82,1.453
turquoise,GOBP_RESPONSE_TO_CARBOHYDRATE,GO:BP,0.06957072273508712,0.24919958646492119,19,45,1.6529037578042172
turquoise,GOBP_COPII_COATED_VESICLE_BUDDING,GO:BP,0.06980024238477012,0.24919958646492119,9,18,2.253393665158371
turquoise,GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,GO:BP,0.06980024238477012,0.24919958646492119,9,18,2.253393665158371
turquoise,GOBP_BIOMINERAL_TISSUE_DEVELOPMENT,GO:BP,0.07149029604908004,0.24919958646492119,7,13,2.626315789473684
turquoise,GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT,GO:BP,0.07149029604908004,0.24919958646492119,7,13,2.626315789473684
turquoise,GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,GO:BP,0.07149029604908004,0.24919958646492119,7,13,2.626315789473684
turquoise,GOBP_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,GO:BP,0.07149029604908004,0.24919958646492119,7,13,2.626315789473684
turquoise,GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,GO:BP,0.07206129744105666,0.25059614311062495,26,65,1.5108359133126934
turquoise,REACTOME_METABOLISM_OF_STEROIDS,Reactome,0.14640136636600606,0.2552054946769289,11,26,1.6508320726172465
turquoise,REACTOME_RAB_GERANYLGERANYLATION,Reactome,0.14797655724826583,0.25695154126830655,7,15,1.9671052631578947
turquoise,GOBP_RESPONSE_TO_CALCIUM_ION,GO:BP,0.07483649252092162,0.2590223070547663,16,37,1.721254355400697
turquoise,REACTOME_DEUBIQUITINATION,Reactome,0.15316962550932406,0.2639230470314507,24,64,1.3546296296296296
turquoise,REACTOME_INTERFERON_SIGNALING,Reactome,0.15316962550932406,0.2639230470314507,24,64,1.3546296296296296
turquoise,GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS,GO:BP,0.07881468703889782,0.2686361653094118,17,40,1.670096249585131
turquoise,GOBP_ERBB_SIGNALING_PATHWAY,GO:BP,0.0788924700296845,0.2686361653094118,13,29,1.8333649468892261
turquoise,GOBP_LYSOSOMAL_TRANSPORT,GO:BP,0.0788924700296845,0.2686361653094118,13,29,1.8333649468892261
turquoise,GOBP_ORGANELLE_MEMBRANE_FUSION,GO:BP,0.0788924700296845,0.2686361653094118,13,29,1.8333649468892261
turquoise,GOBP_POSTSYNAPSE_ORGANIZATION,GO:BP,0.0788924700296845,0.2686361653094118,13,29,1.8333649468892261
turquoise,REACTOME_S_PHASE,Reactome,0.1638230214872785,0.27675975466300257,15,38,1.4691284494738932
turquoise,REACTOME_ADIPOGENESIS,Reactome,0.16556163895018905,0.27675975466300257,5,10,2.2458770614692654
turquoise,REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,Reactome,0.16556163895018905,0.27675975466300257,5,10,2.2458770614692654
turquoise,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,Reactome,0.16556163895018905,0.27675975466300257,5,10,2.2458770614692654
turquoise,REACTOME_SIGNALING_BY_PTK6,Reactome,0.16556163895018905,0.27675975466300257,5,10,2.2458770614692654
turquoise,REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY,Reactome,0.16556163895018905,0.27675975466300257,5,10,2.2458770614692654
turquoise,GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,GO:BP,0.08446771210798083,0.2843295297730888,14,32,1.7553191489361701
turquoise,GOBP_RESPONSE_TO_KETONE,GO:BP,0.08446771210798083,0.2843295297730888,14,32,1.7553191489361701
turquoise,GOBP_REGULATION_OF_ENDOCYTOSIS,GO:BP,0.085559937843429,0.2860028588095103,19,46,1.5906074527820317
turquoise,GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,GO:BP,0.08583291488889735,0.2860028588095103,8,16,2.2515060240963853
turquoise,GOBP_RECOMBINATIONAL_REPAIR,GO:BP,0.08583291488889735,0.2860028588095103,8,16,2.2515060240963853
turquoise,GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION,GO:BP,0.08583291488889735,0.2860028588095103,8,16,2.2515060240963853
turquoise,GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,GO:BP,0.088075259031753,0.2860028588095103,11,24,1.9073664610729664
turquoise,GOBP_ASSOCIATIVE_LEARNING,GO:BP,0.08827008694732677,0.2860028588095103,6,11,2.699099099099099
turquoise,GOBP_GLAND_MORPHOGENESIS,GO:BP,0.08827008694732677,0.2860028588095103,6,11,2.699099099099099
turquoise,GOBP_INTRACELLULAR_PH_REDUCTION,GO:BP,0.08827008694732677,0.2860028588095103,6,11,2.699099099099099
turquoise,GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,GO:BP,0.08827008694732677,0.2860028588095103,6,11,2.699099099099099
turquoise,GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION,GO:BP,0.08827008694732677,0.2860028588095103,6,11,2.699099099099099
turquoise,GOBP_PROTEIN_TARGETING_TO_VACUOLE,GO:BP,0.08827008694732677,0.2860028588095103,6,11,2.699099099099099
turquoise,GOBP_RESPONSE_TO_INCREASED_OXYGEN_LEVELS,GO:BP,0.08827008694732677,0.2860028588095103,6,11,2.699099099099099
turquoise,GOBP_RRNA_METABOLIC_PROCESS,GO:BP,0.08936446433798671,0.2889123671234691,15,35,1.6929223744292237
turquoise,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,Reactome,0.1815646176901211,0.29937019013840876,11,27,1.5466149773071105
turquoise,REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,Reactome,0.1815646176901211,0.29937019013840876,11,27,1.5466149773071105
turquoise,REACTOME_RHOD_GTPASE_CYCLE,Reactome,0.18376518367871073,0.29937019013840876,6,13,1.9253539253539254
turquoise,REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,Reactome,0.18376518367871073,0.29937019013840876,6,13,1.9253539253539254
turquoise,REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,Reactome,0.18376518367871073,0.29937019013840876,6,13,1.9253539253539254
turquoise,REACTOME_VISUAL_PHOTOTRANSDUCTION,Reactome,0.18376518367871073,0.29937019013840876,6,13,1.9253539253539254
turquoise,GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,GO:BP,0.09311198689506618,0.3001766351566738,33,87,1.3857589984350547
turquoise,GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,GO:BP,0.09325677924309989,0.3001766351566738,22,55,1.5076923076923077
turquoise,GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,GO:BP,0.093672383753613,0.30085606223049066,16,38,1.6419068736141906
turquoise,GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,GO:BP,0.09746784087503325,0.3085598089088913,17,41,1.5994274809160305
turquoise,GOBP_PLACENTA_DEVELOPMENT,GO:BP,0.09753930057283103,0.3085598089088913,9,19,2.0266968325791854
turquoise,KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY,KEGG,0.16556163895018905,0.31042807303160447,5,10,2.2458770614692654
turquoise,REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION,Reactome,0.1941877102582848,0.31520323983953474,15,39,1.4069634703196348
turquoise,REACTOME_AMINO_ACIDS_REGULATE_MTORC1,Reactome,0.1963105013055526,0.31635649131254523,7,16,1.7473684210526317
turquoise,GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,GO:BP,0.1014113242788895,0.3187522607142018,13,30,1.7243595465500312
turquoise,GOBP_LIPID_HOMEOSTASIS,GO:BP,0.1014113242788895,0.3187522607142018,13,30,1.7243595465500312
turquoise,GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,GO:BP,0.1014113242788895,0.3187522607142018,13,30,1.7243595465500312
turquoise,GOBP_GLIOGENESIS,GO:BP,0.10377109916994036,0.3230400759051422,19,47,1.5327608838328592
turquoise,GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,GO:BP,0.10377109916994036,0.3230400759051422,19,47,1.5327608838328592
turquoise,GOBP_ADULT_LOCOMOTORY_BEHAVIOR,GO:BP,0.10607636226616331,0.3230400759051422,7,14,2.249624060150376
turquoise,GOBP_AMYLOID_FIBRIL_FORMATION,GO:BP,0.10607636226616331,0.3230400759051422,7,14,2.249624060150376
turquoise,GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,GO:BP,0.10607636226616331,0.3230400759051422,7,14,2.249624060150376
turquoise,GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS,GO:BP,0.10607636226616331,0.3230400759051422,7,14,2.249624060150376
turquoise,GOBP_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,GO:BP,0.10607636226616331,0.3230400759051422,7,14,2.249624060150376
turquoise,GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,GO:BP,0.10607636226616331,0.3230400759051422,7,14,2.249624060150376
turquoise,GOBP_PROTEIN_FOLDING,GO:BP,0.10610042248408026,0.3230400759051422,32,85,1.3679245283018868
turquoise,GOBP_MYELOID_CELL_DIFFERENTIATION,GO:BP,0.1063810008863843,0.3230400759051422,20,50,1.5061349693251533
turquoise,GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,GO:BP,0.10670932038444887,0.3230400759051422,14,33,1.6618141097424413
turquoise,GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,GO:BP,0.10716761185704242,0.3230400759051422,10,22,1.8768882175226587
turquoise,GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,GO:BP,0.10868556622857671,0.3269457421722624,21,53,1.4828629032258065
turquoise,REACTOME_SMOOTH_MUSCLE_CONTRACTION,Reactome,0.20527120961181342,0.32961111794298353,8,19,1.6341730558598029
turquoise,GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION,GO:BP,0.11071926629031531,0.33238375655725266,22,56,1.4623529411764706
turquoise,GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,GO:BP,0.1112824582134996,0.33339408560500594,15,36,1.6112198303979126
turquoise,GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,GO:BP,0.11514999039597981,0.3431524961869356,11,25,1.7699373244002594
turquoise,GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,GO:BP,0.11523951945366838,0.3431524961869356,16,39,1.5694591728525982
turquoise,REACTOME_ONCOGENIC_MAPK_SIGNALING,Reactome,0.21664615102370827,0.34663384163793326,10,25,1.498489425981873
turquoise,REACTOME_SIGNALING_BY_NTRKS,Reactome,0.22022628319050172,0.35110809562044404,11,28,1.4546587167393432
turquoise,GOBP_HORMONE_TRANSPORT,GO:BP,0.11866950152113273,0.3512330719066122,17,42,1.534412213740458
turquoise,GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,GO:BP,0.11986144428541237,0.3519285120635561,8,17,2
turquoise,GOBP_PROTEIN_REFOLDING,GO:BP,0.11986144428541237,0.3519285120635561,8,17,2
turquoise,GOBP_REGULATION_OF_WOUND_HEALING,GO:BP,0.11986144428541237,0.3519285120635561,8,17,2
turquoise,REACTOME_SELECTIVE_AUTOPHAGY,Reactome,0.226986691775146,0.3552659551635169,15,40,1.349771689497717
turquoise,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,Reactome,0.22997126561924083,0.3552659551635169,5,11,1.8703148425787106
turquoise,REACTOME_ARACHIDONATE_METABOLISM,Reactome,0.22997126561924083,0.3552659551635169,5,11,1.8703148425787106
turquoise,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,Reactome,0.22997126561924083,0.3552659551635169,5,11,1.8703148425787106
turquoise,REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,Reactome,0.22997126561924083,0.3552659551635169,5,11,1.8703148425787106
turquoise,REACTOME_RHOU_GTPASE_CYCLE,Reactome,0.22997126561924083,0.3552659551635169,5,11,1.8703148425787106
turquoise,GOBP_FOREBRAIN_DEVELOPMENT,GO:BP,0.12181477100771475,0.3555347780800563,12,28,1.6897727272727272
turquoise,HALLMARK_HEME_METABOLISM,Hallmark,0.19583380066907297,0.35606145576195086,16,42,1.3855534709193247
turquoise,GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,GO:BP,0.12422885064388986,0.3618626520735881,19,48,1.4789037334319057
turquoise,GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT,GO:BP,0.12646972700348055,0.36467147412816275,20,51,1.4565604591331882
turquoise,GOBP_PEPTIDE_METABOLIC_PROCESS,GO:BP,0.13071833007277736,0.36467147412816275,9,20,1.8412176059234884
turquoise,GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY,GO:BP,0.13071833007277736,0.36467147412816275,9,20,1.8412176059234884
turquoise,GOBP_ARTERY_DEVELOPMENT,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_INTERLEUKIN_1_PRODUCTION,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER,GO:BP,0.1319460047727273,0.36467147412816275,6,12,2.2477477477477477
turquoise,GOBP_DEVELOPMENTAL_MATURATION,GO:BP,0.13213453141421533,0.36467147412816275,14,34,1.577659574468085
turquoise,GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,GO:BP,0.13213453141421533,0.36467147412816275,14,34,1.577659574468085
turquoise,GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,GO:BP,0.13213453141421533,0.36467147412816275,14,34,1.577659574468085
turquoise,REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION,Reactome,0.2420317997381211,0.3713364598721858,6,14,1.6835585585585586
turquoise,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,Reactome,0.2420317997381211,0.3713364598721858,6,14,1.6835585585585586
turquoise,GOBP_PROTEIN_HOMOOLIGOMERIZATION,GO:BP,0.13613198027662118,0.37500026776574863,15,37,1.536944790369448
turquoise,GOBP_ALCOHOL_METABOLIC_PROCESS,GO:BP,0.1369477310982715,0.3765422662533783,30,81,1.3304013194062672
turquoise,GOBP_ORGAN_GROWTH,GO:BP,0.13939250854725696,0.3804200001354638,10,23,1.7313502207762026
turquoise,GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION,GO:BP,0.13939250854725696,0.3804200001354638,10,23,1.7313502207762026
turquoise,GOBP_REGULATION_OF_VIRAL_PROCESS,GO:BP,0.13939250854725696,0.3804200001354638,10,23,1.7313502207762026
turquoise,REACTOME_MITOTIC_PROPHASE,Reactome,0.2549731293045041,0.3885304827497205,8,20,1.4969879518072289
turquoise,GOBP_ERAD_PATHWAY,GO:BP,0.14640136636600606,0.39794061373345346,11,26,1.6508320726172465
turquoise,GOBP_CELL_REDOX_HOMEOSTASIS,GO:BP,0.14797655724826583,0.39794061373345346,7,15,1.9671052631578947
turquoise,GOBP_NEGATIVE_REGULATION_OF_SECRETION,GO:BP,0.14797655724826583,0.39794061373345346,7,15,1.9671052631578947
turquoise,GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO:BP,0.14797655724826583,0.39794061373345346,7,15,1.9671052631578947
turquoise,KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH,KEGG,0.22997126561924083,0.405831645210425,5,11,1.8703148425787106
turquoise,GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,GO:BP,0.1521128658157361,0.4075738171492674,12,29,1.5893048128342246
turquoise,GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO:BP,0.1599104058059261,0.4238346071000312,8,18,1.7987951807228915
turquoise,GOBP_NEURON_MIGRATION,GO:BP,0.1599104058059261,0.4238346071000312,8,18,1.7987951807228915
turquoise,GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,GO:BP,0.1599104058059261,0.4238346071000312,8,18,1.7987951807228915
turquoise,GOBP_CYTOKINESIS,GO:BP,0.1638230214872785,0.4272652120977686,15,38,1.4691284494738932
turquoise,GOBP_ENDOPLASMIC_RETICULUM_MEMBRANE_ORGANIZATION,GO:BP,0.16556163895018905,0.4272652120977686,5,10,2.2458770614692654
turquoise,GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS,GO:BP,0.16556163895018905,0.4272652120977686,5,10,2.2458770614692654
