module_color,pathway,database,pval,padj,overlap,size,odds_ratio
turquoise,GOBP_REGULATION_OF_EXOCYTOSIS,GO:BP,0.4043678341914763,0.7245128917121335,10,29,1.1798378120527906
turquoise,HALLMARK_ESTROGEN_RESPONSE_EARLY,Hallmark,0.5430422223914342,0.7330150631371821,7,22,1.0442105263157895
turquoise,HALLMARK_ADIPOGENESIS,Hallmark,0.5497612973528866,0.7330150631371821,32,104,0.99375
turquoise,GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH,GO:BP,0.41114601973062437,0.7330858121499981,9,26,1.1865850412563215
turquoise,GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,GO:BP,0.41114601973062437,0.7330858121499981,9,26,1.1865850412563215
turquoise,GOBP_RESPONSE_TO_RADIATION,GO:BP,0.41486175445457946,0.7388155457659642,21,64,1.0952738184546136
turquoise,GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,GO:BP,0.4184515930088902,0.7434085668068567,8,23,1.1951807228915663
turquoise,GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,GO:BP,0.4184515930088902,0.7434085668068567,8,23,1.1951807228915663
turquoise,GOBP_STRIATED_MUSCLE_CONTRACTION,GO:BP,0.4198969993563016,0.7450765814874785,31,96,1.0699147965918636
turquoise,GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,GO:BP,0.42641456889224677,0.7503060177517883,7,20,1.2064777327935223
turquoise,GOBP_REGULATION_OF_NEUROGENESIS,GO:BP,0.4292415599861527,0.7530458853476356,13,39,1.1206373292867982
turquoise,GOBP_LIPID_CATABOLIC_PROCESS,GO:BP,0.4295074764151368,0.7530458853476356,24,74,1.0762962962962963
turquoise,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,Reactome,0.6074530606521628,0.7559415865893581,4,13,0.9940119760479041
turquoise,REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,Reactome,0.6074530606521628,0.7559415865893581,4,13,0.9940119760479041
turquoise,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,Reactome,0.6074530606521628,0.7559415865893581,4,13,0.9940119760479041
turquoise,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,Reactome,0.6074530606521628,0.7559415865893581,4,13,0.9940119760479041
turquoise,REACTOME_FATTY_ACID_METABOLISM,Reactome,0.6094561730035875,0.7563334224532055,18,60,0.9574049803407602
turquoise,GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,GO:BP,0.43522580509621767,0.7564264211772705,6,17,1.2219492219492218
turquoise,GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,GO:BP,0.43522580509621767,0.7564264211772705,6,17,1.2219492219492218
turquoise,GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,GO:BP,0.43522580509621767,0.7564264211772705,6,17,1.2219492219492218
turquoise,HALLMARK_CHOLESTEROL_HOMEOSTASIS,Hallmark,0.6074530606521628,0.7593163258152035,4,13,0.9940119760479041
turquoise,HALLMARK_MYC_TARGETS_V2,Hallmark,0.6074530606521628,0.7593163258152035,4,13,0.9940119760479041
turquoise,GOBP_EAR_DEVELOPMENT,GO:BP,0.44518360285713915,0.7601212533096754,5,14,1.2443778110944528
turquoise,GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,GO:BP,0.44518360285713915,0.7601212533096754,5,14,1.2443778110944528
turquoise,GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,GO:BP,0.44518360285713915,0.7601212533096754,5,14,1.2443778110944528
turquoise,GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT,GO:BP,0.44518360285713915,0.7601212533096754,5,14,1.2443778110944528
turquoise,GOBP_NOTCH_SIGNALING_PATHWAY,GO:BP,0.44518360285713915,0.7601212533096754,5,14,1.2443778110944528
turquoise,GOBP_REGULATION_OF_AXONOGENESIS,GO:BP,0.44518360285713915,0.7601212533096754,5,14,1.2443778110944528
turquoise,GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,GO:BP,0.44518360285713915,0.7601212533096754,5,14,1.2443778110944528
turquoise,GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,GO:BP,0.44518360285713915,0.7601212533096754,5,14,1.2443778110944528
turquoise,GOBP_SKELETAL_MUSCLE_ADAPTATION,GO:BP,0.44518360285713915,0.7601212533096754,5,14,1.2443778110944528
turquoise,GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,GO:BP,0.45364433938346604,0.7601212533096754,10,30,1.1200906344410877
turquoise,GOBP_NEGATIVE_REGULATION_OF_TRANSLATION,GO:BP,0.45364433938346604,0.7601212533096754,10,30,1.1200906344410877
turquoise,GOBP_DICARBOXYLIC_ACID_TRANSPORT,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,GOBP_ENERGY_HOMEOSTASIS,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,GOBP_REGULATION_OF_AEROBIC_RESPIRATION,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,GOBP_RESPONSE_TO_GROWTH_HORMONE,GO:BP,0.45679618485775186,0.7601212533096754,4,11,1.2797262617621898
turquoise,REACTOME_PEROXISOMAL_PROTEIN_IMPORT,Reactome,0.6181921552178746,0.7650554849105189,6,20,0.9581724581724582
turquoise,GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,GO:BP,0.46233759518708434,0.7667807177941105,19,59,1.0642036753445636
turquoise,GOBP_CHROMOSOME_LOCALIZATION,GO:BP,0.4632137166007119,0.7667807177941105,9,27,1.1199095022624435
turquoise,GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE,GO:BP,0.4634045262535447,0.7667807177941105,14,43,1.0814380044020544
turquoise,GOBP_POSITIVE_REGULATION_OF_TRANSLATION,GO:BP,0.4634045262535447,0.7667807177941105,14,43,1.0814380044020544
turquoise,GOBP_MEMBRANE_BIOGENESIS,GO:BP,0.473795856380347,0.7822151568299556,8,24,1.1197289156626506
turquoise,GOBP_STEM_CELL_DIFFERENTIATION,GO:BP,0.473795856380347,0.7822151568299556,8,24,1.1197289156626506
turquoise,REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,Reactome,0.6412397664209057,0.7892181740564994,3,10,0.9583600256245997
turquoise,REACTOME_PURINE_CATABOLISM,Reactome,0.6412397664209057,0.7892181740564994,3,10,0.9583600256245997
turquoise,GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS,GO:BP,0.4850583030912773,0.7964771108118978,25,79,1.0368366821226171
turquoise,GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION,GO:BP,0.485683187218404,0.7964771108118978,7,21,1.1195488721804512
turquoise,GOBP_CIRCADIAN_RHYTHM,GO:BP,0.49137069944832507,0.8031181098760957,11,34,1.0708412813260542
turquoise,GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,GO:BP,0.49137069944832507,0.8031181098760957,11,34,1.0708412813260542
turquoise,GOBP_STRIATED_MUSCLE_ADAPTATION,GO:BP,0.49931714849377024,0.8133948232938383,6,18,1.1193693693693694
turquoise,REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,Reactome,0.671195742417663,0.8141017784028033,6,21,0.8936936936936937
turquoise,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,Reactome,0.6723608437701724,0.8141017784028033,4,14,0.8940119760479042
turquoise,REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,Reactome,0.6723608437701724,0.8141017784028033,4,14,0.8940119760479042
turquoise,GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,GO:BP,0.5023137081478493,0.8146675465110103,10,31,1.0660336642209753
turquoise,GOBP_REGENERATION,GO:BP,0.5023137081478493,0.8146675465110103,10,31,1.0660336642209753
turquoise,GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION,GO:BP,0.5143302607624625,0.8223045666262077,13,41,1.0391827444179493
turquoise,GOBP_HEART_MORPHOGENESIS,GO:BP,0.5143666693108504,0.8223045666262077,9,28,1.0602524410573946
turquoise,GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,GO:BP,0.5143666693108504,0.8223045666262077,9,28,1.0602524410573946
turquoise,GOBP_GLYCEROLIPID_METABOLIC_PROCESS,GO:BP,0.5146142841749952,0.8223045666262077,17,54,1.0283474314008665
turquoise,GOBP_CELL_FATE_COMMITMENT,GO:BP,0.5154077569200295,0.8223045666262077,5,15,1.1191904047976011
turquoise,GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS,GO:BP,0.5154077569200295,0.8223045666262077,5,15,1.1191904047976011
turquoise,GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,GO:BP,0.5154077569200295,0.8223045666262077,5,15,1.1191904047976011
turquoise,GOBP_REGULATION_OF_BINDING,GO:BP,0.5154077569200295,0.8223045666262077,5,15,1.1191904047976011
turquoise,GOBP_SMOOTH_MUSCLE_CONTRACTION,GO:BP,0.5154077569200295,0.8223045666262077,5,15,1.1191904047976011
turquoise,GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS,GO:BP,0.5154077569200295,0.8223045666262077,5,15,1.1191904047976011
turquoise,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,0.6851352621265789,0.8304669843958533,25,86,0.913421339346796
turquoise,GOBP_PLASMA_MEMBRANE_ORGANIZATION,GO:BP,0.5251583696508543,0.8313396463141786,12,38,1.0328671328671328
turquoise,GOBP_MICROTUBULE_POLYMERIZATION,GO:BP,0.5278097506347443,0.8313396463141786,8,25,1.0531537916371367
turquoise,GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,GO:BP,0.5278097506347443,0.8313396463141786,8,25,1.0531537916371367
turquoise,GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_EXTRACELLULAR_VESICLE_BIOGENESIS,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_LIMBIC_SYSTEM_DEVELOPMENT,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_OLIGODENDROCYTE_DIFFERENTIATION,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_REGULATION_OF_ACTION_POTENTIAL,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_TISSUE_REGENERATION,GO:BP,0.5351996227461095,0.8313396463141786,4,12,1.1190119760479043
turquoise,GOBP_DNA_REPLICATION,GO:BP,0.5368944846179117,0.8322147385384068,11,35,1.0255295007564296
turquoise,REACTOME_CA_DEPENDENT_EVENTS,Reactome,0.7104061095070886,0.8486984988244686,3,11,0.8380044843049327
turquoise,REACTOME_METABOLISM_OF_COFACTORS,Reactome,0.7104061095070886,0.8486984988244686,3,11,0.8380044843049327
turquoise,REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,Reactome,0.7104061095070886,0.8486984988244686,3,11,0.8380044843049327
turquoise,GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,GO:BP,0.5556456793586121,0.855868894593213,13,42,1.0026686201663964
turquoise,GOBP_B_CELL_ACTIVATION,GO:BP,0.560658879320186,0.8590929286249933,6,19,1.0325710325710327
turquoise,GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,GO:BP,0.560658879320186,0.8590929286249933,6,19,1.0325710325710327
turquoise,GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,GO:BP,0.560658879320186,0.8590929286249933,6,19,1.0325710325710327
turquoise,GOBP_SYNAPSE_ASSEMBLY,GO:BP,0.560658879320186,0.8590929286249933,6,19,1.0325710325710327
turquoise,GOBP_TRANSLATIONAL_ELONGATION,GO:BP,0.5638661451145685,0.8622111221034616,9,29,1.0065610859728507
turquoise,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,0.7351999786215346,0.8627136531015672,9,33,0.8365384615384616
turquoise,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Hallmark,0.7548744464638714,0.8627136531015672,8,30,0.8110624315443593
turquoise,REACTOME_SIGNALING_BY_RETINOIC_ACID,Reactome,0.7294346935338605,0.8668083360826777,4,15,0.8121937942297224
turquoise,GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,GO:BP,0.5718372113819243,0.8734917320278408,15,49,0.9864356701584743
turquoise,REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC,Reactome,0.7466285087585913,0.880235715589076,5,19,0.79727993146284
turquoise,GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION,GO:BP,0.5796602977032423,0.8810813838341537,8,26,0.9939759036144579
turquoise,GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS,GO:BP,0.5796602977032423,0.8810813838341537,8,26,0.9939759036144579
turquoise,GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY,GO:BP,0.5796602977032423,0.8810813838341537,8,26,0.9939759036144579
turquoise,GOBP_SENSORY_SYSTEM_DEVELOPMENT,GO:BP,0.5809419376890078,0.8810813838341537,11,36,0.9838426626323752
turquoise,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,GO:BP,0.5815975687987514,0.8810813838341537,5,16,1.016764345100177
turquoise,GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,GO:BP,0.5815975687987514,0.8810813838341537,5,16,1.016764345100177
turquoise,GOBP_MIDBRAIN_DEVELOPMENT,GO:BP,0.5975506227462968,0.8996898322004121,7,23,0.9782894736842105
turquoise,GOBP_ORGANELLE_DISASSEMBLY,GO:BP,0.5975506227462968,0.8996898322004121,7,23,0.9782894736842105
turquoise,REACTOME_CO_STIMULATION_BY_CD28,Reactome,0.7688082717607481,0.9016390202848563,3,12,0.7443946188340808
turquoise,REACTOME_SIGNALING_BY_ERBB2,Reactome,0.7688082717607481,0.9016390202848563,3,12,0.7443946188340808
turquoise,GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,GO:BP,0.6074530606521628,0.9018848947256651,4,13,0.9940119760479041
turquoise,GOBP_ER_NUCLEUS_SIGNALING_PATHWAY,GO:BP,0.6074530606521628,0.9018848947256651,4,13,0.9940119760479041
turquoise,GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,GO:BP,0.6074530606521628,0.9018848947256651,4,13,0.9940119760479041
turquoise,GOBP_NEURON_PROJECTION_ORGANIZATION,GO:BP,0.6074530606521628,0.9018848947256651,4,13,0.9940119760479041
turquoise,GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,GO:BP,0.6074530606521628,0.9018848947256651,4,13,0.9940119760479041
turquoise,GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING,GO:BP,0.6074530606521628,0.9018848947256651,4,13,0.9940119760479041
turquoise,GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY,GO:BP,0.6074530606521628,0.9018848947256651,4,13,0.9940119760479041
turquoise,GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS,GO:BP,0.6074530606521628,0.9018848947256651,4,13,0.9940119760479041
turquoise,GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,GO:BP,0.6088182871941438,0.9018848947256651,12,40,0.9577922077922078
turquoise,GOBP_HINDBRAIN_DEVELOPMENT,GO:BP,0.6181921552178746,0.9093606603254937,6,20,0.9581724581724582
turquoise,GOBP_REGULATION_OF_CELL_DIVISION,GO:BP,0.6181921552178746,0.9093606603254937,6,20,0.9581724581724582
turquoise,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,Reactome,0.7787137351122304,0.9108714186169171,4,16,0.7440119760479041
turquoise,GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,GO:BP,0.6386009472550993,0.9140152096949151,10,34,0.9308912386706949
turquoise,GOBP_B_CELL_PROLIFERATION,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_INTRACELLULAR_LIPID_TRANSPORT,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_NUCLEOTIDE_EXCISION_REPAIR,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_NUCLEUS_LOCALIZATION,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_ONE_CARBON_METABOLIC_PROCESS,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_PROTEIN_DESTABILIZATION,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_PROTEIN_MONOUBIQUITINATION,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_REGULATION_OF_ERAD_PATHWAY,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_RESPONSE_TO_AMINO_ACID_STARVATION,GO:BP,0.6412397664209057,0.9140152096949151,3,10,0.9583600256245997
turquoise,GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE,GO:BP,0.6485084677205111,0.9216965758617118,7,24,0.920123839009288
turquoise,GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,GO:BP,0.6485084677205111,0.9216965758617118,7,24,0.920123839009288
turquoise,GOBP_REGULATION_OF_MACROAUTOPHAGY,GO:BP,0.6531403426855709,0.927383633291964,17,58,0.9254887358033885
turquoise,GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,GO:BP,0.6556092065554507,0.9282012924379865,9,31,0.913821472645002
turquoise,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,Reactome,0.8001067812974534,0.9334579115136957,6,24,0.7432432432432432
turquoise,GOBP_CARBOHYDRATE_HOMEOSTASIS,GO:BP,0.6703058565184511,0.935533791001535,13,45,0.9068190440060698
turquoise,GOBP_FATTY_ACID_TRANSPORT,GO:BP,0.671195742417663,0.935533791001535,6,21,0.8936936936936937
turquoise,GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS,GO:BP,0.671195742417663,0.935533791001535,6,21,0.8936936936936937
turquoise,GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GO:BP,0.6723608437701724,0.935533791001535,4,14,0.8940119760479042
turquoise,GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT,GO:BP,0.6723608437701724,0.935533791001535,4,14,0.8940119760479042
turquoise,GOBP_RESPONSE_TO_BMP,GO:BP,0.6723608437701724,0.935533791001535,4,14,0.8940119760479042
turquoise,GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,GO:BP,0.6728720264307437,0.935533791001535,18,62,0.9126355296080066
turquoise,REACTOME_SULFUR_AMINO_ACID_METABOLISM,Reactome,0.8172148350933237,0.9484773215590907,3,13,0.6695067264573991
turquoise,REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,Reactome,0.8172148350933237,0.9484773215590907,3,13,0.6695067264573991
turquoise,REACTOME_GLYCOGEN_METABOLISM,Reactome,0.8205992524775916,0.9499443542893049,4,17,0.6863196683555965
turquoise,REACTOME_NEDDYLATION,Reactome,0.8248204772646128,0.951731836775217,18,68,0.7998165137614679
turquoise,GOBP_CARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORT,GO:BP,0.6954468576983095,0.9526047284274635,7,25,0.868421052631579
turquoise,GOBP_CARDIOCYTE_DIFFERENTIATION,GO:BP,0.6954468576983095,0.9526047284274635,7,25,0.868421052631579
turquoise,GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION,GO:BP,0.6954468576983095,0.9526047284274635,7,25,0.868421052631579
turquoise,GOBP_NUCLEUS_ORGANIZATION,GO:BP,0.697044875323194,0.9526047284274635,9,32,0.8734999016328939
turquoise,GOBP_CARBOHYDRATE_TRANSPORT,GO:BP,0.69768913259059,0.9526047284274635,5,18,0.8591857917195248
turquoise,GOBP_CELLULAR_SENESCENCE,GO:BP,0.69768913259059,0.9526047284274635,5,18,0.8591857917195248
turquoise,GOBP_PEPTIDYL_LYSINE_MODIFICATION,GO:BP,0.69768913259059,0.9526047284274635,5,18,0.8591857917195248
turquoise,GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,GO:BP,0.69768913259059,0.9526047284274635,5,18,0.8591857917195248
turquoise,GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,GO:BP,0.69768913259059,0.9526047284274635,5,18,0.8591857917195248
turquoise,GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,GO:BP,0.7073843843469549,0.9526047284274635,28,97,0.9035916824196597
turquoise,GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,GO:BP,0.7081648664468154,0.9526047284274635,20,70,0.8914110429447852
turquoise,GOBP_ALCOHOL_CATABOLIC_PROCESS,GO:BP,0.7104061095070886,0.9526047284274635,3,11,0.8380044843049327
turquoise,GOBP_MIRNA_METABOLIC_PROCESS,GO:BP,0.7104061095070886,0.9526047284274635,3,11,0.8380044843049327
turquoise,GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,GO:BP,0.7104061095070886,0.9526047284274635,3,11,0.8380044843049327
turquoise,GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,GO:BP,0.7104061095070886,0.9526047284274635,3,11,0.8380044843049327
turquoise,GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,GO:BP,0.7104061095070886,0.9526047284274635,3,11,0.8380044843049327
turquoise,GOBP_NEURON_CELLULAR_HOMEOSTASIS,GO:BP,0.7104061095070886,0.9526047284274635,3,11,0.8380044843049327
turquoise,GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS,GO:BP,0.7104061095070886,0.9526047284274635,3,11,0.8380044843049327
turquoise,GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,GO:BP,0.7104061095070886,0.9526047284274635,3,11,0.8380044843049327
turquoise,GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,GO:BP,0.7104061095070886,0.9526047284274635,3,11,0.8380044843049327
