pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,arc_r1_var,clean_label
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,0.027267906558351,1.993880307093057,25,TMEM70;NDUFA13;NDUFS5;NDUFS3;NDUFS2;NDUFB3;NDUFAF3;NDUFS1;NDUFAF4;NDUFAF5;NDUFS4;NDUFA6;MT-ND5;NDUFS8;MT-ND4;NDUFS6,GO:BP,5.654635000579701e-4,0.5927703917659983,0.47727081536286214,Training_PLA,11,139.77586206896552,148.84482758620692,144.31034482758622,2.4395490079169018,2.5978323159425947,2.518690661929748,5.076559145065765,"NADH Dehydrogenase
Complex Assembly"
GOBP_DEPHOSPHORYLATION,0.0279329759157173,1.9909464238459411,29,PDP1;PPP1CB;PPP2R2A;PPP5C;PPP1CA;PPP2CA;PPP2CB;DUSP3;MTM1;PPP3CA;IGBP1;NT5C;CHP1;PPM1A;TIMM50;THTPA;DUSP28;PPP1CC,GO:BP,5.95345684839597e-4,0.5688193953094575,0.47727081536286214,Training_PLA,12,151.84482758620692,160.91379310344826,156.37931034482762,2.6501921935024244,2.8084755015281164,2.729333847515271,5.0713501805323835,Dephosphorylation
GOBP_CELL_SUBSTRATE_ADHESION,4.663961921019919e-4,-2.184254910002662,77,RHOA;CTTN;ITGA6;VWF;NRP1;LAMB1;P4HB;VCL;ITGA7;CFL1;CD36;ZYX;ITGB1;SORBS1;CALR;TLN1;ITGA1;RRAS;DMTN;RSU1;ANXA2;LAMC1;CD34;LIMCH1;CD63;VAMP3;PECAM1;CORO1C;ILK;RAB1A;APOD;CRKL;RAC1;LIMS1;ACTN3;FLNA;COL3A1;FBLN2;NID1;CDC42;S100A10;CLASP2;FBLN5,GO:BP,4.835905217647382e-6,-0.47557190159137414,0.610526878385931,Training_PLA,13,168.91379310344826,177.98275862068965,173.44827586206895,2.948101841687663,3.1063851497133554,3.0272434957005094,5.517261973651592,"Cell Substrate
Adhesion"
GOBP_RESPONSE_TO_ESTRADIOL,7.530552865178777e-4,-2.328891713209338,23,MAP1B;GPX4;STAT5B;HNRNPD;ASS1;CRYAB;ARPC1B;CALR;CAT;GSTP1;GPX1,GO:BP,9.109539756264647e-6,-0.6793195800642365,0.5933254763964051,Training_PLA,14,180.98275862068965,190.051724137931,185.51724137931035,3.158745027273186,3.317028335298877,3.237886681286032,5.481546745305269,Resp. to Estradiol
HALLMARK_COMPLEMENT,0.00111277583714026,-1.997831204783425,63,GNG2;GNAI3;CALM1;LAP3;S100A9;LRP1;PFN1;CA2;CD36;RHOG;CTSD;EHD1;COL4A2;ANXA5;STX4;APOC1;ME1;LGALS3;LAMP2;CTSB;CTSC;PRKCD;CSRP1;C1QA;GNB2;HSPA5;SERPINA1;LTF,Hallmark,5.175701568094253e-5,-0.4557131720253196,0.557332238758646,Training_PLA,15,193.051724137931,202.12068965517238,197.5862068965517,3.3693882128587074,3.5276715208844003,3.4485298668715534,5.450870352187442,Complement
GOBP_DETOXIFICATION,0.00317115219457725,-2.0916604508037375,57,GPX4;SOD1;TXN;PRDX1;PRXL2A;S100A9;HBA1;SOD3;SESN1;MTARC2;PRDX6;HBB;ADH5;CD36;ALB;CAT;GSTP1;PRDX2;CCS;MPO;GPX1;CYGB;PRDX5;HBG2;AKR1A1;ALDH1A1;GSTM1;GPX3;NXN;SOD2;GSTO1;ESD,GO:BP,4.749421489574231e-5,-0.4860567300121417,0.557332238758646,Training_PLA,16,205.12068965517238,214.18965517241372,209.65517241379308,3.58003139844423,3.738314706469922,3.6591730524570765,5.359559231553239,Detoxification
HALLMARK_IL2_STAT5_SIGNALING,0.00463314473309606,-1.9827225024321915,38,GPX4;FAH;ITGA6;NRP1;CYFIP1;NDRG1;NT5E;AHNAK;CA2;ECM1;CD81;SNX9;CTSZ;RNH1;PLIN2;CKAP4;COL6A1,Hallmark,3.232426557973999e-4,-0.5092845325445178,0.49849310876659025,Training_PLA,17,217.18965517241372,226.25862068965512,221.72413793103442,3.790674584029752,3.9489578920554447,3.8698162380425982,5.3221671448047765,IL2 Stat5 Signaling
HALLMARK_XENOBIOTIC_METABOLISM,0.00545675797844684,-1.8690590951294812,66,ALDH9A1;MTHFD1;AOX1;RETSAT;CES1;FAH;MAOA;PC;IDH1;ALDH2;AKR1C2;PGD;TKFC;ADH5;CA2;CD36;CAT;CYB5A;EPHX1;UGDH;PTGDS;GSTM4;DDAH2;PGRMC1;ADH1C;BLVRB;PROS1;HPRT1;ACP1;PTGES3;GSTO1,Hallmark,5.076053933438929e-4,-0.4220351699427709,0.47727081536286214,Training_PLA,18,229.25862068965512,238.32758620689646,233.79310344827582,4.001317769615275,4.159601077640967,4.080459423628121,5.30508247367194,Xenobiotic Metabolism
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,0.005785347272832,-2.199970258246816,28,CTNNA1;ITGA6;NRP1;LAMB1;ITGA7;ZYX;ITGB1;TLN1;ITGA1;LAMC1;MYH9;CD63;ILK;LIMS1;FLNA;COL3A1;LAMB2;NID1;CDC42,GO:BP,9.664462610145638e-5,-0.6055793901385906,0.5384340963099162,Training_PLA,19,241.32758620689646,250.39655172413785,245.86206896551715,4.211960955200797,4.37024426322649,4.291102609213643,5.298819105971264,"Integrin Mediated
Signaling"
GOBP_WOUND_HEALING,0.01015905950088074,-1.8193232264343089,100,GNAQ;RHOA;VWF;PPIA;VCL;HBB;AHNAK;MYH10;CD36;HMGB1;ITGB1;MYLK;TLN1;PRDX2;ANXA5;DMTN;PDIA3;GPX1;KRT1;CAV1;AP3B1;PROCR;YAP1;LCP1;MCAM;ANXA2;GNA13;PRKCD;CSRP1;TMX1;GNAS;CD34;CD9;MYH9;PROS1;SERPINA1;CHMP6;ANXA1;CNN2;ACTB;PECAM1;ILK;CLIC1;RHOC;FLNA;RAP2B;COL3A1,GO:BP,1.814117768014419e-4,-0.3776543759809594,0.5188480777437918,Training_PLA,20,253.39655172413785,262.4655172413792,257.93103448275855,4.422604140786319,4.580887448812011,4.501745794799166,5.233307626344196,Wound Healing
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.01465027898792708,-1.9142509473778784,17,LAP3;B2M;CNP;CD74;PSME2;PSMA3;PROCR,Hallmark,0.00170352081254966,-0.6082476829850437,0.45505986738722953,Training_PLA,21,265.4655172413792,274.5344827586206,269.9999999999999,4.633247326371841,4.791530634397534,4.712388980384688,5.183885003663933,"Interferon Alpha
Response"
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,0.0257373728031527,-1.922560425997348,60,CAV2;CTTN;SDCBP;B2M;LRP1;MRC1;EPS15;SCARB2;CD36;CD81;ITGB1;SNX9;APOC1;ARRB1;CANX;CAV1;SNX1;EZR;HGS;ANXA2;ARF1;RALA;CD9;CD63;CAP1;RAC1;CD14;RABEP1;CLTA;PPP3R1;CLTB;TF;LRPAP1;SNCA;CLU,GO:BP,5.040729696469999e-4,-0.44154254218789674,0.47727081536286214,Training_PLA,22,277.5344827586206,286.603448275862,282.0689655172413,4.843890511957364,5.002173819983057,4.923032165970211,5.088583396245811,"Receptor Mediated
Endocytosis"
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,0.02707954303903696,-1.996536454530495,29,RHOA;NRP1;LAMB1;P4HB;CALR;DMTN;LAMC1;VAMP3;CORO1C;ILK;RAB1A;CRKL;RAC1;LIMS1;FLNA;CDC42;S100A10,GO:BP,5.45958529012842e-4,-0.5445574773725861,0.47727081536286214,Training_PLA,23,289.603448275862,298.6724137931034,294.1379310344827,5.054533697542887,5.21281700556858,5.133675351555733,5.0780355130227814,"Substrate Adhesion
Dependent Cell
Spreading"
GOBP_REGULATION_OF_CELL_SHAPE,0.02988887788840819,-2.000641016869885,30,PALM;PALMD;CYFIP1;EPB41L3;ITGA7;CFL1;MYH10;RHOG;MSN;DMTN;S100B;EZR;GNA13;MYH9;ANXA1;RAC1;SEPTIN7,GO:BP,6.542496311978751e-4,-0.5409473729292215,0.47727081536286214,Training_PLA,24,301.6724137931034,310.74137931034477,306.20689655172407,5.26517688312841,5.423460191154103,5.344318537141256,5.056017477731207,Reg. Cell Shape
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,0.03174419605240539,-1.8493552979753944,55,PALM;MAP1B;DBN1;CAPRIN1;ITGA6;NRP1;S100A9;TUBB2B;CYFIP1;HSP90AA1;SCN1B;PFN1;SCARB2;CFL1,GO:BP,7.131472615459738e-4,-0.43234810388841177,0.47727081536286214,Training_PLA,25,313.74137931034477,322.81034482758616,318.27586206896547,5.475820068713932,5.634103376739626,5.5549617227267785,5.041343419250082,"Positive Reg. Cell
Projection Org."
HALLMARK_COAGULATION,0.03514794834068988,-1.660849400531786,53,HMGCS2;VWF;LRP1;ARF4;SPARC;APOC1;LAMP2;CTSB;CSRP1;C1QA;CD9;GSN;GNB2;PROS1;SERPINA1;ANXA1;PECAM1;GNG12;LTA4H;RAC1;WDR1;CRIP2;COMP;TF;CTSH,Hallmark,0.00490436488474742,-0.3941858430177497,0.32635161099090676,Training_PLA,26,325.81034482758616,334.87931034482756,330.34482758620686,5.686463254299455,5.844746562325148,5.7656049083123015,5.01355571233225,Coagulation
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,0.03632046077525868,-1.9970550701431384,27,HLA-DRA;B2M;RAB5B;HLA-B;CTSD;CD74;CALR;PDIA3;RAB10;AP3B1;AZGP1;HLA-A,GO:BP,8.5779890079816e-4,-0.5543838808668524,0.47727081536286214,Training_PLA,27,337.87931034482756,346.94827586206895,342.41379310344826,5.897106439884977,6.055389747910671,5.976248093897824,5.003535958562488,"Antigen Processing And
Presentation"
GOBP_PHOSPHOLIPID_TRANSPORT,0.04161456750302599,-1.9964861043589353,15,SCP2;DBI;PITPNB;SCARB2;PITPNA;ESYT1;APOC1;NPC2,GO:BP,0.0010787186276706,-0.6530172038020351,0.45505986738722953,Training_PLA,28,349.94827586206895,359.01724137931035,354.48275862068965,6.107749625470501,6.266032933496194,6.186891279483348,4.951975237544737,Phospholipid Transport
HALLMARK_APICAL_JUNCTION,0.04633298574904414,-1.64806235041533,51,CTNNA1;VCAN;VWF;PFN1;VCL;MYH10;ZYX;ITGB1;MSN;EPB41L2;STX4;RRAS;RSU1;HADH;VASP;CD34;MYH9;CAP1;CNN2;ACTB;PECAM1;CD276;GNAI2,Hallmark,0.00754257907542579,-0.3937785442863547,0.2608205677188685,Training_PLA,29,362.01724137931035,371.08620689655174,366.55172413793105,6.3183928110560235,6.476676119081716,6.39753446506887,4.85,Apical Junction
