"uniprot_id","protein","gene","description","CR6_T1","CR6_T2","CR7_T2","CR8_T1","CR8_T2","CR10_T2","CR12_T1","CR12_T2","CR15_T1","CR17_T1","CR17_T2","CR18_T1","CR18_T2","CR22_T1","CR22_T2","CR25_T1","CR25_T2","CR72_T1","CR72_T2","CR149_T1","CR149_T2","CR163_T1","CR163_T2","CR383_T1","CR386_T2","logFC_Baseline_Supplement","CI.L_Baseline_Supplement","CI.R_Baseline_Supplement","average_intensity_Baseline_Supplement","t_Baseline_Supplement","B_Baseline_Supplement","P.Value_Baseline_Supplement","adj.P.Val_Baseline_Supplement","sig.PVal_Baseline_Supplement","sig.FDR_Baseline_Supplement","logFC_Training_CRE","CI.L_Training_CRE","CI.R_Training_CRE","average_intensity_Training_CRE","t_Training_CRE","B_Training_CRE","P.Value_Training_CRE","adj.P.Val_Training_CRE","sig.PVal_Training_CRE","sig.FDR_Training_CRE","logFC_Training_PLA","CI.L_Training_PLA","CI.R_Training_PLA","average_intensity_Training_PLA","t_Training_PLA","B_Training_PLA","P.Value_Training_PLA","adj.P.Val_Training_PLA","sig.PVal_Training_PLA","sig.FDR_Training_PLA","logFC_Supplement_Interaction","CI.L_Supplement_Interaction","CI.R_Supplement_Interaction","average_intensity_Supplement_Interaction","t_Supplement_Interaction","B_Supplement_Interaction","P.Value_Supplement_Interaction","adj.P.Val_Supplement_Interaction","sig.PVal_Supplement_Interaction","sig.FDR_Supplement_Interaction"
"Q13425","SNTB2_HUMAN","SNTB2","Beta-2-syntrophin",19.7277177018205,20.9196013729461,20.4503554917901,20.4079051516354,19.6263292251992,19.6977412593489,20.3533313361396,20.7044265238368,20.9539344393769,20.4920892666693,20.6021843240218,19.5780273199618,20.3530923133138,20.2080823556666,20.2209294153568,20.6408973073634,20.7587984061912,19.9558725847938,20.5501648400783,20.4824722265138,20.2926998744917,20.0092998334688,20.201633094979,19.7563192896335,20.4745215220175,-0.0703990260541367,-0.579063082591058,0.438265030482785,20.2967370590646,-0.285042255684812,-4.65969773575008,0.777960253560015,0.996799643733751,0,0,0.067978082976996,-0.31487080122537,0.450826967179362,20.2967370590646,0.365691758633074,-5.25269580879557,0.717671744055859,0.981669133564692,0,0,0.328490876156714,-0.116600700361439,0.773582452674866,20.2967370590646,1.52001397888839,-4.57800418205128,0.141057109038439,0.849515517572629,0,0,-0.260512793179718,-0.847607146433444,0.326581560074008,20.2967370590646,-0.913891836064911,-4.67910290106562,0.369505486783601,0.998923118989502,0,0
"Q9Y2Z9","COQ6_HUMAN","COQ6","Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",20.612279127776,19.9111595244878,20.5925027346795,21.3633300284303,21.34114139653,19.7321673964175,19.8688764209675,19.3396315046191,19.265423771295,20.5740330478862,20.059505589202,20.436498550201,20.2767042581652,NA,19.6608413872632,19.2366368551063,19.1841807065002,20.3519028012914,18.3707795113922,19.952418248067,19.587657663956,21.0618433524273,21.1183106188416,20.3439193020169,20.3839002469276,0.125346663092984,-0.712772571107896,0.963465897293863,20.1094018351853,0.308673510842827,-4.65523604377097,0.760233864930774,0.996799643733751,0,0,-0.535194160192724,-1.16983924176447,0.0994509213790228,20.1094018351853,-1.74049523842549,-4.18844628229384,0.0945828690479709,0.973043054736961,-1,0,-0.155384506427293,-0.867011023727905,0.556242010873319,20.1094018351853,-0.450658930824864,-5.46087864197511,0.656281164799048,0.969119024742657,0,0,-0.379809653765431,-1.33332246421352,0.573703156682655,20.1094018351853,-0.822113650223631,-4.70661340039063,0.419106671822397,0.998923118989502,0,0
"P25398","RS12_HUMAN","RPS12","40S ribosomal protein S12",20.4063615081483,20.1235061232007,19.7710044238323,19.647831082698,20.4891902042206,20.3324370546189,19.911510985979,20.0615395087252,20.7211050156657,20.3828623355713,20.1864677477684,20.4702704517425,20.2479471638437,20.1625506926168,20.0271995730285,19.4345022466532,20.3353749043983,20.4402538103613,19.9602117679761,19.7546754379346,20.6630988770424,20.3228760897001,20.3846452989586,20.3283230618412,20.5424072839612,-0.288262631016536,-0.740550647853736,0.164025385820663,20.2043261060195,-1.31264385678356,-4.55511064984799,0.201228361067033,0.996799643733751,0,0,0.20246373037444,-0.137953408125799,0.542880868874679,20.2043261060195,1.22492490096614,-4.73473129857811,0.232022006804686,0.973043054736961,0,0,-0.0481698120018805,-0.443931187053404,0.347591563049643,20.2043261060195,-0.250677405269142,-5.52277024321085,0.804112647048025,0.986115982957835,0,0,0.25063354237632,-0.271392217684774,0.772659302437415,20.2043261060195,0.988828337145345,-4.6514844176745,0.332223193173713,0.998923118989502,0,0
"A6NNS2","DRS7C_HUMAN","DHRS7C","Dehydrogenase/reductase SDR family member 7C",20.5924988299397,21.0510015315294,20.2080868692903,20.0269244664543,20.1637357453873,19.949225845431,20.3580883365066,20.3554302466478,18.1778503428495,19.631562365712,20.3050370167513,20.2092426052693,20.4850573959198,20.1528978653175,20.152860026151,19.7109059957012,19.572189090005,19.9983326516719,18.3186941471631,20.0681679825158,20.5043311306814,20.261966398416,19.9823118368452,20.988909701903,20.03873162094,0.516758797014454,-0.178456741914115,1.21197433594302,20.0505616018,1.53088318782279,-4.51865230367238,0.138357351657352,0.996799643733751,0,0,-0.394464027711809,-0.917721942122023,0.128793886698405,20.0505616018,-1.55262024452661,-4.40798089330978,0.133084874482437,0.973043054736961,0,0,0.632670367390407,0.0243423830065268,1.24099835177429,20.0505616018,2.14196980324281,-3.70842482142118,0.0421273741855862,0.771402295257468,1,0,-1.02713439510222,-1.82954437857543,-0.224724411629003,20.0505616018,-2.63635927719053,-3.67960013111153,0.0141954033647109,0.998923118989502,-1,0
"P30085","KCY_HUMAN","CMPK1","UMP-CMP kinase",20.5838619604207,20.3617969975053,19.8714617659064,20.4217639791608,20.8428089092678,19.5736305553321,19.4730090450262,19.5092160349398,20.013427987039,20.094341584848,20.3134503643345,20.4496578871342,21.0373170903479,20.8086230301058,20.1275689593713,20.2896076801724,19.4923209905921,19.8703127030492,19.7975976055724,19.8613614199522,19.4487957723457,19.5634559149015,19.6358770734939,20.1183310725811,20.2870391354574,-0.118303273704978,-0.64746515095094,0.410858603540984,20.0738654207543,-0.460449345348003,-4.65090072886989,0.649174523272989,0.996799643733751,0,0,-0.205528242626457,-0.603804927724494,0.19274844247158,20.0738654207543,-1.06282135181037,-4.87192476700818,0.298023825439954,0.973043054736961,0,0,0.0285255318127255,-0.434502062038138,0.491553125663589,20.0738654207543,0.126882148000723,-5.54344193445213,0.90004886330744,0.994135012624574,0,0,-0.234053774439182,-0.844806482628021,0.376698933749657,20.0738654207543,-0.789266906357798,-4.7206757271876,0.437379084782989,0.998923118989502,0,0
"Q15404","RSU1_HUMAN","RSU1","Ras suppressor protein 1",19.5106323050753,19.3276359796085,19.9049701185088,20.1172736205994,20.221982645867,20.0735610887591,19.7753030494908,19.81619446994,21.2731287129646,19.6080291861329,20.0011067058369,19.4108535677357,19.9128331698848,20.8597766314091,19.9290946672602,20.2893061099562,20.1176640813328,20.2024506833277,20.3161049252634,20.1865997884539,19.7963589096257,19.4213976786975,19.4362462626377,19.0568977938032,20.9601907569858,-0.0862000989593881,-0.718203087936344,0.545802890017568,19.9810237163663,-0.280906816437365,-4.65985596753081,0.781094002384795,0.996799643733751,0,0,-0.0291940413492497,-0.504874671881131,0.446486589182632,19.9810237163663,-0.126401549249372,-5.29895924610612,0.90042535843837,0.996192168637131,0,0,0.00637942397273861,-0.546636270989226,0.559395118934703,19.9810237163663,0.0237584254259205,-5.55032223586079,0.981233957114806,0.999685644567527,0,0,-0.0355734653219884,-0.765024232089337,0.693877301445361,19.9810237163663,-0.100439336187075,-4.84388721133047,0.920796826157663,0.998923118989502,0,0
"P62906","RL10A_HUMAN","RPL10A","60S ribosomal protein L10a",19.2713301167362,20.3067390180557,20.1636118290815,19.8934545333782,19.4168792912678,20.20309386054,20.4121961297038,20.8378899195701,20.897877900954,20.0068553732048,19.6343201771844,20.1409047675155,19.6122005994258,19.8857179111865,20.604822080694,20.8422575855897,21.1928088058534,20.1763162398078,20.9119935058586,19.5559103392399,19.7405035386198,20.1440069531967,20.0319401827374,19.9158269444737,19.5739723114022,0.198101787737844,-0.383162182440022,0.77936575791571,20.1349371966111,0.701921647699713,-4.63230355306564,0.489212969840382,0.996799643733751,0,0,0.275006667308304,-0.162484953241221,0.712498287857829,20.1349371966111,1.29463436109449,-4.67059208517802,0.207278814362556,0.973043054736961,0,0,-0.0737809821613347,-0.582398985605594,0.434837021282924,20.1349371966111,-0.298762681768345,-5.51110508056501,0.767590893225784,0.972534505996529,0,0,0.348787649469639,-0.322100710452244,1.01967600939152,20.1349371966111,1.07074113410261,-4.61912062853654,0.294516427483975,0.998923118989502,0,0
"P17655","CAN2_HUMAN","CAPN2","Calpain-2 catalytic subunit",20.3101706388674,19.7207211133161,20.2627337093627,20.285268913225,20.5067225553915,20.5855589224617,20.527547539993,20.2698602213902,20.7364438020357,20.2960974292749,20.2380498513931,20.3912976969149,20.0886242229671,19.7300248030942,20.2521426771099,19.9830638503199,20.4024162432789,20.2087059664296,20.7569131968859,19.9271049607432,20.7609452677952,20.4688189473674,20.5534818618361,20.1862876109629,20.3222834757537,-0.133028434694083,-0.522713105503512,0.256656236115346,20.3108514191268,-0.703080097797305,-4.63219682838055,0.48850321273281,0.996799643733751,0,0,0.269822868181581,-0.0234755072253057,0.563121243588468,20.3108514191268,1.89470998020662,-4.00439316345121,0.0697555923364166,0.973043054736961,1,0,-0.0803308728112491,-0.421313024481988,0.26065127885949,20.3108514191268,-0.485204125033353,-5.4468235794253,0.631757107323417,0.969119024742657,0,0,0.35015374099283,-0.0996159387037072,0.799923420689368,20.3108514191268,1.60340133666142,-4.35874731254978,0.121408922544949,0.998923118989502,0,0
"P68402","PA1B2_HUMAN","PAFAH1B2","Platelet-activating factor acetylhydrolase IB subunit beta",19.6096212145046,19.0722108332217,19.7213066710172,20.1035075403848,19.299175591271,19.6094780660385,19.6746308752186,19.8154494838099,21.1105996979668,19.9259044614949,19.474550696368,19.850417795886,20.0268340004844,20.7635722559661,20.1218560075439,20.7045374301283,19.7233805802077,20.1350691643604,20.3557253161565,20.7408096613345,19.5637700951769,19.7769537325554,19.4642786936949,19.4117623566959,20.142618012408,-0.20474387898776,-0.768479947589374,0.358992189613855,19.9279208093558,-0.748012318791572,-4.62793202035414,0.461433040813014,0.996799643733751,0,0,-0.340399088927455,-0.764698235043927,0.083900057189016,19.9279208093558,-1.65230370592144,-4.29651160962159,0.110980949414678,0.973043054736961,0,0,-0.560571273495931,-1.05385200031258,-0.0672905466792821,19.9279208093558,-2.34050911568967,-3.38967026688352,0.0275388851593822,0.692195690508838,-1,0,0.220172184568476,-0.430485667796289,0.870830036933241,19.9279208093558,0.696920792568311,-4.74785323001728,0.492283636830059,0.998923118989502,0,0
"P67809","YBOX1_HUMAN","YBX1","Y-box-binding protein 1",20.3514629320469,20.2667274589308,20.0969693919743,19.5366868679318,20.6704308140241,19.9032664323165,20.0947725043008,20.338038187709,19.4244185068712,20.2120652206605,20.2651404651982,20.4273253332679,20.5496942017196,20.0933777352908,20.064346880088,20.012027044099,20.3621885922661,20.0585096011831,20.1874871173108,19.8208329904201,20.0034606919022,20.4804405706278,20.2414156845264,20.5951436918622,19.7890197472854,0.0843296373026305,-0.334830766331153,0.503490040936414,20.1538099465525,0.414355996460033,-4.65360427035768,0.682147803624809,0.996799643733751,0,0,0.174516275006308,-0.140967177717974,0.48999972773059,20.1538099465525,1.13928661484679,-4.80933224015697,0.265384504155471,0.973043054736961,0,0,0.104613015480915,-0.262161012425663,0.471387043387492,20.1538099465525,0.587436316272042,-5.39887715350318,0.562180268928709,0.96045065883437,0,0,0.0699032595253932,-0.413886980650707,0.553693499701494,20.1538099465525,0.297587009990776,-4.82784132981828,0.768477723840889,0.998923118989502,0,0
"P51572","BAP31_HUMAN","BCAP31","B-cell receptor-associated protein 31",19.0183454167064,18.9361191919642,19.2271015508147,NA,18.5940514109623,19.5885287819897,19.3907151903207,19.945518435122,21.0685477547693,19.2037249044123,19.5500895508636,19.0401752650484,18.8608180833715,19.7538673513048,20.0500088714552,19.587329966882,19.8886938555121,19.5632667661485,20.2124116883299,NA,19.4573234662852,18.6649092039856,NA,19.191979022792,20.4869402062373,-0.356784109560888,-1.12126442345314,0.40769620433136,19.5127484516035,-0.967890444400013,-4.60176515260256,0.343621939340416,0.996799643733751,0,0,0.38195510184077,-0.182203292674698,0.946113496356238,19.5127484516035,1.40410073198973,-4.53939890162442,0.174251745069704,0.973043054736961,0,0,-0.134261361203333,-0.784714828144083,0.516192105737418,19.5127484516035,-0.428076924907674,-5.41912078556427,0.672757520194553,0.969119024742657,0,0,0.516216463044103,-0.344808743763173,1.37724166985138,19.5127484516035,1.2433774599824,-4.54321524997062,0.226818842310791,0.998923118989502,0,0
"Q99832","TCPH_HUMAN","CCT7","T-complex protein 1 subunit eta",20.1914484509489,20.2280413031317,20.4989696206729,19.9794254379719,19.9619466233929,20.1184234861549,19.8651856785088,20.0865938390255,20.2630854876818,20.451524070774,20.2603209494219,20.0357070326201,20.6021092112467,20.9621171474846,20.4813405565061,20.4339736013811,19.9275287420871,20.1565044493802,20.5522336303204,20.753086205755,20.320833754215,20.169294109613,20.057333846138,20.2800999517213,20.4462037034053,-0.0907859194003784,-0.464215427081012,0.282643588280256,20.2833332355824,-0.500706823252984,-4.6483140002669,0.620958005212924,0.996799643733751,0,0,-0.0906460274711911,-0.371709862248737,0.190417807306355,20.2833332355824,-0.664228421128629,-5.13315557812585,0.512625426245718,0.978576430862361,0,0,0.0353942911740894,-0.291364256350501,0.36215283869868,20.2833332355824,0.22308989962665,-5.52854626360286,0.825278624593716,0.986115982957835,0,0,-0.126040318645281,-0.557048471236667,0.304967833946106,20.2833332355824,-0.602278906371772,-4.77240291753516,0.55241346934328,0.998923118989502,0,0
"Q15631","TSN_HUMAN","TSN","Translin",20.3529980903453,19.9413312625452,19.5850822049526,19.6202176205207,20.7312323755007,19.5727703324405,20.0420680393262,20.1742592286942,21.019901771152,19.6902151877478,19.6400132166446,20.4625816190564,19.9368538425805,20.3564024063682,20.6430029874823,20.6883918678585,19.9875096693954,20.1679791339291,20.7658054632973,20.4561292147081,20.0830572458322,20.3514028239171,20.3859876574014,20.0667538373444,20.2381144791457,-0.24686668418299,-0.735862362447981,0.242128994082001,20.1984024631274,-1.03975521819253,-4.59453536100219,0.3084072515665,0.996799643733751,0,0,0.174034992054729,-0.19401037580181,0.542080359911268,20.1984024631274,0.973887669606083,-4.93982113973304,0.339443571072174,0.973043054736961,0,0,-0.448181160999155,-0.87606249948278,-0.0202998225155308,20.1984024631274,-2.1572669862225,-3.68448684156394,0.0407948383359684,0.762157412372948,-1,0,0.622216153053884,0.0578228215702518,1.18660948453752,20.1984024631274,2.27056036926209,-3.93826513776884,0.0320497948005808,0.998923118989502,1,0
"P49720","PSB3_HUMAN","PSMB3","Proteasome subunit beta type-3",20.0997775544916,20.186530789376,20.4353384850188,20.0553442948043,20.0178940444837,20.2766427401979,19.8197451556293,20.093686894161,20.2319610932177,20.3246043456787,19.5031244488565,20.4768661469994,21.0386059610609,20.9936900355381,20.0159612766289,20.7666808230109,20.0462161118482,20.6615719938778,20.2135398806563,20.5268494178363,19.515877925504,20.3301399979213,19.5859998695295,20.1356745033319,20.272003859573,0.0458562690806907,-0.455608545733057,0.547321083894438,20.2249731059693,0.188335373018376,-4.66279775001503,0.852134454671202,0.996799643733751,0,0,-0.38733197894399,-0.764762313073081,-0.00990164481489952,20.2249731059693,-2.11358733965383,-3.71758391447176,0.0447035811580121,0.973043054736961,-1,0,-0.212142521362825,-0.650934612381415,0.226649569655765,20.2249731059693,-0.995732267113365,-5.1210151881513,0.328922535272227,0.930355695096914,0,0,-0.175189457581165,-0.75397452672278,0.403595611560449,20.2249731059693,-0.623396406493899,-4.76721923005409,0.538671486787594,0.998923118989502,0,0
"P47756","CAPZB_HUMAN","CAPZB","F-actin-capping protein subunit beta",19.3503632448875,22.1568808176332,19.8182765442323,19.2132345791786,19.0206243026658,19.8575231998521,19.8159257258235,20.7102740470857,21.1133812929031,19.5074909725631,20.4699205555736,20.5986368915774,19.5983278831228,20.1966678699681,20.1719705122829,20.1670200226322,21.3809098124337,19.8158305987476,20.9548547511224,19.6737131456856,19.7869817712921,19.6299728361917,19.6744675612144,19.6697204695403,20.1300663894585,-0.21916874217429,-1.11327208566495,0.67493460131637,20.0993214319067,-0.50485253572785,-4.64803575533238,0.618084611840418,0.996799643733751,0,0,0.481810710490407,-0.191141236905854,1.15476265788667,20.0993214319067,1.47457219832567,-4.49147454098746,0.152812482185208,0.973043054736961,0,0,0.412225962092194,-0.370132967362699,1.19458489154709,20.0993214319067,1.08518290135558,-5.04247577720929,0.288196450192549,0.914956239447764,0,0,0.0695847483982135,-0.962379310085524,1.10154880688195,20.0993214319067,0.13887470042601,-4.84200215767103,0.890662001302609,0.998923118989502,0,0
"P00492","HPRT_HUMAN","HPRT1","Hypoxanthine-guanine phosphoribosyltransferase",19.1338139832364,18.7109200099433,20.1171178619323,19.179311494193,19.0625408971393,19.4628242165841,19.1902670366883,19.8175514006501,20.7515653307236,20.0305144233125,19.1989509632316,19.6624954584616,20.6757862345199,21.4203628437631,20.7039853139535,21.234405918723,19.4739029637519,20.5385867995623,21.1871297833597,21.0901368324998,19.7047977861525,20.0192527624487,19.9577908761018,18.6309421980923,20.133378644671,-0.175561590285685,-1.12609109159108,0.774967911019705,19.9635332813478,-0.380397410027456,-4.65541832811583,0.706863929233355,0.996799643733751,0,0,-0.129798502387363,-0.845219917168978,0.585622912394252,19.9635332813478,-0.373664114402421,-5.2503870651114,0.71180490319057,0.981669133564692,0,0,-0.391343125860352,-1.22307611116973,0.44038985944902,19.9635332813478,-0.969052775979162,-5.14325013051273,0.341802838412521,0.930640795927109,0,0,0.261544623472989,-0.835545873970029,1.35863512091601,19.9635332813478,0.490994908956051,-4.79688332241827,0.627713340211698,0.998923118989502,0,0
"Q9H1R3","MYLK2_HUMAN","MYLK2","Myosin light chain kinase 2, skeletal/cardiac muscle",21.0181088537674,19.3487026928239,19.8112173985061,20.2807839718537,18.9063468003309,20.7485754989991,21.1502000371409,20.3409176297577,18.3210150284001,20.9995110508074,20.8901495806938,20.9200886785175,19.6535533956501,19.1728257044796,19.4521204461772,19.8680754265995,19.500448706726,20.0826584740576,18.8027598319036,19.7613073230035,19.8715248417875,19.6372951052552,19.2919246439531,20.7110135389112,18.5246742898059,0.0465842392405982,-0.868114770738526,0.961283249219722,19.8826319579963,0.104890086637981,-4.66445902221494,0.917300188655229,0.996799643733751,0,0,-0.584785519543349,-1.27323891201555,0.103667872928854,19.8826319579963,-1.74942654255644,-4.1829275119998,0.0924875390660361,0.973043054736961,-1,0,-0.574515142926437,-1.374895706796,0.225865420943128,19.8826319579963,-1.47835451503453,-4.6281150315813,0.151804750835015,0.849515517572629,0,0,-0.0102703766169121,-1.06600572253778,1.04546496930395,19.8826319579963,-0.0200357199777111,-4.84587358328036,0.984173959422109,0.998923118989502,0,0
"O95139","NDUB6_HUMAN","NDUFB6","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6",20.0624577430018,20.7331689516931,20.3768241173986,21.3124450992848,20.2245837488952,19.6799427715271,18.9462345361673,19.689192063461,18.2886434508439,20.0783173486384,19.7117067331562,20.5705639797038,20.3983376128262,19.1995323460132,20.3729047143639,20.1731497656389,20.2976533952605,19.5013773645472,19.7253729620674,20.1299545552663,20.0482299362594,20.6941897625443,20.4582193895084,19.0941901015277,19.7305452031355,0.00390243545082924,-0.762990175087849,0.770795045989508,19.9799095061092,0.0104803266955923,-4.66519951779269,0.991721262885349,0.999966002271247,0,0,0.19726314331221,-0.379942925161907,0.774469211786327,19.9799095061092,0.703863924108688,-5.11226002074422,0.488023313684438,0.975368243981295,0,0,0.24691665288319,-0.424130252551155,0.917963558317535,19.9799095061092,0.757828875116252,-5.29941897420674,0.455639248180026,0.942899809241619,0,0,-0.0496535095709802,-0.93479236578302,0.835485346641059,19.9799095061092,-0.115534633241221,-4.84321894375,0.908944541126092,0.998923118989502,0,0
"Q16181","SEPT7_HUMAN","SEPTIN7","Septin-7",19.5482776206522,19.6467897982902,19.5075805305951,19.7837236771829,19.3562919261946,19.9646402573035,19.7691115944601,20.4025176303928,21.5306591693969,19.5433033726039,20.2649582927996,19.3248941638894,19.4644621038294,20.417249438792,20.3802979325123,20.2491421900902,20.7686334581408,20.043188896585,21.3398087833747,19.9361516772584,20.6467438677063,19.3817181994054,19.099024133515,19.2360037733459,20.6518414922706,-0.139602184472775,-0.889886904618364,0.610682535672814,20.0102805592235,-0.383212580248413,-4.65527370213461,0.704801986257693,0.996799643733751,0,0,0.325676198385942,-0.239029847284838,0.890382244056722,20.0102805592235,1.18778333666222,-4.76766128994278,0.246083376214832,0.973043054736961,0,0,0.15874234804345,-0.497772309588627,0.815257005675528,20.0102805592235,0.497991601765671,-5.44131426476033,0.622843259543408,0.969119024742657,0,0,0.166933850342492,-0.699036364909103,1.03290406559409,20.0102805592235,0.397022483184871,-4.8137844090434,0.694720622952296,0.998923118989502,0,0
"P06748","NPM_HUMAN","NPM1","Nucleophosmin",20.4800900536538,20.8053122175792,19.222225467614,19.6211900847044,19.7958630393646,20.0456664698534,19.797624691666,20.2156086234302,20.5352574142574,19.9270897873438,20.3623236668659,19.9904285368552,19.931388792747,20.9571503950601,20.4421285709494,19.7096059741762,20.3989558043265,20.0676818155599,19.7749545503159,20.0184516178558,20.5419359493333,19.9214988470676,20.3895733393336,20.1227298480254,20.1574148226448,-0.0919237091588556,-0.589677759079695,0.405830340761983,20.1292860152233,-0.38035259476588,-4.65542062200919,0.706896772229425,0.996799643733751,0,0,0.134987176493226,-0.23965022941432,0.509624582400773,20.1292860152233,0.742087337999276,-5.09101897829127,0.464951036749384,0.975368243981295,0,0,0.0823094856398541,-0.353235609301369,0.517854580581078,20.1292860152233,0.389215750162747,-5.48368456042567,0.700412720025207,0.969119024742657,0,0,0.0526776908533719,-0.521824455036872,0.627179836743616,20.1292860152233,0.18884640411484,-4.83864867029655,0.851738159828639,0.998923118989502,0,0
"Q13867","BLMH_HUMAN","BLMH","Bleomycin hydrolase",20.294177194693,NA,20.2948394583699,19.546573986757,19.9942127709152,20.3666228298896,19.9955155386127,20.0270100401999,19.721577659703,20.1113103724243,20.0011049706377,20.2657282153386,20.7588760200023,20.5583519947449,20.2500684765797,20.4830290595474,19.7966726261357,20.1109871234267,20.3845542242663,20.3941076832271,19.9336165748455,20.219117303064,20.3700173268878,20.40558551141,20.1322385627782,0.0392074457938207,-0.364288146387588,0.44270303797523,20.1839956468524,0.200549760692234,-4.66234525022792,0.842740738546324,0.996799643733751,0,0,-0.0174156627768518,-0.320804842737475,0.285973517183772,20.1839956468524,-0.118476525916357,-5.29971517879979,0.906676321603731,0.997798077317106,0,0,0.0421974950743689,-0.324952255415159,0.409347245563897,20.1839956468524,0.237211547078951,-5.49196702422393,0.814506220582549,0.986115982957835,0,0,-0.0596131578512207,-0.535894517765403,0.416668202062961,20.1839956468524,-0.25832767502761,-4.82354344720983,0.79835688268316,0.998923118989502,0,0
"Q9UMS6","SYNP2_HUMAN","SYNPO2","Synaptopodin-2",19.8898904653008,22.8383983517494,20.6651308651727,19.6646921918552,19.6663466704968,19.9646308878255,20.7874261119445,21.0477520658159,18.5704880281787,20.2898909206188,21.1083718179856,21.2083890443415,19.1887931240463,19.638424859561,19.425209078191,19.9250011226708,21.6381658871601,20.0069153426208,18.7990948670977,19.4864777516569,19.539709201344,19.9061825028597,20.2896901762451,20.4591805428493,19.9551559621021,0.180666682102999,-0.959297056381885,1.32063042058788,20.1583763135876,0.326407912247997,-4.65798949711137,0.746833070180527,0.996799643733751,0,0,0.0949228246573419,-0.763077342056652,0.952922991371335,20.1583763135876,0.227854141437411,-5.28481025729375,0.82161322188167,0.986728853361037,0,0,0.60293002756508,-0.394561835709389,1.60042189083955,20.1583763135876,1.2448906278643,-4.88737432845404,0.224717564669259,0.900280238255423,0,0,-0.508007202907738,-1.82374057383819,0.807726168022715,20.1583763135876,-0.79519863502559,-4.71882315872909,0.433984491784473,0.998923118989502,0,0
"P61956","SUMO2_HUMAN","SUMO2","Small ubiquitin-related modifier 2",20.3463948710003,NA,19.754550295788,20.2677894525659,19.779834456611,20.0787773060254,20.1035385987185,20.1229104700817,20.6303969806334,19.2798885656256,19.2237303425007,19.9135798320446,19.3779792757601,20.1330651558427,20.2418581752496,20.1438268939282,19.9996161981252,19.7618315158261,21.284882900295,20.0315474983492,20.544713601386,19.0429142093158,19.0858159159092,19.292383462356,19.8174449561548,-0.214555006015395,-0.846643907513056,0.417533895482266,19.9274696220872,-0.70057216712766,-4.63232601761434,0.490307923658242,0.996799643733751,0,0,0.234434639342808,-0.240834328158994,0.70970360684461,19.9274696220872,1.01806314591093,-4.90653842748962,0.318803426626422,0.973043054736961,0,0,-0.224950294645708,-0.80010225905113,0.350201669759713,19.9274696220872,-0.807228248005598,-5.23536581113833,0.427464444919888,0.942899809241619,0,0,0.459384933988517,-0.286725227870739,1.20549509584777,19.9274696220872,1.27076775152078,-4.53104013971727,0.215993594779357,0.998923118989502,0,0
"Q9H223","EHD4_HUMAN","EHD4","EH domain-containing protein 4",18.7310944334079,19.5997849906276,19.6804364496683,19.6032701349031,19.376127024718,20.0749190128916,19.5998607330757,20.2092620141616,21.4491713402778,19.6891973759755,20.5284438941954,18.7939602818398,20.1132321362686,20.067743376888,19.8283864000729,19.984949344503,20.2909416822786,20.2487631452371,20.7824644893533,19.7613393714944,19.9366802599934,19.3407012071928,19.4329223304402,19.0678149976465,20.7703656219617,0.0212810707009403,-0.686271055945069,0.728833197346949,19.8784732819629,0.0619453455034043,-4.66494604455673,0.951099032705978,0.996799643733751,0,0,0.257180778259634,-0.27536233879423,0.789723895313499,19.8784732819629,0.994620430747964,-4.92447118298432,0.329452558020551,0.973043054736961,0,0,0.528670278619483,-0.090452475328799,1.14779303256776,19.8784732819629,1.7586595537276,-4.27004286102188,0.0908743928831685,0.829631176753896,1,0,-0.271489500359849,-1.08813823511547,0.545159234395769,19.8784732819629,-0.684685909484252,-4.75121689242648,0.499842239737324,0.998923118989502,0,0
"Q14697","GANAB_HUMAN","GANAB","Neutral alpha-glucosidase AB",19.2406032960135,19.7893473333993,20.0615223612934,19.7728920224224,19.5744902502479,20.1437842095858,20.2193034189198,20.3426705327453,21.5030939000047,20.1173858264771,20.1444628932288,19.3158324652908,19.5058259172735,20.4597209442401,19.7976127102301,20.1611119423609,20.5153582726974,20.0597353008733,20.9898864592019,19.7784645614638,20.2783472604935,19.3561768350381,19.5642863333165,19.4748578919672,20.7857710867635,-0.0956550220809191,-0.743694916502586,0.552384872340748,20.0381017610219,-0.30400426698036,-4.65894297372922,0.763641013238972,0.996799643733751,0,0,0.177080577164112,-0.310670321114555,0.664831475442779,20.0381017610219,0.747732911554365,-5.08779152547603,0.461598585531934,0.975368243981295,0,0,0.159947468233963,-0.407100850883629,0.726995787351554,20.0381017610219,0.580939555910566,-5.40218836148313,0.566482992807096,0.96045065883437,0,0,0.0171331089301496,-0.730827274369482,0.765093492229781,20.0381017610219,0.0471770983905466,-4.84549940247896,0.962747000114562,0.998923118989502,0,0
