sample_id,Group_Time,B_M_ratio,marker,pct
CR12_T2,CRE_T2,2.9150646194869143,HBA1,12.246662184354017
CR12_T2,CRE_T2,2.9150646194869143,MB,7.683447041373424
CR12_T2,CRE_T2,2.9150646194869143,ALB,4.403927761311517
CR12_T2,CRE_T2,2.9150646194869143,CKM,4.4971755440439996
CR15_T1,PLA_T1,14.582045928506135,HBB,28.577054531950395
CR15_T1,PLA_T1,14.582045928506135,HBA1,20.723242906986883
CR15_T1,PLA_T1,14.582045928506135,MB,2.5292118843816827
CR15_T1,PLA_T1,14.582045928506135,ALB,12.83165987081592
CR15_T1,PLA_T1,14.582045928506135,CKM,1.7316413329499636
CR17_T1,PLA_T1,2.224211116313564,HBB,19.233350286819707
CR17_T1,PLA_T1,2.224211116313564,HBA1,12.549588977446788
CR17_T1,PLA_T1,2.224211116313564,MB,10.231031083347666
CR17_T1,PLA_T1,2.224211116313564,ALB,5.346706669072716
CR17_T1,PLA_T1,2.224211116313564,CKM,6.462368954540082
CR17_T2,PLA_T2,2.8942793282250214,HBB,21.835861896380173
CR17_T2,PLA_T2,2.8942793282250214,HBA1,11.107247428105541
CR17_T2,PLA_T2,2.8942793282250214,MB,7.15919080927156
CR17_T2,PLA_T2,2.8942793282250214,ALB,5.45895302397799
CR17_T2,PLA_T2,2.8942793282250214,CKM,6.109073236277422
CR18_T1,PLA_T1,1.2521811712270277,HBB,12.455891492975638
CR18_T1,PLA_T1,1.2521811712270277,HBA1,7.073519841877843
CR18_T1,PLA_T1,1.2521811712270277,MB,9.666613734407244
CR18_T1,PLA_T1,1.2521811712270277,ALB,2.4289714654025842
CR18_T1,PLA_T1,1.2521811712270277,CKM,7.869493104460785
CR18_T2,PLA_T2,5.903067651141087,HBB,35.54905200095288
CR18_T2,PLA_T2,5.903067651141087,HBA1,19.693189204545803
CR18_T2,PLA_T2,5.903067651141087,MB,5.755182642070162
CR18_T2,PLA_T2,5.903067651141087,ALB,3.8048458600872324
CR18_T2,PLA_T2,5.903067651141087,CKM,4.247597362352094
CR22_T1,CRE_T1,13.540264548063726,HBB,43.20657948535694
CR22_T1,CRE_T1,13.540264548063726,HBA1,18.694687344158545
CR22_T1,CRE_T1,13.540264548063726,MB,2.906827507658889
CR22_T1,CRE_T1,13.540264548063726,ALB,8.557896026602776
CR22_T1,CRE_T1,13.540264548063726,CKM,2.2968494667466084
CR22_T2,CRE_T2,4.438717771783451,HBB,26.288498737344092
CR22_T2,CRE_T2,4.438717771783451,HBA1,17.685912901307564
CR22_T2,CRE_T2,4.438717771783451,MB,6.17042822811833
CR22_T2,CRE_T2,4.438717771783451,ALB,5.448431641593628
CR22_T2,CRE_T2,4.438717771783451,CKM,4.964058310859675
CR25_T1,CRE_T1,6.069864676924436,HBB,29.305653792109577
CR25_T1,CRE_T1,6.069864676924436,HBA1,20.64658523803979
CR25_T1,CRE_T1,6.069864676924436,MB,6.043628926353887
CR25_T1,CRE_T1,6.069864676924436,ALB,6.17693016087243
CR25_T1,CRE_T1,6.069864676924436,CKM,3.203557325492195
CR25_T2,CRE_T2,2.5530017761989345,HBB,16.038561232480845
CR25_T2,CRE_T2,2.5530017761989345,HBA1,10.004965691307408
CR25_T2,CRE_T2,2.5530017761989345,MB,7.810078023850663
CR25_T2,CRE_T2,2.5530017761989345,ALB,4.6982179793093
CR25_T2,CRE_T2,2.5530017761989345,CKM,4.231333458779699
CR72_T1,CRE_T1,2.424709359238507,HBB,18.489976704010207
CR72_T1,CRE_T1,2.424709359238507,HBA1,11.991429177444465
CR72_T1,CRE_T1,2.424709359238507,MB,9.828320960710121
CR72_T1,CRE_T1,2.424709359238507,ALB,6.7654953765672525
CR72_T1,CRE_T1,2.424709359238507,CKM,5.533067040744829
CR72_T2,CRE_T2,11.160738796710117,HBB,29.279852581229466
CR72_T2,CRE_T2,11.160738796710117,HBA1,23.407694849350115
CR72_T2,CRE_T2,11.160738796710117,MB,3.3496193047269807
CR72_T2,CRE_T2,11.160738796710117,ALB,9.6316998779604
CR72_T2,CRE_T2,11.160738796710117,CKM,2.234172991076055
CR149_T1,PLA_T1,6.477308738703494,HBB,32.28650287333803
CR149_T1,PLA_T1,6.477308738703494,HBA1,22.799774962102827
CR149_T1,PLA_T1,6.477308738703494,MB,4.675263931253916
CR149_T1,PLA_T1,6.477308738703494,ALB,5.272849552039022
CR149_T1,PLA_T1,6.477308738703494,CKM,4.643286383758771
CR149_T2,PLA_T2,2.478541752767929,HBB,20.424210832068468
CR149_T2,PLA_T2,2.478541752767929,HBA1,8.043293668177935
CR149_T2,PLA_T2,2.478541752767929,MB,5.966965142500375
CR149_T2,PLA_T2,2.478541752767929,ALB,5.140127899605196
CR149_T2,PLA_T2,2.478541752767929,CKM,7.592472523748353
CR163_T1,CRE_T1,1.5404799474140491,HBB,14.992627449033137
CR163_T1,CRE_T1,1.5404799474140491,HBA1,9.470719824263133
CR163_T1,CRE_T1,1.5404799474140491,MB,11.919154274487495
CR163_T1,CRE_T1,1.5404799474140491,ALB,3.371645945210517
CR163_T1,CRE_T1,1.5404799474140491,CKM,6.149885355163277
CR163_T2,CRE_T2,2.4506672865935544,HBB,19.866284085289866
CR163_T2,CRE_T2,2.4506672865935544,HBA1,10.936004607120124
CR163_T2,CRE_T2,2.4506672865935544,MB,8.451184651560881
CR163_T2,CRE_T2,2.4506672865935544,ALB,3.5502941994809687
CR163_T2,CRE_T2,2.4506672865935544,CKM,5.566459881345624
CR383_T1,CRE_T1,0.5836839815189753,HBB,8.40443765719718
CR383_T1,CRE_T1,0.5836839815189753,HBA1,4.15525170350833
CR383_T1,CRE_T1,0.5836839815189753,MB,17.58876943700191
CR383_T1,CRE_T1,0.5836839815189753,ALB,2.689989109838993
CR383_T1,CRE_T1,0.5836839815189753,CKM,8.537831520692425
CR386_T2,PLA_T2,5.94108999974655,HBB,26.679648187183382
CR386_T2,PLA_T2,5.94108999974655,HBA1,18.343255446242036
CR386_T2,PLA_T2,5.94108999974655,MB,5.299169251169862
CR386_T2,PLA_T2,5.94108999974655,ALB,10.391822355911525
CR386_T2,PLA_T2,5.94108999974655,CKM,4.028197611089582
PPS2,CTL_T1,0.36702818755613525,HBB,4.790443929946
PPS2,CTL_T1,0.36702818755613525,HBA1,2.166752060974461
PPS2,CTL_T1,0.36702818755613525,MB,17.677510514890464
PPS2,CTL_T1,0.36702818755613525,ALB,2.3432379982448714
PPS2,CTL_T1,0.36702818755613525,CKM,7.6623252374872095
PPS20,CTL_T1,0.9223309571726823,HBB,12.316638035528161
PPS20,CTL_T1,0.9223309571726823,HBA1,4.800461677947706
PPS20,CTL_T1,0.9223309571726823,MB,12.586932678508306
PPS20,CTL_T1,0.9223309571726823,ALB,2.510610157342926
PPS20,CTL_T1,0.9223309571726823,CKM,8.693617126504927
PPS28,CTL_T1,0.4608655110433124,HBB,5.246024784542158
PPS28,CTL_T1,0.4608655110433124,HBA1,2.3127880841176873
PPS28,CTL_T1,0.4608655110433124,MB,15.293072745202199
PPS28,CTL_T1,0.4608655110433124,ALB,3.059815982710617
PPS28,CTL_T1,0.4608655110433124,CKM,7.747551030987722
PPS31,CTL_T1,0.3740117173941245,HBB,5.217718231066875
PPS31,CTL_T1,0.3740117173941245,HBA1,3.1171631767099237
PPS31,CTL_T1,0.3740117173941245,MB,15.785994008956752
PPS31,CTL_T1,0.3740117173941245,ALB,1.0032191448604522
PPS31,CTL_T1,0.3740117173941245,CKM,9.181407059916678
PPS32,CTL_T1,0.3069407135749142,HBB,4.851693371916188
PPS32,CTL_T1,0.3069407135749142,HBA1,1.9271891423686596
PPS32,CTL_T1,0.3069407135749142,MB,17.94598943388018
PPS32,CTL_T1,0.3069407135749142,ALB,1.3490265907836438
PPS32,CTL_T1,0.3069407135749142,CKM,8.534398294431837
PPS37,CTL_T1,0.3741814833894907,HBB,5.348048865825673
PPS37,CTL_T1,0.3741814833894907,HBA1,2.8969680081234777
PPS37,CTL_T1,0.3741814833894907,MB,18.470821712911167
PPS37,CTL_T1,0.3741814833894907,ALB,1.5847501604043406
PPS37,CTL_T1,0.3741814833894907,CKM,7.799230309202258
PPS40,CTL_T1,0.3289025481209268,HBB,4.396152254980482
PPS40,CTL_T1,0.3289025481209268,HBA1,2.251909925104346
PPS40,CTL_T1,0.3289025481209268,MB,15.368289033540124
PPS40,CTL_T1,0.3289025481209268,ALB,1.210132045112784
PPS40,CTL_T1,0.3289025481209268,CKM,8.5238768073533
PPS41,CTL_T1,1.2762835451187995,HBB,13.475311785375524
PPS41,CTL_T1,1.2762835451187995,HBA1,9.165901723108005
PPS41,CTL_T1,1.2762835451187995,MB,13.707324579466698
PPS41,CTL_T1,1.2762835451187995,ALB,3.2408817944421395
PPS41,CTL_T1,1.2762835451187995,CKM,6.571942830908399
PPS42,CTL_T1,0.22899854047522333,HBB,3.683466567215268
PPS42,CTL_T1,0.22899854047522333,HBA1,2.1076328929319583
PPS42,CTL_T1,0.22899854047522333,MB,22.833024856777662
PPS42,CTL_T1,0.22899854047522333,ALB,1.3969101215940252
PPS42,CTL_T1,0.22899854047522333,CKM,8.555863329254093
PPS44,CTL_T1,0.41049959752983944,HBB,5.915322661548717
PPS44,CTL_T1,0.41049959752983944,HBA1,2.4960361160255555
PPS44,CTL_T1,0.41049959752983944,MB,15.452700828113002
PPS44,CTL_T1,0.41049959752983944,ALB,2.2767176793200554
PPS44,CTL_T1,0.41049959752983944,CKM,10.5840517563214
