sample_id,Group_Time,B_M_ratio,marker,pct
CR6_T1,PLA_T1,1.314879584520636,HBB,18.556525649807
CR6_T1,PLA_T1,1.314879584520636,HBA1,8.279873321392321
CR6_T1,PLA_T1,1.314879584520636,MB,15.58183616544011
CR6_T1,PLA_T1,1.314879584520636,ALB,3.93904588529909
CR6_T1,PLA_T1,1.314879584520636,CKM,7.823687213887569
CR6_T2,PLA_T2,3.4304602227973438,HBB,15.923834974529225
CR6_T2,PLA_T2,3.4304602227973438,HBA1,7.474944486192666
CR6_T2,PLA_T2,3.4304602227973438,MB,6.367307769958829
CR6_T2,PLA_T2,3.4304602227973438,ALB,10.382495063553572
CR6_T2,PLA_T2,3.4304602227973438,CKM,3.4801390244333126
CR7_T2,PLA_T2,3.053060758099868,HBB,22.721208988072878
CR7_T2,PLA_T2,3.053060758099868,HBA1,16.052045973274836
CR7_T2,PLA_T2,3.053060758099868,MB,8.205656993500408
CR7_T2,PLA_T2,3.053060758099868,ALB,4.325562445259844
CR7_T2,PLA_T2,3.053060758099868,CKM,5.91093642582969
CR8_T1,CRE_T1,1.7624162852610634,HBB,14.116413263693339
CR8_T1,CRE_T1,1.7624162852610634,HBA1,7.241626722135792
CR8_T1,CRE_T1,1.7624162852610634,MB,6.139046668944849
CR8_T1,CRE_T1,1.7624162852610634,ALB,3.1104115019161718
CR8_T1,CRE_T1,1.7624162852610634,CKM,7.744422118975955
CR8_T2,CRE_T2,1.0373614273917071,HBB,10.320779973562093
CR8_T2,CRE_T2,1.0373614273917071,HBA1,6.864791869272005
CR8_T2,CRE_T2,1.0373614273917071,MB,10.716375356988713
CR8_T2,CRE_T2,1.0373614273917071,ALB,3.5448852822135897
CR8_T2,CRE_T2,1.0373614273917071,CKM,9.267457256849049
CR10_T2,CRE_T2,0.9691984474083905,HBB,11.958696609273431
CR10_T2,CRE_T2,0.9691984474083905,HBA1,5.683713347630843
CR10_T2,CRE_T2,0.9691984474083905,MB,15.836512386297741
CR10_T2,CRE_T2,0.9691984474083905,ALB,5.319904461284476
CR10_T2,CRE_T2,0.9691984474083905,CKM,7.85555447533347
CR12_T1,CRE_T1,1.3225956363015852,HBB,14.065956003464144
CR12_T1,CRE_T1,1.3225956363015852,HBA1,9.042658888496028
CR12_T1,CRE_T1,1.3225956363015852,MB,14.820232504139474
CR12_T1,CRE_T1,1.3225956363015852,ALB,4.084342494378809
CR12_T1,CRE_T1,1.3225956363015852,CKM,5.740063205272882
CR12_T2,CRE_T2,2.9150646194869143,HBB,18.85671199640803
