pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,Ribosomal Large Subunit Biogenesis,GO:BP,1.672,-1.277,0.2072,0.465,NS,12
GOBP_D_GLUCOSE_IMPORT,D Glucose Import,GO:BP,-1.443,1.504,0.3774,0.2601,NS,20
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,Negative Regulation Of Locomotion,GO:BP,1.488,-1.457,0.2414,0.2093,NS,61
WP_TAR_SYNDROME,Wp Tar Syndrome,WikiPathways,1.543,-1.402,0.2922,0.318,NS,15
GOBP_RNA_EXPORT_FROM_NUCLEUS,RNA Export From Nucleus,GO:BP,1.332,-1.611,0.467,0.186,NS,20
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,Antigen Processing Cross Presentation,Reactome,1.463,-1.48,0.1805,0.1582,NS,53
PID_BCR_5PATHWAY,Pid Bcr 5pathway,PID,-1.519,1.423,0.2772,0.4534,NS,14
GOBP_APICAL_JUNCTION_ASSEMBLY,Apical Junction Assembly,GO:BP,1.466,-1.475,0.3774,0.289,NS,14
GOBP_CRISTAE_FORMATION,Cristae Formation,GO:BP,-1.296,1.642,0.5057,0.1766,NS,12
GOBP_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE,Modification Of Postsynaptic Structure,GO:BP,1.012,-1.926,0.7552,0.05764,NS,11
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,Gap Junction Trafficking And Regulation,Reactome,1.66,-1.277,0.121,0.4077,NS,16
GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,Regulation Of Receptor Mediated Endocytosis,GO:BP,1.557,-1.374,0.2748,0.3287,NS,26
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,Positive Regulation Of Interleukin 8 Production,GO:BP,1.25,-1.681,0.5478,0.1718,NS,13
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING,Wp Focal Adhesion Pi3kaktmtorsignaling,WikiPathways,1.267,-1.663,0.4757,0.05805,NS,66
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,Lymphocyte Mediated Immunity,GO:BP,1.3,-1.629,0.4351,0.09002,NS,59
GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,Regulation Of Cell Substrate Junction Organization,GO:BP,1.545,-1.38,0.2875,0.3301,NS,24
HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,Hallmark,1.294,-1.631,0.3106,0.05822,NS,38
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,Transcription Coupled Nucleotide Excision Repair Tc Ner,Reactome,-1.438,1.487,0.3063,0.2244,NS,16
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,Biological Process Involved In Interaction With Host,GO:BP,1.175,-1.749,0.5717,0.07302,NS,52
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Adenylate Cyclase Inhibiting G Protein Coupled Receptor Signaling Pathway,GO:BP,1.299,-1.625,0.5119,0.2125,NS,10
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT,Regulation Of Intracellular Transport,GO:BP,1.245,-1.677,0.467,0.08712,NS,74
REACTOME_FCGR_ACTIVATION,Fcgr Activation,Reactome,1.473,-1.445,0.3063,0.2817,NS,10
GOBP_FILOPODIUM_ASSEMBLY,Filopodium Assembly,GO:BP,1.39,-1.526,0.4488,0.2768,NS,11
REACTOME_INTRAFLAGELLAR_TRANSPORT,Intraflagellar Transport,Reactome,1.196,-1.72,0.6004,0.1121,NS,12
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION,Regulation Of Protein Polymerization,GO:BP,1.625,-1.29,0.1537,0.3446,NS,67
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,Positive Regulation Of Intracellular Transport,GO:BP,1.259,-1.655,0.4874,0.1317,NS,36
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,Intermediate Filament Based Process,GO:BP,1.313,-1.6,0.4874,0.2125,NS,13
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,Positive Regulation Of Endothelial Cell Proliferation,GO:BP,1.563,-1.349,0.3007,0.3857,NS,15
GOBP_REGULATION_OF_COAGULATION,Regulation Of Coagulation,GO:BP,1.012,-1.898,0.7495,0.05764,NS,17
HALLMARK_UV_RESPONSE_DN,UV Response Dn,Hallmark,1.358,-1.552,0.2992,0.109,NS,26
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALING,Wp Hostpathogen Interaction Of Human Coronaviruses Mapk Signaling,WikiPathways,-1.555,1.353,0.2835,0.3969,NS,14
WP_MAPK_SIGNALING_AND_ARTD_FAMILY_MEMBERS,Wp Mapk Signaling And Artd Family Members,WikiPathways,-1.462,1.445,0.3614,0.3031,NS,12
GOBP_PALLIUM_DEVELOPMENT,Pallium Development,GO:BP,1.34,-1.562,0.4512,0.2024,NS,28
GOBP_STRESS_FIBER_ASSEMBLY,Stress Fiber Assembly,GO:BP,1.598,-1.303,0.2419,0.3834,NS,30
GOBP_PLASMINOGEN_ACTIVATION,Plasminogen Activation,GO:BP,1.32,-1.581,0.4944,0.2343,NS,11
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION,Regulation Of Membrane Repolarization,GO:BP,-1.57,-1.33,0.3069,0.4187,NS,11
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT,Nephron Epithelium Development,GO:BP,1.421,-1.477,0.4059,0.2987,NS,13
GOBP_CYTOKINESIS,Cytokinesis,GO:BP,1.496,-1.402,0.2759,0.2874,NS,45
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Regulation Of Protein Containing Complex Assembly,GO:BP,1.455,-1.442,0.2061,0.1489,NS,117
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Negative Regulation Of Cell Substrate Adhesion,GO:BP,1.217,-1.68,0.5857,0.1766,NS,11
REACTOME_RHOA_GTPASE_CYCLE,Rhoa Gtpase Cycle,Reactome,1.394,-1.502,0.316,0.1728,NS,28
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY,Multivesicular Body Sorting Pathway,GO:BP,-1.661,1.23,0.2072,0.4932,NS,20
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Adenylate Cyclase Modulating G Protein Coupled Receptor Signaling Pathway,GO:BP,1.077,-1.814,0.6884,0.08907,NS,23
BIOCARTA_EIF4_PATHWAY,Biocarta Eif4 Pathway,BioCarta,-1.477,1.412,0.2142,0.5149,NS,12
GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,Negative Regulation Of Nucleocytoplasmic Transport,GO:BP,1.422,-1.465,0.4158,0.3174,NS,10
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,Biological Process Involved In Symbiotic Interaction,GO:BP,1.244,-1.638,0.4834,0.09319,NS,60
GOBP_REGULATION_OF_CELL_KILLING,Regulation Of Cell Killing,GO:BP,1.003,-1.878,0.7602,0.07762,NS,16
GOBP_REGULATION_OF_RNA_SPLICING,Regulation Of RNA Splicing,GO:BP,1.363,-1.517,0.3956,0.2019,NS,43
PID_NCADHERIN_PATHWAY,Pid Ncadherin Pathway,PID,1.479,-1.399,0.2935,0.4736,NS,13
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,Negative Regulation Of Mitotic Cell Cycle,GO:BP,-1.322,1.555,0.4805,0.2384,NS,14
PID_ER_NONGENOMIC_PATHWAY,Pid Er Nongenomic Pathway,PID,1.111,-1.764,0.5771,0.1184,NS,15
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,Leukocyte Mediated Immunity,GO:BP,1.293,-1.581,0.4252,0.09977,NS,71
GOBP_SODIUM_ION_TRANSPORT,Sodium Ion Transport,GO:BP,-1.328,1.544,0.4612,0.2208,NS,23
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,Detoxification Of Reactive Oxygen Species,Reactome,-1.136,-1.734,0.6396,0.07337,NS,22
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,Positive Regulation Of Mononuclear Cell Migration,GO:BP,1.289,-1.58,0.5073,0.2289,NS,16
GOBP_PROTEIN_TARGETING_TO_VACUOLE,Protein Targeting To Vacuole,GO:BP,1.111,-1.756,0.6818,0.1317,NS,12
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,Homeostasis Of Number Of Cells,GO:BP,1.59,-1.276,0.16,0.3615,NS,64
WP_METABOLIC_PATHWAYS_OF_FIBROBLASTS,Wp Metabolic Pathways Of Fibroblasts,WikiPathways,1.606,-1.255,0.2371,0.5047,NS,13
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,Modulation Of Process Of Another Organism,GO:BP,1.05,-1.809,0.7168,0.08907,NS,23
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,Positive Regulation Of Cell Activation,GO:BP,1.439,-1.419,0.3182,0.2685,NS,50
GOBP_AUTOPHAGY_OF_MITOCHONDRION,Autophagy Of Mitochondrion,GO:BP,-1.065,1.793,0.6848,0.07446,NS,37
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING,Negative Regulation Of Torc1 Signaling,GO:BP,-1.805,-1.047,0.1548,0.7012,NS,17
GOBP_ENDODERM_FORMATION,Endoderm Formation,GO:BP,1.418,-1.434,0.4196,0.3407,NS,10
GOBP_REGULATION_OF_CHEMOTAXIS,Regulation Of Chemotaxis,GO:BP,1.31,-1.541,0.4671,0.2121,NS,29
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,Antigen Processing And Presentation Of Peptide Antigen Via Mhc Class I,GO:BP,1.377,-1.471,0.4421,0.3041,NS,12
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION,Regulation Of Translational Initiation,GO:BP,-1.357,1.49,0.417,0.2389,NS,30
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,Mitochondrial Gene Expression,GO:BP,-1.348,1.496,0.371,0.2121,NS,58
GOBP_ENDOCYTIC_RECYCLING,Endocytic Recycling,GO:BP,1.419,-1.425,0.3956,0.2929,NS,25
REACTOME_PROTEIN_LOCALIZATION,Protein Localization,Reactome,-1.346,1.497,0.2477,0.0984,NS,80
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,Regulation Of Synapse Structure Or Activity,GO:BP,1.179,-1.663,0.5721,0.1132,NS,40
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,Cellular Response To Biotic Stimulus,GO:BP,1.634,-1.207,0.1904,0.4699,NS,38
GOBP_RESPONSE_TO_AXON_INJURY,Response To Axon Injury,GO:BP,1.201,-1.639,0.5825,0.1766,NS,18
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,N Glycan Trimming In The Er And Calnexin Calreticulin Cycle,Reactome,1.327,-1.513,0.459,0.2232,NS,14
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,Positive Regulation Of Leukocyte Cell Cell Adhesion,GO:BP,1.536,-1.303,0.2454,0.3693,NS,40
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Negative Regulation Of Mitotic Cell Cycle Phase Transition,GO:BP,-1.195,1.643,0.5987,0.1823,NS,12
WP_FOCAL_ADHESION,Wp Focal Adhesion,WikiPathways,1.46,-1.378,0.2279,0.2566,NS,70
GOBP_ESTABLISHMENT_OF_CELL_POLARITY,Establishment Of Cell Polarity,GO:BP,1.398,-1.439,0.3956,0.2874,NS,29
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,Long Chain Fatty Acid Metabolic Process,GO:BP,-1.414,-1.422,0.3774,0.2929,NS,26
PID_P53_REGULATION_PATHWAY,Pid p53 Regulation Pathway,PID,-1.402,1.433,0.3141,0.3962,NS,20
GOBP_CARTILAGE_DEVELOPMENT,Cartilage Development,GO:BP,1.832,-1.002,0.08419,0.7449,NS,20
WP_5Q35_COPY_NUMBER_VARIATION,Wp 5q35 Copy Number Variation,WikiPathways,1.659,1.175,0.1393,0.5641,NS,29
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,Positive Regulation Of Leukocyte Migration,GO:BP,1.55,-1.283,0.2822,0.4161,NS,24
GOBP_ALDEHYDE_METABOLIC_PROCESS,Aldehyde Metabolic Process,GO:BP,-1.217,-1.613,0.5226,0.1655,NS,31
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,Negative Regulation Of Leukocyte Cell Cell Adhesion,GO:BP,1.483,-1.346,0.3542,0.3799,NS,17
HALLMARK_APOPTOSIS,Apoptosis,Hallmark,1.424,-1.404,0.2359,0.142,NS,42
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,Negative Regulation Of Tor Signaling,GO:BP,-1.811,-1.016,0.1404,0.726,NS,23
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE,Retina Development In Camera Type Eye,GO:BP,1.199,-1.628,0.5871,0.1849,NS,16
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,Sarcoplasmic Reticulum Calcium Ion Transport,GO:BP,-1.866,0.96,0.06819,0.7821,NS,24
GOBP_MITOCHONDRIAL_TRANSLATION,Mitochondrial Translation,GO:BP,-1.341,1.484,0.3826,0.2229,NS,50
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,Negative Regulation Of Receptor Mediated Endocytosis,GO:BP,1.487,-1.337,0.371,0.4067,NS,11
GOBP_ERYTHROCYTE_HOMEOSTASIS,Erythrocyte Homeostasis,GO:BP,1.627,-1.196,0.1916,0.4829,NS,37
GOBP_STEROL_TRANSPORT,Sterol Transport,GO:BP,1.396,-1.427,0.3956,0.2901,NS,29
PID_P75_NTR_PATHWAY,Pid P75 Ntr Pathway,PID,1.707,-1.114,0.1011,0.7221,NS,12
GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS,Unsaturated Fatty Acid Biosynthetic Process,GO:BP,1.176,-1.645,0.6223,0.1889,NS,13
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Regulation Of Protein Containing Complex Disassembly,GO:BP,1.705,-1.114,0.156,0.6034,NS,38
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS,Response To Organophosphorus,GO:BP,1.29,-1.529,0.482,0.2206,NS,26
BIOCARTA_GPCR_PATHWAY,Biocarta Gpcr Pathway,BioCarta,-1.252,-1.566,0.3719,0.5149,NS,12
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,Cytoskeleton Dependent Cytokinesis,GO:BP,1.548,-1.27,0.2454,0.4067,NS,35
WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,Wp Affected Pathways In Duchenne Muscular Dystrophy,WikiPathways,-1.733,1.082,0.08963,0.6322,NS,25
GOBP_RESPONSE_TO_MONOAMINE,Response To Monoamine,GO:BP,1.21,-1.605,0.5857,0.2121,NS,13
GOBP_RENAL_SYSTEM_DEVELOPMENT,Renal System Development,GO:BP,1.392,-1.422,0.3878,0.2874,NS,38
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY,Nuclear Membrane Reassembly,GO:BP,-1.722,1.091,0.1822,0.6619,NS,14
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Negative Regulation Of Intracellular Protein Transport,GO:BP,1.343,-1.467,0.4803,0.3078,NS,11
REACTOME_AGGREPHAGY,Aggrephagy,Reactome,1.208,-1.602,0.5783,0.1458,NS,22
GOBP_RECEPTOR_RECYCLING,Receptor Recycling,GO:BP,1.696,-1.11,0.1961,0.6422,NS,11
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION,Regulation Of Myoblast Differentiation,GO:BP,-1.144,1.661,0.647,0.1766,NS,10
HALLMARK_BILE_ACID_METABOLISM,Bile Acid Metabolism,Hallmark,-1.126,-1.679,0.5781,0.07452,NS,25
GOBP_MULTIVESICULAR_BODY_ORGANIZATION,Multivesicular Body Organization,GO:BP,-1.535,1.269,0.3033,0.4491,NS,20
KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_SECOND_CARBON_OXIDATION_2,Reference Citrate Cycle Second Carbon Oxidation 2,KEGG,-1.426,1.378,0.3198,0.2,NS,10
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,Intra Golgi And Retrograde Golgi To Er Traffic,Reactome,1.521,-1.282,0.121,0.319,NS,57
REACTOME_ARACHIDONATE_METABOLISM,Arachidonate Metabolism,Reactome,1.135,-1.666,0.6577,0.1262,NS,15
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,Arp2 3 Complex Mediated Actin Nucleation,GO:BP,1.738,-1.062,0.1548,0.6893,NS,16
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS,Prostanoid Biosynthetic Process,GO:BP,1.409,-1.391,0.4302,0.3748,NS,10
GOBP_REGULATION_OF_D_GLUCOSE_IMPORT,Regulation Of D Glucose Import,GO:BP,-1.368,1.432,0.4512,0.3109,NS,15
GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING,Barbed End Actin Filament Capping,GO:BP,1.73,-1.069,0.1795,0.6895,NS,12
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,Positive Regulation Of T Cell Mediated Immunity,GO:BP,1.456,-1.342,0.3816,0.3889,NS,13
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Cell Activation Involved In Immune Response,GO:BP,1.361,-1.437,0.4124,0.2857,NS,33
GOBP_KERATINOCYTE_DIFFERENTIATION,Keratinocyte Differentiation,GO:BP,1.241,-1.553,0.5478,0.2133,NS,18
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,Platelet Derived Growth Factor Receptor Signaling Pathway,GO:BP,1.212,-1.58,0.5875,0.2498,NS,11
WP_TRANSLATION_INHIBITORS_IN_CHRONICALLY_ACTIVATED_PDGFRA_CELLS,Wp Translation Inhibitors In Chronically Activated Pdgfra Cells,WikiPathways,-1.335,1.457,0.4459,0.2798,NS,21
REACTOME_AURKA_ACTIVATION_BY_TPX2,Aurka Activation By Tpx2,Reactome,1.086,-1.705,0.6916,0.08675,NS,20
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,Recruitment Of Mitotic Centrosome Proteins And Complexes,Reactome,1.086,-1.705,0.6916,0.08675,NS,20
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM,Morphogenesis Of A Polarized Epithelium,GO:BP,1.081,-1.71,0.7049,0.1509,NS,10
REACTOME_CELL_JUNCTION_ORGANIZATION,Cell Junction Organization,Reactome,1.213,-1.577,0.5737,0.1495,NS,23
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Mitochondrial Calcium Ion Transmembrane Transport,GO:BP,-1.342,1.447,0.4756,0.3081,NS,10
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,Dicarboxylic Acid Metabolic Process,GO:BP,-1.345,1.442,0.3878,0.2577,NS,45
PID_BETA_CATENIN_NUC_PATHWAY,Pid Beta Catenin Nuc Pathway,PID,1.662,-1.125,0.1187,0.7221,NS,14
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Regulation Of Intracellular Protein Transport,GO:BP,1.28,-1.506,0.4803,0.2191,NS,37
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,Modified Amino Acid Biosynthetic Process,GO:BP,-1.22,-1.566,0.5509,0.2157,NS,19
GOBP_PRESYNAPTIC_ENDOCYTOSIS,Presynaptic Endocytosis,GO:BP,1.63,-1.154,0.2072,0.559,NS,27
PID_ECADHERIN_STABILIZATION_PATHWAY,Pid Ecadherin Stabilization Pathway,PID,1.439,-1.344,0.3141,0.5143,NS,12
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY,Vegfr2 Mediated Vascular Permeability,Reactome,1.584,-1.199,0.193,0.4989,NS,10
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,Defense Response To Gram Positive Bacterium,GO:BP,1.678,-1.104,0.1912,0.6389,NS,15
GOBP_HUMORAL_IMMUNE_RESPONSE,Humoral Immune Response,GO:BP,1.665,-1.115,0.1548,0.5878,NS,51
GOBP_REGULATION_OF_GLUCONEOGENESIS,Regulation Of Gluconeogenesis,GO:BP,-1.166,1.612,0.6292,0.193,NS,12
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,Regulation Of Lymphocyte Differentiation,GO:BP,0.976,-1.802,0.7871,0.08904,NS,20
PID_LYSOPHOSPHOLIPID_PATHWAY,Pid Lysophospholipid Pathway,PID,1.211,-1.567,0.4555,0.2373,NS,20
GOBP_TYPE_2_MITOPHAGY,Type 2 Mitophagy,GO:BP,-1.287,1.49,0.5119,0.289,NS,10
GOBP_MYELOID_CELL_DEVELOPMENT,Myeloid Cell Development,GO:BP,1.2,-1.577,0.5922,0.2232,NS,13
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,Monosaccharide Metabolic Process,GO:BP,-1.297,1.477,0.371,0.1465,NS,92
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Positive Regulation Of Telomere Maintenance Via Telomere Lengthening,GO:BP,1.495,-1.278,0.3523,0.4472,NS,13
REACTOME_SIGNALING_BY_INTERLEUKINS,Signaling By Interleukins,Reactome,1.422,-1.351,0.1366,0.1728,NS,116
GOBP_ENDOTHELIUM_DEVELOPMENT,Endothelium Development,GO:BP,1.032,-1.74,0.7429,0.1204,NS,22
GOBP_BONE_DEVELOPMENT,Bone Development,GO:BP,1.634,-1.138,0.2165,0.5709,NS,28
GOBP_RESPONSE_TO_IONIZING_RADIATION,Response To Ionizing Radiation,GO:BP,-1.646,1.123,0.1954,0.6084,NS,27
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,Negative Regulation Of Vasculature Development,GO:BP,1.585,-1.182,0.2541,0.5375,NS,20
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,Negative Regulation Of Endothelial Cell Proliferation,GO:BP,1.595,-1.172,0.273,0.5771,NS,10
GOBP_TELENCEPHALON_DEVELOPMENT,Telencephalon Development,GO:BP,1.259,-1.507,0.4885,0.2208,NS,35
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,Rho Gtpases Activate Paks,Reactome,1.745,-1.021,0.07516,0.6489,NS,17
GOBP_MUSCLE_CELL_MIGRATION,Muscle Cell Migration,GO:BP,1.285,-1.48,0.5119,0.2874,NS,16
GOBP_NADP_METABOLIC_PROCESS,Nadp Metabolic Process,GO:BP,-1.442,-1.322,0.3753,0.3857,NS,22
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,Positive Regulation Of Cell Cell Adhesion,GO:BP,1.536,-1.227,0.2368,0.4318,NS,44
GOBP_IMP_METABOLIC_PROCESS,Imp Metabolic Process,GO:BP,-1.562,1.2,0.3069,0.5384,NS,15
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Regulation Of G Protein Coupled Receptor Signaling Pathway,GO:BP,1.504,-1.258,0.3343,0.4459,NS,20
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,Reference Rab7 Regulated Microtubule Minus End Directed Transport,KEGG,1.281,-1.481,0.3704,0.1,NS,26
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Positive Regulation Of Phosphatidylinositol 3 Kinase Protein Kinase B Signal Transduction,GO:BP,1.337,-1.423,0.4542,0.2929,NS,27
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET,Morphogenesis Of An Epithelial Sheet,GO:BP,1.108,-1.651,0.6837,0.1858,NS,12
GOBP_GOLGI_VESICLE_TRANSPORT,Golgi Vesicle Transport,GO:BP,1.587,-1.17,0.152,0.4538,NS,91
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Positive Regulation Of Cell Substrate Adhesion,GO:BP,1.158,-1.598,0.6107,0.1718,NS,32
GOBP_ICOSANOID_METABOLIC_PROCESS,Icosanoid Metabolic Process,GO:BP,1.074,-1.68,0.687,0.1317,NS,29
PID_ERBB2_ERBB3_PATHWAY,Pid Erbb2 Erbb3 Pathway,PID,-1.637,1.117,0.1455,0.7221,NS,15
REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,Sars Cov 2 Activates Modulates Innate And Adaptive Immune Responses,Reactome,1.58,-1.173,0.1504,0.4859,NS,24
WP_EFFECT_OF_DASATINIB_ON_THE_BCRABL_SIGNALING_PATHWAY,Wp Effect Of Dasatinib On The Bcrabl Signaling Pathway,WikiPathways,-1.268,1.485,0.5354,0.2787,NS,17
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,Factors Involved In Megakaryocyte Development And Platelet Production,Reactome,1.104,-1.646,0.6721,0.09549,NS,29
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,Regulation Of Alpha Beta T Cell Activation,GO:BP,1.281,-1.468,0.5119,0.289,NS,16
KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,Env Factor Iron To Anterograde Axonal Transport,KEGG,1.212,-1.536,0.4618,0.1067,NS,11
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Negative Regulation Of Protein Localization To Nucleus,GO:BP,1.259,-1.488,0.5539,0.2987,NS,10
GOBP_APOPTOTIC_CELL_CLEARANCE,Apoptotic Cell Clearance,GO:BP,1.153,-1.593,0.6445,0.2162,NS,12
GOBP_PROTEIN_POLYMERIZATION,Protein Polymerization,GO:BP,1.423,-1.32,0.2759,0.2929,NS,84
GOBP_RESPONSE_TO_ACID_CHEMICAL,Response To Acid Chemical,GO:BP,1.377,-1.363,0.3956,0.3201,NS,37
WP_MODULATORS_OF_TCR_SIGNALING_AND_T_CELL_ACTIVATION,Wp Modulators Of Tcr Signaling And T Cell Activation,WikiPathways,-1.529,1.209,0.2991,0.5537,NS,12
GOBP_ZYMOGEN_ACTIVATION,Zymogen Activation,GO:BP,1.436,-1.301,0.3956,0.4225,NS,16
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,Mitochondrial Calcium Ion Transport,Reactome,-1.09,1.647,0.6934,0.1276,NS,14
GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION,Regulation Of Receptor Internalization,GO:BP,1.276,-1.46,0.5302,0.3081,NS,11
