"test","comparison","statistic","p_value","df","mean_diff","ci_lo","ci_hi","shapiro_p","n_CR","n_H"
"unpaired_t_baseline","CR vs H",0.2047801176778,0.840057870709731,17.873255333318,0.535882352941176,-4.9647473032795,6.03651200916185,NA,17,10
"one_sample_t_delta","CR delta vs 0",4.13217422781821,0.00088654023780402,15,1.31875,0.638515108333517,1.99898489166648,0.532237906201156,16,NA
