pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,quadrant,pathway_label,ID,p.adjust,GeneRatio,geneID
GOBP_WOUND_HEALING,5.726700630206166e-7,2.033915169992254e-4,1.9438147668393781,45,96,,GO:BP,2.926305353602115,Discordant (CRE Up / PLA Down),Wound Healing,GOBP_WOUND_HEALING,2.033915169992254e-4,45/579,ACTB/AHNAK/ANXA1/ANXA2/ANXA5/AP3B1/AQP1/ARL8B/CAV1/CD151/CD34/CD36/CD9/CLIC1/CNN2/COL3A1/COMP/CSRP1/DMTN/F13A1/FERMT3/FLNA/GNAQ/GPX1/HMGB1/ILK/ITGB1/KRT1/LCP1/MYH10/MYH9/PABPC4/PDIA3/PECAM1/PPIA/PRDX2/RAP2B/RHOA/S100A10/SERPING1/TLN1/TMX1/VCL/VWF/YAP1
GOBP_REGULATION_OF_BODY_FLUID_LEVELS,1.538166101068413e-6,2.1957321092751597e-4,2.1043487227077047,34,67,,GO:BP,3.382040589380039,Discordant (CRE Up / PLA Down),Regulation Of Body Fluid Levels,GOBP_REGULATION_OF_BODY_FLUID_LEVELS,2.1957321092751597e-4,34/579,ACTB/ANXA2/ANXA5/AP3B1/AQP1/CAV1/CD36/CD9/CLIC1/COL3A1/COMP/CSRP1/F13A1/FERMT3/FLNA/GNAI2/GNAQ/GPI/ILK/KRT1/MYH9/NME1/PABPC4/PDIA3/PPIA/PRDX2/RAP2B/SERPING1/TLN1/TMX1/TTR/VAMP3/VCL/VWF
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,1.7489594356797444e-6,2.219235195051409e-4,2.276677164821024,28,51,,GO:BP,3.9747494673715775,Discordant (CRE Up / PLA Down),External Encapsulating Structure Organization,GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,2.219235195051409e-4,28/579,ANXA2/CAV1/CAV2/COL14A1/COL15A1/COL18A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COMP/CST3/FBLN5/FMOD/GSN/ITGB1/LAMB1/LAMB2/LAMC1/LCP1/LRP1/LUM/MFAP4/NID1/NID2/PRDX4/SERPINH1
REACTOME_COLLAGEN_DEGRADATION,7.688930529475824e-6,2.683436754787062e-4,3.317443868739206,12,15,,Reactome,12.832451499118166,Discordant (CRE Up / PLA Down),Collagen Degradation,REACTOME_COLLAGEN_DEGRADATION,2.683436754787062e-4,12/579,COL14A1/COL15A1/COL18A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/CTSB/CTSD/PHYKPL
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,2.4045027919857718e-5,6.993095620025286e-4,3.110103626943005,12,16,,Reactome,9.619047619047619,Discordant (CRE Up / PLA Down),Collagen Biosynthesis And Modifying Enzymes,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,6.993095620025286e-4,12/579,COL14A1/COL15A1/COL18A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/P4HB/PCOLCE/SERPINH1
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,2.4045027919857718e-5,6.993095620025286e-4,3.110103626943005,12,16,,Reactome,9.619047619047619,Discordant (CRE Up / PLA Down),Rho Gtpases Activate Iqgaps,REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,6.993095620025286e-4,12/579,ACTB/CALM1/CDC42/CTNNA1/RAC1/TUBA1B/TUBA1C/TUBB2A/TUBB2B/TUBB4A/TUBB4B/TUBB6
REACTOME_SIGNALING_BY_INTERLEUKINS,2.6096356972158964e-5,7.005868140987291e-4,1.709647607793231,47,114,,Reactome,2.3141342161373584,Discordant (CRE Up / PLA Down),Signaling By Interleukins,REACTOME_SIGNALING_BY_INTERLEUKINS,7.005868140987291e-4,47/579,ANXA1/ANXA2/ARF1/CANX/CASP3/CD36/CDC42/CFL1/CNN2/COL1A2/F13A1/GSTO1/HMGB1/HNRNPA2B1/HNRNPDL/HSP90AA1/HSP90B1/HSPA8/ITGB1/LCP1/MIF/MSN/MTAP/P4HB/PITPNA/PPIA/PSMA1/PSMA3/PSMA4/PSMA5/PSMB1/PSMB2/PSMB6/PSMC1/PSMC6/PSMD14/PSMD8/PSME2/RALA/RAP1B/RELA/RPS27A/SOD2/STAT1/TCP1/VIM/YWHAZ
REACTOME_RECYCLING_PATHWAY_OF_L1,3.1387272617513954e-5,7.824398673937407e-4,2.704437936472178,15,23,,Reactome,6.030585106382978,Discordant (CRE Up / PLA Down),Recycling Pathway Of L1,REACTOME_RECYCLING_PATHWAY_OF_L1,7.824398673937407e-4,15/579,ACTB/AP2A1/AP2B1/CLTC/DNM2/DPYSL2/EZR/MSN/TUBA1B/TUBA1C/TUBB2A/TUBB2B/TUBB4A/TUBB4B/TUBB6
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,3.5145987196617756e-5,8.177299687746397e-4,2.387554299471398,19,33,,Reactome,4.381632653061224,Discordant (CRE Up / PLA Down),Degradation Of The Extracellular Matrix,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,8.177299687746397e-4,19/579,CAPNS1/CASP3/CAST/COL14A1/COL15A1/COL18A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/CTSB/CTSD/HSPG2/LAMB1/LAMC1/NID1/PHYKPL
REACTOME_RHO_GTPASE_EFFECTORS,4.750230861882409e-5,9.751944534099771e-4,1.7906657246035484,38,88,,Reactome,2.489316081330869,Discordant (CRE Up / PLA Down),Rho Gtpase Effectors,REACTOME_RHO_GTPASE_EFFECTORS,9.751944534099771e-4,38/579,ACTB/ACTR2/ACTR3/ARPC1B/BUB3/CALM1/CDC42/CFL1/CTNNA1/CTTN/CYFIP1/DYNC1LI2/FLNA/H2BC4/ITGB1/KTN1/MYH10/MYH9/MYL6/PFN1/RAC1/RANGAP1/RHOA/RHOG/S100A8/S100A9/TUBA1B/TUBA1C/TUBB2A/TUBB2B/TUBB4A/TUBB4B/TUBB6/YWHAB/YWHAE/YWHAG/YWHAQ/YWHAZ
REACTOME_AMYLOID_FIBER_FORMATION,7.639605794752356e-5,0.0014032749591413537,3.0409902130109385,11,15,,Reactome,8.80193661971831,Discordant (CRE Up / PLA Down),Amyloid Fiber Formation,REACTOME_AMYLOID_FIBER_FORMATION,0.0014032749591413537,11/579,B2M/CST3/GSN/H2BC4/HSPG2/LTF/LYZ/MFGE8/RPS27A/SNCA/TTR
REACTOME_CILIUM_ASSEMBLY,7.500769744789392e-5,0.0014032749591413537,2.24151612752649,20,37,,Reactome,3.7988003788277385,Discordant (CRE Up / PLA Down),Cilium Assembly,REACTOME_CILIUM_ASSEMBLY,0.0014032749591413537,20/579,ARF4/CCT2/CCT3/CCT8/DCTN2/HSP90AA1/RAB8A/SEPTIN2/TCP1/TNPO1/TUBA1B/TUBA1C/TUBB/TUBB2A/TUBB2B/TUBB4A/TUBB4B/TUBB6/YWHAE/YWHAG
GOBP_ENDOTHELIUM_DEVELOPMENT,1.4001950465882726e-5,0.0015990227432038074,2.8273669335845497,15,22,,GO:BP,6.895896656534954,Discordant (CRE Up / PLA Down),Endothelium Development,GOBP_ENDOTHELIUM_DEVELOPMENT,0.0015990227432038074,15/579,ADD1/CD34/COL18A1/EZR/FASN/GPX1/MSN/NRP1/PECAM1/RAB1A/RAB1B/RAP1B/RAP2B/RHOA/VCL
REACTOME_ECM_PROTEOGLYCANS,9.272526478004119e-5,0.0016180558704117186,2.457365828695708,16,27,,Reactome,4.678830938155983,Discordant (CRE Up / PLA Down),Ecm Proteoglycans,REACTOME_ECM_PROTEOGLYCANS,0.0016180558704117186,16/579,COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COMP/FMOD/HSPG2/ITGB1/LAMB1/LAMB2/LAMC1/LUM/SPARC/VCAN
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,1.1524294383482828e-4,0.0019152279713502416,2.6954231433506046,13,20,,Reactome,5.955325593134781,Discordant (CRE Up / PLA Down),Binding And Uptake Of Ligands By Scavenger Receptors,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,0.0019152279713502416,13/579,CALR/CD163/CD36/COL1A2/COL3A1/COL4A1/COL4A2/HSP90AA1/HSP90B1/HYOU1/JCHAIN/LRP1/SPARC
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,1.273192093945491e-4,0.0020197456399408016,2.4880829015544044,15,25,,Reactome,4.819148936170213,Discordant (CRE Up / PLA Down),Developmental Cell Lineages,REACTOME_DEVELOPMENTAL_CELL_LINEAGES,0.0020197456399408016,15/579,ANXA1/ANXA2/AQP1/CA2/COL1A2/COL3A1/FABP5/ITGB1/KRT1/KRT10/KRT19/LAMB1/LAMB2/LAMC1/YAP1
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,1.5009676409936292e-4,0.0022775552465512027,2.7645365572826717,12,18,,Reactome,6.405643738977072,Discordant (CRE Up / PLA Down),Assembly Of Collagen Fibrils And Other Multimeric Structures,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,0.0022775552465512027,12/579,CD151/COL14A1/COL15A1/COL18A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/CTSB/PCOLCE
GOBP_ENDOTHELIAL_CELL_DEVELOPMENT,2.4045027919857718e-5,0.0022882851570397928,3.110103626943005,12,16,,GO:BP,9.619047619047619,Discordant (CRE Up / PLA Down),Endothelial Cell Development,GOBP_ENDOTHELIAL_CELL_DEVELOPMENT,0.0022882851570397928,12/579,ADD1/COL18A1/EZR/FASN/GPX1/MSN/PECAM1/RAB1A/RAB1B/RAP1B/RAP2B/VCL
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,1.7403238782112492e-4,0.002530720972898858,2.5241420740406997,14,23,,Reactome,4.991543756145526,Discordant (CRE Up / PLA Down),Integrin Cell Surface Interactions,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,0.002530720972898858,14/579,COL18A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COMP/HSPG2/ITGA1/ITGB1/LUM/PECAM1/VWF
REACTOME_LAMININ_INTERACTIONS,1.915683240083885e-4,0.0026742938031571037,2.8509283246977546,11,16,,Reactome,7.037676056338028,Discordant (CRE Up / PLA Down),Laminin Interactions,REACTOME_LAMININ_INTERACTIONS,0.0026742938031571037,11/579,COL18A1/COL4A1/COL4A2/HSPG2/ITGA1/ITGB1/LAMB1/LAMB2/LAMC1/NID1/NID2
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,3.163850069974033e-5,0.0027793205999310346,2.291655304063267,21,38,,GO:BP,3.995888678051866,Discordant (CRE Up / PLA Down),Regulation Of Cell Projection Assembly,GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,0.0027793205999310346,21/579,ACTR2/ACTR3/ARF4/CAV1/CDC42/CFL1/CORO1C/CTTN/CYFIP1/DMTN/GDI2/HSP90AA1/MAP4/NRP1/PALM/PFN1/RAC1/RALA/RHOG/SEPTIN7/YAP1
REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI,2.087668675259865e-4,0.0028022937217911264,2.274054264861552,17,31,,Reactome,3.9064565327910525,Discordant (CRE Up / PLA Down),Cellular Responses To Mechanical Stimuli,REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI,0.0028022937217911264,17/579,ANXA2/CALM1/CAPNS1/GNA11/GNAQ/GNB1/GNB2/GNG12/GNG2/HSPG2/ITGB1/PECAM1/RELA/STAT1/TLN1/VCL/YAP1
GOBP_PHAGOCYTOSIS,3.78618642871515e-5,0.0030884463582805007,2.2251147900080035,22,41,,GO:BP,3.7480865539072097,Discordant (CRE Up / PLA Down),Phagocytosis,GOBP_PHAGOCYTOSIS,0.0030884463582805007,22/579,ADIPOQ/ANXA1/ANXA11/ARL8B/CALR/CD14/CD36/CDC42/CNN2/CORO1C/DNM2/GSN/HMGB1/ITGB1/LRP1/MFGE8/MYH9/PECAM1/RAB14/RAB7A/RAC1/RACK1
HALLMARK_COMPLEMENT,8.733546459680374e-5,0.003318747654678542,1.9966097358152628,26,54,,Hallmark,3.0123998966675276,Discordant (CRE Up / PLA Down),Complement,HALLMARK_COMPLEMENT,0.003318747654678542,26/579,ANXA5/C1QA/CA2/CALM1/CASP3/CD36/COL4A2/CSRP1/CTSB/CTSC/CTSD/EHD1/GNAI2/GNAI3/GNB2/GNG2/HSPA5/LAMP2/LAP3/LGALS3/LRP1/LTF/PFN1/RHOG/S100A9/SERPING1
GOBP_COLLAGEN_METABOLIC_PROCESS,5.161301573623018e-5,0.0034671802335749916,2.8372875193164258,13,19,,GO:BP,6.95170789163722,Discordant (CRE Up / PLA Down),Collagen Metabolic Process,GOBP_COLLAGEN_METABOLIC_PROCESS,0.0034671802335749916,13/579,COL1A2/COL6A1/CST3/CTSB/CYGB/ITGB1/MFAP4/MRC2/PCOLCE/PEPD/PRDX5/SERPINH1/VIM
GOBP_PLATELET_ACTIVATION,4.868928225121654e-5,0.0034671802335749916,2.4078221627945844,18,31,,GO:BP,4.4648292883587,Discordant (CRE Up / PLA Down),Platelet Activation,GOBP_PLATELET_ACTIVATION,0.0034671802335749916,18/579,ACTB/CD9/CLIC1/COL3A1/COMP/CSRP1/FERMT3/FLNA/GNAQ/ILK/MYH9/PDIA3/PPIA/RAP2B/TLN1/TMX1/VCL/VWF
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,4.9221873874187946e-5,0.0034671802335749916,2.1175173630250246,24,47,,GO:BP,3.3823736780258518,Discordant (CRE Up / PLA Down),Establishment Or Maintenance Of Cell Polarity,GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,0.0034671802335749916,24/579,ACTB/ACTR2/ACTR3/AQP1/ARF4/CAP1/CDC42/CFL1/CTNNA1/EZR/GSN/ILK/ITGB1/LMNA/MAP1B/MAP4/MSN/MYH9/PDCD6IP/RAC1/RACK1/RAP1B/RHOA/RHOG
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,6.728940382059938e-5,0.00365926186491069,2.4308855934726936,17,29,,GO:BP,4.562574139976276,Discordant (CRE Up / PLA Down),Substrate Adhesion Dependent Cell Spreading,GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,0.00365926186491069,17/579,CALR/CDC42/CORO1C/DMTN/FERMT3/FLNA/ILK/LAMB1/LAMC1/LIMS1/NRP1/P4HB/RAB1A/RAC1/RHOA/S100A10/VAMP3
GOBP_EPITHELIAL_CELL_DEVELOPMENT,6.198911855815321e-5,0.00365926186491069,2.3173321141928276,19,34,,GO:BP,4.087261904761904,Discordant (CRE Up / PLA Down),Epithelial Cell Development,GOBP_EPITHELIAL_CELL_DEVELOPMENT,0.00365926186491069,19/579,ADD1/ADIPOQ/COL18A1/EZR/FASN/FLNA/GPX1/KRT2/LAMB2/MSN/PECAM1/RAB1A/RAB1B/RAC1/RAP1B/RAP2B/VCL/VIM/YAP1
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,5.831190425906572e-5,0.00365926186491069,2.034281617623098,26,53,,GO:BP,3.125711606724265,Discordant (CRE Up / PLA Down),Response To Molecule Of Bacterial Origin,GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,0.00365926186491069,26/579,ADH5/ALAD/B2M/CASP3/CD14/CD36/COL6A1/DEFA3/GPX1/GPX4/HMGB1/HNRNPA0/LTF/MGST2/MIF/MPO/MRC1/MTDH/PRDX2/RAC1/RELA/RHOA/S100A8/SNCA/SOD2/VIM
GOBP_BASEMENT_MEMBRANE_ORGANIZATION,7.639605794752356e-5,0.0037932303554813872,3.0409902130109385,11,15,,GO:BP,8.80193661971831,Discordant (CRE Up / PLA Down),Basement Membrane Organization,GOBP_BASEMENT_MEMBRANE_ORGANIZATION,0.0037932303554813872,11/579,CAV1/CAV2/COL3A1/COL4A1/COL6A1/ITGB1/LAMB1/LAMB2/LAMC1/NID1/NID2
GOBP_NEPHRON_DEVELOPMENT,7.639605794752356e-5,0.0037932303554813872,3.0409902130109385,11,15,,GO:BP,8.80193661971831,Discordant (CRE Up / PLA Down),Nephron Development,GOBP_NEPHRON_DEVELOPMENT,0.0037932303554813872,11/579,ADIPOQ/AQP1/BASP1/CD34/COMT/ILK/LAMB2/NID1/PECAM1/STAT1/YAP1
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,4.255507222558694e-4,0.005405312879425612,2.6832266585390636,11,17,,Reactome,5.86150234741784,Discordant (CRE Up / PLA Down),Formation Of Tubulin Folding Intermediates By Cct Tric,REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,0.005405312879425612,11/579,CCT2/CCT3/CCT8/TCP1/TUBA1B/TUBA1C/TUBB2A/TUBB2B/TUBB4A/TUBB4B/TUBB6
REACTOME_PROTEIN_FOLDING,4.3366407055563653e-4,0.005405312879425612,2.073402417962004,19,38,,Reactome,3.219642857142857,Discordant (CRE Up / PLA Down),Protein Folding,REACTOME_PROTEIN_FOLDING,0.005405312879425612,19/579,ACTB/CCT2/CCT3/CCT8/GNA11/GNAQ/GNB1/GNB2/GNG12/GNG2/TBCA/TCP1/TUBA1B/TUBA1C/TUBB2A/TUBB2B/TUBB4A/TUBB4B/TUBB6
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,1.1524294383482828e-4,0.005483643410807246,2.6954231433506046,13,20,,GO:BP,5.955325593134781,Discordant (CRE Up / PLA Down),Hydrogen Peroxide Metabolic Process,GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,0.005483643410807246,13/579,CAT/GPX1/HBG2/MPO/PRDX1/PRDX2/PRDX4/PRDX5/PRDX6/RAC1/SNCA/SOD2/TXN
REACTOME_NEURONAL_SYSTEM,6.990200690886956e-4,0.008131933470398492,1.77720207253886,27,63,,Reactome,2.426630434782609,Discordant (CRE Up / PLA Down),Neuronal System,REACTOME_NEURONAL_SYSTEM,0.008131933470398492,27/579,ALDH2/AP2A1/AP2B1/ARL6IP5/CALM1/COMT/EPB41L2/EPB41L3/GLS/GLUL/GNAI2/GNAI3/GNB1/GNB2/GNG12/GNG2/HSPA8/PRKAB2/RAC1/RTN3/TUBA1B/TUBA1C/TUBB2A/TUBB2B/TUBB4A/TUBB4B/TUBB6
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS,8.584069422160985e-4,0.00855954350952624,2.534158510842449,11,18,,Reactome,5.021378269617706,Discordant (CRE Up / PLA Down),Developmental Lineage Of Pancreatic Ductal Cells,REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS,0.00855954350952624,11/579,ANXA1/ANXA2/AQP1/CA2/COL1A2/COL3A1/KRT19/LAMB1/LAMB2/LAMC1/YAP1
REACTOME_RAC1_GTPASE_CYCLE,8.137176023260838e-4,0.00855954350952624,2.3438462116092214,13,23,,Reactome,4.161837455830389,Discordant (CRE Up / PLA Down),Rac1 Gtpase Cycle,REACTOME_RAC1_GTPASE_CYCLE,0.00855954350952624,13/579,ARHGAP1/ARHGDIA/ARHGDIB/CAV1/CDC42/CYFIP1/ITGB1/KTN1/RAB7A/RAC1/TMPO/VAMP3/YKT6
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,2.087668675259865e-4,0.009536470508587063,2.274054264861552,17,31,,GO:BP,3.9064565327910525,Discordant (CRE Up / PLA Down),Cell Cell Junction Organization,GOBP_CELL_CELL_JUNCTION_ORGANIZATION,0.009536470508587063,17/579,ACTB/ADD1/CAV1/CD9/CDC42/CTNNA1/EPB41L3/ESAM/LIMS1/MYO1C/PDCD6IP/PECAM1/RAC1/RHOA/TLN1/TLN2/VCL
