pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,quadrant,pathway_label,ID,p.adjust,GeneRatio,geneID
REACTOME_NEUTROPHIL_DEGRANULATION,3.249268344880555e-10,1.1339946523633137e-7,1.8075815951463623,85,195,,Reactome,2.677953625322046,Discordant (CRE Up / PLA Down),Neutrophil Degranulation,REACTOME_NEUTROPHIL_DEGRANULATION,1.1339946523633137e-7,85/579,ACTR2/ALAD/ALDOA/ALDOC/ANXA2/B2M/CAND1/CAP1/CAT/CCT2/CCT8/CD14/CD36/CD58/CD63/CKAP4/CNN2/CST3/CSTB/CTSB/CTSC/CTSD/CTSZ/CYB5R3/CYFIP1/DDOST/DPP7/EEF1A1/FABP5/GDI2/GPI/GSN/HLA-B/HLA-C/HMGB1/HSP90AA1/HSPA8/IDH1/KRT1/LAMP2/LGALS3/LTF/LYZ/MIF/MLEC/MPO/NME2/NPC2/OSTF1/PDXK/PECAM1/PGAM1/PGRMC1/PNP/PPIA/PRDX4/PRDX6/PSAP/PSMA5/PSMB1/PSMD14/RAB14/RAB5C/RAB6A/RAB7A/RAC1/RAP1B/RAP2B/RHOA/RHOG/S100A11/S100A8/S100A9/SDCBP/SPTAN1/STOM/TTR/TUBB/TUBB4B/TXNDC5/VAPA/VAT1/VCL/VCP/XRCC6
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,3.899957725452982e-8,6.8054262309154535e-6,2.9428937545267146,22,31,,Reactome,7.956513066028326,Discordant (CRE Up / PLA Down),Interleukin 12 Family Signaling,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,6.8054262309154535e-6,22/579,ANXA2/ARF1/CANX/CDC42/CFL1/CNN2/GSTO1/HNRNPA2B1/HNRNPDL/LCP1/MIF/MSN/MTAP/P4HB/PITPNA/PPIA/PSME2/RALA/RAP1B/SOD2/STAT1/TCP1
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,3.1826877818106263e-7,2.7768950896297713e-5,2.0484216659383647,41,83,,Reactome,3.2297751814480438,Discordant (CRE Up / PLA Down),Platelet Activation Signaling And Aggregation,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,2.7768950896297713e-5,41/579,ALDOA/ANXA5/ARRB1/CALM1/CAP1/CD36/CD63/CD9/CDC42/CFL1/COL1A2/F13A1/FERMT3/FLNA/GNA11/GNAI2/GNAI3/GNAQ/GNB1/GNB2/GNG12/GNG2/HSPA5/LAMP2/MGLL/PECAM1/PFN1/PPIA/PSAP/RAC1/RAP1B/RHOA/RHOG/SERPING1/SPARC/TAGLN2/TLN1/TMX3/VCL/VWF/YWHAZ
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,4.7873609706957574e-8,4.333251733982969e-5,2.412686449992149,32,55,,GO:BP,4.5757888880057225,Discordant (CRE Up / PLA Down),Receptor Mediated Endocytosis,GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,4.333251733982969e-5,32/579,ADIPOQ/ANXA2/AP2A1/AP2B1/ARF1/ARRB1/B2M/CANX/CAP1/CAV1/CAV2/CD14/CD36/CD63/CD9/CLTC/CTTN/DNM2/EPS15/EZR/HGS/HSPG2/ITGB1/LRP1/MRC1/RAC1/RALA/SCARB2/SDCBP/SNCA/SNX1/SNX9
GOBP_CELL_SUBSTRATE_ADHESION,7.588882196117285e-8,4.333251733982969e-5,2.1541843303501333,40,77,,GO:BP,3.5802035802035803,Discordant (CRE Up / PLA Down),Cell Substrate Adhesion,GOBP_CELL_SUBSTRATE_ADHESION,4.333251733982969e-5,40/579,ACTN3/ANXA2/APOD/CALR/CD34/CD36/CD63/CDC42/CFL1/COL3A1/CORO1C/CTTN/DMTN/EPDR1/FBLN2/FBLN5/FERMT3/FLNA/ILK/ITGA1/ITGB1/LAMB1/LAMC1/LIMCH1/LIMS1/NID1/NID2/NRP1/P4HB/PECAM1/RAB1A/RAC1/RHOA/RSU1/S100A10/TLN1/VAMP3/VCL/VWF/ZYX
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,9.688356806426128e-7,5.6353942090711975e-5,2.0215673575129536,39,80,,Reactome,3.1372628726287264,Discordant (CRE Up / PLA Down),Extracellular Matrix Organization,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,5.6353942090711975e-5,39/579,ACTB/CAPNS1/CASP3/CAST/CD151/COL14A1/COL15A1/COL18A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COMP/CTSB/CTSD/FBLN2/FBLN5/FMOD/HSPG2/ITGA1/ITGB1/LAMB1/LAMB2/LAMC1/LUM/MFAP4/NID1/NID2/P4HB/PCOLCE/PECAM1/PHYKPL/SERPINH1/SPARC/TTR/VCAN/VWF
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,1.7489594356797444e-6,8.719812043603296e-5,2.276677164821024,28,51,,Reactome,3.9747494673715775,Discordant (CRE Up / PLA Down),Antigen Processing Cross Presentation,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,8.719812043603296e-5,28/579,B2M/CALR/CD14/CD36/HLA-A/HLA-B/HLA-C/HMGB1/MRC1/MRC2/PDIA3/PSMA1/PSMA3/PSMA4/PSMA5/PSMB1/PSMB2/PSMB6/PSMC1/PSMC6/PSMD14/PSMD8/PSME2/RPS27A/S100A8/S100A9/SEC22B/VAMP3
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,2.7954504486099556e-6,1.2195152582060932e-4,2.5612618104236513,21,34,,Reactome,5.23697270471464,Discordant (CRE Up / PLA Down),Translocation Of Slc2a4 Glut4 To The Plasma Membrane,REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,1.2195152582060932e-4,21/579,ACTB/CALM1/MYH9/MYO1C/PRKAB2/RAB14/RAB8A/RAC1/RALA/TUBA1B/TUBA1C/TUBB2A/TUBB2B/TUBB4A/TUBB4B/TUBB6/YWHAB/YWHAE/YWHAG/YWHAQ/YWHAZ
REACTOME_L1CAM_INTERACTIONS,4.803678941769152e-6,1.862759945197149e-4,2.3037804644022257,25,45,,Reactome,4.065884476534296,Discordant (CRE Up / PLA Down),L1cam Interactions,REACTOME_L1CAM_INTERACTIONS,1.862759945197149e-4,25/579,ACTB/AP2A1/AP2B1/CLTC/DNM2/DPYSL2/EZR/HSPA8/ITGA1/ITGB1/LAMB1/LAMC1/MSN/NRP1/RAC1/SDCBP/SPTAN1/SPTBN1/TUBA1B/TUBA1C/TUBB2A/TUBB2B/TUBB4A/TUBB4B/TUBB6
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,1.041919862438125e-6,2.033915169992254e-4,2.8139032815198624,19,28,,GO:BP,6.834722222222222,Discordant (CRE Up / PLA Down),Integrin Mediated Signaling Pathway,GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,2.033915169992254e-4,19/579,CD63/CDC42/COL3A1/CTNNA1/FERMT3/FLNA/ILK/ITGA1/ITGB1/LAMB1/LAMB2/LAMC1/LIMS1/MYH9/NID1/NME2/NRP1/TLN1/ZYX
