quadrant,gene
UD,GLUL
UD,PEX19
UD,HNRNPA0
UD,COL3A1
UD,SEPTIN7
UD,CANX
UD,LCP1
UD,CTTN
UD,HLA-B
UD,DNM2
UD,AKR7A2
UD,AOX1
UD,COL4A2
UD,MTARC2
UD,TYMP
UD,KRT19
UD,AGFG1
UD,TUBA1B
UD,SEC22B
UD,PECAM1
UD,TRIM28
UD,MIF
UD,TAGLN2
UD,DPYSL2
UD,RAB11B
UD,TMX1
UD,COL1A2
UD,HLA-C
UD,SUMO2
UD,NT5E
UD,GAPDH
UD,PDIA6
UD,MSN
UD,PSMD8
UD,YWHAE
UD,NDRG1
UD,HYOU1
UD,PHYKPL
UD,EZR
UD,FKBP5
UD,SNRPD2
UD,RPS12
UD,RPS9
UD,CNN2
UD,VAT1
UD,HNRNPL
UD,MLIP
UD,GNPDA2
UD,RHOG
UD,LPP
UD,CST3
UD,CAP1
UD,AHNAK
UD,ACTB
UD,RPL37A
UD,TMED10
UD,UGGT1
UD,YWHAZ
UD,RPS14
UD,B2M
UD,CTSB
UD,PVALB
UD,ARHGDIA
UD,RAB6A
UD,TNKS1BP1
UD,LAMB2
UD,P4HB
UD,S100A11
UD,CNP
UD,CHCHD2
UD,ARRB1
UD,SERPINH1
UD,RBM8A
UD,G6PD
UD,ARFIP1
UD,AP2A1
UD,PALM
UD,PSAP
UD,RPL9
UD,RPL35
UD,CALM1
UD,DDRGK1
UD,S100A10
UD,MSRA
UD,SPTAN1
UD,DSTN
UD,RPL18A
UD,CLIC1
UD,PFN1
UD,PDXK
UD,VCL
UD,SQOR
UD,AP3B1
UD,MYL6
UD,TXN
UD,LGALS3
UD,RPLP1
UD,HSPA8
UD,TLN1
UD,PPIA
UD,ARHGDIB
UD,KHDRBS1
UD,SNX1
UD,STX12
UD,RAB8A
UD,CDV3
UD,ALDOA
UD,MFGE8
UD,SPTBN1
UD,PHGDH
UD,GANAB
UD,PRDX5
UD,LASP1
UD,YWHAB
UD,GNAI2
UD,SULT1A1
UD,HNRNPA2B1
UD,GARNL3
UD,ANXA2
UD,EEF1A1
UD,FMOD
UD,XRCC6
UD,RPS10
UD,RHOA
UD,CYFIP1
UD,GRSF1
UD,TRIM25
UD,LARS2
UD,EPB41L2
UD,HBG2
UD,TUBB6
UD,HDGF
UD,PSMA4
UD,SRP9
UD,NID1
UD,CD163
UD,SCARB2
UD,TUBB
UD,PSMF1
UD,RPS27A
UD,TPD52L2
UD,VIM
UD,TTC38
UD,VASP
UD,FLNA
UD,S100A4
UD,CD63
UD,RAB5C
UD,SFPQ
UD,KARS1
UD,ECHDC1
UD,PSME2
UD,SOD2
UD,S100A9
UD,SHOC2
UD,PITPNA
UD,RPN1
UD,CYBRD1
UD,CCT3
UD,KRT2
UD,VAPA
UD,MTPN
UD,MTAP
UD,CAND1
UD,CD14
UD,SNX9
UD,ANXA5
UD,ANXA1
UD,LAMC1
UD,TUBB2A
UD,MPC1
UD,FABP4
UD,TUBB4A
UD,NME2
UD,CTSC
UD,ABCF2
UD,GFPT1
UD,ATP2B4
UD,YWHAG
UD,SLC16A3
UD,EPS15L1
UD,KHSRP
UD,TMEM109
UD,FERMT3
UD,PTGDS
UD,CSTB
UD,CRIP1
UD,STX7
UD,ANP32A
UD,NCL
UD,RAB1A
UD,SLC37A4
UD,PPA1
UD,HARS2
UD,TXNDC5
UD,UGP2
UD,ATP6V1G1
UD,CYGB
UD,DCAF6
UD,SDCBP
UD,PDCD6IP
UD,RAB7A
UD,AZGP1
UD,LAP3
UD,FKBP2
UD,SEC23IP
UD,PRDX2
UD,DDAH2
UD,MAP4
UD,ST13
UD,STMN1
UD,HSCB
UD,HNRNPK
UD,ESAM
UD,RPS26
UD,LAMB1
UD,DPP7
UD,DYNC1LI2
UD,FGGY
UD,TBCA
UD,ALDH16A1
UD,ADIPOQ
UD,RPL17
UD,GLRX3
UD,ATL3
UD,SAE1
UD,TSN
UD,HGS
UD,GNG12
UD,PGD
UD,LAMP2
UD,CAB39L
UD,CTNNA1
UD,TTR
UD,DCLK1
UD,BPGM
UD,CFL1
UD,YKT6
UD,SARS1
UD,NPC2
UD,CCAR2
UD,RAP1B
UD,MRPL21
UD,COMT
UD,GNAQ
UD,ATP6V1A
UD,CCT8
UD,LIMS1
UD,BUB3
UD,S100A8
UD,RPL29
UD,ITGA1
UD,TUBA1C
UD,NONO
UD,RAB14
UD,AKR1C3
UD,KRT10
UD,UAP1
UD,CYB5R3
UD,ANXA6
UD,HNRNPA3
UD,GPX4
UD,ADD1
UD,ACSL1
UD,CD151
UD,SERPING1
UD,PCCA
UD,C1QA
UD,MOB2
UD,SRI
UD,NID2
UD,HCCS
UD,ACADL
UD,CRYZ
UD,SPCS1
UD,ANXA11
UD,PSMC1
UD,HNRNPH1
UD,RRBP1
UD,FAH
UD,PSMA1
UD,ADH5
UD,HMGB1
UD,PSMB1
UD,DDOST
UD,FASN
UD,ACAA2
UD,STK24
UD,LXN
UD,TCP1
UD,PPP1R3A
UD,AQP1
UD,ECHS1
UD,KRT1
UD,PRKDC
UD,JCHAIN
UD,GNB2
UD,MYOZ2
UD,RALA
UD,TMX3
UD,ABHD5
UD,ENO1
UD,GLS
UD,STOM
UD,NRP1
UD,SEPTIN10
UD,HNRNPA1
UD,PALMD
UD,VCP
UD,TMEM38A
UD,ALDH2
UD,RPL21
UD,RACK1
UD,BCKDK
UD,RTN3
UD,SNCG
UD,PSMB2
UD,AKR1A1
UD,GPX1
UD,ARL6IP5
UD,UCHL1
UD,TKFC
UD,COPS8
UD,HBS1L
UD,CAVIN1
UD,RNPEP
UD,SLC2A1
UD,UBA1
UD,ILK
UD,MRPS18B
UD,RNH1
UD,PSMA3
UD,GNB1
UD,RASA4
UD,PSMB6
UD,AKR1C1
UD,CAT
UD,COMP
UD,UBA2
UD,EPB41L3
UD,MGLL
UD,SNCA
UD,CD36
UD,TSC22D1
UD,DEFA3
UD,HARS1
UD,TKT
UD,MPO
UD,YAP1
UD,LMNA
UD,RAP2B
UD,LYZ
UD,EHD1
UD,EEF1D
UD,EIF3F
UD,PGLS
UD,CRYAB
UD,GPD1
UD,H2BC4
UD,CAPNS1
UD,GSTM1
UD,DMTN
UD,MTCH1
UD,MFAP4
UD,REXO2
UD,PSMD14
UD,TPD52L1
UD,PGAM1
UD,LTF
UD,PHB2
UD,CTSD
UD,EHD2
UD,STAC3
UD,CA2
UD,NME1
UD,FBLN2
UD,RSU1
UD,ASPA
UD,CSTA
UD,PRKAB2
UD,PPTC7
UD,RPS3A
UD,GPI
UD,RDH13
UD,APMAP
UD,ANP32B
UD,SMPX
UD,TLN2
UD,MECP2
UD,RAN
UD,PSMC6
UD,AKR1C2
UD,TNS1
UD,ITGB1
UD,SCP2
UD,ABHD14B
UD,EIF3C
UD,BLVRA
UD,MLEC
UD,HMBS
UD,VAMP3
UD,PRDX1
UD,METTL7A
UD,TMPO
UD,CZIB
UD,DCTN2
UD,VPS29
UD,PSMA5
UD,AP1G1
UD,SAR1A
UD,GSTO1
UD,CD9
UD,VWF
UD,CCS
UD,GORASP2
UD,ATP6V1B2
UD,PRDX6
UD,RAC1
UD,MAP1B
UD,RAB1B
UD,DBI
UD,RPS8
UD,CCT2
UD,EPDR1
UD,CSRP1
UD,ALDH1L1
UD,GDI2
UD,RELA
UD,TUBB4B
UD,PLIN4
UD,S100A6
UD,SNRPD3
UD,COL4A1
UD,GNG2
UD,MYO1C
UD,PDCD6
UD,CYB5A
UD,CDC42
UD,CAST
UD,SNRPD1
UD,ALAD
UD,HSPA12A
UD,ARL8B
UD,MT-ND2
UD,ALDOC
UD,PABPC4
UD,LGALS1
UD,TUBB2B
UD,CAV1
UD,NUP93
UD,PTGES3
UD,MGST2
UD,IFITM1
UD,PPIC
UD,MRPL45
UD,COL18A1
UD,HSPG2
UD,PNP
UD,COX17
UD,RPL38
UD,FAM114A1
UD,EIF4A1
UD,ATRN
UD,IDH1
DU,PREB
DU,NOMO2
DU,BSG
DU,RGN
DU,SEC13
DU,GBE1
DU,PPP1CA
DU,CPT2
DU,ERP44
DU,SMAP1
DU,KLHL41
DU,SYNPO2
DU,CCDC22
DU,HYI
DU,SERBP1
DU,UBFD1
DU,SLC25A11
DU,OPTN
DU,PPP2R5A
DU,RPS18
DU,MAPK9
DU,HINT3
DU,IARS2
DU,PCYT1A
DU,TRIM54
DU,HNRNPH2
DU,RPS17
DU,NDUFA12
DU,TFG
DU,APOO
DU,SEPHS1
DU,GYS1
DU,AIMP2
DU,UBAP2L
DU,NDUFV1
DU,ETFB
DU,MAP2K6
DU,PMPCB
DU,EML1
DU,ACO2
DU,PARVA
DU,APOM
DU,GBP2
DU,PHKG1
DU,CORO1A
DU,IDH3G
DU,DYSF
DU,HSPA9
DU,ACSL3
DU,MTM1
DU,UQCRC1
DU,NDUFA6
DU,OGDH
DU,COX7C
DU,GARS1
DU,NUDCD2
DU,APOL1
DU,PDHB
DU,FLNC
DU,PYGM
DU,PSMD3
DU,BANF1
DU,COQ10A
DU,GSPT1
DU,SEC24C
DU,API5
DU,ACOT9
DU,G3BP2
DU,TRIP10
DU,AIFM1
DU,TMEM65
DU,SLC25A46
DU,PDLIM1
DU,NNT
DU,ECI1
DU,PSMD7
DU,UCHL3
DU,IMMT
DU,NDUFS6
DU,SLC25A13
DU,NDUFA4
DU,AGL
DU,LYPLA1
DU,UBE2M
DU,AIMP1
DU,ABHD11
DU,KLHL40
DU,PDLIM5
DU,TWF2
DU,RPS19
DU,COX6B1
DU,COMTD1
DU,SLC25A12
DU,RPL7A
DU,PDZK1IP1
DU,BIN1
DU,ATAD1
DU,GOT2
DU,MT-ATP8
DU,ATP5PB
DU,FBXO7
DU,MAP2K1
DU,EIF2S3
DU,ACYP2
DU,PPP1CB
DU,RPS21
DU,CSDE1
DU,NDUFAB1
DU,DYNC1LI1
DU,MAT2A
DU,DRG1
DU,TRAP1
DU,SLC44A2
DU,FARSB
DU,TMEM70
DU,TUBA4A
DU,ALDH3A2
DU,IARS1
DU,SGTA
DU,CAP2
DU,CHCHD3
DU,YBX3
DU,QARS1
DU,DHODH
DU,PSMC4
DU,PSMC5
DU,FHOD1
DU,PLGRKT
DU,ECI2
DU,SLC25A4
DU,HADHA
DU,ADHFE1
DU,TNNC1
DU,AK3
DU,VDAC3
DU,TBCB
DU,NAP1L1
DU,KRAS
DU,STXBP3
DU,BZW2
DU,ATP5MF
DU,UQCRFS1
DU,TUFM
DU,TMA7
DU,MYH2
DU,SAMM50
DU,ENO3
DU,IST1
DU,CCT7
DU,ETFA
DU,NDUFA2
DU,UQCRQ
DU,NDUFA5
DU,SYPL2
DU,CLIC5
DU,SRL
DU,MYOT
DU,HSPB2
DU,MRPL46
DU,TOM1
DU,GALM
DU,GDI1
DU,RIC8A
DU,ELOC
DU,FARSA
DU,DYNLL2
DU,ATP1A1
DU,CKMT2
DU,SDHB
DU,DNAJA2
DU,NDUFS8
DU,MLYCD
DU,ATP5PD
DU,SPR
DU,FLNB
DU,PBXIP1
DU,PPA2
DU,NDUFAF3
DU,COQ10B
DU,EHBP1L1
DU,BZW1
DU,PPP6R2
DU,L2HGDH
DU,HADHB
DU,IRGQ
DU,STBD1
DU,AKT2
DU,RPS15
DU,TOM1L2
DU,SUCLA2
DU,PSMD2
DU,ETFDH
DU,PFDN2
DU,LAMTOR3
DU,NDRG2
DU,NLRX1
DU,SUCLG1
DU,PPP1R12B
DU,NDUFS2
DU,PSMD1
DU,SGCG
DU,PPIF
DU,MYH3
DU,IDH2
DU,TOLLIP
DU,ATP1B1
DU,PFKM
DU,UBXN4
DU,SLC25A6
DU,SIAE
DU,HSPB8
DU,IAH1
DU,MARCHF5
DU,ALDH4A1
DU,MYOM2
DU,SMIM20
DU,CDNF
DU,GLRX
DU,COX6A2
DU,PYURF
DU,HK2
DU,MRPS27
DU,CFL2
DU,MYH13
DU,EEF2K
DU,UQCRB
DU,FUNDC2
DU,SLC25A20
DU,PDP1
DU,XPO1
DU,APOOL
DU,DNM1L
DU,SCRN3
DU,MYL6B
DU,RPS5
DU,MTX2
DU,KPNA3
DU,NACA
DU,PLAA
DU,GRPEL1
DU,EIF3K
DU,PDPR
DU,PSMD6
DU,UBE2D3
DU,EEF1A2
DU,ECPAS
DU,GOT1
DU,SH3GLB1
DU,CD99
DU,PDHX
DU,BPHL
DU,HNRNPH3
DU,ARL2
DU,BAG3
DU,SLC25A5
DU,FAHD2A
DU,SETD7
DU,TXNDC12
DU,EIF3G
DU,ACACA
DU,PPP2CB
DU,SURF1
DU,SIRT5
DU,MUSTN1
DU,MT-ND4
DU,IVD
DU,PTGES2
DU,MYH14
DU,PFKL
DU,CAB39
DU,PRKAR1A
DU,ADPRHL1
DU,AMPD1
DU,CSNK2A1
DU,ATP5PF
DU,LANCL1
DU,MYH7
DU,FXR1
DU,CAMK2G
DU,GABARAPL2
DU,PANK4
DU,FABP3
DU,THEM6
DU,BROX
DU,RDX
DU,VAMP5
DU,FKBP3
DU,CLIC2
DU,METAP2
DU,UBE2L3
DU,MAPT
DU,NSUN2
DU,EIF2A
DU,NPTN
DU,MDP1
DU,MSRB2
DU,HRC
DU,EML2
DU,NLN
DU,DDX19A
DU,RABGGTA
DU,VDAC1
DU,VPS36
DU,STRAP
DU,SSBP1
DU,DCXR
DU,ATP2A1
DU,PDCD5
DU,SLIRP
DU,ALDH5A1
DU,MECR
DU,CUL5
DU,CARM1
DU,CYCS
DU,COPS5
DU,PDAP1
DU,CHMP4B
DU,CUL1
DU,DCPS
DU,NUBP1
DU,MYL3
DU,PPP2R2A
DU,CRAT
DU,TTLL12
DU,MAP2K4
DU,TSFM
DU,CHP1
DU,TARS1
DU,DUSP23
DU,GCSH
DU,AKR1B1
DU,DNAAF5
DU,TARDBP
DU,ARPC1A
DU,CAMK2A
DU,ENDOD1
DU,EIF3M
DU,NIPSNAP3A
DU,CYB5B
DU,FITM2
DU,OPLAH
DU,PPM1A
DU,CAVIN4
DU,LMAN1
DU,PGM1
DU,PDLIM3
DU,DDX6
DU,LMCD1
DU,PGP
DU,SUCLG2
DU,GSTZ1
DU,TIMM44
DU,POFUT1
DU,MT-ND5
DU,GAMT
DU,FDXR
DU,FAHD1
DU,HSPB7
DU,NOL3
DU,PACSIN3
DU,UBAC1
DU,COA6
DU,ACADM
DU,DHRS4
DU,COPS7A
DU,QKI
DU,BPNT1
DU,OPA1
DU,PRKAA1
DU,CUTA
DU,PSMB4
DU,BCKDHA
DU,TACO1
DU,COQ8A
DU,TUBA8
DU,PPP5C
DU,CARS2
DU,MAP1S
DU,ACAT1
DU,GGPS1
DU,HSDL2
DU,NDUFA3
DU,VAPB
DU,LIMS3
DU,SNU13
DU,CDC37
DU,NAXE
DU,BCL2L13
DU,EIF4H
DU,ANK2
DU,ARL8A
DU,ISOC2
DU,RNF123
DU,HTRA2
DU,PCYT2
DU,COQ9
DU,PUDP
DU,HIBADH
DU,CACNB1
DU,ABCF1
DU,SDHD
DU,GPD2
DU,PPP2CA
DU,CCDC43
DU,CYB5R1
DU,MCTS1
DU,DCTN4
DU,MAP2K3
DU,TOMM7
DU,PSMD11
DU,TIPRL
DU,GPT
DU,DMD
DU,SNTA1
DU,FIS1
DU,CHCHD7
DU,MAP1LC3B2
DU,EIF4A2
DU,LRRC47
DU,ISYNA1
DU,PRKAR2A
DU,COPS4
DU,IPO5
DU,COQ3
DU,SBDS
DU,UBA3
DU,SMYD1
DU,UBE2F
DU,ATP6V0D1
DU,CBX3
DU,PCBD1
DU,NAXD
DU,CSE1L
DU,TMEM205
DU,IBA57
DU,LACTB
DU,GPS1
DU,NADK2
DU,ATP1A2
DU,TRIM72
DU,RAB21
DU,SNRPE
DU,DPP9
DU,PGAM2
DU,RPRD1B
DU,DHRS7C
DU,RNF7
DU,GFM1
DU,IDE
DU,RIDA
DU,PTGR2
DU,HSD17B8
DU,DUSP3
DU,PGM2L1
DU,MTIF2
DU,EIF4G1
DU,MACROD1
DU,CNN1
DU,UBR4
DU,PLPBP
DU,ETHE1
DU,FAM98B
DU,SPRYD4
DU,ANK3
DU,H1-0
DU,CPT1B
DU,HDHD5
DU,ATP5F1E
DU,NCLN
DU,HSPBP1
DU,SLK
DU,CLCC1
DU,AFG3L2
DU,PGPEP1
DU,USP47
DU,SYNPO
DU,CCDC124
DU,COPZ1
DU,NPLOC4
DU,ADSS2
DU,FECH
DU,FN3K
DU,ATP2A2
DU,MPI
DU,MOB1A
DU,TIMM13
DU,DYNLL1
DU,OXSM
DU,UBE2K
DU,JPH1
DU,ADPRH
DU,SUPV3L1
DU,KLC1
DU,CACNA2D1
DU,PDK2
DU,NIPSNAP2
DU,RTCA
DU,CNBP
DU,MAPK14
DU,UBE4A
DU,MIEN1
DU,PREP
DU,SGCD
DU,RAB9A
DU,NPEPPS
DU,PFKFB2
DU,CLIP2
DU,MAPKAPK3
DU,C11orf68
DU,FKBP4
DU,USP7
DU,STK38
DU,NIF3L1
DU,PDLIM2
DU,C11orf54
DU,TXNRD1
DU,PRMT5
DU,PGM5
DU,RPS7
DU,PSMB5
DU,LYPLA2
DU,PALLD
DU,NT5C
DU,WDR77
DU,MCCC1
DU,AAMDC
DU,TPP2
DU,PLN
DU,METTL26
DU,PARP1
DU,CA14
DU,TOMM40
DU,TIGAR
DU,HSPA1L
DU,TXLNB
DU,PTCD3
DU,PIP4K2B
DU,CMBL
DU,PFDN6
DU,PFDN5
DU,PRKACA
DU,LHPP
DU,ADSS1
DU,MRPS22
DU,XIRP1
DU,CAND2
DU,RPA2
DU,SIRT3
DU,COQ6
DU,EML4
DU,RRAS2
DU,MCEE
DU,RAP1A
DU,RBBP4
DU,IPO7
DU,SGCB
DU,BDH1
DU,EIF2B3
DU,SLC35A4
DU,TOMM5
DU,NRDC
DU,DMAC2L
DU,TXN2
DU,RRAGC
DU,MINDY3
DU,CSPG4
DU,NUDT9
DU,CYTH1
DU,SYPL1
DU,GOSR2
DU,MRPS21
DU,C12orf57
DU,MICU2
DU,IGBP1
DU,MRPS17
DU,SDR39U1
DU,TIMM8A
DU,PPP1R2
DU,OVCA2
DU,TFRC
DU,CHMP3
DU,ARPP19
DU,IPO9
DU,ATP2B1
DU,RAB2B
DU,DHRS11
DU,SSPN
DU,EYA3
DU,ACOT1
DU,LANCL2
DU,NGLY1
DU,SRSF11
DU,HGH1
