"contrast","n_sig","n_total","pct","ci_lo","ci_hi"
"Cancer_vs_Healthy",502,2549,19.6939976461357,18.1660305135807,21.2919004390637
"Training_CR",56,2549,2.19693997646136,1.66370915528821,2.84352294025157
