"contrast","database","n_sig","n_up","n_down","median_NES","mean_NES","sd_NES","min_padj","median_padj"
"Cancer_vs_Healthy","GO Slim",13,8,5,1.71028980878822,0.519087445120189,1.98436035020446,3.37734351949797e-10,9.83378606437499e-05
"Cancer_vs_Healthy","GO:BP",265,212,53,1.8370704052351,1.13224816489492,1.60065423239467,3.38550677111894e-10,0.00827975285492421
"Cancer_vs_Healthy","Hallmark",17,16,1,1.88259702880315,1.65777079197077,1.20270457423895,8.32206983200904e-17,0.00176160501473671
"Cancer_vs_Healthy","KEGG",31,23,8,1.73096265630009,0.761476020710232,1.86378866675562,9.69749356109832e-08,0.00973155976043995
"Cancer_vs_Healthy","Reactome",110,83,27,1.79912681867061,0.913501385292422,1.74964868750537,1.01959146507007e-18,0.0137901279972944
"Training_CR","GO Slim",5,3,2,1.64059579338773,0.309899091724658,1.88769059019257,0.00295277095849628,0.00381649159433647
"Training_CR","GO:BP",23,16,7,1.71046587182952,0.760049224849518,1.8611595787406,1.71344270001413e-05,0.0131932069337925
"Training_CR","Hallmark",4,2,2,-0.0134297686234646,0.0633475191247942,2.17992030883197,6.96081312264612e-07,0.0113176062834048
"Training_CR","KEGG",23,9,14,-1.80068004201414,-0.322484423891451,1.93114364064794,7.23739576971677e-06,0.0214932126696833
"Training_CR","Reactome",18,11,7,1.7315167290855,0.417985916186841,1.92672137386365,2.80890771766074e-06,0.0386100862255985
