pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,4.334602846126203e-8,1.0403046830702887e-6,0.7195128263389107,-0.342912261580365,-1.9563351668603126,223,SDHC;MFN2;STBD1;PFKL;NNT;PDHX;DLAT;SDHD;HK1;TRAP1;ATP5F1D;ACADVL;GAA;ETFDH;PDHB;DLD;NDUFB5;PDHA1;DLST;ATP5PD;H6PD;MT-ND5;FBP1;GYG1;ATP5F1C;SUCLA2;UQCRQ;FH;NDUFB4;SDHA;NDUFS5;SDHB;SUCLG1;MT-ND4;PPP2CA;MT-ND3;MT-ATP8;FECH;PNPT1;IDH3A;OGDH;NDUFS6;PFKM;PHKA2;NDUFA2;PRKAG1;PFKFB2;IDH2;SLC25A13;NDUFA12;ATP5MG;GYS1;ATP5ME;COX7C;NDUFB3;NDUFB9;ENO3;ATP5MF;NDUFS4;NDUFA8;UQCRB;PYGM;ACAT1;ATP5PO;AGL;IDH3B;IDH3G;MT-CO2;NDUFS3;PKM;NDUFV2;FDXR;MT-ATP6;MDH2;PRKAA1;NDUFB11;COX7A1;NDUFS8;ACO2;PPIF;PHKB;PHKG1;ACADM;PPP1R2;NDUFB1;NDUFB7;SLC25A4;NDUFA13;PHKA1;NDUFA10;OXCT1;NDUFV1;NDUFA3;NDUFA9;BCKDK;UQCRC2;NDUFA6;NDUFA11;MT-CYB;COX5A;SURF1;ATP5PF;ALDH1L1;PDPR;CYC1;STOML2;SHMT2;PRKAA2;ARL2,GO Slim,Cancer_vs_Healthy
GOSLIM_WOUND_HEALING,1.9171848897538807e-6,2.3006218677046566e-5,0.6272567397185284,0.5051093709493532,2.1324690104801824,78,FBLN1;CSRP1;CLIC1;TLN1;FLNA;YAP1;PRDX2;CD9;ILK;CAV1;S100A10;MCAM;GNAS;AHNAK;MYH9;ANXA5;GNAQ;CD36;ITGB1;HMGB1;RHOA;ACTB;MYL9;CORO1B;CRK;THBS1;VCL;CD34;FERMT2;CTSG;DMTN;PROCR,GO Slim,Cancer_vs_Healthy
GOSLIM_AMINO_ACID_METABOLIC_PROCESS,1.0572777323736287e-5,8.45822185898903e-5,0.5933254763964051,-0.3702591879192572,-1.9085593764265705,110,FARSB;EPRS1;RARS1;KARS1;LRRC47;DBT;DARS1;GARS1;ACAD8;HARS1;AIMP2;ALDH5A1;VARS1;LARS1;DLD;MMUT;DLST;MCCC2;ALDH4A1;GLS;ACADSB;IARS2;FH;MCCC1;IARS1;BCAT2;NARS1;AUH;ACY1;QARS1;FARSA;IVD;ACAT1;GCDH;ADI1;HSD17B10;RIDA;PCCB;SARS2;GOT2;GCSH;SMS;ASPA;AARSD1;GOT1,GO Slim,Cancer_vs_Healthy
GOSLIM_MITOCHONDRION_ORGANIZATION,3.009625176703996e-5,1.8057751060223976e-4,0.5756102610711286,-0.34541880942320824,-1.8637327869841016,146,MYH14;MFN2;FAM162A;FIS1;CLPP;NOL3;MTM1;SLC25A46;TMEM11;AIFM1;COA3;ATP5F1D;LONP1;VPS13A;TIMM50;ENDOG;MTX1;OPA1;NDUFAF3;SAMM50;COX11;MT-ND5;MCU;APOO;CLUH;NDUFS5;MT-ND4;PNPT1;MARCHF5;DNM1L;SUPV3L1;NIPSNAP2;NDUFS4;SIRT5;NDUFS3;HSD17B10;MICU1;COX7A1;NDUFS8;IMMT;COA6;PPIF;APOOL;SQSTM1;TIMM8A;MICOS13;PRDX3;CHCHD3;TIMM13;FXN;NDUFA13;PTPMT1;CHCHD7;NDUFA6;PARP1;SURF1;LETM1;STOML2;NDUFAF4;SLC25A5;HSPA9;CCAR2;ATAD3A;ROMO1;GGCT;VPS13C;VDAC2;NDUFS1;SCO1;NDUFS2;TOMM22;ATP2A1;HK2;GSK3B;UQCC3,GO Slim,Cancer_vs_Healthy
GOSLIM_TRNA_METABOLIC_PROCESS,3.4027067029529306e-4,0.0016332992174174067,0.49849310876659025,-0.44845729084968533,-1.9576984282103589,50,FARSB;EPRS1;RARS1;KARS1;LRRC47;DARS1;GARS1;HARS1;AIMP2;VARS1;LARS1;IARS2;IARS1;NARS1;FAM98B;QARS1;FARSA,GO Slim,Cancer_vs_Healthy
GOSLIM_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,5.027124806554117e-4,0.002010849922621647,0.47727081536286214,0.5237679497064871,1.9337030501484205,39,ANK1;FSCN1;CAP1;FLOT2;MSN;RAP1B;PARVA;CLIC4;RRAS;ITGB1;CFL1;RHOA;RHOG;ACTB;AQP1;MAPRE1;CDC42,GO Slim,Cancer_vs_Healthy
GOSLIM_EXTRACELLULAR_MATRIX_ORGANIZATION,0.0010072048485473637,0.003453273766448104,0.45505986738722953,0.5515433338253746,1.9151987699465705,30,FBLN1;FSCN1;LUM;ITGB1;TNXB;NID1;MFAP4;FLOT1;LAMC1;AEBP1;LAMB2;CTSG;TGM2;LAMB1;COL18A1;COL4A1;ADAM10;COL1A2;COL4A2;COL15A1;MYH11;NID2;FBLN5,GO Slim,Cancer_vs_Healthy
GOSLIM_CILIUM_ORGANIZATION,0.004204835560895029,0.012614506682685087,0.27471745859524166,0.45263223433392785,1.6984259925316485,43,FLNA;YAP1;EHD2;ATG3;EHD1;ACTR2;PARVA;ACTR3;EHD4;RAB8A;SEPTIN7;ARRB1;SEPTIN2;RAB11B;GDI2;RAB23;DYNLRB1;SEPTIN9;RAB10;SKP1,GO Slim,Cancer_vs_Healthy
GOSLIM_DETOXIFICATION,0.012552911983652021,0.02856667477250329,0.15535473237528252,0.3966169054205806,1.5740974498925953,56,CAT;CLIC1;SOD1;PRDX2;CCS;TXN;CD36;GPX1;ADK;MGST1;SOD2;ALDH2;ALDH1A1;PRXL2A;CYGB;PRDX6;GSTO1;ADH5;AKR1A1;CLIC2;PRDX1;PRDX5;RDH11,GO Slim,Cancer_vs_Healthy
GOSLIM_NUCLEOCYTOPLASMIC_TRANSPORT,0.011212035197275049,0.02856667477250329,0.16219053457684138,0.3757706066523955,1.5530673097143366,69,ANP32A;NUTF2;HNRNPA2B1;FLNA;DDX19B;HNRNPA1;RANBP1;RPL23;CD36;UFM1;RAN;CFL1;PABPN1;YWHAB;AGFG1;CALR;EIF6;ELAVL1;DDX39B;KPNB1;RAB23;YWHAE;HSP90AA1;ALYREF;TNPO1,GO Slim,Cancer_vs_Healthy
GOSLIM_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.013093059270730676,0.02856667477250329,0.14930820690075336,0.37131612741454817,1.5424422136878055,71,ANK1;SPTBN1;FLOT2;FLNA;CD81;EHD2;EHD1;S100A10;ATP2B4;PICALM;EHD4;RAB8A;ITGB1;CLTC;RHOG;SORBS1;ACTB;HSP90B1;FLOT1;RAB7A;STX7;AP3B1;VAMP2,GO Slim,Cancer_vs_Healthy
GOSLIM_CYTOKINESIS,0.05748663101604278,0.11497326203208556,0.07195166788926238,0.3668677525094405,1.411355418928336,48,SPTBN1;ARF1;MYH9;SEPTIN7;IQGAP1;SEPTIN11;CFL1;RHOA;CALM1;SEPTIN2;SEPTIN10;CDC42;MYH10;DCTN3;STMN1;SNX9;RHOC;SEPTIN9;POLDIP2;SVIL;PDCD6IP;STAMBP;CHMP1B,GO Slim,Cancer_vs_Healthy
GOSLIM_CYTOPLASMIC_TRANSLATION,0.11222270552414093,0.20718037942918327,0.08874034980661445,-0.2244723290265296,-1.193426212877445,133,EIF3B;RPS2;EPRS1;RPS9;EIF3C;EIF3J;RPL30;RPS3;HBS1L;EIF4G1;EIF3A;EIF3D;YBX3;RWDD1;CSDE1;RPS15A;RPS8;RPL4;ETF1;EIF3L;RPL32;EIF3E;RPS4X;RPL27;EIF2S2;RPS11;UFD1;NPLOC4;EIF3K,GO Slim,Cancer_vs_Healthy
GOSLIM_GLYCOPROTEIN_METABOLIC_PROCESS,0.13988985051140834,0.23981117230527144,0.04619998091906596,0.3721531955005487,1.2840233699907313,29,RAB1A;PMM2;RAB1B;GANAB;ERP44;RPN1;AGO2;ADAM10;CTSL;MESD;PRKCSH;UGDH,GO Slim,Cancer_vs_Healthy
GOSLIM_TELOMERE_ORGANIZATION,0.3026214931779856,0.48419438908477697,0.029095226487425584,0.3041690213468884,1.1147020257882596,38,HNRNPA2B1;HNRNPA1;TNKS1BP1;HSP90AA1;CCT2;HNRNPC;APEX1;LMNA;MAPK3;XRCC6;RUVBL1;RPA2;CCT7;CCT3;CCT4;RUVBL2;CCT6A;HNRNPD,GO Slim,Cancer_vs_Healthy
GOSLIM_CHROMOSOME_SEGREGATION,0.45682632779406973,0.6449312862975103,0.03573477850905551,-0.21787689777590252,-0.9991579914272292,62,CLASP2;DYNC1LI1;RPS3;MAP1S;MAPRE3;VPS4A;DYNLL2;CSNK2A1;DDB1;CUL3;DYNLT1;BAG6;DYNLL1;USP9X;CLASP1;ARL8A;NEK7;MAPRE2;NUDC;SLC25A5;RMDN1;CHMP6;RAB24;ABRAXAS2,GO Slim,Cancer_vs_Healthy
GOSLIM_KETONE_METABOLIC_PROCESS,0.44417053364269143,0.6449312862975103,0.0217141472324866,0.2520091022342257,1.0107403627377047,59,NME1;AKR1C1;AKR1C3;NME2;CAV1;AKR1C2;ERLIN1;ACADL;PGK1;CBR1;FABP5;EIF6,GO Slim,Cancer_vs_Healthy
GOSLIM_MICROTUBULE-BASED_MOVEMENT,0.5305387496398732,0.7073849995198309,0.018896532244281315,0.23654061267331658,0.9592258485521722,63,RAB1A;SOD1;FLOT2;DYNC1LI2;ATP2B4;SORD;ARRB1;LAMP1;TUBB4B;AP3B1;CDC42;KPNB1;SFPQ;DYNLRB1,GO Slim,Cancer_vs_Healthy
GOSLIM_PROTEIN_FOLDING,0.64933672785743,0.779204073428916,0.01488019821605687,0.2047672985179767,0.9001650291031909,99,PDIA3;TBCA;ST13;HSP90B1;FKBP1A;DNAJB1;CALR;PDIA4;AHSA1;TXNDC5;PDIA6;P4HB;HSP90AA1;ERP44;HSPA8;CCT2;DNAJB4;DNAJB6;TBCEL;CHORDC1;MESD;SNRNP70;PBDC1;HSPA1A;HSPA5;KHSRP;DNAJB2;PEX19;CCT7;DNAJA3;COX19;CANX;CCT3;CCT4,GO Slim,Cancer_vs_Healthy
GOSLIM_RIBOSOME_BIOGENESIS,0.6235294117647059,0.779204073428916,0.029715714193699814,-0.19976749118875567,-0.9198451022477864,63,RPS9;PRKDC;RPS15A;CUL4A;RPS8;PRMT5;RPS4X;RPL27;SNU13;RPS11;SBDS;EIF2A;CUL4B;EIF5;ERI3;TRMT112;NSUN4;RPL7A;RPS12;TUFM;RPS13,GO Slim,Cancer_vs_Healthy
GOSLIM_DNA_RECOMBINATION,0.739532695624902,0.8285425854099143,0.015272927905478736,0.23481318108581167,0.8210971051156098,31,ACTR2;FUS;HMGB1;ACTB;SFPQ;APEX1;NONO;SAMHD1;UBE2N;XRCC6;RUVBL1;RPA2,GO Slim,Cancer_vs_Healthy
GOSLIM_DNA_REPLICATION,0.7594973699590882,0.8285425854099143,0.02434876051257417,-0.20269103646989184,-0.8348860506323093,39,ELOB;ENDOG;CUL4A;ELOC;RBBP4;DDB1;RPA1;CARM1;DYNLL1;CUL4B;UCHL5,GO Slim,Cancer_vs_Healthy
GOSLIM_MITOTIC_NUCLEAR_DIVISION,0.9718643565822598,0.9830049261083744,0.010441958406618513,0.16097776198909702,0.6220253632103824,49,FLNA;RAN;CAV2;RHOA;MAPRE1;KPNB1;DYNLRB1;PPP1CC;POLDIP2;HSPA1A;DYNC1I2;BUB3;CHMP1B;UBE2I;CHMP2B;TTN,GO Slim,Cancer_vs_Healthy
GOSLIM_MUSCLE_SYSTEM_PROCESS,0.9830049261083744,0.9830049261083744,0.007255871479958771,0.14646426924156175,0.7012364445396856,186,SOD1;SRI;CTTN;TPM4;FLNA;CALD1;CAV1;ATP2B4;GNAS;MTPN;TMOD1;ARRB1;RPL27A;RPL23;PABPN1;FKBP1A;CALM1;RPLP1;MYL9;RPL24;RPL14;GNAI1;G6PD;RPL37A;TMOD3;MYL6;CNN1;RPL8;RPLP2;ENO1;RPL12;GLRX3;GSTO1;HSP90AA1;PPP1R12B;CLIC2;RPL6;RPL21;LMNA;EMD;TRDN;LMOD3;ALDOA;MYOZ2;RPL7;RPL17;MYBPH;ACTC1;RPL35;ASPH;ACTN3;RPL13A;RPL29;MYH11;GSK3A;MYH3;TTN;IGFBP5;RPL23A;SCN1B;RPL10;RPL18;SYNM,GO Slim,Cancer_vs_Healthy
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,6.178658455771989e-7,1.4828780293852773e-5,0.6594443980379349,0.380933495093732,1.877874708960314,226,GAA;PKM;NDUFB1;HK1;NDUFA9;NDUFA13;NDUFS3;ATP5F1D;NDUFS5;CYC1;FH;COX7A1;MT-CO2;FBP1;SLC25A4;NDUFB4;PPP1CB;IDH3B;COX5A;IDH3A;UQCRQ;UQCRC2;NDUFB5;PYGM;UQCR11;NDUFB3;NNT;PFKM;COX4I1;PHKA2;NDUFB11;NDUFB9;NDUFV2;AKT1;NDUFA8;PDHB;NDUFS1;NDUFA10;ATP5F1C;COX5B;ATP5MG;IDH2;COX6C;NDUFV1;MDH2;PPP1CA;PLEC;AKT2;PDP1;NDUFA12;NDUFA2;NDUFAB1;ADHFE1;NDUFS4;STBD1;STOML2;AGL;SUCLA2;ENO3;PDK4;ACO2;ATP5PO;PHKB;DLST;UQCRC1;PDHA1;GBE1;UQCRH;THTPA;GYS1;TRAP1;PRKAG1;PPP1CC;ACTN3;ATP5ME;NDUFA3;NDUFA6;DLAT;ATP5PD;PYGB;CHCHD2;NDUFS2;UQCRB;ATP5PF;PPIF;ATP5PB;NDUFB8;MT-ATP8;COX7A2;PDHX;ACADVL;IDH3G;ETFDH;ATP5MF;SUCLG1;ETFA;CYCS;NDUFB10;CS;SLC25A13;ARL2;FDXR;PPP2CA;FECH;NDUFS8;COX6B1;NDUFS7;OGDH;NDUFA7;PGAM2;NDUFS6;PHKA1;PRKAA1;GAPDH;MT-ND3;MFN2;ATP5F1B;PGM1;NDUFV3;LDHA,GO Slim,Training_CR
GOSLIM_CYTOPLASMIC_TRANSLATION,0.0012304133338302554,0.014764960005963064,0.45505986738722953,0.3493567718407577,1.6096004817773804,134,RPL4;RPS2;RPL30;PKM;RPL27;SYNCRIP;ABCE1;DRG1;RPL32;RPS13;RPL15;RPS24;RPLP0;RPL11;EPRS1;PABPC1;YBX1;UFD1;ETF1;EIF2S3;RPS3;AKT2;RPS9;DHX9;EIF5;SARS1;RPS4X;RPL6;RPL7;YBX3;RPS15A;RPL31;MCTS1;EIF3H;CSDE1,GO Slim,Training_CR
GOSLIM_MITOCHONDRION_ORGANIZATION,0.002967359050445104,0.02373887240356083,0.34452128726268,0.3287961137764512,1.5321116044543122,146,CLPP;NDUFAF5;LONP1;NDUFA13;AGK;FAM162A;NDUFS3;VPS13A;ATP5F1D;NDUFS5;COX7A1;TMEM70;VDAC2;BCS1L;DNAJC11;SCO1;AKT1;NDUFS1;NDUFAF4;PLEC;NDUFAF2;MCU;NDUFS4;FUNDC1;STOML2;SAMM50;MICOS10;FIS1;VPS35;CHCHD3;TOMM22;MARCHF5;PTPMT1;TMEM11;PRDX3;NDUFA6;HSD17B10;CHCHD2;NDUFAF3;NDUFS2;TOMM70;APOO;SLC25A5;PPIF;SIRT5;ACAD9,GO Slim,Training_CR
GOSLIM_DETOXIFICATION,0.005429650613786591,0.032577903682719546,0.30377943455118267,-0.39972938420149073,-1.6573882125164268,59,SESN1;SOD1;AIFM2;ESD;GPX4;PRXL2A;ALDH1A1;PRDX1;GSTP1;PRDX6;ALDH2;MTARC1;CD36;TXN;ADH5;TXNRD2;CAT;MGST1;PARK7;GPX1;CCS;NQO1;MPO;NXN;PRDX2;AKR1A1;SELENOW,GO Slim,Training_CR
GOSLIM_TRNA_METABOLIC_PROCESS,0.006881948120698782,0.033033350979354156,0.23205681807560835,0.4248473546362287,1.6374463671545485,50,DARS2;RTCB;NARS1;EPRS1;GARS1;AKT1;IARS2;TPRKB;FARSA;KARS1;SARS1;VARS1;AIMP2;DDX1;DARS1;RARS1;LARS1;OSGEP;FARSB;HSD17B10;SSB;LARS2;GRSF1,GO Slim,Training_CR
GOSLIM_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.02368421052631579,0.09473684210526316,0.14464557226410138,-0.33075866822436234,-1.4406707974664195,76,STXBP1;SCP2;RAB31;TRARG1;RAB7A;PALM;SLMAP;GBP1;VAMP2;FLOT2;RAB10;MESD;TMED2;CD81;CACNB3;PLEKHF1;ITGB1;SORBS1;EPB41L3;EHD1;STX4;EHD2,GO Slim,Training_CR
