config,set,n,direction,PValue,PValue.Mixed,expected,consistent,cor_within
Imp_Pi,cvh_up,419,Up,0.9634874180640433,0.5577946171362979,Down,FALSE,0.20850521087330828
Imp_Pi,cvh_down,178,Up,0.32267249422214284,0.39929859016276487,Up,TRUE,0.20850521087330828
Imp_P,cvh_up,518,Down,0.9930090304425598,0.5274632972214897,Down,TRUE,0.20850521087330828
Imp_P,cvh_down,428,Up,0.3797386960183319,0.40466412698800186,Up,TRUE,0.20850521087330828
