gene,cv_cr,cv_h,delta_cv,is_plasma,protein_class,subcellular_main
HSPG2,92.82350342822676,17.724725967986096,75.09877746024065,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",
HDHD5,59.265430756526946,27.626955606782573,31.638475149744373,FALSE,Predicted intracellular proteins,Mitochondria
CFI,69.59730572756186,37.9389450915712,31.65836063599066,TRUE,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins",
PPA2,38.85991367607504,26.01872378540715,12.841189890667888,TRUE,"Cancer-related genes, Disease related genes, Enzymes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
GPNMB,109.64512563241134,32.07181894581031,77.57330668660103,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",
ARL8B,20.28982624679545,19.281431464924886,1.0083947818705639,FALSE,"Enzymes, Predicted intracellular proteins",
PTGES2,59.91749567166631,29.97635681101069,29.94113886065562,FALSE,"Enzymes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins",
ACSL3,40.76445536515379,24.529495513809156,16.234959851344637,FALSE,"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins","Nucleoli, Nucleoli rim"
GNG12,50.90322360038656,25.13766144633811,25.76556215404845,FALSE,"Predicted intracellular proteins, RAS pathway related proteins",Mitochondria
DNAJA2,41.671921630262545,21.252033734208883,20.419887896053663,FALSE,Predicted intracellular proteins,"Nucleoli, Cytosol"
RPL27A,29.822031473187078,64.53743072168187,-34.71539924849479,FALSE,"Essential proteins, Predicted intracellular proteins, Ribosomal proteins","Endoplasmic reticulum, Cytosol"
TXNL1,20.368850052536132,12.24181692638744,8.127033126148692,TRUE,"Plasma proteins, Predicted intracellular proteins",Cytosol
MAP3K20,40.34634087751851,25.389429055888574,14.956911821629934,FALSE,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins",Cytosol
YWHAH,18.676398576296172,18.20189511056009,0.47450346573608115,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",Cytosol
CSE1L,32.21068819279714,15.706842593942522,16.50384559885462,TRUE,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins, Transporters",Nucleoplasm
TFG,33.56126337307222,8.775617435594599,24.785645937477625,FALSE,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Vesicles
SNX2,56.134178754844314,22.414909909593884,33.719268845250426,FALSE,Predicted intracellular proteins,Endosomes
PDCD6IP,16.464276412692453,14.274603531070673,2.18967288162178,TRUE,"Human disease related genes, Plasma proteins, Predicted intracellular proteins",Vesicles
RPS19,20.61055574068387,23.889740229008332,-3.2791844883244607,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins",Nucleoplasm
PTPA,36.06097658558195,25.31598650489438,10.744990080687568,TRUE,"Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins",Nucleoplasm
ARPC4,42.808828937076356,20.304583385909403,22.504245551166953,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins",
CTBP1,29.968865928306837,20.180985678704914,9.787880249601923,TRUE,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Nucleoplasm
TFAM,52.99108997571314,29.792363356849215,23.198726618863923,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Transcription factors",Mitochondria
PGRMC1,57.63191996522459,21.917147258343675,35.714772706880915,FALSE,"Predicted membrane proteins, Predicted secreted proteins",Endoplasmic reticulum
RPL12,30.656405138651273,24.18830203406018,6.468103104591094,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins",Golgi apparatus
GGCT,28.701769360241023,16.965655995385735,11.736113364855289,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",
MRPS21,42.03005739173762,39.950488567131245,2.079568824606376,FALSE,"Essential proteins, Predicted intracellular proteins, Ribosomal proteins",Mitochondria
NAGK,35.258210637275326,15.73091225585218,19.527298381423144,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Cytosol
LPP,61.506982775384614,14.435940876532143,47.07104189885247,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins","Focal adhesion sites, Cytosol"
PAFAH1B3,53.033325047568106,39.12954144997343,13.903783597594675,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Intermediate filaments
UBA6,76.67997114339555,36.24970711646833,40.43026402692722,FALSE,"Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins","Nucleoplasm, Cytosol"
ARPC5,60.94001320745542,34.127393027416474,26.812620180038948,TRUE,"Plasma proteins, Predicted intracellular proteins","Vesicles, Plasma membrane, Cell Junctions, Cytosol"
PFDN2,39.82030855008432,26.0495692622633,13.77073928782102,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins","Nucleoplasm, Mitochondria"
RPL32,25.367893870820136,12.721962186725014,12.645931684095123,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Endoplasmic reticulum, Cytosol"
RPL23,24.77670305187521,28.38312011167839,-3.6064170598031815,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins",Cytosol
RPL35,20.32115860686064,15.462446041091269,4.85871256576937,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Ribosomal proteins","Endoplasmic reticulum, Cytosol"
ACSF2,37.15808101991621,19.447906491305407,17.710174528610803,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins","Nucleoplasm, Microtubules, Cytosol"
NDUFA7,68.63615346525971,38.33316363859571,30.302989826664003,FALSE,"Metabolic proteins, Predicted intracellular proteins",Mitochondria
ENOPH1,27.201984649713513,19.978843489648952,7.223141160064561,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Nucleoplasm
PSMD2,16.634823364731748,8.288141586158188,8.34668177857356,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Centriolar satellite, Cytosol, Flagellar centriole"
PPME1,31.565173982518864,26.629131529595483,4.936042452923381,FALSE,"Enzymes, Predicted intracellular proteins",Nucleoplasm
FDPS,18.804863009705855,9.971549418127127,8.833313591578728,TRUE,"Disease related genes, Enzymes, Essential proteins, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
COPS2,24.103582149794025,14.067359701955715,10.03622244783831,FALSE,"Essential proteins, Predicted intracellular proteins",Vesicles
DDX17,18.331845861306473,15.07926133820206,3.252584523104412,TRUE,"Enzymes, Plasma proteins, Predicted intracellular proteins",Nuclear speckles
SGCG,31.59981020051469,38.86222046413182,-7.262410263617134,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins",
CBR4,48.83799238994712,33.03163310377871,15.806359286168409,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins",
UBL5,44.709853880745,13.927736330329182,30.78211755041582,FALSE,"Essential proteins, Predicted intracellular proteins",
CAB39L,44.36654392573851,58.626112700851316,-14.259568775112804,TRUE,"Plasma proteins, Predicted intracellular proteins",Vesicles
MYH11,65.17745409651626,30.602019473909177,34.57543462260708,TRUE,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins","Plasma membrane, Cytosol"
COL4A1,125.1173024946977,51.17329607720515,73.94400641749255,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins",
HHATL,52.03674601683841,29.886712695958195,22.150033320880212,FALSE,Predicted membrane proteins,
FN3K,36.046662631165475,26.3239120030375,9.722750628127976,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Mitochondria
SH3BGRL,83.9362108353578,40.92113260138921,43.01507823396859,TRUE,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Cytosol
UTRN,38.195484558216464,35.5909079419125,2.604576616303966,TRUE,"Plasma proteins, Predicted intracellular proteins",Plasma membrane
MAT2A,27.029740724205563,9.900780345741085,17.128960378464477,TRUE,"Enzymes, Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Nucleoplasm
PSMD13,23.89072212821747,11.926218778652444,11.964503349565025,FALSE,"Essential proteins, Predicted intracellular proteins",Nuclear speckles
DDI2,91.5559290787478,18.961116758610416,72.59481232013738,TRUE,"Plasma proteins, Predicted intracellular proteins","Nucleoplasm, Cytosol"
CAPN3,27.181811167951906,21.161295726966667,6.020515440985239,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",
RPL13A,25.261006708697664,19.916600482627327,5.344406226070337,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Nucleoli, Cytosol"
ATE1,52.34592514703456,13.039739772360068,39.3061853746745,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Nucleoplasm
PSMD12,24.85437889166064,12.143638076962407,12.710740814698234,FALSE,"Disease related genes, Essential proteins, Predicted intracellular proteins",Microtubules
COMT,37.16938997474935,43.57918534949389,-6.40979537474454,TRUE,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Vesicles
ALDH6A1,39.12995050297993,59.46383515420152,-20.333884651221588,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Mitochondria
IMPDH2,22.604589842723524,11.920217934137083,10.68437190858644,TRUE,"Enzymes, Essential proteins, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
MYOF,26.043425693240117,25.421341820868303,0.6220838723718138,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters","Vesicles, Plasma membrane, Centriolar satellite"
PSMD5,29.623701100212212,23.533855770601093,6.089845329611119,TRUE,"Plasma proteins, Predicted intracellular proteins","Nucleoplasm, Cytosol"
TXLNB,44.47109233527654,24.899275632496686,19.571816702779852,FALSE,Predicted intracellular proteins,
ATP5F1E,82.1612787292746,28.826423395486906,53.334855333787694,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted intracellular proteins",
CARM1,27.747490376756033,25.481640022191137,2.265850354564897,FALSE,"Cancer-related genes, Enzymes, Predicted intracellular proteins",Nucleoplasm
SH3BGRL3,88.85164385410894,34.743531982460155,54.10811187164879,TRUE,"Plasma proteins, Predicted intracellular proteins",Nuclear bodies
SGCB,33.398292308697144,20.2186569811448,13.179635327552344,FALSE,"Disease related genes, Human disease related genes, Predicted membrane proteins",Cytosol
MYOM3,87.66026212258772,44.24242380317724,43.417838319410485,FALSE,Predicted intracellular proteins,Vesicles
FBXO7,69.92335715343748,41.143483321425855,28.779873832011624,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins","Nucleoplasm, Cytosol"
MAP2K1,36.02277511162603,22.258818389288553,13.763956722337479,FALSE,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, RAS pathway related proteins","Plasma membrane, Cytosol"
DYNLL1,37.54360709262004,18.433810386167487,19.109796706452556,TRUE,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins","Nucleoplasm, Cytosol, Mid piece, Principal piece"
SQOR,38.62143934266287,41.38784699283343,-2.7664076501705637,FALSE,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins",Mitochondria
PSME2,32.67658457470778,33.60348558301126,-0.9269010083034814,FALSE,Predicted intracellular proteins,Nucleoplasm
CPNE3,15.583848735869354,21.74343155002618,-6.159582814156826,TRUE,"Plasma proteins, Predicted intracellular proteins, Transporters","Nucleoplasm, Cytosol"
ECHDC1,71.9804786618479,30.313527495114457,41.66695116673344,TRUE,"Enzymes, Plasma proteins, Predicted intracellular proteins",Vesicles
ASPH,46.81527157067387,25.047715177646314,21.767556393027558,TRUE,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Endoplasmic reticulum
GNAS,40.54852010712896,18.617050411802694,21.931469695326264,FALSE,"Cancer-related genes, Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Nucleoplasm
CAMK2G,40.013272679157424,17.726393596531125,22.2868790826263,TRUE,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters","Plasma membrane, Primary cilium tip, Primary cilium transition zone, Principal piece"
APOO,57.812108322790614,28.29400187104104,29.518106451749574,FALSE,"Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters",Mitochondria
JPH2,41.050296912222095,20.669382606938328,20.380914305283767,FALSE,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",
PTMS,35.451505449080656,32.80640740591971,2.6450980431609494,FALSE,"Essential proteins, Predicted intracellular proteins","Nucleoli, Nucleoli rim"
ART3,37.17539153588736,29.715779075844228,7.459612460043129,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins","Principal piece, End piece"
LAMC1,118.29045783331915,36.100824968409334,82.18963286490981,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Endoplasmic reticulum, Plasma membrane"
SRSF2,24.358846338027558,18.84128053455523,5.517565803472326,TRUE,"Cancer-related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Nucleoplasm
ENDOG,46.75719546621826,22.688042351220638,24.069153114997626,TRUE,"Plasma proteins, Predicted intracellular proteins",
SYNGR2,30.63478252860859,37.48087050570402,-6.846087977095429,FALSE,"Predicted intracellular proteins, Predicted membrane proteins",Golgi apparatus
XRCC5,28.360448292722317,19.499471494624764,8.860976798097553,TRUE,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins",Nucleoplasm
TMEM38A,46.32694563278877,35.35927489429422,10.967670738494554,FALSE,Predicted membrane proteins,Nucleoplasm
SDR39U1,77.97715159019259,44.9433114720836,33.03384011810899,FALSE,Predicted intracellular proteins,"Nucleoplasm, Cytosol"
TMLHE,24.983399361316547,30.030951960651326,-5.047552599334779,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
SYNJ2BP,34.51213932822114,19.04146515100978,15.470674177211357,FALSE,"Predicted membrane proteins, Transporters",Mitochondria
PLCD4,33.11797310342713,19.54692994180201,13.571043161625123,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Cytosol
SNRPD1,35.67867814240582,46.438192986908625,-10.759514844502803,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins",
PRKG1,29.26108427927396,23.18467256367878,6.076411715595178,TRUE,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Vesicles, Cytosol"
KRT14,77.0444639661167,83.92700223746026,-6.882538271343563,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Intermediate filaments
OPA1,41.56444709469669,16.798845610270366,24.765601484426323,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters","Nucleoplasm, Mitochondria"
SEC22B,40.34731511199541,14.912311447703836,25.43500366429157,FALSE,"Essential proteins, Predicted intracellular proteins, Predicted membrane proteins",
OXCT1,54.847950127523085,69.58506312786655,-14.737113000343463,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
PFDN6,30.7999310008029,18.788622967674502,12.011308033128397,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins","Nucleoplasm, Golgi apparatus"
TSPO,43.16725772678731,32.135326258537994,11.031931468249319,FALSE,"Cancer-related genes, FDA approved drug targets, Predicted membrane proteins",Mitochondria
MTR,20.519235696958358,53.922641291726926,-33.40340559476857,FALSE,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins","Microtubules, Primary cilium"
ALDH7A1,38.50051831992214,27.63087352177512,10.869644798147025,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
PSMD11,21.946775600196585,9.876552440113484,12.070223160083101,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins","Nucleoplasm, Golgi apparatus"
DNM1L,34.340019748918685,31.432533672292788,2.907486076625897,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",Cytosol
NID1,109.78386086656882,24.450713235743734,85.33314763082508,TRUE,"Plasma proteins, Predicted secreted proteins",Vesicles
HSD17B8,59.38133779462681,27.436897789273413,31.944440005353396,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins",
SORBS1,85.67661748783793,25.69231408632223,59.9843034015157,FALSE,Predicted intracellular proteins,Focal adhesion sites
PDAP1,38.59120774973934,18.680578451425,19.91062929831434,TRUE,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
HNRNPA3,46.36527015163821,34.82887366343191,11.5363964882063,TRUE,"Plasma proteins, Predicted intracellular proteins",Nucleoplasm
H1-0,31.992086290698612,62.27335067972138,-30.28126438902277,TRUE,"Plasma proteins, Predicted intracellular proteins","Nucleoplasm, Nuclear bodies"
PARVA,62.1059127286984,19.095734523190742,43.01017820550766,TRUE,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Actin filaments, Focal adhesion sites"
LACTB,53.80683582017788,23.834758525791372,29.97207729438651,FALSE,"Enzymes, Essential proteins, Predicted intracellular proteins",Mitochondria
FSCN1,67.9755292422806,41.43981722680498,26.535712015475617,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins","Plasma membrane, Cytosol"
JPH1,50.46378742023673,51.90574612028455,-1.4419587000478202,FALSE,"Human disease related genes, Predicted membrane proteins, Transporters",Nucleoplasm
RPS13,32.81242174759682,13.775138238613438,19.037283508983386,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins",Endoplasmic reticulum
RPL31,40.9160385696828,33.298439334655555,7.617599235027242,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins",
TGFBI,59.75676619981252,46.99420196989024,12.762564229922276,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",
NSF,28.67302556960494,30.0890295956535,-1.4160040260485616,FALSE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters","Golgi apparatus, Cytosol"
PRMT5,29.64347653833902,12.068304341900738,17.57517219643828,TRUE,"Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins","Nucleoplasm, Cytosol"
TOM1,44.9940097009481,13.183354351504278,31.81065534944382,FALSE,"Cancer-related genes, Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters",Cytosol
SELENOW,34.19761695394041,31.532084194799463,2.665532759140948,FALSE,Predicted intracellular proteins,
COPS5,19.214841525925767,10.98249808603788,8.232343439887886,FALSE,"Enzymes, Essential proteins, Predicted intracellular proteins",Nucleoplasm
DAG1,35.95875603711622,29.046356215200476,6.912399821915741,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters","Vesicles, Plasma membrane"
SRP9,28.66635288134366,21.390048238103475,7.276304643240184,FALSE,"Essential proteins, Predicted intracellular proteins, Transporters",
PREB,34.751118568901965,27.53579838389865,7.215320185003314,FALSE,"Essential proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Endoplasmic reticulum
DCTN2,18.897662642405052,13.241390262014955,5.656272380390098,FALSE,"Essential proteins, Predicted intracellular proteins","Centrosome, Basal body"
PSMD4,18.32364795435088,10.256770976610976,8.066876977739902,FALSE,"Cancer-related genes, Essential proteins, Predicted intracellular proteins",Nucleoplasm
LONP1,31.667123247338136,14.171112369564348,17.496010877773788,FALSE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins",Mitochondria
FUS,18.720191845837434,28.700255384865425,-9.980063539027991,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Nucleoplasm
CNN3,88.58985846779342,19.728036866283365,68.86182160151006,TRUE,"Plasma proteins, Predicted intracellular proteins",Actin filaments
COBL,21.121160496031575,12.750026026187014,8.371134469844561,FALSE,Predicted intracellular proteins,"Plasma membrane, Cell Junctions"
RTCB,21.576970887253353,14.474528311123905,7.102442576129448,FALSE,"Enzymes, Essential proteins, Predicted intracellular proteins",Nucleoplasm
SEPTIN9,77.81029299027745,23.96944820553427,53.840844784743176,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Actin filaments
RPL38,31.73670094197241,35.571688612512574,-3.8349876705401655,FALSE,"Essential proteins, Predicted intracellular proteins, Ribosomal proteins","Endoplasmic reticulum, Cytosol"
EIF2S1,25.777691393306085,12.003812919834722,13.773878473471363,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins",Cytosol
SLC25A20,38.90354033936047,23.10929205019,15.794248289170469,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters","Mitochondria, Cytosol"
ARHGAP1,56.23564995724898,20.690289868918764,35.54536008833021,TRUE,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Cytosol
COPS7A,26.936944002245582,14.057595502142798,12.879348500102784,FALSE,Predicted intracellular proteins,Nucleoplasm
ELOC,31.11940592945267,17.755560858350393,13.36384507110228,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins",Vesicles
DBT,48.43932328246698,34.02546863253071,14.413854649936269,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
BDH1,76.82375268063655,31.35195778309578,45.47179489754076,FALSE,"Candidate cardiovascular disease genes, Enzymes, Metabolic proteins, Predicted intracellular proteins",Mitochondria
PAFAH1B1,30.017598208711583,8.375671362560547,21.641926846151037,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Centrosome
SLC25A42,31.95908246501611,48.05329919541349,-16.094216730397378,FALSE,"Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",Mitochondria
SAMHD1,69.17658719748113,35.28826687441478,33.888320323066345,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Nucleoplasm
NEK7,37.007523502781495,22.709407091056804,14.298116411724692,FALSE,"Enzymes, Predicted intracellular proteins, Transporters",Nucleoplasm
MRPS36,29.68507509789929,23.113657210652647,6.571417887246643,FALSE,Predicted intracellular proteins,Mitochondria
ERI3,32.53038516506512,16.024379911653476,16.506005253411644,FALSE,Predicted intracellular proteins,"Nucleoplasm, Cytosol"
UBE2M,35.89695628963484,15.009727709451425,20.887228580183418,FALSE,"Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins",Nucleoplasm
RPL8,57.7018706181577,52.407258807080346,5.294611811077353,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Nucleoli, Endoplasmic reticulum, Cytosol"
NDUFS4,53.82551365044896,28.935207072511815,24.890306577937146,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins",Mitochondria
RPS17,23.381290938320003,24.813061173345787,-1.431770235025784,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Ribosomal proteins","Endoplasmic reticulum, Cytosol"
RAP2B,44.445448563439136,21.737194058775255,22.70825450466388,FALSE,"Enzymes, Predicted intracellular proteins",
TMED10,29.031385875974706,14.075847666791885,14.955538209182821,FALSE,"Essential proteins, Predicted membrane proteins, Transporters",Golgi apparatus
SMYD2,26.581514671408208,28.67073063447112,-2.0892159630629124,FALSE,"Enzymes, Predicted intracellular proteins",Cytosol
VPS4A,35.70953114499865,20.14466825462424,15.56486289037441,FALSE,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins",Midbody
SGCA,33.851634331729514,28.549553095276426,5.302081236453088,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",
PRKAA2,24.843536229580035,9.611080280336104,15.232455949243931,FALSE,"Enzymes, FDA approved drug targets, Predicted membrane proteins, Transporters",Nuclear speckles
DNPEP,25.574600260458645,15.649949985821138,9.924650274637507,TRUE,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Cytosol
PLPBP,45.939104490992165,30.191165307124322,15.747939183867842,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins",Cytosol
RAB14,35.358463304919866,17.753660884984544,17.60480241993532,TRUE,"Plasma proteins, Predicted intracellular proteins",Vesicles
RPL13,43.081258141780346,17.971303348661593,25.109954793118753,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Nucleoli, Endoplasmic reticulum, Cytosol"
RALA,36.794022470635106,21.96917610010686,14.824846370528245,FALSE,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins",Plasma membrane
KIF5B,20.163920291488818,7.165237728249103,12.998682563239715,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters","Centriolar satellite, Cytosol"
PSMD1,30.177600692731012,15.662942039870712,14.5146586528603,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Nucleoplasm
DIAPH2,55.76924698101165,30.6450640774161,25.124182903595546,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins","Endoplasmic reticulum, Vesicles"
PFDN1,32.819799537782636,23.14124820951699,9.678551328265645,FALSE,"Essential proteins, Predicted intracellular proteins, Predicted membrane proteins","Plasma membrane, Cytosol"
SCCPDH,35.346776960792184,22.63060553546899,12.716171425323193,FALSE,"Metabolic proteins, Predicted membrane proteins",Vesicles
SLMAP,38.601920772839286,25.39186685013299,13.210053922706297,FALSE,"Predicted intracellular proteins, Predicted membrane proteins",Endoplasmic reticulum
GCDH,44.62736932989783,24.446573913684414,20.180795416213417,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
MGLL,99.43573795269613,18.506424684855254,80.92931326784088,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Vesicles
SCRN3,50.80318823540316,28.920798121939967,21.882390113463195,FALSE,"Enzymes, Predicted intracellular proteins","Vesicles, Cytosol"
MECR,58.46390114565262,24.6352699857562,33.82863115989642,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Mitochondria
TRAP1,41.80605700978661,21.52233668590566,20.283720323880953,TRUE,"Plasma proteins, Predicted intracellular proteins",Mitochondria
