set,n,direction,PValue,PValue.Mixed,expected,consistent,test,cor_within_cr,cor_within_all,circularity_r,n_eff,mean_pairwise_r
cancer_up,371,Down,0.9941506252040624,0.5905217648378767,Down,TRUE,cancer_on_training,0.23356056089939142,0.21181357727844358,-0.20018841570149268,1.9,0.5359
cancer_down,146,Up,0.34718570536263726,0.4164976609456058,Up,TRUE,cancer_on_training,0.23356056089939142,0.21181357727844358,-0.20018841570149268,2.2,0.4415
training_up,20,Down,0.7752156548365957,0.012384215728357937,Down,TRUE,training_on_cancer,0.23356056089939142,0.21181357727844358,-0.20018841570149268,5.3,0.1443
training_down,13,Up,2.1678010161642537e-4,0.04227158297968966,Up,TRUE,training_on_cancer,0.23356056089939142,0.21181357727844358,-0.20018841570149268,3.4,0.2386
