gene,log2_fold_change,neg_log10_pvalue,pi_score,adjusted_pvalue,direction
NDUFAF5,0.7117,1.5539,0.078356,0.757249,NS
PLTP,1.0293,1.0722,0.078763,0.802201,NS
ACADL,-0.7919,1.3877,0.079643,0.762963,NS
DARS2,0.6033,1.7966,0.082451,0.722695,NS
SMYD5,-0.571,1.8706,0.085498,0.680195,NS
CAMK2D,0.4372,2.4355,0.086131,0.67306,NS
MRPS36,-0.549,1.9264,0.087571,0.680195,NS
LAMA2,0.8037,1.3017,0.08993,0.802201,NS
SORD,-0.5166,2.0109,0.091436,0.680195,NS
SYNPO2L,0.933,1.0844,0.097318,0.802201,NS
SESN1,-0.4899,2.0639,0.097489,0.680195,NS
FASN,-0.9017,1.1179,0.098189,0.802201,NS
PITPNB,-0.6493,1.55,0.098519,0.757249,NS
ART3,-0.5352,1.8706,0.099748,0.680195,NS
TMX4,-0.4503,2.2219,0.09989,0.67306,NS
SYNM,0.6704,1.4919,0.099984,0.757249,NS
COL12A1,0.8737,1.1247,0.104068,0.802201,NS
C19orf12,0.6319,1.5251,0.108707,0.757249,NS
GNG2,-0.832,1.1533,0.109753,0.802201,NS
SOD1,-0.4737,1.9928,0.113759,0.680195,NS
RAB5B,-0.4553,2.066,0.114641,0.680195,NS
DRG1,0.6911,1.3564,0.115494,0.784875,NS
MYBPH,0.9031,1.0331,0.116674,0.802201,NS
MAPK12,-0.5426,1.7055,0.118723,0.757249,NS
COL14A1,0.7959,1.1603,0.119247,0.802201,NS
CAVIN3,-0.8164,1.1228,0.121156,0.802201,NS
DHRS7,0.3815,2.3814,0.123481,0.67306,NS
FSCN1,0.5673,1.585,0.126129,0.757249,NS
MYO6,0.6011,1.48,0.128912,0.757249,NS
RPL32,0.6629,1.3407,0.12921,0.796304,NS
ANP32E,0.747,1.1858,0.1301,0.802201,NS
S100A13,0.5573,1.562,0.134716,0.757249,NS
CTNNA1,-0.4958,1.7325,0.138357,0.757249,NS
RPL27,0.4563,1.8474,0.143557,0.690689,NS
SLC25A42,0.7163,1.1763,0.143683,0.802201,NS
PLIN4,-0.7072,1.1898,0.14407,0.802201,NS
NDUFA13,0.5718,1.4682,0.144706,0.757249,NS
ISCA2,0.7409,1.1305,0.145364,0.802201,NS
RPS2,0.3337,2.5074,0.145613,0.67306,NS
MRPL38,0.7506,1.1051,0.148094,0.802201,NS
PSMD7,0.4275,1.9266,0.150075,0.680195,NS
HHATL,-0.5676,1.4508,0.150152,0.757249,NS
HMGCS2,-0.8123,1.0029,0.153229,0.802201,NS
TUBB2B,-0.8472,0.9566,0.154721,0.807891,NS
CSTA,-0.7019,1.1532,0.155087,0.802201,NS
NUBP2,0.6268,1.2856,0.156383,0.802201,NS
NDUFA9,0.5159,1.5359,0.161323,0.757249,NS
ARIH2,-0.4818,1.6399,0.162112,0.757249,NS
BCS1L,0.8632,0.9134,0.162776,0.809786,NS
C11orf68,0.4167,1.8768,0.165156,0.680195,NS
CTSG,0.6752,1.1495,0.167441,0.802201,NS
HDGFL3,-0.8992,0.8619,0.167871,0.818987,NS
UBE3A,-0.4012,1.9127,0.170814,0.680195,NS
USP9X,0.387,1.9642,0.173706,0.680195,NS
NNMT,0.6166,1.2323,0.173857,0.802201,NS
MRPL12,0.6082,1.2447,0.174981,0.802201,NS
PDCL3,0.4862,1.552,0.175926,0.757249,NS
RPL24,-0.5131,1.4668,0.176749,0.757249,NS
GGT5,-0.4701,1.5919,0.178506,0.757249,NS
FUNDC1,1.197,0.6251,0.178567,0.854971,NS
MOGS,0.4546,1.6415,0.179381,0.757249,NS
TACC2,-0.4048,1.8411,0.179815,0.690689,NS
MYH2,0.7593,0.9802,0.180176,0.802201,NS
TNNT3,0.7287,1.0122,0.182997,0.802201,NS
LMOD3,-0.5946,1.2398,0.183161,0.802201,NS
CTPS1,0.5663,1.2945,0.18489,0.802201,NS
TSTD1,0.5258,1.3915,0.185483,0.762938,NS
DCUN1D1,-0.4348,1.6731,0.187284,0.757249,NS
PCOLCE,0.7421,0.9704,0.190492,0.802201,NS
FAM162A,0.5144,1.393,0.192084,0.762938,NS
SLC25A4,0.6209,1.1535,0.192208,0.802201,NS
MRPS27,0.5648,1.2666,0.192574,0.802201,NS
SMS,0.4875,1.4628,0.193607,0.757249,NS
TPM2,0.7132,0.9994,0.193736,0.802201,NS
CACNA1S,-0.379,1.8662,0.196241,0.680195,NS
SYNCRIP,0.338,2.0884,0.196817,0.680195,NS
SRSF11,-0.5304,1.3198,0.199478,0.80219,NS
TMLHE,-0.4453,1.5567,0.202699,0.757249,NS
DYNLT1,0.5362,1.2719,0.207977,0.802201,NS
CRADD,0.6471,1.053,0.208264,0.802201,NS
GPD1,-0.4386,1.5516,0.208704,0.757249,NS
CRYL1,-0.5385,1.2595,0.209754,0.802201,NS
CD74,-0.7738,0.876,0.209964,0.812288,NS
AEBP1,0.7863,0.8555,0.21248,0.819246,NS
PNPO,-0.4246,1.5816,0.213024,0.757249,NS
DES,0.7697,0.8717,0.213318,0.812288,NS
HSDL1,-0.5197,1.2812,0.215823,0.802201,NS
SERPINB1,0.3626,1.8264,0.217671,0.693657,NS
PELO,-0.434,1.5171,0.219586,0.757249,NS
MAOA,-0.4697,1.3919,0.221956,0.762938,NS
ANG,0.553,1.1708,0.225213,0.802201,NS
CD99L2,-0.3966,1.6305,0.225593,0.757249,NS
AOX1,-0.7683,0.8408,0.225965,0.819246,NS
PKM,0.3226,2.0016,0.226139,0.680195,NS
NDUFS5,0.5205,1.2399,0.22625,0.802201,NS
UQCRQ,0.5402,1.1799,0.230497,0.802201,NS
BCO2,0.7513,0.8429,0.232668,0.819246,NS
CHDH,-0.4237,1.4812,0.23571,0.757249,NS
ARPC2,0.4175,1.501,0.236191,0.757249,NS
GPNMB,0.7229,0.8637,0.237461,0.818987,NS
COL1A1,0.7966,0.7792,0.239487,0.833093,NS
ASPN,0.661,0.9323,0.24196,0.809786,NS
ITGA6,-0.564,1.0921,0.242121,0.802201,NS
PGAM1,-0.3666,1.6764,0.242946,0.757249,NS
PAIP1,-0.5833,1.0525,0.243245,0.802201,NS
NAA50,-0.375,1.6229,0.246226,0.757249,NS
SUOX,-0.3739,1.6244,0.246988,0.757249,NS
SELENBP1,-0.4736,1.2791,0.247819,0.802201,NS
TPM1,0.674,0.8959,0.248978,0.812288,NS
NDUFB5,0.5399,1.1102,0.251539,0.802201,NS
AGK,0.5011,1.1954,0.251776,0.802201,NS
IRGQ,0.518,1.151,0.253387,0.802201,NS
NADK2,0.514,1.1527,0.255572,0.802201,NS
ABCF3,0.6188,0.9548,0.256583,0.807891,NS
RAB12,-0.3437,1.7132,0.257731,0.757249,NS
PRXL2A,-0.5614,1.0487,0.257798,0.802201,NS
NDUFB4,0.5427,1.0814,0.258903,0.802201,NS
CPA3,-0.4826,1.2111,0.260299,0.802201,NS
NDUFS3,0.4283,1.3564,0.262453,0.784875,NS
MRPL24,0.6613,0.8776,0.262772,0.812288,NS
LSM8,0.4005,1.4475,0.263231,0.757249,NS
DAG1,-0.3875,1.4936,0.263814,0.757249,NS
RPS13,0.3934,1.4675,0.264654,0.757249,NS
FXYD1,-0.4804,1.1992,0.265391,0.802201,NS
ABCE1,0.3223,1.774,0.268101,0.73401,NS
LGALS1,-0.4416,1.2825,0.271401,0.802201,NS
FBP1,0.5248,1.0758,0.272509,0.802201,NS
ADH1B,-0.6434,0.874,0.273923,0.812288,NS
TNS1,-0.4359,1.2697,0.279571,0.802201,NS
HLA-DRA,-0.3997,1.3816,0.28045,0.762963,NS
RCN2,0.3787,1.4422,0.284323,0.757249,NS
CNIH4,0.3594,1.5169,0.285018,0.757249,NS
CYC1,0.4139,1.3127,0.286168,0.80219,NS
UBE2F,0.5022,1.0776,0.287647,0.802201,NS
GET4,0.4661,1.1606,0.287811,0.802201,NS
STARD10,-0.6344,0.8505,0.288712,0.819246,NS
SLC1A4,-0.6765,0.7972,0.288881,0.828115,NS
TBCEL,0.6086,0.8797,0.291461,0.812288,NS
FAM120A,0.4828,1.1073,0.292011,0.802201,NS
PMVK,0.4762,1.1196,0.293009,0.802201,NS
SOD3,-0.5363,0.9934,0.293215,0.802201,NS
PCYT1A,0.4014,1.3272,0.293312,0.80219,NS
PYGM,0.4949,1.0736,0.294178,0.802201,NS
ERP29,0.3439,1.5387,0.295731,0.757249,NS
TNKS1BP1,-0.6112,0.8649,0.296044,0.818987,NS
MCAM,-0.7017,0.7496,0.29788,0.833093,NS
COL15A1,0.5662,0.9264,0.298885,0.809786,NS
GNAQ,-0.565,0.9243,0.300463,0.809786,NS
EIF4G2,-0.4263,1.2241,0.300747,0.802201,NS
HK1,0.30620000000000003,1.701,0.301451,0.757249,NS
NT5C2,0.4766,1.0896,0.302451,0.802201,NS
ARF6,0.425,1.2196,0.303149,0.802201,NS
ACAA1,-0.4107,1.2577,0.304442,0.802201,NS
UQCR11,0.4557,1.1295,0.305673,0.802201,NS
HSPH1,0.5796,0.8859,0.306598,0.812288,NS
CISD1,0.3613,1.4149,0.308188,0.762938,NS
PUF60,0.491,1.0401,0.308522,0.802201,NS
AUH,0.4491,1.1298,0.310906,0.802201,NS
ALDH9A1,-0.2843,1.7838,0.311121,0.730699,NS
ETHE1,0.3697,1.3641,0.313119,0.782492,NS
PLIN1,-0.8213,0.6105,0.31522,0.854971,NS
LONP1,0.3546,1.4107,0.316059,0.762938,NS
ME2,0.375,1.3339,0.31607,0.80219,NS
SLC25A3,0.3288,1.5172,0.317042,0.757249,NS
PFKFB1,-0.4226,1.1733,0.319264,0.802201,NS
NUDT4,0.4053,1.2234,0.319294,0.802201,NS
GOT2,0.5072,0.9758,0.319971,0.802201,NS
TNNC2,0.594,0.8329,0.320079,0.819246,NS
CRABP2,0.9107,0.5425,0.320596,0.876781,NS
BDH2,0.422,1.1675,0.321574,0.802201,NS
STX4,-0.491,1.0035,0.321599,0.802201,NS
CSRP3,0.4071,1.2085,0.322089,0.802201,NS
CLTA,-0.7644,0.643,0.322466,0.850526,NS
FLNC,0.4514,1.0852,0.323676,0.802201,NS
TSFM,0.4763,1.028,0.323899,0.802201,NS
MYL9,0.4446,1.0993,0.324498,0.802201,NS
ACO1,-0.3019,1.6171,0.324876,0.757249,NS
ACTA1,0.5407,0.9001,0.326052,0.812288,NS
LSS,-0.3396,1.4257,0.327935,0.762938,NS
HNRNPA3,-0.4951,0.9762,0.328583,0.802201,NS
TRMT10C,-0.5541,0.8705,0.329319,0.812288,NS
ATP5F1D,0.3994,1.2072,0.329505,0.802201,NS
NGLY1,-0.4743,1.0071,0.332919,0.802201,NS
MRPL48,0.6071,0.7857,0.333445,0.833093,NS
AKT1,0.4918,0.9674,0.3344,0.802201,NS
UFD1,0.3643,1.298,0.336672,0.802201,NS
COX7A1,0.405,1.1646,0.337519,0.802201,NS
PRPSAP2,-0.411,1.145,0.338333,0.802201,NS
HINT2,-0.4113,1.1356,0.341141,0.802201,NS
EIPR1,-0.39,1.1971,0.341329,0.802201,NS
CAVIN2,-0.5013,0.9258,0.343462,0.809786,NS
SLC16A1,0.4495,1.0274,0.3453,0.802201,NS
PLP2,0.561,0.8223,0.345679,0.819246,NS
PYGL,-0.3223,1.4202,0.348511,0.762938,NS
RAB2A,-0.243,1.8827,0.348678,0.680195,NS
ACSL4,-0.5102,0.8919,0.350746,0.812288,NS
CKMT2,0.4845,0.9342,0.35267,0.809786,NS
PFKM,0.4694,0.9635,0.352947,0.802201,NS
SMTNL1,-0.4392,1.0218,0.355842,0.802201,NS
MYL3,0.6399,0.701,0.355971,0.850526,NS
RPL15,0.3201,1.4012,0.356089,0.762938,NS
PDP1,0.3961,1.1299,0.356856,0.802201,NS
RPL11,0.3599,1.2432,0.356889,0.802201,NS
SLMAP,-0.3552,1.2582,0.357374,0.802201,NS
VKORC1L1,-0.3989,1.1188,0.357903,0.802201,NS
NAMPT,0.3751,1.1884,0.358294,0.802201,NS
MRPL45,-0.4462,0.9961,0.359395,0.802201,NS
ATE1,0.5559,0.7975,0.360329,0.828115,NS
TTN,0.5747,0.7682,0.36186,0.833093,NS
CKM,0.4035,1.091,0.3629,0.802201,NS
UBE2D1,-0.4422,0.9951,0.36306,0.802201,NS
S100A16,-0.4647,0.9421,0.364914,0.809786,NS
NDUFA8,0.4126,1.0542,0.367355,0.802201,NS
NAP1L4,0.2604,1.6689,0.367656,0.757249,NS
COMMD6,-0.4255,1.0192,0.368393,0.802201,NS
PEBP1,-0.2821,1.535,0.36892200000000003,0.757249,NS
BGN,0.536,0.7989,0.373066,0.828115,NS
PMPCA,0.3682,1.1479,0.377848,0.802201,NS
TIMM9,-0.4103,1.0272,0.378899,0.802201,NS
SCCPDH,0.3327,1.266,0.379207,0.802201,NS
DBI,-0.312,1.3462,0.380239,0.792774,NS
PSAP,-0.4081,1.0269,0.380961,0.802201,NS
MTHFD1,-0.244,1.7052,0.383666,0.757249,NS
IQGAP1,0.3972,1.0471,0.383758,0.802201,NS
EML4,0.6344,0.6533,0.385093,0.850526,NS
RPL36AL,-0.5744,0.7213,0.385152,0.839205,NS
CCDC22,0.5462,0.7557,0.386584,0.833093,NS
MRRF,0.4585,0.9001,0.386656,0.812288,NS
MYL4,0.5827,0.7049,0.388335,0.849981,NS
SEPTIN10,-0.4568,0.8972,0.3892,0.812288,NS
NENF,0.7307,0.5584,0.390806,0.875302,NS
XRCC5,0.2756,1.4799,0.390898,0.757249,NS
ENO1,-0.3778,1.0783,0.391419,0.802201,NS
EIF2B3,0.3467,1.1728,0.392122,0.802201,NS
ECM1,-0.3982,1.0173,0.393503,0.802201,NS
JPT2,0.3268,1.2363,0.394387,0.802201,NS
ATG7,0.4334,0.9305,0.395138,0.809786,NS
TUBB4B,-0.2885,1.3923,0.396534,0.762938,NS
SCP2,-0.3016,1.3293,0.397261,0.80219,NS
SYNPO2,0.4545,0.877,0.399407,0.812288,NS
FHL1,0.3141,1.2619,0.40142099999999997,0.802201,NS
MYLK,-0.371,1.0669,0.401983,0.802201,NS
PLEKHO2,-0.5163,0.766,0.402276,0.833093,NS
CARS2,0.447,0.8838,0.402671,0.812288,NS
TRAPPC3,0.271,1.4515,0.404216,0.757249,NS
ATP2B2,-0.3695,1.0611,0.405481,0.802201,NS
PACSIN2,-0.3196,1.2255,0.40575,0.802201,NS
SLC9A3R2,-0.6044,0.6478,0.40596,0.850526,NS
THBS4,0.6528,0.5976,0.407287,0.854971,NS
TMOD3,0.4587,0.8489,0.407922,0.819246,NS
PRKRA,-0.3923,0.9922,0.408112,0.802201,NS
CARHSP1,-0.5346,0.7271,0.408595,0.834824,NS
GPX4,-0.2992,1.296,0.409536,0.802201,NS
FITM2,0.3663,1.057,0.409979,0.802201,NS
SLC25A6,0.4577,0.8455,0.410238,0.819246,NS
NUDT19,0.4659,0.8216,0.414226,0.819246,NS
COPE,0.3381,1.131,0.414557,0.802201,NS
PHKA2,0.4592,0.8285,0.416446,0.819246,NS
COX5A,0.3307,1.1466,0.417634,0.802201,NS
SCO1,0.3965,0.9472,0.421168,0.808995,NS
NDUFB11,0.3948,0.9508,0.421326,0.808995,NS
TCAP,0.4913,0.7601,0.423238,0.833093,NS
MRPL40,0.4277,0.8726,0.423418,0.812288,NS
MYOF,0.2811,1.3115,0.42795,0.80219,NS
APEX1,0.2648,1.3915,0.42805,0.762938,NS
LAMTOR2,0.4132,0.8903,0.428644,0.812288,NS
COL6A3,0.5486,0.6691,0.429459,0.850526,NS
S100B,-0.7839,0.4674,0.430154,0.893559,NS
ACTN2,0.7264,0.5019,0.431902,0.886335,NS
AKR1C2,-0.4958,0.7354,0.431936,0.834824,NS
NDUFB3,0.3584,1.0107,0.434279,0.802201,NS
BZW2,0.4497,0.8042,0.434829,0.828115,NS
GMFB,0.4397,0.8223,0.434945,0.819246,NS
MAN2C1,-0.3527,1.0225,0.435887,0.802201,NS
NDUFB9,0.393,0.9116,0.438228,0.809786,NS
LMAN2,0.3452,1.034,0.439632,0.802201,NS
NDUFAF4,0.4333,0.8212,0.440776,0.819246,NS
HADH,-0.255,1.3916,0.441658,0.762938,NS
SNRPB,0.3147,1.1222,0.443462,0.802201,NS
LACTB2,-0.306,1.1488,0.445065,0.802201,NS
MSRB2,0.4232,0.828,0.446211,0.819246,NS
UBE2V2,-0.2499,1.3987,0.447237,0.762938,NS
VBP1,-0.2907,1.1977,0.448573,0.802201,NS
CD81,-0.4849,0.7178,0.448671,0.841856,NS
EIF4B,-0.3664,0.9496,0.448857,0.808995,NS
AHNAK2,0.5218,0.6635,0.450611,0.850526,NS
C1QB,0.5071,0.6825,0.450739,0.850526,NS
PPP1CB,0.2935,1.1788,0.450844,0.802201,NS
DERA,-0.4238,0.8154,0.451215,0.826705,NS
RRAS,-0.352,0.9805,0.451721,0.802201,NS
MDH1,-0.2368,1.4533,0.452728,0.757249,NS
PPP1R14B,0.4094,0.8393,0.453291,0.819246,NS
GMPR2,-0.4798,0.7131,0.454785,0.846017,NS
BABAM2,0.4134,0.8256,0.455686,0.819246,NS
NDUFA12,0.4299,0.7939,0.45573,0.828496,NS
AGMAT,-0.4998,0.6827,0.455816,0.850526,NS
CAVIN1,-0.4713,0.7205,0.457505,0.83925,NS
EIF4EBP1,-0.322,1.0525,0.458243,0.802201,NS
VWF,-0.3841,0.8802,0.459135,0.812288,NS
CUL4A,0.3696,0.9085,0.461585,0.812288,NS
TRA2B,0.5553,0.6032,0.462418,0.854971,NS
CILP,0.6186,0.5408,0.46289,0.876781,NS
MYH8,0.5652,0.5916,0.463034,0.854971,NS
AGL,0.3994,0.8366,0.463317,0.819246,NS
DYNC1LI2,-0.4137,0.8063,0.463898,0.828115,NS
SYNJ2BP,0.2878,1.1553,0.464986,0.802201,NS
MAPK1,0.2419,1.3681,0.466755,0.781101,NS
MRPL49,0.3961,0.8332,0.467689,0.819246,NS
NDUFA10,0.3346,0.9853,0.468041,0.802201,NS
RPS24,0.2597,1.2663,0.469022,0.802201,NS
SEC23IP,-0.4744,0.693,0.469066,0.850526,NS
CAPZB,0.3372,0.9743,0.469344,0.802201,NS
ETFRF1,-0.4118,0.7968,0.469758,0.828115,NS
CD44,0.563,0.5804,0.471244,0.855189,NS
RPLP0,0.2257,1.4446,0.471939,0.757249,NS
NEK9,-0.2996,1.0869,0.472443,0.802201,NS
OBSCN,0.4074,0.798,0.473066,0.828115,NS
RPS11,-0.3453,0.9412,0.473146,0.809786,NS
ANXA7,-0.1941,1.6727,0.473446,0.757249,NS
COBL,-0.3159,1.028,0.473485,0.802201,NS
NDUFS4,0.3848,0.8438,0.473514,0.819246,NS
INPP1,0.3004,1.0786,0.474204,0.802201,NS
ATP5IF1,-0.7232,0.447,0.475041,0.897967,NS
VAMP2,-0.3123,1.0294,0.477007,0.802201,NS
PRKCD,-0.4074,0.7887,0.477237,0.833093,NS
FDXR,0.383,0.8293,0.481285,0.819246,NS
IDH1,-0.3164,0.9997,0.48273,0.802201,NS
NEB,0.5709,0.5523,0.483818,0.875515,NS
COX5B,0.3072,1.0263,0.48384,0.802201,NS
SCAMP3,-0.3409,0.9243,0.4841,0.809786,NS
NRP1,-0.3713,0.8478,0.484451,0.819246,NS
IGKV3-11,-0.4596,0.6826,0.485564,0.850526,NS
ADHFE1,0.4094,0.7653,0.486019,0.833093,NS
ACACA,0.4522,0.6891,0.487984,0.850526,NS
CLINT1,-0.3558,0.875,0.488343,0.812288,NS
HNMT,-0.385,0.8054,0.489695,0.828115,NS
MT-CO2,0.2872,1.077,0.490576,0.802201,NS
MYO18A,0.3301,0.9302,0.493132,0.809786,NS
HBB,-0.6169,0.4975,0.493316,0.88636,NS
GNS,-0.4529,0.6775,0.493374,0.850526,NS
PDHB,0.3273,0.9362,0.493882,0.809786,NS
COX6C,0.3225,0.9472,0.494868,0.808995,NS
SORBS1,-0.4686,0.651,0.495327,0.850526,NS
FH,0.2664,1.1452,0.495376,0.802201,NS
COTL1,-0.5409,0.5635,0.495693,0.872171,NS
SLC25A11,0.4008,0.7589,0.49635,0.833093,NS
C1QC,0.4903,0.6202,0.496534,0.854971,NS
UQCRC2,0.3031,1.0018,0.497027,0.802201,NS
PLEC,0.3437,0.8796,0.498522,0.812288,NS
NRBP1,0.3967,0.7592,0.499811,0.833093,NS
FAH,-0.3456,0.8706,0.500201,0.812288,NS
FN3KRP,0.3254,0.9222,0.5011,0.809786,NS
LAMA4,-0.5884,0.5097,0.501293,0.886335,NS
ALDH1A1,-0.3216,0.9207,0.505771,0.809786,NS
TCEA3,-0.3793,0.7755,0.507966,0.833093,NS
SET,0.2733,1.0752,0.508389,0.802201,NS
TALDO1,-0.3041,0.9613,0.51010200000000006,0.802201,NS
RBBP7,-0.3034,0.9629,0.51032,0.802201,NS
PALMD,-0.3388,0.8619,0.510467,0.818987,NS
NDUFA2,0.3303,0.8839,0.510571,0.812288,NS
FNTA,0.2997,0.973,0.510958,0.802201,NS
BCAP29,0.3189,0.9124,0.511746,0.809786,NS
ALDH5A1,0.3454,0.8355,0.514504,0.819246,NS
NNT,0.2998,0.9542,0.517486,0.807891,NS
MAPK9,0.3573,0.8005,0.51757,0.828115,NS
AHSA1,0.2721,1.0502,0.517901,0.802201,NS
UBE2D3,0.3215,0.8885,0.518014,0.812288,NS
IDH3A,0.2796,1.0216,0.518043,0.802201,NS
MAP3K20,-0.3446,0.8262,0.519189,0.819246,NS
HBA1,-0.5939,0.4782,0.520022,0.891736,NS
SELENOP,-0.4292,0.6615,0.520138,0.850526,NS
NDUFV1,0.3158,0.8964,0.521142,0.812288,NS
EMC2,0.4193,0.6732,0.522093,0.850526,NS
STAT5B,-0.2094,1.3458,0.522588,0.792774,NS
FAHD1,0.3317,0.8462,0.524,0.819246,NS
AOC3,-0.5425,0.515,0.525565,0.886335,NS
DHX15,0.4634,0.6028,0.525598,0.854971,NS
ADH1C,-0.4331,0.6449,0.52567,0.850526,NS
ESD,-0.2021,1.3818,0.525694,0.762963,NS
MUSTN1,0.4383,0.6362,0.526247,0.854882,NS
STMN1,-0.3933,0.7076,0.526846,0.849981,NS
ZBTB9,0.3736,0.7442,0.527174,0.833093,NS
SHMT1,-0.2535,1.0961,0.527469,0.802201,NS
NDUFS1,0.2824,0.9785,0.529277,0.802201,NS
PRDX1,-0.2551,1.0765,0.531419,0.802201,NS
TIPRL,0.2782,0.9798,0.533792,0.802201,NS
ARPC4,0.2965,0.9183,0.534206,0.809786,NS
SGCA,-0.3084,0.8825,0.534341,0.812288,NS
NAA10,0.3382,0.8042,0.534637,0.828115,NS
IDH3B,0.2543,1.0661,0.535705,0.802201,NS
SRM,0.3075,0.8748,0.538262,0.812288,NS
VPS25,0.2753,0.9689,0.541054,0.802201,NS
NUDT9,0.3425,0.7773,0.541675,0.833093,NS
RPL23,-0.2688,0.9884,0.542354,0.802201,NS
CAPZA2,0.2879,0.9219,0.542748,0.809786,NS
ALDH2,-0.3434,0.7728,0.542801,0.833093,NS
RO60,0.336,0.7887,0.543264,0.833093,NS
COX4I1,0.2648,0.9996,0.543646,0.802201,NS
ACOT9,0.2449,1.0767,0.544954,0.802201,NS
FCN3,-0.4348,0.6061,0.54511,0.854971,NS
CA2,-0.412,0.6394,0.545252,0.850526,NS
ACSL3,0.297,0.8812,0.547393,0.812288,NS
RAB1B,-0.2634,0.9923,0.547826,0.802201,NS
PMPCB,0.2394,1.089,0.548713,0.802201,NS
SNX12,-0.3495,0.7392,0.551587,0.833093,NS
VDAC2,0.2331,1.1065,0.552223,0.802201,NS
CES2,0.3422,0.753,0.552461,0.833093,NS
FIS1,0.2671,0.9639,0.552805,0.802201,NS
SAMM50,0.3385,0.7601,0.553038,0.833093,NS
RHOC,0.338,0.7599,0.55359100000000006,0.833093,NS
ISCA1,-0.3842,0.6661,0.554734,0.850526,NS
SF3B2,-0.35,0.7272,0.556507,0.834824,NS
CPT1A,-0.3676,0.6911,0.557081,0.850526,NS
CD36,-0.4262,0.5942,0.558174,0.854971,NS
STBD1,0.3318,0.7573,0.560739,0.833093,NS
RAB7A,-0.2178,1.1473,0.562462,0.802201,NS
FARSA,0.247,1.0115,0.562473,0.802201,NS
LZIC,0.2252,1.1065,0.563434,0.802201,NS
NDUFAB1,0.2729,0.9114,0.564007,0.809786,NS
SFXN1,0.2502,0.993,0.564328,0.802201,NS
AP1M1,0.2832,0.8749,0.565262,0.812288,NS
ATP5MG,0.3148,0.7867,0.565355,0.833093,NS
COL18A1,-0.3086,0.8001,0.566385,0.828115,NS
ACY1,0.3002,0.8203,0.567171,0.819246,NS
ALYREF,-0.4332,0.5654,0.568915,0.87129,NS
BCAM,-0.2888,0.847,0.569366,0.819246,NS
