pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,0.2546728971962617,0.49083573419530135,0.13077713797197438,-0.3934970122212415,-1.1794783842474645,13,DLD;DLST;OGDH;IDH2;GOT2;L2HGDH;GOT1,GO:BP,Cancer_vs_Healthy
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,0.060240963855421686,0.19011751520445666,0.2878571172551493,-0.4225222418214989,-1.402554387006412,18,MPC2;PDHX;DLAT;PDHB;DLD;PDHA1,GO:BP,Cancer_vs_Healthy
GOBP_ACETYL_COA_METABOLIC_PROCESS,0.08247422680412371,0.23317161916312917,0.2529611230696109,-0.3618741577724509,-1.3386232625088315,26,MPC2;ACACA;PDHX;DLAT;PDHB;DLD;PDHA1;DLST,GO:BP,Cancer_vs_Healthy
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,0.08264462809917356,0.23323644635410087,0.2616635217115731,-0.31635108924646627,-1.342412989306216,44,MYO6;MYH14;PLN;CAMK2D;ATP1A2;ATP1A1;SYNE2;ATP2A2;CASQ2;CACNA2D1;BIN1;MYLK2;GPD1L;ANK2;SGCD;MYH2;EPDR1;MYH7;MYL1;QKI;SNTA1,GO:BP,Cancer_vs_Healthy
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,8.359363256927052e-7,6.026578448040846e-5,0.6594443980379349,0.5873997378421585,2.292027127537904,49,ADD1;FSCN1;MARCKS;FLNA;LCP1;ILK;CALD1;S100A10;PLS3;PARVA;ZYX;ARRB1;ITGB1;CFL1;RHOA;SORBS1;HSP90B1;LIMS1;MYL9;CORO1B;CDC42;FERMT2;DMTN;PFN1;EZR;ACTN1;RHOC;PDLIM1;NRP1,GO:BP,Cancer_vs_Healthy
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,3.565252493810636e-4,0.005960172103783432,0.49849310876659025,0.6250080104200672,2.0434359589369135,23,ADD1;SPTB;SPTBN1;SPTAN1;DSTN;MTPN;TMOD1;CFL1;CAPG;TMOD3;CAPZA1;DMTN,GO:BP,Cancer_vs_Healthy
GOBP_ACTIN_FILAMENT_ORGANIZATION,4.965992037551678e-12,2.3765294993853354e-9,0.8870749883998732,0.5382351315313432,2.4495875854472806,125,ADD1;FSCN1;ARPC5;SPTB;SPTBN1;TAGLN2;CTTN;CAP1;MARCKS;ARPC1B;FLNA;TPM4;SPTAN1;LCP1;ILK;CALD1;MYO1C;ACTR2;S100A10;DSTN;PLS3;PARVA;MTPN;ACTR3;ARF1;ARFIP1;ZYX;CYFIP1;TMOD1;ARRB1;IQGAP1;CORO1C;CNN3;ARPC3;ITGB1;CFL1;RHOA;RHOG;SORBS1;HSP90B1;CAPG;CNN2;INF2;CORO7;LIMS1;MYL9;CORO1B;RNH1;CDC42;TMOD3;CAPZA1;FERMT2;ARPC2;DMTN;CNN1;PFN1;ESAM;SNX9;EZR;ACTN1;RHOC;PDLIM1;NRP1;VASP;ARPC4;LMOD3;ALDOA,GO:BP,Cancer_vs_Healthy
GOBP_ACTIN_FILAMENT_POLYMERIZATION,1.2595963471764032e-4,0.0028489105617019238,0.5188480777437918,0.5331310843895244,1.9923201198537617,42,ADD1;ARPC5;SPTB;SPTBN1;CTTN;SPTAN1;MTPN;CYFIP1;TMOD1;ARPC3;CFL1;CAPG;INF2;CORO7;TMOD3;CAPZA1;ARPC2;DMTN;PFN1;ESAM;SNX9;VASP;ARPC4;LMOD3,GO:BP,Cancer_vs_Healthy
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,0.12188365650969529,0.298981363883777,0.21392785549235627,-0.3166153725932742,-1.2840116886821138,38,PLN;CAMK2D;ATP1A2;ATP1A1;ATP2A2;CASQ2;CACNA2D1;BIN1;MYLK2;GPD1L;ANK2;SGCD;MYH2;EPDR1;MYH7;MYL1;QKI;SNTA1,GO:BP,Cancer_vs_Healthy
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING,0.6476190476190476,0.8236257678374548,0.07473852274390924,-0.2838919794207875,-0.8732294078225089,14,MYLK2;MYH2;MYH7;MYL1;MYL6B;MYH8,GO:BP,Cancer_vs_Healthy
