Col_ID,pct_missing,abs_delta,miss_flag,mahal_dist,pca_flag,sample_median,mad_deviation,mad_flag,n_flags,tier
CR10_T1,26.790595954073265,25.314379442318206,TRUE,15.038669282298057,TRUE,20.604030119658006,1.083442275369677,TRUE,3,soft_outlier
CR10_T2,1.4762165117550574,25.314379442318206,FALSE,0.5141833219231627,FALSE,19.381467016862164,0.13912082742616505,FALSE,0,normal
CR12_T1,0.9841443411700382,0.27337342810278853,FALSE,1.0419151212214939,FALSE,19.280036696383995,0.24055114790433407,FALSE,0,normal
CR12_T2,1.2575177692728268,0.27337342810278853,FALSE,0.3357533074676148,FALSE,19.52718757916832,0.006599734879991104,FALSE,0,normal
CR149_T1,8.47457627118644,3.8819026790595936,FALSE,1.152277353968908,FALSE,19.669420546411068,0.14883270212273914,FALSE,0,normal
CR149_T2,4.592673592126846,3.8819026790595936,FALSE,0.18779342948639066,FALSE,19.484030241943547,0.036557602344782225,FALSE,0,normal
CR15_T1,4.537998906506288,NA,FALSE,5.99763946033615,FALSE,19.48036809730086,0.040219746987467886,FALSE,0,normal
CR163_T1,1.7495899398578456,1.2575177692728268,FALSE,0.8844856181148317,FALSE,19.51000883271143,0.010579011576897557,FALSE,0,normal
CR163_T2,3.0071077091306724,1.2575177692728268,FALSE,0.6367887246787814,FALSE,19.39973427176967,0.12085357251865858,FALSE,0,normal
CR17_T1,1.8589393110989612,2.13231273920175,FALSE,0.30334848503228584,FALSE,19.429263700730107,0.0913241435582215,FALSE,0,normal
CR17_T2,3.991252050300711,2.13231273920175,FALSE,0.21543467539383324,FALSE,19.738558105703284,0.2179702614149548,FALSE,0,normal
CR18_T1,2.733734281027884,6.724986331328596,FALSE,0.6219257313162438,FALSE,19.56110891001919,0.040521065730860784,FALSE,0,normal
CR18_T2,9.45872061235648,6.724986331328596,FALSE,0.23671531182830366,FALSE,19.63199934900055,0.11141150471222261,FALSE,0,normal
CR22_T1,15.855658829961728,13.121924548933844,FALSE,4.660598157060374,FALSE,20.178973580694237,0.6583857364059078,FALSE,0,normal
CR22_T2,2.733734281027884,13.121924548933844,FALSE,0.31747709093972404,FALSE,19.557953501723965,0.037365657435636024,FALSE,0,normal
CR23_T1,10.497539639147075,NA,FALSE,6.2819972986461625,FALSE,19.592947872447112,0.07236002815878351,FALSE,0,normal
CR25_T1,5.740841990158557,1.7495899398578456,FALSE,0.9492191580108026,FALSE,19.452289839337453,0.06829800495087568,FALSE,0,normal
CR25_T2,3.991252050300711,1.7495899398578456,FALSE,0.0864376443085879,FALSE,19.7605589994186,0.23997115513027012,FALSE,0,normal
CR383_T1,3.116457080371788,NA,FALSE,0.5068810771669157,FALSE,19.50670686624739,0.013880978040937464,FALSE,0,normal
CR386_T1,20.33898305084746,16.56642974302898,TRUE,7.005708086229095,FALSE,20.507964934550188,0.9873770902618588,TRUE,2,soft_outlier
CR386_T2,3.77255330781848,16.56642974302898,FALSE,0.9234211263497326,FALSE,19.764582577638457,0.243994733350128,FALSE,0,normal
