uniprot_id,protein,gene,description,CR6_T1,CR6_T2,CR7_T1,CR7_T2,CR8_T1,CR8_T2,CR9_T2,CR10_T2,CR12_T1,CR12_T2,CR15_T1,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR23_T1,CR25_T1,CR25_T2,CR72_T1,CR72_T2,CR149_T1,CR149_T2,CR163_T1,CR163_T2,CR383_T1,CR386_T2,PPS2,PPS20,PPS28,PPS31,PPS32,PPS37,PPS40,PPS41,PPS42,PPS44
P09669,COX6C_HUMAN,COX6C,Cytochrome c oxidase subunit 6C,23.795853298549712,24.002530728958043,22.260927653110826,23.194429278058234,24.0053779788702,23.607557375287936,22.4856880753775,22.808644630448462,21.751483582294288,23.162181105642393,22.650535924572466,23.319532340623358,22.995844684760517,23.24970489369427,23.726746688845562,23.4135779475967,23.597121309148413,22.23194500693042,22.79865250089722,23.001963635447453,23.50859908877016,23.17661449384328,24.125034299038973,23.572871936988623,23.80418715502176,23.68797134211983,22.193994382547594,23.617187005368457,22.96026492190603,22.777162163716863,23.648815121744903,23.492326602406955,23.62763266357967,22.94837913169316,23.368201752830032,23.06907042114195,22.98746218668279,22.26721995438686
P20674,COX5A_HUMAN,COX5A,"Cytochrome c oxidase subunit 5A, mitochondrial",23.404301797779315,23.590317850078343,21.734884660109188,23.344692941248947,23.89110771042618,23.5656251521663,21.99161017741343,22.955149116295484,21.999717145402094,23.128332739508057,22.88818307411523,23.092272161441365,23.026884777610533,23.25996111961181,23.84098445284359,22.935842731777186,23.648136231793544,22.05719343054204,22.886189170577914,23.25680984392268,23.18185248278282,23.343300470581923,23.619972863135313,23.362749482170116,23.814993851039187,23.611124816237886,22.709006056339685,23.45496523059947,23.10390082396938,22.992067336423972,23.627023976865843,23.558908530437417,23.529030692491197,23.001759453444148,23.546943302551323,23.308219166463928,23.023734937762367,23.33705638641447
P47985,UCRI_HUMAN,UQCRFS1,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",23.59034484747915,23.366258103647183,22.022353839230448,23.29311373478883,24.114690315316622,24.29172393054742,22.14712012221122,23.31703345522888,22.276603719381633,22.93269037313885,22.00182548731415,23.260035311405172,22.97572535229388,23.491603501568406,23.547271349286145,23.02021109303984,23.244428610601318,22.020259462990502,22.96210927226803,23.078153045863758,23.444088417166608,22.99158982495917,23.367670268985268,22.80465031349916,23.93824653976488,23.59087938274283,23.68387020724781,23.503076050277265,22.262514892975,23.011452351019575,23.60996308104574,23.209430626504076,23.56451566930938,22.909247508142826,23.471655459021342,23.139997832860413,23.048263648743546,23.524924048275505
P00387,NB5R3_HUMAN,CYB5R3,NADH-cytochrome b5 reductase 3,22.634927165008975,22.947149119710787,25.16842660101646,23.063254146704487,22.558524259437892,22.18692859729128,25.362511349794037,22.882057011211387,23.204285069365945,23.480722094523845,24.882081576598758,22.887899695361302,23.249559128562844,22.562818070749113,22.57165860182923,23.85199949947939,23.24535111444729,25.146933678374573,23.708869624397227,23.46274955650283,23.093199722337754,23.85366962279584,22.962447114307814,23.16917007306397,22.254973495031066,22.312537547099495,22.669070140930586,23.280053787342286,23.035977016389797,23.159645939695316,22.61817938089316,22.841728021587546,22.73599530203457,23.050058463356404,22.701205460326026,23.36147628250475,23.228173473055957,22.85785572355505
P08238,HS90B_HUMAN,HSP90AB1,Heat shock protein HSP 90-beta,23.253038470094484,23.187861326377917,23.239897672196996,23.20669479002279,22.624860226225127,23.163821244473347,24.015335283738953,23.349426505667267,23.476048659614143,23.238465717417075,23.387283481453444,23.363422653212538,23.505699007237737,22.926299530243362,23.32327208371749,22.88675985038193,22.937459930069963,23.572258616106847,23.271568793298155,23.394519551137495,22.89011756030184,23.425914937910914,23.654592439981084,23.76073403189234,22.770845954154943,23.18261447957219,23.363933773861227,23.1935107978675,22.950553606934257,23.5816255608575,23.363355065118416,23.04813399168105,23.373828507462072,23.32596321995984,23.037809013096396,23.291695894569067,23.292214488780104,23.095104205330184
P22061,PIMT_HUMAN,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,23.471999084216144,23.138273054897397,22.90556498475912,23.094449645263794,22.60692787315422,22.773124284185652,23.52255008587644,23.73346131918897,23.58910814461671,23.235447557233282,22.862854051526625,23.380391779823267,23.3847735053488,23.56134728799115,23.19061718975698,23.789706689302463,23.23312428063672,23.39657055452868,23.25230316336387,23.05592240376733,23.21502934231313,23.32116074053572,23.554029765761495,22.998178768252306,23.18611903854758,22.671939840535703,23.52177730588325,23.280821384754795,23.683087782681987,23.144148245582954,23.093699087795546,22.87134453519244,22.93399057950914,23.097898642476547,23.079490916970716,23.466266675885503,23.341774202518714,23.037312793880616
P07602,SAP_HUMAN,PSAP,Prosaposin,22.467604727823197,21.576896295315105,24.906120808188533,22.432019239666033,22.914043195546636,23.06698508542195,24.52544686745958,22.847866187440303,22.83689823138177,22.63893200046267,24.642039628521985,22.77496818896321,23.02901427542315,23.04619192402707,22.060190082435007,22.924688782255046,22.79436294102792,24.540195006178365,22.80077327024011,22.89140611111005,22.41192709386005,23.601913958888204,22.761214544241987,23.15988402735749,22.96662958578192,23.271877531730077,22.716944436674808,23.691901429373647,22.07527417058635,22.81025472368754,22.44155251281374,22.50831470945598,22.559129751893845,22.643505731136834,23.196606267102396,22.131849003144183,22.908846919578355,22.728310145432673
P42126,ECI1_HUMAN,ECI1,"Enoyl-CoA delta isomerase 1, mitochondrial",23.418864203079078,23.1922651838813,20.745015499838203,23.039602493295195,24.161100731872605,23.875544074006587,21.919030915625974,22.94923495656746,22.90292599796513,22.861497266897246,22.138075595548585,22.12447704449613,21.742889070531298,23.068672964132077,23.278691329206545,21.714196820382146,22.809194919612292,22.452033377275214,22.43683277502486,22.540633093275645,22.997103456775392,22.311979781793916,23.21366294605294,22.915196846877446,23.552395811453923,23.607211126282248,22.95283924278707,22.92071892212247,23.153125679181482,22.915914697599405,23.234903767956204,23.60156332336943,22.97236713317971,23.37211238489776,23.714789394346564,22.571006931287386,23.192713296203106,22.80136152188885
Q9UHQ9,NB5R1_HUMAN,CYB5R1,NADH-cytochrome b5 reductase 1,23.099911586978234,23.171593477539197,20.955952254898225,23.51954983296728,23.163676238518693,22.914953653964282,22.86260960673273,22.646484881343127,23.36112551653576,22.955680329204142,22.67405948403329,23.3457307192867,23.05665329150258,23.37066652162303,23.36303865700422,22.754704826450006,22.805169050146166,22.989523206782216,23.308704037501258,23.06761661603775,22.913439435832665,22.514217772230673,22.796503685571174,23.24222947292089,23.3831421086359,23.700502855720806,23.40651033570334,22.873299069646283,23.638227386171284,23.29260067190228,23.765466212540396,23.578651026923776,23.888396084391974,23.74941819673079,23.147475101060923,23.217547008911314,24.00351950507617,23.52222093756853
Q9H7C9,AAMDC_HUMAN,AAMDC,Mth938 domain-containing protein,23.00268796756517,22.551169869530074,20.622764767931162,23.051677793195907,23.622344369499025,22.78734288500945,19.79676446579403,23.590138667348295,23.537673649754375,22.999226440994466,22.72424147636094,23.74784666111162,23.206364551422688,23.276523115048402,23.3439782666282,22.10470179136202,22.45311384711494,22.429429943628193,23.568601081757084,23.16964364623519,23.489134442553524,22.80018660125488,23.971400126048835,23.577819443755857,23.19934485318749,23.217350168355367,23.65844786397431,22.36771421155113,23.14075105382459,23.188548692803618,23.330516209569925,23.63084016266093,23.35098918207723,23.340155550932728,23.653832930894225,23.756874452976067,23.69689355270527,23.50610431525233
Q00169,PIPNA_HUMAN,PITPNA,Phosphatidylinositol transfer protein alpha isoform,22.40826608893415,22.549217865014796,24.707038846287727,23.300867757205758,22.921489628291447,22.52619441369429,24.995095441059984,23.218966109323606,23.506044258590613,23.319198432471612,23.95648940397001,23.457654320254154,23.276689601852677,22.539408895749425,23.337406408307817,24.135271435919414,23.61976976758508,24.050544118364257,23.90972570411712,23.385684386857314,22.71187118425426,24.2378135398865,23.214352602954097,22.153393327036177,21.93846332302874,22.37430996071724,22.458915408067558,23.24828892953074,22.228474805059513,22.587792159304474,22.13680038982481,22.439802958458795,22.36404335562655,22.379341572928816,22.42678747071852,22.562074555963093,22.356278606585704,22.448303679889666
P56385,ATP5I_HUMAN,ATP5ME,"ATP synthase subunit e, mitochondrial",22.93265506593902,22.94768654402756,20.465780676111557,23.154513765518434,24.114537712025538,24.17227617107798,21.91302041985662,22.717750295595213,22.264736248710204,22.754530516847353,22.219615285030535,22.797914262213837,22.37517963635516,22.880871539999458,23.15126667102413,22.568600321795014,23.10099605710052,22.347748692439236,22.40945453071304,22.754200060757896,22.845573523581347,22.638518686097253,22.839099901613626,23.09503747004649,23.748990066525828,23.565296734402935,22.655118950531456,21.995341142451284,22.87309419343906,22.962782802233846,23.3958900540829,23.376978126277564,23.410924354212487,23.28637039739549,23.725316597868616,22.706347846765254,23.035840698685647,23.161469873948306
P14927,QCR7_HUMAN,UQCRB,Cytochrome b-c1 complex subunit 7,23.389365917100776,23.46545960522858,21.403056604955758,23.39123912072925,24.09213330014773,23.29200516788188,22.089840814845623,22.885217050242197,22.356091442221185,23.13476742816478,22.395247336835173,23.09430122217472,22.77970769517336,23.07995961481791,23.424628051533656,22.628426649008908,23.218493577375,21.784635516610365,22.767310804742742,22.966021394627447,22.944649609952144,22.51495292947717,23.316666207547698,22.965912352819952,23.845070110962208,23.22503842145923,23.038963114096042,23.342366171549212,22.589341743634115,23.092897299232135,23.576276991607365,24.025157514394728,23.54139219219697,23.328903452803267,23.830960634819746,23.00387762290819,22.804672502987565,23.378565330303527
Q9NRX4,PHP14_HUMAN,PHPT1,14 kDa phosphohistidine phosphatase,23.91385152016559,23.21386797291156,22.157713058415414,23.162167692794792,23.679222782082647,23.03479402169266,22.40003166708228,23.34458107088193,23.801710652103424,22.95920502808713,22.153995287835514,23.50577305734853,22.97283878072224,22.87916036151985,23.38264568718446,23.229334286133184,23.111644823919857,22.885613530381743,23.294998318565312,22.563119737077912,22.264996973863212,22.712898439967624,23.74875071394377,23.10263139301122,23.51399164085374,23.442632960124534,24.28913154259309,23.00473804839284,23.304673171489668,23.327478977725924,23.088605193129393,22.94790801779932,23.288609787740413,23.113371718855166,23.11231540846135,23.244316551413323,23.327979589843412,23.01215238273466
P61758,PFD3_HUMAN,VBP1,Prefoldin subunit 3,23.605742367351723,NA,NA,22.908846070068694,23.114705931044707,22.86050474886737,NA,22.92248258099066,23.19552149900051,22.72974580283055,23.829963848651996,22.83738261641085,NA,22.99016795562621,22.677687777396155,22.776401469117268,22.890450043357923,23.131284370236163,22.80218454402226,23.162031866130178,23.764209926960717,23.14976229504321,22.486828672895193,22.789025356185,22.5652346221823,22.613422185670448,23.453647767629555,NA,23.258370800648084,23.354709289981148,23.655237958501505,23.088555086656445,23.417903456763216,23.268512895259377,22.991023661337135,23.351928413148965,23.403067533630338,22.899328536802955
P00450,CERU_HUMAN,CP,Ceruloplasmin,21.771565664005198,24.7957067233525,24.930648640413114,22.55743405214742,21.299357464510198,21.25717674501592,24.89855637757264,22.251250299642077,22.44474849403343,23.04444890272652,23.823542998501228,23.51062127276738,23.764073651363994,21.15257197138931,22.884681487822597,23.650549881216584,22.728269952197298,25.044554563192477,23.954887918033634,22.584940670910633,22.799889369554947,24.7454267433137,23.659288441895754,22.550217108943553,21.342864610896484,21.865997719958198,20.493471010112184,24.098176065931174,20.242154818212097,20.967044228164397,20.285957589702377,19.502806742396448,19.652644882185843,19.899605630292267,19.485859781682596,21.65819476577887,19.473527420838792,20.489554037424877
Q07021,C1QBP_HUMAN,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",22.665029167683624,22.71267954179635,23.127868159854657,22.43525126843986,23.23187040146379,23.528031060610545,23.153646716966744,22.90077663963937,22.429858751655246,22.732144115035442,22.49504516928284,22.981771045986115,22.943846063867063,23.001966153013356,23.69755770214538,23.21665977947823,22.82712975399827,22.534903023657535,22.486873674123974,22.911843429058774,22.82296325984733,22.6734590488795,23.191671389765094,23.402669037756027,23.788209068803837,23.443978587993442,23.024175506516453,23.428723438392954,23.313155295596324,23.354863031869094,23.481649051923903,23.51808729607375,23.34869712206859,23.072268150076074,23.907383967172105,23.003343546267327,23.126356850035645,23.507756741573456
P00325,ADH1B_HUMAN,ADH1B,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,21.613551972274024,21.171564031990084,24.748134141013633,21.951959900143162,22.02496998574889,20.93465686476384,25.558885080240774,22.80821054198719,22.239722986926918,22.80323436110069,25.999550667374784,22.261395926910616,22.666046743193363,21.39638274608616,21.981942798736057,24.850452180771825,23.17063008687351,26.024511697809707,21.865003126461374,21.219143774874503,23.279670032478805,23.209400671688094,22.067952963073132,21.840025649915273,21.107492011800034,20.700660337172792,21.40700686237072,23.646084779695787,22.29271886032244,22.168092746793523,21.092887404354986,20.757035638182913,21.135632375872405,21.460286014682083,20.52840449164732,22.041930229606738,21.3334151283028,21.490827292538157
P35573,GDE_HUMAN,AGL,Glycogen debranching enzyme,23.46663651764395,23.892301139494297,NA,23.280730390745752,23.54720309568757,23.13924992390644,20.754214245961624,22.63314649719574,22.349125080410435,22.93837894776023,22.229536338549398,23.098449055802124,23.206574079103234,23.915982607592376,23.594267077551585,23.415879767628518,23.891554780467974,21.207344182092577,22.690068538452017,23.357759918564177,22.606738499050767,22.81897458994546,22.9850785083888,23.170665278020106,23.32728637971491,22.884233698457844,22.80672137431106,22.788607372720442,23.250402380307797,23.204552447934844,23.735958206387295,23.60839425274447,23.002894563341222,23.177362680165302,22.770263009745893,23.32330153087305,23.173626327008524,23.61361668796538
P10768,ESTD_HUMAN,ESD,S-formylglutathione hydrolase,23.235338951842223,22.88731616645566,23.267452769627486,22.800406385336476,22.996553333500255,23.132609288042488,23.662154379726488,23.127696702247437,23.49564626917245,22.931803763276758,23.052141482958845,23.04127355946491,23.02751058829406,23.28960608681072,23.288636205247396,23.79393587062834,23.021846405355166,23.616823488317443,23.083066051703632,22.709897041217765,23.347039409826262,23.243031041190147,23.218756584236182,22.891206390393226,23.210870786389947,23.04878258848337,23.549596897514952,23.120304138550438,23.671254506437815,23.161589718496224,23.034378004572794,23.070674668851225,23.153665424558785,22.919191637716875,22.843901506628253,23.484284532901984,23.182300480292113,23.163755639572006
Q9NZU5,LMCD1_HUMAN,LMCD1,LIM and cysteine-rich domains protein 1,23.481157062290357,23.443172195515892,19.170289151145823,22.925192256710787,23.16114879103521,23.01749302833018,21.22437195509226,23.51094092379986,23.348006359584364,23.01269199540111,22.342680577915345,23.44340806703082,23.38758315616322,23.50609632068938,23.387528939633235,22.865228004908126,22.65252217465213,22.547108016623937,22.631242371816057,22.69475130677295,23.019954766438364,22.776565743786062,23.41288607632006,23.20923269961437,23.256424975453772,23.08157609638155,23.565817768927555,22.51667449138883,24.09089946945427,23.38150638585202,23.48753680974374,23.107657774453852,23.36907520063176,22.941585932816523,23.20734202418087,23.493694817757348,23.124615520163026,22.841451311956742
P63241,IF5A1_HUMAN,EIF5A,Eukaryotic translation initiation factor 5A-1,23.104871438512887,22.86005210925841,23.319765482270213,23.022304960252214,23.069413526528024,22.58957514005835,24.11086340083149,23.233592144880138,23.323507775312326,23.160503090431348,23.391183772829812,23.034101410169175,23.081222944912543,23.048191512413236,23.389607908913014,24.08994118399782,23.196052836295976,23.863883594406886,23.28632062989571,22.910855497319545,23.14170932573098,23.557809652815944,22.99118512448598,23.131597394180748,22.594332092532685,22.785047673889448,22.844299085403524,23.349995389401926,23.03821630318936,22.836676798773627,22.58869456018219,22.836780017885946,22.23204105946547,22.717848077829146,22.828131261855706,23.416258187953257,23.06073158370777,22.85453441301523
P30049,ATPD_HUMAN,ATP5F1D,"ATP synthase subunit delta, mitochondrial",23.11695412804419,22.642021963070466,21.619548081416777,23.206112240740687,20.919002787115524,24.32690022058061,22.572273398304905,23.024504938934847,22.692128721030095,23.08639948404823,22.008572911773953,22.551139954013202,22.365377385615304,22.880642099827984,23.2615913035885,22.628637802756643,23.734288454648794,22.313220687563497,22.995055556234917,23.021146882786947,22.922316166671255,23.25264228848145,23.30472040402259,22.67364278766132,24.049604052017134,23.520255694691816,22.985417169623595,22.80680641610711,23.078910798190922,23.170171283800403,23.36482759639124,23.849105932895874,23.64034243121154,23.428102703496695,23.922229647818487,23.30901717524122,23.139096531314653,23.294891220654367
P16671,CD36_HUMAN,CD36,Platelet glycoprotein 4,21.88466844641476,22.0100369580984,26.43658511005265,22.49069517750505,21.133970309631785,21.475334478328804,25.029537336224273,22.576818163006866,21.986005198601045,22.818873223282967,24.848669425645856,21.712010539152324,22.41348126639604,21.335646207973888,21.793799531291107,22.968270069086884,21.36650289997816,24.387190482154203,22.72786054704713,21.950169838428998,23.073611228902262,23.046601390897088,21.92529161211513,22.182715780550957,21.673620702518427,21.745563381776453,21.61062973820629,23.54915535147389,21.81552814159872,21.32361507938399,21.526847354379125,20.844956203480297,21.289617774610818,21.949233373520926,20.973278968761015,21.742395099043634,21.862103395050443,21.605979389308988
Q96Q06,PLIN4_HUMAN,PLIN4,Perilipin-4,21.345630922119028,20.609715556715805,25.047065926833852,21.919901136905427,20.917989357569088,20.94321888230962,24.414183663228155,21.929737037631483,21.668436571220703,22.132419125881153,24.126505948261094,21.63306843269411,21.834887587483525,21.38675537558531,21.243588821890093,23.11614915162299,21.512998908330033,24.514866400694952,22.8970993027936,22.258849219959476,22.45026074016563,22.707753463174907,21.843544260808198,21.45061831799218,20.61693834615518,20.705323912685664,21.41464205952546,23.17211278788978,21.71724766509702,20.882559376197136,20.567727654862217,20.990656811013974,21.10416190532931,21.44614256850187,20.155066627477634,21.41543321693288,21.750395991245806,21.19298310747212
P13693,TCTP_HUMAN,TPT1,Translationally-controlled tumor protein,23.037349062878334,22.975737929265204,22.20777755980599,22.885936566580877,23.104629687133958,23.093558522710225,23.216273195239392,23.207053556993884,23.338440791289695,23.163564577171954,23.065469962682485,23.085142820013946,22.864995500983028,23.677995236590363,22.801124326253003,23.147697840755377,23.35654040228166,23.255473369272867,23.244399498665622,23.238042126408146,23.35940057346653,22.909072182018186,23.01964758477095,22.947355171026288,23.34268447717744,23.043594308863163,23.471223749338805,22.630759110133095,23.25744858084626,23.387571990004318,23.083295982343586,23.1249087626591,22.769596407199188,23.013356320353946,23.12778456968861,23.33607991162684,23.245494284246725,23.355236446578527
P08574,CY1_HUMAN,CYC1,"Cytochrome c1, heme protein, mitochondrial",22.97149549006892,23.59398761014773,21.3486009253649,23.45008984105919,23.914073409046537,23.941085145447268,22.030277641199557,22.075325922730812,22.527051897504826,22.864541141664418,22.564195460420954,23.098746872149455,22.76950839867031,23.217823238004552,23.46317077209134,22.424326653713752,23.47671502319691,21.9598751175103,22.714157529724808,22.949608947187887,23.30399485361519,23.14168689913588,23.461713397129575,22.856007564727836,23.57991902035778,23.216801968535304,22.617717761325103,23.97475202510377,22.74691055137995,22.838051235178014,23.450111271825676,23.25359687679867,22.75793111963434,23.204058297730988,23.344266555002157,23.060780726766076,23.013137159792894,23.26285191546041
O60662,KLH41_HUMAN,KLHL41,Kelch-like protein 41,22.931155679498055,24.98329952551761,NA,22.4702963460045,20.864898373424587,22.265229106116113,20.361961301198118,23.508199474259122,23.200058107810325,23.56242489244858,21.719907362039578,23.34201251361448,23.200833682143188,24.265985993011494,23.572283112392434,22.66355453620641,23.377616501610888,21.559728561117268,23.076943853155445,24.337083688443013,22.621780225229276,20.792216168352102,20.841697777021984,21.910354933521383,23.511566880357687,23.479963304910846,23.93963945227416,20.8882614229023,23.089692287981656,23.098686757193054,22.599842994989853,22.84149899952297,22.932957848930844,22.722894882715764,22.671471066865738,22.5401366642198,23.070930694133434,23.353870687509595
Q9NZ45,CISD1_HUMAN,CISD1,CDGSH iron-sulfur domain-containing protein 1,22.55770540693737,23.121684965364288,NA,23.19096698768712,23.76324213124357,23.233272203092454,22.031575178436963,22.861408720366157,22.62907839637263,22.96713033252641,22.625995774843503,23.0327036482148,22.838722635594117,22.814528622615935,23.386847164059624,21.89304367719197,22.995423842039038,21.538315145794105,22.718536223197393,22.946220903354885,22.806675303387422,22.841697705461645,23.010178707438353,23.187214579806227,23.357591762685313,23.219080507061147,22.309754802824898,22.619434318554596,22.91979365779151,22.83059324904782,23.572278336344223,23.61836181218195,23.700867130894622,23.518524251437885,23.804009860228984,23.234918717610793,23.013424622330753,23.27845782171575
P31040,SDHA_HUMAN,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",22.94407802961253,22.842821422860595,22.36264000958179,22.790272139673306,23.91627576623968,24.16884474206778,22.575533134516938,22.61493527352598,22.648471524474605,22.838815002459402,22.647104525804906,22.718279418892056,22.379995608549205,23.115041817744608,23.138849541410476,22.609222178908798,22.86409854374017,22.53762029979498,22.75415009724675,22.879936204394927,22.988035857879055,22.387831394774754,22.722898292751687,22.68226342999829,23.746135103792586,23.394696509097813,23.141648422346478,22.824430395289806,22.847282870039113,23.271648272493852,23.568177406687244,23.32086308204258,23.395321532942372,23.028474197179232,23.836789557355374,22.952371026171537,23.176666616902246,23.367373287450853
P07919,QCR6_HUMAN,UQCRH,"Cytochrome b-c1 complex subunit 6, mitochondrial",23.354411138050775,23.281000960220197,21.61904525895238,23.54008971258118,24.009910804491305,25.026979658182096,22.535171354182616,22.689082732586563,21.887868546166928,22.232017162995312,22.631595445934543,23.02889247108286,23.076691944167266,23.128178499561393,22.857530804463256,22.810941182692396,23.06657614016346,22.042576584451343,22.118950032274487,22.49127584870914,23.24852283659611,22.46574183334168,23.317054338866267,22.483343660538292,23.42007643109239,23.32247863767675,22.894197970098958,23.51260214491929,22.002608670383392,22.342609459788143,22.95551280805877,23.15373449219367,22.97200948324015,22.641137736568712,22.689320735378907,23.04117644536487,22.70854008622244,23.032181696601835
P55786,PSA_HUMAN,NPEPPS,Puromycin-sensitive aminopeptidase,23.235013419520428,22.9543097884996,21.71940569710182,23.142633459916084,23.16983861890104,22.806808947994664,22.096060813665495,23.262845287069275,23.581247226277746,22.979332648263647,22.85338386123205,23.24774346472547,23.00247347056436,23.1599061648798,22.898511193489135,22.972744198449348,23.121445665915363,22.49766010315325,23.263317832416416,23.07705625650312,23.247275460139285,23.160054950529616,23.007755795844563,23.150701277281915,22.82992648108868,22.719555751943076,23.238992846818096,22.789100522315266,23.56341176637227,23.116652109701977,22.96380698301179,23.32492542352307,22.89591217510149,23.113606902700884,23.042785861198738,23.396758989488433,23.26119402743653,23.374900866506824
Q9BQ69,MACD1_HUMAN,MACROD1,ADP-ribose glycohydrolase MACROD1,23.56795963382384,23.111098892779907,NA,23.300205370102795,23.793707486837718,23.449788100474994,21.066257878020647,23.362442918192517,23.080769863572854,22.813971647995235,22.32930573255306,23.09439741016971,23.210597965766592,23.080001808459684,23.093316598754996,22.517873953226438,22.849076755181645,21.970051233105107,22.734598782023127,23.029074879668645,23.103163183282202,22.208048984344444,22.69552246642422,23.153641757551224,23.305426661762304,23.15721926302759,23.04407034679771,23.066079057262073,22.900955926178373,23.09019133406738,23.126329687893985,23.443048150862445,22.623252232797793,23.074189648958566,23.390212324681208,23.4090332447258,23.248837630666348,23.26422018680188
Q9UN36,NDRG2_HUMAN,NDRG2,Protein NDRG2,23.571645643905704,22.82228058234139,20.438774784139156,23.19441615282254,22.65149525735109,23.0665507934412,22.092055456584095,23.37324425350294,23.315255435485383,22.637968375908372,22.527438030949465,23.196417138270952,23.2358090077739,23.504664347397316,23.308812573839052,23.142355074762143,23.18499236074225,22.97943116841668,22.712036644065144,22.753634503109545,23.013371890430797,22.74802919650257,22.76306146197284,23.55658013690401,22.868923001429398,23.05744316857749,23.516256000180984,22.861127107324265,23.26267599846775,23.188667276967326,23.357549275453845,22.921252040683576,22.45068228519031,22.728620562232166,22.326054473856786,23.029018068313242,23.2931569244161,23.412899876838026
Q9H0U4,RAB1B_HUMAN,RAB1B,Ras-related protein Rab-1B,22.719183779215143,22.766572746739243,24.445872838481883,22.597781283121073,22.40387047836053,22.414578554620007,24.106325517103983,23.216486028490745,23.126814344863742,22.95105047580558,24.395364773863925,22.69212173690355,22.88373126090545,22.467331250171544,22.737905677855398,23.63604803566354,22.94928729072661,23.95188384186266,23.52922641472961,23.16720490382041,22.996444342620684,23.569075650664363,23.1445243227408,22.688988036867865,22.388328990215612,22.414630230167145,22.834779556091764,22.876293041758984,22.836652273440592,22.87762497458036,22.283162523842787,22.829860928712677,22.54735580193481,22.7458661516725,22.589899749323603,22.895293738617323,22.706256674343955,22.787506082006566
Q9NZN4,EHD2_HUMAN,EHD2,EH domain-containing protein 2,21.67788128594635,21.997675656739236,26.135155514398114,21.973159619339604,21.95915453263194,21.886961624343172,25.085695599452862,22.312094675887018,21.866379358304716,22.616540212912287,24.875802637497543,21.62282571484215,22.216634091652157,21.156107497890268,21.81043867267431,23.630966019299457,21.886064792931723,24.628482580158124,23.03285802243672,22.423307914497066,23.13112959217187,23.45776994511438,21.65163534263062,22.150950912171226,21.558793570088056,21.7148091126677,21.397645304507243,24.032163493074197,21.178674903504877,21.092594418317347,20.707084662205794,21.038707426522084,20.898962729763934,21.218482300081032,20.90189355077962,21.128072937325253,21.262827725911755,21.329283699615818
Q15847,ADIRF_HUMAN,ADIRF,Adipogenesis regulatory factor,19.75695039239693,20.817934580742687,24.878957156619958,20.357787207519916,21.113528490981714,19.60633331263918,24.14283015004237,21.66871898167174,NA,21.57840382957682,24.056008109190373,20.293095403716798,21.70184690966377,NA,19.752782504411545,22.770350251577646,21.791479882430707,24.712912008334666,21.848840990853034,21.124283614945547,21.86314104345358,22.372561505171728,NA,21.134470104294493,18.925186307949254,19.601943513956417,NA,22.418200316284572,NA,NA,NA,NA,18.867692135515437,NA,NA,NA,NA,18.62717774405671
P61970,NTF2_HUMAN,NUTF2,Nuclear transport factor 2,23.020637136029954,22.746593771449437,23.720719620651703,23.109487382079983,23.116152262420975,22.69904003425477,24.076641784668343,23.081820342606356,23.54173940635441,22.871675335524618,23.078307557282145,23.135391309620957,22.826290016203686,22.821263081721362,23.105122910614778,23.76411147754274,23.090978796103457,23.66406702306514,23.11072084581209,22.779402913088163,22.92274190276093,23.10002813952243,23.198164718250652,22.866961403041184,22.776403086293918,22.689839579030938,22.83983856495664,23.33793696862514,22.584745878155235,22.712367871166425,22.294454666271527,22.574767191640976,22.351937835538607,22.584355430926962,22.583576245305547,22.773242072799835,22.708553982968354,22.758906200260576
O75369,FLNB_HUMAN,FLNB,Filamin-B,23.168431225656242,23.273008770142834,22.28871995616208,23.048853831069742,22.86411591160168,22.85940115257856,21.437832896298072,23.472154145621403,23.294748086011282,23.40684018333945,22.53417498826223,23.304042010676117,22.882892190161296,22.76714338588184,22.699182927384722,22.659245301292717,22.890078398550532,21.834540725602945,22.775294731172743,23.655369541305895,22.765547139330394,22.185675176036305,22.47444410725576,22.63865099152854,23.285718754035592,23.366406999556446,23.964068100923722,22.97591312466033,22.682490192132246,22.19263781291865,23.208376068174914,23.397145551653665,24.105573667490034,23.616880284539896,22.685504353065095,23.200245724723388,22.89980356970423,22.401622940549306
P18206,VINC_HUMAN,VCL,Vinculin,22.90613676370986,23.10485125838292,24.1249811678088,22.548485899577685,22.433806781756708,22.37375782423303,24.14531378665366,23.01260587213528,22.74830130130786,22.74196972812573,24.208381652839023,22.673547203415374,22.77650615991933,22.620394418706095,22.609778264838813,22.99992972386929,22.865711116319947,23.797930735709514,22.912969732165468,22.9648297967955,22.580877093803206,23.550292243690087,22.67418235206322,23.35653819305598,22.518809555963372,22.59609990083163,22.937075607334478,23.017094786206652,22.941651358818774,22.578520765704525,22.682474938504974,22.617172277500117,22.340638924891405,22.559597683227228,22.39976978625687,22.728304013819855,22.54520980252347,22.697022337571
